id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_ex_seayouagain_03_30,80600,d_ex_seayouagain_03,Speech,liter_s,liter_s,Locale_SuddenStory:d_ex_seayouagain_03_30,True,,XS_10,XS_10,1.0,,,,,5,idle,,,3,idle,,,1,idle
d_ex_seayouagain_03_31,80600,d_ex_seayouagain_03,Speech,liter_s,liter_s,Locale_SuddenStory:d_ex_seayouagain_03_31,True,,XS_10,XS_10,1.0,,,,,5,idle,,,3,idle,,,1,idle
d_ex_seayouagain_03_32,80600,d_ex_seayouagain_03,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_seayouagain_03_32,True,,XS_10,XS_10,1.0,,,,,5,delight,,,3,idle,,,1,idle
d_ex_seayouagain_03_33,80600,d_ex_seayouagain_03,Speech,liter_s,liter_s,Locale_SuddenStory:d_ex_seayouagain_03_33,True,,XS_10,XS_100,1.0,,,,,5,idle,,,3,idle,,,1,idle
d_ex_seayouagain_03_34,80600,d_ex_seayouagain_03,Speech,liter_s,liter_s,Locale_SuddenStory:d_ex_seayouagain_03_34,True,,XS_100,XS_100,1.0,,,,,5,idle,,,3,idle,,,1,idle
d_ex_seayouagain_03_35,80600,d_ex_seayouagain_03,Narration,,Narration,Locale_SuddenStory:d_ex_seayouagain_03_35,False,,black,black,1.0,,,,,5,idle,,,3,idle,,,1,idle
d_ex_seayouagain_03_36,80600,d_ex_seayouagain_03,Narration,,Narration,Locale_SuddenStory:d_ex_seayouagain_03_36,False,,black,black,1.0,,,,,5,idle,,,3,idle,,,1,idle
d_ex_seayouagain_03_37,80600,d_ex_seayouagain_03,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_seayouagain_03_37,True,,4,4,1.0,,,,,5,delight,,,3,idle,,,1,idle
d_ex_seayouagain_03_38,80600,d_ex_seayouagain_03,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_seayouagain_03_38,True,,4,4,1.0,,,,,5,delight,,,3,idle,,,1,idle
d_ex_seayouagain_03_39,80600,d_ex_seayouagain_03,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_seayouagain_03_39,True,,4,4,1.0,,,,,5,delight,,,3,idle,,,1,idle
d_ex_seayouagain_03_40,80600,d_ex_seayouagain_03,Speech,neon_s,neon_s,Locale_SuddenStory:d_ex_seayouagain_03_40,True,,4,4,1.0,,,,,5,delight,,,3,surprise,,,1,idle
d_ex_seayouagain_03_41,80600,d_ex_seayouagain_03,Speech,neon_s,neon_s,Locale_SuddenStory:d_ex_seayouagain_03_41,True,,4,4,1.0,,,,,5,delight,,,3,surprise,,,1,idle
d_ex_seayouagain_03_42,80600,d_ex_seayouagain_03,Narration,,Narration,Locale_SuddenStory:d_ex_seayouagain_03_42,False,,4,4,1.0,,,,,5,delight,anis_s,,3,idle,neon_s,,1,idle
d_ex_seayouagain_03_43,80600,d_ex_seayouagain_03,Speech,liter_s,liter_s,Locale_SuddenStory:d_ex_seayouagain_03_43,True,,1,1,1.0,,,,,,,,,,,,,1,no
d_ex_seayouagain_03_44,80600,d_ex_seayouagain_03,Self,,Self,Locale_SuddenStory:d_ex_seayouagain_03_44,False,,1,1,1.0,,,,,,,,,,,,,1,no
d_ex_seayouagain_03_45,80600,d_ex_seayouagain_03,Self,,Self,Locale_SuddenStory:d_ex_seayouagain_03_45,False,,1,1,1.0,,,,,,,,,,,,,1,no
d_ex_seayouagain_03_46,80600,d_ex_seayouagain_03,Speech,liter_s,liter_s,Locale_SuddenStory:d_ex_seayouagain_03_46,True,,1,1,1.0,,,,,,,,,,,,,1,idle
d_ex_seayouagain_03_47,80600,d_ex_seayouagain_03,Speech,liter_s,liter_s,Locale_SuddenStory:d_ex_seayouagain_03_47,True,,1,1,1.0,,,,,,,,,,,,,1,idle
d_ex_seayouagain_03_48,80600,d_ex_seayouagain_03,Self,,Self,Locale_SuddenStory:d_ex_seayouagain_03_48,False,,1,1,1.0,,,,,,,,,,,,,1,idle
d_ex_seayouagain_03_49,80600,d_ex_seayouagain_03,Speech,liter_s,liter_s,Locale_SuddenStory:d_ex_seayouagain_03_49,True,,1,1,1.0,,Low_2,sfx_scn_spraywater,,,,,,,,,,1,angry
d_ex_seayouagain_03_50,80600,d_ex_seayouagain_03,Narration,,Narration,Locale_SuddenStory:d_ex_seayouagain_03_50,False,,black,black,1.0,,,sfx_scn_spraywater,,,,,,,,,,1,angry
d_ex_seayouagain_03_51,80600,d_ex_seayouagain_03,Monologue,,Monologue,Locale_SuddenStory:d_ex_seayouagain_03_51,False,,black,black,1.0,,,,,,,,,,,,,1,no
d_ex_seayouagain_03_52,80600,d_ex_seayouagain_03,Monologue,,Monologue,Locale_SuddenStory:d_ex_seayouagain_03_52,False,,1,1,1.0,,,,,,,,,,,,,1,no
d_ex_seayouagain_03_53,80600,d_ex_seayouagain_03,Self,,Self,Locale_SuddenStory:d_ex_seayouagain_03_53,False,,1,1,1.0,,,,,,,,,,,,,1,no
d_ex_seayouagain_03_54,80600,d_ex_seayouagain_03,Self,,Self,Locale_SuddenStory:d_ex_seayouagain_03_54,False,,1,1,1.0,,,,,,,,,,,,,1,no
d_ex_seayouagain_03_55,80600,d_ex_seayouagain_03,Speech,liter_s,liter_s,Locale_SuddenStory:d_ex_seayouagain_03_55,True,,1,XS_10,1.0,,,,,,,,,,,,,1,no
d_ex_seayouagain_03_56,80600,d_ex_seayouagain_03,Speech,liter_s,liter_s,Locale_SuddenStory:d_ex_seayouagain_03_56,True,,XS_10,XS_10,1.0,,,,,,,,,,,,,1,no
d_ex_seayouagain_03_57,80600,d_ex_seayouagain_03,Speech,liter_s,liter_s,Locale_SuddenStory:d_ex_seayouagain_03_57,True,,XS_10,XS_10,1.0,,Low_2,sfx_scn_spraywater,,,,,,,,,,1,angry
d_ex_seayouagain_03_58,80600,d_ex_seayouagain_03,Narration,,Narration,Locale_SuddenStory:d_ex_seayouagain_03_58,False,,black,black,1.0,,,sfx_scn_spraywater,,,,,,,,,,1,angry
d_ex_seayouagain_03_59,80600,d_ex_seayouagain_03,Monologue,,Monologue,Locale_SuddenStory:d_ex_seayouagain_03_59,False,,black,black,1.0,,,,,,,,,,,,,1,angry
d_ex_seayouagain_03_60,80600,d_ex_seayouagain_03,Speech,liter_s,liter_s,Locale_SuddenStory:d_ex_seayouagain_03_60,False,,XS_10,XS_10,1.0,,,sfx_scn_waterdrop,,,,,,,,,,1,sorrow
d_ex_seayouagain_03_61,80600,d_ex_seayouagain_03,Speech,liter_s,liter_s,Locale_SuddenStory:d_ex_seayouagain_03_61,True,,XS_10,XS_10,1.0,,Low_2,sfx_scn_spraywater,,,,,,,,,,1,angry
d_ex_seayouagain_03_62,80600,d_ex_seayouagain_03,Narration,,Narration,Locale_SuddenStory:d_ex_seayouagain_03_62,False,,black,black,1.0,,,sfx_scn_spraywater,,,,,,,,,,1,angry
d_ex_seayouagain_03_63,80600,d_ex_seayouagain_03,Monologue,,Monologue,Locale_SuddenStory:d_ex_seayouagain_03_63,False,,black,black,1.0,,,,,,,,,,,,,1,angry
d_ex_seayouagain_03_64,80600,d_ex_seayouagain_03,Speech,liter_s,liter_s,Locale_SuddenStory:d_ex_seayouagain_03_64,False,,XS_10,XS_10,1.0,,,sfx_scn_waterdrop,,,,,,,,,,1,sorrow
d_ex_seayouagain_03_65,80600,d_ex_seayouagain_03,Speech,liter_s,liter_s,Locale_SuddenStory:d_ex_seayouagain_03_65,True,,XS_10,XS_100,0.5,,,,,,,,,,,,,1,angry
d_ex_seayouagain_03_66,80600,d_ex_seayouagain_03,Speech,liter_s,liter_s,Locale_SuddenStory:d_ex_seayouagain_03_66,True,,XS_100,XS_100,1.0,,Low_2,,,,,,,,,,,1,angry
d_ex_seayouagain_03_67,80600,d_ex_seayouagain_03,Monologue,,Monologue,Locale_SuddenStory:d_ex_seayouagain_03_67,False,,black,black,1.0,,,,,,,,,,,,,1,angry
