id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,speaker,conversation_id,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim
event_ce006_1_01_s_37,40079,event_ce006_1_01_s,Speech,rapi,Locale_MainScenario:event_ce006_1_01_s_37,True,,120,120,1.0,,,rapi,,,,12,angry,,,2,void,,,4,idle,,,,,,,,,,,,,
event_ce006_1_01_s_38,40079,event_ce006_1_01_s,Speech,anis,Locale_MainScenario:event_ce006_1_01_s_38,True,artcity_d,1,1,1.0,,,anis,,black,,12,idle,,,2,void,,,4,idle,,,,,,,,,,,,,
event_ce006_1_01_s_39,40079,event_ce006_1_01_s,Speech,rapi,Locale_MainScenario:event_ce006_1_01_s_39,True,,1,1,1.0,,,rapi,,,,12,idle,,,2,void,,,4,idle,,,,,,,,,,,,,
event_ce006_1_01_s_40,40079,event_ce006_1_01_s,Speech,neon,Locale_MainScenario:event_ce006_1_01_s_40,True,,1,3,1.3,,,neon,,,,12,idle,,,2,void,,,4,surprise,,,,,,,,,,,,,
event_ce006_1_01_s_41,40079,event_ce006_1_01_s,Speech,neon,Locale_MainScenario:event_ce006_1_01_s_41,True,,3,3,1.0,,,neon,,,,12,idle,,,2,void,,,4,surprise,,,,,,,,,,,,,
event_ce006_1_01_s_42,40079,event_ce006_1_01_s,Speech,rapi,Locale_MainScenario:event_ce006_1_01_s_42,True,,120,120,1.0,,,rapi,,,,12,idle,,,2,void,,,4,surprise,,,,,,,,,,,,,
event_ce006_1_01_s_43,40079,event_ce006_1_01_s,Speech,neon,Locale_MainScenario:event_ce006_1_01_s_43,True,,3,3,1.0,,,neon,,,,12,idle,,,2,void,,,4,delight,,,,,,,,,,,,,
event_ce006_1_01_s_44,40079,event_ce006_1_01_s,Speech,anis,Locale_MainScenario:event_ce006_1_01_s_44,True,,3,3,1.0,,,anis,,,,12,idle,,,2,void,,,4,delight,,,,,,,,,,,,,
event_ce006_1_01_s_45,40079,event_ce006_1_01_s,Self,anis,Locale_MainScenario:event_ce006_1_01_s_45,False,,3,3,1.0,,,,,,,12,idle,,,2,void,,,4,delight,,,,,,,,,,,,,
event_ce006_1_01_s_46,40079,event_ce006_1_01_s,Narration,anis,Locale_MainScenario:event_ce006_1_01_s_46,False,,black,black,1.0,collab_bgm_sb_lookout,sfx_scn_explosions,,,,,12,idle,,,2,void,,,4,delight,,,,,,,,,,,,,
event_ce006_1_01_s_47,40079,event_ce006_1_01_s,Speech,rapi,Locale_MainScenario:event_ce006_1_01_s_47,True,,12,120,1.0,,,rapi,,,,12,angry,,,2,void,,,4,delight,,,,,,,,,,,,,
event_ce006_1_01_s_48,40079,event_ce006_1_01_s,Self,rapi,Locale_MainScenario:event_ce006_1_01_s_48,False,,120,120,1.0,,,,,,,12,angry,,,2,void,,,4,delight,,,,,,,,,,,,,
event_ce006_1_01_s_49,40079,event_ce006_1_01_s,Speech,ce006_npc_01,Locale_MainScenario:event_ce006_1_01_s_49,True,,6,6,1.0,,,ce006_npc_01,,black,,13,angry,rapi,,15,void,anis,,17,delight,neon,ce006_npc_01,7,surprise,ce006_01,5,no,ce006_03,3,surprise,roam,1,idle
event_ce006_1_01_s_50,40079,event_ce006_1_01_s,Speech,ce006_03,Locale_MainScenario:event_ce006_1_01_s_50,True,,6,4,1.3,,,ce006_03,,,,,,,,,,,,,,,,7,surprise,,5,no,,3,surprise,,1,idle
event_ce006_1_01_s_51,40079,event_ce006_1_01_s,Narration,ce006_03,Locale_MainScenario:event_ce006_1_01_s_51,False,,black,black,1.0,,sfx_scn_explosions,,,,,,,,,,,,,,,,,7,surprise,,5,no,,3,surprise,,1,idle
event_ce006_1_01_s_52,40079,event_ce006_1_01_s,Speech,ce006_03,Locale_MainScenario:event_ce006_1_01_s_52,True,,S_30,S_30,1.0,,,ce006_03,,,,,,,,,,,,,,,,7,surprise,,5,no,,3,surprise,,1,idle
event_ce006_1_01_s_53,40079,event_ce006_1_01_s,Speech,roam,Locale_MainScenario:event_ce006_1_01_s_53,True,,S_30,2,1.0,,,roam,,,,,,,,,,,,,,,,7,surprise,,5,no,,3,surprise,,1,idle
event_ce006_1_01_s_54,40079,event_ce006_1_01_s,Speech,ce006_01,Locale_MainScenario:event_ce006_1_01_s_54,True,,2,4,1.3,,,ce006_01,,,,,,,,,,,,,,,,7,surprise,,5,angry,,3,surprise,,1,idle
event_ce006_1_01_s_55,40079,event_ce006_1_01_s,Speech,ce006_03,Locale_MainScenario:event_ce006_1_01_s_55,True,,4,4,1.0,,,ce006_03,,,,,,,,,,,,,,,,7,surprise,,5,angry,,3,sad,,1,idle
event_ce006_1_01_s_56,40079,event_ce006_1_01_s,Narration,ce006_03,Locale_MainScenario:event_ce006_1_01_s_56,False,,black,black,1.0,,sfx_scn_explosionhuge,,,,,,,,,,,,,,,,,7,surprise,,5,angry,,3,sad,,1,idle
event_ce006_1_01_s_57,40079,event_ce006_1_01_s,Speech,ce006_npc_01,Locale_MainScenario:event_ce006_1_01_s_57,True,,6,6,1.0,,,ce006_npc_01,,,,,,,,,,,,,,,,7,surprise,,5,angry,,3,sad,,1,idle
event_ce006_1_01_s_58,40079,event_ce006_1_01_s,Speech,ce006_01,Locale_MainScenario:event_ce006_1_01_s_58,True,,6,6,1.0,,,ce006_01,,,,,,,,,,,,,,,,7,surprise,,5,angry,,3,sad,,1,idle
event_ce006_1_01_s_59,40079,event_ce006_1_01_s,Speech,ce006_npc_01,Locale_MainScenario:event_ce006_1_01_s_59,True,,6,6,1.0,,,ce006_npc_01,,,,,,,,,,,,,,,,7,idle,,5,angry,,3,sad,,1,idle
event_ce006_1_01_s_60,40079,event_ce006_1_01_s,Speech,ce006_01,Locale_MainScenario:event_ce006_1_01_s_60,True,,6,6,1.0,,,ce006_01,,,,,,,,,,,,,,,,7,idle,,5,angry,,3,sad,,1,idle
event_ce006_1_01_s_61,40079,event_ce006_1_01_s,Speech,ce006_npc_01,Locale_MainScenario:event_ce006_1_01_s_61,True,,6,6,1.0,,,ce006_npc_01,,,,,,,,,,,,,,,,7,idle,,5,angry,,3,sad,,1,idle
event_ce006_1_01_s_62,40079,event_ce006_1_01_s,Speech,ce006_npc_01,Locale_MainScenario:event_ce006_1_01_s_62,True,,6,6,1.0,,,ce006_npc_01,,,,,,,,,,,,,,,,7,idle,,5,angry,,3,sad,,1,idle
event_ce006_1_01_s_63,40079,event_ce006_1_01_s,Speech,ce006_01,Locale_MainScenario:event_ce006_1_01_s_63,False,,6,6,1.0,,,ce006_01,,,,,,,,,,,,,,,,7,idle,,5,think,,3,sad,,1,idle
event_ce006_1_01_s_64,40079,event_ce006_1_01_s,Speech,ce006_npc_01,Locale_MainScenario:event_ce006_1_01_s_64,True,,6,6,1.0,,,ce006_npc_01,,,,,,,,,,,,,,,,7,idle,,5,think,,3,sad,,1,idle
event_ce006_1_01_s_65,40079,event_ce006_1_01_s,Speech,roam,Locale_MainScenario:event_ce006_1_01_s_65,True,,2,2,1.0,,,roam,,,,,,,,,,,,,,,,7,idle,,5,think,,3,sad,,1,idle
event_ce006_1_01_s_66,40079,event_ce006_1_01_s,Speech,ce006_03,Locale_MainScenario:event_ce006_1_01_s_66,True,,2,2,1.0,,,ce006_03,,,,,,,,,,,,,,,,7,idle,,5,think,,3,sad,,1,idle
event_ce006_1_01_s_67,40079,event_ce006_1_01_s,Speech,ce006_npc_01,Locale_MainScenario:event_ce006_1_01_s_67,True,,6,6,1.0,,,ce006_npc_01,,,,,,,,,,,,,,,,7,idle,,5,think,,3,sad,,1,idle
event_ce006_1_01_s_68,40079,event_ce006_1_01_s,Self,ce006_npc_01,Locale_MainScenario:event_ce006_1_01_s_68,False,,10,1,1.0,,,,,black,rapi,13,idle,,anis,15,angry,,neon,17,idle,,,7,idle,,5,no,,3,no,,1,idle
event_ce006_1_01_s_69,40079,event_ce006_1_01_s,Speech,roam,Locale_MainScenario:event_ce006_1_01_s_69,True,,1,1,1.0,,,roam,,,,13,idle,,,15,angry,,,17,idle,,,7,idle,,5,no,,3,no,,1,idle
event_ce006_1_01_s_70,40079,event_ce006_1_01_s,Speech,ce006_npc_01,Locale_MainScenario:event_ce006_1_01_s_70,True,,6,6,1.0,,,ce006_npc_01,,,,13,idle,,,15,angry,,,17,idle,,,7,idle,,5,no,,3,no,,1,idle
event_ce006_1_01_s_71,40079,event_ce006_1_01_s,Speech,rapi,Locale_MainScenario:event_ce006_1_01_s_71,False,,14,14,1.0,,,rapi,,,,13,angry,,,15,angry,,,17,idle,,,7,idle,,5,no,,3,no,,1,idle
event_ce006_1_01_s_72,40079,event_ce006_1_01_s,Speech,anis,Locale_MainScenario:event_ce006_1_01_s_72,True,,14,14,1.0,,,anis,,,,13,angry,,,15,angry,,,17,idle,,,7,idle,,5,no,,3,no,,1,idle
event_ce006_1_01_s_73,40079,event_ce006_1_01_s,Speech,neon,Locale_MainScenario:event_ce006_1_01_s_73,True,,14,16,1.3,,,neon,,,,13,angry,,,15,angry,,,17,delight,,,7,idle,,5,no,,3,no,,1,idle
event_ce006_1_01_s_74,40079,event_ce006_1_01_s,Speech,anis,Locale_MainScenario:event_ce006_1_01_s_74,True,,16,16,1.0,,,anis,,,,13,angry,,,15,angry,,,17,delight,,,7,idle,,5,no,,3,no,,1,idle
event_ce006_1_01_s_75,40079,event_ce006_1_01_s,Speech,neon,Locale_MainScenario:event_ce006_1_01_s_75,True,,16,16,1.0,,,neon,,,,13,angry,,,15,angry,,,17,idle,,,7,idle,,5,no,,3,no,,1,idle
event_ce006_1_01_s_76,40079,event_ce006_1_01_s,Speech,ce006_03,Locale_MainScenario:event_ce006_1_01_s_76,True,,4,4,1.3,,,ce006_03,,,,13,angry,,,15,angry,,,17,idle,,,7,idle,,5,no,,3,no,,1,idle
event_ce006_1_01_s_77,40079,event_ce006_1_01_s,Speech,rapi,Locale_MainScenario:event_ce006_1_01_s_77,True,,14,14,1.0,,,rapi,,,,13,angry,,,15,angry,,,17,idle,,,7,idle,,5,no,,3,no,,1,idle
event_ce006_1_01_s_78,40079,event_ce006_1_01_s,Speech,anis,Locale_MainScenario:event_ce006_1_01_s_78,True,,14,14,1.0,,,anis,,,,13,angry,,,15,angry,,,17,idle,,,7,idle,,5,no,,3,no,,1,idle
event_ce006_1_01_s_79,40079,event_ce006_1_01_s,Speech,neon,Locale_MainScenario:event_ce006_1_01_s_79,True,,14,S_170,1.5,,,neon,,,,13,angry,,,15,angry,,,17,delight,,,7,idle,,5,no,,3,no,,1,idle
