id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,set_camera_shake,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_boomtheghost2_05_s_32,40085,event_boomtheghost2_05_s,Narration,dorothy_s,,Locale_MainScenario:event_boomtheghost2_05_s_32,False,,1,special,,3,idle,,13,angry,,black,black,1.0,,sfx_scn_groundstomp,,,,,,,,
event_boomtheghost2_05_s_33,40085,event_boomtheghost2_05_s,Monologue,rapi_ss,,Locale_MainScenario:event_boomtheghost2_05_s_33,False,,1,special,,3,idle,,13,angry,,black,black,1.0,,,,,,,,,,
event_boomtheghost2_05_s_34,40085,event_boomtheghost2_05_s,Monologue,rapi_ss,,Locale_MainScenario:event_boomtheghost2_05_s_34,False,,1,special,,3,idle,,13,angry,,black,black,1.0,,,,,,,,,,
event_boomtheghost2_05_s_35,40085,event_boomtheghost2_05_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_05_s_35,False,,1,special,,3,idle,,13,angry,,1300,1300,1.0,,,,,,,,,,
event_boomtheghost2_05_s_36,40085,event_boomtheghost2_05_s,Monologue,rapi_ss,,Locale_MainScenario:event_boomtheghost2_05_s_36,False,,1,special,,3,idle,,13,angry,,1300,130,1.0,,,,,,,,,,
event_boomtheghost2_05_s_37,40085,event_boomtheghost2_05_s,Monologue,dorothy_s,,Locale_MainScenario:event_boomtheghost2_05_s_37,False,,1,special,,3,idle,,13,angry,,130,113,1.0,,,,,,,,,,
event_boomtheghost2_05_s_38,40085,event_boomtheghost2_05_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_05_s_38,True,,1,special,,3,idle,,13,angry,,113,113,1.0,,,,,,,,,,
event_boomtheghost2_05_s_39,40085,event_boomtheghost2_05_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_05_s_39,True,,1,special,,3,idle,,13,angry,,113,113,1.0,,,,,,,,,,
event_boomtheghost2_05_s_40,40085,event_boomtheghost2_05_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_05_s_40,True,,1,special,,3,idle,,13,angry,,113,113,1.0,,,,,,,,,,
event_boomtheghost2_05_s_41,40085,event_boomtheghost2_05_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_05_s_41,True,,1,special,,3,idle,,13,angry,,130,1300,0.5,,,,,,,,,,
event_boomtheghost2_05_s_42,40085,event_boomtheghost2_05_s,Speech,rapi_ss,dorothy_s,Locale_MainScenario:event_boomtheghost2_05_s_42,False,,1,special,,3,idle,,13,angry,,1300,1300,1.0,,,,,,,,,,
event_boomtheghost2_05_s_43,40085,event_boomtheghost2_05_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_05_s_43,True,,1,special,,3,idle,,13,angry,,1300,130,1.0,,,,,,,,,,
event_boomtheghost2_05_s_44,40085,event_boomtheghost2_05_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_05_s_44,True,,1,special,,3,idle,,13,angry,,130,130,1.0,,,,,,,,,,
event_boomtheghost2_05_s_45,40085,event_boomtheghost2_05_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_05_s_45,False,,1,special,,3,idle,,13,angry,,130,10,1.0,none,,,,,,,,,
event_boomtheghost2_05_s_46,40085,event_boomtheghost2_05_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_05_s_46,True,,1,special,,3,idle,,13,angry,EventScene_boomtheghost_07,black,black,1.0,,,,,,,,,,
event_boomtheghost2_05_s_47,40085,event_boomtheghost2_05_s,Monologue,,,Locale_MainScenario:event_boomtheghost2_05_s_47,False,,1,special,,3,idle,,13,angry,,fight_01,fight_02,1.0,bgm_greyhaze,,dorothy_s,irregularghost,rapi_ss,,,,,
event_boomtheghost2_05_s_48,40085,event_boomtheghost2_05_s,Monologue,,,Locale_MainScenario:event_boomtheghost2_05_s_48,False,,,,,,,,,,,fight_02,fight_03,1.5,,,,,,,,,,
event_boomtheghost2_05_s_49,40085,event_boomtheghost2_05_s,Narration,,,Locale_MainScenario:event_boomtheghost2_05_s_49,False,,,,,,,,,,,fight_03,fight_03,1.0,,sfx_scn_bigwatersplash,,,,,,,,
event_boomtheghost2_05_s_50,40085,event_boomtheghost2_05_s,Monologue,,,Locale_MainScenario:event_boomtheghost2_05_s_50,False,,,,,,,,,,,fight_03,fight_04,1.0,,,,,,,,,,
event_boomtheghost2_05_s_51,40085,event_boomtheghost2_05_s,Monologue,,,Locale_MainScenario:event_boomtheghost2_05_s_51,False,,,,,,,,,,,fight_04,fight_04,1.0,,,,,,,,,,
event_boomtheghost2_05_s_52,40085,event_boomtheghost2_05_s,Monologue,,,Locale_MainScenario:event_boomtheghost2_05_s_52,False,,,,,,,,,,,fight_04,fight_04,1.0,,,,,,,,,,
event_boomtheghost2_05_s_53,40085,event_boomtheghost2_05_s,Monologue,,,Locale_MainScenario:event_boomtheghost2_05_s_53,False,,,,,,,,,,,fight_04,fight_04,1.0,,,,,,,,,,
event_boomtheghost2_05_s_54,40085,event_boomtheghost2_05_s,Narration,,,Locale_MainScenario:event_boomtheghost2_05_s_54,False,,,,,,,,,,,fight_04,fight_04,1.0,,sfx_scn_bodyhit,,,,Low_2,,,,
event_boomtheghost2_05_s_55,40085,event_boomtheghost2_05_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_05_s_55,True,,,,,,,,,,,fight_04,1,1.0,,,,,,,,,,
event_boomtheghost2_05_s_56,40085,event_boomtheghost2_05_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_05_s_56,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,
event_boomtheghost2_05_s_57,40085,event_boomtheghost2_05_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_05_s_57,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,
event_boomtheghost2_05_s_58,40085,event_boomtheghost2_05_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_05_s_58,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,
event_boomtheghost2_05_s_59,40085,event_boomtheghost2_05_s,Narration,,,Locale_MainScenario:event_boomtheghost2_05_s_59,False,,,,,,,,,,,1,1,1.0,,sfx_scn_bodyhit,,,,Low_2,,,,
event_boomtheghost2_05_s_60,40085,event_boomtheghost2_05_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_05_s_60,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,
event_boomtheghost2_05_s_61,40085,event_boomtheghost2_05_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_05_s_61,True,,,,,,,,,,,1,fight_02,1.0,,,,,,,,,,
event_boomtheghost2_05_s_62,40085,event_boomtheghost2_05_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_05_s_62,True,,,,,,,,,,,fight_02,fight_02,1.0,,,,,,,,,,
event_boomtheghost2_05_s_63,40085,event_boomtheghost2_05_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_05_s_63,True,,,,,,,,,,,fight_02,fight_02,1.0,,,,,,,,,,
event_boomtheghost2_05_s_64,40085,event_boomtheghost2_05_s,Narration,,,Locale_MainScenario:event_boomtheghost2_05_s_64,False,,,,,,,,,,,fight_02,fight_02,1.0,,sfx_scn_bodyhit,,,,Low_2,,,,
event_boomtheghost2_05_s_65,40085,event_boomtheghost2_05_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_05_s_65,True,,,,,,,,,,,fight_02,fight_02,1.0,,,,,,,,,,
event_boomtheghost2_05_s_66,40085,event_boomtheghost2_05_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_05_s_66,True,,,,,,,,,,,fight_02,fight_02,1.0,,,,,,,,,,
event_boomtheghost2_05_s_67,40085,event_boomtheghost2_05_s,Narration,,,Locale_MainScenario:event_boomtheghost2_05_s_67,False,,,,,,,,,,,fight_02,fight_02,1.0,,sfx_scn_bodyhit2,,,,Low_2,,,,
event_boomtheghost2_05_s_68,40085,event_boomtheghost2_05_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_05_s_68,True,,,,,,,,,,,fight_02,fight_03,1.5,,,,,,,,,,
event_boomtheghost2_05_s_69,40085,event_boomtheghost2_05_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_05_s_69,True,,,,,,,,,,,fight_03,fight_03,1.0,,,,,,,,,,
event_boomtheghost2_05_s_70,40085,event_boomtheghost2_05_s,Narration,,,Locale_MainScenario:event_boomtheghost2_05_s_70,False,,,,,,,,,,,fight_03,fight_03,1.0,,sfx_scn_hitbonebreak,,,,Low_2,,,,
event_boomtheghost2_05_s_71,40085,event_boomtheghost2_05_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_05_s_71,True,,,,,,,,,,,fight_03,1,2.0,,,,,,,,,,
event_boomtheghost2_05_s_72,40085,event_boomtheghost2_05_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_05_s_72,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,
event_boomtheghost2_05_s_73,40085,event_boomtheghost2_05_s,Narration,,,Locale_MainScenario:event_boomtheghost2_05_s_73,False,,,,,,,,,,,1,1,1.0,,sfx_scn_bodyhit,,,,,,,,
event_boomtheghost2_05_s_74,40085,event_boomtheghost2_05_s,Monologue,,,Locale_MainScenario:event_boomtheghost2_05_s_74,False,dorothy_s,1,no,irregularghost,3,idle,rapi_ss,13,rage,CruiseShipPool_n,black,black,1.0,,,,,,,,,,
event_boomtheghost2_05_s_75,40085,event_boomtheghost2_05_s,Monologue,elegg_s,,Locale_MainScenario:event_boomtheghost2_05_s_75,False,,1,no,,3,idle,,13,rage,,black,black,1.0,,,,,,,elegg_s,15,no,
event_boomtheghost2_05_s_76,40085,event_boomtheghost2_05_s,Self,elegg_s,,Locale_MainScenario:event_boomtheghost2_05_s_76,False,,1,no,,3,idle,,13,rage,,S_190,S_190,1.0,,,,,,,,15,no,
event_boomtheghost2_05_s_77,40085,event_boomtheghost2_05_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_05_s_77,True,,1,no,,3,idle,,13,rage,,S_190,S_150,2.0,,,,,,,,15,no,
event_boomtheghost2_05_s_78,40085,event_boomtheghost2_05_s,Self,elegg_s,,Locale_MainScenario:event_boomtheghost2_05_s_78,False,,1,no,,3,idle,,13,rage,,S_150,S_1500,1.0,,,,,,,,15,no,
event_boomtheghost2_05_s_79,40085,event_boomtheghost2_05_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_05_s_79,True,,1,no,,3,idle,,13,rage,,S_1500,S_1500,1.0,,,,,,,,15,no,
event_boomtheghost2_05_s_80,40085,event_boomtheghost2_05_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_05_s_80,True,,1,no,,3,idle,,13,rage,,S_1500,S_1500,1.0,,,,,,,,15,no,
event_boomtheghost2_05_s_81,40085,event_boomtheghost2_05_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_05_s_81,True,,1,no,,3,idle,,13,rage,,S_1500,S_1500,1.0,,,,,,,,15,no,
event_boomtheghost2_05_s_82,40085,event_boomtheghost2_05_s,Self,elegg_s,,Locale_MainScenario:event_boomtheghost2_05_s_82,False,,1,no,,3,idle,,13,rage,,S_1500,S_1500,1.0,,,,,,,,15,no,
event_boomtheghost2_05_s_83,40085,event_boomtheghost2_05_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_05_s_83,True,,1,no,,3,idle,,13,rage,,S_1500,S_150,1.0,,,,,,,,15,no,
event_boomtheghost2_05_s_84,40085,event_boomtheghost2_05_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_05_s_84,True,,1,no,,3,idle,,13,rage,,S_150,S_150,1.0,,,,,,,,15,think,
event_boomtheghost2_05_s_85,40085,event_boomtheghost2_05_s,Monologue,elegg_s,,Locale_MainScenario:event_boomtheghost2_05_s_85,False,,1,no,,3,idle,,13,rage,,black,black,1.0,,,,,,,,15,think,
event_boomtheghost2_05_s_86,40085,event_boomtheghost2_05_s,Monologue,irregularghost,,Locale_MainScenario:event_boomtheghost2_05_s_86,False,,1,no,,3,idle,,13,rage,,black,black,1.0,,,,,,,,15,think,
event_boomtheghost2_05_s_87,40085,event_boomtheghost2_05_s,Monologue,irregularghost,,Locale_MainScenario:event_boomtheghost2_05_s_87,False,,1,no,,3,idle,,13,rage,,black,black,1.0,,,,,,,,15,think,
event_boomtheghost2_05_s_88,40085,event_boomtheghost2_05_s,Monologue,dorothy_s,,Locale_MainScenario:event_boomtheghost2_05_s_88,False,,1,no,,3,idle,,13,rage,,black,black,1.0,,,,,,,,15,think,elegg_s
event_boomtheghost2_05_s_89,40085,event_boomtheghost2_05_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_05_s_89,True,,1,no,,3,idle,,13,rage,,130,1300,0.5,,,,,,,,,,
event_boomtheghost2_05_s_90,40085,event_boomtheghost2_05_s,Monologue,rapi_ss,,Locale_MainScenario:event_boomtheghost2_05_s_90,False,,1,no,,3,idle,,13,rage,,1300,1300,1.0,,,,,,,,,,
event_boomtheghost2_05_s_91,40085,event_boomtheghost2_05_s,Monologue,rapi_ss,,Locale_MainScenario:event_boomtheghost2_05_s_91,False,,1,no,,3,idle,,13,rage,,1300,1300,1.0,,,,,,,,,,
event_boomtheghost2_05_s_92,40085,event_boomtheghost2_05_s,Monologue,rapi_ss,,Locale_MainScenario:event_boomtheghost2_05_s_92,False,,1,no,,3,idle,,13,rage,,1300,130,1.0,,,,,,,,,,
event_boomtheghost2_05_s_93,40085,event_boomtheghost2_05_s,Narration,rapi_ss,,Locale_MainScenario:event_boomtheghost2_05_s_93,False,,1,no,,3,idle,,13,rage,,black,black,1.0,,sfx_scn_waterbodydrop,,,,,,,,
event_boomtheghost2_05_s_94,40085,event_boomtheghost2_05_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_05_s_94,False,,1,no,,3,idle,,13,rage,,130,130,1.0,,,,,,,,,,
event_boomtheghost2_05_s_95,40085,event_boomtheghost2_05_s,Monologue,rapi_ss,,Locale_MainScenario:event_boomtheghost2_05_s_95,False,,1,no,,3,idle,,13,rage,,130,130,1.0,,,,,,,,,,
event_boomtheghost2_05_s_96,40085,event_boomtheghost2_05_s,Monologue,dorothy_s,,Locale_MainScenario:event_boomtheghost2_05_s_96,False,,1,no,,3,idle,,13,rage,,130,113,1.0,,,,,,,,,,
event_boomtheghost2_05_s_97,40085,event_boomtheghost2_05_s,Monologue,dorothy_s,,Locale_MainScenario:event_boomtheghost2_05_s_97,False,,1,no,,3,idle,,13,rage,,113,113,1.0,,,,,,,,,,
event_boomtheghost2_05_s_98,40085,event_boomtheghost2_05_s,Self,dorothy_s,,Locale_MainScenario:event_boomtheghost2_05_s_98,False,,1,no,,3,idle,,13,rage,,113,113,1.0,,,,,,,,,,
event_boomtheghost2_05_s_99,40085,event_boomtheghost2_05_s,Monologue,dorothy_s,,Locale_MainScenario:event_boomtheghost2_05_s_99,False,,1,no,,3,idle,,13,rage,,113,1,1.0,,sfx_scn_bodypushhard,,,,,,,,
event_boomtheghost2_05_s_100,40085,event_boomtheghost2_05_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_05_s_100,True,,1,no,,3,idle,,13,rage,,1,1,1.0,,,,,,,,,,
event_boomtheghost2_05_s_101,40085,event_boomtheghost2_05_s,Self,dorothy_s,,Locale_MainScenario:event_boomtheghost2_05_s_101,False,,1,no,,3,idle,,13,rage,,1,1,1.0,,,,,,,,,,
event_boomtheghost2_05_s_102,40085,event_boomtheghost2_05_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_05_s_102,True,,1,no,,3,idle,,13,rage,,1,10,1.0,,,,,,,,,,
event_boomtheghost2_05_s_103,40085,event_boomtheghost2_05_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_05_s_103,True,,1,no,,3,idle,,13,rage,,10,10,1.0,,,,,,,,,,
event_boomtheghost2_05_s_104,40085,event_boomtheghost2_05_s,Self,dorothy_s,,Locale_MainScenario:event_boomtheghost2_05_s_104,False,,1,no,,3,idle,,13,rage,,10,10,1.0,,,,,,,,,,
event_boomtheghost2_05_s_105,40085,event_boomtheghost2_05_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_05_s_105,True,,1,no,,3,idle,,13,rage,,10,10,1.0,,,,,,,,,,
event_boomtheghost2_05_s_106,40085,event_boomtheghost2_05_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_05_s_106,True,,1,no,,3,idle,,13,angry,,10,113,1.0,,,,,,,,,,
event_boomtheghost2_05_s_107,40085,event_boomtheghost2_05_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_05_s_107,False,,1,no,,3,idle,,13,angry,,113,113,1.0,,,,,,,,,,
event_boomtheghost2_05_s_108,40085,event_boomtheghost2_05_s,Monologue,rapi_ss,,Locale_MainScenario:event_boomtheghost2_05_s_108,False,,1,no,,3,idle,,13,angry,,black,black,1.0,,,,,,,,,,
event_boomtheghost2_05_s_109,40085,event_boomtheghost2_05_s,Monologue,rapi_ss,,Locale_MainScenario:event_boomtheghost2_05_s_109,False,,1,no,,3,idle,,13,angry,,black,black,1.0,,,,,,,,,,
event_boomtheghost2_05_s_110,40085,event_boomtheghost2_05_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_05_s_110,True,,1,no,,3,idle,,13,angry,,130,130,1.0,,,,,,,,,,
event_boomtheghost2_05_s_111,40085,event_boomtheghost2_05_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_05_s_111,True,,1,no,,3,idle,,13,angry,,130,1300,1.0,,,,,,,,,,
event_boomtheghost2_05_s_112,40085,event_boomtheghost2_05_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_05_s_112,False,,1,special,,3,idle,,13,angry,,100,100,1.0,,,,,,,,,,
