id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim
event_ce003_1_01_e_22,40041,event_ce003_1_01_e,Speech,Locale_SubScenario:event_ce003_1_01_e_22,True,,12,12,1.0,,,rapi,rapi,,,1,idle,,13,idle,,15,idle,,3,surprise,,5,idle,,7,idle
event_ce003_1_01_e_23,40041,event_ce003_1_01_e,Speech,Locale_SubScenario:event_ce003_1_01_e_23,True,,12,14,1.0,,,neon,neon,,,1,idle,,13,idle,,15,delight,,3,surprise,,5,idle,,7,idle
event_ce003_1_01_e_24,40041,event_ce003_1_01_e,Speech,Locale_SubScenario:event_ce003_1_01_e_24,True,,14,S_150,1.0,,,neon,neon,,,1,idle,,13,idle,,15,surprise,,3,surprise,,5,idle,,7,idle
event_ce003_1_01_e_25,40041,event_ce003_1_01_e,Speech,Locale_SubScenario:event_ce003_1_01_e_25,True,,S_150,S_150,1.0,,,neon,neon,,,1,idle,,13,idle,,15,surprise,,3,surprise,,5,idle,,7,idle
event_ce003_1_01_e_26,40041,event_ce003_1_01_e,Speech,Locale_SubScenario:event_ce003_1_01_e_26,True,,S_150,S_150,1.0,,,neon,neon,,,1,idle,,13,idle,,15,delight,,3,surprise,,5,idle,,7,idle
event_ce003_1_01_e_27,40041,event_ce003_1_01_e,Speech,Locale_SubScenario:event_ce003_1_01_e_27,True,,S_150,S_150,1.0,,,neon,neon,,,1,idle,,13,idle,,15,delight,,3,surprise,,5,idle,,7,idle
event_ce003_1_01_e_28,40041,event_ce003_1_01_e,Speech,Locale_SubScenario:event_ce003_1_01_e_28,True,,S_150,S_150,1.0,,,neon,neon,,,1,idle,,13,idle,,15,delight,,3,surprise,,5,idle,,7,idle
event_ce003_1_01_e_29,40041,event_ce003_1_01_e,Speech,Locale_SubScenario:event_ce003_1_01_e_29,True,,S_30,S_30,1.0,,,ce_003_01,ce_003_01,,,1,idle,,13,idle,,15,delight,,3,surprise,,5,idle,,7,idle
event_ce003_1_01_e_30,40041,event_ce003_1_01_e,Speech,Locale_SubScenario:event_ce003_1_01_e_30,True,,S_150,S_150,1.0,,,neon,neon,,,1,idle,,13,idle,,15,surprise,,3,surprise,,5,idle,,7,idle
event_ce003_1_01_e_31,40041,event_ce003_1_01_e,Speech,Locale_SubScenario:event_ce003_1_01_e_31,True,,70,70,1.0,,,ce_003_03,ce_003_03,,,1,idle,,13,idle,,15,surprise,,3,worry,,5,idle,,7,smile
event_ce003_1_01_e_32,40041,event_ce003_1_01_e,Speech,Locale_SubScenario:event_ce003_1_01_e_32,True,,70,70,1.0,,,ce_003_03,ce_003_03,,,1,idle,,13,idle,,15,idle,,3,worry,,5,idle,,7,idle
event_ce003_1_01_e_33,40041,event_ce003_1_01_e,Speech,Locale_SubScenario:event_ce003_1_01_e_33,True,,70,700,1.0,,,ce_003_03,ce_003_03,,,1,idle,,13,idle,,15,idle,,3,worry,,5,idle,,7,idle
event_ce003_1_01_e_34,40041,event_ce003_1_01_e,Speech,Locale_SubScenario:event_ce003_1_01_e_34,True,,S_30,S_30,1.0,,,ce_003_01,ce_003_01,,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,7,idle
event_ce003_1_01_e_35,40041,event_ce003_1_01_e,Speech,Locale_SubScenario:event_ce003_1_01_e_35,True,,S_150,S_150,1.0,,,neon,neon,,,1,idle,,13,idle,,15,surprise,,3,idle,,5,idle,,7,idle
event_ce003_1_01_e_36,40041,event_ce003_1_01_e,Speech,Locale_SubScenario:event_ce003_1_01_e_36,True,,S_150,S_150,1.0,,,neon,neon,,,1,idle,,13,idle,,15,surprise,,3,worry,,5,idle,,7,idle
event_ce003_1_01_e_37,40041,event_ce003_1_01_e,Speech,Locale_SubScenario:event_ce003_1_01_e_37,True,,S_150,130,1.0,,,anis,anis,,,1,idle,,13,idle,,15,idle,,3,worry,,5,idle,,7,idle
event_ce003_1_01_e_38,40041,event_ce003_1_01_e,Speech,Locale_SubScenario:event_ce003_1_01_e_38,True,,50,50,1.0,,,ce_003_02,ce_003_02,,,1,idle,,13,idle,,15,idle,,3,worry,,5,worry,,7,idle
event_ce003_1_01_e_39,40041,event_ce003_1_01_e,Speech,Locale_SubScenario:event_ce003_1_01_e_39,True,,130,12,1.0,,,rapi,rapi,,,1,think,,13,idle,,15,idle,,3,worry,,5,worry,,7,idle
event_ce003_1_01_e_40,40041,event_ce003_1_01_e,Speech,Locale_SubScenario:event_ce003_1_01_e_40,True,,12,12,1.0,,,anis,anis,,,1,think,,13,worry,,15,idle,,3,worry,,5,worry,,7,idle
event_ce003_1_01_e_41,40041,event_ce003_1_01_e,Self,Locale_SubScenario:event_ce003_1_01_e_41,False,,12,12,1.0,,,anis,,,,1,idle,,13,worry,,15,idle,,3,worry,,5,worry,,7,idle
event_ce003_1_01_e_42,40041,event_ce003_1_01_e,Monologue,Locale_SubScenario:event_ce003_1_01_e_42,False,,12,4,2.0,,,anis,,,,1,idle,,13,idle,,15,idle,,3,worry,,5,worry,,7,idle
event_ce003_1_01_e_43,40041,event_ce003_1_01_e,Speech,Locale_SubScenario:event_ce003_1_01_e_43,True,,4,50,2.0,,,ce_003_02,ce_003_02,,,1,idle,,13,idle,,15,idle,,3,worry,,5,worry,,7,surprise
event_ce003_1_01_e_44,40041,event_ce003_1_01_e,Speech,Locale_SubScenario:event_ce003_1_01_e_44,True,,50,50,1.0,,,ce_003_02,ce_003_02,,,1,idle,,13,idle,,15,idle,,3,worry,,5,worry,,7,surprise
event_ce003_1_01_e_45,40041,event_ce003_1_01_e,Speech,Locale_SubScenario:event_ce003_1_01_e_45,True,,50,50,1.0,,,anis,anis,,,1,idle,,13,idle,,15,idle,,3,worry,,5,worry,,7,surprise
event_ce003_1_01_e_46,40041,event_ce003_1_01_e,Speech,Locale_SubScenario:event_ce003_1_01_e_46,True,,50,50,1.0,,,ce_003_02,ce_003_02,,,1,idle,,13,idle,,15,idle,,3,worry,,5,worry,,7,surprise
event_ce003_1_01_e_47,40041,event_ce003_1_01_e,Speech,Locale_SubScenario:event_ce003_1_01_e_47,True,,130,130,1.0,,,anis,anis,,,1,idle,,13,idle,,15,idle,,3,worry,,5,worry,,7,surprise
event_ce003_1_01_e_48,40041,event_ce003_1_01_e,Speech,Locale_SubScenario:event_ce003_1_01_e_48,True,,50,6,1.0,,,ce_003_02,ce_003_02,,,1,idle,,13,idle,,15,idle,,3,worry,,5,worry,,7,surprise
event_ce003_1_01_e_49,40041,event_ce003_1_01_e,Speech,Locale_SubScenario:event_ce003_1_01_e_49,True,,6,6,1.0,,,ce_003_03,ce_003_03,,,1,idle,,13,idle,,15,idle,,3,worry,,5,worry,,7,surprise
event_ce003_1_01_e_50,40041,event_ce003_1_01_e,Speech,Locale_SubScenario:event_ce003_1_01_e_50,True,,10,10,1.0,,,rapi,rapi,,,1,idle,,13,idle,,15,idle,,3,worry,,5,worry,,7,idle
event_ce003_1_01_e_51,40041,event_ce003_1_01_e,Speech,Locale_SubScenario:event_ce003_1_01_e_51,True,,10,10,1.0,,,rapi,rapi,,,1,idle,,13,idle,,15,idle,,3,worry,,5,worry,,7,idle
event_ce003_1_01_e_52,40041,event_ce003_1_01_e,Speech,Locale_SubScenario:event_ce003_1_01_e_52,True,,50,50,1.0,,,ce_003_02,ce_003_02,,,1,idle,,13,idle,,15,idle,,3,worry,,5,worry,,7,idle
event_ce003_1_01_e_53,40041,event_ce003_1_01_e,Speech,Locale_SubScenario:event_ce003_1_01_e_53,True,,S_150,S_150,1.0,,,neon,neon,,,1,idle,,13,idle,,15,idle,,3,worry,,5,worry,,7,idle
event_ce003_1_01_e_54,40041,event_ce003_1_01_e,Speech,Locale_SubScenario:event_ce003_1_01_e_54,True,,S_150,S_150,1.0,,,neon,neon,,,1,idle,,13,idle,,15,idle,,3,worry,,5,worry,,7,idle
event_ce003_1_01_e_55,40041,event_ce003_1_01_e,Speech,Locale_SubScenario:event_ce003_1_01_e_55,True,,4,4,1.0,,,ce_003_01,ce_003_01,,,1,idle,,13,idle,,15,idle,,3,worry,,5,worry,,7,idle
event_ce003_1_01_e_56,40041,event_ce003_1_01_e,Speech,Locale_SubScenario:event_ce003_1_01_e_56,True,,4,6,1.0,,,ce_003_03,ce_003_03,,,1,idle,,13,idle,,15,idle,,3,worry,,5,worry,,7,idle
event_ce003_1_01_e_57,40041,event_ce003_1_01_e,Speech,Locale_SubScenario:event_ce003_1_01_e_57,True,,6,6,1.0,,,ce_003_02,ce_003_02,,,1,idle,,13,idle,,15,idle,,3,worry,,5,worry,,7,idle
event_ce003_1_01_e_58,40041,event_ce003_1_01_e,Speech,Locale_SubScenario:event_ce003_1_01_e_58,True,,S_150,S_150,1.0,,,neon,neon,,,1,idle,,13,idle,,15,idle,,3,worry,,5,worry,,7,idle
event_ce003_1_01_e_59,40041,event_ce003_1_01_e,Speech,Locale_SubScenario:event_ce003_1_01_e_59,True,,S_150,130,1.0,,,anis,anis,,,1,idle,,13,delight,,15,idle,,3,worry,,5,idle,,7,idle
event_ce003_1_01_e_60,40041,event_ce003_1_01_e,Speech,Locale_SubScenario:event_ce003_1_01_e_60,True,,130,130,1.0,,,anis,anis,,,1,idle,,13,delight,,15,idle,,3,worry,,5,idle,,7,idle
event_ce003_1_01_e_61,40041,event_ce003_1_01_e,Speech,Locale_SubScenario:event_ce003_1_01_e_61,True,,130,130,1.0,,,anis,anis,,,1,idle,,13,idle,,15,idle,,3,worry,,5,idle,,7,idle
event_ce003_1_01_e_62,40041,event_ce003_1_01_e,Speech,Locale_SubScenario:event_ce003_1_01_e_62,True,,130,10,1.0,,,rapi,rapi,,,1,idle,,13,idle,,15,idle,,3,worry,,5,idle,,7,idle
event_ce003_1_01_e_63,40041,event_ce003_1_01_e,Speech,Locale_SubScenario:event_ce003_1_01_e_63,True,,10,10,1.0,,,rapi,rapi,,,1,idle,,13,idle,,15,idle,,3,worry,,5,idle,,7,idle
event_ce003_1_01_e_64,40041,event_ce003_1_01_e,Self,Locale_SubScenario:event_ce003_1_01_e_64,False,,10,10,1.0,,,rapi,,,,1,idle,,13,idle,,15,idle,,3,worry,,5,idle,,7,idle
