id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,speaker,jump_target,set_filter_01
event_onemoretime_01_s_13,40044,event_onemoretime_01_s,Monologue,clay,Locale_SubScenario:event_onemoretime_01_s_13,False,,1,worry,,3,sad,,2,2,1.0,,,,,
event_onemoretime_01_s_14,40044,event_onemoretime_01_s,Speech,clay,Locale_SubScenario:event_onemoretime_01_s_14,True,,1,worry,,3,shy,,2,2,1.0,,,clay,,
event_onemoretime_01_s_15,40044,event_onemoretime_01_s,Speech,bay,Locale_SubScenario:event_onemoretime_01_s_15,True,,1,angry,,3,shy,,2,2,1.0,,,bay,,
event_onemoretime_01_s_16,40044,event_onemoretime_01_s,Self,bay,Locale_SubScenario:event_onemoretime_01_s_16,False,,1,angry,,3,shy,,2,2,1.0,,,,,
event_onemoretime_01_s_17,40044,event_onemoretime_01_s,Narration,bay,Locale_SubScenario:event_onemoretime_01_s_17,False,,1,angry,,3,shy,,black,black,1.0,,,,,
event_onemoretime_01_s_18,40044,event_onemoretime_01_s,Speech,bay,Locale_SubScenario:event_onemoretime_01_s_18,True,,1,idle,,3,sad,,1,10,1.0,,,bay,,
event_onemoretime_01_s_19,40044,event_onemoretime_01_s,Speech,clay,Locale_SubScenario:event_onemoretime_01_s_19,True,,1,idle,,3,sad,,3,30,1.0,,,clay,,
event_onemoretime_01_s_20,40044,event_onemoretime_01_s,Speech,bay,Locale_SubScenario:event_onemoretime_01_s_20,True,,1,surprise,,3,surprise,,10,10,1.0,,,bay,,
event_onemoretime_01_s_21,40044,event_onemoretime_01_s,Speech,bay,Locale_SubScenario:event_onemoretime_01_s_21,True,,1,surprise,,3,surprise,,10,1,0.5,,,bay,,
event_onemoretime_01_s_22,40044,event_onemoretime_01_s,Speech,bay,Locale_SubScenario:event_onemoretime_01_s_22,True,,1,surprise,,3,surprise,,1,1,1.0,,,bay,,
event_onemoretime_01_s_23,40044,event_onemoretime_01_s,Speech,clay,Locale_SubScenario:event_onemoretime_01_s_23,True,,1,surprise,,3,surprise,,1,2,1.0,,,clay,,
event_onemoretime_01_s_24,40044,event_onemoretime_01_s,Speech,clay,Locale_SubScenario:event_onemoretime_01_s_24,True,,1,surprise,,3,surprise,,2,2,1.0,,,clay,,
event_onemoretime_01_s_25,40044,event_onemoretime_01_s,Speech,clay,Locale_SubScenario:event_onemoretime_01_s_25,True,,1,surprise,,3,surprise,,2,2,1.0,,,clay,,
event_onemoretime_01_s_26,40044,event_onemoretime_01_s,Self,clay,Locale_SubScenario:event_onemoretime_01_s_26,False,,1,surprise,,3,surprise,,2,2,1.0,,,,,
event_onemoretime_01_s_27,40044,event_onemoretime_01_s,Speech,bay,Locale_SubScenario:event_onemoretime_01_s_27,True,,1,worry,,3,surprise,,2,10,1.0,,,bay,,
event_onemoretime_01_s_28,40044,event_onemoretime_01_s,Speech,bay,Locale_SubScenario:event_onemoretime_01_s_28,True,,1,worry,,3,surprise,,10,10,1.0,,,bay,,
event_onemoretime_01_s_29,40044,event_onemoretime_01_s,Self,bay,Locale_SubScenario:event_onemoretime_01_s_29,False,,1,worry,,3,idle,,10,10,1.0,,,,,
event_onemoretime_01_s_30,40044,event_onemoretime_01_s,Speech,bay,Locale_SubScenario:event_onemoretime_01_s_30,True,,1,idle,,3,idle,,10,10,1.0,,,bay,,
event_onemoretime_01_s_31,40044,event_onemoretime_01_s,Speech,bay,Locale_SubScenario:event_onemoretime_01_s_31,True,,1,idle,,3,idle,,10,10,1.0,,,bay,,
event_onemoretime_01_s_32,40044,event_onemoretime_01_s,Self,bay,Locale_SubScenario:event_onemoretime_01_s_32,False,,1,idle,,3,idle,,10,10,1.0,,,,,
event_onemoretime_01_s_33,40044,event_onemoretime_01_s,Speech,bay,Locale_SubScenario:event_onemoretime_01_s_33,True,,1,idle,,3,idle,,10,10,1.0,,,bay,,
event_onemoretime_01_s_34,40044,event_onemoretime_01_s,Speech,bay,Locale_SubScenario:event_onemoretime_01_s_34,True,,1,idle,,3,idle,,10,10,1.0,,,bay,,
event_onemoretime_01_s_35,40044,event_onemoretime_01_s,Choice,bay,Locale_SubScenario:event_onemoretime_01_s_35,False,,1,idle,,3,idle,,10,10,1.0,,,,event_onemoretime_01_s_37,
event_onemoretime_01_s_36,40044,event_onemoretime_01_s,Choice,bay,Locale_SubScenario:event_onemoretime_01_s_36,False,,1,idle,,3,idle,,10,10,1.0,,,,event_onemoretime_01_s_38,
event_onemoretime_01_s_37,40044,event_onemoretime_01_s,Speech,bay,Locale_SubScenario:event_onemoretime_01_s_37,True,,1,idle,,3,idle,,10,10,1.0,,,bay,,
event_onemoretime_01_s_38,40044,event_onemoretime_01_s,Speech,bay,Locale_SubScenario:event_onemoretime_01_s_38,True,,1,idle,,3,idle,Park,10,17,1.0,,,bay,,Vignetting
event_onemoretime_01_s_39,40044,event_onemoretime_01_s,Speech,bay,Locale_SubScenario:event_onemoretime_01_s_39,True,,1,idle,,3,idle,,17,17,1.0,,,bay,,Vignetting
event_onemoretime_01_s_40,40044,event_onemoretime_01_s,Speech,bay,Locale_SubScenario:event_onemoretime_01_s_40,True,,1,idle,,3,idle,,17,170,1.0,,,bay,,Vignetting
event_onemoretime_01_s_41,40044,event_onemoretime_01_s,Speech,bay,Locale_SubScenario:event_onemoretime_01_s_41,True,,1,idle,,3,idle,,170,170,1.0,,,bay,,Vignetting
event_onemoretime_01_s_42,40044,event_onemoretime_01_s,Speech,bay,Locale_SubScenario:event_onemoretime_01_s_42,True,,1,idle,,3,idle,,170,170,1.0,,,bay,,Vignetting
event_onemoretime_01_s_43,40044,event_onemoretime_01_s,Speech,bay,Locale_SubScenario:event_onemoretime_01_s_43,True,,1,idle,,3,idle,,170,17,1.0,,,bay,,Vignetting
event_onemoretime_01_s_44,40044,event_onemoretime_01_s,Choice,bay,Locale_SubScenario:event_onemoretime_01_s_44,False,,1,idle,,3,idle,,17,17,1.0,,,,event_onemoretime_01_s_46,Vignetting
event_onemoretime_01_s_45,40044,event_onemoretime_01_s,Choice,bay,Locale_SubScenario:event_onemoretime_01_s_45,False,,1,idle,,3,idle,,17,17,1.0,,,,event_onemoretime_01_s_50,Vignetting
event_onemoretime_01_s_46,40044,event_onemoretime_01_s,Speech,bay,Locale_SubScenario:event_onemoretime_01_s_46,True,,1,worry,,3,idle,CommanderRoom,17,10,1.0,,,bay,,
event_onemoretime_01_s_47,40044,event_onemoretime_01_s,Speech,bay,Locale_SubScenario:event_onemoretime_01_s_47,True,,1,idle,,3,idle,,10,10,1.0,,,bay,,
event_onemoretime_01_s_48,40044,event_onemoretime_01_s,Speech,bay,Locale_SubScenario:event_onemoretime_01_s_48,True,,1,idle,,3,idle,,10,10,1.0,,,bay,,
event_onemoretime_01_s_49,40044,event_onemoretime_01_s,Speech,bay,Locale_SubScenario:event_onemoretime_01_s_49,True,,1,idle,,3,idle,,10,10,1.0,,,bay,event_onemoretime_01_s_51,
event_onemoretime_01_s_50,40044,event_onemoretime_01_s,Speech,bay,Locale_SubScenario:event_onemoretime_01_s_50,True,,1,idle,,3,idle,CommanderRoom,17,10,1.0,,,bay,,
event_onemoretime_01_s_51,40044,event_onemoretime_01_s,Speech,bay,Locale_SubScenario:event_onemoretime_01_s_51,True,,1,idle,,3,idle,,10,10,1.0,,,bay,,
event_onemoretime_01_s_52,40044,event_onemoretime_01_s,Speech,bay,Locale_SubScenario:event_onemoretime_01_s_52,True,,1,idle,,3,idle,,10,10,1.0,,,bay,,
event_onemoretime_01_s_53,40044,event_onemoretime_01_s,Speech,bay,Locale_SubScenario:event_onemoretime_01_s_53,True,,1,idle,,3,idle,,10,100,1.0,,,bay,,
event_onemoretime_01_s_54,40044,event_onemoretime_01_s,Speech,bay,Locale_SubScenario:event_onemoretime_01_s_54,True,,1,idle,,3,idle,,100,100,1.0,,,bay,,
event_onemoretime_01_s_55,40044,event_onemoretime_01_s,Speech,bay,Locale_SubScenario:event_onemoretime_01_s_55,True,,1,idle,,3,idle,,100,100,1.0,,,bay,,
event_onemoretime_01_s_56,40044,event_onemoretime_01_s,Speech,bay,Locale_SubScenario:event_onemoretime_01_s_56,False,,1,worry,,3,idle,,100,10,1.0,,,bay,,
event_onemoretime_01_s_57,40044,event_onemoretime_01_s,Speech,bay,Locale_SubScenario:event_onemoretime_01_s_57,True,,1,worry,,3,idle,,10,10,1.0,,,bay,,
event_onemoretime_01_s_58,40044,event_onemoretime_01_s,Speech,clay,Locale_SubScenario:event_onemoretime_01_s_58,True,,1,worry,,3,shy,,30,30,1.0,,,clay,,
event_onemoretime_01_s_59,40044,event_onemoretime_01_s,Speech,clay,Locale_SubScenario:event_onemoretime_01_s_59,True,,1,worry,,3,shy,,30,30,1.0,,,clay,,
event_onemoretime_01_s_60,40044,event_onemoretime_01_s,Speech,bay,Locale_SubScenario:event_onemoretime_01_s_60,True,,1,idle,,3,shy,,10,10,1.0,,,bay,,
event_onemoretime_01_s_61,40044,event_onemoretime_01_s,Speech,bay,Locale_SubScenario:event_onemoretime_01_s_61,True,,1,idle,,3,shy,,10,10,1.0,,,bay,,
event_onemoretime_01_s_62,40044,event_onemoretime_01_s,Speech,bay,Locale_SubScenario:event_onemoretime_01_s_62,True,,1,idle,,3,shy,,10,10,1.0,,,bay,,
event_onemoretime_01_s_63,40044,event_onemoretime_01_s,Speech,bay,Locale_SubScenario:event_onemoretime_01_s_63,True,,1,sad,,3,shy,,10,10,1.0,,,bay,,
event_onemoretime_01_s_64,40044,event_onemoretime_01_s,Speech,bay,Locale_SubScenario:event_onemoretime_01_s_64,True,,1,sad,,3,idle,,10,10,1.0,,,bay,,
event_onemoretime_01_s_65,40044,event_onemoretime_01_s,Speech,bay,Locale_SubScenario:event_onemoretime_01_s_65,True,,1,idle,,3,idle,,10,10,1.0,,,bay,,
event_onemoretime_01_s_66,40044,event_onemoretime_01_s,Speech,bay,Locale_SubScenario:event_onemoretime_01_s_66,True,,1,idle,,3,idle,,10,10,1.0,,,bay,,
event_onemoretime_01_s_67,40044,event_onemoretime_01_s,Speech,bay,Locale_SubScenario:event_onemoretime_01_s_67,True,,1,sad,,3,idle,,10,10,1.0,,,bay,,
event_onemoretime_01_s_68,40044,event_onemoretime_01_s,Self,bay,Locale_SubScenario:event_onemoretime_01_s_68,False,,1,sad,,3,idle,,10,10,1.0,,,,,
event_onemoretime_01_s_69,40044,event_onemoretime_01_s,Speech,bay,Locale_SubScenario:event_onemoretime_01_s_69,True,,1,idle,,3,idle,,10,100,1.0,,,bay,,
event_onemoretime_01_s_70,40044,event_onemoretime_01_s,Self,bay,Locale_SubScenario:event_onemoretime_01_s_70,False,,1,idle,,3,idle,,100,100,1.0,,,,,
event_onemoretime_01_s_71,40044,event_onemoretime_01_s,Speech,bay,Locale_SubScenario:event_onemoretime_01_s_71,True,,1,idle,,3,idle,,100,100,1.0,,,bay,,
event_onemoretime_01_s_72,40044,event_onemoretime_01_s,Speech,bay,Locale_SubScenario:event_onemoretime_01_s_72,True,,1,idle,,3,idle,,100,100,1.0,,,bay,,
event_onemoretime_01_s_73,40044,event_onemoretime_01_s,Speech,bay,Locale_SubScenario:event_onemoretime_01_s_73,True,,1,worry,,3,idle,,100,100,1.0,,,bay,,
event_onemoretime_01_s_74,40044,event_onemoretime_01_s,Speech,bay,Locale_SubScenario:event_onemoretime_01_s_74,True,,1,sad,,3,idle,,100,100,1.0,,,bay,,
event_onemoretime_01_s_75,40044,event_onemoretime_01_s,Speech,bay,Locale_SubScenario:event_onemoretime_01_s_75,True,,1,idle,,3,idle,,100,100,1.0,,,bay,,
event_onemoretime_01_s_76,40044,event_onemoretime_01_s,Speech,bay,Locale_SubScenario:event_onemoretime_01_s_76,True,,1,idle,,3,idle,,100,100,1.0,,,bay,,
event_onemoretime_01_s_77,40044,event_onemoretime_01_s,Speech,bay,Locale_SubScenario:event_onemoretime_01_s_77,True,,1,idle,,3,idle,,100,10,1.0,,,bay,,
event_onemoretime_01_s_78,40044,event_onemoretime_01_s,Speech,bay,Locale_SubScenario:event_onemoretime_01_s_78,True,,1,idle,,3,idle,,10,10,1.0,,,bay,,
event_onemoretime_01_s_79,40044,event_onemoretime_01_s,Speech,bay,Locale_SubScenario:event_onemoretime_01_s_79,True,,1,idle,,3,idle,,10,10,1.0,,,bay,,
event_onemoretime_01_s_80,40044,event_onemoretime_01_s,Speech,bay,Locale_SubScenario:event_onemoretime_01_s_80,True,,1,idle,,3,idle,,10,10,1.0,,,bay,,
event_onemoretime_01_s_81,40044,event_onemoretime_01_s,Self,bay,Locale_SubScenario:event_onemoretime_01_s_81,False,,1,idle,,3,idle,,10,10,1.0,,,,,
event_onemoretime_01_s_82,40044,event_onemoretime_01_s,Self,bay,Locale_SubScenario:event_onemoretime_01_s_82,False,,1,idle,,3,idle,,10,10,1.0,,,,,
event_onemoretime_01_s_83,40044,event_onemoretime_01_s,Speech,bay,Locale_SubScenario:event_onemoretime_01_s_83,True,,1,idle,,3,delight,,10,2,1.0,,,bay,,
event_onemoretime_01_s_84,40044,event_onemoretime_01_s,Speech,clay,Locale_SubScenario:event_onemoretime_01_s_84,True,,1,idle,,3,delight,,2,2,1.0,,,clay,,
event_onemoretime_01_s_85,40044,event_onemoretime_01_s,Speech,bay,Locale_SubScenario:event_onemoretime_01_s_85,True,,1,idle,,3,delight,,2,2,1.0,,,bay,,
event_onemoretime_01_s_86,40044,event_onemoretime_01_s,Speech,bay,Locale_SubScenario:event_onemoretime_01_s_86,True,,1,idle,,3,delight,,2,2,1.0,,,bay,,
