id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,set_camera_shake,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,fade,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id
event_ce02_2_06_e_11,40027,event_ce02_2_06_e,Monologue,Locale_SubScenario:event_ce02_2_06_e_11,False,,70,7,1.0,,,,,,,9,surprise,,7,angry,,5,idle,,3,think,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_12,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_12,True,,7,7,1.0,,,,anis,anis,,9,surprise,,7,angry,,5,idle,,3,think,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_13,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_13,True,,4,4,1.0,,,,ce_02_npc_01,ce_02_npc_01,,9,surprise,,7,angry,,5,idle,,3,angry,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_14,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_14,True,,4,4,1.0,,,,rapi,rapi,,9,surprise,,7,angry,,5,idle,,3,angry,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_15,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_15,True,,4,4,1.0,,,,rapi,rapi,,9,surprise,,7,angry,,5,idle,,3,angry,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_16,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_16,True,,8,8,1.0,,,,neon,neon,,9,idle,,7,angry,,5,idle,,3,angry,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_17,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_17,True,,8,70,1.0,,,,anis,anis,,9,idle,,7,sad,,5,idle,,3,angry,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_18,40027,event_ce02_2_06_e,Narration,Locale_SubScenario:event_ce02_2_06_e_18,False,,70,70,1.0,sfx_scn_gunfire,,Low_2,,,,9,idle,,7,angry,,5,idle,,3,angry,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_19,40027,event_ce02_2_06_e,Monologue,Locale_SubScenario:event_ce02_2_06_e_19,False,,70,70,1.0,,,,,,,9,idle,,7,angry,,5,idle,,3,angry,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_20,40027,event_ce02_2_06_e,Narration,Locale_SubScenario:event_ce02_2_06_e_20,False,,70,70,1.0,sfx_scn_glassbreak,,,,,,9,idle,,7,angry,,5,idle,,3,angry,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_21,40027,event_ce02_2_06_e,Monologue,Locale_SubScenario:event_ce02_2_06_e_21,False,,70,70,1.0,,,,,,,9,idle,,7,angry,,5,idle,,3,angry,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_22,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_22,True,,70,7,1.0,,,,anis,anis,,9,idle,,7,void,,5,idle,,3,angry,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_23,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_23,True,,30,30,1.0,,,,ce_02_npc_01,ce_02_npc_01,,9,idle,,7,void,,5,idle,,3,angry,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_24,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_24,True,,black,black,1.0,,,,huge6000d,huge6000d,,9,idle,,7,void,,5,idle,,3,angry,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_25,40027,event_ce02_2_06_e,Narration,Locale_SubScenario:event_ce02_2_06_e_25,False,,black,black,1.0,sfx_scn_regeneration,,Low_2,,,,9,idle,,7,void,,5,idle,,3,angry,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_26,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_26,True,,black,black,1.0,,,,huge6000d,huge6000d,,9,idle,,7,void,,5,idle,,3,angry,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_27,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_27,False,,50,5,0.6,,,,rapi,rapi,,9,idle,,7,void,,5,angry,,3,angry,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_28,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_28,True,,70,70,1.0,,,,anis,anis,,9,idle,,7,angry,,5,angry,,3,angry,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_29,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_29,True,,2,2,1.0,,,,ce_02_npc_01,ce_02_npc_01,,9,idle,,7,angry,,5,angry,,3,think,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_30,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_30,True,,2,2,1.0,,,,ce_02_01,ce_02_01,,9,idle,,7,angry,,5,angry,,3,think,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_31,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_31,True,,2,2,1.0,,,,ce_02_npc_01,ce_02_npc_01,,9,idle,,7,angry,,5,angry,,3,think,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_32,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_32,True,,5,5,1.0,,,,rapi,rapi,,9,idle,,7,angry,,5,idle,,3,think,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_33,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_33,True,,5,5,1.0,,,,rapi,rapi,,9,idle,,7,angry,,5,idle,,3,think,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_34,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_34,True,,5,8,1.0,,,,anis,anis,,9,idle,,7,angry,,5,idle,,3,think,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_35,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_35,True,,8,8,1.0,,,,neon,neon,,9,idle,,7,angry,,5,idle,,3,think,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_36,40027,event_ce02_2_06_e,Monologue,Locale_SubScenario:event_ce02_2_06_e_36,False,,8,8,1.0,,,,,,,9,idle,,7,angry,,5,idle,,3,think,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_37,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_37,True,,black,black,1.0,,,,huge6000d,huge6000d,,9,idle,,7,angry,,5,idle,,3,think,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_38,40027,event_ce02_2_06_e,Narration,Locale_SubScenario:event_ce02_2_06_e_38,False,,black,black,1.0,sfx_scn_regeneration,,Low_2,,,,9,idle,,7,angry,,5,idle,,3,think,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_39,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_39,True,,6,6,1.0,,,,anis,anis,,9,idle,,7,angry,,5,angry,,3,think,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_40,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_40,False,,6,6,1.0,,,,rapi,rapi,,9,idle,,7,angry,,5,angry,,3,think,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_41,40027,event_ce02_2_06_e,Narration,Locale_SubScenario:event_ce02_2_06_e_41,False,,6,6,1.0,sfx_scn_regeneration,,Low_2,,,,9,idle,,7,angry,,5,angry,,3,think,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_42,40027,event_ce02_2_06_e,Monologue,Locale_SubScenario:event_ce02_2_06_e_42,False,,6,6,1.0,,,,,,,9,idle,,7,angry,,5,angry,,3,think,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_43,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_43,True,,6,6,1.0,,,,huge6000d,huge6000d,,9,idle,,7,angry,,5,angry,,3,think,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_44,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_44,True,,6,2,1.0,,,,ce_02_npc_01,ce_02_npc_01,,9,idle,,7,angry,,5,angry,,3,angry,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_45,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_45,True,,2,2,1.0,,,,ce_02_01,ce_02_01,,9,idle,,7,angry,,5,angry,,3,angry,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_46,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_46,True,,2,2,1.0,,,,ce_02_npc_01,ce_02_npc_01,,9,idle,,7,angry,,5,idle,,3,angry,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_47,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_47,True,,2,2,1.0,,,,ce_02_npc_01,ce_02_npc_01,,9,idle,,7,angry,,5,idle,,3,angry,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_48,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_48,True,,2,2,1.0,,,,ce_02_01,ce_02_01,,9,idle,,7,angry,,5,idle,,3,angry,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_49,40027,event_ce02_2_06_e,Monologue,Locale_SubScenario:event_ce02_2_06_e_49,False,,2,10,0.6,,,,,,,9,idle,,7,angry,,5,idle,,3,think,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_50,40027,event_ce02_2_06_e,Narration,Locale_SubScenario:event_ce02_2_06_e_50,False,,black,black,1.0,sfx_scn_drawingsword,,,,,,9,idle,,7,angry,,5,idle,,3,think,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_51,40027,event_ce02_2_06_e,Narration,Locale_SubScenario:event_ce02_2_06_e_51,False,,black,black,1.0,sfx_scn_swordcut,,,,,,9,idle,,7,angry,,5,idle,,3,think,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_52,40027,event_ce02_2_06_e,Monologue,Locale_SubScenario:event_ce02_2_06_e_52,False,,10,10,1.0,,,,,,,9,idle,,7,angry,,5,idle,,3,think,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_53,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_53,True,,10,10,1.0,,,,huge6000d,huge6000d,,9,idle,,7,angry,,5,idle,,3,think,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_54,40027,event_ce02_2_06_e,Narration,Locale_SubScenario:event_ce02_2_06_e_54,False,,10,10,1.0,sfx_scn_earthquake,,Low_2,,,,9,idle,,7,angry,,5,idle,,3,think,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_55,40027,event_ce02_2_06_e,Monologue,Locale_SubScenario:event_ce02_2_06_e_55,False,,10,10,1.0,,,,,,,9,idle,,7,angry,,5,idle,,3,think,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_56,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_56,True,,10,1,0.6,,,,ce_02_01,ce_02_01,,9,idle,,7,angry,,5,idle,,3,think,,1,angry,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_57,40027,event_ce02_2_06_e,Monologue,Locale_SubScenario:event_ce02_2_06_e_57,False,,1,1,1.0,,,,,,,9,idle,,7,angry,,5,idle,,3,think,,1,angry,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_58,40027,event_ce02_2_06_e,Narration,Locale_SubScenario:event_ce02_2_06_e_58,False,,1,1,1.0,sfx_scn_machinebreak,,Low_2,,,,9,idle,,7,angry,,5,idle,,3,think,,1,angry,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_59,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_59,True,,1,4,1.0,,,,ce_02_npc_01,ce_02_npc_01,,9,idle,,7,angry,,5,idle,,3,angry,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_60,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_60,True,,4,4,1.0,,,,ce_02_npc_01,ce_02_npc_01,,9,idle,,7,angry,,5,idle,,3,angry,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_61,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_61,True,,4,4,1.0,,,,rapi,rapi,,9,idle,,7,angry,,5,idle,,3,angry,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_62,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_62,True,,4,8,1.0,,,,anis,anis,,9,idle,,7,angry,,5,idle,,3,angry,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_63,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_63,True,,8,8,1.0,,,,neon,neon,,9,surprise,,7,angry,,5,idle,,3,angry,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_64,40027,event_ce02_2_06_e,Narration,Locale_SubScenario:event_ce02_2_06_e_64,False,,8,8,1.0,sfx_scn_gunfire,,Low_2,,,,9,surprise,,7,angry,,5,idle,,3,angry,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_65,40027,event_ce02_2_06_e,Monologue,Locale_SubScenario:event_ce02_2_06_e_65,False,,8,8,1.0,,,,,,,9,surprise,,7,angry,,5,idle,,3,angry,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_66,40027,event_ce02_2_06_e,Narration,Locale_SubScenario:event_ce02_2_06_e_66,False,,black,black,1.0,sfx_scn_glassbreak,,,,,,9,surprise,,7,angry,,5,idle,,3,angry,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_67,40027,event_ce02_2_06_e,Monologue,Locale_SubScenario:event_ce02_2_06_e_67,False,,black,black,1.0,,,,,,,9,surprise,,7,angry,,5,idle,,3,angry,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_68,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_68,True,,15,15,1.0,,,,huge6000d,huge6000d,,9,surprise,,7,angry,,5,idle,,3,angry,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_69,40027,event_ce02_2_06_e,Narration,Locale_SubScenario:event_ce02_2_06_e_69,False,White,15,15,1.0,,none,,,,,9,surprise,,7,angry,,5,idle,,3,angry,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_70,40027,event_ce02_2_06_e,Monologue,Locale_SubScenario:event_ce02_2_06_e_70,False,,15,15,1.0,,,,,,,9,surprise,,7,angry,,5,idle,,3,angry,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_71,40027,event_ce02_2_06_e,Monologue,Locale_SubScenario:event_ce02_2_06_e_71,False,Factory_n,15,15,1.0,,,,,,,9,surprise,,7,angry,,5,idle,,3,angry,,1,idle,,13,idle,white,,,,,,,,,,
event_ce02_2_06_e_72,40027,event_ce02_2_06_e,Monologue,Locale_SubScenario:event_ce02_2_06_e_72,False,,15,15,1.0,,,,,,,9,surprise,,7,angry,,5,idle,,3,angry,,1,idle,,13,idle,,,,,,,,,,,
event_ce02_2_06_e_73,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_73,True,,15,150,1.0,,event_bgm_ce002_title,,6000d_02,6000d_02,,9,surprise,,7,angry,,5,idle,,3,angry,,1,idle,,13,idle,,6000d_02,15,idle,,,,,,,
event_ce02_2_06_e_74,40027,event_ce02_2_06_e,Narration,Locale_SubScenario:event_ce02_2_06_e_74,False,,150,150,1.0,sfx_scn_down,,Low_2,,,,9,surprise,,7,angry,,5,idle,,3,angry,,1,idle,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_75,40027,event_ce02_2_06_e,Monologue,Locale_SubScenario:event_ce02_2_06_e_75,False,,150,150,1.0,,,,,,,9,surprise,,7,angry,,5,idle,,3,angry,,1,idle,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_76,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_76,True,,2,2,1.0,,,,ce_02_npc_01,ce_02_npc_01,,9,surprise,,7,angry,,5,idle,,3,delight,,1,idle,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_77,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_77,True,,2,2,1.0,,,,ce_02_npc_01,ce_02_npc_01,,9,surprise,,7,angry,,5,idle,,3,delight,,1,idle,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_78,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_78,False,,2,2,1.0,,,,ce_02_01,ce_02_01,,9,surprise,,7,void,,5,idle,,3,delight,,1,surprise,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_79,40027,event_ce02_2_06_e,Monologue,Locale_SubScenario:event_ce02_2_06_e_79,False,,2,2,1.0,,,,,,,9,idle,,7,void,,5,idle,,3,delight,,1,surprise,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_80,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_80,True,,8,8,1.0,,,,anis,anis,,9,idle,,7,idle,,5,idle,,3,delight,,1,surprise,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_81,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_81,True,,8,8,1.0,,,,anis,anis,,9,idle,,7,idle,,5,idle,,3,delight,,1,surprise,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_82,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_82,True,,8,8,1.0,,,,neon,neon,,9,delight,,7,idle,,5,idle,,3,delight,,1,surprise,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_83,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_83,True,,2,2,1.0,,,,ce_02_npc_01,ce_02_npc_01,,9,delight,,7,idle,,5,idle,,3,idle,,1,surprise,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_84,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_84,True,,2,2,1.0,,,,ce_02_01,ce_02_01,,9,delight,,7,idle,,5,idle,,3,idle,,1,delight,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_85,40027,event_ce02_2_06_e,Monologue,Locale_SubScenario:event_ce02_2_06_e_85,False,EventScene_ce_02_02,black,black,1.0,,,,,,,9,delight,,7,idle,,5,idle,,3,idle,,1,delight,,13,idle,,,15,idle,neon,anis,rapi,ce_02_npc_01,ce_02_01,c1002_02,6000d_02
event_ce02_2_06_e_86,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_86,True,,2b_bye_01,ce_02_gatekepper_02,1.0,,,,ce_02_01,ce_02_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce02_2_06_e_87,40027,event_ce02_2_06_e,Self,Locale_SubScenario:event_ce02_2_06_e_87,False,,ce_02_gatekepper_02,ce_02_gatekepper_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce02_2_06_e_88,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_88,True,,ce_02_gatekepper_02,ce_02_gatekepper_02,1.0,,,,anis,anis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce02_2_06_e_89,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_89,True,,ce_02_gatekepper_02,ce_02_gatekepper_02,1.0,,,,anis,anis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce02_2_06_e_90,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_90,True,,ce_02_gatekepper_02,ce_02_gatekepper_02,1.0,,,,neon,neon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce02_2_06_e_91,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_91,True,,ce_02_gatekepper_02,ce_02_gatekepper_02,1.0,,,,rapi,rapi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce02_2_06_e_92,40027,event_ce02_2_06_e,Monologue,Locale_SubScenario:event_ce02_2_06_e_92,False,,ce_02_gatekepper_02,ce_02_gatekepper_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce02_2_06_e_93,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_93,True,,ce_02_gatekepper_02,2b_bye_02,1.0,,,,ce_02_01,ce_02_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce02_2_06_e_94,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_94,True,,2b_bye_02,2b_bye_02,1.0,,,,ce_02_npc_01,ce_02_npc_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce02_2_06_e_95,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_95,True,,2b_bye_02,2b_bye_02,1.0,,,,ce_02_npc_01,ce_02_npc_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce02_2_06_e_96,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_96,True,Factory_n,black,black,1.0,,,,c1002_02,c1002_02,neon,9,idle,anis,7,void,rapi,5,idle,ce_02_npc_01,3,think,ce_02_01,1,idle,c1002_02,13,idle,,6000d_02,15,idle,,,,,,,
event_ce02_2_06_e_97,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_97,True,,1,10,1.0,,,,ce_02_01,ce_02_01,,9,idle,,7,void,,5,idle,,3,think,,1,idle,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_98,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_98,True,,50,50,1.0,,,,rapi,rapi,,9,idle,,7,void,,5,think,,3,think,,1,idle,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_99,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_99,True,,130,130,1.0,,,,c1002_02,c1002_02,,9,idle,,7,void,,5,think,,3,think,,1,idle,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_100,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_100,True,,130,130,1.0,,,,c1002_02,c1002_02,,9,idle,,7,void,,5,think,,3,think,,1,idle,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_101,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_101,True,,130,12,1.0,,,,c1002_02,c1002_02,,9,idle,,7,void,,5,think,,3,think,,1,idle,,13,idle,,,15,idle,,,,,,,
