id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,play_sound,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,jump_target
event_miraclesnow1_05_e_39,40003,event_miraclesnow1_05_e,Narration,,,Locale_SubScenario:event_miraclesnow1_05_e_39,False,,3,idle,,53,53,1.0,,,sfx_scn_catyummy,,1,surprise,,,5,delight,
event_miraclesnow1_05_e_40,40003,event_miraclesnow1_05_e,Self,,,Locale_SubScenario:event_miraclesnow1_05_e_40,False,,3,idle,,53,53,1.0,,,,,1,surprise,,,5,delight,
event_miraclesnow1_05_e_41,40003,event_miraclesnow1_05_e,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow1_05_e_41,True,,3,idle,,L_10,L_10,1.0,,,,,1,sad,,,5,delight,
event_miraclesnow1_05_e_42,40003,event_miraclesnow1_05_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow1_05_e_42,False,,3,surprise,,XS_30,XS_30,1.0,,,,,1,sad,,,5,delight,
event_miraclesnow1_05_e_43,40003,event_miraclesnow1_05_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow1_05_e_43,True,,3,delight,,XS_30,XS_30,1.0,,,,,1,sad,,,5,delight,
event_miraclesnow1_05_e_44,40003,event_miraclesnow1_05_e,Speech,emma_c,emma,Locale_SubScenario:event_miraclesnow1_05_e_44,True,,3,delight,,XS_30,53,1.0,,,,,1,sad,,,5,delight,
event_miraclesnow1_05_e_45,40003,event_miraclesnow1_05_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow1_05_e_45,True,,3,idle,,53,53,1.0,,,,,1,idle_02,,,5,delight,
event_miraclesnow1_05_e_46,40003,event_miraclesnow1_05_e,Speech,emma_c,emma,Locale_SubScenario:event_miraclesnow1_05_e_46,True,,3,idle,,53,53,1.0,none,,,,1,idle_02,,,5,delight,
event_miraclesnow1_05_e_47,40003,event_miraclesnow1_05_e,Speech,emma_c,emma,Locale_SubScenario:event_miraclesnow1_05_e_47,False,,3,idle,,53,53,1.0,,,,,1,idle_02,,,5,worry,
event_miraclesnow1_05_e_48,40003,event_miraclesnow1_05_e,Narration,,,Locale_SubScenario:event_miraclesnow1_05_e_48,False,,3,idle,,53,53,1.0,bgm_story_inwonderland,,,,1,idle_02,,,5,worry,
event_miraclesnow1_05_e_49,40003,event_miraclesnow1_05_e,Speech,emma_c,emma,Locale_SubScenario:event_miraclesnow1_05_e_49,True,,3,idle,,53,53,1.0,,,,,1,idle_02,,,5,special,
event_miraclesnow1_05_e_50,40003,event_miraclesnow1_05_e,Speech,emma_c,emma,Locale_SubScenario:event_miraclesnow1_05_e_50,True,,3,idle,,53,53,1.0,,,,,1,idle_02,,,5,special,
event_miraclesnow1_05_e_51,40003,event_miraclesnow1_05_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow1_05_e_51,True,,3,idle,,53,53,1.0,,,,,1,idle_02,,,5,special,
event_miraclesnow1_05_e_52,40003,event_miraclesnow1_05_e,Speech,emma_c,emma,Locale_SubScenario:event_miraclesnow1_05_e_52,True,,3,idle,,53,53,1.0,,,,,1,idle_02,,,5,delight,
event_miraclesnow1_05_e_53,40003,event_miraclesnow1_05_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow1_05_e_53,True,,3,delight,,53,53,1.0,,,,,1,idle_02,,,5,delight,
event_miraclesnow1_05_e_54,40003,event_miraclesnow1_05_e,Speech,emma_c,emma,Locale_SubScenario:event_miraclesnow1_05_e_54,True,,3,delight,,53,53,1.0,,,,,1,idle_02,,,5,surprise,
event_miraclesnow1_05_e_55,40003,event_miraclesnow1_05_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow1_05_e_55,True,,3,idle,,53,53,1.0,,,,,1,idle_02,,,5,surprise,
event_miraclesnow1_05_e_56,40003,event_miraclesnow1_05_e,Choice,,,Locale_SubScenario:event_miraclesnow1_05_e_56,False,,3,idle,,53,53,1.0,,,,,1,idle_02,,,5,surprise,event_miraclesnow1_05_e_58
event_miraclesnow1_05_e_57,40003,event_miraclesnow1_05_e,Choice,,,Locale_SubScenario:event_miraclesnow1_05_e_57,False,,3,idle,,53,53,1.0,,,,,1,idle_02,,,5,surprise,event_miraclesnow1_05_e_62
event_miraclesnow1_05_e_58,40003,event_miraclesnow1_05_e,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow1_05_e_58,True,,3,idle,,L_10,L_10,1.0,,,,,1,think,,,5,surprise,
event_miraclesnow1_05_e_59,40003,event_miraclesnow1_05_e,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow1_05_e_59,True,,3,idle,,L_10,L_10,1.0,,,,,1,think,,,5,surprise,
event_miraclesnow1_05_e_60,40003,event_miraclesnow1_05_e,Self,,,Locale_SubScenario:event_miraclesnow1_05_e_60,False,,3,idle,,L_10,L_10,1.0,,,,,1,think,,,5,surprise,
event_miraclesnow1_05_e_61,40003,event_miraclesnow1_05_e,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow1_05_e_61,True,,3,idle,,L_10,L_10,1.0,,,,,1,think,,,5,surprise,event_miraclesnow1_05_e_66
event_miraclesnow1_05_e_62,40003,event_miraclesnow1_05_e,Speech,emma_c,emma,Locale_SubScenario:event_miraclesnow1_05_e_62,True,,3,idle,,53,53,1.0,,,,,1,think,,,5,surprise,
event_miraclesnow1_05_e_63,40003,event_miraclesnow1_05_e,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow1_05_e_63,True,,3,idle,,53,L_10,1.0,,,,,1,think,,,5,surprise,
event_miraclesnow1_05_e_64,40003,event_miraclesnow1_05_e,Speech,emma_c,emma,Locale_SubScenario:event_miraclesnow1_05_e_64,True,,3,idle,,50,50,1.0,,,,,1,think,,,5,worry,
event_miraclesnow1_05_e_65,40003,event_miraclesnow1_05_e,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow1_05_e_65,True,,3,idle,,L_10,L_10,1.0,,,,,1,idle_02,,,5,worry,event_miraclesnow1_05_e_66
event_miraclesnow1_05_e_66,40003,event_miraclesnow1_05_e,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow1_05_e_66,True,,3,idle,,L_10,L_10,1.0,,,,,1,idle_02,,,5,worry,
event_miraclesnow1_05_e_67,40003,event_miraclesnow1_05_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow1_05_e_67,True,,3,think,,L_10,31,1.0,,,,,1,idle_02,,,5,idle,
event_miraclesnow1_05_e_68,40003,event_miraclesnow1_05_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow1_05_e_68,True,,3,think,,31,31,1.0,,,,,1,idle_02,,,5,idle,
event_miraclesnow1_05_e_69,40003,event_miraclesnow1_05_e,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow1_05_e_69,True,,3,think,,31,31,1.0,,,,,1,think,,,5,idle,
event_miraclesnow1_05_e_70,40003,event_miraclesnow1_05_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow1_05_e_70,True,,3,think,,31,31,1.0,,,,,1,think,,,5,idle,
event_miraclesnow1_05_e_71,40003,event_miraclesnow1_05_e,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow1_05_e_71,True,,3,think,,31,31,1.0,,,,,1,idle_02,,,5,idle,
event_miraclesnow1_05_e_72,40003,event_miraclesnow1_05_e,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow1_05_e_72,True,,3,think,,31,31,1.0,,,,,1,idle_02,,,5,idle,
event_miraclesnow1_05_e_73,40003,event_miraclesnow1_05_e,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow1_05_e_73,True,,3,think,,31,31,1.0,,,,,1,idle_02,,,5,idle,
event_miraclesnow1_05_e_74,40003,event_miraclesnow1_05_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow1_05_e_74,True,,3,idle,,31,31,1.0,,,,,1,idle_02,,,5,idle,
