id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound,set_camera_shake,conversation_id,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_killthelord_04_e_11,40043,event_killthelord_04_e,Monologue,d_w,Locale_SubScenario:event_killthelord_04_e_11,False,,17,17,1.0,,,,,,,1,void,,13,idle
event_killthelord_04_e_12,40043,event_killthelord_04_e,Monologue,d_w,Locale_SubScenario:event_killthelord_04_e_12,False,,17,17,1.0,,,,,,,1,void,,13,idle
event_killthelord_04_e_13,40043,event_killthelord_04_e,Monologue,d_w,Locale_SubScenario:event_killthelord_04_e_13,False,,17,19,1.0,,,,,,,1,void,,13,idle
event_killthelord_04_e_14,40043,event_killthelord_04_e,Monologue,d_w,Locale_SubScenario:event_killthelord_04_e_14,False,,19,19,1.0,,,,,,,1,void,,13,idle
event_killthelord_04_e_15,40043,event_killthelord_04_e,Monologue,d_w,Locale_SubScenario:event_killthelord_04_e_15,False,,19,190,1.0,,,,,,,1,void,,13,idle
event_killthelord_04_e_16,40043,event_killthelord_04_e,Speech,d_w,Locale_SubScenario:event_killthelord_04_e_16,False,,190,190,1.0,,kamila,,,,,1,void,,13,idle
event_killthelord_04_e_17,40043,event_killthelord_04_e,Speech,d_w,Locale_SubScenario:event_killthelord_04_e_17,False,,black,black,1.0,,kamila,,,,,1,void,,13,idle
event_killthelord_04_e_18,40043,event_killthelord_04_e,Speech,timidfemale,Locale_SubScenario:event_killthelord_04_e_18,False,,17,17,1.0,,timidfemale,,,,,1,void,,13,idle
event_killthelord_04_e_19,40043,event_killthelord_04_e,Narration,timidfemale,Locale_SubScenario:event_killthelord_04_e_19,False,,17,170,1.0,,,sfx_scn_wheelchair,,,,1,special,,13,idle
event_killthelord_04_e_20,40043,event_killthelord_04_e,Monologue,timidfemale,Locale_SubScenario:event_killthelord_04_e_20,False,,170,170,1.0,,,,,,,1,special,,13,idle
event_killthelord_04_e_21,40043,event_killthelord_04_e,Speech,timidfemale,Locale_SubScenario:event_killthelord_04_e_21,True,,170,170,1.0,,timidfemale,,,,,1,special,,13,idle
event_killthelord_04_e_22,40043,event_killthelord_04_e,Speech,timidfemale,Locale_SubScenario:event_killthelord_04_e_22,True,,170,170,1.0,,timidfemale,,,,,1,special,,13,idle
event_killthelord_04_e_23,40043,event_killthelord_04_e,Speech,timidfemale,Locale_SubScenario:event_killthelord_04_e_23,True,,170,170,1.0,,timidfemale,,,,,1,special,,13,idle
event_killthelord_04_e_24,40043,event_killthelord_04_e,Speech,timidfemale,Locale_SubScenario:event_killthelord_04_e_24,False,,170,170,1.0,,kamila,,,,,1,special,,13,idle
event_killthelord_04_e_25,40043,event_killthelord_04_e,Speech,timidfemale,Locale_SubScenario:event_killthelord_04_e_25,True,,170,170,1.0,,timidfemale,,Low_2,,,1,special,,13,idle
event_killthelord_04_e_26,40043,event_killthelord_04_e,Speech,timidfemale,Locale_SubScenario:event_killthelord_04_e_26,False,,170,170,1.0,,kamila,,,,,1,special,,13,idle
event_killthelord_04_e_27,40043,event_killthelord_04_e,Speech,timidfemale,Locale_SubScenario:event_killthelord_04_e_27,False,,170,170,1.0,,kamila,,,,,1,special,,13,idle
event_killthelord_04_e_28,40043,event_killthelord_04_e,Monologue,timidfemale,Locale_SubScenario:event_killthelord_04_e_28,False,,black,black,1.0,,,sfx_scn_wheelchair,,,,1,special,,13,idle
event_killthelord_04_e_29,40043,event_killthelord_04_e,Speech,rosanna_m,Locale_SubScenario:event_killthelord_04_e_29,True,,12,12,1.0,,rosanna_m,,,,,1,special,,13,idle
event_killthelord_04_e_30,40043,event_killthelord_04_e,Speech,rosanna_m,Locale_SubScenario:event_killthelord_04_e_30,True,,12,12,1.0,,rosanna_m,,,,,1,special,,13,idle
event_killthelord_04_e_31,40043,event_killthelord_04_e,Speech,d_w,Locale_SubScenario:event_killthelord_04_e_31,True,,12,12,1.0,,d_w,,,,,1,think,,13,idle
event_killthelord_04_e_32,40043,event_killthelord_04_e,Monologue,timidfemale,Locale_SubScenario:event_killthelord_04_e_32,False,,black,black,1.0,,,,,,,1,special,,13,idle
event_killthelord_04_e_33,40043,event_killthelord_04_e,Narration,timidfemale,Locale_SubScenario:event_killthelord_04_e_33,False,,17,170,0.7,none,,sfx_scn_dooropenfast,,,,1,special,,13,idle
event_killthelord_04_e_34,40043,event_killthelord_04_e,Monologue,timidfemale,Locale_SubScenario:event_killthelord_04_e_34,False,,170,170,1.0,,,sfx_scn_run,,,,1,special,,13,idle
event_killthelord_04_e_35,40043,event_killthelord_04_e,Speech,timidfemale,Locale_SubScenario:event_killthelord_04_e_35,False,,170,170,1.0,bgm_risk,people,sfx_scn_crowdclap,,,,1,special,,13,idle
event_killthelord_04_e_36,40043,event_killthelord_04_e,Speech,timidfemale,Locale_SubScenario:event_killthelord_04_e_36,True,,170,170,1.0,,timidfemale,,,,,1,special,,13,idle
event_killthelord_04_e_37,40043,event_killthelord_04_e,Speech,timidfemale,Locale_SubScenario:event_killthelord_04_e_37,True,,170,170,1.0,,timidfemale,,Low_2,,,1,special,,13,idle
event_killthelord_04_e_38,40043,event_killthelord_04_e,Monologue,timidfemale,Locale_SubScenario:event_killthelord_04_e_38,False,,170,170,1.0,,,,,,,1,special,,13,idle
event_killthelord_04_e_39,40043,event_killthelord_04_e,Self,d_w,Locale_SubScenario:event_killthelord_04_e_39,False,,170,170,1.0,,,,,,,1,void,,13,idle
event_killthelord_04_e_40,40043,event_killthelord_04_e,Speech,d_w,Locale_SubScenario:event_killthelord_04_e_40,True,,170,170,1.0,,d_w,,,,,1,void,,13,idle
event_killthelord_04_e_41,40043,event_killthelord_04_e,Speech,timidfemale,Locale_SubScenario:event_killthelord_04_e_41,True,,170,170,1.0,,timidfemale,,,,,1,void,,13,idle
event_killthelord_04_e_42,40043,event_killthelord_04_e,Narration,timidfemale,Locale_SubScenario:event_killthelord_04_e_42,False,,170,170,1.0,,,sfx_scn_bodyfall_down,Low_2,,,1,void,,13,idle
event_killthelord_04_e_43,40043,event_killthelord_04_e,Monologue,timidfemale,Locale_SubScenario:event_killthelord_04_e_43,False,,170,17,1.0,,,,,,,1,special,,13,idle
event_killthelord_04_e_44,40043,event_killthelord_04_e,Speech,timidfemale,Locale_SubScenario:event_killthelord_04_e_44,True,,17,17,1.0,,timidfemale,,,,,1,special,,13,idle
event_killthelord_04_e_45,40043,event_killthelord_04_e,Speech,timidfemale,Locale_SubScenario:event_killthelord_04_e_45,True,,17,17,1.0,,timidfemale,,,,,1,special,,13,idle
event_killthelord_04_e_46,40043,event_killthelord_04_e,Speech,timidfemale,Locale_SubScenario:event_killthelord_04_e_46,False,,17,12,1.0,,kamila,,,,,1,special,,13,idle
event_killthelord_04_e_47,40043,event_killthelord_04_e,Speech,timidfemale,Locale_SubScenario:event_killthelord_04_e_47,False,,12,12,1.0,,kamila,,,,,1,special,,13,idle
event_killthelord_04_e_48,40043,event_killthelord_04_e,Speech,timidfemale,Locale_SubScenario:event_killthelord_04_e_48,False,,12,12,1.0,,kamila,,,,,1,special,,13,idle
event_killthelord_04_e_49,40043,event_killthelord_04_e,Speech,timidfemale,Locale_SubScenario:event_killthelord_04_e_49,False,,12,12,1.0,,kamila,,,,,1,special,,13,idle
event_killthelord_04_e_50,40043,event_killthelord_04_e,Speech,timidfemale,Locale_SubScenario:event_killthelord_04_e_50,False,,12,12,1.0,,kamila,,,,,1,special,,13,idle
event_killthelord_04_e_51,40043,event_killthelord_04_e,Speech,timidfemale,Locale_SubScenario:event_killthelord_04_e_51,False,,12,12,1.0,,kamila,,,,,1,special,,13,idle
event_killthelord_04_e_52,40043,event_killthelord_04_e,Speech,timidfemale,Locale_SubScenario:event_killthelord_04_e_52,False,,12,12,1.0,,kamila,,,,,1,special,,13,idle
event_killthelord_04_e_53,40043,event_killthelord_04_e,Speech,timidfemale,Locale_SubScenario:event_killthelord_04_e_53,False,,12,12,1.0,,kamila,,,,,1,special,,13,idle
event_killthelord_04_e_54,40043,event_killthelord_04_e,Monologue,d_w,Locale_SubScenario:event_killthelord_04_e_54,False,,black,black,1.0,none,,,,,,1,special,,13,idle
event_killthelord_04_e_55,40043,event_killthelord_04_e,Monologue,d_w,Locale_SubScenario:event_killthelord_04_e_55,False,,black,black,1.0,,,,,,,1,special,,13,idle
event_killthelord_04_e_56,40043,event_killthelord_04_e,Narration,d_w,Locale_SubScenario:event_killthelord_04_e_56,False,,10,10,1.0,bgm_mystery,,sfx_scn_medhit,,,,1,special,,13,idle
event_killthelord_04_e_57,40043,event_killthelord_04_e,Self,d_w,Locale_SubScenario:event_killthelord_04_e_57,False,,10,10,1.0,,,,,,,1,special,,13,idle
event_killthelord_04_e_58,40043,event_killthelord_04_e,Monologue,d_w,Locale_SubScenario:event_killthelord_04_e_58,False,,10,10,1.0,,,sfx_scn_tablettouchs,,m_event_killthelord_04,,1,think,,13,idle
event_killthelord_04_e_88,40043,event_killthelord_04_e,Monologue,d_w,Locale_SubScenario:event_killthelord_04_e_88,False,,10,12,1.0,,,,,,,1,special,,13,idle
event_killthelord_04_e_89,40043,event_killthelord_04_e,Speech,rosanna_m,Locale_SubScenario:event_killthelord_04_e_89,False,,12,12,1.0,,kamila,,,,,1,special,,13,idle
event_killthelord_04_e_90,40043,event_killthelord_04_e,Speech,rosanna_m,Locale_SubScenario:event_killthelord_04_e_90,True,,12,12,1.0,,rosanna_m,,,,,1,special,,13,idle
event_killthelord_04_e_91,40043,event_killthelord_04_e,Speech,rosanna_m,Locale_SubScenario:event_killthelord_04_e_91,False,,12,12,1.0,,kamila,,,,,1,special,,13,idle
event_killthelord_04_e_92,40043,event_killthelord_04_e,Monologue,d_w,Locale_SubScenario:event_killthelord_04_e_92,False,,1,10,0.6,,,,,,,1,special,,13,idle
event_killthelord_04_e_93,40043,event_killthelord_04_e,Speech,d_w,Locale_SubScenario:event_killthelord_04_e_93,True,,10,10,1.0,,d_w,,,,,1,special,,13,idle
event_killthelord_04_e_94,40043,event_killthelord_04_e,Speech,d_w,Locale_SubScenario:event_killthelord_04_e_94,True,,10,10,1.0,,d_w,,,,,1,special,,13,idle
