id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/2/hide_char_id,fade,characters/0/hide_char_id,characters/1/hide_char_id,set_filter_01,play_sound,set_camera_shake
event_seayouagain2_01_e_12,40025,event_seayouagain2_01_e,Speech,massproduction01,massproduction01,Locale_MainScenario:event_seayouagain2_01_e_12,True,,1,sad,,3,idle,,13,idle,,113,113,1.0,,,,,,,,
event_seayouagain2_01_e_13,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_13,True,,1,sad,,3,idle,,13,idle,,113,113,1.0,,,,,,,,
event_seayouagain2_01_e_14,40025,event_seayouagain2_01_e,Speech,massproduction01,massproduction01,Locale_MainScenario:event_seayouagain2_01_e_14,True,,1,sad,,3,idle,,13,idle,,113,130,1.0,,,,,,,,
event_seayouagain2_01_e_15,40025,event_seayouagain2_01_e,Speech,massproduction01,massproduction01,Locale_MainScenario:event_seayouagain2_01_e_15,True,,1,sad,,3,idle,,13,idle,,130,130,1.0,,,,,,,,
event_seayouagain2_01_e_16,40025,event_seayouagain2_01_e,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_01_e_16,True,,1,sad,,3,idle,,13,idle,,XS_30,XS_30,1.0,,,,,,,,
event_seayouagain2_01_e_17,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_17,False,,1,sad,,3,idle,,13,idle,,S_10,S_10,1.0,,,,,,,,
event_seayouagain2_01_e_18,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_18,True,,1,sad,,3,idle,,13,idle,,S_10,S_10,1.0,,,,,,,,
event_seayouagain2_01_e_19,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_19,True,,1,sad,,3,idle,,13,idle,,S_10,S_10,1.0,,,,,,,,
event_seayouagain2_01_e_20,40025,event_seayouagain2_01_e,Speech,massproduction01,massproduction01,Locale_MainScenario:event_seayouagain2_01_e_20,True,,1,sad,,3,idle,,13,idle,,S_10,130,1.0,none,,,,,,,
event_seayouagain2_01_e_21,40025,event_seayouagain2_01_e,Speech,massproduction01,massproduction01,Locale_MainScenario:event_seayouagain2_01_e_21,True,,1,sad,,3,idle,,13,idle,,130,1300,1.0,,,,,,,,
event_seayouagain2_01_e_22,40025,event_seayouagain2_01_e,Speech,massproduction01,massproduction01,Locale_MainScenario:event_seayouagain2_01_e_22,True,,1,sad,,3,idle,,13,idle,,1300,1300,1.0,,,,,,,,
event_seayouagain2_01_e_23,40025,event_seayouagain2_01_e,Speech,massproduction01,massproduction01,Locale_MainScenario:event_seayouagain2_01_e_23,True,,1,idle2,,3,idle,,13,idle,,1300,1300,1.0,bgm_story_impression,,,,,,,
event_seayouagain2_01_e_24,40025,event_seayouagain2_01_e,Speech,massproductions,massproductions,Locale_MainScenario:event_seayouagain2_01_e_24,True,,1,idle2,,3,idle,,13,idle,,1300,13,1.0,,,,,,,,
event_seayouagain2_01_e_25,40025,event_seayouagain2_01_e,Narration,,Narration,Locale_MainScenario:event_seayouagain2_01_e_25,False,,1,idle2,,3,idle,,13,idle,,13,31,1.0,,,,,,,,
event_seayouagain2_01_e_26,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_26,False,,1,sad,,3,delight,,13,idle,,31,31,1.0,,,,,,,,
event_seayouagain2_01_e_27,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_27,True,,1,sad,,3,delight,,13,idle,,31,31,1.0,,,,,,,,
event_seayouagain2_01_e_28,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_28,True,,1,sad,,3,delight,,13,idle,,31,31,1.0,,,,,,,,
event_seayouagain2_01_e_29,40025,event_seayouagain2_01_e,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_01_e_29,True,,1,sad,,3,delight,,13,idle,,31,31,1.0,,,,,,,,
event_seayouagain2_01_e_30,40025,event_seayouagain2_01_e,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_01_e_30,True,,1,sad,,3,delight,,13,idle,,31,31,1.0,,,,,,,,
event_seayouagain2_01_e_31,40025,event_seayouagain2_01_e,Speech,massproduction01,massproduction01,Locale_MainScenario:event_seayouagain2_01_e_31,True,,1,sad,,3,delight,,13,idle,,31,31,1.0,,,,,,,,
event_seayouagain2_01_e_32,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_32,True,,1,idle,,3,delight,,13,idle,,31,S_10,1.0,,,,,,,,
event_seayouagain2_01_e_33,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_33,True,,1,idle,,3,delight,,13,idle,,S_10,S_100,0.5,,massproduction01,,,,,,
event_seayouagain2_01_e_34,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_34,False,,1,idle2,,3,delight,,,,MachineRoom,S_10,S_10,1.0,,,black,,,,,
event_seayouagain2_01_e_35,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_35,True,,1,idle2,,3,delight,,,,,S_10,S_10,1.0,,,,,,,,
event_seayouagain2_01_e_36,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_36,True,,1,idle,,3,delight,,,,,S_10,31,2.0,,,,,,,,
event_seayouagain2_01_e_37,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_37,True,,1,idle,,3,delight,,,,,31,31,1.0,,,,,,,,
event_seayouagain2_01_e_38,40025,event_seayouagain2_01_e,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_01_e_38,True,,1,idle,,3,shy,,,,,31,31,1.0,,,,,,,,
event_seayouagain2_01_e_39,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_39,True,,1,idle,,3,shy,,,,,31,31,1.0,,,,,,,,
event_seayouagain2_01_e_40,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_40,True,,1,idle,,3,shy,,,,,31,31,1.0,,,,,,,,
event_seayouagain2_01_e_41,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_41,False,,1,surprise,,3,shy,,,,,31,S_10,1.0,none,,,,,,,
event_seayouagain2_01_e_42,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_42,False,,1,surprise,,3,shy,,,,,S_10,S_10,1.0,,,,,,,,
event_seayouagain2_01_e_43,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_43,True,,1,surprise,,3,shy,,,,,S_10,S_100,0.5,bgm_story_languor,,,,,,,
event_seayouagain2_01_e_44,40025,event_seayouagain2_01_e,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_01_e_44,True,,1,surprise,,3,idle,,,,,XS_300,XS_300,1.0,,,,,,,,
event_seayouagain2_01_e_45,40025,event_seayouagain2_01_e,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_01_e_45,True,,1,surprise,,3,idle,,,,,XS_300,XS_300,1.0,,,,,,,,
event_seayouagain2_01_e_46,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_46,True,,1,surprise,,3,idle,,,,,S_100,S_100,1.0,,,,,,,,
event_seayouagain2_01_e_47,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_47,False,,1,angry,,3,idle,,,,,S_100,S_10,1.0,,,,,,,,
event_seayouagain2_01_e_48,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_48,False,,1,angry,,3,idle,,,,,S_10,1,1.0,,,,,,,,
event_seayouagain2_01_e_49,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_49,True,,1,angry,,3,idle,,,,,1,1,1.0,,,,,,,,
event_seayouagain2_01_e_50,40025,event_seayouagain2_01_e,Speech,helm,helm,Locale_MainScenario:event_seayouagain2_01_e_50,True,,1,angry,,3,idle,helm,1,idle,,black,black,1.0,,,,mast,anchor,Grey,,
event_seayouagain2_01_e_51,40025,event_seayouagain2_01_e,Speech,helm,helm,Locale_MainScenario:event_seayouagain2_01_e_51,True,,,,,,,,1,idle,,1,10,1.0,,,,,,Grey,,
event_seayouagain2_01_e_52,40025,event_seayouagain2_01_e,Speech,helm,helm,Locale_MainScenario:event_seayouagain2_01_e_52,True,,,,,,,,1,idle,,10,10,1.0,,,,,,Grey,,
event_seayouagain2_01_e_53,40025,event_seayouagain2_01_e,Speech,helm,helm,Locale_MainScenario:event_seayouagain2_01_e_53,True,,,,,,,,1,idle,,10,10,1.0,,,,,,Grey,,
event_seayouagain2_01_e_54,40025,event_seayouagain2_01_e,Speech,helm,helm,Locale_MainScenario:event_seayouagain2_01_e_54,True,,,,,,,,1,idle,,10,1,1.0,,,,,,Grey,,
event_seayouagain2_01_e_55,40025,event_seayouagain2_01_e,Speech,helm,helm,Locale_MainScenario:event_seayouagain2_01_e_55,True,mast,1,delight2,anchor,3,idle,,1,idle,,black,black,1.0,,helm,,,,Grey,,
event_seayouagain2_01_e_56,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_56,True,,1,delight2,,3,idle,,,,,1,S_10,0.5,,,,,,,,
event_seayouagain2_01_e_57,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_57,True,,1,delight2,,3,idle,,,,,S_10,S_10,1.0,,,,,,,,
event_seayouagain2_01_e_58,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_58,True,,1,delight,,3,idle,,,,,S_10,S_100,1.0,,,,,,,,
event_seayouagain2_01_e_59,40025,event_seayouagain2_01_e,Narration,,Narration,Locale_MainScenario:event_seayouagain2_01_e_59,False,,1,delight,,3,idle,,,,,S_100,S_100,1.0,,,,,,,sfx_scn_keys,
event_seayouagain2_01_e_60,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_60,True,,1,delight,,3,idle,,,,,S_100,S_100,1.0,,,,,,,,
event_seayouagain2_01_e_61,40025,event_seayouagain2_01_e,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_01_e_61,True,,1,delight,,3,shy,,,,,XS_300,XS_300,1.0,,,,,,,,
event_seayouagain2_01_e_62,40025,event_seayouagain2_01_e,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_01_e_62,True,,1,delight,,3,delight,,,,,XS_300,XS_300,1.0,,,,,,,,
event_seayouagain2_01_e_63,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_63,True,,1,idle,,3,delight,,,,,S_100,S_100,1.0,,,,,,,,
event_seayouagain2_01_e_64,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_64,True,,1,idle,,3,idle,,,,,S_100,S_100,1.0,,,,,,,,
event_seayouagain2_01_e_65,40025,event_seayouagain2_01_e,Narration,,Narration,Locale_MainScenario:event_seayouagain2_01_e_65,False,,1,idle,,3,idle,,,,,black,black,1.0,,,,,,,,
event_seayouagain2_01_e_66,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_66,True,,1,shy,,3,idle,,,,,S_100,S_10,1.0,,,,,,,,
event_seayouagain2_01_e_67,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_67,False,,1,shy,,3,idle,,,,,S_10,S_10,1.0,,,,,,,,
event_seayouagain2_01_e_68,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_68,False,,1,surprise,,3,idle,,,,,S_10,S_10,1.0,,,,,,,,
event_seayouagain2_01_e_69,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_69,True,,1,surprise,,3,idle,,,,,S_10,31,1.0,,,,,,,,
event_seayouagain2_01_e_70,40025,event_seayouagain2_01_e,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_01_e_70,True,,1,surprise,,3,idle,,,,,31,31,1.0,,,,,,,,
event_seayouagain2_01_e_71,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_71,True,,1,surprise,,3,idle,,,,,31,31,1.0,,,,,,,,
event_seayouagain2_01_e_72,40025,event_seayouagain2_01_e,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_01_e_72,True,,1,surprise,,3,idle,,,,,31,31,1.0,,,,,,,,
event_seayouagain2_01_e_73,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_73,True,,1,shy2,,3,idle,,,,,31,31,1.0,,,,,,,,
event_seayouagain2_01_e_74,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_74,True,,1,shy2,,3,idle,,,,,31,31,1.0,,,,,,,,
event_seayouagain2_01_e_75,40025,event_seayouagain2_01_e,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_01_e_75,False,,1,shy2,,3,idle,,,,,31,31,1.0,none,,,,,,,
event_seayouagain2_01_e_76,40025,event_seayouagain2_01_e,Narration,,Narration,Locale_MainScenario:event_seayouagain2_01_e_76,False,,1,shy2,,3,idle,,,,,31,31,1.0,,,,,,,,
event_seayouagain2_01_e_77,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_77,False,,1,shy,,3,idle,,,,,31,31,1.0,,,,,,,,
event_seayouagain2_01_e_78,40025,event_seayouagain2_01_e,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_01_e_78,True,,1,shy,,3,shy,,,,,31,31,1.0,bgm_story_breakaway,,,,,,,
event_seayouagain2_01_e_79,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_79,True,,1,idle2,,3,shy,,,,,31,31,1.0,,,,,,,,
event_seayouagain2_01_e_80,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_80,True,,1,idle2,,3,shy,,,,,31,31,1.0,,,,,,,,
event_seayouagain2_01_e_81,40025,event_seayouagain2_01_e,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_01_e_81,True,,1,idle2,,3,shy,,,,,31,31,1.0,,,,,,,,
event_seayouagain2_01_e_82,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_82,True,,1,idle2,,3,shy,,,,,31,31,1.0,,,,,,,,
event_seayouagain2_01_e_83,40025,event_seayouagain2_01_e,Narration,,Narration,Locale_MainScenario:event_seayouagain2_01_e_83,False,,1,idle2,,3,shy,,,,,black,black,1.0,,,,,,,sfx_scn_keyopen,
event_seayouagain2_01_e_84,40025,event_seayouagain2_01_e,Narration,,Narration,Locale_MainScenario:event_seayouagain2_01_e_84,False,,1,idle2,,3,shy,,,,,black,black,1.0,,,,,,,sfx_scn_admirestartup,
event_seayouagain2_01_e_85,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_85,True,,1,idle,,3,shy,,,,,31,31,1.0,,,,,,,,
event_seayouagain2_01_e_86,40025,event_seayouagain2_01_e,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_01_e_86,True,,1,idle,,3,shy,,,,,31,31,1.0,,,,,,,,
event_seayouagain2_01_e_87,40025,event_seayouagain2_01_e,Narration,,Narration,Locale_MainScenario:event_seayouagain2_01_e_87,False,,1,idle,,3,shy,,,,,black,black,1.0,,,,,,,,
event_seayouagain2_01_e_88,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_88,False,,1,idle,,3,shy,,,,,S_10,S_10,1.0,,,,,,,,
event_seayouagain2_01_e_89,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_89,True,,1,idle,,3,shy,,,,,S_10,S_100,0.5,,,,,,,,
event_seayouagain2_01_e_90,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_90,True,,1,idle,,3,shy,,,,,S_100,S_100,1.0,,,,,,,,
event_seayouagain2_01_e_91,40025,event_seayouagain2_01_e,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_01_e_91,True,,1,idle,,3,shy,,,,,S_100,31,1.0,,,,,,,,
event_seayouagain2_01_e_92,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_92,True,,1,idle,,3,shy,,,,,31,31,1.0,,,,,,,,
event_seayouagain2_01_e_93,40025,event_seayouagain2_01_e,Narration,,Narration,Locale_MainScenario:event_seayouagain2_01_e_93,False,,1,idle,,3,shy,,,,,31,31,1.0,,,,,,,sfx_scn_remotesignal,
event_seayouagain2_01_e_94,40025,event_seayouagain2_01_e,Speech,notification,notification,Locale_MainScenario:event_seayouagain2_01_e_94,True,,1,idle,,3,shy,,,,,31,31,1.0,,,,,,,,
event_seayouagain2_01_e_95,40025,event_seayouagain2_01_e,Speech,notification,notification,Locale_MainScenario:event_seayouagain2_01_e_95,True,,1,idle,,3,shy,,,,,31,31,1.0,,,,,,,,
event_seayouagain2_01_e_96,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_96,True,,1,surprise,,3,shy,,,,,31,31,1.0,,,,,,,,
event_seayouagain2_01_e_97,40025,event_seayouagain2_01_e,Narration,,Narration,Locale_MainScenario:event_seayouagain2_01_e_97,False,,1,surprise,,3,shy,,,,,31,31,1.0,,,,,,,sfx_scn_heavydooropen,Low_2
event_seayouagain2_01_e_98,40025,event_seayouagain2_01_e,Narration,,Narration,Locale_MainScenario:event_seayouagain2_01_e_98,False,,1,surprise,,3,shy,,,,,31,31,1.0,,,,,,,,
event_seayouagain2_01_e_99,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_99,True,,1,surprise,,3,shy,,,,,31,31,1.0,,,,,,,,
event_seayouagain2_01_e_100,40025,event_seayouagain2_01_e,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_01_e_100,True,,1,surprise,,3,shy,,,,,31,31,1.0,,,,,,,,
event_seayouagain2_01_e_101,40025,event_seayouagain2_01_e,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_01_e_101,True,,1,surprise,,3,shy,,,,,31,31,1.0,,,,,,,,
event_seayouagain2_01_e_102,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_102,True,,1,delight,,3,shy,,,,,31,S_10,1.0,,,,,,,,
event_seayouagain2_01_e_103,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_103,True,,1,delight,,3,shy,,,,,S_10,S_10,1.0,,,,,,,,
event_seayouagain2_01_e_104,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_104,True,,1,delight,,3,shy,,,,,S_10,S_10,1.0,,,,,,,,
event_seayouagain2_01_e_105,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_105,True,,1,delight,,3,shy,,,,,S_10,S_100,0.5,,,,,,,,
event_seayouagain2_01_e_106,40025,event_seayouagain2_01_e,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_01_e_106,True,,1,delight,,3,shy,,,,,S_100,XS_300,1.0,,,,,,,,
event_seayouagain2_01_e_107,40025,event_seayouagain2_01_e,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_01_e_107,True,,1,delight,,3,shy,,,,,XS_300,XS_300,1.0,,,,,,,,
event_seayouagain2_01_e_108,40025,event_seayouagain2_01_e,Narration,,Narration,Locale_MainScenario:event_seayouagain2_01_e_108,False,,1,delight,,3,shy,,,,,black,black,1.0,,,,,,,sfx_scn_heavysupplies,
event_seayouagain2_01_e_109,40025,event_seayouagain2_01_e,Narration,,Narration,Locale_MainScenario:event_seayouagain2_01_e_109,False,,1,delight,,3,shy,,,,,black,black,1.0,,,,,,,,
event_seayouagain2_01_e_110,40025,event_seayouagain2_01_e,Narration,,Narration,Locale_MainScenario:event_seayouagain2_01_e_110,False,,1,delight,,3,shy,,,,,black,black,1.0,,,,mast,anchor,,,
event_seayouagain2_01_e_111,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_111,True,,,,,,,,,,,black,black,1.0,,,,,,,,
event_seayouagain2_01_e_112,40025,event_seayouagain2_01_e,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_01_e_112,True,,,,,,,,,,,black,black,1.0,,,,,,,,
event_seayouagain2_01_e_113,40025,event_seayouagain2_01_e,Narration,,Narration,Locale_MainScenario:event_seayouagain2_01_e_113,False,,,,,,,,,,,black,black,1.0,none,,,,,,sfx_scn_heavydooropen,
event_seayouagain2_01_e_114,40025,event_seayouagain2_01_e,Narration,,Narration,Locale_MainScenario:event_seayouagain2_01_e_114,False,,,,,,,,,,White,black,black,1.0,,,,,,,,
event_seayouagain2_01_e_115,40025,event_seayouagain2_01_e,Narration,,Narration,Locale_MainScenario:event_seayouagain2_01_e_115,False,,,,,,,,,,,1,1,1.0,,,white,,,,,
event_seayouagain2_01_e_116,40025,event_seayouagain2_01_e,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_01_e_116,True,,,,,,,,,,ocean,1,1,1.0,,,,,,,,
event_seayouagain2_01_e_117,40025,event_seayouagain2_01_e,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_01_e_117,True,,,,,,,,,,,1,S_10,1.0,,,,,,,sfx_scn_wavebreak,
event_seayouagain2_01_e_118,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_118,True,,,,,,,,,,,S_10,S_10,1.0,,,,,,,,
event_seayouagain2_01_e_119,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_119,True,,,,,,,,,,,S_10,S_10,1.0,ambient_scn_wind,,,,,,,
event_seayouagain2_01_e_120,40025,event_seayouagain2_01_e,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_01_e_120,True,,,sad,,,,,,,,S_10,S_10,1.0,,,,,,,,
event_seayouagain2_01_e_121,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_121,True,mast,1,sad,,,,,,,MachineRoom,S_10,S_100,1.0,,,,,,,,
event_seayouagain2_01_e_122,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_122,True,,1,sad,,,,,,,,S_100,S_100,1.0,,,,,,,,
event_seayouagain2_01_e_123,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_123,True,,1,sad,,,,,,,,S_100,S_100,1.0,,,,,,,,
event_seayouagain2_01_e_124,40025,event_seayouagain2_01_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_e_124,True,,1,sad,,,,,,,,S_100,S_10,1.0,,,,,,,,
