id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,fade,characters/1/hide_char_id,characters/3/hide_char_id,play_sound,set_filter_01,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim
event_ce006_2_05_s_44,40080,event_ce006_2_05_s,Speech,younghermin,younghermin,Locale_MainScenario:event_ce006_2_05_s_44,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_45,40080,event_ce006_2_05_s,Speech,younghermin,younghermin,Locale_MainScenario:event_ce006_2_05_s_45,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_46,40080,event_ce006_2_05_s,Speech,younghermin,younghermin,Locale_MainScenario:event_ce006_2_05_s_46,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_47,40080,event_ce006_2_05_s,Speech,younghermin,younghermin,Locale_MainScenario:event_ce006_2_05_s_47,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_48,40080,event_ce006_2_05_s,Speech,younghermin,younghermin,Locale_MainScenario:event_ce006_2_05_s_48,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_49,40080,event_ce006_2_05_s,Speech,younghermin,younghermin,Locale_MainScenario:event_ce006_2_05_s_49,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_50,40080,event_ce006_2_05_s,Speech,younghermin,younghermin,Locale_MainScenario:event_ce006_2_05_s_50,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_51,40080,event_ce006_2_05_s,Narration,younghermin,,Locale_MainScenario:event_ce006_2_05_s_51,False,,,,,,,,,,,black,black,1.0,,,,,,,,,,sfx_scn_memorynoise,Grey,,,,,,
event_ce006_2_05_s_52,40080,event_ce006_2_05_s,Narration,younghermin,,Locale_MainScenario:event_ce006_2_05_s_52,False,,,,,,,,,,,1,1,1.0,,,,,,,,,,sfx_scn_emptyknock,Grey,,,,,,
event_ce006_2_05_s_53,40080,event_ce006_2_05_s,Speech,younghermin,younghermin,Locale_MainScenario:event_ce006_2_05_s_53,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_54,40080,event_ce006_2_05_s,Speech,younghermin,younghermin,Locale_MainScenario:event_ce006_2_05_s_54,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_55,40080,event_ce006_2_05_s,Speech,younghermin,younghermin,Locale_MainScenario:event_ce006_2_05_s_55,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_56,40080,event_ce006_2_05_s,Speech,younghermin,younghermin,Locale_MainScenario:event_ce006_2_05_s_56,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_57,40080,event_ce006_2_05_s,Narration,younghermin,,Locale_MainScenario:event_ce006_2_05_s_57,False,,,,,,,,,,,black,black,1.0,,,,,,,,,,sfx_scn_memorynoise,Grey,,,,,,
event_ce006_2_05_s_58,40080,event_ce006_2_05_s,Speech,younghermin,younghermin,Locale_MainScenario:event_ce006_2_05_s_58,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_59,40080,event_ce006_2_05_s,Speech,younghermin,younghermin,Locale_MainScenario:event_ce006_2_05_s_59,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_60,40080,event_ce006_2_05_s,Speech,younghermin,younghermin,Locale_MainScenario:event_ce006_2_05_s_60,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_61,40080,event_ce006_2_05_s,Speech,younghermin,younghermin,Locale_MainScenario:event_ce006_2_05_s_61,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_62,40080,event_ce006_2_05_s,Speech,younghermin,younghermin,Locale_MainScenario:event_ce006_2_05_s_62,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_63,40080,event_ce006_2_05_s,Speech,younghermin,younghermin,Locale_MainScenario:event_ce006_2_05_s_63,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_64,40080,event_ce006_2_05_s,Narration,younghermin,,Locale_MainScenario:event_ce006_2_05_s_64,False,,,,,,,,,,,black,black,1.0,,,,,,,,,,sfx_scn_memorynoise,Grey,,,,,,
event_ce006_2_05_s_65,40080,event_ce006_2_05_s,Speech,younghermin,younghermin,Locale_MainScenario:event_ce006_2_05_s_65,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_66,40080,event_ce006_2_05_s,Speech,younghermin,younghermin,Locale_MainScenario:event_ce006_2_05_s_66,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_67,40080,event_ce006_2_05_s,Speech,younghermin,younghermin,Locale_MainScenario:event_ce006_2_05_s_67,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_68,40080,event_ce006_2_05_s,Speech,younghermin,younghermin,Locale_MainScenario:event_ce006_2_05_s_68,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_69,40080,event_ce006_2_05_s,Speech,younghermin,younghermin,Locale_MainScenario:event_ce006_2_05_s_69,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_70,40080,event_ce006_2_05_s,Speech,younghermin,younghermin,Locale_MainScenario:event_ce006_2_05_s_70,False,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_71,40080,event_ce006_2_05_s,Speech,younghermin,younghermin,Locale_MainScenario:event_ce006_2_05_s_71,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_72,40080,event_ce006_2_05_s,Speech,younghermin,younghermin,Locale_MainScenario:event_ce006_2_05_s_72,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_73,40080,event_ce006_2_05_s,Narration,younghermin,,Locale_MainScenario:event_ce006_2_05_s_73,False,,,,,,,,,,,black,black,1.0,,,,,,,,,,sfx_scn_memorynoise,Grey,,,,,,
event_ce006_2_05_s_74,40080,event_ce006_2_05_s,Speech,younghermin,younghermin,Locale_MainScenario:event_ce006_2_05_s_74,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_75,40080,event_ce006_2_05_s,Speech,younghermin,younghermin,Locale_MainScenario:event_ce006_2_05_s_75,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_76,40080,event_ce006_2_05_s,Speech,younghermin,younghermin,Locale_MainScenario:event_ce006_2_05_s_76,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_77,40080,event_ce006_2_05_s,Speech,younghermin,younghermin,Locale_MainScenario:event_ce006_2_05_s_77,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_78,40080,event_ce006_2_05_s,Speech,younghermin,younghermin,Locale_MainScenario:event_ce006_2_05_s_78,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_79,40080,event_ce006_2_05_s,Speech,younghermin,younghermin,Locale_MainScenario:event_ce006_2_05_s_79,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_80,40080,event_ce006_2_05_s,Narration,younghermin,,Locale_MainScenario:event_ce006_2_05_s_80,False,,,,,,,,,,,black,black,1.0,,,,,,,,,,sfx_scn_memorynoise,Grey,,,,,,
event_ce006_2_05_s_81,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_81,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_82,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_82,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_83,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_83,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_84,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_84,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_85,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_85,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_86,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_86,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_87,40080,event_ce006_2_05_s,Narration,middlehermin,,Locale_MainScenario:event_ce006_2_05_s_87,False,,,,,,,,,,,black,black,1.0,,,,,,,,,,sfx_scn_memorynoise,Grey,,,,,,
event_ce006_2_05_s_88,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_88,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_89,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_89,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_90,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_90,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_91,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_91,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_92,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_92,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_93,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_93,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_94,40080,event_ce006_2_05_s,Narration,middlehermin,,Locale_MainScenario:event_ce006_2_05_s_94,False,,,,,,,,,,,black,black,1.0,,,,,,,,,,sfx_scn_memorynoise,Grey,,,,,,
event_ce006_2_05_s_95,40080,event_ce006_2_05_s,Narration,middlehermin,,Locale_MainScenario:event_ce006_2_05_s_95,False,,,,,,,,,,,1,1,1.0,,,,,,,,,,sfx_scn_emptyknock,Grey,,,,,,
event_ce006_2_05_s_96,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_96,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_97,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_97,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_98,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_98,False,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_99,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_99,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_100,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_100,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_101,40080,event_ce006_2_05_s,Narration,middlehermin,,Locale_MainScenario:event_ce006_2_05_s_101,False,,,,,,,,,,,black,black,1.0,,,,,,,,,,sfx_scn_memorynoise,Grey,,,,,,
event_ce006_2_05_s_102,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_102,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_103,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_103,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_104,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_104,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_105,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_105,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_106,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_106,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_107,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_107,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_108,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_108,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_109,40080,event_ce006_2_05_s,Narration,middlehermin,,Locale_MainScenario:event_ce006_2_05_s_109,False,,,,,,,,,,,black,black,1.0,,,,,,,,,,sfx_scn_memorynoise,Grey,,,,,,
event_ce006_2_05_s_110,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_110,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_111,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_111,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_112,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_112,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_113,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_113,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_114,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_114,False,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_115,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_115,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_116,40080,event_ce006_2_05_s,Narration,middlehermin,,Locale_MainScenario:event_ce006_2_05_s_116,False,,,,,,,,,,,black,black,1.0,,,,,,,,,,sfx_scn_memorynoise,Grey,,,,,,
event_ce006_2_05_s_117,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_117,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_118,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_118,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_119,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_119,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_120,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_120,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_121,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_121,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
