id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,play_sound,set_camera_shake,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,conversation_id
event_goldencoinrush1_02_s_36,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_36,True,,12,12,1.0,,soda,soda,,1,sad,,,,,13,idle,,,,
event_goldencoinrush1_02_s_37,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_37,True,,12,12,1.0,,soda,soda,,1,sad,,,,,13,idle,,,,
event_goldencoinrush1_02_s_38,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_38,True,,12,12,1.0,,rouge,rouge,,1,sad,,,,,13,idle,,,,
event_goldencoinrush1_02_s_39,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_39,True,,12,12,1.0,,rouge,rouge,,1,sad,,,,,13,idle,,,,
event_goldencoinrush1_02_s_40,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_40,True,,12,12,1.0,,rouge,rouge,,1,sad,,,,,13,idle,,,,
event_goldencoinrush1_02_s_41,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_41,True,,12,12,1.0,,rouge,rouge,,1,sad,,,,,13,idle,,,,
event_goldencoinrush1_02_s_42,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_42,True,,12,12,1.0,,rouge,rouge,,1,sad,,,,,13,idle,,,,
event_goldencoinrush1_02_s_43,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_43,True,,12,12,1.0,,rouge,rouge,,1,sad,,,,,13,idle,,,,
event_goldencoinrush1_02_s_44,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_44,True,,12,12,1.0,,rouge,rouge,,1,sad,,,,,13,idle,,,,
event_goldencoinrush1_02_s_45,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_45,True,,12,15,1.0,,unknown,unknown,,1,idle,,,,,13,idle,,,,
event_goldencoinrush1_02_s_46,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_46,True,,15,15,1.0,,unknown,unknown,,1,idle,,,,,13,idle,,,,
event_goldencoinrush1_02_s_47,40048,event_goldencoinrush1_02_s,Narration,Locale_MainScenario:event_goldencoinrush1_02_s_47,False,,15,S_150,0.6,,rouge,,,1,idle,,sfx_scn_grab,Low_2,,13,idle,,,,
event_goldencoinrush1_02_s_48,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_48,True,,130,130,1.0,,rouge,rouge,,1,idle,,,,,13,surprise,,,,
event_goldencoinrush1_02_s_49,40048,event_goldencoinrush1_02_s,Self,Locale_MainScenario:event_goldencoinrush1_02_s_49,False,,130,S_150,1.0,none,rouge,,,1,idle,,,,,13,surprise,,,,
event_goldencoinrush1_02_s_50,40048,event_goldencoinrush1_02_s,Monologue,Locale_MainScenario:event_goldencoinrush1_02_s_50,False,,S_150,S_150,1.0,,rouge,,,1,idle,,,,,13,surprise,,,,
event_goldencoinrush1_02_s_51,40048,event_goldencoinrush1_02_s,Self,Locale_MainScenario:event_goldencoinrush1_02_s_51,False,,S_150,S_150,1.0,,alice,,,1,idle,,,,,13,surprise,alice,15,delight,
event_goldencoinrush1_02_s_52,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_52,True,,S_150,15,1.0,event_bgm_bwparadise,alice,alice,,1,idle,,,,,13,surprise,,15,delight,
event_goldencoinrush1_02_s_53,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_53,True,,15,15,1.0,,alice,alice,,1,idle,,,,,13,surprise,,15,delight,
event_goldencoinrush1_02_s_54,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_54,True,,15,15,1.0,,alice,alice,,1,idle,,,,,13,surprise,,15,delight,
event_goldencoinrush1_02_s_55,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_55,True,,15,14,1.0,,rouge,rouge,,1,idle,,,,,13,surprise,,15,delight,
event_goldencoinrush1_02_s_56,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_56,True,,14,14,1.0,,rouge,rouge,,1,idle,,,,,13,surprise,,15,delight,
event_goldencoinrush1_02_s_57,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_57,True,,14,14,1.0,,alice,alice,,1,idle,,,,,13,surprise,,15,surprise,
event_goldencoinrush1_02_s_58,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_58,True,,14,14,1.0,,alice,alice,,1,idle,,,,,13,surprise,,15,surprise,
event_goldencoinrush1_02_s_59,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_59,True,,14,14,1.0,,alice,alice,,1,idle,,,,,13,surprise,,15,delight,
event_goldencoinrush1_02_s_60,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_60,True,,14,14,1.0,,alice,alice,,1,idle,,,,,13,surprise,,15,delight,
event_goldencoinrush1_02_s_61,40048,event_goldencoinrush1_02_s,Self,Locale_MainScenario:event_goldencoinrush1_02_s_61,False,,14,14,1.0,,alice,,,1,idle,,,,,13,surprise,,15,delight,
event_goldencoinrush1_02_s_62,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_62,True,,14,130,1.0,,rouge,rouge,,1,idle,,,,,13,idle,,15,delight,
event_goldencoinrush1_02_s_63,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_63,True,,130,130,1.0,,rouge,rouge,,1,idle,,,,,13,idle,,15,delight,
event_goldencoinrush1_02_s_64,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_64,True,,130,130,1.0,,rouge,rouge,,1,idle,,,,,13,idle,,15,delight,
event_goldencoinrush1_02_s_65,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_65,True,,130,130,1.0,,rouge,rouge,,1,idle,,,,,13,idle,,15,delight,
event_goldencoinrush1_02_s_66,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_66,True,,130,14,1.0,,alice,alice,,1,idle,,,,,13,idle,,15,idle,
event_goldencoinrush1_02_s_67,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_67,True,,14,14,1.0,,alice,alice,,1,idle,,,,,13,idle,,15,idle,
event_goldencoinrush1_02_s_68,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_68,True,,14,14,1.0,,rouge,rouge,,1,idle,,,,,13,idle,,15,idle,
event_goldencoinrush1_02_s_69,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_69,True,,14,14,1.0,,rouge,rouge,,1,idle,,,,,13,idle,,15,idle,
event_goldencoinrush1_02_s_70,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_70,True,,14,14,1.0,,rouge,rouge,,1,idle,,,,,13,idle,,15,idle,
event_goldencoinrush1_02_s_71,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_71,True,,14,14,1.0,,rouge,rouge,,1,idle,,,,,13,idle,,15,idle,
event_goldencoinrush1_02_s_72,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_72,True,,14,14,1.0,,alice,alice,,1,idle,,,,,13,idle,,15,delight,
event_goldencoinrush1_02_s_73,40048,event_goldencoinrush1_02_s,Self,Locale_MainScenario:event_goldencoinrush1_02_s_73,False,,14,S_150,1.0,,alice,,,1,idle,,,,,13,idle,,15,delight,
event_goldencoinrush1_02_s_74,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_74,True,,S_150,S_150,1.0,,alice,alice,,1,idle,,,,,13,idle,,15,idle,
event_goldencoinrush1_02_s_75,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_75,True,,S_150,S_150,1.0,,alice,alice,,1,idle,,,,,13,idle,,15,idle,
event_goldencoinrush1_02_s_76,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_76,True,,S_150,S_150,1.0,,alice,alice,,1,idle,,,,,13,idle,,15,idle,
event_goldencoinrush1_02_s_77,40048,event_goldencoinrush1_02_s,Self,Locale_MainScenario:event_goldencoinrush1_02_s_77,False,,S_150,S_150,1.0,,alice,,,1,idle,,,,,13,idle,,15,idle,
event_goldencoinrush1_02_s_78,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_78,True,,S_150,S_150,1.0,,alice,alice,,1,idle,,,,,13,idle,,15,delight,
event_goldencoinrush1_02_s_79,40048,event_goldencoinrush1_02_s,Self,Locale_MainScenario:event_goldencoinrush1_02_s_79,False,,S_150,S_150,1.0,,alice,,,1,idle,,,,,13,idle,,15,delight,
event_goldencoinrush1_02_s_80,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_80,True,,S_150,S_150,1.0,,alice,alice,,1,idle,,,,,13,idle,,15,surprise,
event_goldencoinrush1_02_s_81,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_81,True,,S_150,S_150,1.0,,alice,alice,,1,idle,,,,,13,idle,,15,surprise,
event_goldencoinrush1_02_s_82,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_82,True,,S_150,S_150,1.0,,alice,alice,,1,idle,,,,,13,idle,,15,surprise,
event_goldencoinrush1_02_s_83,40048,event_goldencoinrush1_02_s,Self,Locale_MainScenario:event_goldencoinrush1_02_s_83,False,,S_150,S_150,1.0,,alice,,,1,idle,,,,,13,idle,,15,surprise,
event_goldencoinrush1_02_s_84,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_84,True,,S_150,15,1.0,,alice,alice,,1,idle,,,,,13,idle,,15,idle,
event_goldencoinrush1_02_s_85,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_85,True,,S_10,S_10,1.0,,soda,soda,,1,idle,,,,,13,idle,,15,idle,
event_goldencoinrush1_02_s_86,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_86,True,,S_10,S_10,1.0,,soda,soda,,1,idle,,,,,13,idle,,15,idle,
event_goldencoinrush1_02_s_87,40048,event_goldencoinrush1_02_s,Monologue,Locale_MainScenario:event_goldencoinrush1_02_s_87,False,,15,15,1.0,,alice,,,1,idle,,,,,13,idle,,15,idle,
event_goldencoinrush1_02_s_88,40048,event_goldencoinrush1_02_s,Monologue,Locale_MainScenario:event_goldencoinrush1_02_s_88,False,,15,15,1.0,,alice,,,1,idle,,,,,13,idle,,15,idle,
event_goldencoinrush1_02_s_89,40048,event_goldencoinrush1_02_s,Monologue,Locale_MainScenario:event_goldencoinrush1_02_s_89,False,,15,15,1.0,,alice,,,1,idle,,,,,13,idle,,15,idle,
event_goldencoinrush1_02_s_90,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_90,True,,15,S_150,1.0,,alice,alice,,1,idle,,,,,13,idle,,15,idle,
event_goldencoinrush1_02_s_91,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_91,True,,S_150,S_150,1.0,,alice,alice,,1,idle,,,,,13,idle,,15,delight,
event_goldencoinrush1_02_s_92,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_92,True,,S_150,S_150,1.0,,alice,alice,,1,idle,,,,,13,idle,,15,delight,
event_goldencoinrush1_02_s_93,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_93,True,,S_150,S_150,1.0,,alice,alice,,1,idle,,,,,13,idle,,15,delight,
event_goldencoinrush1_02_s_94,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_94,True,,S_150,15,1.0,,alice,alice,,1,idle,,,,,13,idle,,15,surprise,
event_goldencoinrush1_02_s_95,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_95,True,,15,15,1.0,,alice,alice,,1,idle,,,,,13,idle,,15,shy,
event_goldencoinrush1_02_s_96,40048,event_goldencoinrush1_02_s,Self,Locale_MainScenario:event_goldencoinrush1_02_s_96,False,,15,15,1.0,,alice,,,1,idle,,,,,13,idle,,15,shy,
event_goldencoinrush1_02_s_97,40048,event_goldencoinrush1_02_s,Monologue,Locale_MainScenario:event_goldencoinrush1_02_s_97,False,,15,15,1.0,,alice,,,1,idle,,,,,13,idle,,15,shy,m_event_goldencoinrush1_02_s
event_goldencoinrush1_02_s_98,40048,event_goldencoinrush1_02_s,Self,Locale_MainScenario:event_goldencoinrush1_02_s_98,False,,15,15,1.0,,alice,,,1,idle,,,,,13,idle,,15,shy,
event_goldencoinrush1_02_s_99,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_99,True,,15,15,1.0,,alice,alice,,1,idle,,,,,13,idle,,15,surprise,
event_goldencoinrush1_02_s_100,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_100,True,,15,15,1.0,,alice,alice,,1,idle,,,,,13,idle,,15,delight,
event_goldencoinrush1_02_s_101,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_101,True,,15,12,1.0,,alice,alice,,1,idle,,,,,15,idle,,13,delight,
event_goldencoinrush1_02_s_102,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_102,True,,12,12,1.0,,soda,soda,,1,idle,,,,,15,idle,,13,delight,
event_goldencoinrush1_02_s_103,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_103,True,,12,12,1.0,,alice,alice,,1,idle,,,,,15,idle,,13,delight,
event_goldencoinrush1_02_s_104,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_104,True,,12,12,1.0,,alice,alice,,1,idle,,,,,15,idle,,13,delight,
event_goldencoinrush1_02_s_105,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_105,True,,12,S_10,1.0,,soda,soda,,1,shy,,,,,15,idle,,13,delight,
event_goldencoinrush1_02_s_106,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_106,True,,S_10,S_10,1.0,,soda,soda,,1,shy,,,,,15,idle,,13,delight,
event_goldencoinrush1_02_s_107,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_107,True,,S_10,S_10,1.0,,soda,soda,,1,think,,,,,15,idle,,13,delight,
event_goldencoinrush1_02_s_108,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_108,True,,S_10,S_10,1.0,,soda,soda,,1,think,,,,,15,idle,,13,delight,
event_goldencoinrush1_02_s_109,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_109,True,,S_10,S_130,1.0,,alice,alice,,1,think,,,,,15,idle,,13,delight,
event_goldencoinrush1_02_s_110,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_110,True,,S_130,150,1.0,,rouge,rouge,,1,think,,,,,15,idle,,13,delight,
event_goldencoinrush1_02_s_111,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_111,True,,150,150,1.0,,rouge,rouge,,1,think,,,,,15,idle,,13,delight,
event_goldencoinrush1_02_s_112,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_112,True,,150,150,1.0,,rouge,rouge,,1,think,,,,,15,idle,,13,delight,
event_goldencoinrush1_02_s_113,40048,event_goldencoinrush1_02_s,Speech,Locale_MainScenario:event_goldencoinrush1_02_s_113,True,,150,150,1.0,,rouge,rouge,,1,think,,,,,15,idle,,13,delight,
