id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
event_brandnewyear_05_e_22,40005,event_brandnewyear_05_e,Self,,,Locale_SubScenario:event_brandnewyear_05_e_22,False,,113,1,1.0,none,,,,1,idle,,13,idle,,3,idle
event_brandnewyear_05_e_23,40005,event_brandnewyear_05_e,Speech,helm_p,helm,Locale_SubScenario:event_brandnewyear_05_e_23,True,,1,1,1.0,,,,,1,idle,,13,idle,,3,idle
event_brandnewyear_05_e_24,40005,event_brandnewyear_05_e,Self,,,Locale_SubScenario:event_brandnewyear_05_e_24,False,,1,1,1.0,bgm_story_backtonormal,,,,1,idle,,13,idle,,3,idle
event_brandnewyear_05_e_25,40005,event_brandnewyear_05_e,Speech,sugar_p,sugar,Locale_SubScenario:event_brandnewyear_05_e_25,True,,1,113,1.0,,,,,1,idle,,13,idle,,3,idle
event_brandnewyear_05_e_26,40005,event_brandnewyear_05_e,Speech,sugar_p,sugar,Locale_SubScenario:event_brandnewyear_05_e_26,True,,113,113,1.0,,,,,1,idle,,13,idle,,3,idle
event_brandnewyear_05_e_27,40005,event_brandnewyear_05_e,Speech,helm_p,helm,Locale_SubScenario:event_brandnewyear_05_e_27,True,,113,113,1.0,,,,,1,no,,13,idle,,3,idle
event_brandnewyear_05_e_28,40005,event_brandnewyear_05_e,Speech,helm_p,helm,Locale_SubScenario:event_brandnewyear_05_e_28,True,,113,113,1.0,,,,,1,no,,13,idle,,3,idle
event_brandnewyear_05_e_29,40005,event_brandnewyear_05_e,Speech,helm_p,helm,Locale_SubScenario:event_brandnewyear_05_e_29,True,,113,113,1.0,,,,,1,no,,13,idle,,3,idle
event_brandnewyear_05_e_30,40005,event_brandnewyear_05_e,Speech,helm_p,helm,Locale_SubScenario:event_brandnewyear_05_e_30,True,,113,113,1.0,,,,,1,no,,13,idle,,3,idle
event_brandnewyear_05_e_31,40005,event_brandnewyear_05_e,Self,,,Locale_SubScenario:event_brandnewyear_05_e_31,False,,113,1,1.0,,,,,1,no,,13,idle,,3,idle
event_brandnewyear_05_e_32,40005,event_brandnewyear_05_e,Speech,helm_p,helm,Locale_SubScenario:event_brandnewyear_05_e_32,True,,1,1,1.0,,,,,1,idle,,13,idle,,3,idle
event_brandnewyear_05_e_33,40005,event_brandnewyear_05_e,Speech,helm_p,helm,Locale_SubScenario:event_brandnewyear_05_e_33,True,,1,1,1.0,,,,,1,idle,,13,idle,,3,idle
event_brandnewyear_05_e_34,40005,event_brandnewyear_05_e,Self,,,Locale_SubScenario:event_brandnewyear_05_e_34,False,,1,1,1.0,,,,,1,idle,,13,idle,,3,idle
event_brandnewyear_05_e_35,40005,event_brandnewyear_05_e,Speech,helm_p,helm,Locale_SubScenario:event_brandnewyear_05_e_35,True,,1,S_10,1.0,,,,,1,no,,13,idle,,3,idle
event_brandnewyear_05_e_36,40005,event_brandnewyear_05_e,Speech,helm_p,helm,Locale_SubScenario:event_brandnewyear_05_e_36,True,,S_10,S_10,1.0,,,,,1,no,,13,idle,,3,idle
event_brandnewyear_05_e_37,40005,event_brandnewyear_05_e,Self,,,Locale_SubScenario:event_brandnewyear_05_e_37,False,,S_10,S_10,1.0,,,,,1,no,,13,idle,,3,idle
event_brandnewyear_05_e_38,40005,event_brandnewyear_05_e,Speech,helm_p,helm,Locale_SubScenario:event_brandnewyear_05_e_38,True,,S_10,S_100,1.0,,,,,1,idle,,13,idle,,3,idle
event_brandnewyear_05_e_39,40005,event_brandnewyear_05_e,Choice,,,Locale_SubScenario:event_brandnewyear_05_e_39,False,,S_100,S_100,1.0,,,event_brandnewyear_05_e_41,,1,idle,,13,idle,,3,idle
event_brandnewyear_05_e_40,40005,event_brandnewyear_05_e,Choice,,,Locale_SubScenario:event_brandnewyear_05_e_40,False,,S_100,S_100,1.0,,,event_brandnewyear_05_e_42,,1,idle,,13,idle,,3,idle
event_brandnewyear_05_e_41,40005,event_brandnewyear_05_e,Speech,helm_p,helm,Locale_SubScenario:event_brandnewyear_05_e_41,True,,S_100,S_10,1.0,,,event_brandnewyear_05_e_43,,1,idle,,13,idle,,3,idle
event_brandnewyear_05_e_42,40005,event_brandnewyear_05_e,Speech,helm_p,helm,Locale_SubScenario:event_brandnewyear_05_e_42,True,,S_100,S_10,1.0,,,event_brandnewyear_05_e_43,,1,idle,,13,idle,,3,idle
event_brandnewyear_05_e_43,40005,event_brandnewyear_05_e,Self,,,Locale_SubScenario:event_brandnewyear_05_e_43,False,,S_10,S_10,1.0,,,,,1,idle,,13,idle,,3,idle
event_brandnewyear_05_e_44,40005,event_brandnewyear_05_e,Speech,helm_p,helm,Locale_SubScenario:event_brandnewyear_05_e_44,False,,S_10,1,1.0,,,,,1,no,,13,idle,,3,idle
event_brandnewyear_05_e_45,40005,event_brandnewyear_05_e,Speech,sugar_p,sugar,Locale_SubScenario:event_brandnewyear_05_e_45,True,,1,113,1.0,,,,,1,no,,13,idle,,3,idle
event_brandnewyear_05_e_46,40005,event_brandnewyear_05_e,Speech,helm_p,helm,Locale_SubScenario:event_brandnewyear_05_e_46,True,,113,113,1.0,,,,,1,idle,,13,idle,,3,idle
event_brandnewyear_05_e_47,40005,event_brandnewyear_05_e,Monologue,,,Locale_SubScenario:event_brandnewyear_05_e_47,False,,black,black,1.0,,,,,1,idle,,13,idle,,3,idle
