id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/4/hide_char_id
event_ce006_1_intermission_01_11,40079,event_ce006_1_intermission_01,Speech,anis,anis,Locale_MainScenario:event_ce006_1_intermission_01_11,True,,9,idle,,3,idle,,5,idle,,1,angry,,13,idle,,15,idle,,17,no,,7,idle,,12,12,1.0,,,
event_ce006_1_intermission_01_12,40079,event_ce006_1_intermission_01,Speech,anis,anis,Locale_MainScenario:event_ce006_1_intermission_01_12,True,,9,idle,,3,idle,,5,idle,,1,void,,13,idle,,15,idle,,17,no,,7,idle,,12,12,1.0,,,
event_ce006_1_intermission_01_13,40079,event_ce006_1_intermission_01,Speech,rapi,rapi,Locale_MainScenario:event_ce006_1_intermission_01_13,True,,9,idle,,3,idle,,5,idle,,1,void,,13,idle,,15,idle,,17,no,,7,idle,,4,4,1.0,,,
event_ce006_1_intermission_01_14,40079,event_ce006_1_intermission_01,Self,rapi,,Locale_MainScenario:event_ce006_1_intermission_01_14,False,,9,idle,,3,idle,,5,idle,,1,void,,13,idle,,15,idle,,17,no,,7,idle,,4,4,1.0,,,
event_ce006_1_intermission_01_15,40079,event_ce006_1_intermission_01,Speech,neon,neon,Locale_MainScenario:event_ce006_1_intermission_01_15,True,,9,idle,,3,idle,,5,idle,,1,void,,13,idle,,15,idle,,17,no,,7,idle,,4,4,1.0,,,
event_ce006_1_intermission_01_16,40079,event_ce006_1_intermission_01,Speech,anis,anis,Locale_MainScenario:event_ce006_1_intermission_01_16,True,,9,idle,,3,idle,,5,idle,,1,no,,13,idle,,15,idle,,17,no,,7,idle,,4,2,1.3,,,
event_ce006_1_intermission_01_17,40079,event_ce006_1_intermission_01,Speech,neon,neon,Locale_MainScenario:event_ce006_1_intermission_01_17,True,,9,idle,,3,delight,,5,idle,,1,no,,13,idle,,15,idle,,17,no,,7,idle,,2,2,1.0,,,
event_ce006_1_intermission_01_18,40079,event_ce006_1_intermission_01,Speech,anis,anis,Locale_MainScenario:event_ce006_1_intermission_01_18,True,,9,idle,,3,delight,,5,idle,,1,void,,13,idle,,15,idle,,17,no,,7,idle,,2,2,1.0,,,
event_ce006_1_intermission_01_19,40079,event_ce006_1_intermission_01,Speech,rapi,rapi,Locale_MainScenario:event_ce006_1_intermission_01_19,True,,9,idle,,3,delight,,5,idle,,1,void,,13,idle,,15,idle,,17,no,,7,idle,,6,6,1.0,,,
event_ce006_1_intermission_01_20,40079,event_ce006_1_intermission_01,Speech,anis,anis,Locale_MainScenario:event_ce006_1_intermission_01_20,True,,9,idle,,3,delight,,5,idle,,1,void,,13,idle,,15,idle,,17,no,,7,idle,,2,2,1.0,,,
event_ce006_1_intermission_01_21,40079,event_ce006_1_intermission_01,Speech,anis,anis,Locale_MainScenario:event_ce006_1_intermission_01_21,True,,9,idle,,3,delight,,5,idle,,1,void,,13,idle,,15,idle,,17,no,,7,idle,,2,2,1.0,,,
event_ce006_1_intermission_01_22,40079,event_ce006_1_intermission_01,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_1_intermission_01_22,True,,9,idle,,3,delight,,5,idle,,1,void,,13,idle,,15,idle,,17,no,,7,idle,,16,16,1.0,,,
event_ce006_1_intermission_01_23,40079,event_ce006_1_intermission_01,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_1_intermission_01_23,True,,9,idle,,3,delight,,5,idle,,1,void,,13,idle,,15,idle,,17,no,,7,idle,,16,16,1.0,,,
event_ce006_1_intermission_01_24,40079,event_ce006_1_intermission_01,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_1_intermission_01_24,True,,9,idle,,3,idle,,5,idle,,1,void,,13,idle,,15,idle,,17,no,,7,idle,,16,16,1.0,,,
event_ce006_1_intermission_01_25,40079,event_ce006_1_intermission_01,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_1_intermission_01_25,True,,9,idle,,3,idle,,5,idle,,1,void,,13,idle,,15,idle,,17,no,,7,idle,,16,16,1.0,,,
event_ce006_1_intermission_01_26,40079,event_ce006_1_intermission_01,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_1_intermission_01_26,True,,9,idle,,3,idle,,5,idle,,1,void,,13,idle,,15,idle,,17,no,,7,idle,,16,16,1.0,,,
event_ce006_1_intermission_01_27,40079,event_ce006_1_intermission_01,Speech,rapi,rapi,Locale_MainScenario:event_ce006_1_intermission_01_27,True,,9,idle,,3,idle,,5,idle,,1,void,,13,idle,,15,idle,,17,no,,7,idle,,6,6,1.0,,,
event_ce006_1_intermission_01_28,40079,event_ce006_1_intermission_01,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_1_intermission_01_28,True,,9,idle,,3,idle,,5,idle,,1,void,,13,idle,,15,idle,,17,no,,7,idle,,6,6,1.0,,,
event_ce006_1_intermission_01_29,40079,event_ce006_1_intermission_01,Speech,rapi,rapi,Locale_MainScenario:event_ce006_1_intermission_01_29,True,,9,idle,,3,idle,,5,idle,,1,void,,13,idle,,15,idle,,17,no,,7,idle,,6,50,1.3,none,,
event_ce006_1_intermission_01_30,40079,event_ce006_1_intermission_01,Speech,privaty,privaty,Locale_MainScenario:event_ce006_1_intermission_01_30,True,privaty,2,idle,,16,idle,,12,idle,,14,void,,13,idle,,6,idle,,4,no,,8,idle,,black,black,1.0,,roam,com
event_ce006_1_intermission_01_31,40079,event_ce006_1_intermission_01,Speech,privaty,privaty,Locale_MainScenario:event_ce006_1_intermission_01_31,True,,2,idle,,16,idle,,12,idle,,14,void,,,,,6,idle,,4,no,,8,idle,,2,S_20,1.3,,,
event_ce006_1_intermission_01_32,40079,event_ce006_1_intermission_01,Self,privaty,,Locale_MainScenario:event_ce006_1_intermission_01_32,False,,2,idle,,16,idle,,12,idle,,14,void,,,,,6,idle,,4,no,,8,idle,,S_20,S_20,1.0,collab_bgm_sb_menu_bosschallenge,,
event_ce006_1_intermission_01_33,40079,event_ce006_1_intermission_01,Speech,privaty,privaty,Locale_MainScenario:event_ce006_1_intermission_01_33,True,,2,idle,,16,idle,,12,idle,,14,void,,,,,6,idle,,4,no,,8,idle,,S_20,S_20,1.0,,,
event_ce006_1_intermission_01_34,40079,event_ce006_1_intermission_01,Speech,privaty,privaty,Locale_MainScenario:event_ce006_1_intermission_01_34,True,,2,idle,,16,idle,,12,idle,,14,void,,,,,6,idle,,4,no,,8,idle,,S_20,S_20,1.0,,,
event_ce006_1_intermission_01_35,40079,event_ce006_1_intermission_01,Speech,rapi,rapi,Locale_MainScenario:event_ce006_1_intermission_01_35,True,,2,idle,,16,idle,,12,idle,,14,void,,,,,6,idle,,4,no,,8,idle,,S_20,1,1.3,,,
event_ce006_1_intermission_01_36,40079,event_ce006_1_intermission_01,Speech,privaty,privaty,Locale_MainScenario:event_ce006_1_intermission_01_36,False,,2,angry,,16,idle,,12,idle,,14,void,,,,,6,idle,,4,no,,8,idle,,1,1,1.0,,,
event_ce006_1_intermission_01_37,40079,event_ce006_1_intermission_01,Speech,privaty,privaty,Locale_MainScenario:event_ce006_1_intermission_01_37,True,,2,idle,,16,idle,,12,idle,,14,void,,,,,6,idle,,4,no,,8,idle,,1,1,1.0,,,
event_ce006_1_intermission_01_38,40079,event_ce006_1_intermission_01,Speech,privaty,privaty,Locale_MainScenario:event_ce006_1_intermission_01_38,True,,2,idle,,16,idle,,12,idle,,14,void,,,,,6,idle,,4,no,,8,idle,,1,1,1.0,,,
event_ce006_1_intermission_01_39,40079,event_ce006_1_intermission_01,Speech,neon,neon,Locale_MainScenario:event_ce006_1_intermission_01_39,True,,2,idle,,16,worry,,12,idle,,14,void,,,,,6,idle,,4,no,,8,idle,,S_160,S_160,1.0,,,
event_ce006_1_intermission_01_40,40079,event_ce006_1_intermission_01,Speech,privaty,privaty,Locale_MainScenario:event_ce006_1_intermission_01_40,True,,2,idle,,16,worry,,12,idle,,14,void,,,,,6,idle,,4,no,,8,idle,,1,1,1.0,,,
event_ce006_1_intermission_01_41,40079,event_ce006_1_intermission_01,Speech,privaty,privaty,Locale_MainScenario:event_ce006_1_intermission_01_41,True,,2,idle,,16,worry,,12,idle,,14,void,,,,,6,idle,,4,no,,8,idle,,1,1,1.0,,,
event_ce006_1_intermission_01_42,40079,event_ce006_1_intermission_01,Speech,privaty,privaty,Locale_MainScenario:event_ce006_1_intermission_01_42,True,,2,idle,,16,worry,,12,idle,,14,void,,,,,6,idle,,4,no,,8,no,,1,1,1.0,,,
event_ce006_1_intermission_01_43,40079,event_ce006_1_intermission_01,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_1_intermission_01_43,True,,2,idle,,16,worry,,12,idle,,14,void,,,,,6,idle,,4,no,,8,no,,5,5,1.0,,,
event_ce006_1_intermission_01_44,40079,event_ce006_1_intermission_01,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_1_intermission_01_44,True,,2,idle,,14,idle,,16,idle,,12,void,,,,,6,think,,4,no,,8,no,,5,5,1.0,,,
event_ce006_1_intermission_01_45,40079,event_ce006_1_intermission_01,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_1_intermission_01_45,True,,2,idle,,14,idle,,16,idle,,12,void,,,,,6,think,,4,no,,8,no,,5,7,1.3,,,
event_ce006_1_intermission_01_46,40079,event_ce006_1_intermission_01,Speech,privaty,privaty,Locale_MainScenario:event_ce006_1_intermission_01_46,True,,2,idle,,14,idle,,16,idle,,12,void,,,,,6,idle,,4,no,,8,no,,3,3,1.0,,,
event_ce006_1_intermission_01_47,40079,event_ce006_1_intermission_01,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_1_intermission_01_47,True,,2,idle,,14,idle,,16,idle,,12,void,,,,,6,idle,,4,think,,8,no,,3,3,1.0,,,
event_ce006_1_intermission_01_48,40079,event_ce006_1_intermission_01,Speech,privaty,privaty,Locale_MainScenario:event_ce006_1_intermission_01_48,True,,2,angry,,14,idle,,16,idle,,12,void,,,,,6,idle,,4,think,,8,no,,3,3,1.0,,,
event_ce006_1_intermission_01_49,40079,event_ce006_1_intermission_01,Speech,privaty,privaty,Locale_MainScenario:event_ce006_1_intermission_01_49,True,,2,idle,,14,idle,,16,idle,,12,void,,,,,6,idle,,4,think,,8,no,,3,3,1.0,,,
event_ce006_1_intermission_01_50,40079,event_ce006_1_intermission_01,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_1_intermission_01_50,True,,2,idle,,14,idle,,16,idle,,12,void,,,,,6,idle,,4,no,,8,no,,3,3,1.0,,,
event_ce006_1_intermission_01_51,40079,event_ce006_1_intermission_01,Speech,privaty,privaty,Locale_MainScenario:event_ce006_1_intermission_01_51,True,,2,idle,,14,idle,,16,idle,,12,void,,,,,6,idle,,4,no,,8,no,,3,3,1.0,,,
event_ce006_1_intermission_01_52,40079,event_ce006_1_intermission_01,Speech,privaty,privaty,Locale_MainScenario:event_ce006_1_intermission_01_52,True,,2,idle,,14,idle,,16,idle,,12,void,,,,,6,idle,,4,no,,8,no,,3,3,1.0,,,
event_ce006_1_intermission_01_53,40079,event_ce006_1_intermission_01,Speech,privaty,privaty,Locale_MainScenario:event_ce006_1_intermission_01_53,True,,2,idle,,14,idle,,16,idle,,12,void,,,,,6,idle,,4,no,,8,no,,3,3,1.0,,,
event_ce006_1_intermission_01_54,40079,event_ce006_1_intermission_01,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_1_intermission_01_54,True,,2,idle,,14,idle,,16,idle,,12,void,,,,,6,idle,,4,no,,8,no,,3,3,1.0,,,
event_ce006_1_intermission_01_55,40079,event_ce006_1_intermission_01,Speech,privaty,privaty,Locale_MainScenario:event_ce006_1_intermission_01_55,True,,2,idle,,14,idle,,16,idle,,12,void,,,,,6,idle,,4,no,,8,no,,3,3,1.0,,,
event_ce006_1_intermission_01_56,40079,event_ce006_1_intermission_01,Speech,neon,neon,Locale_MainScenario:event_ce006_1_intermission_01_56,True,,2,idle,,14,idle,,16,idle,,12,void,,,,,6,idle,,4,no,,8,no,,15,15,1.0,,,
event_ce006_1_intermission_01_57,40079,event_ce006_1_intermission_01,Speech,privaty,privaty,Locale_MainScenario:event_ce006_1_intermission_01_57,True,,2,delight,,14,idle,,16,idle,,12,void,,,,,6,idle,,4,no,,8,no,,1,1,1.0,,,
event_ce006_1_intermission_01_58,40079,event_ce006_1_intermission_01,Speech,anis,anis,Locale_MainScenario:event_ce006_1_intermission_01_58,True,,2,delight,,14,idle,,16,idle,,12,no,,,,,6,idle,,4,no,,8,no,,1,1,1.0,,,
event_ce006_1_intermission_01_59,40079,event_ce006_1_intermission_01,Speech,privaty,privaty,Locale_MainScenario:event_ce006_1_intermission_01_59,False,,2,sad,,14,idle,,16,idle,,12,no,,,,,6,idle,,4,no,,8,no,,1,1,1.0,,,
event_ce006_1_intermission_01_60,40079,event_ce006_1_intermission_01,Speech,privaty,privaty,Locale_MainScenario:event_ce006_1_intermission_01_60,True,,2,idle,,14,idle,,16,idle,,12,no,,,,,6,idle,,4,no,,8,no,,1,1,1.0,,,
event_ce006_1_intermission_01_61,40079,event_ce006_1_intermission_01,Speech,anis,anis,Locale_MainScenario:event_ce006_1_intermission_01_61,True,,2,idle,,14,idle,,16,idle,,12,no,,,,,6,idle,,4,no,,8,no,,1,1,1.0,,,
event_ce006_1_intermission_01_62,40079,event_ce006_1_intermission_01,Speech,privaty,privaty,Locale_MainScenario:event_ce006_1_intermission_01_62,True,,2,angry,,14,idle,,16,idle,,12,no,,,,,6,idle,,4,no,,8,no,,1,1,1.0,,,
event_ce006_1_intermission_01_63,40079,event_ce006_1_intermission_01,Speech,anis,anis,Locale_MainScenario:event_ce006_1_intermission_01_63,True,,2,angry,,14,idle,,16,idle,,12,idle,,,,,6,idle,,4,no,,8,no,,1,1,1.0,,,
event_ce006_1_intermission_01_64,40079,event_ce006_1_intermission_01,Speech,privaty,privaty,Locale_MainScenario:event_ce006_1_intermission_01_64,True,,2,angry,,14,idle,,16,idle,,12,idle,,,,,6,idle,,4,no,,8,no,,1,1,1.0,,,
event_ce006_1_intermission_01_65,40079,event_ce006_1_intermission_01,Self,privaty,,Locale_MainScenario:event_ce006_1_intermission_01_65,False,,2,angry,,14,idle,,16,idle,,12,idle,,,,,6,idle,,4,no,,8,no,,1,1,1.0,,,
event_ce006_1_intermission_01_66,40079,event_ce006_1_intermission_01,Speech,privaty,privaty,Locale_MainScenario:event_ce006_1_intermission_01_66,True,,2,idle,,14,idle,,16,idle,,12,idle,,,,,6,idle,,4,no,,8,no,,1,1,1.0,,,
event_ce006_1_intermission_01_67,40079,event_ce006_1_intermission_01,Speech,privaty,privaty,Locale_MainScenario:event_ce006_1_intermission_01_67,True,,2,idle,,14,idle,,16,idle,,12,idle,,,,,6,idle,,4,no,,8,no,,1,1,1.0,,,
event_ce006_1_intermission_01_68,40079,event_ce006_1_intermission_01,Speech,privaty,privaty,Locale_MainScenario:event_ce006_1_intermission_01_68,True,,2,idle,,14,idle,,16,idle,,12,idle,,,,,6,idle,,4,no,,8,no,,1,1,1.0,,,
event_ce006_1_intermission_01_69,40079,event_ce006_1_intermission_01,Speech,anis,anis,Locale_MainScenario:event_ce006_1_intermission_01_69,True,,2,idle,,14,idle,,16,idle,,12,angry,,,,,6,idle,,4,no,,8,no,,1,1,1.0,,,
event_ce006_1_intermission_01_70,40079,event_ce006_1_intermission_01,Speech,privaty,privaty,Locale_MainScenario:event_ce006_1_intermission_01_70,False,,2,idle,,14,idle,,16,idle,,12,angry,,,,,6,idle,,4,no,,8,no,,1,1,1.0,,,
event_ce006_1_intermission_01_71,40079,event_ce006_1_intermission_01,Speech,privaty,privaty,Locale_MainScenario:event_ce006_1_intermission_01_71,True,,2,idle,,14,idle,,16,idle,,12,angry,,,,,6,idle,,4,no,,8,no,,1,1,1.0,,,
event_ce006_1_intermission_01_72,40079,event_ce006_1_intermission_01,Speech,privaty,elegg,Locale_MainScenario:event_ce006_1_intermission_01_72,False,,2,idle,,14,idle,,16,idle,,12,angry,elegg,18,delight,,6,idle,,4,no,,8,no,,black,black,1.0,,,
event_ce006_1_intermission_01_73,40079,event_ce006_1_intermission_01,Speech,elegg,elegg,Locale_MainScenario:event_ce006_1_intermission_01_73,True,,2,idle,,14,idle,,16,idle,,12,angry,,18,delight,,6,idle,,4,no,,8,no,,18,S_180,1.3,,,
event_ce006_1_intermission_01_74,40079,event_ce006_1_intermission_01,Self,elegg,,Locale_MainScenario:event_ce006_1_intermission_01_74,False,,2,idle,,14,idle,,16,idle,,12,angry,,18,delight,,6,idle,,4,no,,8,no,,S_180,S_180,1.0,,,
event_ce006_1_intermission_01_75,40079,event_ce006_1_intermission_01,Speech,elegg,elegg,Locale_MainScenario:event_ce006_1_intermission_01_75,True,,2,idle,,14,idle,,16,idle,,12,angry,,18,idle,,6,idle,,4,no,,8,no,,S_180,S_180,1.3,,,
event_ce006_1_intermission_01_76,40079,event_ce006_1_intermission_01,Speech,elegg,elegg,Locale_MainScenario:event_ce006_1_intermission_01_76,True,,2,idle,,14,idle,,16,idle,,12,angry,,18,idle,,6,idle,,4,no,,8,no,,S_180,S_180,1.0,,,
