id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,highlight,speaker,characters/1/hide_char_id,characters/2/hide_char_id
event_ce02_1_intermission_01_16,40026,event_ce02_1_intermission_01,Self,Locale_SubScenario:event_ce02_1_intermission_01_16,False,,5,idle,,300,300,1.0,,,3,idle,,7,idle,,1,idle,,15,idle,,13,idle,,,,
event_ce02_1_intermission_01_17,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_17,True,,5,idle,,300,30,1.0,,,3,idle,,7,idle,,1,idle,,15,idle,,13,idle,rapi,rapi,,
event_ce02_1_intermission_01_18,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_18,True,,5,idle,,S_70,S_70,1.0,,,3,idle,,7,idle,,1,idle,,15,idle,,13,idle,neon,neon,,
event_ce02_1_intermission_01_19,40026,event_ce02_1_intermission_01,Monologue,Locale_SubScenario:event_ce02_1_intermission_01_19,False,,5,idle,,S_70,S_70,1.0,,,3,idle,,7,idle,,1,idle,,15,idle,,13,idle,,,rapi,neon
event_ce02_1_intermission_01_20,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_20,True,,5,idle,,S_70,50,1.0,,,,,,,,,1,idle,,15,idle,,13,idle,anis,anis,,
event_ce02_1_intermission_01_21,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_21,True,,5,idle,,50,50,1.0,,,,,,,,,1,idle,,15,idle,,13,idle,anis,anis,,
event_ce02_1_intermission_01_22,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_22,True,,5,idle,,130,130,1.0,,,,,,,,,1,idle,,15,idle,,13,idle,c1002_02,c1002_02,,
event_ce02_1_intermission_01_23,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_23,True,,5,idle,,130,130,1.0,,,,,,,,,1,idle,,15,idle,,13,idle,c1002_02,c1002_02,,
event_ce02_1_intermission_01_24,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_24,True,,5,idle,,10,10,1.0,,,,,,,,,1,idle,,15,idle,,13,idle,b0006_02,b0006_02,,
event_ce02_1_intermission_01_25,40026,event_ce02_1_intermission_01,Monologue,Locale_SubScenario:event_ce02_1_intermission_01_25,False,,5,idle,,10,10,1.0,,,,,,,,,1,idle,,15,idle,,13,idle,,,,
event_ce02_1_intermission_01_26,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_26,True,,5,idle,,10,130,1.0,,,,,,,,,1,idle,,15,idle,,13,idle,c1002_02,c1002_02,,
event_ce02_1_intermission_01_27,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_27,True,,5,idle,,130,130,1.0,,,,,,,,,1,idle,,15,idle,,13,idle,c1002_02,c1002_02,,
event_ce02_1_intermission_01_28,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_28,True,,5,idle,,130,1315,1.0,,,,,,,,,1,idle,,15,idle,,13,idle,6000d_02,6000d_02,,
event_ce02_1_intermission_01_29,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_29,True,,5,idle,,1315,1315,1.0,,,,,,,,,1,idle,,15,idle,,13,idle,c1002_02,c1002_02,,
event_ce02_1_intermission_01_30,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_30,True,,5,idle,,1315,1315,1.0,,,,,,,,,1,idle,,15,idle,,13,idle,c1002_02,c1002_02,,
event_ce02_1_intermission_01_31,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_31,True,,5,idle,,1315,1315,1.0,,,,,,,,,1,idle,,15,idle,,13,idle,6000d_02,6000d_02,,
event_ce02_1_intermission_01_32,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_32,True,,5,idle,,1315,1315,1.0,,,,,,,,,1,idle,,15,idle,,13,idle,c1002_02,c1002_02,,
event_ce02_1_intermission_01_33,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_33,True,,5,idle,,1315,1315,1.0,,,,,,,,,1,idle,,15,idle,,13,idle,c1002_02,c1002_02,,
event_ce02_1_intermission_01_34,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_34,True,,5,idle,,1315,1315,1.0,,,,,,,,,1,idle,,15,idle,,13,idle,c1002_02,c1002_02,,
event_ce02_1_intermission_01_35,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_35,True,,5,idle,,1315,1315,1.0,,,,,,,,,1,idle,,15,idle,,13,idle,6000d_02,6000d_02,,
event_ce02_1_intermission_01_36,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_36,True,,5,idle,,1315,1315,1.0,,,,,,,,,1,idle,,15,idle,,13,idle,c1002_02,c1002_02,,
event_ce02_1_intermission_01_37,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_37,True,,5,idle,,1315,1315,1.0,,,,,,,,,1,idle,,15,idle,,13,idle,c1002_02,c1002_02,,
event_ce02_1_intermission_01_38,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_38,True,,5,idle,,1315,1315,1.0,,,,,,,,,1,idle,,15,idle,,13,idle,c1002_02,c1002_02,,
event_ce02_1_intermission_01_39,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_39,True,,5,idle,,1315,150,1.0,,,,,,,,,1,idle,,15,idle,,13,idle,6000d_02,6000d_02,,
event_ce02_1_intermission_01_40,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_40,True,,5,idle,,150,150,1.0,,,,,,,,,1,idle,,15,idle,,13,idle,6000d_02,6000d_02,,
event_ce02_1_intermission_01_41,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_41,True,,5,idle,,150,130,1.0,,,,,,,,,1,idle,,15,idle,,13,idle,c1002_02,c1002_02,,
event_ce02_1_intermission_01_42,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_42,True,,5,idle,,130,130,1.0,,,,,,,,,1,idle,,15,idle,,13,idle,c1002_02,c1002_02,,
event_ce02_1_intermission_01_43,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_43,True,,5,idle,,130,10,1.0,,,,,,,,,1,idle,,15,idle,,13,idle,b0006_02,b0006_02,,
event_ce02_1_intermission_01_44,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_44,True,,5,idle,,10,10,1.0,,,,,,,,,1,idle,,15,idle,,13,idle,b0006_02,b0006_02,,
event_ce02_1_intermission_01_45,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_45,True,,5,idle,,10,10,1.0,,,,,,,,,1,idle,,15,idle,,13,idle,b0006_02,b0006_02,,
event_ce02_1_intermission_01_46,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_46,True,,5,idle,,150,150,1.0,,,,,,,,,1,idle,,15,idle,,13,idle,6000d_02,6000d_02,,
event_ce02_1_intermission_01_47,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_47,True,,5,idle,,150,150,1.0,,,,,,,,,1,idle,,15,idle,,13,idle,6000d_02,6000d_02,,
event_ce02_1_intermission_01_48,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_48,True,,5,idle,,150,130,1.0,,,,,,,,,1,idle,,15,idle,,13,idle,c1002_02,c1002_02,,
event_ce02_1_intermission_01_49,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_49,True,,5,idle,,130,130,1.0,,,,,,,,,1,idle,,15,idle,,13,idle,c1002_02,c1002_02,,
event_ce02_1_intermission_01_50,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_50,True,,5,idle,,130,130,1.0,,,,,,,,,1,idle,,15,idle,,13,idle,c1002_02,c1002_02,,
event_ce02_1_intermission_01_51,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_51,True,,5,idle,,130,1300,1.0,,,,,,,,,1,idle,,15,idle,,13,idle,c1002_02,c1002_02,,
event_ce02_1_intermission_01_52,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_52,True,,5,idle,,1300,1300,1.0,,,,,,,,,1,idle,,15,idle,,13,idle,c1002_02,c1002_02,,
event_ce02_1_intermission_01_53,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_53,True,,5,idle,,1300,1300,1.0,,,,,,,,,1,idle,,15,idle,,13,idle,c1002_02,c1002_02,,
event_ce02_1_intermission_01_54,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_54,True,,5,idle,,1300,113,2.0,,,,,,,,,1,idle,,15,idle,,13,idle,b0006_02,b0006_02,,
event_ce02_1_intermission_01_55,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_55,True,,5,idle,,113,113,1.0,,,,,,,,,1,idle,,15,idle,,13,idle,b0006_02,b0006_02,,
event_ce02_1_intermission_01_56,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_56,True,,5,idle,,113,113,1.0,,,,,,,,,1,idle,,15,idle,,13,idle,c1002_02,c1002_02,,
event_ce02_1_intermission_01_57,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_57,True,,5,idle,,150,150,1.0,,,,,,,,,1,idle,,15,idle,,13,idle,6000d_02,6000d_02,,
event_ce02_1_intermission_01_58,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_58,True,,5,idle,,130,130,1.0,,,,,,,,,1,idle,,15,idle,,13,idle,c1002_02,c1002_02,,
event_ce02_1_intermission_01_59,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_59,True,,5,idle,,130,13,1.0,,,,,,,,,1,idle,,15,idle,,13,idle,c1002_02,c1002_02,,
event_ce02_1_intermission_01_60,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_60,True,,5,idle,,13,13,1.0,,,,,,,,,1,idle,,15,idle,,13,idle,c1002_02,c1002_02,,
event_ce02_1_intermission_01_61,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_61,True,,5,idle,,13,113,1.0,,,,,,,,,1,idle,,15,idle,,13,idle,b0006_02,b0006_02,,
event_ce02_1_intermission_01_62,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_62,True,,5,idle,,113,113,1.0,,,,,,,,,1,idle,,15,idle,,13,idle,b0006_02,b0006_02,,
event_ce02_1_intermission_01_63,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_63,True,,5,idle,,113,113,1.0,,,,,,,,,1,idle,,15,idle,,13,idle,c1002_02,c1002_02,,
event_ce02_1_intermission_01_64,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_64,True,,5,idle,,113,1315,1.0,,,,,,,,,1,idle,,15,idle,,13,idle,6000d_02,6000d_02,,
event_ce02_1_intermission_01_65,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_65,True,,5,idle,,1315,1315,1.0,,,,,,,,,1,idle,,15,idle,,13,idle,c1002_02,c1002_02,,
event_ce02_1_intermission_01_66,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_66,False,,5,void,,1315,5,2.0,,,,,,,,,1,idle,,15,idle,,13,idle,anis,anis,,
event_ce02_1_intermission_01_67,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_67,True,,5,void,,5,5,1.0,,,,,,,,,1,idle,,15,idle,,13,idle,anis,anis,,
event_ce02_1_intermission_01_68,40026,event_ce02_1_intermission_01,Self,Locale_SubScenario:event_ce02_1_intermission_01_68,False,,5,void,,5,5,1.0,,,,,,,,,1,idle,,15,idle,,13,idle,,,,
event_ce02_1_intermission_01_69,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_69,True,,5,void,,5,50,1.0,,,,,,,,,1,idle,,15,idle,,13,idle,anis,anis,,
event_ce02_1_intermission_01_70,40026,event_ce02_1_intermission_01,Self,Locale_SubScenario:event_ce02_1_intermission_01_70,False,,5,void,,50,50,1.0,,,,,,,,,1,idle,,15,idle,,13,idle,,,,
event_ce02_1_intermission_01_71,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_71,True,,5,void,,50,50,1.0,,,,,,,,,1,idle,,15,idle,,13,idle,anis,anis,,
event_ce02_1_intermission_01_72,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_72,True,,5,void,,50,50,1.0,,,,,,,,,1,idle,,15,idle,,13,idle,anis,anis,,
event_ce02_1_intermission_01_73,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_73,True,,5,void,,50,75,2.0,,rapi,3,idle,neon,7,no,,1,idle,,15,idle,,13,idle,neon,neon,,
event_ce02_1_intermission_01_74,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_74,False,,5,angry,,75,75,1.0,,,3,idle,,7,no,,1,idle,,15,idle,,13,idle,anis,anis,,
event_ce02_1_intermission_01_75,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_75,True,,5,angry,,75,75,1.0,,,3,idle,,7,no,,1,idle,,15,idle,,13,idle,anis,anis,,
event_ce02_1_intermission_01_76,40026,event_ce02_1_intermission_01,Self,Locale_SubScenario:event_ce02_1_intermission_01_76,False,,5,angry,,75,3,1.0,,,3,idle,,7,idle,,1,idle,,15,idle,,13,idle,,,,
event_ce02_1_intermission_01_77,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_77,True,,5,angry,,3,3,1.0,,,3,idle,,7,idle,,1,idle,,15,idle,,13,idle,rapi,rapi,,
event_ce02_1_intermission_01_78,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_78,True,,5,angry,,3,3,1.0,,,3,idle,,7,idle,,1,idle,,15,idle,,13,idle,rapi,rapi,,
event_ce02_1_intermission_01_79,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_79,True,,5,angry,,3,30,1.0,,,3,idle,,7,idle,,1,idle,,15,idle,,13,idle,rapi,rapi,,
event_ce02_1_intermission_01_80,40026,event_ce02_1_intermission_01,Self,Locale_SubScenario:event_ce02_1_intermission_01_80,False,,5,angry,,30,30,1.0,,,3,idle,,7,idle,,1,idle,,15,idle,,13,idle,,,,
event_ce02_1_intermission_01_81,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_81,True,,5,angry,,S_70,S_70,1.0,,,3,idle,,7,idle,,1,idle,,15,idle,,13,idle,neon,neon,,
event_ce02_1_intermission_01_82,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_82,True,,5,void,,S_70,S_70,1.0,,,3,idle,,7,idle,,1,idle,,15,idle,,13,idle,neon,neon,,
event_ce02_1_intermission_01_83,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_83,True,,5,void,,S_70,75,1.0,,,3,idle,,7,idle,,1,idle,,15,idle,,13,idle,anis,anis,,
event_ce02_1_intermission_01_84,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_84,True,,5,void,,75,75,1.0,,,3,idle,,7,idle,,1,idle,,15,idle,,13,idle,anis,anis,,
event_ce02_1_intermission_01_85,40026,event_ce02_1_intermission_01,Self,Locale_SubScenario:event_ce02_1_intermission_01_85,False,,5,void,,75,75,1.0,,,3,idle,,7,idle,,1,idle,,15,idle,,13,idle,,,,
event_ce02_1_intermission_01_86,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_86,True,,5,worry,,75,50,1.0,,,3,idle,,7,idle,,1,idle,,15,idle,,13,idle,anis,anis,,
event_ce02_1_intermission_01_87,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_87,True,,5,worry,,50,50,1.0,,,3,idle,,7,idle,,1,idle,,15,idle,,13,idle,anis,anis,,
event_ce02_1_intermission_01_88,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_88,True,,5,worry,,50,50,1.0,,,3,idle,,7,idle,,1,idle,,15,idle,,13,idle,anis,anis,,
event_ce02_1_intermission_01_89,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_89,True,,5,worry,,50,50,1.0,,,3,idle,,7,idle,,1,idle,,15,idle,,13,idle,anis,anis,,
event_ce02_1_intermission_01_90,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_90,True,,5,worry,,50,50,1.0,,,3,idle,,7,idle,,1,idle,,15,idle,,13,idle,anis,anis,,
event_ce02_1_intermission_01_91,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_91,True,,5,worry,,50,500,1.0,,,3,idle,,7,idle,,1,idle,,15,idle,,13,idle,anis,anis,,
event_ce02_1_intermission_01_92,40026,event_ce02_1_intermission_01,Self,Locale_SubScenario:event_ce02_1_intermission_01_92,False,,5,worry,,500,500,1.0,,,3,idle,,7,idle,,1,idle,,15,idle,,13,idle,,,,
event_ce02_1_intermission_01_93,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_93,True,,5,worry,,500,500,1.0,,,3,idle,,7,idle,,1,idle,,15,idle,,13,idle,anis,anis,,
event_ce02_1_intermission_01_94,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_94,True,,5,worry,,500,500,1.0,,,3,idle,,7,idle,,1,idle,,15,idle,,13,idle,anis,anis,,
event_ce02_1_intermission_01_95,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_95,True,,5,worry,,500,S_700,1.0,,,3,idle,,7,idle,,1,idle,,15,idle,,13,idle,neon,neon,,
event_ce02_1_intermission_01_96,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_96,True,,5,worry,,S_700,S_700,1.0,,,3,idle,,7,idle,,1,idle,,15,idle,,13,idle,neon,neon,,
event_ce02_1_intermission_01_97,40026,event_ce02_1_intermission_01,Monologue,Locale_SubScenario:event_ce02_1_intermission_01_97,False,,5,worry,,300,30,1.0,,,3,idle,,7,idle,,1,idle,,15,idle,,13,idle,,,,
event_ce02_1_intermission_01_98,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_98,False,,5,worry,,30,30,1.0,,,3,idle,,7,idle,,1,idle,,15,idle,,13,idle,rapi,rapi,,
event_ce02_1_intermission_01_99,40026,event_ce02_1_intermission_01,Speech,Locale_SubScenario:event_ce02_1_intermission_01_99,True,,5,worry,,30,30,1.0,,,3,idle,,7,idle,,1,idle,,15,idle,,13,idle,rapi,rapi,,
