id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,set_filter_01,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
event_neverland2_06_s_18,40035,event_neverland2_06_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_06_s_18,True,,31,31,1.0,,,,,,3,angry,,,1,no,,,5,think,,,7,surprise,,,,,
event_neverland2_06_s_19,40035,event_neverland2_06_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_06_s_19,True,,31,31,1.0,,,,,,3,angry,,,1,no,,,5,think,,,7,surprise,,,,,
event_neverland2_06_s_20,40035,event_neverland2_06_s,Monologue,,,Locale_MainScenario:event_neverland2_06_s_20,False,,31,13,1.0,,,,,,3,angry,,,13,no,,,5,think,,,7,surprise,,,,,
event_neverland2_06_s_21,40035,event_neverland2_06_s,Self,,,Locale_MainScenario:event_neverland2_06_s_21,False,,13,13,1.0,none,,,,,3,angry,,,13,no,,,5,think,,,7,surprise,,,,,
event_neverland2_06_s_22,40035,event_neverland2_06_s,Narration,,,Locale_MainScenario:event_neverland2_06_s_22,False,,13,13,1.0,,sfx_scn_woodbridge,,,,3,angry,,,13,no,,,5,think,,,7,surprise,,,,,
event_neverland2_06_s_23,40035,event_neverland2_06_s,Monologue,,,Locale_MainScenario:event_neverland2_06_s_23,False,,13,S_1300,1.0,bgm_story_lastbullet,,,,,3,angry,ludmilla_w,,13,no,,,5,think,blanc_c,,7,surprise,noir_c,,,,
event_neverland2_06_s_24,40035,event_neverland2_06_s,Narration,,,Locale_MainScenario:event_neverland2_06_s_24,False,,black,black,1.0,,sfx_scn_wood_board_break,,,,,,,,13,no,,,,,,,,,,,,,
event_neverland2_06_s_25,40035,event_neverland2_06_s,Monologue,,,Locale_MainScenario:event_neverland2_06_s_25,False,,black,black,1.0,,,,,,,,,,13,no,,,,,,,,,,,,,
event_neverland2_06_s_26,40035,event_neverland2_06_s,Monologue,,,Locale_MainScenario:event_neverland2_06_s_26,False,HotSpringInnOut_n,black,black,1.0,,,,,,,,,,13,no,mica_w,belorta,5,delight,,,,,,,,,
event_neverland2_06_s_27,40035,event_neverland2_06_s,Speech,belorta,belorta,Locale_MainScenario:event_neverland2_06_s_27,True,,XS_500,XS_500,1.0,,,,Grey,,,,,,,,,,5,delight,,,,,,,,,
event_neverland2_06_s_28,40035,event_neverland2_06_s,Speech,belorta,belorta,Locale_MainScenario:event_neverland2_06_s_28,True,,XS_500,XS_500,1.0,,,,Grey,,,,,,,,,,5,delight,,,,,,,,,
event_neverland2_06_s_29,40035,event_neverland2_06_s,Speech,belorta,belorta,Locale_MainScenario:event_neverland2_06_s_29,True,,XS_500,XS_500,1.0,,,,Grey,,,,,,,,,,5,delight,,,,,,,,,
event_neverland2_06_s_30,40035,event_neverland2_06_s,Narration,,,Locale_MainScenario:event_neverland2_06_s_30,False,,black,black,1.0,,sfx_scn_ropecut,,,,,,,,,,,,5,delight,,,,,,,,,
event_neverland2_06_s_31,40035,event_neverland2_06_s,Monologue,,,Locale_MainScenario:event_neverland2_06_s_31,False,HotSpringInnIn_n,black,black,1.0,,,,,,,,,,,,,,5,delight,,,,,,,,,
event_neverland2_06_s_32,40035,event_neverland2_06_s,Speech,belorta,belorta,Locale_MainScenario:event_neverland2_06_s_32,True,,XS_500,XS_500,1.0,,,,Grey,,,,,,,,,,5,delight,,,,,,,,,
event_neverland2_06_s_33,40035,event_neverland2_06_s,Speech,belorta,belorta,Locale_MainScenario:event_neverland2_06_s_33,True,,XS_500,XS_500,1.0,,,,Grey,,,,,,,,,,5,delight,,,,,,,,,
event_neverland2_06_s_34,40035,event_neverland2_06_s,Speech,belorta,belorta,Locale_MainScenario:event_neverland2_06_s_34,True,,XS_500,XS_500,1.0,,,,Grey,,,,,,,,,,5,delight,,,,,,,,,
event_neverland2_06_s_35,40035,event_neverland2_06_s,Speech,belorta,belorta,Locale_MainScenario:event_neverland2_06_s_35,True,,XS_500,XS_500,1.0,,,,Grey,,,,,,,,,,5,delight,,,,,,,,,
event_neverland2_06_s_36,40035,event_neverland2_06_s,Narration,,,Locale_MainScenario:event_neverland2_06_s_36,False,EventScene_NeverLand_03,black,black,1.0,,sfx_scn_wood_pole,,,,,,,mica_w,13,no,,,5,delight,belorta,,,,,,,,
event_neverland2_06_s_37,40035,event_neverland2_06_s,Monologue,,,Locale_MainScenario:event_neverland2_06_s_37,False,,black,black,1.0,,,,,,,,,,13,no,,,,,,,,,,,,,
event_neverland2_06_s_38,40035,event_neverland2_06_s,Monologue,,,Locale_MainScenario:event_neverland2_06_s_38,False,,micarun_01,micarun_02,1.0,,,,,,,,,,13,no,,,,,,,,,,,,,
event_neverland2_06_s_39,40035,event_neverland2_06_s,Monologue,,,Locale_MainScenario:event_neverland2_06_s_39,False,,micarun_02,micarun_02,1.0,,,,,,,,,,13,no,,,,,,,,,,,,,
event_neverland2_06_s_40,40035,event_neverland2_06_s,Monologue,,,Locale_MainScenario:event_neverland2_06_s_40,False,,micarun_02,micarun_02,1.0,,,,,,,,,,13,no,,,,,,,,,,,,,
event_neverland2_06_s_41,40035,event_neverland2_06_s,Monologue,,,Locale_MainScenario:event_neverland2_06_s_41,False,EventScene_NeverLand_02_1,black,black,1.0,,,,,,,,,,13,no,mica_w,,,,,,,,,,,,
event_neverland2_06_s_42,40035,event_neverland2_06_s,Speech,belorta,belorta,Locale_MainScenario:event_neverland2_06_s_42,True,,mica_belorta_02,mica_belorta_02,1.0,,,,Grey,,,,,,,,,,,,,,,,,,,,
event_neverland2_06_s_43,40035,event_neverland2_06_s,Speech,belorta,belorta,Locale_MainScenario:event_neverland2_06_s_43,True,,mica_belorta_02,mica_belorta_02,1.0,,,,Grey,,,,,,,,,,,,,,,,,,,,
event_neverland2_06_s_44,40035,event_neverland2_06_s,Speech,belorta,belorta,Locale_MainScenario:event_neverland2_06_s_44,True,,mica_belorta_02,mica_belorta_02,1.0,,,,Grey,,,,,,,,,,,,,,,,,,,,
event_neverland2_06_s_45,40035,event_neverland2_06_s,Monologue,,,Locale_MainScenario:event_neverland2_06_s_45,False,EventScene_NeverLand_03,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_neverland2_06_s_46,40035,event_neverland2_06_s,Monologue,,,Locale_MainScenario:event_neverland2_06_s_46,False,,micarun_02,micarun_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_neverland2_06_s_47,40035,event_neverland2_06_s,Narration,,,Locale_MainScenario:event_neverland2_06_s_47,False,,micarun_02,micarun_02,1.0,,sfx_scn_ropebreak,,,,,,,,,,,,,,,,,,,,,,
event_neverland2_06_s_48,40035,event_neverland2_06_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_06_s_48,True,,micarun_02,micarun_03,2.0,,,,,,,,,,,,,,,,,,,,,,,,
event_neverland2_06_s_49,40035,event_neverland2_06_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_06_s_49,True,,micarun_03,micarun_03,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_neverland2_06_s_50,40035,event_neverland2_06_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_06_s_50,True,,micarun_03,micarun_03,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_neverland2_06_s_51,40035,event_neverland2_06_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_06_s_51,True,,micarun_03,micarun_04,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_neverland2_06_s_52,40035,event_neverland2_06_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_06_s_52,True,,micarun_04,micarun_04,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_neverland2_06_s_53,40035,event_neverland2_06_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_06_s_53,True,,micarun_04,micarun_04,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_neverland2_06_s_54,40035,event_neverland2_06_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_06_s_54,True,,micarun_04,micarun_03,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_neverland2_06_s_55,40035,event_neverland2_06_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_06_s_55,True,,micarun_03,micarun_03,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_neverland2_06_s_56,40035,event_neverland2_06_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_06_s_56,True,,micarun_03,micarun_05,2.0,,,,,,,,,,,,,,,,,,,,,,,,
event_neverland2_06_s_57,40035,event_neverland2_06_s,Narration,,,Locale_MainScenario:event_neverland2_06_s_57,False,,micarun_05,micarun_05,1.0,,sfx_scn_earthquake,Low_2,,,,,,,,,,,,,,,,,,,,,
event_neverland2_06_s_58,40035,event_neverland2_06_s,Monologue,,,Locale_MainScenario:event_neverland2_06_s_58,False,,micarun_05,micarun_05,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_neverland2_06_s_59,40035,event_neverland2_06_s,Monologue,,,Locale_MainScenario:event_neverland2_06_s_59,False,,micarun_05,micarun_05,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_neverland2_06_s_60,40035,event_neverland2_06_s,Monologue,,,Locale_MainScenario:event_neverland2_06_s_60,False,,micarun_05,micarun_05,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_neverland2_06_s_61,40035,event_neverland2_06_s,Monologue,,,Locale_MainScenario:event_neverland2_06_s_61,False,,micarun_05,micarun_03,2.0,,,,,,,,,,,,,,,,,,,,,,,,
event_neverland2_06_s_62,40035,event_neverland2_06_s,Narration,,,Locale_MainScenario:event_neverland2_06_s_62,False,,black,black,1.0,,sfx_scn_whooosh,,,,,,,,,,,,,,,,,,,,,,
event_neverland2_06_s_63,40035,event_neverland2_06_s,Narration,,,Locale_MainScenario:event_neverland2_06_s_63,False,EventScene_NeverLand_04,black,black,1.0,,sfx_scn_bodyfall_down,Low_2,,,,,,,,,,,,,,,,,,,,,
event_neverland2_06_s_64,40035,event_neverland2_06_s,Monologue,,,Locale_MainScenario:event_neverland2_06_s_64,False,,micacourage_01,micacourage_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_neverland2_06_s_65,40035,event_neverland2_06_s,Speech,belorta,belorta,Locale_MainScenario:event_neverland2_06_s_65,True,,micacourage_02,micacourage_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_neverland2_06_s_66,40035,event_neverland2_06_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_06_s_66,True,,micacourage_02,micacourage_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_neverland2_06_s_67,40035,event_neverland2_06_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_06_s_67,True,,micacourage_02,micacourage_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_neverland2_06_s_68,40035,event_neverland2_06_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_06_s_68,True,,micacourage_02,micacourage_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_neverland2_06_s_69,40035,event_neverland2_06_s,Narration,,,Locale_MainScenario:event_neverland2_06_s_69,False,,micacourage_02,micacourage_03,1.0,,sfx_scn_rapturehowl,,,,,,,,,,,,,,,,,,,,,,
event_neverland2_06_s_70,40035,event_neverland2_06_s,Monologue,,,Locale_MainScenario:event_neverland2_06_s_70,False,,micacourage_03,micacourage_03,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_neverland2_06_s_71,40035,event_neverland2_06_s,Monologue,,,Locale_MainScenario:event_neverland2_06_s_71,False,,micacourage_03,micacourage_03,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_neverland2_06_s_72,40035,event_neverland2_06_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_06_s_72,True,,micacourage_03,micacourage_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,
