id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id
event_ce_01_07_14,40009,event_ce_01_07,Speech,anis,anis,Locale_SubScenario:event_ce_01_07_14,True,,6,idle,,4,idle,,2,worry,,12,idle,,14,idle,,16,idle,,18,idle,,40,3,2.0,bgm_recognition_underworld,,,,,
event_ce_01_07_15,40009,event_ce_01_07,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_07_15,True,,6,idle,,4,idle,,2,worry,,12,idle,,14,idle,,16,idle,,18,idle,,3,3,1.0,,,,,,
event_ce_01_07_16,40009,event_ce_01_07,Speech,anis,anis,Locale_SubScenario:event_ce_01_07_16,True,,6,idle,,4,idle,,2,void,,12,idle,,14,idle,,16,idle,,18,idle,,3,3,1.0,,,,,,
event_ce_01_07_17,40009,event_ce_01_07,Speech,anis,anis,Locale_SubScenario:event_ce_01_07_17,True,,6,idle,,4,idle,,2,angry,,12,idle,,14,idle,,16,idle,,18,idle,,3,3,1.0,,,,,,
event_ce_01_07_18,40009,event_ce_01_07,Speech,anis,anis,Locale_SubScenario:event_ce_01_07_18,True,,6,idle,,4,idle,,2,angry,,12,idle,,14,idle,,16,idle,,18,idle,,3,3,1.0,,,,,,
event_ce_01_07_19,40009,event_ce_01_07,Speech,neon,neon,Locale_SubScenario:event_ce_01_07_19,True,,6,surprise,,4,idle,,2,angry,,12,idle,,14,idle,,16,idle,,18,idle,,3,5,1.0,,,,,,
event_ce_01_07_20,40009,event_ce_01_07,Speech,anis,anis,Locale_SubScenario:event_ce_01_07_20,True,,6,surprise,,4,idle,,2,worry,,12,idle,,14,idle,,16,idle,,18,idle,,20,20,1.0,,,,,,
event_ce_01_07_21,40009,event_ce_01_07,Speech,anis,anis,Locale_SubScenario:event_ce_01_07_21,True,,6,surprise,,4,idle,,2,worry,,12,idle,,14,idle,,16,idle,,18,idle,,20,20,1.0,,,,,,
event_ce_01_07_22,40009,event_ce_01_07,Speech,neon,neon,Locale_SubScenario:event_ce_01_07_22,True,,6,worry,,4,idle,,2,worry,,12,idle,,14,idle,,16,idle,,18,idle,,S_60,S_60,1.0,,,,,,
event_ce_01_07_23,40009,event_ce_01_07,Speech,neon,neon,Locale_SubScenario:event_ce_01_07_23,True,,6,worry,,4,idle,,2,worry,,12,idle,,14,idle,,16,idle,,18,idle,,S_60,S_60,1.0,,,,,,
event_ce_01_07_24,40009,event_ce_01_07,Speech,anis,anis,Locale_SubScenario:event_ce_01_07_24,False,,6,idle,,4,idle,,2,worry,,12,idle,,14,idle,,16,idle,,18,idle,,20,20,1.0,,,,,,
event_ce_01_07_25,40009,event_ce_01_07,Speech,neon,neon,Locale_SubScenario:event_ce_01_07_25,False,,6,idle,,4,idle,,2,worry,,12,idle,,14,idle,,16,idle,,18,idle,,20,S_60,2.0,,,,,,
event_ce_01_07_26,40009,event_ce_01_07,Speech,anis,anis,Locale_SubScenario:event_ce_01_07_26,True,,6,idle,,4,idle,,2,idle,,12,idle,,14,idle,,16,idle,,18,idle,,3,3,1.0,,,,,,
event_ce_01_07_27,40009,event_ce_01_07,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_07_27,True,,6,idle,,4,idle,,2,idle,,12,idle,,14,idle,,16,idle,,18,idle,,3,3,1.0,,,,,,
event_ce_01_07_28,40009,event_ce_01_07,Speech,anis,anis,Locale_SubScenario:event_ce_01_07_28,True,,6,idle,,4,idle,,2,void,,12,idle,,14,idle,,16,idle,,18,idle,,3,20,2.0,,,,,,
event_ce_01_07_29,40009,event_ce_01_07,Speech,anis,anis,Locale_SubScenario:event_ce_01_07_29,True,,6,idle,,4,idle,,2,void,,12,idle,,14,idle,,16,idle,,18,idle,,20,20,1.0,,,,,,
event_ce_01_07_30,40009,event_ce_01_07,Speech,anis,anis,Locale_SubScenario:event_ce_01_07_30,True,,6,idle,,4,idle,,2,void,,12,idle,,14,idle,,16,idle,,18,idle,,20,20,1.0,,,,,,
event_ce_01_07_31,40009,event_ce_01_07,Speech,anis,anis,Locale_SubScenario:event_ce_01_07_31,True,,6,idle,,4,idle,,2,worry,,12,idle,,14,idle,,16,idle,,18,idle,,20,20,1.0,,,,,,
event_ce_01_07_32,40009,event_ce_01_07,Speech,anis,anis,Locale_SubScenario:event_ce_01_07_32,True,,6,idle,,4,idle,,2,worry,,12,idle,,14,idle,,16,idle,,18,idle,,20,20,1.0,,,,,,
event_ce_01_07_33,40009,event_ce_01_07,Speech,anis,anis,Locale_SubScenario:event_ce_01_07_33,False,,6,idle,,4,idle,,2,no,,12,idle,,14,idle,,16,idle,,18,idle,,20,20,1.0,,,,,,
event_ce_01_07_34,40009,event_ce_01_07,Speech,anis,anis,Locale_SubScenario:event_ce_01_07_34,True,,6,idle,,4,idle,,2,no,,12,idle,,14,idle,,16,idle,,18,idle,,20,20,1.0,,,,,,
event_ce_01_07_35,40009,event_ce_01_07,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_07_35,True,,6,idle,,4,think,,2,no,,12,idle,,14,idle,,16,idle,,18,idle,,40,40,1.0,,,,,,
event_ce_01_07_36,40009,event_ce_01_07,Speech,anis,anis,Locale_SubScenario:event_ce_01_07_36,True,,6,idle,,4,think,,2,angry,,12,idle,,14,idle,,16,idle,,18,idle,,40,20,1.0,,,,,,
event_ce_01_07_37,40009,event_ce_01_07,Speech,anis,anis,Locale_SubScenario:event_ce_01_07_37,False,,6,idle,,4,idle,,2,void,,12,idle,,14,idle,,16,idle,,18,idle,,20,20,1.0,,,,,,
event_ce_01_07_38,40009,event_ce_01_07,Speech,anis,anis,Locale_SubScenario:event_ce_01_07_38,True,,6,idle,,4,idle,,2,void,,12,idle,,14,idle,,16,idle,,18,idle,,20,20,1.0,,,,,,
event_ce_01_07_39,40009,event_ce_01_07,Speech,c_npc_1,c_npc_1,Locale_SubScenario:event_ce_01_07_39,True,,6,idle,,4,idle,,2,void,,12,idle,,14,idle,,16,idle,,18,idle,,160,160,1.0,,,,,,
event_ce_01_07_40,40009,event_ce_01_07,Speech,c_3,c_3,Locale_SubScenario:event_ce_01_07_40,True,,6,idle,,4,idle,,2,void,,12,surprise,,14,idle,,16,idle,,18,idle,,160,120,1.0,,,,,,
event_ce_01_07_41,40009,event_ce_01_07,Speech,anis,anis,Locale_SubScenario:event_ce_01_07_41,True,,6,idle,,4,idle,,2,void,,12,surprise,,14,idle,,16,idle,,18,idle,,3,3,1.0,,,,,,
event_ce_01_07_42,40009,event_ce_01_07,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_07_42,True,,6,idle,,4,idle,,2,void,,12,idle,,14,idle,,16,idle,,18,idle,,3,3,1.0,,,,,,
event_ce_01_07_43,40009,event_ce_01_07,Speech,anis,anis,Locale_SubScenario:event_ce_01_07_43,True,,6,idle,,4,idle,,2,angry,,12,idle,,14,idle,,16,idle,,18,idle,,3,3,1.0,,,,,,
event_ce_01_07_44,40009,event_ce_01_07,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_07_44,True,,6,idle,,4,idle,,2,angry,,12,idle,,14,idle,,16,idle,,18,idle,,3,3,1.0,,,,,,
event_ce_01_07_45,40009,event_ce_01_07,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_07_45,True,,6,idle,,4,idle,,2,void,,12,idle,,14,idle,,16,idle,,18,idle,,3,3,1.0,,,,,,
event_ce_01_07_46,40009,event_ce_01_07,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_07_46,True,,6,idle,,4,idle,,2,void,,12,idle,,14,idle,,16,idle,,18,idle,,3,3,1.0,,,,,,
event_ce_01_07_47,40009,event_ce_01_07,Speech,anis,anis,Locale_SubScenario:event_ce_01_07_47,True,,6,idle,,4,idle,,2,void,,12,idle,,14,idle,,16,idle,,18,idle,,3,3,1.0,,,,,,
event_ce_01_07_48,40009,event_ce_01_07,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_07_48,True,,6,idle,,4,idle,,2,void,,12,idle,,14,idle,,16,idle,,18,idle,,3,3,1.0,,,,,,
event_ce_01_07_49,40009,event_ce_01_07,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_07_49,True,,6,idle,,4,think,,2,void,,12,idle,,14,idle,,16,idle,,18,idle,,3,3,1.0,,,,,,
event_ce_01_07_50,40009,event_ce_01_07,Speech,anis,anis,Locale_SubScenario:event_ce_01_07_50,True,,6,idle,,4,think,,2,no,,12,idle,,14,idle,,16,idle,,18,idle,,3,3,1.0,,,,,,
event_ce_01_07_51,40009,event_ce_01_07,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_07_51,True,,6,idle,,4,idle,,2,void,,12,idle,,14,idle,,16,idle,,18,idle,,3,3,1.0,,,,,,
event_ce_01_07_52,40009,event_ce_01_07,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_07_52,False,,6,idle,,4,idle,,2,void,,12,idle,,14,idle,,16,idle,,18,idle,,3,40,2.0,,,,,,
event_ce_01_07_53,40009,event_ce_01_07,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_07_53,True,,6,idle,,4,idle,,2,void,,12,idle,,14,idle,,16,idle,,18,idle,,40,40,1.0,,,,,,
event_ce_01_07_54,40009,event_ce_01_07,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_07_54,True,,6,idle,,4,idle,,2,void,,12,idle,,14,idle,,16,idle,,18,idle,,40,40,1.0,,,,,,
event_ce_01_07_55,40009,event_ce_01_07,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_07_55,True,,6,idle,,4,think,,2,void,,12,idle,,14,idle,,16,idle,,18,idle,,40,40,1.0,,,,,,
event_ce_01_07_56,40009,event_ce_01_07,Speech,anis,anis,Locale_SubScenario:event_ce_01_07_56,True,,6,idle,,4,idle,,2,void,,12,idle,,14,idle,,16,idle,,18,idle,,20,20,1.0,,,,,,
event_ce_01_07_57,40009,event_ce_01_07,Speech,anis,anis,Locale_SubScenario:event_ce_01_07_57,True,,6,idle,,4,idle,,2,void,,12,idle,,14,idle,,16,idle,,18,idle,,20,20,1.0,,,,,,
event_ce_01_07_58,40009,event_ce_01_07,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_07_58,True,,6,idle,,4,idle,,2,void,,12,idle,,14,idle,,16,idle,,18,idle,,20,40,1.0,,,,,,
event_ce_01_07_59,40009,event_ce_01_07,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_07_59,True,,6,idle,,4,idle,,2,void,,12,idle,,14,idle,,16,idle,,18,idle,,black,black,1.0,,,,,,
event_ce_01_07_60,40009,event_ce_01_07,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_07_60,True,,6,idle,,4,idle,,2,void,,12,idle,,14,idle,,16,idle,,18,idle,,black,black,1.0,,,,,,
event_ce_01_07_61,40009,event_ce_01_07,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_07_61,True,,6,idle,,4,idle,,2,void,,12,idle,,14,idle,,16,idle,,18,idle,,black,black,1.0,,,,,,
event_ce_01_07_62,40009,event_ce_01_07,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_07_62,True,,6,idle,,4,idle,,2,void,,12,idle,,14,idle,,16,idle,,18,idle,,black,black,1.0,,,,,,
event_ce_01_07_63,40009,event_ce_01_07,Speech,anis,anis,Locale_SubScenario:event_ce_01_07_63,False,,6,idle,,4,idle,,2,worry,,12,idle,,14,idle,,16,idle,,18,idle,,3,3,2.0,,,,,,
event_ce_01_07_64,40009,event_ce_01_07,Speech,anis,anis,Locale_SubScenario:event_ce_01_07_64,True,,6,idle,,4,idle,,2,worry,,12,idle,,14,idle,,16,idle,,18,idle,,3,3,1.0,,,,,,
event_ce_01_07_65,40009,event_ce_01_07,Speech,anis,anis,Locale_SubScenario:event_ce_01_07_65,True,,6,idle,,4,idle,,2,worry,,12,idle,,14,idle,,16,idle,,18,idle,,3,3,1.0,,,,,,
event_ce_01_07_66,40009,event_ce_01_07,Speech,c_3,c_3,Locale_SubScenario:event_ce_01_07_66,True,,6,idle,,4,idle,,2,void,,12,good,,14,idle,,16,idle,,18,idle,,3,1,1.0,,,,,,
event_ce_01_07_67,40009,event_ce_01_07,Speech,c_3,c_3,Locale_SubScenario:event_ce_01_07_67,True,,6,idle,,4,idle,,2,void,,12,good,,14,idle,,16,idle,,18,idle,,1,1,1.0,,,,,,
event_ce_01_07_68,40009,event_ce_01_07,Speech,c_npc_2,c_npc_2,Locale_SubScenario:event_ce_01_07_68,True,,6,idle,,4,idle,,2,void,,12,good,,14,idle,,16,idle,,18,idle,,15,15,1.0,,,,,,
event_ce_01_07_69,40009,event_ce_01_07,Speech,c_npc_1,c_npc_1,Locale_SubScenario:event_ce_01_07_69,True,,6,idle,,4,idle,,2,void,,12,good,,14,idle,,16,idle,,18,idle,,15,15,1.0,,,,,,
event_ce_01_07_70,40009,event_ce_01_07,Speech,c_3,c_3,Locale_SubScenario:event_ce_01_07_70,True,,6,idle,,4,idle,,2,void,,12,good,,14,idle,,16,idle,,18,idle,,15,15,1.0,,,,,,
event_ce_01_07_71,40009,event_ce_01_07,Speech,c_2,c_2,Locale_SubScenario:event_ce_01_07_71,True,,6,idle,,4,idle,,2,void,,12,good,,14,idle,,16,idle,,18,smile,,15,17,0.7,,,,,,
event_ce_01_07_72,40009,event_ce_01_07,Speech,c_npc_1,c_npc_1,Locale_SubScenario:event_ce_01_07_72,True,,6,idle,,4,idle,,2,void,,12,good,,14,idle,,16,smile,,18,smile,,17,17,1.0,,,,,,
event_ce_01_07_73,40009,event_ce_01_07,Speech,c_2,c_2,Locale_SubScenario:event_ce_01_07_73,True,,6,idle,,4,idle,,2,void,,12,good,,14,idle,,16,smile,,18,angry,,17,17,1.0,,,,,,
event_ce_01_07_74,40009,event_ce_01_07,Narration,,Narration,Locale_SubScenario:event_ce_01_07_74,False,,6,idle,,4,idle,,2,void,,12,good,,14,idle,,16,smile,,18,angry,,17,17,1.0,,,c_3,c_npc_2,c_npc_1,c_2
event_ce_01_07_75,40009,event_ce_01_07,Self,,Self,Locale_SubScenario:event_ce_01_07_75,False,,6,idle,,4,idle,,2,void,,,,,,,,,,,,,,40,40,1.0,,,,,,
event_ce_01_07_76,40009,event_ce_01_07,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_07_76,True,,6,idle,,4,idle,,2,void,,,,,,,,,,,,,,40,40,1.0,,,,,,
event_ce_01_07_77,40009,event_ce_01_07,Self,,Self,Locale_SubScenario:event_ce_01_07_77,False,,6,idle,,4,idle,,2,void,,,,,,,,,,,,,,40,40,1.0,,,,,,
event_ce_01_07_78,40009,event_ce_01_07,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_07_78,True,,6,idle,,4,think,,2,void,,,,,,,,,,,,,,40,40,1.0,,,,,,
event_ce_01_07_79,40009,event_ce_01_07,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_07_79,True,,6,idle,,4,think,,2,void,,,,,,,,,,,,,,40,40,1.0,,,,,,
event_ce_01_07_80,40009,event_ce_01_07,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_07_80,True,,6,idle,,4,idle,,2,void,,,,,,,,,,,,,,40,40,1.0,,,,,,
event_ce_01_07_81,40009,event_ce_01_07,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_07_81,True,,6,idle,,4,idle,,2,void,,,,,,,,,,,,,,40,40,1.0,,,,,,
event_ce_01_07_82,40009,event_ce_01_07,Speech,anis,anis,Locale_SubScenario:event_ce_01_07_82,False,,6,idle,,4,idle,,2,worry,,,,,,,,,,,,,,40,20,1.0,,,,,,
event_ce_01_07_83,40009,event_ce_01_07,Speech,neon,neon,Locale_SubScenario:event_ce_01_07_83,True,,6,surprise,,4,idle,,2,worry,,,,,,,,,,,,,,S_60,S_60,1.0,,,,,,
event_ce_01_07_84,40009,event_ce_01_07,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_07_84,True,,6,surprise,,4,idle,,2,void,,,,,,,,,,,,,,40,40,1.0,,,,,,
event_ce_01_07_85,40009,event_ce_01_07,Self,,Self,Locale_SubScenario:event_ce_01_07_85,False,,6,idle,,4,idle,,2,void,,,,,,,,,,,,,,40,40,1.0,,,,,,
event_ce_01_07_86,40009,event_ce_01_07,Self,,Self,Locale_SubScenario:event_ce_01_07_86,False,,6,idle,,4,idle,,2,void,,,,,,,,,,,,,,40,40,1.0,,,,,,
event_ce_01_07_87,40009,event_ce_01_07,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_07_87,True,,6,idle,,4,idle,,2,void,,,,,,,,,,,,,,40,40,1.0,,,,,,
