id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
event_colorless_02_s_18,40054,event_colorless_02_s,Speech,Locale_SubScenario:event_colorless_02_s_18,True,,S_10,S_10,1.0,,privaty,privaty,,,,,,1,sad,,,,
event_colorless_02_s_19,40054,event_colorless_02_s,Monologue,Locale_SubScenario:event_colorless_02_s_19,False,,S_10,S_10,1.0,,privaty,,,,,,,1,sad,,,,
event_colorless_02_s_20,40054,event_colorless_02_s,Speech,Locale_SubScenario:event_colorless_02_s_20,True,,S_10,S_10,1.0,bgm_story_backtonormal,privaty,privaty,,,,,,1,delight,,,,
event_colorless_02_s_21,40054,event_colorless_02_s,Speech,Locale_SubScenario:event_colorless_02_s_21,False,,S_10,S_10,1.0,,privaty,privaty,,,,,,1,delight,,,,
event_colorless_02_s_22,40054,event_colorless_02_s,Speech,Locale_SubScenario:event_colorless_02_s_22,True,,S_10,S_10,1.0,,privaty,privaty,,,,,,1,shy,,,,
event_colorless_02_s_23,40054,event_colorless_02_s,Speech,Locale_SubScenario:event_colorless_02_s_23,True,,S_10,S_10,1.0,,privaty,privaty,,,,,,1,shy,,,,
event_colorless_02_s_24,40054,event_colorless_02_s,Speech,Locale_SubScenario:event_colorless_02_s_24,True,,S_10,S_10,1.0,,privaty,privaty,,,,,,1,delight,,,,
event_colorless_02_s_25,40054,event_colorless_02_s,Speech,Locale_SubScenario:event_colorless_02_s_25,True,,S_10,S_10,1.0,,privaty,privaty,,,,,,1,shy,,,,
event_colorless_02_s_26,40054,event_colorless_02_s,Self,Locale_SubScenario:event_colorless_02_s_26,False,,S_10,S_10,1.0,,privaty,,,,,,,1,shy,,,,
event_colorless_02_s_27,40054,event_colorless_02_s,Speech,Locale_SubScenario:event_colorless_02_s_27,True,,S_10,S_100,0.7,,privaty,privaty,,,,,,1,surprise,,,,
event_colorless_02_s_28,40054,event_colorless_02_s,Self,Locale_SubScenario:event_colorless_02_s_28,False,,S_100,S_100,1.0,,privaty,,,,,,,1,surprise,,,,
event_colorless_02_s_29,40054,event_colorless_02_s,Speech,Locale_SubScenario:event_colorless_02_s_29,True,,S_100,S_100,1.0,,privaty,privaty,,,,,,1,surprise,,,,
event_colorless_02_s_30,40054,event_colorless_02_s,Speech,Locale_SubScenario:event_colorless_02_s_30,True,,S_100,S_100,1.0,,privaty,privaty,,,,,,1,surprise,,,,
event_colorless_02_s_31,40054,event_colorless_02_s,Self,Locale_SubScenario:event_colorless_02_s_31,False,,S_100,S_100,1.0,,privaty,,,,,,,1,surprise,,,,
event_colorless_02_s_32,40054,event_colorless_02_s,Speech,Locale_SubScenario:event_colorless_02_s_32,True,,S_100,S_100,1.0,,privaty,privaty,,,,,,1,shy,,,,
event_colorless_02_s_33,40054,event_colorless_02_s,Speech,Locale_SubScenario:event_colorless_02_s_33,True,,S_100,S_100,1.0,,privaty,privaty,,,,,,1,shy,,,,
event_colorless_02_s_34,40054,event_colorless_02_s,Self,Locale_SubScenario:event_colorless_02_s_34,False,,S_100,S_100,1.0,,privaty,,,,,,,1,shy,,,,
event_colorless_02_s_35,40054,event_colorless_02_s,Speech,Locale_SubScenario:event_colorless_02_s_35,False,,S_100,S_100,1.0,,privaty,privaty,,,,,,1,surprise,,,,
event_colorless_02_s_36,40054,event_colorless_02_s,Speech,Locale_SubScenario:event_colorless_02_s_36,True,,S_100,S_100,1.0,,privaty,privaty,,,,,,1,surprise,,,,
event_colorless_02_s_37,40054,event_colorless_02_s,Self,Locale_SubScenario:event_colorless_02_s_37,False,,S_100,S_100,1.0,,privaty,,,,,,,1,surprise,,,,
event_colorless_02_s_38,40054,event_colorless_02_s,Speech,Locale_SubScenario:event_colorless_02_s_38,True,,S_100,S_100,1.0,,privaty,privaty,,,,,,1,angry,,,,
event_colorless_02_s_39,40054,event_colorless_02_s,Self,Locale_SubScenario:event_colorless_02_s_39,False,,S_100,S_100,1.0,,privaty,,,,,,,1,angry,,,,
event_colorless_02_s_40,40054,event_colorless_02_s,Speech,Locale_SubScenario:event_colorless_02_s_40,True,,S_100,S_100,1.0,,privaty,privaty,,,,,,1,shy,,,,
event_colorless_02_s_41,40054,event_colorless_02_s,Speech,Locale_SubScenario:event_colorless_02_s_41,True,,S_100,S_100,1.0,,privaty,privaty,,,,,,1,shy,,,,
event_colorless_02_s_42,40054,event_colorless_02_s,Self,Locale_SubScenario:event_colorless_02_s_42,False,,S_100,S_100,1.0,,privaty,,,,,,,1,shy,,,,
event_colorless_02_s_43,40054,event_colorless_02_s,Speech,Locale_SubScenario:event_colorless_02_s_43,True,,S_100,S_10,1.0,,privaty,privaty,,,,,,1,idle,,,,
event_colorless_02_s_44,40054,event_colorless_02_s,Speech,Locale_SubScenario:event_colorless_02_s_44,True,,S_10,S_10,1.0,,privaty,privaty,,,,,,1,idle,,,,
event_colorless_02_s_45,40054,event_colorless_02_s,Self,Locale_SubScenario:event_colorless_02_s_45,False,,S_10,S_10,1.0,,privaty,,,,,,,1,idle,,,,
event_colorless_02_s_46,40054,event_colorless_02_s,Speech,Locale_SubScenario:event_colorless_02_s_46,True,,S_10,S_10,1.0,,privaty,privaty,,,,,,1,idle,,,,
event_colorless_02_s_47,40054,event_colorless_02_s,Speech,Locale_SubScenario:event_colorless_02_s_47,True,,S_10,S_10,1.0,,privaty,privaty,,,,,,1,delight,,,,
event_colorless_02_s_48,40054,event_colorless_02_s,Speech,Locale_SubScenario:event_colorless_02_s_48,True,,S_10,S_10,1.0,,privaty,privaty,,,,,,1,delight,,,,
event_colorless_02_s_49,40054,event_colorless_02_s,Speech,Locale_SubScenario:event_colorless_02_s_49,True,,S_10,S_10,1.0,,privaty,privaty,,,,,,1,delight,,,,
event_colorless_02_s_50,40054,event_colorless_02_s,Self,Locale_SubScenario:event_colorless_02_s_50,False,,S_10,S_10,1.0,,privaty,,,,,,,1,delight,,,,
event_colorless_02_s_51,40054,event_colorless_02_s,Self,Locale_SubScenario:event_colorless_02_s_51,False,,S_10,S_10,1.0,,privaty,,,,,,,1,delight,,,,
event_colorless_02_s_52,40054,event_colorless_02_s,Speech,Locale_SubScenario:event_colorless_02_s_52,True,,S_10,S_10,1.0,,privaty,privaty,,,,,,1,shy,,,,
event_colorless_02_s_53,40054,event_colorless_02_s,Speech,Locale_SubScenario:event_colorless_02_s_53,True,,S_10,S_10,1.0,,privaty,privaty,,,,,,1,shy,,,,
event_colorless_02_s_54,40054,event_colorless_02_s,Speech,Locale_SubScenario:event_colorless_02_s_54,True,,S_10,S_10,1.0,,privaty,privaty,,,,,,1,shy,,,,
event_colorless_02_s_55,40054,event_colorless_02_s,Monologue,Locale_SubScenario:event_colorless_02_s_55,False,Office,black,black,1.0,none,,,,,,,,1,idle,black,,,
event_colorless_02_s_56,40054,event_colorless_02_s,Self,Locale_SubScenario:event_colorless_02_s_56,False,,XS_130,XS_130,1.0,,,,,,,,,1,idle,,ether,13,idle
event_colorless_02_s_57,40054,event_colorless_02_s,Monologue,Locale_SubScenario:event_colorless_02_s_57,False,,XS_130,XS_130,1.0,bgm_story_fairytalesend_if,ether,,,,,,,1,idle,,,13,idle
event_colorless_02_s_58,40054,event_colorless_02_s,Speech,Locale_SubScenario:event_colorless_02_s_58,True,,XS_130,XS_130,1.0,,ether,ether,,,,,,1,idle,,,13,idle
event_colorless_02_s_59,40054,event_colorless_02_s,Speech,Locale_SubScenario:event_colorless_02_s_59,True,,XS_130,XS_130,1.0,,ether,ether,,,,,,1,idle,,,13,idle
event_colorless_02_s_60,40054,event_colorless_02_s,Speech,Locale_SubScenario:event_colorless_02_s_60,True,,XS_130,12,1.0,,privaty,privaty,,,,,,1,idle,,,13,idle
event_colorless_02_s_61,40054,event_colorless_02_s,Self,Locale_SubScenario:event_colorless_02_s_61,False,,12,12,1.0,,ether,,,,,,,1,idle,,,13,idle
event_colorless_02_s_62,40054,event_colorless_02_s,Self,Locale_SubScenario:event_colorless_02_s_62,False,,12,12,1.0,,ether,,,,,,,1,idle,,,13,idle
event_colorless_02_s_63,40054,event_colorless_02_s,Speech,Locale_SubScenario:event_colorless_02_s_63,True,,12,12,1.0,,ether,ether,,,,,,1,idle,,,13,delight
event_colorless_02_s_64,40054,event_colorless_02_s,Speech,Locale_SubScenario:event_colorless_02_s_64,True,,12,12,1.0,,ether,ether,,,,,,1,idle,,,13,delight
event_colorless_02_s_65,40054,event_colorless_02_s,Speech,Locale_SubScenario:event_colorless_02_s_65,True,,12,12,1.0,,ether,ether,,,,,,1,idle,,,13,delight
event_colorless_02_s_66,40054,event_colorless_02_s,Self,Locale_SubScenario:event_colorless_02_s_66,False,,12,12,1.0,,ether,,,,,,,1,idle,,,13,delight
event_colorless_02_s_67,40054,event_colorless_02_s,Speech,Locale_SubScenario:event_colorless_02_s_67,True,,12,XS_130,1.0,,ether,ether,,,,,,1,idle,,,13,idle
event_colorless_02_s_68,40054,event_colorless_02_s,Speech,Locale_SubScenario:event_colorless_02_s_68,True,,XS_130,XS_130,1.0,,ether,ether,,,,,,1,idle,,,13,idle
event_colorless_02_s_69,40054,event_colorless_02_s,Speech,Locale_SubScenario:event_colorless_02_s_69,True,,XS_130,XS_130,1.0,,ether,ether,,,,,,1,idle,,,13,idle
event_colorless_02_s_70,40054,event_colorless_02_s,Speech,Locale_SubScenario:event_colorless_02_s_70,True,,XS_130,XS_130,1.0,,ether,ether,,,,,,1,idle,,,13,idle
event_colorless_02_s_71,40054,event_colorless_02_s,Self,Locale_SubScenario:event_colorless_02_s_71,False,,XS_130,XS_130,1.0,,ether,,,,,,,1,idle,,,13,idle
event_colorless_02_s_72,40054,event_colorless_02_s,Speech,Locale_SubScenario:event_colorless_02_s_72,True,,XS_130,S_10,1.0,,privaty,privaty,,,,,,1,idle,,,13,idle
event_colorless_02_s_73,40054,event_colorless_02_s,Speech,Locale_SubScenario:event_colorless_02_s_73,True,,S_10,S_10,1.0,,privaty,privaty,,,,,,1,idle,,,13,idle
event_colorless_02_s_74,40054,event_colorless_02_s,Speech,Locale_SubScenario:event_colorless_02_s_74,True,,S_10,S_10,1.0,,privaty,privaty,,,,,,1,idle,,,13,idle
event_colorless_02_s_75,40054,event_colorless_02_s,Speech,Locale_SubScenario:event_colorless_02_s_75,True,,S_10,XS_130,1.0,,ether,ether,,,,,,1,idle,,,13,delight
event_colorless_02_s_76,40054,event_colorless_02_s,Speech,Locale_SubScenario:event_colorless_02_s_76,True,,XS_130,XS_130,1.0,,ether,ether,,,,,,1,idle,,,13,delight
event_colorless_02_s_77,40054,event_colorless_02_s,Self,Locale_SubScenario:event_colorless_02_s_77,False,,XS_130,XS_130,1.0,,ether,,,,,,,1,idle,,,13,delight
event_colorless_02_s_78,40054,event_colorless_02_s,Speech,Locale_SubScenario:event_colorless_02_s_78,True,,XS_130,XS_130,1.0,,ether,ether,,,,,,1,idle,,,13,idle
event_colorless_02_s_79,40054,event_colorless_02_s,Speech,Locale_SubScenario:event_colorless_02_s_79,True,,XS_130,XS_130,1.0,,ether,ether,,,,,,1,idle,,,13,idle
event_colorless_02_s_80,40054,event_colorless_02_s,Monologue,Locale_SubScenario:event_colorless_02_s_80,False,,black,black,1.0,,,,,,,,,1,idle,,,13,idle
