id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,speaker,set_camera_shake,play_sound,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,fade
event_darkhero_01_e_36,40047,event_darkhero_01_e,Speech,trony,Locale_SubScenario:event_darkhero_01_e_36,True,2,2,1.0,,,15,idle,,13,surprise,,1,shy,,3,surprise,,trony,,,,,,,
event_darkhero_01_e_37,40047,event_darkhero_01_e,Speech,exia,Locale_SubScenario:event_darkhero_01_e_37,True,13,S_1300,0.7,,,15,idle,,13,surprise,,1,shy,,3,surprise,,exia,,,,,,,
event_darkhero_01_e_38,40047,event_darkhero_01_e,Speech,elegg,Locale_SubScenario:event_darkhero_01_e_38,True,S_1300,S_150,1.0,,,15,special,,13,surprise,,1,shy,,3,surprise,,elegg,,,,,,,
event_darkhero_01_e_39,40047,event_darkhero_01_e,Speech,elegg,Locale_SubScenario:event_darkhero_01_e_39,True,S_150,S_1500,1.0,,,15,special,,13,surprise,,1,shy,,3,surprise,,elegg,,,,,,,
event_darkhero_01_e_40,40047,event_darkhero_01_e,Speech,elegg,Locale_SubScenario:event_darkhero_01_e_40,True,S_1500,S_1500,1.0,,,15,special,,13,surprise,,1,shy,,3,surprise,,elegg,,,,,,,
event_darkhero_01_e_41,40047,event_darkhero_01_e,Speech,exia,Locale_SubScenario:event_darkhero_01_e_41,False,S_1500,S_1500,1.0,,,15,special,,13,surprise,,1,shy,,3,surprise,,exia,,,,,,,
event_darkhero_01_e_42,40047,event_darkhero_01_e,Speech,elegg,Locale_SubScenario:event_darkhero_01_e_42,True,S_1500,S_1500,1.0,,,15,special,,13,surprise,,1,shy,,3,surprise,,elegg,,,,,,,
event_darkhero_01_e_43,40047,event_darkhero_01_e,Speech,exia,Locale_SubScenario:event_darkhero_01_e_43,True,S_1500,S_1500,1.0,,,15,special,,13,surprise,,1,shy,,3,surprise,,exia,,,,,,,
event_darkhero_01_e_44,40047,event_darkhero_01_e,Speech,elegg,Locale_SubScenario:event_darkhero_01_e_44,True,S_1500,S_1500,1.0,,,15,special,,13,surprise,,1,shy,,3,surprise,,elegg,,,,,,,
event_darkhero_01_e_45,40047,event_darkhero_01_e,Monologue,elegg,Locale_SubScenario:event_darkhero_01_e_45,False,S_1500,S_1500,1.0,,,15,special,,13,surprise,,1,shy,,3,surprise,,,,,,,,,
event_darkhero_01_e_46,40047,event_darkhero_01_e,Speech,exia,Locale_SubScenario:event_darkhero_01_e_46,True,13,S_1300,0.7,,,15,special,,13,surprise,,1,shy,,3,surprise,,exia,,,,,,,
event_darkhero_01_e_47,40047,event_darkhero_01_e,Speech,exia,Locale_SubScenario:event_darkhero_01_e_47,True,S_1300,S_1300,1.0,,,15,special,,13,surprise,,1,shy,,3,surprise,,exia,,,,,,,
event_darkhero_01_e_48,40047,event_darkhero_01_e,Speech,exia,Locale_SubScenario:event_darkhero_01_e_48,True,S_1300,S_1300,1.0,,,15,special,,13,surprise,,1,shy,,3,surprise,,exia,,,,,,,
event_darkhero_01_e_49,40047,event_darkhero_01_e,Speech,elegg,Locale_SubScenario:event_darkhero_01_e_49,True,S_1300,14,1.0,,,15,delight,,13,surprise,,1,shy,,3,surprise,,elegg,,,,,,,
event_darkhero_01_e_50,40047,event_darkhero_01_e,Speech,exia,Locale_SubScenario:event_darkhero_01_e_50,True,14,14,1.0,,,15,delight,,13,surprise,,1,shy,,3,surprise,,exia,,,,,,,
event_darkhero_01_e_51,40047,event_darkhero_01_e,Speech,trony,Locale_SubScenario:event_darkhero_01_e_51,True,14,300,1.4,,,15,delight,,13,surprise,,1,shy,,3,surprise,,trony,,,,,,,
event_darkhero_01_e_52,40047,event_darkhero_01_e,Speech,maiden,Locale_SubScenario:event_darkhero_01_e_52,True,300,S_100,1.4,,,15,delight,,13,surprise,,1,shy,,3,surprise,,maiden,,,,,,,
event_darkhero_01_e_53,40047,event_darkhero_01_e,Speech,elegg,Locale_SubScenario:event_darkhero_01_e_53,True,S_100,S_1500,1.4,,,15,delight,,13,surprise,,1,shy,,3,surprise,,elegg,,,,,,,
event_darkhero_01_e_54,40047,event_darkhero_01_e,Speech,exia,Locale_SubScenario:event_darkhero_01_e_54,True,S_1500,S_1300,1.0,,,15,delight,,13,sad,,1,shy,,3,surprise,,exia,,,,,,,
event_darkhero_01_e_55,40047,event_darkhero_01_e,Self,exia,Locale_SubScenario:event_darkhero_01_e_55,False,S_1300,S_1300,1.0,none,,15,delight,,13,sad,,1,shy,,3,surprise,,,,,,,,,
event_darkhero_01_e_56,40047,event_darkhero_01_e,Self,exia,Locale_SubScenario:event_darkhero_01_e_56,False,S_1300,S_1300,1.0,,,15,delight,,13,sad,,1,shy,,3,surprise,,,,,,,,,
event_darkhero_01_e_57,40047,event_darkhero_01_e,Speech,exia,Locale_SubScenario:event_darkhero_01_e_57,False,S_1300,S_1300,1.0,bgm_story_languor,,15,delight,,13,sad,,1,shy,,3,surprise,,exia,,,,,,,
event_darkhero_01_e_58,40047,event_darkhero_01_e,Speech,exia,Locale_SubScenario:event_darkhero_01_e_58,True,S_1300,S_1300,1.0,,,15,delight,,13,sad,,1,shy,,3,sad,,exia,,,,,,,
event_darkhero_01_e_59,40047,event_darkhero_01_e,Speech,exia,Locale_SubScenario:event_darkhero_01_e_59,True,S_1300,S_1300,1.0,,,15,delight,,13,idle,,1,shy,,3,sad,,exia,,,,,,,
event_darkhero_01_e_60,40047,event_darkhero_01_e,Speech,exia,Locale_SubScenario:event_darkhero_01_e_60,False,S_1300,S_1300,1.0,,,15,delight,,13,idle,,1,shy,,3,sad,,trony,,,,,,,
event_darkhero_01_e_61,40047,event_darkhero_01_e,Speech,exia,Locale_SubScenario:event_darkhero_01_e_61,True,S_1300,S_1300,1.0,,,15,delight,,13,idle,,1,shy,,3,sad,,exia,,,,,,,
event_darkhero_01_e_62,40047,event_darkhero_01_e,Speech,exia,Locale_SubScenario:event_darkhero_01_e_62,True,S_1300,S_1300,1.0,,,15,delight,,13,idle,,1,shy,,3,sad,,exia,,,,,,,
event_darkhero_01_e_63,40047,event_darkhero_01_e,Speech,exia,Locale_SubScenario:event_darkhero_01_e_63,True,S_1300,S_1300,1.0,,,15,delight,,13,idle,,1,shy,,3,sad,,exia,,,,,,,
event_darkhero_01_e_64,40047,event_darkhero_01_e,Speech,exia,Locale_SubScenario:event_darkhero_01_e_64,True,S_1300,S_1300,1.0,,,15,delight,,13,idle,,1,shy,,3,sad,,exia,,,,,,,
event_darkhero_01_e_65,40047,event_darkhero_01_e,Speech,maiden,Locale_SubScenario:event_darkhero_01_e_65,True,S_1300,S_10,1.0,,,15,delight,,13,idle,,1,shy,,3,sad,,maiden,,,,,,,
event_darkhero_01_e_66,40047,event_darkhero_01_e,Speech,maiden,Locale_SubScenario:event_darkhero_01_e_66,False,S_10,S_10,1.0,,,15,delight,,13,idle,,1,shy,,3,sad,,exia,,,,,,,
event_darkhero_01_e_67,40047,event_darkhero_01_e,Speech,maiden,Locale_SubScenario:event_darkhero_01_e_67,True,S_10,S_10,1.0,,,15,delight,,13,idle,,1,shy,,3,sad,,maiden,,,,,,,
event_darkhero_01_e_68,40047,event_darkhero_01_e,Monologue,trony,Locale_SubScenario:event_darkhero_01_e_68,False,S_10,30,1.0,,,15,delight,,13,idle,,1,shy,,3,sad,,,,,,,,,
event_darkhero_01_e_69,40047,event_darkhero_01_e,Monologue,trony,Locale_SubScenario:event_darkhero_01_e_69,False,30,300,1.0,,,15,delight,,13,idle,,1,shy,,3,sad,,,,,,,,,
event_darkhero_01_e_70,40047,event_darkhero_01_e,Monologue,trony,Locale_SubScenario:event_darkhero_01_e_70,False,300,300,1.0,,,15,delight,,13,idle,,1,shy,,3,sad,,,,,,,,,
event_darkhero_01_e_71,40047,event_darkhero_01_e,Speech,exia,Locale_SubScenario:event_darkhero_01_e_71,True,S_130,S_130,1.0,,,15,delight,,13,idle,,1,shy,,3,sad,,exia,,,,,,,
event_darkhero_01_e_72,40047,event_darkhero_01_e,Speech,exia,Locale_SubScenario:event_darkhero_01_e_72,True,S_130,S_130,1.0,,,15,delight,,13,idle,,1,shy,,3,sad,,exia,,,,,,,
event_darkhero_01_e_73,40047,event_darkhero_01_e,Self,exia,Locale_SubScenario:event_darkhero_01_e_73,False,S_130,S_130,1.0,,,15,delight,,13,idle,,1,shy,,3,sad,,,,,,,,,
event_darkhero_01_e_74,40047,event_darkhero_01_e,Self,exia,Locale_SubScenario:event_darkhero_01_e_74,False,S_130,S_130,1.0,,,15,delight,,13,idle,,1,shy,,3,sad,,,,,,,,,
event_darkhero_01_e_75,40047,event_darkhero_01_e,Speech,elegg,Locale_SubScenario:event_darkhero_01_e_75,True,S_130,S_150,1.0,,,15,delight,,13,idle,,1,shy,,3,no,,elegg,,,,,,,
event_darkhero_01_e_76,40047,event_darkhero_01_e,Speech,elegg,Locale_SubScenario:event_darkhero_01_e_76,True,S_150,S_150,1.0,,,15,delight,,13,idle,,1,shy,,3,no,,elegg,,,,,,,
event_darkhero_01_e_77,40047,event_darkhero_01_e,Self,elegg,Locale_SubScenario:event_darkhero_01_e_77,False,S_150,S_150,1.0,,,15,delight,,13,idle,,1,shy,,3,no,,,,,,,,,
event_darkhero_01_e_78,40047,event_darkhero_01_e,Speech,elegg,Locale_SubScenario:event_darkhero_01_e_78,False,S_150,S_150,1.0,,,15,delight,,13,idle,,1,idle,,3,no,,maiden,,,,,,,
event_darkhero_01_e_79,40047,event_darkhero_01_e,Speech,elegg,Locale_SubScenario:event_darkhero_01_e_79,False,S_150,S_150,1.0,,,15,delight,,13,idle,,1,idle,,3,no,,maiden,,,,,,,
event_darkhero_01_e_80,40047,event_darkhero_01_e,Monologue,maiden,Locale_SubScenario:event_darkhero_01_e_80,False,S_150,30,1.7,,,15,delight,,13,idle,,1,idle,,3,no,,,,,,,,,
event_darkhero_01_e_81,40047,event_darkhero_01_e,Monologue,maiden,Locale_SubScenario:event_darkhero_01_e_81,False,30,30,1.0,,,15,delight,,13,idle,,1,idle,,3,no,,,,,,,,,
event_darkhero_01_e_82,40047,event_darkhero_01_e,Self,maiden,Locale_SubScenario:event_darkhero_01_e_82,False,30,30,1.0,,,15,delight,,13,idle,,1,idle,,3,no,,,,,,,,,
event_darkhero_01_e_83,40047,event_darkhero_01_e,Monologue,maiden,Locale_SubScenario:event_darkhero_01_e_83,False,1,1,1.0,,,15,delight,,13,idle,,1,idle,,3,no,EventTitle_Darkhero_01,,,,elegg,exia,maiden,trony,black
event_darkhero_01_e_84,40047,event_darkhero_01_e,Monologue,maiden,Locale_SubScenario:event_darkhero_01_e_84,False,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,
event_darkhero_01_e_85,40047,event_darkhero_01_e,Monologue,maiden,Locale_SubScenario:event_darkhero_01_e_85,False,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,
event_darkhero_01_e_86,40047,event_darkhero_01_e,Monologue,maiden,Locale_SubScenario:event_darkhero_01_e_86,False,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,
event_darkhero_01_e_87,40047,event_darkhero_01_e,Narration,maiden,Locale_SubScenario:event_darkhero_01_e_87,False,1,1,1.0,,,,,,,,,,,,,,,,,sfx_scn_gameknockout,,,,,
event_darkhero_01_e_88,40047,event_darkhero_01_e,Speech,maiden,Locale_SubScenario:event_darkhero_01_e_88,False,1,1,1.0,,,,,,,,,,,,,,,maiden,,,,,,,
event_darkhero_01_e_89,40047,event_darkhero_01_e,Narration,maiden,Locale_SubScenario:event_darkhero_01_e_89,False,1,1,1.0,,,,,,,,,,,,,,,,,sfx_scn_gameknockout,,,,,
event_darkhero_01_e_90,40047,event_darkhero_01_e,Speech,maiden,Locale_SubScenario:event_darkhero_01_e_90,False,1,1,1.0,,,,,,,,,,,,,,,maiden,,,,,,,
event_darkhero_01_e_91,40047,event_darkhero_01_e,Narration,maiden,Locale_SubScenario:event_darkhero_01_e_91,False,1,1,1.0,,,,,,,,,,,,,,,,,sfx_scn_gameknockout,,,,,
event_darkhero_01_e_92,40047,event_darkhero_01_e,Speech,maiden,Locale_SubScenario:event_darkhero_01_e_92,False,1,1,1.0,,,,,,,,,,,,,,,maiden,,,,,,,
event_darkhero_01_e_93,40047,event_darkhero_01_e,Speech,elegg,Locale_SubScenario:event_darkhero_01_e_93,False,1,1,1.0,,,,,,,,,,,,,,,elegg,,,,,,,
event_darkhero_01_e_94,40047,event_darkhero_01_e,Speech,maiden,Locale_SubScenario:event_darkhero_01_e_94,False,1,1,1.0,,,,,,,,,,,,,,,maiden,,,,,,,
event_darkhero_01_e_95,40047,event_darkhero_01_e,Speech,maiden,Locale_SubScenario:event_darkhero_01_e_95,False,1,1,1.0,,,,,,,,,,,,,,,maiden,,,,,,,
event_darkhero_01_e_96,40047,event_darkhero_01_e,Speech,maiden,Locale_SubScenario:event_darkhero_01_e_96,False,1,1,1.0,,,,,,,,,,,,,,,maiden,,,,,,,
event_darkhero_01_e_97,40047,event_darkhero_01_e,Speech,maiden,Locale_SubScenario:event_darkhero_01_e_97,False,1,1,1.0,,,,,,,,,,,,,,,maiden,,,,,,,
event_darkhero_01_e_98,40047,event_darkhero_01_e,Speech,trony,Locale_SubScenario:event_darkhero_01_e_98,False,1,1,1.0,,,,,,,,,,,,,,,trony,,,,,,,
event_darkhero_01_e_99,40047,event_darkhero_01_e,Speech,maiden,Locale_SubScenario:event_darkhero_01_e_99,False,1,1,1.0,,,,,,,,,,,,,,,maiden,,,,,,,
event_darkhero_01_e_100,40047,event_darkhero_01_e,Speech,elegg,Locale_SubScenario:event_darkhero_01_e_100,False,1,1,1.0,,,,,,,,,,,,,,,elegg,,,,,,,
event_darkhero_01_e_101,40047,event_darkhero_01_e,Speech,elegg,Locale_SubScenario:event_darkhero_01_e_101,False,1,1,1.0,,,,,,,,,,,,,,,elegg,,,,,,,
event_darkhero_01_e_102,40047,event_darkhero_01_e,Speech,maiden,Locale_SubScenario:event_darkhero_01_e_102,False,1,1,1.0,,,,,,,,,,,,,,,maiden,,,,,,,
event_darkhero_01_e_103,40047,event_darkhero_01_e,Speech,maiden,Locale_SubScenario:event_darkhero_01_e_103,False,1,1,1.0,,,,,,,,,,,,,,,maiden,,,,,,,
event_darkhero_01_e_104,40047,event_darkhero_01_e,Speech,maiden,Locale_SubScenario:event_darkhero_01_e_104,False,1,1,1.0,,,,,,,,,,,,,,,maiden,,,,,,,
event_darkhero_01_e_105,40047,event_darkhero_01_e,Speech,exia,Locale_SubScenario:event_darkhero_01_e_105,False,1,1,1.0,,,,,,,,,,,,,,,exia,,,,,,,
event_darkhero_01_e_106,40047,event_darkhero_01_e,Speech,exia,Locale_SubScenario:event_darkhero_01_e_106,False,1,1,1.0,,,,,,,,,,,,,,,exia,,,,,,,
event_darkhero_01_e_107,40047,event_darkhero_01_e,Speech,maiden,Locale_SubScenario:event_darkhero_01_e_107,False,1,1,1.0,,,,,,,,,,,,,,,maiden,,,,,,,
event_darkhero_01_e_108,40047,event_darkhero_01_e,Narration,maiden,Locale_SubScenario:event_darkhero_01_e_108,False,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,
event_darkhero_01_e_109,40047,event_darkhero_01_e,Narration,maiden,Locale_SubScenario:event_darkhero_01_e_109,False,1,10,1.0,,,,,,,,,,,,,,,,,,,,,,
event_darkhero_01_e_110,40047,event_darkhero_01_e,Narration,maiden,Locale_SubScenario:event_darkhero_01_e_110,False,black,black,1.0,none,elegg,15,delight,exia,13,idle,maiden,1,angry,trony,3,sad,NikkeRoom,,,,,,,,black
event_darkhero_01_e_111,40047,event_darkhero_01_e,Narration,maiden,Locale_SubScenario:event_darkhero_01_e_111,False,black,black,1.0,,,15,delight,,13,idle,,1,angry,,3,sad,,,,sfx_scn_gameknockout,,,,,
event_darkhero_01_e_112,40047,event_darkhero_01_e,Speech,trony,Locale_SubScenario:event_darkhero_01_e_112,True,30,30,1.0,bgm_story_whosdumber,,15,delight,,13,idle,,1,angry,,3,sad,,trony,,,,,,,
event_darkhero_01_e_113,40047,event_darkhero_01_e,Speech,elegg,Locale_SubScenario:event_darkhero_01_e_113,True,30,30,1.0,,,15,idle,,13,idle,,1,angry,,3,sad,,elegg,,,,,,,
event_darkhero_01_e_114,40047,event_darkhero_01_e,Speech,maiden,Locale_SubScenario:event_darkhero_01_e_114,True,1,S_100,0.7,,,15,idle,,13,idle,,1,angry,,3,sad,,maiden,,,,,,,
event_darkhero_01_e_115,40047,event_darkhero_01_e,Speech,elegg,Locale_SubScenario:event_darkhero_01_e_115,True,S_100,S_150,1.4,,,15,idle,,13,idle,,1,angry,,3,sad,,elegg,,,,,,,
event_darkhero_01_e_116,40047,event_darkhero_01_e,Speech,elegg,Locale_SubScenario:event_darkhero_01_e_116,True,S_150,S_150,1.0,,,15,idle,,13,idle,,1,angry,,3,sad,,elegg,,,,,,,
event_darkhero_01_e_117,40047,event_darkhero_01_e,Speech,elegg,Locale_SubScenario:event_darkhero_01_e_117,True,S_150,S_150,1.0,,,15,idle,,13,idle,,1,angry,,3,sad,,elegg,,,,,,,
event_darkhero_01_e_118,40047,event_darkhero_01_e,Speech,maiden,Locale_SubScenario:event_darkhero_01_e_118,True,S_150,S_10,1.0,,,15,idle,,13,idle,,1,angry,,3,sad,,maiden,,,,,,,
event_darkhero_01_e_119,40047,event_darkhero_01_e,Speech,maiden,Locale_SubScenario:event_darkhero_01_e_119,False,S_10,S_10,1.0,,,15,idle,,13,idle,,1,angry,,3,sad,,elegg,,,,,,,
event_darkhero_01_e_120,40047,event_darkhero_01_e,Speech,maiden,Locale_SubScenario:event_darkhero_01_e_120,True,S_10,S_100,0.7,,,15,idle,,13,idle,,1,angry,,3,sad,,maiden,,,,,,,
event_darkhero_01_e_121,40047,event_darkhero_01_e,Speech,maiden,Locale_SubScenario:event_darkhero_01_e_121,True,S_100,S_100,1.0,,,15,idle,,13,idle,,1,angry,,3,sad,,maiden,,,,,,,
event_darkhero_01_e_122,40047,event_darkhero_01_e,Speech,elegg,Locale_SubScenario:event_darkhero_01_e_122,True,15,S_1500,0.7,,,15,special,,13,idle,,1,angry,,3,sad,,elegg,,,,,,,
event_darkhero_01_e_123,40047,event_darkhero_01_e,Speech,maiden,Locale_SubScenario:event_darkhero_01_e_123,True,S_1500,S_100,1.2,,,15,special,,13,idle,,1,angry,,3,sad,,maiden,,,,,,,
event_darkhero_01_e_124,40047,event_darkhero_01_e,Speech,maiden,Locale_SubScenario:event_darkhero_01_e_124,True,S_100,S_10,1.0,,,15,special,,13,idle,,1,idle,,3,sad,,maiden,,,,,,,
event_darkhero_01_e_125,40047,event_darkhero_01_e,Narration,maiden,Locale_SubScenario:event_darkhero_01_e_125,False,S_10,S_10,1.0,none,,15,special,,13,idle,,1,idle,,3,sad,,,,sfx_scn_phonebell,,,,,
event_darkhero_01_e_126,40047,event_darkhero_01_e,Speech,maiden,Locale_SubScenario:event_darkhero_01_e_126,True,S_10,S_10,1.0,,,15,special,,13,idle,,1,idle,,3,sad,,maiden,,,,,,,
event_darkhero_01_e_127,40047,event_darkhero_01_e,Speech,maiden,Locale_SubScenario:event_darkhero_01_e_127,True,S_10,S_10,1.0,,,15,special,,13,idle,,1,idle,,3,sad,,maiden,,,,,,,
event_darkhero_01_e_128,40047,event_darkhero_01_e,Speech,maiden,Locale_SubScenario:event_darkhero_01_e_128,True,S_10,S_10,1.0,,,15,special,,13,idle,,1,idle,,3,sad,,maiden,,,,,,,
