id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_camera_shake,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,fade,characters/3/hide_char_id
event_seayouagain2_02_e_11,40025,event_seayouagain2_02_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_02_e_11,True,,,,,,,,13,113,1.0,,,,,1,idle,,13,idle,,15,idle,,,,,,,
event_seayouagain2_02_e_12,40025,event_seayouagain2_02_e,Speech,neon_s,neon,Locale_MainScenario:event_seayouagain2_02_e_12,True,,,,,,,,113,113,1.0,,,,,1,idle,,13,idle,,15,idle,,,,,,,
event_seayouagain2_02_e_13,40025,event_seayouagain2_02_e,Speech,neon_s,neon,Locale_MainScenario:event_seayouagain2_02_e_13,True,,,,,,,,113,113,1.0,,,,,1,idle,,13,idle,,15,idle,,,,,,,
event_seayouagain2_02_e_14,40025,event_seayouagain2_02_e,Speech,neon_s,neon,Locale_MainScenario:event_seayouagain2_02_e_14,True,,,,,,,,113,113,1.0,,,,,1,idle,,13,idle,,15,idle,,,,,,,
event_seayouagain2_02_e_15,40025,event_seayouagain2_02_e,Speech,neon_s,neon,Locale_MainScenario:event_seayouagain2_02_e_15,True,,,,,,,,113,113,1.0,,,,,1,idle,,13,idle,,15,idle,,,,,,,
event_seayouagain2_02_e_16,40025,event_seayouagain2_02_e,Speech,frima_s,frima,Locale_MainScenario:event_seayouagain2_02_e_16,True,,,,,,,,113,1315,1.0,,,,,1,idle,,13,idle,,15,idle,,,,,,,
event_seayouagain2_02_e_17,40025,event_seayouagain2_02_e,Speech,neon_s,neon,Locale_MainScenario:event_seayouagain2_02_e_17,True,,,,,,,,1315,1315,1.0,,,,,1,idle,,13,idle,,15,idle,,,,,,,
event_seayouagain2_02_e_18,40025,event_seayouagain2_02_e,Speech,frima_s,frima,Locale_MainScenario:event_seayouagain2_02_e_18,True,,,,,,,,1315,1315,1.0,,,,,1,idle,,13,idle,,15,idle,,,,,,,
event_seayouagain2_02_e_19,40025,event_seayouagain2_02_e,Speech,neon_s,neon,Locale_MainScenario:event_seayouagain2_02_e_19,True,,,,,,,,1315,XS_130,1.0,,,,,1,idle,,13,surprise,,15,idle,,,,,,,
event_seayouagain2_02_e_20,40025,event_seayouagain2_02_e,Speech,neon_s,neon,Locale_MainScenario:event_seayouagain2_02_e_20,True,,,,,,,,XS_130,XS_130,1.0,,,,,1,idle,,13,idle,,15,idle,,,,,,,
event_seayouagain2_02_e_21,40025,event_seayouagain2_02_e,Speech,neon_s,neon,Locale_MainScenario:event_seayouagain2_02_e_21,True,,,,,,,,XS_130,XS_130,1.0,,,,,1,idle,,13,idle,,15,idle,,,,,,,
event_seayouagain2_02_e_22,40025,event_seayouagain2_02_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_02_e_22,True,,,,,,,,XS_130,XS_10,1.0,,,,,1,no,,13,idle,,15,idle,,,,,,,
event_seayouagain2_02_e_23,40025,event_seayouagain2_02_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_02_e_23,True,,,,,,,,XS_10,XS_10,1.0,,,,,1,worry,,13,idle,,15,idle,,,,,,,
event_seayouagain2_02_e_24,40025,event_seayouagain2_02_e,Speech,neon_s,neon,Locale_MainScenario:event_seayouagain2_02_e_24,True,,,,,,,,XS_10,XS_130,1.0,,,,,1,worry,,13,idle,,15,idle,,,,,,,
event_seayouagain2_02_e_25,40025,event_seayouagain2_02_e,Speech,neon_s,neon,Locale_MainScenario:event_seayouagain2_02_e_25,True,,,,,,,,XS_130,XS_130,1.0,,,,,1,worry,,13,idle,,15,idle,,,,,,,
event_seayouagain2_02_e_26,40025,event_seayouagain2_02_e,Speech,neon_s,neon,Locale_MainScenario:event_seayouagain2_02_e_26,True,,,,,,,,XS_130,XS_130,1.0,,,,,1,worry,,13,no,,15,idle,,,,,,,
event_seayouagain2_02_e_27,40025,event_seayouagain2_02_e,Speech,frima_s,frima,Locale_MainScenario:event_seayouagain2_02_e_27,True,,,,,,,,XS_130,1315,1.0,,,,,1,idle,,13,no,,15,idle,,,,,,,
event_seayouagain2_02_e_28,40025,event_seayouagain2_02_e,Speech,frima_s,frima,Locale_MainScenario:event_seayouagain2_02_e_28,True,,,,,,,,1315,1315,1.0,,,,,1,idle,,13,idle,,15,idle,,,,,,,
event_seayouagain2_02_e_29,40025,event_seayouagain2_02_e,Speech,neon_s,neon,Locale_MainScenario:event_seayouagain2_02_e_29,True,,,,,,,,1315,1315,1.0,,,,,1,idle,,13,idle,,15,idle,,,,,,,
event_seayouagain2_02_e_30,40025,event_seayouagain2_02_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_02_e_30,True,,,,,,,,XS_10,XS_10,1.0,,,,,1,no,,13,idle,,15,idle,,frima_s,,,,,
event_seayouagain2_02_e_31,40025,event_seayouagain2_02_e,Speech,liter_s,liter,Locale_MainScenario:event_seayouagain2_02_e_31,True,liter_s,15,delight,rapi_s,17,idle,Beach_n,1517,1517,1.0,,,,,1,idle,,13,idle,,,,,,helm_s,3,idle,black,
event_seayouagain2_02_e_32,40025,event_seayouagain2_02_e,Speech,rapi_s,rapi,Locale_MainScenario:event_seayouagain2_02_e_32,True,,15,delight,,17,idle,,1517,1517,1.0,,,,,1,idle,,13,idle,,,,,,,3,idle,,
event_seayouagain2_02_e_33,40025,event_seayouagain2_02_e,Speech,liter_s,liter,Locale_MainScenario:event_seayouagain2_02_e_33,True,,15,delight,,17,idle,,1517,1517,1.0,,,,,1,idle,,13,idle,,,,,,,3,idle,,
event_seayouagain2_02_e_34,40025,event_seayouagain2_02_e,Speech,liter_s,liter,Locale_MainScenario:event_seayouagain2_02_e_34,True,,15,delight,,17,idle,,1517,1517,1.0,,,,,1,idle,,13,idle,,,,,,,3,idle,,
event_seayouagain2_02_e_35,40025,event_seayouagain2_02_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_02_e_35,True,,15,delight,,17,idle,,XS_10,XS_10,1.0,,,,,1,idle,,13,idle,,,,,,,3,idle,,
event_seayouagain2_02_e_36,40025,event_seayouagain2_02_e,Speech,liter_s,liter,Locale_MainScenario:event_seayouagain2_02_e_36,True,,15,delight,,17,idle,,XS_150,XS_150,1.0,,,,,1,idle,,13,idle,,,,,,,3,idle,,
event_seayouagain2_02_e_37,40025,event_seayouagain2_02_e,Speech,liter_s,liter,Locale_MainScenario:event_seayouagain2_02_e_37,True,,15,delight,,17,idle,,XS_150,XS_150,1.0,,,,,1,idle,,13,idle,,,,,,,3,idle,,
event_seayouagain2_02_e_38,40025,event_seayouagain2_02_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_02_e_38,True,,15,delight,,17,idle,,XS_10,XS_10,1.0,,,,,1,idle,,13,idle,,,,,,,3,idle,,
event_seayouagain2_02_e_39,40025,event_seayouagain2_02_e,Speech,neon_s,neon,Locale_MainScenario:event_seayouagain2_02_e_39,True,,15,delight,,17,idle,,XS_10,XS_130,1.0,,,,,1,idle,,13,no,,,,,,,3,idle,,
event_seayouagain2_02_e_40,40025,event_seayouagain2_02_e,Speech,neon_s,neon,Locale_MainScenario:event_seayouagain2_02_e_40,True,,15,delight,,17,idle,,XS_130,XS_130,1.0,,,,,1,idle,,13,no,,,,,,,3,idle,,
event_seayouagain2_02_e_41,40025,event_seayouagain2_02_e,Speech,neon_s,neon,Locale_MainScenario:event_seayouagain2_02_e_41,True,,15,delight,,17,idle,,XS_130,XS_1300,1.0,,,,,1,idle,,13,idle,,,,,,,3,idle,,
event_seayouagain2_02_e_42,40025,event_seayouagain2_02_e,Self,,Self,Locale_MainScenario:event_seayouagain2_02_e_42,False,,15,delight,,17,idle,,XS_1300,XS_1300,1.0,,,,,1,idle,,13,idle,,,,,,,3,idle,,
event_seayouagain2_02_e_43,40025,event_seayouagain2_02_e,Speech,neon_s,neon,Locale_MainScenario:event_seayouagain2_02_e_43,True,,15,delight,,17,idle,,XS_1300,XS_130,1.0,,,,,1,idle,,13,surprise,,,,,,,3,idle,,
event_seayouagain2_02_e_44,40025,event_seayouagain2_02_e,Speech,neon_s,neon,Locale_MainScenario:event_seayouagain2_02_e_44,True,,15,delight,,17,idle,,XS_130,XS_130,1.0,,,,,1,idle,,13,idle,,,,,,,3,idle,,
event_seayouagain2_02_e_45,40025,event_seayouagain2_02_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_02_e_45,True,,15,delight,,17,idle,,30,30,1.0,,,,,1,idle,,13,idle,,,,,,,3,idle,,
event_seayouagain2_02_e_46,40025,event_seayouagain2_02_e,Speech,neon_s,neon,Locale_MainScenario:event_seayouagain2_02_e_46,True,,15,delight,,17,idle,,XS_130,XS_130,1.0,,,,,1,idle,,13,idle,,,,,,,3,idle,,
event_seayouagain2_02_e_47,40025,event_seayouagain2_02_e,Speech,neon_s,neon,Locale_MainScenario:event_seayouagain2_02_e_47,True,,15,delight,,17,idle,,XS_130,XS_130,1.0,,,,,1,idle,,13,delight,,,,,,,3,idle,,
event_seayouagain2_02_e_48,40025,event_seayouagain2_02_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_02_e_48,True,,15,delight,,17,idle,,30,30,1.0,,liter_s,rapi_s,,1,idle,,13,delight,,,,,,,3,sad,,
event_seayouagain2_02_e_49,40025,event_seayouagain2_02_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_02_e_49,False,,,,,,,,30,3,1.0,,,,,1,idle,,13,delight,,,,,,,3,idle,,
event_seayouagain2_02_e_50,40025,event_seayouagain2_02_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_02_e_50,True,,,,,,,,3,31,1.0,none,,,,1,idle,,13,delight,,,,,,,3,idle,,
event_seayouagain2_02_e_51,40025,event_seayouagain2_02_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_02_e_51,True,,,,,,,,31,31,1.0,,,,,1,idle,,13,idle,,,,,,,3,idle,,
event_seayouagain2_02_e_52,40025,event_seayouagain2_02_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_02_e_52,True,,,,,,,,31,31,1.0,,,,,1,idle,,13,idle,,,,,,,3,idle,,
event_seayouagain2_02_e_53,40025,event_seayouagain2_02_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_02_e_53,True,,,,,,,,31,31,1.0,bgm_story_fairytalesend_if,,,,1,idle,,13,idle,,,,,,,3,idle,,
event_seayouagain2_02_e_54,40025,event_seayouagain2_02_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_02_e_54,True,,,,,,,,31,31,1.0,,,,,1,idle,,13,idle,,,,,,,3,idle,,
event_seayouagain2_02_e_55,40025,event_seayouagain2_02_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_02_e_55,True,,,,,,,,31,XS_10,1.0,,,,,1,idle,,13,idle,,,,,,,3,idle,,
event_seayouagain2_02_e_56,40025,event_seayouagain2_02_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_02_e_56,True,,,,,,,,XS_10,XS_10,1.0,,,,,1,idle,,13,idle,,,,,,,3,idle,,
event_seayouagain2_02_e_57,40025,event_seayouagain2_02_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_02_e_57,True,,,,,,,,XS_10,30,1.0,,,,,1,idle,,13,idle,,,,,,,3,idle,,
event_seayouagain2_02_e_58,40025,event_seayouagain2_02_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_02_e_58,True,,,,,,,,30,30,1.0,,,,,1,idle,,13,idle,,,,,,,3,idle,,
event_seayouagain2_02_e_59,40025,event_seayouagain2_02_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_02_e_59,True,,,,,,,,30,300,0.5,,,,,1,idle,,13,idle,,,,,,,3,idle,,neon_s
event_seayouagain2_02_e_60,40025,event_seayouagain2_02_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_02_e_60,True,,,,,,,,300,300,1.0,,,,,1,idle,,,,,,,,,,3,idle,,
event_seayouagain2_02_e_61,40025,event_seayouagain2_02_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_02_e_61,True,,,,,,,,300,300,1.0,,,,,1,idle,,,,,,,,,,3,idle,,
event_seayouagain2_02_e_62,40025,event_seayouagain2_02_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_02_e_62,True,,,,,,,,300,300,1.0,,,,,1,idle,,,,,,,,,,3,idle,,
event_seayouagain2_02_e_63,40025,event_seayouagain2_02_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_02_e_63,True,,,,,,,,300,XS_100,1.0,,,,,1,void,,,,,,,,,,3,idle,,
event_seayouagain2_02_e_64,40025,event_seayouagain2_02_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_02_e_64,True,,,,,,,,XS_100,XS_100,1.0,,,,,1,void,,,,,,,,,,3,idle,,
event_seayouagain2_02_e_65,40025,event_seayouagain2_02_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_02_e_65,True,,,,,,,,300,300,1.0,,,,,1,void,,,,,,,,,,3,idle,,
event_seayouagain2_02_e_66,40025,event_seayouagain2_02_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_02_e_66,True,,,,,,,,300,300,1.0,none,,,,1,void,,,,,,,,,,3,idle,,
event_seayouagain2_02_e_67,40025,event_seayouagain2_02_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_02_e_67,True,,,,,,,,XS_100,XS_100,1.0,,,,,1,idle,,,,,,,,,,3,idle,,
event_seayouagain2_02_e_68,40025,event_seayouagain2_02_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_02_e_68,True,,,,,,,,XS_100,XS_100,1.0,bgm_story_impression,,,,1,idle,,,,,,,,,,3,idle,,
event_seayouagain2_02_e_69,40025,event_seayouagain2_02_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_02_e_69,False,,,,,,,,XS_100,XS_100,1.0,,,,,1,idle,,,,,,,,,,3,idle,,
event_seayouagain2_02_e_70,40025,event_seayouagain2_02_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_02_e_70,True,,,,,,,,XS_100,XS_10,1.0,,,,,1,idle,,,,,,,,,,3,idle,,
event_seayouagain2_02_e_71,40025,event_seayouagain2_02_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_02_e_71,True,,,,,,,,XS_10,XS_10,1.0,,,,,1,idle,,,,,,,,,,3,idle,,
event_seayouagain2_02_e_72,40025,event_seayouagain2_02_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_02_e_72,True,,,,,,,,XS_10,XS_10,1.0,,,,,1,idle,,,,,,,,,,3,idle,,
event_seayouagain2_02_e_73,40025,event_seayouagain2_02_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_02_e_73,True,,,,,,,,XS_10,XS_10,1.0,,,,,1,idle,,,,,,,,,,3,idle,,
event_seayouagain2_02_e_74,40025,event_seayouagain2_02_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_02_e_74,True,,,,,,,,XS_10,XS_10,1.0,,,,,1,delight,,,,,,,,,,3,idle,,
event_seayouagain2_02_e_75,40025,event_seayouagain2_02_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_02_e_75,False,,,,,,,,XS_10,31,1.0,,,,,1,delight,,,,,,,,,,3,idle,,
event_seayouagain2_02_e_76,40025,event_seayouagain2_02_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_02_e_76,True,,,,,,,,31,31,1.0,,,,,1,delight,,,,,,,,,,3,idle,,
event_seayouagain2_02_e_77,40025,event_seayouagain2_02_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_02_e_77,True,,,,,,,,31,30,1.0,,,,,1,delight,,,,,,,,,,3,delight,,
event_seayouagain2_02_e_78,40025,event_seayouagain2_02_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_02_e_78,True,,,,,,,,30,30,1.0,,,,,1,delight,,,,,,,,,,3,delight,,
event_seayouagain2_02_e_79,40025,event_seayouagain2_02_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_02_e_79,True,,,,,,,,30,300,1.0,,,,,1,delight,,,,,,,,,,3,delight,,
