id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_filter_01,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,fade,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id
event_absolute1_03_s_41,40086,event_absolute1_03_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_03_s_41,False,,absolute_22,absolute_22,1.0,,,,,,,,,,,,,,,,,,,
event_absolute1_03_s_42,40086,event_absolute1_03_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_03_s_42,True,,absolute_22,absolute_22,1.0,,,,,,,,,,,,,,,,,,,
event_absolute1_03_s_43,40086,event_absolute1_03_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_03_s_43,True,,absolute_22,absolute_22,1.0,,,,,,,,,,,,,,,,,,,
event_absolute1_03_s_44,40086,event_absolute1_03_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_03_s_44,True,,absolute_22,absolute_22,1.0,,,,,,,,,,,,,,,,,,,
event_absolute1_03_s_45,40086,event_absolute1_03_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_03_s_45,True,,absolute_22,absolute_22,1.0,,,,,,,,,,,,,,,,,,,
event_absolute1_03_s_46,40086,event_absolute1_03_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_03_s_46,True,,absolute_22,absolute_22,1.0,,,,,,,,,,,,,,,,,,,
event_absolute1_03_s_47,40086,event_absolute1_03_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_03_s_47,True,,absolute_22,absolute_22,1.0,,,,,,,,,,,,,,,,,,,
event_absolute1_03_s_48,40086,event_absolute1_03_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_03_s_48,True,,absolute_22,absolute_22,1.0,,,,,,,,,,,,,,,,,,,
event_absolute1_03_s_49,40086,event_absolute1_03_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_03_s_49,True,,absolute_22,absolute_22,1.0,,,,,,,,,,,,,,,,,,,
event_absolute1_03_s_50,40086,event_absolute1_03_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_03_s_50,True,,absolute_22,absolute_22,1.0,,,,,,,,,,,,,,,,,,,
event_absolute1_03_s_51,40086,event_absolute1_03_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_03_s_51,True,,absolute_22,absolute_22,1.0,,,,,,,,,,,,,,,,,,,
event_absolute1_03_s_52,40086,event_absolute1_03_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_03_s_52,True,,absolute_22,absolute_23,1.75,,,,,,,,,,,,,,,,,,,
event_absolute1_03_s_53,40086,event_absolute1_03_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_03_s_53,True,,absolute_23,absolute_23,1.0,,,,,,,,,,,,,,,,,,,
event_absolute1_03_s_54,40086,event_absolute1_03_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_03_s_54,True,,absolute_23,absolute_23,1.0,,,,,,,,,,,,,,,,,,,
event_absolute1_03_s_55,40086,event_absolute1_03_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_03_s_55,True,,absolute_23,absolute_23,1.0,,,,,,,,,,,,,,,,,,,
event_absolute1_03_s_56,40086,event_absolute1_03_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_03_s_56,True,,absolute_23,absolute_23,1.0,,,,,,,,,,,,,,,,,,,
event_absolute1_03_s_57,40086,event_absolute1_03_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_03_s_57,True,,absolute_23,absolute_23,1.0,,,,,,,,,,,,,,,,,,,
event_absolute1_03_s_58,40086,event_absolute1_03_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_03_s_58,True,,absolute_23,absolute_23,1.0,,,,,,,,,,,,,,,,,,,
event_absolute1_03_s_59,40086,event_absolute1_03_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_03_s_59,True,,absolute_23,absolute_23,1.0,,,,,,,,,,,,,,,,,,,
event_absolute1_03_s_60,40086,event_absolute1_03_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_03_s_60,True,,absolute_23,absolute_23,1.0,,,,,,,,,,,,,,,,,,,
event_absolute1_03_s_61,40086,event_absolute1_03_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_03_s_61,True,,absolute_23,absolute_23,1.0,,,,,,,,,,,,,,,,,,,
event_absolute1_03_s_62,40086,event_absolute1_03_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_03_s_62,True,,absolute_23,absolute_24,1.75,,,,,,,,,,,,,,,,,,,
event_absolute1_03_s_63,40086,event_absolute1_03_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_03_s_63,True,,absolute_24,absolute_24,1.0,,,,,,,,,,,,,,,,,,,
event_absolute1_03_s_64,40086,event_absolute1_03_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_03_s_64,True,,absolute_24,absolute_24,1.0,,,,,,,,,,,,,,,,,,,
event_absolute1_03_s_65,40086,event_absolute1_03_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_03_s_65,False,,absolute_24,absolute_24,1.0,,,,,,,,,,,,,,,,,,,
event_absolute1_03_s_66,40086,event_absolute1_03_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_03_s_66,True,,absolute_24,absolute_24,1.0,,,,,,,,,,,,,,,,,,,
event_absolute1_03_s_67,40086,event_absolute1_03_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_03_s_67,True,,absolute_24,absolute_24,1.0,,,,,,,,,,,,,,,,,,,
event_absolute1_03_s_68,40086,event_absolute1_03_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_03_s_68,False,,absolute_24,absolute_24,1.0,,,,,,,,,,,,,,,,,,,
event_absolute1_03_s_69,40086,event_absolute1_03_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_03_s_69,True,,absolute_24,absolute_24,1.0,,,,,,,,,,,,,,,,,,,
event_absolute1_03_s_70,40086,event_absolute1_03_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_03_s_70,True,Elevator,black,black,1.0,,,,,Grey,,eunhwa_t,12,idle,vesti_t,14,idle,rapi_red,16,idle,black,,,
event_absolute1_03_s_71,40086,event_absolute1_03_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_03_s_71,True,,14,14,1.0,,,,,Grey,,,12,idle,,14,idle,,16,idle,,,,
event_absolute1_03_s_72,40086,event_absolute1_03_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_03_s_72,True,,14,14,1.0,,,,,Grey,,,12,idle,,14,idle,,16,idle,,,,
event_absolute1_03_s_73,40086,event_absolute1_03_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_03_s_73,True,,14,14,1.0,,,,,Grey,,,12,idle,,14,idle,,16,idle,,,,
event_absolute1_03_s_74,40086,event_absolute1_03_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_03_s_74,True,,14,14,1.0,,,,,Grey,,,12,idle,,14,idle,,16,idle,,,,
event_absolute1_03_s_75,40086,event_absolute1_03_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_03_s_75,True,,black,black,1.0,,,,,Grey,,,12,idle,,14,idle,,16,idle,,,,
event_absolute1_03_s_76,40086,event_absolute1_03_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_03_s_76,True,EventScene_absolute_02_2,absolute_17,absolute_17,1.0,,,,,,,,12,idle,,14,idle,,16,idle,black,eunhwa_t,vesti_t,rapi_red
event_absolute1_03_s_77,40086,event_absolute1_03_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_03_s_77,True,,absolute_17,1,1.5,,,,,,,,,,,,,,,,,,,
event_absolute1_03_s_78,40086,event_absolute1_03_s,Narration,emma_t,,Locale_MainScenario:event_absolute1_03_s_78,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,
event_absolute1_03_s_79,40086,event_absolute1_03_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_03_s_79,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,
event_absolute1_03_s_80,40086,event_absolute1_03_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_03_s_80,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,
event_absolute1_03_s_81,40086,event_absolute1_03_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_03_s_81,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,
