id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade,play_sound
event_footstepwalkrun1_03_s_24,40066,event_footstepwalkrun1_03_s,Speech,researcher,researcher,Locale_MainScenario:event_footstepwalkrun1_03_s_24,True,,130,130,1.0,,Vignetting,,,,,,,,
event_footstepwalkrun1_03_s_25,40066,event_footstepwalkrun1_03_s,Speech,researcher,researcher,Locale_MainScenario:event_footstepwalkrun1_03_s_25,True,,130,130,1.0,,Vignetting,,,,,,,,
event_footstepwalkrun1_03_s_26,40066,event_footstepwalkrun1_03_s,Speech,researcher,researcher,Locale_MainScenario:event_footstepwalkrun1_03_s_26,True,,130,130,1.0,,Vignetting,,,,,,,,
event_footstepwalkrun1_03_s_27,40066,event_footstepwalkrun1_03_s,Speech,researcher,researcher,Locale_MainScenario:event_footstepwalkrun1_03_s_27,True,,130,130,1.0,,Vignetting,,,,,,,,
event_footstepwalkrun1_03_s_28,40066,event_footstepwalkrun1_03_s,Speech,researcher,researcher,Locale_MainScenario:event_footstepwalkrun1_03_s_28,True,BriefingRoom,black,black,1.0,none,Vignetting,rapi_m,1,idle,squadleader,3,idle,,
event_footstepwalkrun1_03_s_29,40066,event_footstepwalkrun1_03_s,Narration,,,Locale_MainScenario:event_footstepwalkrun1_03_s_29,False,,100,100,1.0,,,,1,idle,,3,idle,black,
event_footstepwalkrun1_03_s_30,40066,event_footstepwalkrun1_03_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_03_s_30,False,,100,100,1.0,bgm_recognition_underworld,,,1,idle,,3,idle,,
event_footstepwalkrun1_03_s_31,40066,event_footstepwalkrun1_03_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_03_s_31,False,,100,100,1.0,,,,1,idle,,3,idle,,
event_footstepwalkrun1_03_s_32,40066,event_footstepwalkrun1_03_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_03_s_32,False,,100,10,1.0,,,,1,idle,,3,idle,,
event_footstepwalkrun1_03_s_33,40066,event_footstepwalkrun1_03_s,Speech,squadleader,squadleader,Locale_MainScenario:event_footstepwalkrun1_03_s_33,True,,10,31,1.0,,,,1,idle,,3,idle,,
event_footstepwalkrun1_03_s_34,40066,event_footstepwalkrun1_03_s,Narration,squadleader,,Locale_MainScenario:event_footstepwalkrun1_03_s_34,False,,31,31,1.0,,,,1,idle,,3,idle,,
event_footstepwalkrun1_03_s_35,40066,event_footstepwalkrun1_03_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_03_s_35,True,,31,31,1.0,,,,1,idle,,3,idle,,
event_footstepwalkrun1_03_s_36,40066,event_footstepwalkrun1_03_s,Speech,squadleader,squadleader,Locale_MainScenario:event_footstepwalkrun1_03_s_36,True,,31,31,1.0,,,,1,idle,,3,idle,,
event_footstepwalkrun1_03_s_37,40066,event_footstepwalkrun1_03_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_03_s_37,False,,31,31,1.0,,,,1,idle,,3,idle,,
event_footstepwalkrun1_03_s_38,40066,event_footstepwalkrun1_03_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_03_s_38,True,,31,31,1.0,,,,1,idle,,3,idle,,
event_footstepwalkrun1_03_s_39,40066,event_footstepwalkrun1_03_s,Speech,squadleader,squadleader,Locale_MainScenario:event_footstepwalkrun1_03_s_39,True,,31,31,1.0,,,,1,idle,,3,idle,,
event_footstepwalkrun1_03_s_40,40066,event_footstepwalkrun1_03_s,Speech,squadleader,squadleader,Locale_MainScenario:event_footstepwalkrun1_03_s_40,True,,31,31,1.0,,,,1,idle,,3,idle,,
event_footstepwalkrun1_03_s_41,40066,event_footstepwalkrun1_03_s,Speech,squadleader,squadleader,Locale_MainScenario:event_footstepwalkrun1_03_s_41,True,,31,31,1.0,,,,1,idle,,3,idle,,
event_footstepwalkrun1_03_s_42,40066,event_footstepwalkrun1_03_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_03_s_42,True,,31,31,1.0,,,,1,idle,,3,idle,,
event_footstepwalkrun1_03_s_43,40066,event_footstepwalkrun1_03_s,Narration,rapi_m,,Locale_MainScenario:event_footstepwalkrun1_03_s_43,False,,31,31,1.0,,,,1,idle,,3,idle,,sfx_scn_toolpasslight
event_footstepwalkrun1_03_s_44,40066,event_footstepwalkrun1_03_s,Speech,squadleader,squadleader,Locale_MainScenario:event_footstepwalkrun1_03_s_44,True,,31,31,1.0,,,,1,idle,,3,idle,,
event_footstepwalkrun1_03_s_45,40066,event_footstepwalkrun1_03_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_03_s_45,True,,31,31,1.0,,,,1,idle,,3,idle,,
event_footstepwalkrun1_03_s_46,40066,event_footstepwalkrun1_03_s,Narration,rapi_m,,Locale_MainScenario:event_footstepwalkrun1_03_s_46,False,,black,black,1.0,,,,1,idle,,3,idle,,sfx_scn_lighton
event_footstepwalkrun1_03_s_47,40066,event_footstepwalkrun1_03_s,Narration,rapi_m,,Locale_MainScenario:event_footstepwalkrun1_03_s_47,False,,black,black,1.0,,,,1,idle,,3,idle,,
event_footstepwalkrun1_03_s_48,40066,event_footstepwalkrun1_03_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_03_s_48,True,,100,100,1.0,,,,1,idle,,3,idle,,
event_footstepwalkrun1_03_s_49,40066,event_footstepwalkrun1_03_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_03_s_49,True,,100,100,1.0,,,,1,idle,,3,idle,,
event_footstepwalkrun1_03_s_50,40066,event_footstepwalkrun1_03_s,Speech,squadleader,squadleader,Locale_MainScenario:event_footstepwalkrun1_03_s_50,True,,100,300,1.0,,,,1,idle,,3,idle,,
event_footstepwalkrun1_03_s_51,40066,event_footstepwalkrun1_03_s,Speech,squadleader,squadleader,Locale_MainScenario:event_footstepwalkrun1_03_s_51,True,,300,30,1.0,,,,1,idle,,3,idle,,
event_footstepwalkrun1_03_s_52,40066,event_footstepwalkrun1_03_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_03_s_52,True,,30,31,1.0,,,,1,idle,,3,idle,,
event_footstepwalkrun1_03_s_53,40066,event_footstepwalkrun1_03_s,Speech,squadleader,squadleader,Locale_MainScenario:event_footstepwalkrun1_03_s_53,True,,31,31,1.0,,,,1,idle,,3,idle,,
event_footstepwalkrun1_03_s_54,40066,event_footstepwalkrun1_03_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_03_s_54,True,,31,31,1.0,,,,1,idle,,3,idle,,
event_footstepwalkrun1_03_s_55,40066,event_footstepwalkrun1_03_s,Speech,squadleader,squadleader,Locale_MainScenario:event_footstepwalkrun1_03_s_55,False,,31,31,1.0,,,,1,idle,,3,idle,,
event_footstepwalkrun1_03_s_56,40066,event_footstepwalkrun1_03_s,Speech,squadleader,squadleader,Locale_MainScenario:event_footstepwalkrun1_03_s_56,True,,31,31,1.0,,,,1,idle,,3,idle,,
event_footstepwalkrun1_03_s_57,40066,event_footstepwalkrun1_03_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_03_s_57,True,,31,31,1.0,,,,1,idle,,3,idle,,
event_footstepwalkrun1_03_s_58,40066,event_footstepwalkrun1_03_s,Speech,squadleader,squadleader,Locale_MainScenario:event_footstepwalkrun1_03_s_58,True,,31,31,1.0,,,,1,idle,,3,idle,,
event_footstepwalkrun1_03_s_59,40066,event_footstepwalkrun1_03_s,Speech,squadleader,squadleader,Locale_MainScenario:event_footstepwalkrun1_03_s_59,True,,31,31,1.0,,,,1,idle,,3,idle,,
event_footstepwalkrun1_03_s_60,40066,event_footstepwalkrun1_03_s,Speech,squadleader,squadleader,Locale_MainScenario:event_footstepwalkrun1_03_s_60,True,,31,31,1.0,,,,1,idle,,3,idle,,
event_footstepwalkrun1_03_s_61,40066,event_footstepwalkrun1_03_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_03_s_61,True,,31,31,1.0,,,,1,idle,,3,idle,,
event_footstepwalkrun1_03_s_62,40066,event_footstepwalkrun1_03_s,Speech,squadleader,squadleader,Locale_MainScenario:event_footstepwalkrun1_03_s_62,True,,31,31,1.0,,,,1,idle,,3,idle,,
event_footstepwalkrun1_03_s_63,40066,event_footstepwalkrun1_03_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_03_s_63,True,,31,10,1.0,,,,1,idle,,3,idle,,
event_footstepwalkrun1_03_s_64,40066,event_footstepwalkrun1_03_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_03_s_64,True,,10,10,1.0,,,,1,idle,,3,idle,,
event_footstepwalkrun1_03_s_65,40066,event_footstepwalkrun1_03_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_03_s_65,True,,10,10,1.0,,,,1,idle,,3,idle,,
event_footstepwalkrun1_03_s_66,40066,event_footstepwalkrun1_03_s,Speech,squadleader,squadleader,Locale_MainScenario:event_footstepwalkrun1_03_s_66,True,,10,30,1.0,,,,1,idle,,3,idle,,
event_footstepwalkrun1_03_s_67,40066,event_footstepwalkrun1_03_s,Speech,squadleader,squadleader,Locale_MainScenario:event_footstepwalkrun1_03_s_67,False,,30,30,1.0,,,,1,idle,,3,idle,,
event_footstepwalkrun1_03_s_68,40066,event_footstepwalkrun1_03_s,Speech,squadleader,squadleader,Locale_MainScenario:event_footstepwalkrun1_03_s_68,True,,30,300,1.0,,,,1,idle,,3,idle,,
