id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_darkhero_04_s_27,40047,event_darkhero_04_s,Speech,ether,Locale_SubScenario:event_darkhero_04_s_27,True,,2,surprise,,1,1,1.0,,ether,,12,delight
event_darkhero_04_s_28,40047,event_darkhero_04_s,Speech,ether,Locale_SubScenario:event_darkhero_04_s_28,True,,2,surprise,,1,XS_120,1.0,,ether,,12,delight
event_darkhero_04_s_29,40047,event_darkhero_04_s,Speech,ether,Locale_SubScenario:event_darkhero_04_s_29,False,,2,surprise,,XS_120,XS_120,1.0,,trony,,12,delight
event_darkhero_04_s_30,40047,event_darkhero_04_s,Speech,ether,Locale_SubScenario:event_darkhero_04_s_30,True,,2,surprise,,XS_120,XS_120,1.0,,ether,,12,delight
event_darkhero_04_s_31,40047,event_darkhero_04_s,Speech,ether,Locale_SubScenario:event_darkhero_04_s_31,True,,2,surprise,,XS_120,XS_120,1.0,,ether,,12,delight
event_darkhero_04_s_32,40047,event_darkhero_04_s,Speech,ether,Locale_SubScenario:event_darkhero_04_s_32,True,,2,surprise,,XS_120,XS_120,1.0,,ether,,12,delight
event_darkhero_04_s_33,40047,event_darkhero_04_s,Speech,ether,Locale_SubScenario:event_darkhero_04_s_33,True,,2,surprise,,XS_120,XS_120,1.0,,ether,,12,delight
event_darkhero_04_s_34,40047,event_darkhero_04_s,Speech,ether,Locale_SubScenario:event_darkhero_04_s_34,True,,2,surprise,,XS_120,XS_120,1.0,,ether,,12,delight
event_darkhero_04_s_35,40047,event_darkhero_04_s,Speech,ether,Locale_SubScenario:event_darkhero_04_s_35,True,,2,surprise,,XS_120,XS_1200,1.0,,ether,,12,delight
event_darkhero_04_s_36,40047,event_darkhero_04_s,Speech,ether,Locale_SubScenario:event_darkhero_04_s_36,False,,2,surprise,,XS_1200,XS_1200,1.0,,trony,,12,delight
event_darkhero_04_s_37,40047,event_darkhero_04_s,Speech,ether,Locale_SubScenario:event_darkhero_04_s_37,True,,2,surprise,,XS_1200,XS_1200,1.0,,ether,,12,delight
event_darkhero_04_s_38,40047,event_darkhero_04_s,Speech,ether,Locale_SubScenario:event_darkhero_04_s_38,True,,2,surprise,,XS_1200,XS_1200,1.0,,ether,,12,delight
event_darkhero_04_s_39,40047,event_darkhero_04_s,Speech,ether,Locale_SubScenario:event_darkhero_04_s_39,True,,2,surprise,,XS_1200,XS_1200,1.0,,ether,,12,delight
event_darkhero_04_s_40,40047,event_darkhero_04_s,Speech,trony,Locale_SubScenario:event_darkhero_04_s_40,True,,2,surprise,,XS_1200,1,0.5,,trony,,12,delight
event_darkhero_04_s_41,40047,event_darkhero_04_s,Narration,trony,Locale_SubScenario:event_darkhero_04_s_41,False,,2,surprise,,1,1,1.0,,,,12,delight
event_darkhero_04_s_42,40047,event_darkhero_04_s,Speech,ether,Locale_SubScenario:event_darkhero_04_s_42,True,,2,surprise,,1,1,1.0,,ether,,12,delight
event_darkhero_04_s_43,40047,event_darkhero_04_s,Speech,ether,Locale_SubScenario:event_darkhero_04_s_43,True,,2,surprise,,1,1,1.0,,ether,,12,delight
event_darkhero_04_s_44,40047,event_darkhero_04_s,Speech,ether,Locale_SubScenario:event_darkhero_04_s_44,True,,2,surprise,,1,XS_120,1.0,,ether,,12,delight
event_darkhero_04_s_45,40047,event_darkhero_04_s,Narration,ether,Locale_SubScenario:event_darkhero_04_s_45,False,,2,surprise,,XS_120,XS_120,1.0,,,,12,delight
event_darkhero_04_s_46,40047,event_darkhero_04_s,Speech,ether,Locale_SubScenario:event_darkhero_04_s_46,True,,2,surprise,,XS_120,XS_120,1.0,,ether,,12,delight
event_darkhero_04_s_47,40047,event_darkhero_04_s,Speech,ether,Locale_SubScenario:event_darkhero_04_s_47,True,,2,surprise,,XS_120,XS_120,1.0,,ether,,12,delight
event_darkhero_04_s_48,40047,event_darkhero_04_s,Speech,ether,Locale_SubScenario:event_darkhero_04_s_48,True,,2,surprise,,XS_120,XS_1200,1.0,,ether,,12,delight
event_darkhero_04_s_49,40047,event_darkhero_04_s,Speech,ether,Locale_SubScenario:event_darkhero_04_s_49,True,,2,surprise,,XS_1200,XS_1200,1.0,,ether,,12,delight
event_darkhero_04_s_50,40047,event_darkhero_04_s,Speech,ether,Locale_SubScenario:event_darkhero_04_s_50,True,,2,surprise,,XS_1200,XS_1200,1.0,,ether,,12,delight
event_darkhero_04_s_51,40047,event_darkhero_04_s,Speech,ether,Locale_SubScenario:event_darkhero_04_s_51,True,,2,surprise,,XS_1200,XS_1200,1.0,,ether,,12,delight
event_darkhero_04_s_52,40047,event_darkhero_04_s,Speech,ether,Locale_SubScenario:event_darkhero_04_s_52,True,,2,surprise,,XS_1200,XS_1200,1.0,,ether,,12,delight
event_darkhero_04_s_53,40047,event_darkhero_04_s,Speech,ether,Locale_SubScenario:event_darkhero_04_s_53,True,,2,surprise,,XS_1200,XS_1200,1.0,,ether,,12,delight
event_darkhero_04_s_54,40047,event_darkhero_04_s,Speech,ether,Locale_SubScenario:event_darkhero_04_s_54,True,,2,surprise,,XS_1200,XS_120,1.0,,ether,,12,delight
event_darkhero_04_s_55,40047,event_darkhero_04_s,Speech,ether,Locale_SubScenario:event_darkhero_04_s_55,True,,2,surprise,,XS_120,XS_120,1.0,,ether,,12,delight
event_darkhero_04_s_56,40047,event_darkhero_04_s,Speech,ether,Locale_SubScenario:event_darkhero_04_s_56,True,,2,surprise,,XS_120,XS_120,1.0,,ether,,12,delight
event_darkhero_04_s_57,40047,event_darkhero_04_s,Speech,trony,Locale_SubScenario:event_darkhero_04_s_57,True,,2,surprise,,XS_120,1,1.0,,trony,,12,delight
event_darkhero_04_s_58,40047,event_darkhero_04_s,Speech,trony,Locale_SubScenario:event_darkhero_04_s_58,True,,2,surprise,,1,1,1.0,,trony,,12,delight
event_darkhero_04_s_59,40047,event_darkhero_04_s,Speech,ether,Locale_SubScenario:event_darkhero_04_s_59,True,,2,surprise,,1,1,1.0,,ether,,12,delight
event_darkhero_04_s_60,40047,event_darkhero_04_s,Narration,ether,Locale_SubScenario:event_darkhero_04_s_60,False,,2,surprise,,1,12,1.0,,,,12,delight
event_darkhero_04_s_61,40047,event_darkhero_04_s,Speech,ether,Locale_SubScenario:event_darkhero_04_s_61,True,,2,surprise,,12,12,1.0,,ether,,12,delight
event_darkhero_04_s_62,40047,event_darkhero_04_s,Speech,ether,Locale_SubScenario:event_darkhero_04_s_62,True,,2,surprise,,12,12,1.0,,ether,,12,delight
event_darkhero_04_s_63,40047,event_darkhero_04_s,Speech,ether,Locale_SubScenario:event_darkhero_04_s_63,True,,2,surprise,,12,12,1.0,,ether,,12,delight
event_darkhero_04_s_64,40047,event_darkhero_04_s,Speech,ether,Locale_SubScenario:event_darkhero_04_s_64,True,,2,surprise,,12,12,1.0,,ether,,12,delight
event_darkhero_04_s_65,40047,event_darkhero_04_s,Speech,ether,Locale_SubScenario:event_darkhero_04_s_65,True,,2,surprise,,12,XS_120,1.0,,ether,,12,delight
event_darkhero_04_s_66,40047,event_darkhero_04_s,Speech,ether,Locale_SubScenario:event_darkhero_04_s_66,True,,2,surprise,,XS_120,XS_120,1.0,,ether,,12,delight
event_darkhero_04_s_67,40047,event_darkhero_04_s,Speech,ether,Locale_SubScenario:event_darkhero_04_s_67,True,,2,surprise,,XS_120,XS_120,1.0,,ether,,12,delight
event_darkhero_04_s_68,40047,event_darkhero_04_s,Speech,ether,Locale_SubScenario:event_darkhero_04_s_68,True,,2,surprise,,XS_120,XS_120,1.0,,ether,,12,delight
event_darkhero_04_s_69,40047,event_darkhero_04_s,Speech,ether,Locale_SubScenario:event_darkhero_04_s_69,True,,2,surprise,,XS_120,XS_1200,1.0,,ether,,12,delight
event_darkhero_04_s_70,40047,event_darkhero_04_s,Speech,ether,Locale_SubScenario:event_darkhero_04_s_70,True,,2,surprise,,XS_1200,XS_1200,1.0,,ether,,12,delight
