id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,jump_target,highlight,speaker
event_liarsend_12_39,130004,event_liarsend_12,Speech,Locale_SubScenario:event_liarsend_12_39,False,,liarsend_02,liarsend_03,2.0,,,,,neon,neon
event_liarsend_12_40,130004,event_liarsend_12,Speech,Locale_SubScenario:event_liarsend_12_40,False,,liarsend_03,liarsend_03,1.0,,,,,neon,neon
event_liarsend_12_41,130004,event_liarsend_12,Speech,Locale_SubScenario:event_liarsend_12_41,False,,liarsend_03,liarsend_03,1.0,,,,,rapi,rapi
event_liarsend_12_42,130004,event_liarsend_12,Speech,Locale_SubScenario:event_liarsend_12_42,False,,liarsend_03,liarsend_03,1.0,,,,,rapi,rapi
event_liarsend_12_43,130004,event_liarsend_12,Speech,Locale_SubScenario:event_liarsend_12_43,False,,liarsend_03,liarsend_03,1.0,,,,,anis,anis
event_liarsend_12_44,130004,event_liarsend_12,Speech,Locale_SubScenario:event_liarsend_12_44,False,,liarsend_03,liarsend_03,1.0,,,,,anis,anis
event_liarsend_12_45,130004,event_liarsend_12,Monologue,Locale_SubScenario:event_liarsend_12_45,False,,liarsend_03,liarsend_03,1.0,,sfx_scn_hairtouch,,,anis,
event_liarsend_12_46,130004,event_liarsend_12,Speech,Locale_SubScenario:event_liarsend_12_46,False,,liarsend_03,liarsend_02,2.0,,,,,anis,anis
event_liarsend_12_47,130004,event_liarsend_12,Speech,Locale_SubScenario:event_liarsend_12_47,False,,liarsend_02,liarsend_02,1.0,,,,,neon,neon
event_liarsend_12_48,130004,event_liarsend_12,Speech,Locale_SubScenario:event_liarsend_12_48,False,,liarsend_02,liarsend_02,1.0,,,,,neon,neon
event_liarsend_12_49,130004,event_liarsend_12,Speech,Locale_SubScenario:event_liarsend_12_49,False,,liarsend_02,liarsend_02,1.0,,,,,anis,anis
event_liarsend_12_50,130004,event_liarsend_12,Speech,Locale_SubScenario:event_liarsend_12_50,False,,liarsend_02,liarsend_02,1.0,,,,,neon,neon
event_liarsend_12_51,130004,event_liarsend_12,Speech,Locale_SubScenario:event_liarsend_12_51,False,,liarsend_02,liarsend_02,1.0,,,,,rapi,rapi
event_liarsend_12_52,130004,event_liarsend_12,Speech,Locale_SubScenario:event_liarsend_12_52,False,,liarsend_02,liarsend_03,2.0,,,,,anis,anis
event_liarsend_12_53,130004,event_liarsend_12,Speech,Locale_SubScenario:event_liarsend_12_53,False,,liarsend_03,liarsend_03,1.0,,,,,anis,anis
event_liarsend_12_54,130004,event_liarsend_12,Speech,Locale_SubScenario:event_liarsend_12_54,False,,liarsend_03,liarsend_03,1.0,,,,,neon,neon
event_liarsend_12_55,130004,event_liarsend_12,Speech,Locale_SubScenario:event_liarsend_12_55,False,,liarsend_03,liarsend_03,1.0,,,,,anis,anis
event_liarsend_12_56,130004,event_liarsend_12,Speech,Locale_SubScenario:event_liarsend_12_56,False,,liarsend_03,liarsend_03,1.0,,,,,anis,anis
event_liarsend_12_57,130004,event_liarsend_12,Monologue,Locale_SubScenario:event_liarsend_12_57,False,,liarsend_03,liarsend_03,1.0,,,,,anis,
event_liarsend_12_58,130004,event_liarsend_12,Speech,Locale_SubScenario:event_liarsend_12_58,False,,liarsend_03,liarsend_03,1.0,,,,,anis,anis
event_liarsend_12_59,130004,event_liarsend_12,Speech,Locale_SubScenario:event_liarsend_12_59,False,,liarsend_03,liarsend_03,1.0,,,,,neon,neon
event_liarsend_12_60,130004,event_liarsend_12,Speech,Locale_SubScenario:event_liarsend_12_60,False,,liarsend_03,liarsend_03,1.0,,,,,anis,anis
event_liarsend_12_61,130004,event_liarsend_12,Speech,Locale_SubScenario:event_liarsend_12_61,False,,liarsend_03,liarsend_03,1.0,,,,,neon,neon
event_liarsend_12_62,130004,event_liarsend_12,Speech,Locale_SubScenario:event_liarsend_12_62,False,,liarsend_03,liarsend_03,1.0,,,,,anis,anis
event_liarsend_12_63,130004,event_liarsend_12,Speech,Locale_SubScenario:event_liarsend_12_63,False,,liarsend_03,liarsend_03,1.0,,,,,anis,anis
event_liarsend_12_64,130004,event_liarsend_12,Narration,Locale_SubScenario:event_liarsend_12_64,False,,liarsend_03,liarsend_03,1.0,,sfx_scn_hairtouch,,,anis,
event_liarsend_12_65,130004,event_liarsend_12,Monologue,Locale_SubScenario:event_liarsend_12_65,False,,liarsend_03,liarsend_03,1.0,,,,,anis,
event_liarsend_12_66,130004,event_liarsend_12,Monologue,Locale_SubScenario:event_liarsend_12_66,False,,liarsend_03,liarsend_02,1.0,,,,,anis,
event_liarsend_12_67,130004,event_liarsend_12,Speech,Locale_SubScenario:event_liarsend_12_67,False,,liarsend_02,liarsend_02,1.0,,,,,anis,anis
event_liarsend_12_68,130004,event_liarsend_12,Speech,Locale_SubScenario:event_liarsend_12_68,False,,liarsend_02,liarsend_02,1.0,,,,,anis,anis
event_liarsend_12_69,130004,event_liarsend_12,Speech,Locale_SubScenario:event_liarsend_12_69,False,,liarsend_02,liarsend_02,1.0,,,,,rapi,rapi
event_liarsend_12_70,130004,event_liarsend_12,Speech,Locale_SubScenario:event_liarsend_12_70,False,,liarsend_02,liarsend_02,1.0,,,,,neon,neon
event_liarsend_12_71,130004,event_liarsend_12,Speech,Locale_SubScenario:event_liarsend_12_71,False,,liarsend_02,liarsend_02,1.0,,,,,anis,anis
event_liarsend_12_72,130004,event_liarsend_12,Speech,Locale_SubScenario:event_liarsend_12_72,False,,liarsend_02,liarsend_02,1.0,,,,,anis,anis
event_liarsend_12_73,130004,event_liarsend_12,Speech,Locale_SubScenario:event_liarsend_12_73,False,,liarsend_02,liarsend_02,1.0,,,,,neon,neon
event_liarsend_12_74,130004,event_liarsend_12,Speech,Locale_SubScenario:event_liarsend_12_74,False,,liarsend_02,liarsend_04,2.0,,,,,anis,anis
event_liarsend_12_75,130004,event_liarsend_12,Monologue,Locale_SubScenario:event_liarsend_12_75,False,,liarsend_04,liarsend_04,1.0,,,,,,
event_liarsend_12_76,130004,event_liarsend_12,Monologue,Locale_SubScenario:event_liarsend_12_76,False,,liarsend_04,liarsend_04,1.0,,sfx_scn_hairtouch,,,,
event_liarsend_12_77,130004,event_liarsend_12,Monologue,Locale_SubScenario:event_liarsend_12_77,False,,liarsend_04,liarsend_04,1.0,,,,,,
event_liarsend_12_78,130004,event_liarsend_12,Monologue,Locale_SubScenario:event_liarsend_12_78,False,,liarsend_04,liarsend_05,2.0,,sfx_scn_handtouchsmooth,,,,
event_liarsend_12_79,130004,event_liarsend_12,Monologue,Locale_SubScenario:event_liarsend_12_79,False,,liarsend_05,liarsend_05,1.0,,,,,,
event_liarsend_12_80,130004,event_liarsend_12,Monologue,Locale_SubScenario:event_liarsend_12_80,False,,black,black,1.0,,,,,,
event_liarsend_12_81,130004,event_liarsend_12,Monologue,Locale_SubScenario:event_liarsend_12_81,False,,black,black,1.0,,,,,,
event_liarsend_12_82,130004,event_liarsend_12,Monologue,Locale_SubScenario:event_liarsend_12_82,False,,black,black,1.0,,,,,,
event_liarsend_12_83,130004,event_liarsend_12,Monologue,Locale_SubScenario:event_liarsend_12_83,False,,black,black,1.0,,,,,,
event_liarsend_12_84,130004,event_liarsend_12,Narration,Locale_SubScenario:event_liarsend_12_84,False,,black,black,1.0,,,,,,
