id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_unbreakablesphere1_05_s_13,40075,event_unbreakablesphere1_05_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_05_s_13,True,,S_1500,S_1500,1.0,,,,1,pain,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_14,40075,event_unbreakablesphere1_05_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_05_s_14,True,,S_1500,S_1500,1.0,,,,1,pain,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_15,40075,event_unbreakablesphere1_05_s,Speech,yuni_n,yuni_n,Locale_MainScenario:event_unbreakablesphere1_05_s_15,False,,L_300,L_300,1.0,,,,1,pain,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_16,40075,event_unbreakablesphere1_05_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_05_s_16,True,,S_1500,S_1500,1.0,,,,1,pain,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_17,40075,event_unbreakablesphere1_05_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_05_s_17,True,,S_1500,S_1500,1.0,,,,1,pain,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_18,40075,event_unbreakablesphere1_05_s,Speech,yuni_n,yuni_n,Locale_MainScenario:event_unbreakablesphere1_05_s_18,False,,L_300,L_300,1.0,,,,1,pain,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_19,40075,event_unbreakablesphere1_05_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_05_s_19,True,,S_1500,S_150,1.0,none,,,1,pain,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_20,40075,event_unbreakablesphere1_05_s,Speech,yuni_n,yuni_n,Locale_MainScenario:event_unbreakablesphere1_05_s_20,True,,L_30,L_30,1.0,,,,1,pain,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_21,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_21,True,,10,10,1.0,,,,1,idle,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_22,40075,event_unbreakablesphere1_05_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_05_s_22,True,,S_150,S_150,1.0,,,,1,idle,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_23,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_23,True,,10,100,0.5,,,,1,idle,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_24,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_24,True,,100,L_1300,1.0,bgm_story_empathize,,,1,idle,,,3,idle,,,13,think,,15,think,
event_unbreakablesphere1_05_s_25,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_25,True,,L_1300,L_1300,1.0,,,,1,idle,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_26,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_26,True,,L_1300,L_1300,1.0,,,,1,idle,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_27,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_27,True,,L_1300,L_1300,1.0,,,,1,idle,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_28,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_28,True,,L_1300,L_130,1.0,,,,1,idle,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_29,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_29,True,,L_130,113,1.0,,,,1,pain,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_30,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_30,True,,113,113,1.0,,,,1,pain,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_31,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_31,True,,113,113,1.0,,,,1,pain,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_32,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_32,True,,113,113,1.0,,,,1,pain,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_33,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_33,True,,113,113,1.0,,,,1,pain,,,3,idle,,,13,think,,15,think,
event_unbreakablesphere1_05_s_34,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_34,True,,113,113,1.0,,,,1,pain,,,3,idle,,,13,think,,15,think,
event_unbreakablesphere1_05_s_35,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_35,True,,113,113,1.0,,,,1,idle,,,3,idle,,,13,think,,15,think,
event_unbreakablesphere1_05_s_36,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_36,True,,113,113,1.0,,,,1,idle,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_37,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_37,True,,113,113,1.0,,,,1,idle,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_38,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_38,True,,113,113,1.0,,,,1,idle,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_39,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_39,True,,113,113,1.0,,,,1,idle,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_40,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_40,True,,113,113,1.0,,,,1,idle,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_41,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_41,True,,113,113,1.0,,,,1,idle,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_42,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_42,True,,113,113,1.0,,,,1,idle,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_43,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_43,True,,113,113,1.0,,,,1,idle,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_44,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_44,True,,113,113,1.0,,,,1,idle,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_45,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_45,True,,113,113,1.0,,,,1,idle,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_46,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_46,True,,113,113,1.0,,,,1,pain,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_47,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_47,True,,113,113,1.0,,,,1,pain,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_48,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_48,True,,113,113,1.0,,,,1,pain,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_49,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_49,True,,113,113,1.0,,,,1,pain,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_50,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_50,True,,113,113,1.0,,,,1,pain,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_51,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_51,True,,113,113,1.0,,,,1,pain,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_52,40075,event_unbreakablesphere1_05_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_05_s_52,True,,113,1315,1.5,,,,1,pain,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_53,40075,event_unbreakablesphere1_05_s,Narration,,,Locale_MainScenario:event_unbreakablesphere1_05_s_53,False,,1315,1315,1.0,,,,1,pain,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_54,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_54,True,,L_1300,L_1300,1.0,,,,1,pain,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_55,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_55,True,,L_1300,L_1300,1.0,,,,1,pain,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_56,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_56,True,,L_1300,L_1300,1.0,,,,1,pain,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_57,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_57,True,,100,100,1.0,,,,1,idle,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_58,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_58,True,,L_1300,L_130,1.0,,,,1,idle,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_59,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_59,True,,L_130,L_130,1.0,,,,1,idle,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_60,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_60,True,,L_130,L_130,1.0,,,,1,idle,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_61,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_61,True,,L_130,L_130,1.0,,,,1,idle,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_62,40075,event_unbreakablesphere1_05_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_05_s_62,True,,L_130,1315,1.0,,,,1,idle,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_63,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_63,True,,1315,1315,1.0,,,,1,idle,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_64,40075,event_unbreakablesphere1_05_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_05_s_64,True,,1315,1315,1.0,,,,1,idle,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_65,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_65,True,,1315,1315,1.0,,,,1,idle,,,3,idle,,,13,delight,,15,think,
event_unbreakablesphere1_05_s_66,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_66,True,,1315,113,1.0,,,,1,idle,,,3,idle,,,13,delight,,15,think,
event_unbreakablesphere1_05_s_67,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_67,True,,113,113,1.0,,,,1,idle,,,3,idle,,,13,delight,,15,think,
event_unbreakablesphere1_05_s_68,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_68,True,,113,113,1.0,,,,1,idle,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_69,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_69,True,,113,113,1.0,,,,1,idle,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_70,40075,event_unbreakablesphere1_05_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_05_s_70,True,,S_1500,S_1500,1.0,,,,1,idle,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_71,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_71,True,,100,100,1.0,,,,1,surprise,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_72,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_72,True,,100,L_1300,1.0,,,,1,surprise,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_73,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_73,True,,L_1300,L_1300,1.0,,,,1,surprise,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_74,40075,event_unbreakablesphere1_05_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_05_s_74,True,,L_1300,S_1500,1.0,,,,1,surprise,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_75,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_75,True,,L_1300,L_130,1.0,,,,1,surprise,,,3,idle,,,13,delight,,15,think,
event_unbreakablesphere1_05_s_76,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_76,True,,L_130,L_130,1.0,,,,1,surprise,,,3,idle,,,13,delight,,15,think,
event_unbreakablesphere1_05_s_77,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_77,True,,L_130,L_130,1.0,,,,1,surprise,,,3,idle,,,13,delight,,15,think,
event_unbreakablesphere1_05_s_78,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_78,True,,L_130,L_130,1.0,,,,1,surprise,,,3,idle,,,13,delight,,15,think,
event_unbreakablesphere1_05_s_79,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_79,True,,10,10,1.0,,,,1,surprise,,,3,idle,,,13,delight,,15,idle,
event_unbreakablesphere1_05_s_80,40075,event_unbreakablesphere1_05_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_05_s_80,True,,S_150,S_150,1.0,,,,1,surprise,,,3,idle,,,13,delight,,15,idle,
event_unbreakablesphere1_05_s_81,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_81,True,,L_130,L_130,1.0,,,,1,surprise,,,3,idle,,,13,delight,,15,idle,
event_unbreakablesphere1_05_s_82,40075,event_unbreakablesphere1_05_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_05_s_82,True,,L_130,1315,1.0,,,,1,surprise,,,3,idle,,,13,delight,,15,think,
event_unbreakablesphere1_05_s_83,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_83,True,,1315,1315,1.0,,,,1,surprise,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_84,40075,event_unbreakablesphere1_05_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_05_s_84,True,,1315,1315,1.0,,,,1,surprise,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_85,40075,event_unbreakablesphere1_05_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_05_s_85,True,,1315,1315,1.0,,,,1,surprise,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_86,40075,event_unbreakablesphere1_05_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_05_s_86,True,,1315,1315,1.0,,,,1,surprise,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_87,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_87,True,,1315,113,1.5,,,,1,think,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_88,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_88,True,,113,113,1.0,,,,1,think,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_89,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_89,True,,113,113,1.0,,,,1,think,,,3,idle,,,13,delight,,15,think,
event_unbreakablesphere1_05_s_90,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_90,True,,113,113,1.0,,,,1,think,,,3,idle,,,13,delight,,15,think,
event_unbreakablesphere1_05_s_91,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_91,True,,113,13,1.0,,,,1,think,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_92,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_92,True,,13,L_130,1.0,,,,1,think,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_93,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_93,True,,L_130,L_130,1.0,,,,1,think,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_94,40075,event_unbreakablesphere1_05_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_05_s_94,True,,S_150,S_150,1.0,,,,1,think,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_95,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_95,True,,L_130,L_1300,1.0,,,,1,think,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_96,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_96,True,,L_1300,L_1300,1.0,,,,1,think,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_97,40075,event_unbreakablesphere1_05_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_05_s_97,True,,S_1500,S_1500,1.0,,,,1,think,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_98,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_98,False,,100,100,1.0,none,,,1,think,,,3,idle,,,13,idle,,15,think,
event_unbreakablesphere1_05_s_99,40075,event_unbreakablesphere1_05_s,Narration,,,Locale_MainScenario:event_unbreakablesphere1_05_s_99,False,EmptyArea,black,black,1.0,event_bgm_ubsphere_blackspace,black,,1,think,mihara_b,,3,idle,yuni_n,,13,idle,,15,think,mori
event_unbreakablesphere1_05_s_100,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_100,False,,L_1300,L_1300,1.0,,,,,,,,,,,,13,idle,,,,
event_unbreakablesphere1_05_s_101,40075,event_unbreakablesphere1_05_s,Narration,,,Locale_MainScenario:event_unbreakablesphere1_05_s_101,False,,L_1300,L_1300,1.0,,,,,,,,,,,,13,idle,,,,
event_unbreakablesphere1_05_s_102,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_102,True,,L_1300,L_130,1.0,,,,,,,,,,,,13,idle,,,,
event_unbreakablesphere1_05_s_103,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_103,True,,L_130,L_130,1.0,,,,,,,,,,,,13,idle,,,,
event_unbreakablesphere1_05_s_104,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_104,True,,L_130,113,1.0,,,mihara_b,1,think,,,,,,,13,idle,,,,
event_unbreakablesphere1_05_s_105,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_105,False,,113,113,1.0,,,,1,think,,,,,,,13,surprise,,,,
event_unbreakablesphere1_05_s_106,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_106,True,,113,113,1.0,,,,1,think,,,,,,,13,surprise,,,,
event_unbreakablesphere1_05_s_107,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_107,True,,113,113,1.0,,,,1,idle,,,,,,,13,surprise,,,,
event_unbreakablesphere1_05_s_108,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_108,True,,113,113,1.0,,,,1,idle,,,,,,,13,surprise,,,,
event_unbreakablesphere1_05_s_109,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_109,True,,113,113,1.0,,,,1,idle,,,,,,,13,idle,,,,
event_unbreakablesphere1_05_s_110,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_110,True,,113,113,1.0,,,,1,think,,,,,,,13,idle,,,,
