id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_camera_shake,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,fade
event_colorless_03_e_11,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_11,True,,13,surprise,,12,12,1.0,,ein,ein,,,1,no,,,,,,,,,,
event_colorless_03_e_12,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_12,True,,13,surprise,,12,12,1.0,,ein,ein,,,1,no,,,,,,,,,,
event_colorless_03_e_13,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_13,True,,13,shy,,12,12,1.0,,zwei,zwei,,,1,no,,,,,,,,,,
event_colorless_03_e_14,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_14,True,,13,shy,,12,12,1.0,,ein,ein,,,1,no,,,,,,,,,,
event_colorless_03_e_15,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_15,True,,13,shy,,12,12,1.0,,ein,ein,,,1,no,,,,,,,,,,
event_colorless_03_e_16,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_16,True,,13,shy,,12,12,1.0,,ein,ein,,,1,no,,,,,,,,,,
event_colorless_03_e_17,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_17,True,,13,shy,,12,12,1.0,,ein,ein,,,1,no,,,,,,,,,,
event_colorless_03_e_18,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_18,False,,13,shy,,12,12,1.0,,zwei,zwei,,,1,no,,,,,,,,,,
event_colorless_03_e_19,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_19,True,,13,shy,,12,12,1.0,,ein,ein,,,1,no,,,,,,,,,,
event_colorless_03_e_20,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_20,True,,13,shy,,12,12,1.0,none,ein,ein,,,1,idle,,,,,,,,,,
event_colorless_03_e_21,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_21,True,,13,shy,,12,12,1.0,,ein,ein,,,1,idle,,,,,,,,,,
event_colorless_03_e_22,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_22,True,,13,shy,,12,12,1.0,bgm_story_backtonormal,ein,ein,,,1,idle,,,,,,,,,,
event_colorless_03_e_23,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_23,True,,13,idle,,12,12,1.0,,zwei,zwei,,,1,idle,,,,,,,,,,
event_colorless_03_e_24,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_24,True,,13,idle,,12,12,1.0,,zwei,zwei,,,1,idle,,,,,,,,,,
event_colorless_03_e_25,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_25,True,,13,idle,,12,12,1.0,,ein,ein,,,1,delight,,,,,,,,,,
event_colorless_03_e_26,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_26,True,,13,idle,,12,12,1.0,,ein,ein,,,1,delight,,,,,,,,,,
event_colorless_03_e_27,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_27,True,,13,idle,,12,12,1.0,,ein,ein,,,1,surprise,,,,,,,,,,
event_colorless_03_e_28,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_28,True,,13,idle,,12,12,1.0,,zwei,zwei,,,1,surprise,,,,,,,,,,
event_colorless_03_e_29,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_29,True,,13,idle,,12,12,1.0,,zwei,zwei,,,1,surprise,,,,,,,,,,
event_colorless_03_e_30,40054,event_colorless_03_e,Narration,Locale_SubScenario:event_colorless_03_e_30,False,,13,surprise,,12,12,1.0,,zwei,,sfx_scn_solidtablehitfar,,1,idle,Low_2,,,,,,,,,
event_colorless_03_e_31,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_31,False,,13,surprise,,12,12,1.0,,zwei,zwei,,,1,idle,,,,,,,,,,
event_colorless_03_e_32,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_32,True,,13,surprise,,12,12,1.0,,ein,ein,,,1,idle,,,,,,,,,,
event_colorless_03_e_33,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_33,True,,13,surprise,,12,12,1.0,,zwei,zwei,,,1,idle,,,,,,,,,,
event_colorless_03_e_34,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_34,True,,13,idle,,12,12,1.0,,zwei,zwei,,,1,idle,,,,,,,,,,
event_colorless_03_e_35,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_35,True,,13,idle,,12,12,1.0,,ein,ein,,,1,idle,,,,,,,,,,
event_colorless_03_e_36,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_36,True,,13,idle,,12,12,1.0,,ein,ein,,,1,idle,,,,,,,,,,
event_colorless_03_e_37,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_37,True,,13,idle,,12,12,1.0,,ein,ein,,,1,idle,,,,,,,,,,
event_colorless_03_e_38,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_38,True,,13,idle,,12,12,1.0,,ein,ein,,,1,idle,,,,,,,,,,
event_colorless_03_e_39,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_39,True,,13,special,,12,12,1.0,,zwei,zwei,,,1,idle,,,,,,,,,,
event_colorless_03_e_40,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_40,True,,13,special,,12,12,1.0,,zwei,zwei,,,1,idle,,,,,,,,,,
event_colorless_03_e_41,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_41,True,,13,special,,12,12,1.0,,ein,ein,,,1,idle,,,,,,,,,,
event_colorless_03_e_42,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_42,True,,13,special,,12,12,1.0,,zwei,zwei,,,1,idle,,,,,,,,,,
event_colorless_03_e_43,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_43,True,,13,special,,12,12,1.0,,ein,ein,,,1,idle,,,,,,,,,,
event_colorless_03_e_44,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_44,True,,13,special,,12,12,1.0,,zwei,zwei,,,1,idle,,,,,,,,,,
event_colorless_03_e_45,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_45,True,,13,special,,12,12,1.0,,zwei,zwei,,,1,idle,,,,,,,,,,
event_colorless_03_e_46,40054,event_colorless_03_e,Narration,Locale_SubScenario:event_colorless_03_e_46,False,,13,special,Mafiaoffice,black,black,1.0,none,,,,,1,idle,,zwei,ein,marciana,1,rage,ether,13,idle,black
event_colorless_03_e_47,40054,event_colorless_03_e,Narration,Locale_SubScenario:event_colorless_03_e_47,False,,,,,100,100,1.0,bgm_mystery,marciana,,sfx_scn_solidtablehit,,,,Low_2,,,,1,rage,,13,idle,
event_colorless_03_e_48,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_48,True,,,,,100,100,1.0,,marciana,marciana,,,,,,,,,1,rage,,13,idle,
event_colorless_03_e_49,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_49,True,,,,,100,12,1.0,,ether,ether,,,,,,,,,1,rage,,13,idle,
event_colorless_03_e_50,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_50,True,,,,,12,12,1.0,,ether,ether,,,,,,,,,1,rage,,13,idle,
event_colorless_03_e_51,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_51,True,,,,,12,12,1.0,,marciana,marciana,,,,,,,,,1,rage,,13,idle,
event_colorless_03_e_52,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_52,True,,,,,12,12,1.0,,ether,ether,,,,,,,,,1,rage,,13,idle,
event_colorless_03_e_53,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_53,True,,,,,12,12,1.0,,ether,ether,,,,,,,,,1,rage,,13,idle,
event_colorless_03_e_54,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_54,True,,,,,12,12,1.0,,ether,ether,,,,,,,,,1,rage,,13,idle,
event_colorless_03_e_55,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_55,False,,,,,12,12,1.0,,marciana,marciana,,,,,,,,,1,rage,,13,idle,
event_colorless_03_e_56,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_56,True,,,,,12,12,1.0,,ether,ether,,,,,,,,,1,rage,,13,delight,
event_colorless_03_e_57,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_57,True,,,,,12,12,1.0,,ether,ether,,,,,,,,,1,rage,,13,delight,
event_colorless_03_e_58,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_58,True,,,,,12,12,1.0,,ether,ether,,,,,,,,,1,rage,,13,delight,
event_colorless_03_e_59,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_59,True,,,,,12,12,1.0,,ether,ether,,,,,,,,,1,rage,,13,delight,
event_colorless_03_e_60,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_60,True,,,,,12,XS_130,1.0,,ether,ether,,,,,,,,,1,rage,,13,sad,
event_colorless_03_e_61,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_61,True,,,,,XS_130,XS_130,1.0,,ether,ether,,,,,,,,,1,rage,,13,sad,
event_colorless_03_e_62,40054,event_colorless_03_e,Narration,Locale_SubScenario:event_colorless_03_e_62,False,,,,,XS_130,XS_130,1.0,,ether,,sfx_scn_papertouch,,,,,,,,1,rage,,13,sad,
event_colorless_03_e_63,40054,event_colorless_03_e,Narration,Locale_SubScenario:event_colorless_03_e_63,False,,,,,XS_130,XS_130,1.0,,ether,,,,,,,,,,1,rage,,13,sad,
event_colorless_03_e_64,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_64,True,,,,,XS_130,12,1.0,,marciana,marciana,,,,,,,,,1,think,,13,sad,
event_colorless_03_e_65,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_65,True,,,,,12,12,1.0,,marciana,marciana,,,,,,,,,1,think,,13,sad,
event_colorless_03_e_66,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_66,True,,,,,12,12,1.0,,ether,ether,,,,,,,,,1,think,,13,delight,
event_colorless_03_e_67,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_67,True,,,,,12,12,1.0,,ether,ether,,,,,,,,,1,think,,13,delight,
event_colorless_03_e_68,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_68,True,,,,,12,12,1.0,,ether,ether,,,,,,,,,1,think,,13,delight,
event_colorless_03_e_69,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_69,True,,,,,12,12,1.0,,ether,ether,,,,,,,,,1,think,,13,delight,
event_colorless_03_e_70,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_70,True,,,,,12,12,1.0,,ether,ether,,,,,,,,,1,think,,13,delight,
event_colorless_03_e_71,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_71,True,,,,,12,12,1.0,,marciana,marciana,,,,,,,,,1,think,,13,delight,
event_colorless_03_e_72,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_72,True,,,,,12,XS_130,1.0,,ether,ether,,,,,,,,,1,think,,13,delight,
event_colorless_03_e_73,40054,event_colorless_03_e,Speech,Locale_SubScenario:event_colorless_03_e_73,True,,,,,XS_130,XS_130,1.0,,ether,ether,,,,,,,,,1,think,,13,delight,
