id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
event_redash1_01_s_24,40031,event_redash1_01_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash1_01_s_24,True,,13,idle,,1,idle,,15,idle,,17,idle,,3,idle,,7,think,,5,idle,,75,75,1.0,
event_redash1_01_s_25,40031,event_redash1_01_s,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash1_01_s_25,True,,13,idle,,1,idle,,15,idle,,17,idle,,3,idle,,7,angry,,5,idle,,75,75,1.0,
event_redash1_01_s_26,40031,event_redash1_01_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash1_01_s_26,True,,13,idle,,1,idle,,15,idle,,17,idle,,3,idle,,7,angry,,5,smile,,75,75,1.0,
event_redash1_01_s_27,40031,event_redash1_01_s,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash1_01_s_27,True,,13,idle,,1,idle,,15,idle,,17,idle,,3,idle,,7,angry,,5,smile,,75,75,1.0,
event_redash1_01_s_28,40031,event_redash1_01_s,Speech,redhood,redhood,Locale_MainScenario:event_redash1_01_s_28,True,,13,go,,1,idle,,15,idle,,17,idle,,3,idle,,7,angry,,5,smile,,130,130,1.0,
event_redash1_01_s_29,40031,event_redash1_01_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash1_01_s_29,True,,13,go,,1,idle,,15,idle,,17,delight,,3,idle,,7,angry,,5,smile,,170,170,1.0,
event_redash1_01_s_30,40031,event_redash1_01_s,Speech,redhood,redhood,Locale_MainScenario:event_redash1_01_s_30,True,,13,idle,,1,idle,,15,idle,,17,delight,,3,idle,,7,angry,,5,idle,,130,130,1.0,
event_redash1_01_s_31,40031,event_redash1_01_s,Speech,commander,commander,Locale_MainScenario:event_redash1_01_s_31,True,,13,idle,,1,idle,,15,idle,,17,idle,,3,idle,,7,idle,,5,idle,,130,L_150,1.0,
event_redash1_01_s_32,40031,event_redash1_01_s,Speech,commander,commander,Locale_MainScenario:event_redash1_01_s_32,True,,13,idle,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,idle,,L_150,L_150,1.0,
event_redash1_01_s_33,40031,event_redash1_01_s,Speech,commander,commander,Locale_MainScenario:event_redash1_01_s_33,True,,13,idle,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,idle,,L_150,L_150,1.0,
event_redash1_01_s_34,40031,event_redash1_01_s,Speech,commander,commander,Locale_MainScenario:event_redash1_01_s_34,True,,13,idle,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,idle,,L_150,L_1500,1.0,
event_redash1_01_s_35,40031,event_redash1_01_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash1_01_s_35,True,,13,idle,,1,idle,,15,no,,17,think,,3,idle,,7,idle,,5,idle,,1700,1700,1.0,
event_redash1_01_s_36,40031,event_redash1_01_s,Speech,commander,commander,Locale_MainScenario:event_redash1_01_s_36,True,,13,idle,,1,idle,,15,no,,17,think,,3,idle,,7,idle,,5,idle,,L_1500,L_1500,1.0,
event_redash1_01_s_37,40031,event_redash1_01_s,Speech,commander,commander,Locale_MainScenario:event_redash1_01_s_37,True,,13,idle,,1,idle,,15,no,,17,think,,3,idle,,7,idle,,5,idle,,L_1500,L_1500,1.0,
event_redash1_01_s_38,40031,event_redash1_01_s,Speech,commander,commander,Locale_MainScenario:event_redash1_01_s_38,True,,13,idle,,1,idle,,15,no,,17,think,,3,idle,,7,idle,,5,idle,,L_1500,L_150,1.0,
event_redash1_01_s_39,40031,event_redash1_01_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash1_01_s_39,True,,13,idle,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,idle,,L_150,1517,1.0,
event_redash1_01_s_40,40031,event_redash1_01_s,Speech,commander,commander,Locale_MainScenario:event_redash1_01_s_40,True,,13,idle,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,idle,,1517,1517,1.0,
event_redash1_01_s_41,40031,event_redash1_01_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash1_01_s_41,True,,13,idle,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,idle,,1517,1517,1.0,
event_redash1_01_s_42,40031,event_redash1_01_s,Speech,commander,commander,Locale_MainScenario:event_redash1_01_s_42,True,,13,idle,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,idle,,1517,1517,1.0,
event_redash1_01_s_43,40031,event_redash1_01_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash1_01_s_43,True,,13,idle,,1,idle,,15,no,,17,no,,3,idle,,7,idle,,5,idle,,1517,1517,1.0,
event_redash1_01_s_44,40031,event_redash1_01_s,Speech,commander,commander,Locale_MainScenario:event_redash1_01_s_44,True,,13,idle,,1,idle,,15,no,,17,no,,3,idle,,7,idle,,5,idle,,1517,L_150,1.0,
event_redash1_01_s_45,40031,event_redash1_01_s,Speech,commander,commander,Locale_MainScenario:event_redash1_01_s_45,True,,13,idle,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,idle,,L_150,L_150,1.0,
event_redash1_01_s_46,40031,event_redash1_01_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash1_01_s_46,True,,13,idle,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,idle,,170,170,1.0,
event_redash1_01_s_47,40031,event_redash1_01_s,Speech,commander,commander,Locale_MainScenario:event_redash1_01_s_47,True,,13,idle,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,idle,,L_150,L_150,1.0,
event_redash1_01_s_48,40031,event_redash1_01_s,Speech,commander,commander,Locale_MainScenario:event_redash1_01_s_48,True,,13,idle,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,idle,,L_150,L_150,1.0,
event_redash1_01_s_49,40031,event_redash1_01_s,Speech,commander,commander,Locale_MainScenario:event_redash1_01_s_49,True,,13,idle,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,idle,,L_150,L_150,1.0,
event_redash1_01_s_50,40031,event_redash1_01_s,Speech,commander,commander,Locale_MainScenario:event_redash1_01_s_50,True,,13,idle,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,idle,,L_150,L_150,1.0,
event_redash1_01_s_51,40031,event_redash1_01_s,Speech,commander,commander,Locale_MainScenario:event_redash1_01_s_51,True,,13,idle,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,idle,,L_150,L_1500,1.0,
event_redash1_01_s_52,40031,event_redash1_01_s,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash1_01_s_52,True,,13,idle,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,idle,,700,70,1.0,
event_redash1_01_s_53,40031,event_redash1_01_s,Speech,redhood,redhood,Locale_MainScenario:event_redash1_01_s_53,True,,13,idle,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,idle,,130,130,1.0,
event_redash1_01_s_54,40031,event_redash1_01_s,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash1_01_s_54,True,,13,idle,,1,idle,,15,no,,17,idle,,3,idle,,7,angry,,5,idle,,70,70,1.0,
event_redash1_01_s_55,40031,event_redash1_01_s,Speech,redhood,redhood,Locale_MainScenario:event_redash1_01_s_55,True,,13,idle,,1,idle,,15,no,,17,idle,,3,idle,,7,angry,,5,idle,,130,130,1.0,
event_redash1_01_s_56,40031,event_redash1_01_s,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash1_01_s_56,True,,13,idle,,1,idle,,15,no,,17,idle,,3,idle,,7,think,,5,idle,,70,70,1.0,
event_redash1_01_s_57,40031,event_redash1_01_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash1_01_s_57,True,,13,idle,,1,idle,,15,no,,17,idle,,3,idle,,7,think,,5,think,,70,75,2.0,
event_redash1_01_s_58,40031,event_redash1_01_s,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash1_01_s_58,True,,13,idle,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,think,,75,75,1.0,
event_redash1_01_s_59,40031,event_redash1_01_s,Speech,redhood,redhood,Locale_MainScenario:event_redash1_01_s_59,True,,13,idle,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,think,,130,130,1.0,
event_redash1_01_s_60,40031,event_redash1_01_s,Speech,rapunzel_o,rapunzel_o,Locale_MainScenario:event_redash1_01_s_60,True,,13,idle,,1,idle,,15,no,,17,idle,,3,no,,7,idle,,5,think,,L_30,L_30,1.0,
event_redash1_01_s_61,40031,event_redash1_01_s,Speech,redhood,redhood,Locale_MainScenario:event_redash1_01_s_61,True,,13,idle,,1,idle,,15,no,,17,idle,,3,no,,7,idle,,5,think,,130,130,1.0,
event_redash1_01_s_62,40031,event_redash1_01_s,Speech,commander,commander,Locale_MainScenario:event_redash1_01_s_62,True,,13,idle,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,idle,,130,1315,1.0,
event_redash1_01_s_63,40031,event_redash1_01_s,Speech,redhood,redhood,Locale_MainScenario:event_redash1_01_s_63,True,,13,worry,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,idle,,1315,1315,1.0,
event_redash1_01_s_64,40031,event_redash1_01_s,Speech,commander,commander,Locale_MainScenario:event_redash1_01_s_64,True,,13,worry,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,idle,,1315,L_150,1.0,
event_redash1_01_s_65,40031,event_redash1_01_s,Speech,commander,commander,Locale_MainScenario:event_redash1_01_s_65,True,,13,idle,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,idle,,L_150,L_150,1.0,
event_redash1_01_s_66,40031,event_redash1_01_s,Speech,commander,commander,Locale_MainScenario:event_redash1_01_s_66,True,,13,idle,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,idle,,L_150,L_150,1.0,
event_redash1_01_s_67,40031,event_redash1_01_s,Speech,commander,commander,Locale_MainScenario:event_redash1_01_s_67,True,,13,idle,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,idle,,L_150,L_1500,1.0,
event_redash1_01_s_68,40031,event_redash1_01_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash1_01_s_68,True,,13,idle,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,think,,500,500,1.0,
event_redash1_01_s_69,40031,event_redash1_01_s,Speech,commander,commander,Locale_MainScenario:event_redash1_01_s_69,True,,13,idle,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,think,,L_1500,L_1500,1.0,
event_redash1_01_s_70,40031,event_redash1_01_s,Speech,commander,commander,Locale_MainScenario:event_redash1_01_s_70,True,,13,idle,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,think,,L_1500,L_1500,1.0,
event_redash1_01_s_71,40031,event_redash1_01_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash1_01_s_71,True,,13,idle,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,think,,500,500,1.0,
event_redash1_01_s_72,40031,event_redash1_01_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash1_01_s_72,True,,13,idle,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,think,,500,50,1.0,
event_redash1_01_s_73,40031,event_redash1_01_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash1_01_s_73,True,,13,idle,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,think,,50,50,1.0,
event_redash1_01_s_74,40031,event_redash1_01_s,Speech,commander,commander,Locale_MainScenario:event_redash1_01_s_74,True,,13,idle,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,think,,L_150,L_150,1.0,
event_redash1_01_s_75,40031,event_redash1_01_s,Speech,commander,commander,Locale_MainScenario:event_redash1_01_s_75,True,,13,idle,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,think,,L_150,L_150,1.0,
event_redash1_01_s_76,40031,event_redash1_01_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash1_01_s_76,True,,13,idle,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,worry,,50,50,1.0,
event_redash1_01_s_77,40031,event_redash1_01_s,Speech,commander,commander,Locale_MainScenario:event_redash1_01_s_77,True,,13,idle,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,worry,,L_150,L_150,1.0,none
event_redash1_01_s_78,40031,event_redash1_01_s,Narration,,,Locale_MainScenario:event_redash1_01_s_78,False,,13,idle,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,worry,,black,black,1.0,
event_redash1_01_s_79,40031,event_redash1_01_s,Speech,commander,commander,Locale_MainScenario:event_redash1_01_s_79,True,,13,idle,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,worry,,black,black,1.0,
