id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,fade,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,play_sound,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim
snowfall_global_03_25,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_25,False,,4,4,1.0,,,,,,blanc_c,blanc_noir,,,,,,,,,5,idle,,3,idle,,,,,,,,,,,
snowfall_global_03_26,80903,snowfall_global_03,Self,Locale_SubScenario:snowfall_global_03_26,True,,4,4,1.0,,,,,,blanc_c,blanc_c,,,,,,,,,5,idle,,3,idle,,,,,,,,,,,
snowfall_global_03_27,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_27,True,,4,130,1.0,,,,,,ludmilla_w,ludmilla_w,,,,ludmilla_w,13,idle,,,5,idle,,3,idle,,noir_c,blanc_c,,,,,,,,
snowfall_global_03_28,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_28,True,,130,130,1.0,,,,,,ludmilla_w,ludmilla_w,,,,,13,idle,,,,,,,,,,,,,,,,,,
snowfall_global_03_29,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_29,True,,130,130,1.0,,,,,,ludmilla_w,ludmilla_w,,,,,13,idle,,,,,,,,,,,,,,,,,,
snowfall_global_03_30,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_30,True,,130,130,1.0,,,,,,ludmilla_w,ludmilla_w,,,,,13,idle,,,,,,,,,,,,,,,,,,
snowfall_global_03_31,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_31,True,,130,130,1.0,,,,,,ludmilla_w,ludmilla_w,,,,,13,idle,,,,,,,,,,,,,,,,,,
snowfall_global_03_32,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_32,True,,130,130,1.0,,,,,,ludmilla_w,ludmilla_w,,,,,13,idle,,,,,,,,,,,,,,,,,,
snowfall_global_03_33,80903,snowfall_global_03,Self,Locale_SubScenario:snowfall_global_03_33,False,,130,130,1.0,,,,,,ludmilla_w,,,,,,13,idle,,,,,,,,,,,,,,,,,,
snowfall_global_03_34,80903,snowfall_global_03,Self,Locale_SubScenario:snowfall_global_03_34,False,,130,130,1.0,,,,,,ludmilla_w,,,,,,13,idle,,,,,,,,,,,,,,,,,,
snowfall_global_03_35,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_35,True,,130,130,1.0,,,,,,ludmilla_w,ludmilla_w,,,,,13,idle,,,,,,,,,,,,,,,,,,
snowfall_global_03_36,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_36,True,,130,130,1.0,,,,,,ludmilla_w,ludmilla_w,,,,,13,idle,,,,,,,,,,,,,,,,,,
snowfall_global_03_37,80903,snowfall_global_03,Self,Locale_SubScenario:snowfall_global_03_37,False,,130,130,1.0,,,,,,,,,,,,13,idle,,,,,,,,ludmilla_w,,,,,,,,,,
snowfall_global_03_38,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_38,True,,130,S_150,1.0,,,,,,mica_w,mica_w,,,,,,,,,,,,,,,,,mica_w,15,idle,,,,,
snowfall_global_03_39,80903,snowfall_global_03,Self,Locale_SubScenario:snowfall_global_03_39,False,,S_150,S_150,1.0,,,,,,,,,,,,,,,,,,,,,,,,,15,idle,,,,,
snowfall_global_03_40,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_40,True,,S_150,S_150,1.0,,,,,,mica_w,mica_w,,,,,,,,,,,,,,,,,,15,idle,,,,,
snowfall_global_03_41,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_41,True,,S_150,S_150,1.0,,,,,,mica_w,mica_w,,,,,,,,,,,,,,,,,,15,idle,,,,,
snowfall_global_03_42,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_42,True,,S_150,S_150,1.0,,,,,,mica_w,mica_w,,,,,,,,,,,,,,,,,,15,idle,,,,,
snowfall_global_03_43,80903,snowfall_global_03,Self,Locale_SubScenario:snowfall_global_03_43,False,,S_150,S_150,1.0,,,,,,,,,,,,,,,,,,,,,,,,,15,idle,,,,,
snowfall_global_03_44,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_44,True,,S_150,S_150,1.0,,,,,,mica_w,mica_w,,,,,,,,,,,,,,,,,,15,delight,,,,,
snowfall_global_03_45,80903,snowfall_global_03,Self,Locale_SubScenario:snowfall_global_03_45,False,,1,1,1.0,,,,,black,,,emma,1,idle,ludmilla_w,13,idle,,noir_c,5,idle,blanc_c,3,idle,,,,,15,idle,,,,,
snowfall_global_03_46,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_46,True,,1,10,1.0,,,,,,emma,emma,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,,
snowfall_global_03_47,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_47,True,,10,10,1.0,,,,,,emma,emma,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,,
snowfall_global_03_48,80903,snowfall_global_03,Self,Locale_SubScenario:snowfall_global_03_48,False,,10,10,1.0,,,,,,emma,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,,
snowfall_global_03_49,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_49,True,,10,10,1.0,,,,,,emma,emma,,1,delight,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,,
snowfall_global_03_50,80903,snowfall_global_03,Self,Locale_SubScenario:snowfall_global_03_50,False,,10,10,1.0,,,,,,emma,,,1,delight,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,,
snowfall_global_03_51,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_51,True,,10,10,1.0,,,,,,emma,emma,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,,
snowfall_global_03_52,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_52,True,,10,10,1.0,,,,,,emma,emma,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,,
snowfall_global_03_53,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_53,True,,10,10,1.0,,,,,,emma,emma,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,,
snowfall_global_03_54,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_54,True,,10,10,1.0,,,,,,lumi_01,lumi_01,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,,
snowfall_global_03_55,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_55,True,,14,14,1.0,,,,,,mica_w,mica_w,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,surprise,,,,,
snowfall_global_03_56,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_56,True,,14,14,1.0,,,,,,ludmilla_w,ludmilla_w,,1,idle,,13,think,,,5,idle,,3,idle,,,,,15,surprise,,,,,
snowfall_global_03_57,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_57,True,,4,4,1.0,,,,,,blanc_c,blanc_c,,1,idle,,13,think,,,5,idle,,3,idle,,,,,15,surprise,,,,,
snowfall_global_03_58,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_58,True,,4,4,1.0,,,,,,noir_c,noir_c,,1,idle,,13,think,,,5,idle,,3,idle,,,,,15,surprise,,,,,
snowfall_global_03_59,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_59,True,,10,10,1.0,,,,,,emma,emma,,1,idle,,13,think,,,5,idle,,3,idle,,,,,15,surprise,,,,,
snowfall_global_03_60,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_60,True,,10,1,1.0,,,,,,emma,emma,,1,idle,,13,think,,,5,idle,,3,idle,,,,,15,surprise,,,,,
snowfall_global_03_61,80903,snowfall_global_03,Self,Locale_SubScenario:snowfall_global_03_61,False,,1,1,1.0,,,,,,,,,1,idle,,13,think,,,5,idle,,3,idle,,,,,15,surprise,,,,,
snowfall_global_03_62,80903,snowfall_global_03,Monologue,Locale_SubScenario:snowfall_global_03_62,False,,1,1,1.0,,,,,,,,,1,idle,,13,think,emma,,5,idle,,3,idle,ludmilla_w,noir_c,blanc_c,,15,surprise,mica_w,,,,
snowfall_global_03_63,80903,snowfall_global_03,Self,Locale_SubScenario:snowfall_global_03_63,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_03_64,80903,snowfall_global_03,Self,Locale_SubScenario:snowfall_global_03_64,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_03_65,80903,snowfall_global_03,Narration,Locale_SubScenario:snowfall_global_03_65,False,EventScene_snowfalloasis_09,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,sfx_scn_remotesignal,,,
snowfall_global_03_66,80903,snowfall_global_03,Narration,Locale_SubScenario:snowfall_global_03_66,False,,snowfalloasis_09_1,snowfalloasis_09_2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,sfx_scn_clock,,,
snowfall_global_03_67,80903,snowfall_global_03,Monologue,Locale_SubScenario:snowfall_global_03_67,False,,snowfalloasis_09_2,snowfalloasis_09_2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_03_68,80903,snowfall_global_03,Monologue,Locale_SubScenario:snowfall_global_03_68,False,,snowfalloasis_09_2,snowfalloasis_09_2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_03_69,80903,snowfall_global_03,Monologue,Locale_SubScenario:snowfall_global_03_69,False,,snowfalloasis_09_2,snowfalloasis_09_2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_03_70,80903,snowfall_global_03,Monologue,Locale_SubScenario:snowfall_global_03_70,False,,snowfalloasis_09_2,snowfalloasis_09_2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_03_71,80903,snowfall_global_03,Monologue,Locale_SubScenario:snowfall_global_03_71,False,,snowfalloasis_09_2,snowfalloasis_09_2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_03_72,80903,snowfall_global_03,Self,Locale_SubScenario:snowfall_global_03_72,False,,snowfalloasis_09_2,snowfalloasis_09_2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_03_73,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_73,True,,snowfalloasis_09_2,snowfalloasis_09_2,1.0,,,,,,lumi_01,lumi_01,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_03_74,80903,snowfall_global_03,Monologue,Locale_SubScenario:snowfall_global_03_74,False,,snowfalloasis_09_2,snowfalloasis_09_2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_03_75,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_75,True,,snowfalloasis_09_2,snowfalloasis_09_3,1.0,,,,,,emma,emma,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_03_76,80903,snowfall_global_03,Monologue,Locale_SubScenario:snowfall_global_03_76,False,HotSpringInnIn_s,black,black,1.0,amb_so_inn_in_2,,,,,emma,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_03_77,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_77,True,,12,12,1.0,,,,,,emma,emma,emma,1,worry,,,,,,,,,,,,,,,,,,,lumi_01,13,idle
snowfall_global_03_78,80903,snowfall_global_03,Self,Locale_SubScenario:snowfall_global_03_78,False,,12,12,1.0,,,,,,emma,,,1,worry,,,,,,,,,,,,,,,,,,,,13,idle
snowfall_global_03_79,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_79,True,,12,12,1.0,,,,,,lumi_01,lumi_01,,1,worry,,,,,,,,,,,,,,,,,,,,13,idle
snowfall_global_03_80,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_80,True,,12,12,1.0,,,,,,emma,emma,,1,surprise,,,,,,,,,,,,,,,,,,,,13,idle
snowfall_global_03_81,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_81,True,,12,12,1.0,,,,,,emma,emma,,1,idle,,,,,,,,,,,,,,,,,,,,13,idle
snowfall_global_03_82,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_82,True,,12,12,1.0,,,,,,emma,emma,,1,idle,,,,,,,,,,,,,,,,,,,,13,idle
snowfall_global_03_83,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_83,True,,12,12,1.0,,,,,,emma,emma,,1,idle,,,,,,,,,,,,,,,,,,,,13,idle
snowfall_global_03_84,80903,snowfall_global_03,Self,Locale_SubScenario:snowfall_global_03_84,False,,12,12,1.0,,,,,,emma,,,1,idle,,,,,,,,,,,,,,,,,,,,13,idle
snowfall_global_03_85,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_85,True,,12,12,1.0,,,,,,emma,emma,,1,delight,,,,,,,,,,,,,,,,,,,,13,idle
snowfall_global_03_86,80903,snowfall_global_03,Narration,Locale_SubScenario:snowfall_global_03_86,False,,12,12,1.0,,,,,,emma,,,1,delight,,,,,,,,,,,,,,,,,,sfx_scn_overflowingwater,,13,idle
snowfall_global_03_87,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_87,True,,12,10,1.0,,,,,,emma,emma,,1,surprise,,,,,,,,,,,,,,,,,,,,13,idle
snowfall_global_03_88,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_88,True,,10,10,1.0,,,,,,emma,emma,,1,idle,,,,,,,,,,,,,,,,,,,,13,idle
snowfall_global_03_89,80903,snowfall_global_03,Self,Locale_SubScenario:snowfall_global_03_89,False,,10,10,1.0,,,,,,emma,,,1,idle,,,,,,,,,,,,,,,,,,,,13,idle
snowfall_global_03_90,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_90,True,,10,10,1.0,,,,,,lumi_01,lumi_01,,1,idle,,,,,,,,,,,,,,,,,,,,13,idle
snowfall_global_03_91,80903,snowfall_global_03,Monologue,Locale_SubScenario:snowfall_global_03_91,False,,black,black,1.0,,,,,,,,,1,idle,,,,emma,,,,,,,,,,,,,,,,13,idle
snowfall_global_03_92,80903,snowfall_global_03,Monologue,Locale_SubScenario:snowfall_global_03_92,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,idle
snowfall_global_03_93,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_93,True,,14,14,1.0,,,,,,ludmilla_w,ludmilla_w,,,,ludmilla_w,13,think,,,,,,,,,,,,,,,,,15,idle
snowfall_global_03_94,80903,snowfall_global_03,Monologue,Locale_SubScenario:snowfall_global_03_94,False,,14,14,1.0,,,,,,ludmilla_w,,,,,,13,think,,,,,,,,,,,,,,,,,15,idle
snowfall_global_03_95,80903,snowfall_global_03,Self,Locale_SubScenario:snowfall_global_03_95,False,,14,14,1.0,,,,,,ludmilla_w,,,,,,13,think,,,,,,,,,,,,,,,,,15,idle
snowfall_global_03_96,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_96,True,,14,14,1.0,,,,,,ludmilla_w,ludmilla_w,,,,,13,think,,,,,,,,,,,,,,,,,15,idle
snowfall_global_03_97,80903,snowfall_global_03,Self,Locale_SubScenario:snowfall_global_03_97,False,,14,14,1.0,,,,,,ludmilla_w,,,,,,13,think,,,,,,,,,,,,,,,,,15,idle
snowfall_global_03_98,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_98,True,,14,14,1.0,,,,,,ludmilla_w,ludmilla_w,,,,,13,think,,,,,,,,,,,,,,,,,15,idle
snowfall_global_03_99,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_99,True,,14,130,1.0,,,,,,ludmilla_w,ludmilla_w,,,,,13,idle,,,,,,,,,,,,,,,,,15,idle
snowfall_global_03_100,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_100,True,,130,130,1.0,,,,,,ludmilla_w,ludmilla_w,,,,,13,idle,,,,,,,,,,,,,,,,,15,idle
snowfall_global_03_101,80903,snowfall_global_03,Self,Locale_SubScenario:snowfall_global_03_101,False,,130,130,1.0,,,,,,ludmilla_w,,,,,,13,idle,,,,,,,,,,,,,,,,,15,idle
snowfall_global_03_102,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_102,True,,130,130,1.0,,,,,,lumi_01,lumi_01,,,,,13,idle,,,,,,,,,,,,,,,,,15,idle
snowfall_global_03_103,80903,snowfall_global_03,Self,Locale_SubScenario:snowfall_global_03_103,False,,130,130,1.0,,,,,,,,,,,,13,idle,,,,,,,,,,,,,,,,,15,idle
snowfall_global_03_104,80903,snowfall_global_03,Monologue,Locale_SubScenario:snowfall_global_03_104,False,,black,black,1.0,,,,,,,,,,,,13,idle,,,,,,,,ludmilla_w,,,,,,,,,1,idle
snowfall_global_03_105,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_105,True,,4,4,1.0,,,,,,blanc_c,blanc_c,,,,,,,,noir_c,5,idle,blanc_c,3,idle,,,,,,,,,,1,idle
snowfall_global_03_106,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_106,True,,4,4,1.0,,,,,,noir_c,noir_c,,,,,,,,,5,delight,,3,idle,,,,,,,,,,1,idle
snowfall_global_03_107,80903,snowfall_global_03,Monologue,Locale_SubScenario:snowfall_global_03_107,False,,4,4,1.0,,,,,,noir_c,,,,,,,,,,5,delight,,3,idle,,,,,,,,,,1,idle
snowfall_global_03_108,80903,snowfall_global_03,Self,Locale_SubScenario:snowfall_global_03_108,False,,4,4,1.0,,,,,,noir_c,,,,,,,,,,5,delight,,3,idle,,,,,,,,,,1,idle
snowfall_global_03_109,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_109,True,,4,4,1.0,,,,,,lumi_01,lumi_01,,,,,,,,,5,delight,,3,idle,,,,,,,,,,1,idle
snowfall_global_03_110,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_110,True,,4,4,1.0,,,,,,blanc_c,blanc_c,,,,,,,,,5,idle,,3,delight,,,,,,,,,,1,idle
snowfall_global_03_111,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_111,True,,4,4,1.0,,,,,,blanc_c,blanc_c,,,,,,,,,5,idle,,3,delight,,,,,,,,,,1,idle
snowfall_global_03_112,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_112,True,,4,4,1.0,,,,,,noir_c,noir_c,,,,,,,,,5,idle,,3,delight,,,,,,,,,,1,idle
snowfall_global_03_113,80903,snowfall_global_03,Self,Locale_SubScenario:snowfall_global_03_113,False,,4,4,1.0,,,,,,,,,,,,,,,,5,idle,,3,delight,,,,,,,,,,1,idle
snowfall_global_03_114,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_114,True,,4,4,1.0,,,,,,blanc_c,blanc_c,,,,,,,,,5,idle,,3,delight,,,,,,,,,,1,idle
snowfall_global_03_115,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_115,True,,4,4,1.0,,,,,,blanc_c,blanc_c,,,,,,,,,5,idle,,3,delight,,,,,,,,,,1,idle
snowfall_global_03_116,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_116,True,,4,4,1.0,,,,,,noir_c,noir_c,,,,,,,,,5,idle,,3,delight,,,,,,,,,,1,idle
snowfall_global_03_117,80903,snowfall_global_03,Narration,Locale_SubScenario:snowfall_global_03_117,False,,black,black,1.0,,,,,,,,,,,,,,,,5,idle,,3,delight,,noir_c,blanc_c,mica_w,15,no,,sfx_scn_cookknife,,13,idle
snowfall_global_03_118,80903,snowfall_global_03,Narration,Locale_SubScenario:snowfall_global_03_118,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,15,no,,sfx_scn_soup,,13,idle
snowfall_global_03_119,80903,snowfall_global_03,Narration,Locale_SubScenario:snowfall_global_03_119,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,15,no,,sfx_scn_slurp,,13,idle
snowfall_global_03_120,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_120,True,,14,14,1.0,,,,,,mica_w,mica_w,,,,,,,,,,,,,,,,,,15,delight,,,,13,idle
snowfall_global_03_121,80903,snowfall_global_03,Monologue,Locale_SubScenario:snowfall_global_03_121,False,,14,14,1.0,,,,,,,,,,,,,,,,,,,,,,,,,15,delight,,,,13,idle
snowfall_global_03_122,80903,snowfall_global_03,Self,Locale_SubScenario:snowfall_global_03_122,False,,14,14,1.0,,,,,,,,,,,,,,,,,,,,,,,,,15,delight,,,,13,idle
