id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,highlight,speaker,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
event_brandnewyear_05_s_12,40005,event_brandnewyear_05_s,Speech,Locale_SubScenario:event_brandnewyear_05_s_12,True,,S_130,S_130,1.0,,,sugar_p,sugar,,,1,idle,,13,idle,,3,idle
event_brandnewyear_05_s_13,40005,event_brandnewyear_05_s,Speech,Locale_SubScenario:event_brandnewyear_05_s_13,True,,S_30,S_30,1.0,,,julia_p,julia,,,1,idle,,13,idle,,3,idle
event_brandnewyear_05_s_14,40005,event_brandnewyear_05_s,Speech,Locale_SubScenario:event_brandnewyear_05_s_14,True,,S_30,S_30,1.0,,,julia_p,julia,,,1,idle,,13,idle,,3,idle
event_brandnewyear_05_s_15,40005,event_brandnewyear_05_s,Speech,Locale_SubScenario:event_brandnewyear_05_s_15,True,,S_130,S_130,1.0,,,sugar_p,sugar,,,1,idle,,13,surprise,,3,idle
event_brandnewyear_05_s_16,40005,event_brandnewyear_05_s,Speech,Locale_SubScenario:event_brandnewyear_05_s_16,True,,S_130,S_130,1.0,,,sugar_p,sugar,,,1,idle,,13,surprise,,3,idle
event_brandnewyear_05_s_17,40005,event_brandnewyear_05_s,Speech,Locale_SubScenario:event_brandnewyear_05_s_17,True,,S_130,S_1300,1.0,,,sugar_p,sugar,,,1,idle,,13,idle,,3,idle
event_brandnewyear_05_s_18,40005,event_brandnewyear_05_s,Speech,Locale_SubScenario:event_brandnewyear_05_s_18,True,,S_100,S_100,1.0,,,helm_p,helm,,,1,delight,,13,idle,,3,idle
event_brandnewyear_05_s_19,40005,event_brandnewyear_05_s,Speech,Locale_SubScenario:event_brandnewyear_05_s_19,True,,S_1300,S_1300,1.0,,,sugar_p,sugar,,,1,delight,,13,idle,,3,idle
event_brandnewyear_05_s_20,40005,event_brandnewyear_05_s,Speech,Locale_SubScenario:event_brandnewyear_05_s_20,True,,S_100,S_100,1.0,,,helm_p,helm,,,1,idle,,13,idle,,3,idle
event_brandnewyear_05_s_21,40005,event_brandnewyear_05_s,Speech,Locale_SubScenario:event_brandnewyear_05_s_21,True,,S_100,S_10,1.0,,,helm_p,helm,,,1,delight,,13,idle,,3,idle
event_brandnewyear_05_s_22,40005,event_brandnewyear_05_s,Speech,Locale_SubScenario:event_brandnewyear_05_s_22,True,,S_130,S_130,1.0,,,sugar_p,sugar,,,1,idle,,13,surprise,,3,idle
event_brandnewyear_05_s_23,40005,event_brandnewyear_05_s,Speech,Locale_SubScenario:event_brandnewyear_05_s_23,False,,S_30,S_30,1.0,,,julia_p,julia,,,1,idle,,13,surprise,,3,surprise
event_brandnewyear_05_s_24,40005,event_brandnewyear_05_s,Self,Locale_SubScenario:event_brandnewyear_05_s_24,False,,S_30,S_30,1.0,,,,,,,1,idle,,13,idle,,3,surprise
event_brandnewyear_05_s_25,40005,event_brandnewyear_05_s,Speech,Locale_SubScenario:event_brandnewyear_05_s_25,True,,S_30,S_300,1.0,,,julia_p,julia,,,1,idle,,13,idle,,3,surprise
event_brandnewyear_05_s_26,40005,event_brandnewyear_05_s,Speech,Locale_SubScenario:event_brandnewyear_05_s_26,True,,S_300,S_300,1.0,,,julia_p,julia,,,1,idle,,13,idle,,3,surprise
event_brandnewyear_05_s_27,40005,event_brandnewyear_05_s,Speech,Locale_SubScenario:event_brandnewyear_05_s_27,True,,S_300,S_300,1.0,,,julia_p,julia,,,1,idle,,13,idle,,3,shy
event_brandnewyear_05_s_28,40005,event_brandnewyear_05_s,Speech,Locale_SubScenario:event_brandnewyear_05_s_28,True,,S_300,S_30,1.0,,,julia_p,julia,,,1,idle,,13,idle,,3,delight
event_brandnewyear_05_s_29,40005,event_brandnewyear_05_s,Self,Locale_SubScenario:event_brandnewyear_05_s_29,False,,S_30,S_30,1.0,,,,,,,1,idle,,13,idle,,3,delight
event_brandnewyear_05_s_30,40005,event_brandnewyear_05_s,Speech,Locale_SubScenario:event_brandnewyear_05_s_30,True,,S_30,S_30,1.0,,,julia_p,julia,,,1,idle,,13,idle,,3,delight
event_brandnewyear_05_s_31,40005,event_brandnewyear_05_s,Narration,Locale_SubScenario:event_brandnewyear_05_s_31,False,,S_30,S_30,1.0,,,,,,,1,idle,,13,idle,,3,"expression_0,idle"
event_brandnewyear_05_s_32,40005,event_brandnewyear_05_s,Narration,Locale_SubScenario:event_brandnewyear_05_s_32,False,,S_30,3,1.0,,,,,,,1,idle,,13,idle,,3,"expression_0,idle"
event_brandnewyear_05_s_33,40005,event_brandnewyear_05_s,Monologue,Locale_SubScenario:event_brandnewyear_05_s_33,False,,3,3,1.0,,,,,,,1,idle,,13,idle,,3,"expression_0,idle"
event_brandnewyear_05_s_34,40005,event_brandnewyear_05_s,Monologue,Locale_SubScenario:event_brandnewyear_05_s_34,False,,3,113,1.5,,,,,,,1,idle,,13,idle,,3,"expression_0,idle"
event_brandnewyear_05_s_35,40005,event_brandnewyear_05_s,Narration,Locale_SubScenario:event_brandnewyear_05_s_35,False,,black,black,1.0,,,,,,,1,idle,,13,idle,,3,delight
event_brandnewyear_05_s_36,40005,event_brandnewyear_05_s,Self,Locale_SubScenario:event_brandnewyear_05_s_36,False,,S_30,S_30,1.0,,,,,,,1,idle,,13,idle,,3,delight
event_brandnewyear_05_s_37,40005,event_brandnewyear_05_s,Speech,Locale_SubScenario:event_brandnewyear_05_s_37,True,,S_30,S_30,1.0,,,julia_p,julia,,,1,idle,,13,idle,,3,delight
event_brandnewyear_05_s_38,40005,event_brandnewyear_05_s,Speech,Locale_SubScenario:event_brandnewyear_05_s_38,True,,S_30,S_30,1.0,,,julia_p,julia,,,1,idle,,13,idle,,3,delight
event_brandnewyear_05_s_39,40005,event_brandnewyear_05_s,Speech,Locale_SubScenario:event_brandnewyear_05_s_39,True,,S_30,3,1.0,,,julia_p,julia,,,1,idle,,13,idle,,3,delight
event_brandnewyear_05_s_40,40005,event_brandnewyear_05_s,Speech,Locale_SubScenario:event_brandnewyear_05_s_40,True,,3,3,1.0,,,julia_p,julia,,,1,idle,,13,idle,,3,delight
event_brandnewyear_05_s_41,40005,event_brandnewyear_05_s,Self,Locale_SubScenario:event_brandnewyear_05_s_41,False,,3,3,1.0,none,,,,,,1,idle,,13,idle,,3,delight
event_brandnewyear_05_s_42,40005,event_brandnewyear_05_s,Speech,Locale_SubScenario:event_brandnewyear_05_s_42,True,,3,3,1.0,,,julia_p,julia,,,1,idle,,13,idle,,3,delight
event_brandnewyear_05_s_43,40005,event_brandnewyear_05_s,Speech,Locale_SubScenario:event_brandnewyear_05_s_43,True,,3,3,1.0,,,julia_p,julia,,,1,idle,,13,idle,,3,delight
event_brandnewyear_05_s_44,40005,event_brandnewyear_05_s,Narration,Locale_SubScenario:event_brandnewyear_05_s_44,False,,3,3,1.0,bgm_story_herecomestrouble,,,,sfx_scn_violin,,1,idle,,13,idle,,3,"expression_0,idle"
event_brandnewyear_05_s_45,40005,event_brandnewyear_05_s,Speech,Locale_SubScenario:event_brandnewyear_05_s_45,True,,3,3,1.0,,,julia_p,julia,,,1,idle,,13,idle,,3,surprise
event_brandnewyear_05_s_46,40005,event_brandnewyear_05_s,Speech,Locale_SubScenario:event_brandnewyear_05_s_46,True,,3,3,1.0,,,julia_p,julia,,,1,idle,,13,idle,,3,delight
event_brandnewyear_05_s_47,40005,event_brandnewyear_05_s,Speech,Locale_SubScenario:event_brandnewyear_05_s_47,True,,3,S_30,1.0,,,julia_p,julia,,,1,idle,,13,idle,,3,think
event_brandnewyear_05_s_48,40005,event_brandnewyear_05_s,Narration,Locale_SubScenario:event_brandnewyear_05_s_48,False,,S_30,S_30,1.0,,,,,,,1,idle,,13,idle,,3,"expression_0,idle"
event_brandnewyear_05_s_49,40005,event_brandnewyear_05_s,Narration,Locale_SubScenario:event_brandnewyear_05_s_49,False,,S_30,S_30,1.0,,,,,sfx_scn_violin,,1,idle,,13,idle,,3,"expression_0,idle"
event_brandnewyear_05_s_50,40005,event_brandnewyear_05_s,Speech,Locale_SubScenario:event_brandnewyear_05_s_50,True,,S_30,S_300,1.0,,,julia_p,julia,,,1,idle,,13,idle,,3,think
event_brandnewyear_05_s_51,40005,event_brandnewyear_05_s,Narration,Locale_SubScenario:event_brandnewyear_05_s_51,False,,S_300,S_300,1.0,,,,,,,1,idle,,13,idle,,3,"expression_0,idle"
event_brandnewyear_05_s_52,40005,event_brandnewyear_05_s,Narration,Locale_SubScenario:event_brandnewyear_05_s_52,False,,S_300,S_300,1.0,,,,,sfx_scn_violin,,1,idle,,13,idle,,3,idle
event_brandnewyear_05_s_53,40005,event_brandnewyear_05_s,Speech,Locale_SubScenario:event_brandnewyear_05_s_53,True,,S_300,S_300,1.0,,,julia_p,julia,,,1,idle,,13,idle,,3,think
event_brandnewyear_05_s_54,40005,event_brandnewyear_05_s,Self,Locale_SubScenario:event_brandnewyear_05_s_54,False,,S_300,S_30,1.0,,,,,,,1,idle,,13,idle,,3,think
