id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound,set_camera_shake,set_filter_01,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
event_claymore_06_s_16,40050,event_claymore_06_s,Speech,clay,Locale_SubScenario:event_claymore_06_s_16,True,,4,4,1.0,,clay,,,,,,5,idle,,,3,idle,,,,,
event_claymore_06_s_17,40050,event_claymore_06_s,Speech,clay,Locale_SubScenario:event_claymore_06_s_17,True,,4,4,1.0,,clay,,,,,,5,idle,,,3,idle,,,,,
event_claymore_06_s_18,40050,event_claymore_06_s,Speech,milk_n,Locale_SubScenario:event_claymore_06_s_18,True,,4,4,1.0,,milk_n,,,,,,5,idle,,,3,idle,,,,,
event_claymore_06_s_19,40050,event_claymore_06_s,Speech,milk_n,Locale_SubScenario:event_claymore_06_s_19,True,,4,4,1.0,,milk_n,,,,,,5,idle,,,3,idle,,,,,
event_claymore_06_s_20,40050,event_claymore_06_s,Speech,clay,Locale_SubScenario:event_claymore_06_s_20,True,,4,4,1.0,,clay,,,,,,5,idle,,,3,idle,,,,,
event_claymore_06_s_21,40050,event_claymore_06_s,Speech,milk_n,Locale_SubScenario:event_claymore_06_s_21,True,,4,4,1.0,,milk_n,,,,,,5,idle,,,3,good,,,,,
event_claymore_06_s_22,40050,event_claymore_06_s,Monologue,milk_n,Locale_SubScenario:event_claymore_06_s_22,False,,4,4,1.0,,,,,,,,5,idle,,,3,good,,,,,
event_claymore_06_s_23,40050,event_claymore_06_s,Speech,clay,Locale_SubScenario:event_claymore_06_s_23,True,,4,4,1.0,,clay,,,,,,5,surprise,,,3,good,,,,,
event_claymore_06_s_24,40050,event_claymore_06_s,Speech,clay,Locale_SubScenario:event_claymore_06_s_24,True,,4,4,1.0,,clay,,,,,,5,delight,,,3,good,,,,,
event_claymore_06_s_25,40050,event_claymore_06_s,Monologue,clay,Locale_SubScenario:event_claymore_06_s_25,False,,4,4,1.0,,,,,,,,5,delight,,,3,good,,,,,
event_claymore_06_s_26,40050,event_claymore_06_s,Speech,milk_n,Locale_SubScenario:event_claymore_06_s_26,True,,4,4,1.0,,milk_n,,,,,,5,idle,,,3,good,,,,,
event_claymore_06_s_27,40050,event_claymore_06_s,Monologue,milk_n,Locale_SubScenario:event_claymore_06_s_27,False,,4,4,1.0,,,,,,,,5,idle,,,3,good,milk_n,,,,
event_claymore_06_s_28,40050,event_claymore_06_s,Self,clay,Locale_SubScenario:event_claymore_06_s_28,False,,4,5,1.0,,,,,,,,5,idle,,,,,,,,,
event_claymore_06_s_29,40050,event_claymore_06_s,Speech,clay,Locale_SubScenario:event_claymore_06_s_29,True,,5,5,1.0,,clay,,,,,,5,idle,,,,,,,,,
event_claymore_06_s_30,40050,event_claymore_06_s,Speech,clay,Locale_SubScenario:event_claymore_06_s_30,True,,5,5,1.0,,clay,,,,,,5,idle,,,,,,,,,
event_claymore_06_s_31,40050,event_claymore_06_s,Monologue,clay,Locale_SubScenario:event_claymore_06_s_31,False,,5,5,1.0,,,,,,,,5,idle,,,,,,,,,
event_claymore_06_s_32,40050,event_claymore_06_s,Speech,clay,Locale_SubScenario:event_claymore_06_s_32,True,,5,5,1.0,,clay,sfx_scn_pompom3,,,,,5,idle,,,,,,,,,
event_claymore_06_s_33,40050,event_claymore_06_s,Speech,clay,Locale_SubScenario:event_claymore_06_s_33,True,,5,5,1.0,,clay,sfx_scn_pompom2,,,,,5,idle,,,,,,,,,
event_claymore_06_s_34,40050,event_claymore_06_s,Speech,clay,Locale_SubScenario:event_claymore_06_s_34,True,,5,5,1.0,,clay,,,,,,5,special,,,,,,,,,
event_claymore_06_s_35,40050,event_claymore_06_s,Self,clay,Locale_SubScenario:event_claymore_06_s_35,False,,5,5,1.0,,,,,,,,5,special,,,,,,,,,
event_claymore_06_s_36,40050,event_claymore_06_s,Speech,clay,Locale_SubScenario:event_claymore_06_s_36,True,,5,5,1.0,,clay,,,,,,5,idle,,,,,,,,,
event_claymore_06_s_37,40050,event_claymore_06_s,Monologue,clay,Locale_SubScenario:event_claymore_06_s_37,False,,black,black,1.0,,,,,,,,5,idle,,,,,,,,,
event_claymore_06_s_38,40050,event_claymore_06_s,Monologue,clay,Locale_SubScenario:event_claymore_06_s_38,False,Backstreet_n,black,black,1.0,none,,,,,,,5,idle,,milk_n,13,idle,,,,,
event_claymore_06_s_39,40050,event_claymore_06_s,Speech,clay,Locale_SubScenario:event_claymore_06_s_39,True,,5,50,1.0,bgm_frostpillar,clay,,,,,,5,no,,,13,idle,,,,,
event_claymore_06_s_40,40050,event_claymore_06_s,Speech,clay,Locale_SubScenario:event_claymore_06_s_40,False,,50,50,1.0,,clay,,,,,,5,no,,,13,idle,,,,,
event_claymore_06_s_41,40050,event_claymore_06_s,Speech,clay,Locale_SubScenario:event_claymore_06_s_41,True,,50,50,1.0,,clay,,,,,,5,no,,,13,idle,,,,,
event_claymore_06_s_42,40050,event_claymore_06_s,Speech,clay,Locale_SubScenario:event_claymore_06_s_42,True,,50,50,1.0,,clay,,,,,,5,no,,,13,idle,,,,,
event_claymore_06_s_43,40050,event_claymore_06_s,Speech,clay,Locale_SubScenario:event_claymore_06_s_43,True,,50,50,1.0,,clay,,,,,,5,no,,,13,idle,,,,,
event_claymore_06_s_44,40050,event_claymore_06_s,Speech,clay,Locale_SubScenario:event_claymore_06_s_44,True,,50,50,1.0,,clay,,,,,,5,surprise,,,13,idle,,,,,
event_claymore_06_s_45,40050,event_claymore_06_s,Speech,mc,Locale_SubScenario:event_claymore_06_s_45,True,,19,19,1.0,,mc,,,,,,5,surprise,,,13,idle,,,,,
event_claymore_06_s_46,40050,event_claymore_06_s,Narration,clay,Locale_SubScenario:event_claymore_06_s_46,False,,19,190,0.5,,,sfx_scn_fightbell,,,,,5,surprise,,,13,idle,,,,,
event_claymore_06_s_47,40050,event_claymore_06_s,Speech,spectators,Locale_SubScenario:event_claymore_06_s_47,True,,190,190,1.0,,spectators,,,,,,5,surprise,,,13,idle,,,,,
event_claymore_06_s_48,40050,event_claymore_06_s,Speech,clay,Locale_SubScenario:event_claymore_06_s_48,True,,50,50,1.0,,clay,,,,,,5,sad,,,13,idle,,,,,
event_claymore_06_s_49,40050,event_claymore_06_s,Narration,clay,Locale_SubScenario:event_claymore_06_s_49,False,,50,5,1.0,,,,,,,,5,sad,,,13,idle,,,,,
event_claymore_06_s_50,40050,event_claymore_06_s,Speech,clay,Locale_SubScenario:event_claymore_06_s_50,True,,5,5,1.0,,clay,,,,,,5,idle,,,13,idle,,,,,
event_claymore_06_s_51,40050,event_claymore_06_s,Narration,clay,Locale_SubScenario:event_claymore_06_s_51,False,,5,5,1.0,,,,,,,,5,idle,,,13,idle,,,,,
event_claymore_06_s_52,40050,event_claymore_06_s,Narration,clay,Locale_SubScenario:event_claymore_06_s_52,False,,5,13,1.5,none,,,,,,,5,idle,,,13,idle,,,,,
event_claymore_06_s_53,40050,event_claymore_06_s,Speech,milk_n,Locale_SubScenario:event_claymore_06_s_53,True,,13,13,1.0,bgm_risk,milk_n,,,,,,5,idle,,,13,no,,,,,
event_claymore_06_s_54,40050,event_claymore_06_s,Narration,milk_n,Locale_SubScenario:event_claymore_06_s_54,False,,19,190,0.3,,,sfx_scn_whooshfast,,,,,5,idle,,,13,no,,,,,
event_claymore_06_s_55,40050,event_claymore_06_s,Narration,milk_n,Locale_SubScenario:event_claymore_06_s_55,False,,black,black,1.0,,,,,,,,5,idle,,,13,idle,,,,,
event_claymore_06_s_56,40050,event_claymore_06_s,Narration,milk_n,Locale_SubScenario:event_claymore_06_s_56,False,,190,19,0.3,,,sfx_scn_dodge,,,,,5,idle,,,13,idle,,,,,
event_claymore_06_s_57,40050,event_claymore_06_s,Narration,milk_n,Locale_SubScenario:event_claymore_06_s_57,False,,black,black,1.0,,,,,,,,5,idle,,,13,idle,,,,,
event_claymore_06_s_58,40050,event_claymore_06_s,Speech,marine,Locale_SubScenario:event_claymore_06_s_58,True,,13,13,1.0,,marine,,,,,,5,idle,,,13,idle,,,,,
event_claymore_06_s_59,40050,event_claymore_06_s,Speech,milk_n,Locale_SubScenario:event_claymore_06_s_59,True,,13,13,1.0,,milk_n,,,,,,5,idle,,,13,good,,,,,
event_claymore_06_s_60,40050,event_claymore_06_s,Speech,marine,Locale_SubScenario:event_claymore_06_s_60,True,,13,13,1.0,,marine,,,,,,5,idle,,,13,good,,,,,
event_claymore_06_s_61,40050,event_claymore_06_s,Speech,milk_n,Locale_SubScenario:event_claymore_06_s_61,True,,13,S_130,0.7,,milk_n,,,,,,5,idle,,,13,good,,,,,
event_claymore_06_s_62,40050,event_claymore_06_s,Narration,milk_n,Locale_SubScenario:event_claymore_06_s_62,False,,19,190,0.3,,,sfx_scn_hit,Low_2,,,,5,idle,,,13,idle,,,,,
event_claymore_06_s_63,40050,event_claymore_06_s,Narration,milk_n,Locale_SubScenario:event_claymore_06_s_63,False,,black,black,1.0,,,,,,,,5,idle,,,13,idle,,,,,
event_claymore_06_s_64,40050,event_claymore_06_s,Narration,milk_n,Locale_SubScenario:event_claymore_06_s_64,False,,black,black,1.0,,,,,,,,5,idle,,,13,idle,,,,,
event_claymore_06_s_65,40050,event_claymore_06_s,Speech,milk_n,Locale_SubScenario:event_claymore_06_s_65,True,,S_130,S_130,1.0,,milk_n,,,,,,5,idle,,,13,no,,,,,
event_claymore_06_s_66,40050,event_claymore_06_s,Speech,marine,Locale_SubScenario:event_claymore_06_s_66,True,,S_130,S_130,1.0,,marine,,,,,,5,idle,,,13,no,,,,,
event_claymore_06_s_67,40050,event_claymore_06_s,Speech,marine,Locale_SubScenario:event_claymore_06_s_67,True,,S_130,S_130,1.0,,marine,,,,,,5,idle,,,13,no,,,,,
event_claymore_06_s_68,40050,event_claymore_06_s,Narration,milk_n,Locale_SubScenario:event_claymore_06_s_68,False,,19,190,0.3,,,sfx_scn_whooshfast3,,,,,5,idle,,,13,no,,,,,
event_claymore_06_s_69,40050,event_claymore_06_s,Narration,milk_n,Locale_SubScenario:event_claymore_06_s_69,False,,black,black,1.0,,,,,,,,5,idle,,,13,no,,,,,
event_claymore_06_s_70,40050,event_claymore_06_s,Speech,milk_n,Locale_SubScenario:event_claymore_06_s_70,True,,S_130,13,0.7,,milk_n,,,,,,5,idle,,,13,no,,,,,
event_claymore_06_s_71,40050,event_claymore_06_s,Narration,milk_n,Locale_SubScenario:event_claymore_06_s_71,False,,13,5,1.5,,,,,,,,5,shy,,,13,no,,,,,
event_claymore_06_s_72,40050,event_claymore_06_s,Speech,clay,Locale_SubScenario:event_claymore_06_s_72,True,,5,5,1.0,,clay,,,,,,5,shy,,,13,no,,,,,
event_claymore_06_s_73,40050,event_claymore_06_s,Speech,clay,Locale_SubScenario:event_claymore_06_s_73,True,,5,5,1.0,,clay,,,,,,5,shy,,,13,no,,,,,
event_claymore_06_s_74,40050,event_claymore_06_s,Narration,milk_n,Locale_SubScenario:event_claymore_06_s_74,False,,black,black,1.0,,,sfx_scn_bodyhit,Low_2,,,,5,shy,,,13,no,,,,,
event_claymore_06_s_75,40050,event_claymore_06_s,Speech,milk_n,Locale_SubScenario:event_claymore_06_s_75,False,,13,S_130,0.5,,milk_n,,,,,,5,shy,,,13,angry,,,,,
event_claymore_06_s_76,40050,event_claymore_06_s,Speech,clay,Locale_SubScenario:event_claymore_06_s_76,False,,5,50,0.5,,clay,,,,,,5,shy,,,13,angry,,,,,
event_claymore_06_s_77,40050,event_claymore_06_s,Narration,milk_n,Locale_SubScenario:event_claymore_06_s_77,False,,black,black,1.0,,,,,,,,5,shy,,,13,angry,,,,,
event_claymore_06_s_78,40050,event_claymore_06_s,Narration,milk_n,Locale_SubScenario:event_claymore_06_s_78,False,,S_130,S_130,1.0,,,sfx_scn_down,Low_2,,,,5,shy,,,13,angry,milk_n,,,,
event_claymore_06_s_79,40050,event_claymore_06_s,Narration,milk_n,Locale_SubScenario:event_claymore_06_s_79,False,,S_130,13,1.0,,,,,,,,5,shy,,,,,,,,,
event_claymore_06_s_80,40050,event_claymore_06_s,Speech,clay,Locale_SubScenario:event_claymore_06_s_80,True,,50,50,1.0,,clay,,,,,,5,shy,,,,,,,,,
event_claymore_06_s_81,40050,event_claymore_06_s,Narration,milk_n,Locale_SubScenario:event_claymore_06_s_81,False,,black,black,1.0,,,,,,,,5,shy,,,,,,,,,
event_claymore_06_s_82,40050,event_claymore_06_s,Narration,milk_n,Locale_SubScenario:event_claymore_06_s_82,False,,19,190,0.3,,,,Low_2,,,,5,shy,,,,,,,,,
event_claymore_06_s_83,40050,event_claymore_06_s,Narration,milk_n,Locale_SubScenario:event_claymore_06_s_83,False,,black,black,1.0,,,,,,,,5,shy,,,,,,,,,
event_claymore_06_s_84,40050,event_claymore_06_s,Speech,spectators,Locale_SubScenario:event_claymore_06_s_84,True,,15,150,1.0,,spectators,sfx_scn_fightcrowd,,,,,5,shy,,,,,,,,,
event_claymore_06_s_85,40050,event_claymore_06_s,Speech,spectators,Locale_SubScenario:event_claymore_06_s_85,True,,150,150,1.0,,spectators,sfx_scn_fightcrowd2,,,,,5,idle,,,,,,,,,
event_claymore_06_s_86,40050,event_claymore_06_s,Narration,clay,Locale_SubScenario:event_claymore_06_s_86,False,,150,150,1.0,,,,,,,,5,idle,,,,,,,,,
event_claymore_06_s_87,40050,event_claymore_06_s,Narration,clay,Locale_SubScenario:event_claymore_06_s_87,False,,black,black,1.0,,,sfx_scn_blanketsit,,,,,5,idle,,,,,,,,,
event_claymore_06_s_88,40050,event_claymore_06_s,Narration,clay,Locale_SubScenario:event_claymore_06_s_88,False,,black,black,1.0,none,,,,,,,5,idle,,,,,,,,,
event_claymore_06_s_89,40050,event_claymore_06_s,Speech,clay,Locale_SubScenario:event_claymore_06_s_89,True,,50,50,1.0,bgm_story_crawlinganxiety,clay,,,,,,5,sad,,,,,,,,,
event_claymore_06_s_90,40050,event_claymore_06_s,Speech,clay,Locale_SubScenario:event_claymore_06_s_90,True,,50,50,1.0,,clay,,,,,,5,sad,,,,,,,,,
event_claymore_06_s_91,40050,event_claymore_06_s,Speech,clay,Locale_SubScenario:event_claymore_06_s_91,True,,50,50,1.0,,clay,,,,,,5,sad,,,,,,,,,
event_claymore_06_s_92,40050,event_claymore_06_s,Speech,clay,Locale_SubScenario:event_claymore_06_s_92,True,,50,50,1.0,,clay,,,,,,5,sad,,,,,,,,,
event_claymore_06_s_93,40050,event_claymore_06_s,Speech,clay,Locale_SubScenario:event_claymore_06_s_93,True,,50,50,1.0,,clay,,,,,,5,sad,,,,,,,,,
event_claymore_06_s_94,40050,event_claymore_06_s,Speech,clay,Locale_SubScenario:event_claymore_06_s_94,True,,50,50,1.0,,clay,,,,,,5,sad,,,,,,,,,
event_claymore_06_s_95,40050,event_claymore_06_s,Narration,clay,Locale_SubScenario:event_claymore_06_s_95,False,,black,black,1.0,,,,,,,,5,sad,,,,,,,,,
event_claymore_06_s_96,40050,event_claymore_06_s,Narration,clay,Locale_SubScenario:event_claymore_06_s_96,False,SchoolCorridor,black,black,1.0,,,,,Grey,black,,5,sad,clay,malemanager,5,idle,,femalemanager,3,idle,
event_claymore_06_s_97,40050,event_claymore_06_s,Speech,malemanager,Locale_SubScenario:event_claymore_06_s_97,True,,4,4,1.0,,malemanager,,,Grey,,,,,,,5,idle,,,3,idle,
event_claymore_06_s_98,40050,event_claymore_06_s,Speech,malemanager,Locale_SubScenario:event_claymore_06_s_98,True,,4,4,1.0,,malemanager,,,Grey,,,,,,,5,idle,,,3,idle,
event_claymore_06_s_99,40050,event_claymore_06_s,Speech,femalemanager,Locale_SubScenario:event_claymore_06_s_99,True,,4,4,1.0,,femalemanager,,,Grey,,,,,,,5,idle,,,3,idle,
event_claymore_06_s_100,40050,event_claymore_06_s,Speech,malemanager,Locale_SubScenario:event_claymore_06_s_100,True,,4,4,1.0,,malemanager,,,Grey,,,,,,,5,idle,,,3,idle,
event_claymore_06_s_101,40050,event_claymore_06_s,Speech,malemanager,Locale_SubScenario:event_claymore_06_s_101,True,,4,4,1.0,,malemanager,,,Grey,,,,,,,5,idle,,,3,idle,
event_claymore_06_s_102,40050,event_claymore_06_s,Speech,malemanager,Locale_SubScenario:event_claymore_06_s_102,True,,4,4,1.0,,malemanager,,,Grey,,,,,,,5,idle,,,3,idle,
event_claymore_06_s_103,40050,event_claymore_06_s,Speech,malemanager,Locale_SubScenario:event_claymore_06_s_103,True,,4,4,1.0,,malemanager,,,Grey,,,,,,,5,idle,,,3,idle,
event_claymore_06_s_104,40050,event_claymore_06_s,Speech,malemanager,Locale_SubScenario:event_claymore_06_s_104,True,,4,4,1.0,,malemanager,,,Grey,,,,,,,5,idle,,,3,idle,
event_claymore_06_s_105,40050,event_claymore_06_s,Speech,femalemanager,Locale_SubScenario:event_claymore_06_s_105,True,,4,4,1.0,,femalemanager,,,Grey,,,,,,,5,idle,,,3,idle,
event_claymore_06_s_106,40050,event_claymore_06_s,Speech,malemanager,Locale_SubScenario:event_claymore_06_s_106,True,,4,4,1.0,,malemanager,,,Grey,,,,,,,5,idle,,,3,idle,
event_claymore_06_s_107,40050,event_claymore_06_s,Speech,femalemanager,Locale_SubScenario:event_claymore_06_s_107,True,,4,4,1.0,,femalemanager,,,Grey,,,,,,,5,idle,,,3,idle,
event_claymore_06_s_108,40050,event_claymore_06_s,Speech,clay,Locale_SubScenario:event_claymore_06_s_108,False,,4,4,1.0,,clay,,,Grey,,,,,,,5,idle,,,3,idle,
event_claymore_06_s_109,40050,event_claymore_06_s,Narration,clay,Locale_SubScenario:event_claymore_06_s_109,False,Backstreet_n,black,black,1.0,none,,,,Grey,black,,,,,,5,idle,malemanager,,3,idle,femalemanager
event_claymore_06_s_110,40050,event_claymore_06_s,Narration,clay,Locale_SubScenario:event_claymore_06_s_110,False,,black,black,1.0,,,,,Grey,,,,,,,,,,,,,
event_claymore_06_s_111,40050,event_claymore_06_s,Narration,clay,Locale_SubScenario:event_claymore_06_s_111,False,,black,black,1.0,bgm_story_marrybad,,,,Grey,,,,,,,,,,,,,
event_claymore_06_s_112,40050,event_claymore_06_s,Speech,unknown,Locale_SubScenario:event_claymore_06_s_112,True,,black,black,1.0,,unknown,,,Grey,,,,,,,,,,,,,
event_claymore_06_s_113,40050,event_claymore_06_s,Speech,clay,Locale_SubScenario:event_claymore_06_s_113,False,,black,black,1.0,,clay,,,Grey,,,,,,,,,,,,,
event_claymore_06_s_114,40050,event_claymore_06_s,Speech,clay,Locale_SubScenario:event_claymore_06_s_114,True,,black,black,1.0,,clay,,,Grey,,,,,,,,,,,,,
event_claymore_06_s_115,40050,event_claymore_06_s,Speech,unknown,Locale_SubScenario:event_claymore_06_s_115,True,,black,black,1.0,,unknown,,,Grey,,,,,,,,,,,,,
event_claymore_06_s_116,40050,event_claymore_06_s,Narration,clay,Locale_SubScenario:event_claymore_06_s_116,False,,15,15,1.0,,,,,Grey,,,,,,,,,,,,,
event_claymore_06_s_117,40050,event_claymore_06_s,Narration,clay,Locale_SubScenario:event_claymore_06_s_117,False,,15,3,1.7,,,,,Grey,,,,,,bay,3,shy,,,,,
event_claymore_06_s_118,40050,event_claymore_06_s,Speech,bay,Locale_SubScenario:event_claymore_06_s_118,True,,3,3,1.0,,bay,,,Grey,,,,,,,3,shy,,,,,
event_claymore_06_s_119,40050,event_claymore_06_s,Speech,mc,Locale_SubScenario:event_claymore_06_s_119,True,,3,3,1.0,,mc,,,Grey,,,,,,,3,shy,,,,,
event_claymore_06_s_120,40050,event_claymore_06_s,Speech,bay,Locale_SubScenario:event_claymore_06_s_120,True,,3,3,1.0,,bay,,,Grey,,,,,,,3,shy,,,,,
event_claymore_06_s_121,40050,event_claymore_06_s,Speech,mc,Locale_SubScenario:event_claymore_06_s_121,True,,3,3,1.0,,mc,,,Grey,,,,,,,3,shy,,,,,
event_claymore_06_s_122,40050,event_claymore_06_s,Speech,bay,Locale_SubScenario:event_claymore_06_s_122,True,,3,3,1.0,,bay,,,Grey,,,,,,,3,shy,,,,,
event_claymore_06_s_123,40050,event_claymore_06_s,Speech,mc,Locale_SubScenario:event_claymore_06_s_123,True,,3,3,1.0,,mc,,,Grey,,,,,,,3,shy,,,,,
event_claymore_06_s_124,40050,event_claymore_06_s,Narration,clay,Locale_SubScenario:event_claymore_06_s_124,False,,black,black,1.0,,,sfx_scn_rustle,,Grey,,,,,,,3,shy,,,,,
event_claymore_06_s_125,40050,event_claymore_06_s,Narration,clay,Locale_SubScenario:event_claymore_06_s_125,False,,black,black,1.0,,,,,Grey,,,,,,,3,shy,,,,,
event_claymore_06_s_126,40050,event_claymore_06_s,Speech,spectators,Locale_SubScenario:event_claymore_06_s_126,True,,3,3,1.0,,spectators,,,Grey,,,,,,,3,shy,,,,,
event_claymore_06_s_127,40050,event_claymore_06_s,Speech,spectators,Locale_SubScenario:event_claymore_06_s_127,True,,3,3,1.0,,spectators,,,Grey,,,,,,,3,shy,,,,,
event_claymore_06_s_128,40050,event_claymore_06_s,Narration,bay,Locale_SubScenario:event_claymore_06_s_128,False,,3,3,1.0,,,,,Grey,,,,,,,3,worry,,,,,
event_claymore_06_s_129,40050,event_claymore_06_s,Narration,bay,Locale_SubScenario:event_claymore_06_s_129,False,,3,3,1.0,,,,,Grey,,,,,,,3,worry,,,,,
event_claymore_06_s_130,40050,event_claymore_06_s,Narration,bay,Locale_SubScenario:event_claymore_06_s_130,False,,3,3,1.0,,,,,Grey,,,,,,,3,idle,,,,,
event_claymore_06_s_131,40050,event_claymore_06_s,Speech,bay,Locale_SubScenario:event_claymore_06_s_131,True,,3,3,1.0,,bay,sfx_scn_pompom3,,Grey,,,,,,,3,delight,,,,,
event_claymore_06_s_132,40050,event_claymore_06_s,Speech,bay,Locale_SubScenario:event_claymore_06_s_132,True,,3,3,1.0,none,bay,sfx_scn_pompom2,,Grey,,,,,,,3,delight,,,,,
event_claymore_06_s_133,40050,event_claymore_06_s,Monologue,bay,Locale_SubScenario:event_claymore_06_s_133,False,,3,3,1.0,bgm_story_impression,,,,,black,,,,,,3,delight,,,,,
event_claymore_06_s_134,40050,event_claymore_06_s,Monologue,bay,Locale_SubScenario:event_claymore_06_s_134,False,,3,3,1.0,,,,,,,,,,,,3,delight,,,,,
event_claymore_06_s_135,40050,event_claymore_06_s,Monologue,bay,Locale_SubScenario:event_claymore_06_s_135,False,,3,3,1.0,,,,,,,,,,,,3,delight,,,,,
event_claymore_06_s_136,40050,event_claymore_06_s,Monologue,bay,Locale_SubScenario:event_claymore_06_s_136,False,,3,30,1.0,,,,,,,,,,,,3,delight,,,,,
event_claymore_06_s_137,40050,event_claymore_06_s,Monologue,bay,Locale_SubScenario:event_claymore_06_s_137,False,,30,30,1.0,,,,,,,,,,,,3,delight,,,,,
event_claymore_06_s_138,40050,event_claymore_06_s,Monologue,bay,Locale_SubScenario:event_claymore_06_s_138,False,,30,30,1.0,,,,,,,,,,,,3,delight,,,,,
event_claymore_06_s_139,40050,event_claymore_06_s,Monologue,bay,Locale_SubScenario:event_claymore_06_s_139,False,,30,30,1.0,,,,,,,,,,,,3,delight,,,,,
event_claymore_06_s_140,40050,event_claymore_06_s,Monologue,bay,Locale_SubScenario:event_claymore_06_s_140,False,,30,30,1.0,,,,,,,,,,,,3,delight,,,,,
event_claymore_06_s_141,40050,event_claymore_06_s,Monologue,bay,Locale_SubScenario:event_claymore_06_s_141,False,,30,30,1.0,,,,,,,,,,,,3,delight,,,,,
event_claymore_06_s_142,40050,event_claymore_06_s,Monologue,bay,Locale_SubScenario:event_claymore_06_s_142,False,,black,black,1.0,,,,,,,clay,5,no,,,3,delight,bay,,,,
event_claymore_06_s_143,40050,event_claymore_06_s,Narration,bay,Locale_SubScenario:event_claymore_06_s_143,False,,5,5,1.0,,,,,,white,,5,no,,,,,,,,,
event_claymore_06_s_144,40050,event_claymore_06_s,Narration,bay,Locale_SubScenario:event_claymore_06_s_144,False,,5,5,1.0,,,,,,,,5,no,,,,,,,,,
event_claymore_06_s_145,40050,event_claymore_06_s,Narration,bay,Locale_SubScenario:event_claymore_06_s_145,False,,5,5,1.0,,,,,,,,5,no,,,,,,,,,
