id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_filter_01,characters/3/hide_char_id
event_firstaffection_8_28,130002,event_firstaffection_08,Speech,crown,Locale_SubScenario:event_firstaffection_8_28,True,,150,150,1.0,,,crown,,1,idle,,13,idle,,15,idle,,,,,,,,
event_firstaffection_8_29,130002,event_firstaffection_08,Speech,marian_p,Locale_SubScenario:event_firstaffection_8_29,True,,150,150,1.0,,,marian_p,,1,idle,,13,idle,,15,idle,,,,,,,,
event_firstaffection_8_30,130002,event_firstaffection_08,Speech,crown,Locale_SubScenario:event_firstaffection_8_30,True,,150,150,1.0,,,crown,,1,idle,,13,idle,,15,idle,,,,,,,,
event_firstaffection_8_31,130002,event_firstaffection_08,Speech,chime,Locale_SubScenario:event_firstaffection_8_31,True,,150,14,1.0,,,chime,,1,idle,,13,idle,,15,idle,,,,,,,,
event_firstaffection_8_32,130002,event_firstaffection_08,Speech,crown,Locale_SubScenario:event_firstaffection_8_32,True,,14,14,1.0,,,crown,,1,idle,,13,idle,,15,think,,,,,,,,
event_firstaffection_8_33,130002,event_firstaffection_08,Speech,crown,Locale_SubScenario:event_firstaffection_8_33,True,,14,14,1.0,,,crown,,1,idle,,13,idle,,15,think,,,,,,,,
event_firstaffection_8_34,130002,event_firstaffection_08,Speech,chime,Locale_SubScenario:event_firstaffection_8_34,True,,14,14,1.0,,,chime,,1,idle,,13,delight,,15,think,,,,,,,,
event_firstaffection_8_35,130002,event_firstaffection_08,Speech,chime,Locale_SubScenario:event_firstaffection_8_35,True,,14,14,1.0,,,chime,,1,idle,,13,delight,,15,idle,,,,,,,,
event_firstaffection_8_36,130002,event_firstaffection_08,Speech,chime,Locale_SubScenario:event_firstaffection_8_36,True,,14,12,1.0,,,chime,,1,idle,,13,idle,,15,idle,,,,,,,,
event_firstaffection_8_37,130002,event_firstaffection_08,Speech,marian_p,Locale_SubScenario:event_firstaffection_8_37,True,,10,10,1.0,,,marian_p,,1,idle,,13,idle,,15,idle,,,,,,,,
event_firstaffection_8_38,130002,event_firstaffection_08,Speech,marian_p,Locale_SubScenario:event_firstaffection_8_38,True,,10,10,1.0,bgm_story_whosdumber,,marian_p,,1,surprise,,13,idle,,15,idle,,,,,,,,
event_firstaffection_8_39,130002,event_firstaffection_08,Speech,crown,Locale_SubScenario:event_firstaffection_8_39,False,,10,150,1.5,,,crown,,1,surprise,,13,angry,,15,idle,,,,,,,,
event_firstaffection_8_40,130002,event_firstaffection_08,Speech,chime,Locale_SubScenario:event_firstaffection_8_40,False,,150,XS_130,1.5,,,chime,,1,surprise,,13,angry,,15,idle,,,,,,,,
event_firstaffection_8_41,130002,event_firstaffection_08,Speech,marian_p,Locale_SubScenario:event_firstaffection_8_41,True,,10,10,1.0,,,marian_p,,1,idle,,13,idle,,15,idle,,,,,,,,
event_firstaffection_8_42,130002,event_firstaffection_08,Narration,Narration,Locale_SubScenario:event_firstaffection_8_42,False,,black,black,1.0,,,,,1,idle,,13,idle,,15,idle,,,,,,,,
event_firstaffection_8_43,130002,event_firstaffection_08,Speech,marian_p,Locale_SubScenario:event_firstaffection_8_43,True,,10,10,1.0,,,marian_p,,1,idle,,13,idle,,15,idle,,,,,,,,
event_firstaffection_8_44,130002,event_firstaffection_08,Speech,marian_p,Locale_SubScenario:event_firstaffection_8_44,True,,10,10,1.0,,,marian_p,,1,idle,,13,idle,,15,idle,,,,,,,,
event_firstaffection_8_45,130002,event_firstaffection_08,Speech,crown,Locale_SubScenario:event_firstaffection_8_45,False,,150,150,1.0,,,crown,,1,idle,,13,idle,,15,idle,,,,,,,,
event_firstaffection_8_46,130002,event_firstaffection_08,Speech,marian_p,Locale_SubScenario:event_firstaffection_8_46,True,,10,10,1.0,,,marian_p,,1,idle,,13,idle,,15,idle,,,,,,,,
event_firstaffection_8_47,130002,event_firstaffection_08,Narration,Narration,Locale_SubScenario:event_firstaffection_8_47,False,,black,black,1.0,,,,,1,idle,,13,idle,,15,idle,,,,,,,,
event_firstaffection_8_48,130002,event_firstaffection_08,Speech,marian_p,Locale_SubScenario:event_firstaffection_8_48,True,,10,10,1.0,,,marian_p,,1,delight,,13,idle,,15,idle,,,,,,,,
event_firstaffection_8_49,130002,event_firstaffection_08,Speech,marian_p,Locale_SubScenario:event_firstaffection_8_49,True,,10,10,1.0,,,marian_p,,1,delight,,13,idle,,15,idle,,,,,,,,
event_firstaffection_8_50,130002,event_firstaffection_08,Speech,chime,Locale_SubScenario:event_firstaffection_8_50,False,,XS_130,XS_130,1.0,,,chime,,1,delight,,13,sad,,15,idle,,,,,,,,
event_firstaffection_8_51,130002,event_firstaffection_08,Speech,marian_p,Locale_SubScenario:event_firstaffection_8_51,True,,10,100,1.0,,,marian_p,,1,surprise,,13,sad,,15,idle,,,,,,,,
event_firstaffection_8_52,130002,event_firstaffection_08,Speech,marian_p,Locale_SubScenario:event_firstaffection_8_52,True,,100,100,1.0,,,marian_p,,1,surprise,,13,sad,,15,idle,,,,,,,,
event_firstaffection_8_53,130002,event_firstaffection_08,Speech,marian_p,Locale_SubScenario:event_firstaffection_8_53,True,,100,100,1.0,,,marian_p,,1,idle,,13,sad,,15,idle,,,,,,,,
event_firstaffection_8_54,130002,event_firstaffection_08,Speech,crown,Locale_SubScenario:event_firstaffection_8_54,False,,14,14,1.0,,,crown,,1,idle,,13,sad,,15,angry,,,,,,,,
event_firstaffection_8_55,130002,event_firstaffection_08,Speech,chime,Locale_SubScenario:event_firstaffection_8_55,False,,14,14,1.0,,,chime,,1,idle,,13,sad,,15,angry,,,,,,,,
event_firstaffection_8_56,130002,event_firstaffection_08,Speech,marian_p,Locale_SubScenario:event_firstaffection_8_56,True,,14,1,0.8,,,marian_p,,1,idle,,13,sad,,15,angry,,,,,,,,
event_firstaffection_8_57,130002,event_firstaffection_08,Speech,marian_p,Locale_SubScenario:event_firstaffection_8_57,True,,1,1,1.0,,,marian_p,,1,idle,,13,sad,,15,angry,,,,,,,,
event_firstaffection_8_58,130002,event_firstaffection_08,Speech,crown,Locale_SubScenario:event_firstaffection_8_58,True,,1,14,1.5,,,crown,,1,idle,,13,sad,,15,shy,,,,,,,,
event_firstaffection_8_59,130002,event_firstaffection_08,Speech,chime,Locale_SubScenario:event_firstaffection_8_59,True,,14,14,1.0,,,chime,,1,idle,,13,sad,,15,shy,,,,,,,,
event_firstaffection_8_60,130002,event_firstaffection_08,Narration,Narration,Locale_SubScenario:event_firstaffection_8_60,False,,black,black,1.0,none,,,,1,idle,,13,sad,,15,shy,marian_p,chime,crown,,,,,
event_firstaffection_8_61,130002,event_firstaffection_08,Narration,Narration,Locale_SubScenario:event_firstaffection_8_61,False,,black,black,1.0,,,,,1,idle,,,,,,,,,,,,,,
event_firstaffection_8_62,130002,event_firstaffection_08,Narration,Narration,Locale_SubScenario:event_firstaffection_8_62,False,,black,black,1.0,,,,,1,idle,,,,,,,,,,,,,,
event_firstaffection_8_63,130002,event_firstaffection_08,Narration,Narration,Locale_SubScenario:event_firstaffection_8_63,False,,black,black,1.0,,,,,1,idle,,,,,,,,,,,,,,
event_firstaffection_8_64,130002,event_firstaffection_08,Narration,Narration,Locale_SubScenario:event_firstaffection_8_64,False,,black,black,1.0,,,,,1,idle,,,,,,,,,,,,,,
event_firstaffection_8_65,130002,event_firstaffection_08,Narration,Narration,Locale_SubScenario:event_firstaffection_8_65,False,,black,black,1.0,,,,,1,idle,,,,,,,,,,,,,,
event_firstaffection_8_66,130002,event_firstaffection_08,Narration,Narration,Locale_SubScenario:event_firstaffection_8_66,False,,black,black,1.0,,,,,1,idle,,,,,,,,,,,,,,
event_firstaffection_8_67,130002,event_firstaffection_08,Narration,Narration,Locale_SubScenario:event_firstaffection_8_67,False,CommanderRoom,black,black,1.0,,,,,1,idle,,,,,,,,,,,,,,
event_firstaffection_8_68,130002,event_firstaffection_08,Narration,Narration,Locale_SubScenario:event_firstaffection_8_68,False,,2,2,1.0,bgm_story_sunshinesorrow,,,marian_f,1,delight,rapi,3,delight,anis,13,delight,,,,neon,15,delight,Grey,
event_firstaffection_8_69,130002,event_firstaffection_08,Narration,Narration,Locale_SubScenario:event_firstaffection_8_69,False,,2,12,1.0,,,,,1,delight,,3,delight,,13,delight,,,,,15,delight,Grey,
event_firstaffection_8_70,130002,event_firstaffection_08,Narration,Narration,Locale_SubScenario:event_firstaffection_8_70,False,,12,12,1.0,,,,,1,delight,,3,delight,,13,delight,,,,,15,delight,Grey,
event_firstaffection_8_71,130002,event_firstaffection_08,Narration,Narration,Locale_SubScenario:event_firstaffection_8_71,False,,12,14,1.0,,,,,1,delight,,3,delight,,13,delight,,,,,15,delight,Grey,
event_firstaffection_8_72,130002,event_firstaffection_08,Narration,Narration,Locale_SubScenario:event_firstaffection_8_72,False,,14,1,1.5,,,,,1,idle,,3,delight,,13,delight,,rapi,anis,,15,delight,Grey,neon
event_firstaffection_8_73,130002,event_firstaffection_08,Narration,Narration,Locale_SubScenario:event_firstaffection_8_73,False,,1,1,1.0,,,,,1,idle,,,,,,,,,,,,,Grey,
event_firstaffection_8_74,130002,event_firstaffection_08,Narration,Narration,Locale_SubScenario:event_firstaffection_8_74,False,,1,1,1.0,,,,,1,idle,,,,,,,,,,,,,Grey,
event_firstaffection_8_75,130002,event_firstaffection_08,Narration,Narration,Locale_SubScenario:event_firstaffection_8_75,False,,1,10,1.0,,,,,1,idle,,,,,,,,,,,,,Grey,
event_firstaffection_8_76,130002,event_firstaffection_08,Narration,Narration,Locale_SubScenario:event_firstaffection_8_76,False,,10,10,1.0,,,,,1,idle,,,,,,,,,,,,,Grey,
event_firstaffection_8_77,130002,event_firstaffection_08,Narration,Narration,Locale_SubScenario:event_firstaffection_8_77,False,,10,100,1.0,,,,,1,idle,,,,,,,,,,,,,Grey,
