id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,speaker,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id,set_filter_01,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,fade,jump_target
event_juveniledays_03_s_35,40053,event_juveniledays_03_s,Speech,outgoingschoolgirl,Locale_SubScenario:event_juveniledays_03_s_35,False,,,,,300,300,1.0,,,outgoingschoolgirl,,,,,,,,,,,,,,,,
event_juveniledays_03_s_36,40053,event_juveniledays_03_s,Speech,outgoingschoolgirl,Locale_SubScenario:event_juveniledays_03_s_36,False,,,,,300,300,1.0,,,outgoingschoolgirl,,,,,,,,,,,,,,,,
event_juveniledays_03_s_37,40053,event_juveniledays_03_s,Speech,outgoingschoolgirl,Locale_SubScenario:event_juveniledays_03_s_37,False,,,,,300,300,1.0,,,outgoingschoolgirl,,,,,rei,13,angry,,,,zwei,15,idle,,,
event_juveniledays_03_s_38,40053,event_juveniledays_03_s,Speech,generalschoolgirl,Locale_SubScenario:event_juveniledays_03_s_38,False,,,,,300,300,1.0,,,generalschoolgirl,,,,,,13,angry,,,,,15,idle,,,
event_juveniledays_03_s_39,40053,event_juveniledays_03_s,Speech,zwei,Locale_SubScenario:event_juveniledays_03_s_39,True,,,,,150,150,1.0,,,zwei,,,,,,13,angry,,,,,15,idle,,,
event_juveniledays_03_s_40,40053,event_juveniledays_03_s,Speech,rei,Locale_SubScenario:event_juveniledays_03_s_40,True,,,,,XS_130,XS_130,1.0,,,rei,,,,,,13,angry,,,,,15,idle,,,
event_juveniledays_03_s_41,40053,event_juveniledays_03_s,Speech,rei,Locale_SubScenario:event_juveniledays_03_s_41,False,,,,,XS_130,14,1.0,,,outgoingschoolgirl,,,,,,13,angry,,,,,15,idle,,,
event_juveniledays_03_s_42,40053,event_juveniledays_03_s,Speech,rei,Locale_SubScenario:event_juveniledays_03_s_42,False,,,,,14,14,1.0,,,outgoingschoolgirl,,,,,,13,angry,,,,,15,idle,,,
event_juveniledays_03_s_43,40053,event_juveniledays_03_s,Speech,ein,Locale_SubScenario:event_juveniledays_03_s_43,True,,,,ClothingStore,1,10,1.0,,bgm_story_leisuretime,ein,,ein,1,surprise,,13,angry,,rei,,,15,idle,zwei,black,
event_juveniledays_03_s_44,40053,event_juveniledays_03_s,Speech,ein,Locale_SubScenario:event_juveniledays_03_s_44,True,,,,,10,10,1.0,,,ein,,,1,surprise,,,,,,,,,,,,
event_juveniledays_03_s_45,40053,event_juveniledays_03_s,Speech,ein,Locale_SubScenario:event_juveniledays_03_s_45,True,,,,,10,10,1.0,,,ein,,,1,surprise,,,,,,,,,,,,
event_juveniledays_03_s_46,40053,event_juveniledays_03_s,Self,ein,Locale_SubScenario:event_juveniledays_03_s_46,False,,,,,10,10,1.0,,,,,,1,surprise,,,,,,,,,,,,
event_juveniledays_03_s_47,40053,event_juveniledays_03_s,Speech,ein,Locale_SubScenario:event_juveniledays_03_s_47,True,,,,,10,10,1.0,,,ein,,,1,shy,,,,,,,,,,,,
event_juveniledays_03_s_48,40053,event_juveniledays_03_s,Speech,ein,Locale_SubScenario:event_juveniledays_03_s_48,True,,,,,10,10,1.0,,,ein,,,1,surprise,,,,,,,,,,,,
event_juveniledays_03_s_49,40053,event_juveniledays_03_s,Speech,ein,Locale_SubScenario:event_juveniledays_03_s_49,True,,,,,10,10,1.0,,,ein,,,1,surprise,,,,,,,,,,,,
event_juveniledays_03_s_50,40053,event_juveniledays_03_s,Speech,ein,Locale_SubScenario:event_juveniledays_03_s_50,True,,,,,10,10,1.0,,,ein,,,1,surprise,,,,,,,,,,,,
event_juveniledays_03_s_51,40053,event_juveniledays_03_s,Choice,ein,Locale_SubScenario:event_juveniledays_03_s_51,False,,,,,10,10,1.0,,,,,,1,surprise,,,,,,,,,,,,event_juveniledays_03_s_53
event_juveniledays_03_s_52,40053,event_juveniledays_03_s,Choice,ein,Locale_SubScenario:event_juveniledays_03_s_52,False,,,,,10,10,1.0,,,,,,1,surprise,,,,,,,,,,,,event_juveniledays_03_s_54
event_juveniledays_03_s_53,40053,event_juveniledays_03_s,Speech,ein,Locale_SubScenario:event_juveniledays_03_s_53,True,,,,,10,100,1.0,,,ein,,,1,shy,,,,,,,,,,,,
event_juveniledays_03_s_54,40053,event_juveniledays_03_s,Speech,ein,Locale_SubScenario:event_juveniledays_03_s_54,True,,,,,100,100,1.0,,,ein,,,1,delight,,,,,,,,,,,,
event_juveniledays_03_s_55,40053,event_juveniledays_03_s,Speech,ein,Locale_SubScenario:event_juveniledays_03_s_55,True,,,,,100,100,1.0,,,ein,,,1,delight,,,,,,,,,,,,
event_juveniledays_03_s_56,40053,event_juveniledays_03_s,Speech,ein,Locale_SubScenario:event_juveniledays_03_s_56,True,,,,,100,100,1.0,,,ein,,,1,delight,,,,,,,,,,,,
event_juveniledays_03_s_57,40053,event_juveniledays_03_s,Speech,ein,Locale_SubScenario:event_juveniledays_03_s_57,True,,,,,100,100,1.0,,,ein,,,1,delight,,,,,,,,,,,,
event_juveniledays_03_s_58,40053,event_juveniledays_03_s,Self,ein,Locale_SubScenario:event_juveniledays_03_s_58,False,,,,,100,100,1.0,,,,,,1,delight,,,,,,,,,,,,
event_juveniledays_03_s_59,40053,event_juveniledays_03_s,Speech,ein,Locale_SubScenario:event_juveniledays_03_s_59,True,,,,,100,100,1.0,,,ein,,,1,surprise,,,,,,,,,,,,
event_juveniledays_03_s_60,40053,event_juveniledays_03_s,Speech,ein,Locale_SubScenario:event_juveniledays_03_s_60,True,,,,,100,100,1.0,,,ein,,,1,surprise,,,,,,,,,,,,
event_juveniledays_03_s_61,40053,event_juveniledays_03_s,Speech,ein,Locale_SubScenario:event_juveniledays_03_s_61,True,,,,,100,100,1.0,,,ein,,,1,surprise,,,,,,,,,,,,
event_juveniledays_03_s_62,40053,event_juveniledays_03_s,Speech,ein,Locale_SubScenario:event_juveniledays_03_s_62,True,,,,,100,10,1.0,,,ein,,,1,shy,,,,,,,,,,,,
event_juveniledays_03_s_63,40053,event_juveniledays_03_s,Monologue,ein,Locale_SubScenario:event_juveniledays_03_s_63,True,,,,,black,black,1.0,,,,,,1,shy,,,,,,,,,,,,
event_juveniledays_03_s_64,40053,event_juveniledays_03_s,Monologue,ein,Locale_SubScenario:event_juveniledays_03_s_64,True,,,,,black,black,1.0,,,,,,1,shy,,,,,,,,,,,,
event_juveniledays_03_s_65,40053,event_juveniledays_03_s,Monologue,ein,Locale_SubScenario:event_juveniledays_03_s_65,True,,,,,black,black,1.0,,,,,,1,shy,,,,,,,,,,,,
