id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,highlight,speaker,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
snowfall_speech_noirblanc_03_23,80903,snowfall_speech_noirblanc_03,Speech,Locale_SubScenario:snowfall_speech_noirblanc_03_23,True,,L_10,L_10,1.0,,,,,noir_c,noir_c,,,1,surprise,,13,idle
snowfall_speech_noirblanc_03_24,80903,snowfall_speech_noirblanc_03,Self,Locale_SubScenario:snowfall_speech_noirblanc_03_24,False,,L_10,12,1.0,,,,,noir_c,,,,1,surprise,,13,idle
snowfall_speech_noirblanc_03_25,80903,snowfall_speech_noirblanc_03,Speech,Locale_SubScenario:snowfall_speech_noirblanc_03_25,True,,12,12,1.0,,,,,noir_c,noir_c,,,1,surprise,,13,idle
snowfall_speech_noirblanc_03_26,80903,snowfall_speech_noirblanc_03,Speech,Locale_SubScenario:snowfall_speech_noirblanc_03_26,True,,12,12,1.0,,,snowfall_speech_noirblanc_03_34,,blanc_c,blanc_c,,,1,surprise,,13,idle
snowfall_speech_noirblanc_03_27,80903,snowfall_speech_noirblanc_03,Narration,Locale_SubScenario:snowfall_speech_noirblanc_03_27,False,,12,L_130,1.0,,,,,blanc_c,,sfx_scn_hairtouch,,1,idle,,13,idle
snowfall_speech_noirblanc_03_28,80903,snowfall_speech_noirblanc_03,Speech,Locale_SubScenario:snowfall_speech_noirblanc_03_28,True,,L_130,L_130,1.0,,,,,blanc_c,blanc_c,,,1,idle,,13,idle
snowfall_speech_noirblanc_03_29,80903,snowfall_speech_noirblanc_03,Narration,Locale_SubScenario:snowfall_speech_noirblanc_03_29,False,,L_130,L_10,1.0,,,,,blanc_c,,sfx_scn_hairtouch,,1,idle,,13,idle
snowfall_speech_noirblanc_03_30,80903,snowfall_speech_noirblanc_03,Speech,Locale_SubScenario:snowfall_speech_noirblanc_03_30,True,,L_10,L_10,1.0,,,,,noir_c,noir_c,,,1,idle,,13,idle
snowfall_speech_noirblanc_03_31,80903,snowfall_speech_noirblanc_03,Self,Locale_SubScenario:snowfall_speech_noirblanc_03_31,False,,L_10,12,1.0,,,,,noir_c,,,,1,idle,,13,idle
snowfall_speech_noirblanc_03_32,80903,snowfall_speech_noirblanc_03,Speech,Locale_SubScenario:snowfall_speech_noirblanc_03_32,True,,12,12,1.0,,,,,blanc_c,blanc_c,,,1,idle,,13,idle
snowfall_speech_noirblanc_03_33,80903,snowfall_speech_noirblanc_03,Speech,Locale_SubScenario:snowfall_speech_noirblanc_03_33,True,,12,12,1.0,,,snowfall_speech_noirblanc_03_34,,noir_c,noir_c,,,1,delight,,13,idle
snowfall_speech_noirblanc_03_34,80903,snowfall_speech_noirblanc_03,Self,Locale_SubScenario:snowfall_speech_noirblanc_03_34,False,,12,12,1.0,,,,,noir_c,,,,1,idle,,13,idle
snowfall_speech_noirblanc_03_35,80903,snowfall_speech_noirblanc_03,Self,Locale_SubScenario:snowfall_speech_noirblanc_03_35,False,,12,12,1.0,,,,,noir_c,,,,1,idle,,13,idle
snowfall_speech_noirblanc_03_36,80903,snowfall_speech_noirblanc_03,Speech,Locale_SubScenario:snowfall_speech_noirblanc_03_36,True,,12,12,1.0,,,,,blanc_c,blanc_c,,,1,delight,,13,delight
snowfall_speech_noirblanc_03_37,80903,snowfall_speech_noirblanc_03,Speech,Locale_SubScenario:snowfall_speech_noirblanc_03_37,True,,12,12,1.0,,,,,noir_c,noir_c,,,1,delight,,13,delight
snowfall_speech_noirblanc_03_38,80903,snowfall_speech_noirblanc_03,Speech,Locale_SubScenario:snowfall_speech_noirblanc_03_38,True,,12,12,1.0,,,,,blanc_c,blanc_c,,,1,idle,,13,idle
snowfall_speech_noirblanc_03_39,80903,snowfall_speech_noirblanc_03,Speech,Locale_SubScenario:snowfall_speech_noirblanc_03_39,True,,12,12,1.0,,,,,noir_c,noir_c,,,1,idle,,13,idle
snowfall_speech_noirblanc_03_40,80903,snowfall_speech_noirblanc_03,Self,Locale_SubScenario:snowfall_speech_noirblanc_03_40,False,,12,12,1.0,,,,,noir_c,,,,1,idle,,13,idle
snowfall_speech_noirblanc_03_41,80903,snowfall_speech_noirblanc_03,Self,Locale_SubScenario:snowfall_speech_noirblanc_03_41,False,,12,12,1.0,,,,,noir_c,,,,1,idle,,13,idle
snowfall_speech_noirblanc_03_42,80903,snowfall_speech_noirblanc_03,Speech,Locale_SubScenario:snowfall_speech_noirblanc_03_42,True,,12,12,1.0,,,,,blanc_c,blanc_c,,,1,delight,,13,delight
snowfall_speech_noirblanc_03_43,80903,snowfall_speech_noirblanc_03,Speech,Locale_SubScenario:snowfall_speech_noirblanc_03_43,True,,12,12,1.0,,,,,noir_c,noir_c,,,1,delight,,13,delight
snowfall_speech_noirblanc_03_44,80903,snowfall_speech_noirblanc_03,Narration,Locale_SubScenario:snowfall_speech_noirblanc_03_44,False,,black,black,1.0,,,,,noir_c,,,,1,delight,,13,delight
