id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_contents_madeinrush_06_21,82501,d_contents_madeinrush_06,Speech,Locale_SubScenario:d_contents_madeinrush_06_21,True,,12,12,1.0,,ade_b,ade_b,,1,worry,,13,surprise
d_contents_madeinrush_06_22,82501,d_contents_madeinrush_06,Speech,Locale_SubScenario:d_contents_madeinrush_06_22,True,,12,12,1.0,,noir,noir,,1,worry,,13,surprise
d_contents_madeinrush_06_23,82501,d_contents_madeinrush_06,Speech,Locale_SubScenario:d_contents_madeinrush_06_23,True,,12,12,1.0,,noir,noir,,1,worry,,13,surprise
d_contents_madeinrush_06_24,82501,d_contents_madeinrush_06,Speech,Locale_SubScenario:d_contents_madeinrush_06_24,False,,12,12,1.0,,ade_b,ade_b,,1,worry,,13,surprise
d_contents_madeinrush_06_25,82501,d_contents_madeinrush_06,Speech,Locale_SubScenario:d_contents_madeinrush_06_25,True,,12,12,1.0,,ade_b,ade_b,,1,worry,,13,surprise
d_contents_madeinrush_06_26,82501,d_contents_madeinrush_06,Speech,Locale_SubScenario:d_contents_madeinrush_06_26,True,,12,12,1.0,,ade_b,ade_b,,1,worry,,13,surprise
d_contents_madeinrush_06_27,82501,d_contents_madeinrush_06,Speech,Locale_SubScenario:d_contents_madeinrush_06_27,True,,12,12,1.0,,noir,noir,,1,worry,,13,surprise
d_contents_madeinrush_06_28,82501,d_contents_madeinrush_06,Speech,Locale_SubScenario:d_contents_madeinrush_06_28,True,,12,12,1.0,,ade_b,ade_b,,1,worry,,13,surprise
d_contents_madeinrush_06_29,82501,d_contents_madeinrush_06,Speech,Locale_SubScenario:d_contents_madeinrush_06_29,True,,12,L_130,1.0,,noir,noir,,1,idle,,13,idle
d_contents_madeinrush_06_30,82501,d_contents_madeinrush_06,Speech,Locale_SubScenario:d_contents_madeinrush_06_30,True,,L_130,L_130,1.0,,noir,noir,,1,idle,,13,idle
d_contents_madeinrush_06_31,82501,d_contents_madeinrush_06,Speech,Locale_SubScenario:d_contents_madeinrush_06_31,True,,L_130,L_130,1.0,,noir,noir,,1,idle,,13,idle
d_contents_madeinrush_06_32,82501,d_contents_madeinrush_06,Speech,Locale_SubScenario:d_contents_madeinrush_06_32,True,,L_130,L_130,1.0,none,,bodyguards,,1,idle,,13,idle
d_contents_madeinrush_06_33,82501,d_contents_madeinrush_06,Speech,Locale_SubScenario:d_contents_madeinrush_06_33,False,,L_130,L_1300,0.5,,noir,noir,,1,surprise,,13,surprise
d_contents_madeinrush_06_34,82501,d_contents_madeinrush_06,Speech,Locale_SubScenario:d_contents_madeinrush_06_34,False,,L_1300,100,1.0,,ade_b,ade_b,,1,surprise,,13,surprise
d_contents_madeinrush_06_35,82501,d_contents_madeinrush_06,Narration,Locale_SubScenario:d_contents_madeinrush_06_35,False,,black,black,1.0,,,,,1,surprise,,13,surprise
d_contents_madeinrush_06_36,82501,d_contents_madeinrush_06,Speech,Locale_SubScenario:d_contents_madeinrush_06_36,True,,12,12,1.0,bgm_story_tepidappleade,,bodyguards,,1,surprise,,13,shy
d_contents_madeinrush_06_37,82501,d_contents_madeinrush_06,Speech,Locale_SubScenario:d_contents_madeinrush_06_37,True,,12,12,1.0,,,bodyguards,,1,surprise,,13,shy
d_contents_madeinrush_06_38,82501,d_contents_madeinrush_06,Speech,Locale_SubScenario:d_contents_madeinrush_06_38,True,,12,12,1.0,,,coinrushsecurity,,1,surprise,,13,shy
d_contents_madeinrush_06_39,82501,d_contents_madeinrush_06,Speech,Locale_SubScenario:d_contents_madeinrush_06_39,False,,12,12,1.0,,ade_b,ade_b,,1,surprise,,13,shy
d_contents_madeinrush_06_40,82501,d_contents_madeinrush_06,Speech,Locale_SubScenario:d_contents_madeinrush_06_40,True,,12,12,1.0,,noir,noir,,1,surprise,,13,no
d_contents_madeinrush_06_41,82501,d_contents_madeinrush_06,Speech,Locale_SubScenario:d_contents_madeinrush_06_41,True,,12,12,1.0,,ade_b,ade_b,,1,worry,,13,no
