id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,fade,set_filter_01,characters/0/hide_char_id
event_nonsensered_5_42,130005,event_nonsensered_5,Speech,redhood_d,Locale_SubScenario:event_nonsensered_5_42,True,,3,go,,2,2,1.0,,,redhood_d,,13,think,,1,no,,,,,,,,,,5,idle,,7,idle,,,
event_nonsensered_5_43,130005,event_nonsensered_5,Speech,snowwhite_o,Locale_SubScenario:event_nonsensered_5_43,True,,3,go,,2,2,1.0,,,snowwhite_o,,13,think,,1,shy,,,,,,,,,,5,idle,,7,idle,,,
event_nonsensered_5_44,130005,event_nonsensered_5,Speech,snowwhite_o,Locale_SubScenario:event_nonsensered_5_44,True,,3,go,,2,2,1.0,,,snowwhite_o,,13,think,,1,shy,,,,,,,,,,5,idle,,7,idle,,,
event_nonsensered_5_45,130005,event_nonsensered_5,Speech,redhood_d,Locale_SubScenario:event_nonsensered_5_45,True,,3,go,,2,2,1.0,,,redhood_d,,13,think,,1,shy,,,,,,,,,,5,idle,,7,idle,,,
event_nonsensered_5_46,130005,event_nonsensered_5,Speech,redhood_d,Locale_SubScenario:event_nonsensered_5_46,True,,3,angry,,2,L_30,0.7,,,redhood_d,,13,think,,1,shy,,,,,,,,,,5,idle,,7,idle,,,
event_nonsensered_5_47,130005,event_nonsensered_5,Speech,redhood_d,Locale_SubScenario:event_nonsensered_5_47,True,,3,angry,,L_30,L_30,1.0,,,redhood_d,,13,think,,1,shy,,,,,,,,,,5,idle,,7,idle,,,
event_nonsensered_5_48,130005,event_nonsensered_5,Speech,redhood_d,Locale_SubScenario:event_nonsensered_5_48,True,,3,angry,,L_30,L_30,1.0,,,redhood_d,,13,think,,1,shy,,,,,,,,,,5,idle,,7,idle,,,
event_nonsensered_5_49,130005,event_nonsensered_5,Speech,hongryeon_o,Locale_SubScenario:event_nonsensered_5_49,True,,3,angry,,70,70,1.0,,,hongryeon_o,,13,think,,1,shy,,,,,,,,,,5,idle,,7,idle,,,
event_nonsensered_5_50,130005,event_nonsensered_5,Speech,hongryeon_o,Locale_SubScenario:event_nonsensered_5_50,True,,3,angry,,70,70,1.0,,,hongryeon_o,,13,think,,1,shy,,,,,,,,,,5,idle,,7,idle,,,
event_nonsensered_5_51,130005,event_nonsensered_5,Speech,redhood_d,Locale_SubScenario:event_nonsensered_5_51,True,,3,angry,,L_30,L_30,1.0,,,redhood_d,,13,think,,1,shy,,,,,,,,,,5,idle,,7,idle,,,
event_nonsensered_5_52,130005,event_nonsensered_5,Speech,redhood_d,Locale_SubScenario:event_nonsensered_5_52,True,,3,angry,,L_30,L_30,1.0,,,redhood_d,,13,think,,1,shy,,,,,,,,,,5,idle,,7,idle,,,
event_nonsensered_5_53,130005,event_nonsensered_5,Speech,redhood_d,Locale_SubScenario:event_nonsensered_5_53,True,,3,angry,,L_30,L_30,1.0,,,redhood_d,,13,think,,1,shy,,,,,,,,,,5,idle,,7,idle,,,
event_nonsensered_5_54,130005,event_nonsensered_5,Speech,redhood_d,Locale_SubScenario:event_nonsensered_5_54,True,,3,angry,,L_30,L_30,1.0,,,redhood_d,,13,think,,1,shy,,,,,,,,,,5,idle,,7,idle,,,
event_nonsensered_5_55,130005,event_nonsensered_5,Speech,dorothy,Locale_SubScenario:event_nonsensered_5_55,True,,3,angry,,130,130,1.0,,,dorothy,,13,think,,1,shy,,,,,,,,,,5,idle,,7,idle,,,
event_nonsensered_5_56,130005,event_nonsensered_5,Narration,dorothy,Locale_SubScenario:event_nonsensered_5_56,False,,3,angry,,130,130,1.0,none,sfx_scn_siren,,,13,think,,1,shy,,,,,,,,,,5,idle,,7,idle,,Red,
event_nonsensered_5_57,130005,event_nonsensered_5,Speech,redhood_d,Locale_SubScenario:event_nonsensered_5_57,False,,3,surprise_02,,L_30,3,0.7,,,redhood_d,,13,think,,1,shy,,,,,,,,,,5,idle,,7,idle,,Red,
event_nonsensered_5_58,130005,event_nonsensered_5,Speech,dorothy,Locale_SubScenario:event_nonsensered_5_58,False,,3,surprise_02,,3,12,1.0,,,dorothy,,13,surprise,,1,shy,,,,,,,,,,5,idle,,7,idle,,Red,
event_nonsensered_5_59,130005,event_nonsensered_5,Speech,snowwhite_o,Locale_SubScenario:event_nonsensered_5_59,True,,3,surprise_02,,12,12,1.0,,,snowwhite_o,,13,surprise,,1,surprise,,,,,,,,,,5,idle,,7,idle,,Red,
event_nonsensered_5_60,130005,event_nonsensered_5,Speech,announcement,Locale_SubScenario:event_nonsensered_5_60,True,,3,surprise_02,,12,12,1.0,event_bgm_redash_ashsmoke,,announcement,,13,surprise,,1,surprise,,,,,,,,,,5,idle,,7,idle,,Red,
event_nonsensered_5_61,130005,event_nonsensered_5,Speech,announcement,Locale_SubScenario:event_nonsensered_5_61,True,,3,surprise_02,,12,12,1.0,,,announcement,,13,surprise,,1,surprise,,,,,,,,,,5,idle,,7,idle,,Red,
event_nonsensered_5_62,130005,event_nonsensered_5,Speech,announcement,Locale_SubScenario:event_nonsensered_5_62,True,,3,surprise_02,,12,12,1.0,,,announcement,,13,surprise,,1,surprise,,,,,,,,,,5,idle,,7,idle,,Red,
event_nonsensered_5_63,130005,event_nonsensered_5,Speech,liliweiss,Locale_SubScenario:event_nonsensered_5_63,True,,3,surprise_02,,12,18,1.0,,,liliweiss,,13,surprise,,1,surprise,liliweiss,17,void,commander,19,no,,,,5,idle,,7,idle,,,
event_nonsensered_5_64,130005,event_nonsensered_5,Speech,commander,Locale_SubScenario:event_nonsensered_5_64,True,,3,surprise_02,,18,18,1.0,,,commander,,13,surprise,,1,surprise,,17,void,,19,no,,,,5,idle,,7,idle,,,
event_nonsensered_5_65,130005,event_nonsensered_5,Speech,redhood_d,Locale_SubScenario:event_nonsensered_5_65,True,,3,idle,,3,3,1.0,,,redhood_d,,13,surprise,,1,surprise,,17,void,,19,no,,,,5,idle,,7,idle,,,
event_nonsensered_5_66,130005,event_nonsensered_5,Speech,redhood_d,Locale_SubScenario:event_nonsensered_5_66,True,,3,idle,,3,3,1.0,,,redhood_d,,13,surprise,,1,surprise,,17,void,,19,no,,,,5,idle,,7,idle,,,
event_nonsensered_5_67,130005,event_nonsensered_5,Speech,snowwhite_o,Locale_SubScenario:event_nonsensered_5_67,True,,3,idle,,3,2,1.0,,,snowwhite_o,,13,surprise,,1,surprise,,17,void,,19,no,,,,5,idle,,7,idle,,,
event_nonsensered_5_68,130005,event_nonsensered_5,Speech,redhood_d,Locale_SubScenario:event_nonsensered_5_68,True,,3,idle,,2,2,1.0,,,redhood_d,,13,surprise,,1,surprise,,17,void,,19,no,,,,5,idle,,7,idle,,,
event_nonsensered_5_69,130005,event_nonsensered_5,Speech,snowwhite_o,Locale_SubScenario:event_nonsensered_5_69,True,,3,idle,,2,2,1.0,,,snowwhite_o,,13,surprise,,1,surprise,,17,void,,19,no,,,,5,idle,,7,idle,,,
event_nonsensered_5_70,130005,event_nonsensered_5,Speech,redhood_d,Locale_SubScenario:event_nonsensered_5_70,True,,3,smile,,2,L_30,1.0,,,redhood_d,,13,surprise,,1,surprise,,17,void,,19,no,,,,5,idle,,7,idle,,,
event_nonsensered_5_71,130005,event_nonsensered_5,Monologue,redhood_d,Locale_SubScenario:event_nonsensered_5_71,False,,3,smile,,L_30,3,1.0,,sfx_scn_footstepout,,,13,surprise,,1,surprise,,17,void,,19,no,,,,5,idle,,7,idle,,,redhood_d
event_nonsensered_5_72,130005,event_nonsensered_5,Speech,snowwhite_o,Locale_SubScenario:event_nonsensered_5_72,True,,,,,S_10,S_10,1.0,,,snowwhite_o,,13,surprise,,1,surprise,,17,void,,19,no,,,,5,idle,,7,idle,,,
event_nonsensered_5_73,130005,event_nonsensered_5,Speech,liliweiss,Locale_SubScenario:event_nonsensered_5_73,True,,,,,170,170,1.0,,,liliweiss,,13,surprise,,1,surprise,,17,idle,,19,no,,,,5,smile,,7,idle,,,
event_nonsensered_5_74,130005,event_nonsensered_5,Speech,rapunzel_o,Locale_SubScenario:event_nonsensered_5_74,True,,,,,50,50,1.0,,,rapunzel_o,,13,surprise,,1,surprise,,17,idle,,19,no,,,,5,smile,,7,idle,,,
event_nonsensered_5_75,130005,event_nonsensered_5,Speech,dorothy,Locale_SubScenario:event_nonsensered_5_75,True,,,,,130,130,1.0,,,dorothy,,13,think,,1,surprise,,17,idle,,19,no,,,,5,smile,,7,idle,,,
