id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,play_sound,highlight,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
event_boomsday_03_e_24,40040,event_boomsday_03_e,Speech,Locale_SubScenario:event_boomsday_03_e_24,True,,2,2,1.0,,,3,sad,,trony1,trony1,,1,idle,
event_boomsday_03_e_25,40040,event_boomsday_03_e,Narration,Locale_SubScenario:event_boomsday_03_e_25,False,,black,black,1.0,,,3,angry,,,,,1,idle,
event_boomsday_03_e_26,40040,event_boomsday_03_e,Narration,Locale_SubScenario:event_boomsday_03_e_26,False,,black,black,1.0,,,3,angry,,,,,1,idle,
event_boomsday_03_e_27,40040,event_boomsday_03_e,Narration,Locale_SubScenario:event_boomsday_03_e_27,False,,2,2,1.0,,,3,angry,,,,,1,idle,
event_boomsday_03_e_28,40040,event_boomsday_03_e,Narration,Locale_SubScenario:event_boomsday_03_e_28,False,,2,2,1.0,,,3,angry,,,,,1,idle,
event_boomsday_03_e_29,40040,event_boomsday_03_e,Speech,Locale_SubScenario:event_boomsday_03_e_29,True,,2,2,1.0,,,3,idle,,trony1,trony1,,1,idle,
event_boomsday_03_e_30,40040,event_boomsday_03_e,Speech,Locale_SubScenario:event_boomsday_03_e_30,True,,2,2,1.0,,,3,idle,,trony1,trony1,,1,idle,
event_boomsday_03_e_31,40040,event_boomsday_03_e,Speech,Locale_SubScenario:event_boomsday_03_e_31,False,,2,2,1.0,,,3,sad,,trony,trony,,1,idle,
event_boomsday_03_e_32,40040,event_boomsday_03_e,Speech,Locale_SubScenario:event_boomsday_03_e_32,True,,2,2,1.0,,,3,sad,,trony,trony,,1,idle,
event_boomsday_03_e_33,40040,event_boomsday_03_e,Speech,Locale_SubScenario:event_boomsday_03_e_33,True,,2,2,1.0,,,3,sad,,trony,trony,,1,idle,
event_boomsday_03_e_34,40040,event_boomsday_03_e,Speech,Locale_SubScenario:event_boomsday_03_e_34,True,,2,2,1.0,,,3,sad,,trony,trony,,1,idle,
event_boomsday_03_e_35,40040,event_boomsday_03_e,Speech,Locale_SubScenario:event_boomsday_03_e_35,True,,2,2,1.0,,,3,sad,,trony1,trony1,,1,idle,
event_boomsday_03_e_36,40040,event_boomsday_03_e,Speech,Locale_SubScenario:event_boomsday_03_e_36,True,,2,2,1.0,,,3,angry,,trony,trony,,1,idle,
event_boomsday_03_e_37,40040,event_boomsday_03_e,Speech,Locale_SubScenario:event_boomsday_03_e_37,True,,2,2,1.0,,,3,sad,,trony,trony,,1,idle,
event_boomsday_03_e_38,40040,event_boomsday_03_e,Speech,Locale_SubScenario:event_boomsday_03_e_38,True,,2,2,1.0,,,3,sad,,trony,trony,,1,idle,
event_boomsday_03_e_39,40040,event_boomsday_03_e,Narration,Locale_SubScenario:event_boomsday_03_e_39,False,,black,black,1.0,,,3,sad,,,,,1,idle,
event_boomsday_03_e_40,40040,event_boomsday_03_e,Narration,Locale_SubScenario:event_boomsday_03_e_40,False,,black,black,1.0,,,3,idle,,,,,1,idle,
event_boomsday_03_e_41,40040,event_boomsday_03_e,Speech,Locale_SubScenario:event_boomsday_03_e_41,True,,17,17,0.5,,,3,idle,,announcer,announcer,,1,idle,
event_boomsday_03_e_42,40040,event_boomsday_03_e,Speech,Locale_SubScenario:event_boomsday_03_e_42,True,,17,170,1.0,,,3,idle,,announcer,announcer,,1,idle,
event_boomsday_03_e_43,40040,event_boomsday_03_e,Speech,Locale_SubScenario:event_boomsday_03_e_43,True,,170,170,1.0,,,3,idle,,announcer,announcer,,1,idle,
event_boomsday_03_e_44,40040,event_boomsday_03_e,Speech,Locale_SubScenario:event_boomsday_03_e_44,True,,170,170,1.0,,,3,idle,,announcer,announcer,,1,idle,
event_boomsday_03_e_45,40040,event_boomsday_03_e,Speech,Locale_SubScenario:event_boomsday_03_e_45,True,,170,17,1.0,,,3,idle,,announcer,announcer,,1,idle,
event_boomsday_03_e_46,40040,event_boomsday_03_e,Speech,Locale_SubScenario:event_boomsday_03_e_46,True,,17,17,1.0,,,3,idle,,announcer,announcer,,1,idle,
event_boomsday_03_e_47,40040,event_boomsday_03_e,Speech,Locale_SubScenario:event_boomsday_03_e_47,True,,17,17,1.0,,,3,idle,,announcer,announcer,,1,idle,
event_boomsday_03_e_48,40040,event_boomsday_03_e,Speech,Locale_SubScenario:event_boomsday_03_e_48,True,,17,17,1.0,,,3,idle,,announcer,announcer,,1,idle,
event_boomsday_03_e_49,40040,event_boomsday_03_e,Speech,Locale_SubScenario:event_boomsday_03_e_49,True,,17,2,1.0,,,3,no,,trony,trony,,1,idle,
event_boomsday_03_e_50,40040,event_boomsday_03_e,Speech,Locale_SubScenario:event_boomsday_03_e_50,True,,2,2,1.0,,,3,no,,trony,trony,,1,idle,
event_boomsday_03_e_51,40040,event_boomsday_03_e,Speech,Locale_SubScenario:event_boomsday_03_e_51,True,,2,2,1.0,,,3,no,,trony1,trony1,,1,idle,
event_boomsday_03_e_52,40040,event_boomsday_03_e,Speech,Locale_SubScenario:event_boomsday_03_e_52,True,,2,2,1.0,,,3,no,,trony1,trony1,,1,idle,
event_boomsday_03_e_53,40040,event_boomsday_03_e,Speech,Locale_SubScenario:event_boomsday_03_e_53,True,,2,2,1.0,,,3,no,,trony1,trony1,,1,idle,
event_boomsday_03_e_54,40040,event_boomsday_03_e,Speech,Locale_SubScenario:event_boomsday_03_e_54,True,,2,2,1.0,,,3,no,,trony1,trony1,,1,idle,
event_boomsday_03_e_55,40040,event_boomsday_03_e,Speech,Locale_SubScenario:event_boomsday_03_e_55,False,,2,2,1.0,,,3,sad,,trony,trony,,1,idle,
event_boomsday_03_e_56,40040,event_boomsday_03_e,Narration,Locale_SubScenario:event_boomsday_03_e_56,False,,2,2,1.0,,,3,sad,,,,,1,idle,
event_boomsday_03_e_57,40040,event_boomsday_03_e,Narration,Locale_SubScenario:event_boomsday_03_e_57,False,,black,black,1.0,,,3,sad,,,,,1,idle,trony1
event_boomsday_03_e_58,40040,event_boomsday_03_e,Narration,Locale_SubScenario:event_boomsday_03_e_58,False,,black,black,1.0,,,3,sad,,,,,,,
