id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,play_sound,set_camera_shake,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
event_lifeagain_02_e_14,40060,event_lifeagain_02_e,Speech,rumani,Locale_SubScenario:event_lifeagain_02_e_14,True,,L_50,L_50,1.0,,rumani,,,,,5,idle,,3,angry,,1,idle,
event_lifeagain_02_e_15,40060,event_lifeagain_02_e,Speech,rumani,Locale_SubScenario:event_lifeagain_02_e_15,True,,L_50,L_50,1.0,,rumani,,,,,5,idle,,3,angry,,1,idle,
event_lifeagain_02_e_16,40060,event_lifeagain_02_e,Speech,rumani,Locale_SubScenario:event_lifeagain_02_e_16,True,,L_50,L_50,1.0,,rumani,,,,,5,idle,,3,angry,,1,idle,
event_lifeagain_02_e_17,40060,event_lifeagain_02_e,Speech,rumani,Locale_SubScenario:event_lifeagain_02_e_17,True,,L_50,L_50,1.0,,rumani,,,,,5,idle,,3,angry,,1,idle,
event_lifeagain_02_e_18,40060,event_lifeagain_02_e,Speech,rumani,Locale_SubScenario:event_lifeagain_02_e_18,True,,L_50,L_50,1.0,,rumani,,,,,5,idle,,3,angry,,1,idle,
event_lifeagain_02_e_19,40060,event_lifeagain_02_e,Speech,rumani,Locale_SubScenario:event_lifeagain_02_e_19,True,,L_50,L_50,1.0,,rumani,,,,,5,idle,,3,angry,,1,idle,
event_lifeagain_02_e_20,40060,event_lifeagain_02_e,Speech,tove_n,Locale_SubScenario:event_lifeagain_02_e_20,True,,S_10,S_10,1.0,,tove_n,,,,,5,idle,,3,angry,,1,delight,
event_lifeagain_02_e_21,40060,event_lifeagain_02_e,Speech,tove_n,Locale_SubScenario:event_lifeagain_02_e_21,True,,S_10,S_10,1.0,,tove_n,,,,,5,idle,,3,angry,,1,delight,
event_lifeagain_02_e_22,40060,event_lifeagain_02_e,Speech,nadia,Locale_SubScenario:event_lifeagain_02_e_22,True,,XS_30,XS_30,1.0,,nadia,,,,,5,idle,,3,angry,,1,idle,
event_lifeagain_02_e_23,40060,event_lifeagain_02_e,Speech,rumani,Locale_SubScenario:event_lifeagain_02_e_23,True,,L_50,L_50,1.0,,rumani,,,,,5,idle,,3,angry,,1,idle,
event_lifeagain_02_e_24,40060,event_lifeagain_02_e,Speech,rumani,Locale_SubScenario:event_lifeagain_02_e_24,True,,L_50,L_50,1.0,,rumani,,,,,5,idle,,3,angry,,1,idle,
event_lifeagain_02_e_25,40060,event_lifeagain_02_e,Speech,rumani,Locale_SubScenario:event_lifeagain_02_e_25,True,,L_50,L_50,1.0,,rumani,,,,,5,idle,,3,angry,,1,idle,
event_lifeagain_02_e_26,40060,event_lifeagain_02_e,Speech,rumani,Locale_SubScenario:event_lifeagain_02_e_26,True,,L_50,L_50,1.0,,rumani,,,,,5,idle,,3,angry,,1,idle,
event_lifeagain_02_e_27,40060,event_lifeagain_02_e,Monologue,Monologue,Locale_SubScenario:event_lifeagain_02_e_27,False,,black,black,1.0,,rumani,,,,,5,idle,,3,angry,,1,idle,
event_lifeagain_02_e_28,40060,event_lifeagain_02_e,Speech,nadia,Locale_SubScenario:event_lifeagain_02_e_28,True,,4,4,1.0,,nadia,,,,,5,idle,,3,angry,,1,idle,
event_lifeagain_02_e_29,40060,event_lifeagain_02_e,Speech,rumani,Locale_SubScenario:event_lifeagain_02_e_29,True,,4,4,1.0,,rumani,,,,,5,idle,,3,angry,,1,idle,
event_lifeagain_02_e_30,40060,event_lifeagain_02_e,Monologue,Monologue,Locale_SubScenario:event_lifeagain_02_e_30,False,,black,black,1.0,,rumani,,,,,5,idle,,3,angry,,1,idle,
event_lifeagain_02_e_31,40060,event_lifeagain_02_e,Narration,Narration,Locale_SubScenario:event_lifeagain_02_e_31,False,,5,L_50,0.5,,rumani,sfx_scn_weakhit,Low_2,,,5,idle,,3,angry,,1,idle,
event_lifeagain_02_e_32,40060,event_lifeagain_02_e,Speech,rumani,Locale_SubScenario:event_lifeagain_02_e_32,True,,L_50,L_50,1.0,,rumani,,,,,5,sad,,3,angry,,1,idle,
event_lifeagain_02_e_33,40060,event_lifeagain_02_e,Speech,rumani,Locale_SubScenario:event_lifeagain_02_e_33,True,,L_50,L_50,1.0,,rumani,,,,,5,sad,,3,angry,,1,idle,
event_lifeagain_02_e_34,40060,event_lifeagain_02_e,Speech,nadia,Locale_SubScenario:event_lifeagain_02_e_34,True,,XS_30,XS_30,1.0,,nadia,,,,,5,sad,,3,angry,,1,idle,
event_lifeagain_02_e_35,40060,event_lifeagain_02_e,Monologue,Monologue,Locale_SubScenario:event_lifeagain_02_e_35,False,,17,170,0.3,,nadia,,,,,5,think,,3,angry,,1,idle,
event_lifeagain_02_e_36,40060,event_lifeagain_02_e,Monologue,Monologue,Locale_SubScenario:event_lifeagain_02_e_36,False,,170,170,1.0,,nadia,,,,,5,think,,3,angry,,1,idle,
event_lifeagain_02_e_37,40060,event_lifeagain_02_e,Speech,rumani,Locale_SubScenario:event_lifeagain_02_e_37,True,,4,4,1.0,,rumani,,,,,5,idle,,3,angry,,1,idle,
event_lifeagain_02_e_38,40060,event_lifeagain_02_e,Speech,nadia,Locale_SubScenario:event_lifeagain_02_e_38,True,,4,4,1.0,,nadia,,,,,5,idle,,3,angry,,1,idle,
event_lifeagain_02_e_39,40060,event_lifeagain_02_e,Self,Self,Locale_SubScenario:event_lifeagain_02_e_39,False,,4,4,1.0,,nadia,,,,,5,idle,,3,angry,,1,idle,
event_lifeagain_02_e_40,40060,event_lifeagain_02_e,Narration,Narration,Locale_SubScenario:event_lifeagain_02_e_40,False,,5,L_50,0.5,,nadia,sfx_scn_whooosh,Low_2,,,5,idle,,3,angry,,1,idle,
event_lifeagain_02_e_41,40060,event_lifeagain_02_e,Monologue,Monologue,Locale_SubScenario:event_lifeagain_02_e_41,False,,L_50,L_50,1.0,,nadia,,,,,5,idle,,3,angry,,1,idle,
event_lifeagain_02_e_42,40060,event_lifeagain_02_e,Speech,rumani,Locale_SubScenario:event_lifeagain_02_e_42,True,,L_50,L_50,1.0,,rumani,,,,,5,idle,,3,angry,,1,idle,
event_lifeagain_02_e_43,40060,event_lifeagain_02_e,Speech,rumani,Locale_SubScenario:event_lifeagain_02_e_43,True,,L_50,L_50,1.0,,rumani,,,,,5,idle,,3,angry,,1,idle,
event_lifeagain_02_e_44,40060,event_lifeagain_02_e,Narration,Narration,Locale_SubScenario:event_lifeagain_02_e_44,False,,17,170,0.3,,rumani,sfx_scn_ball,Low_2,black,,5,idle,,3,angry,,1,idle,
event_lifeagain_02_e_45,40060,event_lifeagain_02_e,Speech,rumani,Locale_SubScenario:event_lifeagain_02_e_45,True,,L_50,L_50,1.0,,rumani,,,,,5,idle,,3,angry,,1,idle,
event_lifeagain_02_e_46,40060,event_lifeagain_02_e,Speech,rumani,Locale_SubScenario:event_lifeagain_02_e_46,True,,L_50,L_50,1.0,,rumani,,,,,5,idle,,3,angry,,1,idle,
event_lifeagain_02_e_47,40060,event_lifeagain_02_e,Speech,tove_n,Locale_SubScenario:event_lifeagain_02_e_47,True,,S_10,S_10,1.0,,tove_n,,,,,5,idle,,3,angry,,1,surprise,
event_lifeagain_02_e_48,40060,event_lifeagain_02_e,Monologue,Monologue,Locale_SubScenario:event_lifeagain_02_e_48,False,,black,black,1.0,,rumani,,,,,5,idle,,3,angry,,1,surprise,
event_lifeagain_02_e_49,40060,event_lifeagain_02_e,Monologue,Monologue,Locale_SubScenario:event_lifeagain_02_e_49,False,,black,black,1.0,,rumani,,,,,5,idle,,3,angry,,1,idle,
event_lifeagain_02_e_50,40060,event_lifeagain_02_e,Speech,tove_n,Locale_SubScenario:event_lifeagain_02_e_50,True,,S_10,S_10,1.0,,tove_n,,,,,5,idle,,3,angry,,1,surprise,
event_lifeagain_02_e_51,40060,event_lifeagain_02_e,Speech,tove_n,Locale_SubScenario:event_lifeagain_02_e_51,True,,S_10,S_10,1.0,,tove_n,,,,,5,idle,,3,angry,,1,idle,
event_lifeagain_02_e_52,40060,event_lifeagain_02_e,Speech,tove_n,Locale_SubScenario:event_lifeagain_02_e_52,True,,S_10,1,1.0,,tove_n,,,,,5,idle,,3,angry,,1,delight,
event_lifeagain_02_e_53,40060,event_lifeagain_02_e,Self,Self,Locale_SubScenario:event_lifeagain_02_e_53,False,,1,1,1.0,,tove_n,,,,,5,idle,,3,angry,,1,idle,
event_lifeagain_02_e_54,40060,event_lifeagain_02_e,Speech,nadia,Locale_SubScenario:event_lifeagain_02_e_54,True,,1,4,1.0,,nadia,,,,,5,idle,,3,angry,,1,idle,tove_n
event_lifeagain_02_e_55,40060,event_lifeagain_02_e,Speech,rumani,Locale_SubScenario:event_lifeagain_02_e_55,True,,4,4,1.0,,rumani,,,,,5,idle,,3,angry,,,,
event_lifeagain_02_e_56,40060,event_lifeagain_02_e,Speech,nadia,Locale_SubScenario:event_lifeagain_02_e_56,True,,4,4,1.0,,nadia,,,,,5,idle,,3,angry,,,,
event_lifeagain_02_e_57,40060,event_lifeagain_02_e,Speech,nadia,Locale_SubScenario:event_lifeagain_02_e_57,True,,4,4,1.0,,nadia,,,,,5,idle,,3,angry,,,,
event_lifeagain_02_e_58,40060,event_lifeagain_02_e,Speech,nadia,Locale_SubScenario:event_lifeagain_02_e_58,True,,4,4,1.0,,nadia,,,,,5,idle,,3,angry,,,,
event_lifeagain_02_e_59,40060,event_lifeagain_02_e,Speech,rumani,Locale_SubScenario:event_lifeagain_02_e_59,True,,4,4,1.0,,rumani,,,,,5,idle,,3,angry,,,,
event_lifeagain_02_e_60,40060,event_lifeagain_02_e,Speech,nadia,Locale_SubScenario:event_lifeagain_02_e_60,True,,4,XS_30,1.0,,nadia,,,,,5,idle,,3,angry,,,,
event_lifeagain_02_e_61,40060,event_lifeagain_02_e,Speech,nadia,Locale_SubScenario:event_lifeagain_02_e_61,True,,XS_30,XS_30,1.0,,nadia,,,,,5,idle,,3,angry,,,,
event_lifeagain_02_e_62,40060,event_lifeagain_02_e,Speech,nadia,Locale_SubScenario:event_lifeagain_02_e_62,True,,XS_30,XS_30,1.0,,nadia,,,,,5,idle,,3,angry,,,,
event_lifeagain_02_e_63,40060,event_lifeagain_02_e,Self,Self,Locale_SubScenario:event_lifeagain_02_e_63,False,,XS_30,XS_30,1.0,,nadia,,,,,5,idle,,3,angry,,,,
event_lifeagain_02_e_64,40060,event_lifeagain_02_e,Speech,nadia,Locale_SubScenario:event_lifeagain_02_e_64,True,,XS_30,XS_30,1.0,,nadia,,,,,5,idle,,3,angry,,,,
event_lifeagain_02_e_65,40060,event_lifeagain_02_e,Speech,nadia,Locale_SubScenario:event_lifeagain_02_e_65,True,,XS_30,XS_30,1.0,,nadia,,,,,5,idle,,3,angry,,,,
event_lifeagain_02_e_66,40060,event_lifeagain_02_e,Speech,rumani,Locale_SubScenario:event_lifeagain_02_e_66,True,,XS_30,4,1.0,,rumani,,,,,5,think,,3,angry,,,,
event_lifeagain_02_e_67,40060,event_lifeagain_02_e,Speech,nadia,Locale_SubScenario:event_lifeagain_02_e_67,True,,4,4,1.0,,nadia,,,,,5,think,,3,angry,,,,
event_lifeagain_02_e_68,40060,event_lifeagain_02_e,Speech,rumani,Locale_SubScenario:event_lifeagain_02_e_68,True,,4,4,1.0,,rumani,,,,,5,think,,3,angry,,,,
event_lifeagain_02_e_69,40060,event_lifeagain_02_e,Speech,nadia,Locale_SubScenario:event_lifeagain_02_e_69,True,,4,4,1.0,,nadia,,,,,5,think,,3,angry,,,,
event_lifeagain_02_e_70,40060,event_lifeagain_02_e,Speech,nadia,Locale_SubScenario:event_lifeagain_02_e_70,True,,4,4,1.0,,nadia,,,,,5,think,,3,angry,,,,
event_lifeagain_02_e_71,40060,event_lifeagain_02_e,Speech,nadia,Locale_SubScenario:event_lifeagain_02_e_71,True,,4,4,1.0,,nadia,,,,,5,think,,3,angry,,,,
event_lifeagain_02_e_72,40060,event_lifeagain_02_e,Speech,rumani,Locale_SubScenario:event_lifeagain_02_e_72,True,,4,L_50,1.0,,rumani,,,,,5,think,,3,angry,,,,
event_lifeagain_02_e_73,40060,event_lifeagain_02_e,Speech,rumani,Locale_SubScenario:event_lifeagain_02_e_73,True,,L_50,L_50,1.0,,rumani,,,,,5,idle,,3,angry,,,,
event_lifeagain_02_e_74,40060,event_lifeagain_02_e,Speech,rumani,Locale_SubScenario:event_lifeagain_02_e_74,True,,L_50,L_50,1.0,,rumani,,,,,5,idle,,3,angry,,,,
event_lifeagain_02_e_75,40060,event_lifeagain_02_e,Speech,nadia,Locale_SubScenario:event_lifeagain_02_e_75,True,,XS_30,XS_30,1.0,,nadia,,,,,5,idle,,3,sad,,,,
event_lifeagain_02_e_76,40060,event_lifeagain_02_e,Speech,nadia,Locale_SubScenario:event_lifeagain_02_e_76,True,,XS_30,XS_30,1.0,,nadia,,,,,5,idle,,3,angry,,,,
event_lifeagain_02_e_77,40060,event_lifeagain_02_e,Speech,nadia,Locale_SubScenario:event_lifeagain_02_e_77,True,,XS_30,XS_30,1.0,,nadia,,,,,5,idle,,3,angry,,,,
