id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,fade,play_sound,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
snowfall_global_01_24,80903,snowfall_global_01,Monologue,Locale_SubScenario:snowfall_global_01_24,False,,2,2,1.0,,,,,,,,,,3,think,,1,idle,
snowfall_global_01_25,80903,snowfall_global_01,Monologue,Locale_SubScenario:snowfall_global_01_25,False,,2,2,1.0,,,,,,,,,,3,think,,1,idle,
snowfall_global_01_26,80903,snowfall_global_01,Self,Locale_SubScenario:snowfall_global_01_26,False,,2,2,1.0,,,,,,,,,,3,think,,1,idle,
snowfall_global_01_27,80903,snowfall_global_01,Speech,Locale_SubScenario:snowfall_global_01_27,True,,2,2,1.0,,,,,,,ludmilla_w,ludmilla_w,,3,think,,1,idle,
snowfall_global_01_28,80903,snowfall_global_01,Speech,Locale_SubScenario:snowfall_global_01_28,True,,2,2,1.0,,,,,,,ludmilla_w,ludmilla_w,,3,think,,1,idle,
snowfall_global_01_29,80903,snowfall_global_01,Self,Locale_SubScenario:snowfall_global_01_29,False,,2,2,1.0,,,,,,,,,,3,think,,1,idle,
snowfall_global_01_30,80903,snowfall_global_01,Speech,Locale_SubScenario:snowfall_global_01_30,True,,2,2,1.0,,,,,,,ludmilla_w,ludmilla_w,,3,think,,1,idle,
snowfall_global_01_31,80903,snowfall_global_01,Speech,Locale_SubScenario:snowfall_global_01_31,True,,2,2,1.0,,,,,,,ludmilla_w,ludmilla_w,,3,think,,1,idle,
snowfall_global_01_32,80903,snowfall_global_01,Speech,Locale_SubScenario:snowfall_global_01_32,False,,2,2,1.0,,,,,,,soldierow,soldierow,,3,think,,1,idle,
snowfall_global_01_33,80903,snowfall_global_01,Monologue,Locale_SubScenario:snowfall_global_01_33,False,,2,10,1.0,,,,,,,,,,3,think,,1,idle,
snowfall_global_01_34,80903,snowfall_global_01,Monologue,Locale_SubScenario:snowfall_global_01_34,False,,10,10,1.0,,,,,,,,,,3,think,,1,idle,
snowfall_global_01_35,80903,snowfall_global_01,Self,Locale_SubScenario:snowfall_global_01_35,False,,10,10,1.0,,,,,,,,,,3,think,,1,idle,
snowfall_global_01_36,80903,snowfall_global_01,Speech,Locale_SubScenario:snowfall_global_01_36,False,,10,10,1.0,,,,,,,soldierow,soldierow,,3,think,,1,idle,
snowfall_global_01_37,80903,snowfall_global_01,Self,Locale_SubScenario:snowfall_global_01_37,False,,10,10,1.0,,,,,,,,,,3,think,,1,idle,
snowfall_global_01_38,80903,snowfall_global_01,Self,Locale_SubScenario:snowfall_global_01_38,False,,10,10,1.0,,,,,,,,,,3,think,,1,idle,
snowfall_global_01_39,80903,snowfall_global_01,Speech,Locale_SubScenario:snowfall_global_01_39,False,,10,10,1.0,,,,,,,soldierow,soldierow,,3,think,,1,idle,
snowfall_global_01_40,80903,snowfall_global_01,Speech,Locale_SubScenario:snowfall_global_01_40,True,,10,10,1.0,,,,,,,soldierow,soldierow,,3,think,,1,idle,
snowfall_global_01_41,80903,snowfall_global_01,Self,Locale_SubScenario:snowfall_global_01_41,False,,10,10,1.0,,,,,,,,,,3,think,,1,idle,
snowfall_global_01_42,80903,snowfall_global_01,Speech,Locale_SubScenario:snowfall_global_01_42,True,,10,2,1.0,,,,,,,ludmilla_w,ludmilla_w,,3,think,,1,idle,
snowfall_global_01_43,80903,snowfall_global_01,Speech,Locale_SubScenario:snowfall_global_01_43,True,,2,2,1.0,,,,,,,ludmilla_w,ludmilla_w,,3,think,,1,idle,
snowfall_global_01_44,80903,snowfall_global_01,Speech,Locale_SubScenario:snowfall_global_01_44,True,,2,2,1.0,,,,,,,ludmilla_w,ludmilla_w,,3,think,,1,idle,
snowfall_global_01_45,80903,snowfall_global_01,Speech,Locale_SubScenario:snowfall_global_01_45,True,,2,2,1.0,,,,,,,lumi_01,lumi_01,,3,think,,1,idle,
snowfall_global_01_46,80903,snowfall_global_01,Speech,Locale_SubScenario:snowfall_global_01_46,True,,2,2,1.0,,,,,,,ludmilla_w,ludmilla_w,,3,think,,1,idle,
snowfall_global_01_47,80903,snowfall_global_01,Speech,Locale_SubScenario:snowfall_global_01_47,True,,2,2,1.0,,,,,,,ludmilla_w,ludmilla_w,,3,idle,,1,idle,
snowfall_global_01_48,80903,snowfall_global_01,Speech,Locale_SubScenario:snowfall_global_01_48,True,,2,2,1.0,,,,,,,ludmilla_w,ludmilla_w,,3,idle,,1,idle,
snowfall_global_01_49,80903,snowfall_global_01,Self,Locale_SubScenario:snowfall_global_01_49,False,,2,2,1.0,,,,,,,,,,3,idle,,1,idle,
snowfall_global_01_50,80903,snowfall_global_01,Speech,Locale_SubScenario:snowfall_global_01_50,True,,2,2,1.0,,,,,,,lumi_01,lumi_01,,3,idle,,1,idle,
snowfall_global_01_51,80903,snowfall_global_01,Self,Locale_SubScenario:snowfall_global_01_51,False,,2,2,1.0,,,,,,,,,,3,idle,,1,idle,
snowfall_global_01_52,80903,snowfall_global_01,Speech,Locale_SubScenario:snowfall_global_01_52,True,,2,2,1.0,,,,,,,lumi_01,lumi_01,,3,idle,,1,idle,
snowfall_global_01_53,80903,snowfall_global_01,Speech,Locale_SubScenario:snowfall_global_01_53,True,,2,2,1.0,,,,,,,ludmilla_w,ludmilla_w,,3,think,,1,idle,
snowfall_global_01_54,80903,snowfall_global_01,Self,Locale_SubScenario:snowfall_global_01_54,False,,2,2,1.0,,,,,,,,,,3,think,,1,idle,
snowfall_global_01_55,80903,snowfall_global_01,Speech,Locale_SubScenario:snowfall_global_01_55,True,,2,30,1.0,,,,,,,ludmilla_w,ludmilla_w,,3,think,,1,idle,
snowfall_global_01_56,80903,snowfall_global_01,Speech,Locale_SubScenario:snowfall_global_01_56,True,,30,30,1.0,,,,,,,ludmilla_w,ludmilla_w,,3,think,,1,idle,
snowfall_global_01_57,80903,snowfall_global_01,Speech,Locale_SubScenario:snowfall_global_01_57,True,,30,30,1.0,,,,,,,ludmilla_w,ludmilla_w,,3,think,,1,idle,
snowfall_global_01_58,80903,snowfall_global_01,Self,Locale_SubScenario:snowfall_global_01_58,False,,30,30,1.0,,,,,,,,,,3,think,,1,idle,
snowfall_global_01_59,80903,snowfall_global_01,Speech,Locale_SubScenario:snowfall_global_01_59,True,,30,30,1.0,,,,,,,ludmilla_w,ludmilla_w,,3,think,,1,idle,
snowfall_global_01_60,80903,snowfall_global_01,Speech,Locale_SubScenario:snowfall_global_01_60,True,,30,30,1.0,,,,,,,ludmilla_w,ludmilla_w,,3,think,,1,idle,
snowfall_global_01_61,80903,snowfall_global_01,Speech,Locale_SubScenario:snowfall_global_01_61,True,,30,2,1.0,,,,,,,ludmilla_w,ludmilla_w,,3,idle,,1,idle,
snowfall_global_01_62,80903,snowfall_global_01,Speech,Locale_SubScenario:snowfall_global_01_62,True,,2,2,1.0,,,,,,,ludmilla_w,ludmilla_w,,3,idle,,1,idle,
snowfall_global_01_63,80903,snowfall_global_01,Speech,Locale_SubScenario:snowfall_global_01_63,True,,2,2,1.0,,,,,,,lumi_01,lumi_01,,3,idle,,1,idle,
snowfall_global_01_64,80903,snowfall_global_01,Monologue,Locale_SubScenario:snowfall_global_01_64,False,,2,2,1.0,,,,,,,,,,3,idle,,1,idle,lumi_01
snowfall_global_01_65,80903,snowfall_global_01,Self,Locale_SubScenario:snowfall_global_01_65,False,,2,3,1.0,,,,,,,,,,3,idle,,,,
snowfall_global_01_66,80903,snowfall_global_01,Speech,Locale_SubScenario:snowfall_global_01_66,True,,3,3,1.0,,,,,,,ludmilla_w,ludmilla_w,,3,think,,,,
snowfall_global_01_67,80903,snowfall_global_01,Speech,Locale_SubScenario:snowfall_global_01_67,True,,3,3,1.0,,,,,,,ludmilla_w,ludmilla_w,,3,think,,,,
snowfall_global_01_68,80903,snowfall_global_01,Self,Locale_SubScenario:snowfall_global_01_68,False,,3,3,1.0,,,,,,,,,,3,think,,,,
snowfall_global_01_69,80903,snowfall_global_01,Speech,Locale_SubScenario:snowfall_global_01_69,True,,3,30,1.0,,,,,,,ludmilla_w,ludmilla_w,,3,idle,,,,
snowfall_global_01_70,80903,snowfall_global_01,Speech,Locale_SubScenario:snowfall_global_01_70,True,,30,30,1.0,,,,,,,ludmilla_w,ludmilla_w,,3,idle,,,,
snowfall_global_01_71,80903,snowfall_global_01,Speech,Locale_SubScenario:snowfall_global_01_71,True,,30,30,1.0,,,,,,,ludmilla_w,ludmilla_w,,3,idle,,,,
snowfall_global_01_72,80903,snowfall_global_01,Self,Locale_SubScenario:snowfall_global_01_72,False,,30,30,1.0,,,,,,,,,,3,idle,,,,
snowfall_global_01_73,80903,snowfall_global_01,Narration,Locale_SubScenario:snowfall_global_01_73,False,,black,black,1.0,,,,,,,,,,3,idle,,,,
