id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,jump_target
event_queensorder_03_s_23,40015,event_queensorder_03_s,Self,Locale_SubScenario:event_queensorder_03_s_23,False,,30,30,1.0,,,,,,1,idle,,3,surprise,event_queensorder_03_s_27
event_queensorder_03_s_24,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_24,True,,30,30,1.0,,,sakura_n,sakura,,1,idle,,3,idle,
event_queensorder_03_s_25,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_25,True,,30,30,1.0,,,sakura_n,sakura,,1,idle,,3,idle,
event_queensorder_03_s_26,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_26,True,,30,30,1.0,,,sakura_n,sakura,,1,idle,,3,idle,event_queensorder_03_s_27
event_queensorder_03_s_27,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_27,True,,30,30,1.0,,,sakura_n,sakura,,1,idle,,3,surprise,
event_queensorder_03_s_28,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_28,True,,30,30,1.0,,,sakura_n,sakura,,1,idle,,3,surprise,
event_queensorder_03_s_29,40015,event_queensorder_03_s,Choice,Locale_SubScenario:event_queensorder_03_s_29,False,,30,30,1.0,,,,,,1,idle,,3,surprise,event_queensorder_03_s_31
event_queensorder_03_s_30,40015,event_queensorder_03_s,Choice,Locale_SubScenario:event_queensorder_03_s_30,False,,30,30,1.0,,,,,,1,idle,,3,surprise,event_queensorder_03_s_31
event_queensorder_03_s_31,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_31,True,,30,30,1.0,,,sakura_n,sakura,,1,idle,,3,delight,
event_queensorder_03_s_32,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_32,True,,30,2,1.0,,,rosanna,rosanna,,1,idle,,3,delight,
event_queensorder_03_s_33,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_33,True,,2,2,1.0,,,sakura_n,sakura,,1,idle,,3,idle,
event_queensorder_03_s_34,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_34,True,,2,2,1.0,,,sakura_n,sakura,,1,idle,,3,idle,
event_queensorder_03_s_35,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_35,True,,2,2,1.0,,,sakura_n,sakura,,1,idle,,3,idle,
event_queensorder_03_s_36,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_36,True,,2,2,1.0,,,rosanna,rosanna,,1,angry,,3,idle,
event_queensorder_03_s_37,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_37,True,,2,2,1.0,,,sakura_n,sakura,,1,angry,,3,idle,
event_queensorder_03_s_38,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_38,True,,2,2,1.0,,,sakura_n,sakura,,1,angry,,3,idle,
event_queensorder_03_s_39,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_39,True,,2,2,1.0,,,sakura_n,sakura,,1,angry,,3,idle,
event_queensorder_03_s_40,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_40,False,,2,2,1.0,,,rosanna,rosanna,,1,angry,,3,idle,
event_queensorder_03_s_41,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_41,True,,2,2,1.0,,,sakura_n,sakura,,1,angry,,3,idle,
event_queensorder_03_s_42,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_42,True,,2,2,1.0,,,sakura_n,sakura,,1,angry,,3,idle,
event_queensorder_03_s_43,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_43,True,,2,2,1.0,,,sakura_n,sakura,,1,angry,,3,idle,
event_queensorder_03_s_44,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_44,True,,2,10,0.7,,,rosanna,rosanna,,1,delight,,3,idle,
event_queensorder_03_s_45,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_45,True,,10,10,1.0,,,rosanna,rosanna,,1,delight,,3,idle,
event_queensorder_03_s_46,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_46,True,,10,10,1.0,,,rosanna,rosanna,,1,angry,,3,idle,
event_queensorder_03_s_47,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_47,False,,30,30,1.0,,,sakura_n,sakura,,1,angry,,3,idle,
event_queensorder_03_s_48,40015,event_queensorder_03_s,Self,Locale_SubScenario:event_queensorder_03_s_48,False,,30,30,1.0,,,,,,1,angry,,3,idle,
event_queensorder_03_s_49,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_49,True,,30,2,0.7,,,rosanna,rosanna,,1,angry,,3,idle,
event_queensorder_03_s_50,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_50,True,,2,2,1.0,,,sakura_n,sakura,,1,angry,,3,idle,
event_queensorder_03_s_51,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_51,True,,2,2,1.0,,,rosanna,rosanna,,1,angry,,3,idle,
event_queensorder_03_s_52,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_52,True,,2,2,1.0,,,sakura_n,sakura,,1,angry,,3,idle,
event_queensorder_03_s_53,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_53,True,,2,2,1.0,,,sakura_n,sakura,,1,angry,,3,idle,
event_queensorder_03_s_54,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_54,True,,2,2,1.0,,,sakura_n,sakura,,1,angry,,3,idle,
event_queensorder_03_s_55,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_55,True,,2,2,1.0,,,rosanna,rosanna,,1,angry,,3,idle,
event_queensorder_03_s_56,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_56,True,,2,2,1.0,,,sakura_n,sakura,,1,angry,,3,idle,
event_queensorder_03_s_57,40015,event_queensorder_03_s,Self,Locale_SubScenario:event_queensorder_03_s_57,False,,2,2,1.0,,,,,,1,angry,,3,idle,
event_queensorder_03_s_58,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_58,True,,2,2,1.0,,,rosanna,rosanna,,1,angry,,3,idle,
event_queensorder_03_s_59,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_59,True,,2,2,1.0,,,rosanna,rosanna,,1,angry,,3,idle,
event_queensorder_03_s_60,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_60,True,,2,2,1.0,,,rosanna,rosanna,,1,angry,,3,idle,
event_queensorder_03_s_61,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_61,True,,2,2,1.0,,,sakura_n,sakura,,1,angry,,3,idle,
event_queensorder_03_s_62,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_62,True,,2,2,1.0,,,sakura_n,sakura,,1,angry,,3,idle,
event_queensorder_03_s_63,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_63,True,,2,2,1.0,,,sakura_n,sakura,,1,angry,,3,idle,
event_queensorder_03_s_64,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_64,True,,2,2,1.0,,,rosanna,rosanna,,1,idle,,3,idle,
event_queensorder_03_s_65,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_65,True,,2,2,1.0,,,rosanna,rosanna,,1,idle,,3,idle,
event_queensorder_03_s_66,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_66,True,,2,2,1.0,,,sakura_n,sakura,,1,idle,,3,idle,
event_queensorder_03_s_67,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_67,True,,2,2,1.0,,,sakura_n,sakura,,1,idle,,3,idle,
event_queensorder_03_s_68,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_68,True,,2,2,1.0,,,sakura_n,sakura,,1,idle,,3,idle,
event_queensorder_03_s_69,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_69,True,,2,2,1.0,,,rosanna,rosanna,,1,idle,,3,idle,
event_queensorder_03_s_70,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_70,True,,2,2,1.0,,,rosanna,rosanna,,1,idle,,3,idle,
event_queensorder_03_s_71,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_71,True,,2,2,1.0,,,rosanna,rosanna,,1,idle,,3,idle,
event_queensorder_03_s_72,40015,event_queensorder_03_s,Self,Locale_SubScenario:event_queensorder_03_s_72,False,,2,2,1.0,,,,,,1,idle,,3,idle,
event_queensorder_03_s_73,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_73,True,,2,30,0.7,,,sakura_n,sakura,,1,idle,,3,angry,
event_queensorder_03_s_74,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_74,True,,10,10,1.0,,,rosanna,rosanna,,1,angry,,3,angry,
event_queensorder_03_s_75,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_75,True,,10,10,1.0,,,rosanna,rosanna,,1,angry,,3,angry,
event_queensorder_03_s_76,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_76,True,,10,10,1.0,,,rosanna,rosanna,,1,angry,,3,angry,
event_queensorder_03_s_77,40015,event_queensorder_03_s,Self,Locale_SubScenario:event_queensorder_03_s_77,False,,10,10,1.0,,,,,,1,angry,,3,angry,
event_queensorder_03_s_78,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_78,True,,10,2,1.0,,,sakura_n,sakura,,1,angry,,3,idle,
event_queensorder_03_s_79,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_79,True,,2,2,1.0,,,rosanna,rosanna,,1,good,,3,idle,
event_queensorder_03_s_80,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_80,True,,2,2,1.0,,,rosanna,rosanna,,1,good,,3,idle,
event_queensorder_03_s_81,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_81,True,,2,2,1.0,,,sakura_n,sakura,,1,good,,3,idle,
event_queensorder_03_s_82,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_82,True,,2,2,1.0,,,sakura_n,sakura,,1,good,,3,idle,
event_queensorder_03_s_83,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_83,True,,2,2,1.0,,,sakura_n,sakura,,1,good,,3,idle,
event_queensorder_03_s_84,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_84,True,,2,2,1.0,,,sakura_n,sakura,,1,good,,3,idle,
event_queensorder_03_s_85,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_85,True,,2,10,1.0,,,rosanna,rosanna,,1,idle,,3,idle,
event_queensorder_03_s_86,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_86,True,,10,10,1.0,,,rosanna,rosanna,,1,idle,,3,idle,
event_queensorder_03_s_87,40015,event_queensorder_03_s,Self,Locale_SubScenario:event_queensorder_03_s_87,False,,10,10,1.0,,,,,,1,idle,,3,idle,
event_queensorder_03_s_88,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_88,True,,10,10,1.0,,,rosanna,rosanna,,1,idle,,3,idle,
event_queensorder_03_s_89,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_89,True,,10,10,1.0,,,rosanna,rosanna,,1,idle,,3,idle,
event_queensorder_03_s_90,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_90,True,,10,10,1.0,,,rosanna,rosanna,,1,idle,,3,idle,
event_queensorder_03_s_91,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_91,True,,10,10,1.0,,,rosanna,rosanna,,1,idle,,3,idle,
event_queensorder_03_s_92,40015,event_queensorder_03_s,Self,Locale_SubScenario:event_queensorder_03_s_92,False,,10,10,1.0,,,,,,1,idle,,3,idle,
event_queensorder_03_s_93,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_93,True,,10,100,1.0,,,rosanna,rosanna,,1,idle,,3,idle,
event_queensorder_03_s_94,40015,event_queensorder_03_s,Speech,Locale_SubScenario:event_queensorder_03_s_94,True,,100,100,1.0,,,rosanna,rosanna,,1,idle,,3,idle,
