id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,highlight,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
event_alonesurvivor_02_s_55,40033,event_alonesurvivor_02_s,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_s_55,True,,S_100,S_10,1.0,,,tove,,,,,,,,,,,,,,,1,special
event_alonesurvivor_02_s_56,40033,event_alonesurvivor_02_s,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_s_56,True,,S_10,1,1.0,,,tove,,,,,,,,,,,,,,,1,special
event_alonesurvivor_02_s_57,40033,event_alonesurvivor_02_s,Self,Self,Locale_SubScenario:event_alonesurvivor_02_s_57,False,,1,1,1.0,,,,,,,,,,,,,,,,,,1,special
event_alonesurvivor_02_s_58,40033,event_alonesurvivor_02_s,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_s_58,True,,1,S_10,1.0,,,tove,,,,,,,,,,,,,,,1,sad
event_alonesurvivor_02_s_59,40033,event_alonesurvivor_02_s,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_s_59,True,,S_10,S_10,1.0,,,tove,,,,,,,,,,,,,,,1,idle
event_alonesurvivor_02_s_60,40033,event_alonesurvivor_02_s,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_s_60,True,,S_10,S_10,1.0,,,tove,,,,,,,,,,,,,,,1,idle
event_alonesurvivor_02_s_61,40033,event_alonesurvivor_02_s,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_s_61,True,,S_10,S_10,1.0,,,tove,,,,,,,,,,,,,,,1,sad
event_alonesurvivor_02_s_62,40033,event_alonesurvivor_02_s,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_s_62,True,,S_10,S_10,1.0,,,tove,,,,,,,,,,,,,,,1,sad
event_alonesurvivor_02_s_63,40033,event_alonesurvivor_02_s,Self,Self,Locale_SubScenario:event_alonesurvivor_02_s_63,False,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,1,sad
event_alonesurvivor_02_s_64,40033,event_alonesurvivor_02_s,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_s_64,True,,S_10,1,1.0,,,tove,,,,,,,,,,,,,,,1,no
event_alonesurvivor_02_s_65,40033,event_alonesurvivor_02_s,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_s_65,True,,1,1,1.0,,,tove,,,,,,,,,,,,,,,1,no
event_alonesurvivor_02_s_66,40033,event_alonesurvivor_02_s,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_s_66,True,,1,1,1.0,,,tove,,,,,,,,,,,,,,,1,no
event_alonesurvivor_02_s_67,40033,event_alonesurvivor_02_s,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_s_67,True,,1,1,1.0,,,tove,,,,,,,,,,,,,,,1,worry
event_alonesurvivor_02_s_68,40033,event_alonesurvivor_02_s,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_s_68,True,,1,S_10,0.8,,,tove,,,,,,,,,,,,,,,1,worry
event_alonesurvivor_02_s_69,40033,event_alonesurvivor_02_s,Self,Self,Locale_SubScenario:event_alonesurvivor_02_s_69,False,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,1,worry
event_alonesurvivor_02_s_70,40033,event_alonesurvivor_02_s,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_s_70,True,,S_10,S_100,0.3,,,tove,Low_2,,,,,,,,,,,,,,1,surprise
event_alonesurvivor_02_s_71,40033,event_alonesurvivor_02_s,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_s_71,True,,S_100,S_100,1.0,,,tove,,,,,,,,,,,,,,,1,surprise
event_alonesurvivor_02_s_72,40033,event_alonesurvivor_02_s,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_s_72,True,,S_100,S_10,1.0,,,tove,,,,,,,,,,,,,,,1,surprise
event_alonesurvivor_02_s_73,40033,event_alonesurvivor_02_s,Self,Self,Locale_SubScenario:event_alonesurvivor_02_s_73,False,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,1,surprise
event_alonesurvivor_02_s_74,40033,event_alonesurvivor_02_s,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_s_74,False,,S_10,S_10,1.0,,,tove,,,,,,,,,,,,,,,1,surprise
event_alonesurvivor_02_s_75,40033,event_alonesurvivor_02_s,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_s_75,True,,S_10,1,1.0,,,tove,,,,,,,,,,,,,,,1,sad
event_alonesurvivor_02_s_76,40033,event_alonesurvivor_02_s,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_s_76,True,,1,1,1.0,,,tove,,,,,,,,,,,,,,,1,sad
event_alonesurvivor_02_s_77,40033,event_alonesurvivor_02_s,Self,Self,Locale_SubScenario:event_alonesurvivor_02_s_77,False,,1,1,1.0,,,,,,,,,,,,,,,,,,1,sad
