id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,fade
event_lordforjustice_epilogue_17,40078,event_lordforjustice_epilogue,Speech,d,Locale_SubScenario:event_lordforjustice_epilogue_17,True,,2,idle,,1,1,1.0,,,d,,12,idle,,,
event_lordforjustice_epilogue_18,40078,event_lordforjustice_epilogue,Speech,d,Locale_SubScenario:event_lordforjustice_epilogue_18,True,,2,idle,,1,1,1.0,,,d,,12,idle,,,
event_lordforjustice_epilogue_19,40078,event_lordforjustice_epilogue,Speech,k,Locale_SubScenario:event_lordforjustice_epilogue_19,True,,2,idle,,1,1,1.0,,,k,,12,idle,,,
event_lordforjustice_epilogue_20,40078,event_lordforjustice_epilogue,Speech,k,Locale_SubScenario:event_lordforjustice_epilogue_20,True,,2,idle,,1,1,1.0,,,k,,12,idle,,,
event_lordforjustice_epilogue_21,40078,event_lordforjustice_epilogue,Speech,k,Locale_SubScenario:event_lordforjustice_epilogue_21,True,,2,idle,,1,1,1.0,,,k,,12,idle,,,
event_lordforjustice_epilogue_22,40078,event_lordforjustice_epilogue,Speech,k,Locale_SubScenario:event_lordforjustice_epilogue_22,True,,2,idle,,1,1,1.0,,,k,,12,idle,,,
event_lordforjustice_epilogue_23,40078,event_lordforjustice_epilogue,Speech,d,Locale_SubScenario:event_lordforjustice_epilogue_23,True,,2,idle,,1,1,1.0,,,d,,12,idle,,,
event_lordforjustice_epilogue_24,40078,event_lordforjustice_epilogue,Speech,k,Locale_SubScenario:event_lordforjustice_epilogue_24,True,,2,idle,,1,S_120,1.3,,,k,,12,idle,,,
event_lordforjustice_epilogue_25,40078,event_lordforjustice_epilogue,Speech,k,Locale_SubScenario:event_lordforjustice_epilogue_25,True,,2,idle,,S_120,S_120,1.0,,,k,,12,idle,,,
event_lordforjustice_epilogue_26,40078,event_lordforjustice_epilogue,Speech,k,Locale_SubScenario:event_lordforjustice_epilogue_26,True,,2,idle,,S_120,S_120,1.0,,,k,,12,idle,,,
event_lordforjustice_epilogue_27,40078,event_lordforjustice_epilogue,Speech,k,Locale_SubScenario:event_lordforjustice_epilogue_27,False,,2,idle,,S_120,S_120,1.0,,,k,,12,idle,,,
event_lordforjustice_epilogue_28,40078,event_lordforjustice_epilogue,Speech,k,Locale_SubScenario:event_lordforjustice_epilogue_28,True,,2,idle,,S_120,S_120,1.0,,,k,,12,delight,,,
event_lordforjustice_epilogue_29,40078,event_lordforjustice_epilogue,Speech,d,Locale_SubScenario:event_lordforjustice_epilogue_29,False,,2,idle,,S_120,20,1.3,,,d,,12,delight,,,
event_lordforjustice_epilogue_30,40078,event_lordforjustice_epilogue,Narration,d,Locale_SubScenario:event_lordforjustice_epilogue_30,False,,2,idle,,black,black,1.0,,,,,12,delight,,,
event_lordforjustice_epilogue_31,40078,event_lordforjustice_epilogue,Narration,d,Locale_SubScenario:event_lordforjustice_epilogue_31,False,,2,idle,,black,black,1.0,sfx_scn_phoneonce,,,,12,delight,,,
event_lordforjustice_epilogue_32,40078,event_lordforjustice_epilogue,Narration,d,Locale_SubScenario:event_lordforjustice_epilogue_32,False,,2,idle,,black,black,1.0,,,,,12,idle,,,
event_lordforjustice_epilogue_33,40078,event_lordforjustice_epilogue,Speech,d,Locale_SubScenario:event_lordforjustice_epilogue_33,True,,2,idle,,20,20,1.0,,,d,,12,idle,,,
event_lordforjustice_epilogue_34,40078,event_lordforjustice_epilogue,Speech,k,Locale_SubScenario:event_lordforjustice_epilogue_34,True,,2,idle,,20,1,1.3,,,k,,12,idle,,,
event_lordforjustice_epilogue_35,40078,event_lordforjustice_epilogue,Speech,d,Locale_SubScenario:event_lordforjustice_epilogue_35,True,,2,idle,,1,1,1.0,,,d,,12,idle,,,
event_lordforjustice_epilogue_36,40078,event_lordforjustice_epilogue,Speech,k,Locale_SubScenario:event_lordforjustice_epilogue_36,True,,2,idle,,1,1,1.0,,,k,,12,idle,,,
event_lordforjustice_epilogue_37,40078,event_lordforjustice_epilogue,Speech,k,Locale_SubScenario:event_lordforjustice_epilogue_37,True,,2,idle,,1,1,1.0,,,k,,12,idle,,,
event_lordforjustice_epilogue_38,40078,event_lordforjustice_epilogue,Speech,d,Locale_SubScenario:event_lordforjustice_epilogue_38,True,,2,idle,,1,1,1.0,,,d,,12,idle,,,
event_lordforjustice_epilogue_39,40078,event_lordforjustice_epilogue,Speech,k,Locale_SubScenario:event_lordforjustice_epilogue_39,True,,2,idle,,1,1,1.0,,,k,,12,idle,,,
event_lordforjustice_epilogue_40,40078,event_lordforjustice_epilogue,Speech,k,Locale_SubScenario:event_lordforjustice_epilogue_40,False,,2,idle,,1,1,1.0,,,k,,12,think,,,
event_lordforjustice_epilogue_41,40078,event_lordforjustice_epilogue,Speech,k,Locale_SubScenario:event_lordforjustice_epilogue_41,True,,2,idle,,1,1,1.0,,,k,,12,think,,,
event_lordforjustice_epilogue_42,40078,event_lordforjustice_epilogue,Speech,d,Locale_SubScenario:event_lordforjustice_epilogue_42,False,,2,idle,,1,1,1.0,,,d,,12,think,,,
event_lordforjustice_epilogue_43,40078,event_lordforjustice_epilogue,Speech,k,Locale_SubScenario:event_lordforjustice_epilogue_43,True,,2,idle,,1,1,1.0,,,k,,12,shy,,,
event_lordforjustice_epilogue_44,40078,event_lordforjustice_epilogue,Speech,k,Locale_SubScenario:event_lordforjustice_epilogue_44,True,,2,idle,,1,1,1.0,,,k,,12,idle,,,
event_lordforjustice_epilogue_45,40078,event_lordforjustice_epilogue,Speech,k,Locale_SubScenario:event_lordforjustice_epilogue_45,True,,2,idle,,1,1,1.0,,,k,,12,idle,,,
event_lordforjustice_epilogue_46,40078,event_lordforjustice_epilogue,Speech,d,Locale_SubScenario:event_lordforjustice_epilogue_46,True,,2,idle,,1,1,1.0,,,d,,12,idle,,,
event_lordforjustice_epilogue_47,40078,event_lordforjustice_epilogue,Speech,k,Locale_SubScenario:event_lordforjustice_epilogue_47,True,,2,idle,,1,1,1.0,,,k,,12,idle,,,
event_lordforjustice_epilogue_48,40078,event_lordforjustice_epilogue,Speech,k,Locale_SubScenario:event_lordforjustice_epilogue_48,False,,2,idle,,1,S_120,1.3,,,k,,12,think,,,
event_lordforjustice_epilogue_49,40078,event_lordforjustice_epilogue,Speech,k,Locale_SubScenario:event_lordforjustice_epilogue_49,True,,2,idle,,S_120,S_120,1.0,,,k,,12,think,,,
event_lordforjustice_epilogue_50,40078,event_lordforjustice_epilogue,Speech,k,Locale_SubScenario:event_lordforjustice_epilogue_50,True,,2,idle,,S_120,S_120,1.0,,,k,,12,think,,,
event_lordforjustice_epilogue_51,40078,event_lordforjustice_epilogue,Speech,k,Locale_SubScenario:event_lordforjustice_epilogue_51,True,,2,idle,,S_120,S_120,1.0,,,k,,12,think,,,
event_lordforjustice_epilogue_52,40078,event_lordforjustice_epilogue,Speech,k,Locale_SubScenario:event_lordforjustice_epilogue_52,True,,2,idle,,S_120,S_120,1.0,,,k,,12,think,,,
event_lordforjustice_epilogue_53,40078,event_lordforjustice_epilogue,Speech,d,Locale_SubScenario:event_lordforjustice_epilogue_53,False,,2,idle,,S_120,20,1.3,,,d,,12,think,,,
event_lordforjustice_epilogue_54,40078,event_lordforjustice_epilogue,Narration,d,Locale_SubScenario:event_lordforjustice_epilogue_54,False,,2,idle,,black,black,1.0,sfx_scn_naturalfootstep,,,,12,think,,,
event_lordforjustice_epilogue_55,40078,event_lordforjustice_epilogue,Narration,d,Locale_SubScenario:event_lordforjustice_epilogue_55,False,,2,idle,,black,black,1.0,,,,,12,idle,,,
event_lordforjustice_epilogue_56,40078,event_lordforjustice_epilogue,Narration,k,Locale_SubScenario:event_lordforjustice_epilogue_56,False,,2,idle,,black,black,1.0,sfx_scn_naturalfootstep,,,,12,idle,,,
event_lordforjustice_epilogue_57,40078,event_lordforjustice_epilogue,Narration,k,Locale_SubScenario:event_lordforjustice_epilogue_57,False,,2,idle,,black,black,1.0,,,,,12,idle,,,
event_lordforjustice_epilogue_58,40078,event_lordforjustice_epilogue,Speech,k,Locale_SubScenario:event_lordforjustice_epilogue_58,True,,2,idle,,1,1,1.0,,,k,,12,idle,,,
event_lordforjustice_epilogue_59,40078,event_lordforjustice_epilogue,Speech,d,Locale_SubScenario:event_lordforjustice_epilogue_59,True,,2,idle,,1,1,1.0,,,d,,12,idle,,,
event_lordforjustice_epilogue_60,40078,event_lordforjustice_epilogue,Speech,k,Locale_SubScenario:event_lordforjustice_epilogue_60,True,,2,idle,,1,1,1.0,,,k,,12,idle,,,
event_lordforjustice_epilogue_61,40078,event_lordforjustice_epilogue,Speech,d,Locale_SubScenario:event_lordforjustice_epilogue_61,True,,2,idle,,1,20,1.3,,none,d,,12,idle,,,
event_lordforjustice_epilogue_62,40078,event_lordforjustice_epilogue,Narration,d,Locale_SubScenario:event_lordforjustice_epilogue_62,False,,2,idle,GoodOffice,black,black,1.0,,,,,12,idle,d,k,black
event_lordforjustice_epilogue_63,40078,event_lordforjustice_epilogue,Narration,d,Locale_SubScenario:event_lordforjustice_epilogue_63,False,,,,,1,1,1.0,sfx_scn_phonering,,,,,,,,
event_lordforjustice_epilogue_64,40078,event_lordforjustice_epilogue,Narration,d,Locale_SubScenario:event_lordforjustice_epilogue_64,False,,,,,1,10,1.0,sfx_scn_phonepickup,,,,,,,,
event_lordforjustice_epilogue_65,40078,event_lordforjustice_epilogue,Speech,x,Locale_SubScenario:event_lordforjustice_epilogue_65,True,,,,,10,10,1.0,,,x,,,,,,
event_lordforjustice_epilogue_66,40078,event_lordforjustice_epilogue,Monologue,x,Locale_SubScenario:event_lordforjustice_epilogue_66,False,,,,,10,10,1.0,,bgm_story_empathize,,,,,,,
event_lordforjustice_epilogue_67,40078,event_lordforjustice_epilogue,Speech,x,Locale_SubScenario:event_lordforjustice_epilogue_67,True,,,,,10,10,1.0,,,x,,,,,,
event_lordforjustice_epilogue_68,40078,event_lordforjustice_epilogue,Speech,x,Locale_SubScenario:event_lordforjustice_epilogue_68,True,,,,,10,10,1.0,,,x,,,,,,
event_lordforjustice_epilogue_69,40078,event_lordforjustice_epilogue,Speech,x,Locale_SubScenario:event_lordforjustice_epilogue_69,False,,,,,10,10,1.0,,,x,,,,,,
event_lordforjustice_epilogue_70,40078,event_lordforjustice_epilogue,Speech,x,Locale_SubScenario:event_lordforjustice_epilogue_70,True,,,,,10,10,1.0,,,x,,,,,,
event_lordforjustice_epilogue_71,40078,event_lordforjustice_epilogue,Speech,x,Locale_SubScenario:event_lordforjustice_epilogue_71,True,,,,,10,10,1.0,,,x,,,,,,
event_lordforjustice_epilogue_72,40078,event_lordforjustice_epilogue,Speech,x,Locale_SubScenario:event_lordforjustice_epilogue_72,True,,,,,10,10,1.0,,,x,,,,,,
event_lordforjustice_epilogue_73,40078,event_lordforjustice_epilogue,Speech,x,Locale_SubScenario:event_lordforjustice_epilogue_73,False,,,,,10,10,1.0,,,x,,,,,,
event_lordforjustice_epilogue_74,40078,event_lordforjustice_epilogue,Speech,x,Locale_SubScenario:event_lordforjustice_epilogue_74,True,,,,,10,10,1.0,,,x,,,,,,
event_lordforjustice_epilogue_75,40078,event_lordforjustice_epilogue,Speech,x,Locale_SubScenario:event_lordforjustice_epilogue_75,True,,,,,10,10,1.0,,,x,,,,,,
event_lordforjustice_epilogue_76,40078,event_lordforjustice_epilogue,Speech,x,Locale_SubScenario:event_lordforjustice_epilogue_76,True,,,,,10,10,1.0,,,x,,,,,,
event_lordforjustice_epilogue_77,40078,event_lordforjustice_epilogue,Speech,x,Locale_SubScenario:event_lordforjustice_epilogue_77,True,,,,,10,10,1.0,,,x,,,,,,
event_lordforjustice_epilogue_78,40078,event_lordforjustice_epilogue,Speech,x,Locale_SubScenario:event_lordforjustice_epilogue_78,True,,,,,10,10,1.0,,,x,,,,,,
event_lordforjustice_epilogue_79,40078,event_lordforjustice_epilogue,Speech,x,Locale_SubScenario:event_lordforjustice_epilogue_79,True,,,,,10,10,1.0,,,x,,,,,,
event_lordforjustice_epilogue_80,40078,event_lordforjustice_epilogue,Speech,x,Locale_SubScenario:event_lordforjustice_epilogue_80,True,,,,,10,10,1.0,,,x,,,,,,
event_lordforjustice_epilogue_81,40078,event_lordforjustice_epilogue,Speech,x,Locale_SubScenario:event_lordforjustice_epilogue_81,True,,,,,10,10,1.0,,,x,,,,,,
event_lordforjustice_epilogue_82,40078,event_lordforjustice_epilogue,Speech,x,Locale_SubScenario:event_lordforjustice_epilogue_82,True,,,,,10,10,1.0,,,x,,,,,,
event_lordforjustice_epilogue_83,40078,event_lordforjustice_epilogue,Speech,x,Locale_SubScenario:event_lordforjustice_epilogue_83,True,,,,,10,10,1.0,,,x,,,,,,
event_lordforjustice_epilogue_84,40078,event_lordforjustice_epilogue,Narration,x,Locale_SubScenario:event_lordforjustice_epilogue_84,False,,,,,10,10,1.0,sfx_scn_phoneout,,,,,,,,
event_lordforjustice_epilogue_85,40078,event_lordforjustice_epilogue,Narration,x,Locale_SubScenario:event_lordforjustice_epilogue_85,False,,,,,10,1,1.3,sfx_scn_phoneputdown,,,,,,,,
event_lordforjustice_epilogue_86,40078,event_lordforjustice_epilogue,Speech,x,Locale_SubScenario:event_lordforjustice_epilogue_86,True,,,,,1,1,1.0,,,x,,,,,,
event_lordforjustice_epilogue_87,40078,event_lordforjustice_epilogue,Speech,x,Locale_SubScenario:event_lordforjustice_epilogue_87,True,,,,,1,1,1.0,,,x,,,,,,
event_lordforjustice_epilogue_88,40078,event_lordforjustice_epilogue,Monologue,x,Locale_SubScenario:event_lordforjustice_epilogue_88,False,,,,,1,1,1.0,,,,,,,,,
event_lordforjustice_epilogue_89,40078,event_lordforjustice_epilogue,Speech,x,Locale_SubScenario:event_lordforjustice_epilogue_89,True,,,,,1,1,1.0,,,x,,,,,,
event_lordforjustice_epilogue_90,40078,event_lordforjustice_epilogue,Speech,x,Locale_SubScenario:event_lordforjustice_epilogue_90,True,,,,,black,black,1.0,,,x,,,,,,
event_lordforjustice_epilogue_91,40078,event_lordforjustice_epilogue,Narration,x,Locale_SubScenario:event_lordforjustice_epilogue_91,False,,,,,black,black,1.0,,,,,,,,,
