id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,highlight,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_camera_shake,set_filter_01,characters/1/hide_char_id,fade
snowfall_episode_ludmilla_06_29,80903,snowfall_episode_ludmilla_06,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_06_34,True,,3,think,,30,30,1.0,,,ludmilla_w,,,,,,,
snowfall_episode_ludmilla_06_30,80903,snowfall_episode_ludmilla_06,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_06_35,True,,3,think,,30,30,1.0,,,ludmilla_w,,,,,,,
snowfall_episode_ludmilla_06_31,80903,snowfall_episode_ludmilla_06,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_06_36,False,,3,think,,30,30,1.0,,,,,,,,,,
snowfall_episode_ludmilla_06_32,80903,snowfall_episode_ludmilla_06,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_06_37,False,,3,think,,30,30,1.0,,,,,,,,,,
snowfall_episode_ludmilla_06_33,80903,snowfall_episode_ludmilla_06,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_06_38,False,,3,think,,30,30,1.0,,,,,,,,,,
snowfall_episode_ludmilla_06_34,80903,snowfall_episode_ludmilla_06,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_06_39,True,,3,think,,30,3,1.0,,,ludmilla_w,,,,,,,
snowfall_episode_ludmilla_06_35,80903,snowfall_episode_ludmilla_06,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_06_40,True,,3,think,,3,3,1.0,,,ludmilla_w,,,,,,,
snowfall_episode_ludmilla_06_36,80903,snowfall_episode_ludmilla_06,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_06_41,False,,3,think,,3,3,1.0,,,,,,,,,,
snowfall_episode_ludmilla_06_37,80903,snowfall_episode_ludmilla_06,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_06_42,False,,3,think,,3,3,1.0,,,,,,,,,,
snowfall_episode_ludmilla_06_38,80903,snowfall_episode_ludmilla_06,Speech,lumi_01,Locale_SubScenario:snowfall_episode_ludmilla_06_43,True,,3,surprise,,1,10,1.0,,,lumi_01,lumi_01,1,idle,,,,
snowfall_episode_ludmilla_06_39,80903,snowfall_episode_ludmilla_06,Speech,lumi_01,Locale_SubScenario:snowfall_episode_ludmilla_06_44,True,,3,surprise,,10,10,1.0,,,lumi_01,,1,idle,,,,
snowfall_episode_ludmilla_06_40,80903,snowfall_episode_ludmilla_06,Speech,lumi_01,Locale_SubScenario:snowfall_episode_ludmilla_06_45,True,,3,surprise,,10,10,1.0,,,lumi_01,,1,idle,,,,
snowfall_episode_ludmilla_06_41,80903,snowfall_episode_ludmilla_06,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_06_46,False,,3,sad,,10,10,1.0,,,,,1,idle,,,,
snowfall_episode_ludmilla_06_42,80903,snowfall_episode_ludmilla_06,Speech,lumi_01,Locale_SubScenario:snowfall_episode_ludmilla_06_47,True,,3,sad,,10,10,1.0,,,lumi_01,,1,idle,,,,
snowfall_episode_ludmilla_06_43,80903,snowfall_episode_ludmilla_06,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_06_48,False,,3,sad,,10,10,1.0,,,,,1,idle,,,,
snowfall_episode_ludmilla_06_44,80903,snowfall_episode_ludmilla_06,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_06_49,False,,3,sad,,10,10,1.0,,,,,1,idle,,,,
snowfall_episode_ludmilla_06_45,80903,snowfall_episode_ludmilla_06,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_06_50,False,,3,sad,,10,10,1.0,,,,,1,idle,,,,
snowfall_episode_ludmilla_06_46,80903,snowfall_episode_ludmilla_06,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_06_51,False,,3,sad,,30,30,1.0,,,,,1,idle,,,,
snowfall_episode_ludmilla_06_47,80903,snowfall_episode_ludmilla_06,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_06_52,False,,3,sad,,30,2,1.0,,,,,1,idle,,,,
snowfall_episode_ludmilla_06_48,80903,snowfall_episode_ludmilla_06,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_06_53,True,,3,think,,2,2,1.0,,,ludmilla_w,,1,idle,,,,
snowfall_episode_ludmilla_06_49,80903,snowfall_episode_ludmilla_06,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_06_54,True,,3,think,,2,2,1.0,,,ludmilla_w,,1,idle,,,,
snowfall_episode_ludmilla_06_50,80903,snowfall_episode_ludmilla_06,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_06_55,False,,3,think,,2,2,1.0,,,,,1,idle,,,,
snowfall_episode_ludmilla_06_51,80903,snowfall_episode_ludmilla_06,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_06_56,True,,3,think,,2,2,1.0,,,ludmilla_w,,1,idle,,,,
snowfall_episode_ludmilla_06_52,80903,snowfall_episode_ludmilla_06,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_06_57,True,,3,think,,2,2,1.0,,,ludmilla_w,,1,idle,,,,
snowfall_episode_ludmilla_06_53,80903,snowfall_episode_ludmilla_06,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_06_58,False,,3,think,,2,2,1.0,,none,,,1,idle,,,,
snowfall_episode_ludmilla_06_54,80903,snowfall_episode_ludmilla_06,Speech,lumi_01,Locale_SubScenario:snowfall_episode_ludmilla_06_59,True,,3,surprise,,1,10,0.5,,bgm_story_crawlinganxiety,lumi_01,,1,idle,Low_2,Red,,
snowfall_episode_ludmilla_06_55,80903,snowfall_episode_ludmilla_06,Speech,lumi_01,Locale_SubScenario:snowfall_episode_ludmilla_06_60,True,,3,surprise,,10,10,1.0,,,lumi_01,,1,idle,Low_2,Red,,
snowfall_episode_ludmilla_06_56,80903,snowfall_episode_ludmilla_06,Speech,lumi_01,Locale_SubScenario:snowfall_episode_ludmilla_06_61,True,,3,surprise,,10,100,0.7,,,lumi_01,,1,idle,Low_2,Red,,
snowfall_episode_ludmilla_06_57,80903,snowfall_episode_ludmilla_06,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_06_62,False,,3,sad,,100,100,1.0,,,,,1,idle,,,,
snowfall_episode_ludmilla_06_58,80903,snowfall_episode_ludmilla_06,Speech,lumi_01,Locale_SubScenario:snowfall_episode_ludmilla_06_63,True,,3,sad,,100,10,1.0,,,lumi_01,,1,idle,,,,
snowfall_episode_ludmilla_06_59,80903,snowfall_episode_ludmilla_06,Speech,lumi_01,Locale_SubScenario:snowfall_episode_ludmilla_06_64,True,,3,sad,,10,10,1.0,,,lumi_01,,1,idle,,,,
snowfall_episode_ludmilla_06_60,80903,snowfall_episode_ludmilla_06,Speech,lumi_01,Locale_SubScenario:snowfall_episode_ludmilla_06_65,True,,3,sad,,10,1,1.0,,,lumi_01,,1,idle,,,,
snowfall_episode_ludmilla_06_61,80903,snowfall_episode_ludmilla_06,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_06_66,False,,3,sad,,1,1,1.0,,,,,1,idle,,,,
snowfall_episode_ludmilla_06_62,80903,snowfall_episode_ludmilla_06,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_06_67,False,,3,sad,,1,1,1.0,,,,,1,idle,,,,
snowfall_episode_ludmilla_06_63,80903,snowfall_episode_ludmilla_06,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_06_68,False,,3,sad,,black,black,1.0,,,,,1,idle,,,,
snowfall_episode_ludmilla_06_64,80903,snowfall_episode_ludmilla_06,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_06_69,False,,3,think,,2,2,1.0,,,,,1,idle,,,,
snowfall_episode_ludmilla_06_65,80903,snowfall_episode_ludmilla_06,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_06_70,False,,3,think,,2,2,1.0,,,,,1,idle,,,,
snowfall_episode_ludmilla_06_66,80903,snowfall_episode_ludmilla_06,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_06_71,False,,3,think,,2,2,1.0,,,,,1,idle,,,,
snowfall_episode_ludmilla_06_67,80903,snowfall_episode_ludmilla_06,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_06_72,False,,3,think,,2,2,1.0,,,,,1,idle,,,,
snowfall_episode_ludmilla_06_68,80903,snowfall_episode_ludmilla_06,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_06_73,False,,3,think,,2,2,1.0,,,,,1,idle,,,,
snowfall_episode_ludmilla_06_69,80903,snowfall_episode_ludmilla_06,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_06_74,False,,3,think,,2,2,1.0,,bgm_story_fairytalesend_if,,,1,idle,,,,
snowfall_episode_ludmilla_06_70,80903,snowfall_episode_ludmilla_06,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_06_75,True,,3,think,,2,30,1.0,,,ludmilla_w,,1,idle,,,,
snowfall_episode_ludmilla_06_71,80903,snowfall_episode_ludmilla_06,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_06_76,False,,3,surprise,,30,30,1.0,,,ludmilla_w,,1,idle,,,,
snowfall_episode_ludmilla_06_72,80903,snowfall_episode_ludmilla_06,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_06_77,True,,3,think,,30,30,1.0,,,ludmilla_w,,1,idle,,,,
snowfall_episode_ludmilla_06_73,80903,snowfall_episode_ludmilla_06,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_06_78,True,,3,think,,30,30,1.0,,,ludmilla_w,,1,idle,,,,
snowfall_episode_ludmilla_06_74,80903,snowfall_episode_ludmilla_06,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_06_79,False,,3,think,,30,2,1.0,,,,,1,idle,,,,
snowfall_episode_ludmilla_06_75,80903,snowfall_episode_ludmilla_06,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_06_80,True,,3,idle,,2,2,1.0,,,ludmilla_w,,1,idle,,,,
snowfall_episode_ludmilla_06_76,80903,snowfall_episode_ludmilla_06,Speech,lumi_01,Locale_SubScenario:snowfall_episode_ludmilla_06_81,True,,3,idle,,2,2,1.0,,,lumi_01,,1,idle,,,,
snowfall_episode_ludmilla_06_77,80903,snowfall_episode_ludmilla_06,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_06_82,True,,3,idle,,2,2,1.0,,,ludmilla_w,,1,idle,,,,
snowfall_episode_ludmilla_06_78,80903,snowfall_episode_ludmilla_06,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_06_83,True,,3,idle,,2,2,1.0,,,ludmilla_w,,1,idle,,,,
snowfall_episode_ludmilla_06_79,80903,snowfall_episode_ludmilla_06,Speech,lumi_01,Locale_SubScenario:snowfall_episode_ludmilla_06_84,True,,3,idle,,2,2,1.0,,,lumi_01,,1,idle,,,,
snowfall_episode_ludmilla_06_80,80903,snowfall_episode_ludmilla_06,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_06_85,True,,3,idle,,2,2,1.0,,,ludmilla_w,,1,idle,,,,
snowfall_episode_ludmilla_06_81,80903,snowfall_episode_ludmilla_06,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_06_86,True,,3,idle,,2,30,1.0,,,ludmilla_w,,1,idle,,,,
snowfall_episode_ludmilla_06_82,80903,snowfall_episode_ludmilla_06,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_06_87,True,,3,idle,,30,30,1.0,,,ludmilla_w,,1,idle,,,,
snowfall_episode_ludmilla_06_83,80903,snowfall_episode_ludmilla_06,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_06_88,True,,3,idle,,30,30,1.0,,,ludmilla_w,,1,idle,,,,
snowfall_episode_ludmilla_06_84,80903,snowfall_episode_ludmilla_06,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_06_89,True,,3,idle,,30,30,1.0,,,ludmilla_w,,1,idle,,,,
snowfall_episode_ludmilla_06_85,80903,snowfall_episode_ludmilla_06,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_06_90,True,,3,idle,,30,30,1.0,,,ludmilla_w,,1,idle,,,,
snowfall_episode_ludmilla_06_86,80903,snowfall_episode_ludmilla_06,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_06_91,True,,3,idle,,30,30,1.0,,,ludmilla_w,,1,idle,,,,
snowfall_episode_ludmilla_06_87,80903,snowfall_episode_ludmilla_06,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_06_92,True,,3,idle,,30,30,1.0,,,ludmilla_w,,1,idle,,,,
snowfall_episode_ludmilla_06_88,80903,snowfall_episode_ludmilla_06,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_06_93,True,,3,idle,,30,30,1.0,,,ludmilla_w,,1,idle,,,,
snowfall_episode_ludmilla_06_89,80903,snowfall_episode_ludmilla_06,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_06_94,True,,3,idle,,30,30,1.0,,,ludmilla_w,,1,idle,,,,
snowfall_episode_ludmilla_06_90,80903,snowfall_episode_ludmilla_06,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_06_95,True,,3,idle,,30,30,1.0,,,ludmilla_w,,1,idle,,,,
snowfall_episode_ludmilla_06_91,80903,snowfall_episode_ludmilla_06,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_06_96,True,,3,idle,,30,30,1.0,,,ludmilla_w,,1,idle,,,,
snowfall_episode_ludmilla_06_92,80903,snowfall_episode_ludmilla_06,Speech,lumi_01,Locale_SubScenario:snowfall_episode_ludmilla_06_97,True,,3,idle,,10,10,1.0,,none,lumi_01,,1,idle,,,,
snowfall_episode_ludmilla_06_93,80903,snowfall_episode_ludmilla_06,Speech,lumi_01,Locale_SubScenario:snowfall_episode_ludmilla_06_98,True,,3,idle,,10,10,1.0,,,lumi_01,,1,idle,,,,
snowfall_episode_ludmilla_06_94,80903,snowfall_episode_ludmilla_06,Speech,lumi_01,Locale_SubScenario:snowfall_episode_ludmilla_06_99,True,,3,idle,,10,10,1.0,,,lumi_01,,1,idle,,,,
snowfall_episode_ludmilla_06_95,80903,snowfall_episode_ludmilla_06,Speech,lumi_01,Locale_SubScenario:snowfall_episode_ludmilla_06_100,True,,3,idle,,10,10,1.0,,,lumi_01,,1,idle,,,,
snowfall_episode_ludmilla_06_96,80903,snowfall_episode_ludmilla_06,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_06_101,False,,3,idle,,10,2,1.0,,,ludmilla_w,,1,idle,,,,
snowfall_episode_ludmilla_06_97,80903,snowfall_episode_ludmilla_06,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_06_102,False,,3,idle,,2,2,1.0,,,,,1,idle,,,,
snowfall_episode_ludmilla_06_98,80903,snowfall_episode_ludmilla_06,Speech,lumi_01,Locale_SubScenario:snowfall_episode_ludmilla_06_103,True,,3,idle,,2,2,1.0,,event_bgm_neverland_snowflakes_night,lumi_01,,1,idle,,,,
snowfall_episode_ludmilla_06_99,80903,snowfall_episode_ludmilla_06,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_06_104,False,,3,idle,,black,black,1.0,,,,,1,idle,,,,
snowfall_episode_ludmilla_06_100,80903,snowfall_episode_ludmilla_06,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_06_105,False,,3,idle,,black,black,1.0,,,,,1,idle,,,,
snowfall_episode_ludmilla_06_101,80903,snowfall_episode_ludmilla_06,Speech,lumi_01,Locale_SubScenario:snowfall_episode_ludmilla_06_106,True,,3,idle,,2,2,1.0,,,lumi_01,,1,idle,,,,
snowfall_episode_ludmilla_06_102,80903,snowfall_episode_ludmilla_06,Speech,lumi_01,Locale_SubScenario:snowfall_episode_ludmilla_06_107,True,,3,idle,,2,2,1.0,,,lumi_01,,1,idle,,,,
snowfall_episode_ludmilla_06_103,80903,snowfall_episode_ludmilla_06,Speech,lumi_01,Locale_SubScenario:snowfall_episode_ludmilla_06_108,True,,3,idle,,2,2,1.0,,,lumi_01,,1,idle,,,,
snowfall_episode_ludmilla_06_104,80903,snowfall_episode_ludmilla_06,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_06_109,True,,3,idle,,2,2,1.0,,,ludmilla_w,,1,idle,,,,
snowfall_episode_ludmilla_06_105,80903,snowfall_episode_ludmilla_06,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_06_110,False,,3,idle,,2,2,1.0,,,,,1,idle,,,,
snowfall_episode_ludmilla_06_106,80903,snowfall_episode_ludmilla_06,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_06_111,False,,3,idle,,2,2,1.0,,,,,1,idle,,,,
snowfall_episode_ludmilla_06_107,80903,snowfall_episode_ludmilla_06,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_06_112,False,,3,idle,,2,2,1.0,,,,,1,idle,,,,
snowfall_episode_ludmilla_06_108,80903,snowfall_episode_ludmilla_06,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_06_113,False,,3,idle,,2,2,1.0,,,,,1,idle,,,,
snowfall_episode_ludmilla_06_109,80903,snowfall_episode_ludmilla_06,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_06_114,False,,3,idle,,2,2,1.0,,,,,1,idle,,,,
snowfall_episode_ludmilla_06_110,80903,snowfall_episode_ludmilla_06,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_06_115,False,,3,idle,,2,2,1.0,,,,,1,idle,,,,
snowfall_episode_ludmilla_06_111,80903,snowfall_episode_ludmilla_06,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_06_116,False,,3,idle,,2,2,1.0,,,,,1,idle,,,,
snowfall_episode_ludmilla_06_112,80903,snowfall_episode_ludmilla_06,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_06_117,False,,3,idle,,black,black,1.0,,,,,1,idle,,,lumi_01,
snowfall_episode_ludmilla_06_113,80903,snowfall_episode_ludmilla_06,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_06_118,False,,3,smile,,30,30,1.0,,,,,,,,,,black
snowfall_episode_ludmilla_06_114,80903,snowfall_episode_ludmilla_06,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_06_119,False,,3,smile,,30,30,1.0,,,,,,,,,,
snowfall_episode_ludmilla_06_115,80903,snowfall_episode_ludmilla_06,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_06_120,False,,3,smile,,30,30,1.0,,,,,,,,,,
snowfall_episode_ludmilla_06_116,80903,snowfall_episode_ludmilla_06,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_06_121,True,,3,idle,,30,30,1.0,,,ludmilla_w,,,,,,,
snowfall_episode_ludmilla_06_117,80903,snowfall_episode_ludmilla_06,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_06_122,True,,3,idle,,30,30,1.0,,,ludmilla_w,,,,,,,
snowfall_episode_ludmilla_06_118,80903,snowfall_episode_ludmilla_06,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_06_123,True,,3,idle,,30,30,1.0,,,ludmilla_w,,,,,,,
snowfall_episode_ludmilla_06_119,80903,snowfall_episode_ludmilla_06,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_06_124,False,,3,idle,,30,30,1.0,,,,,,,,,,
snowfall_episode_ludmilla_06_120,80903,snowfall_episode_ludmilla_06,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_06_125,True,,3,idle,,30,30,1.0,,,ludmilla_w,,,,,,,
snowfall_episode_ludmilla_06_121,80903,snowfall_episode_ludmilla_06,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_06_126,True,,3,idle,,30,30,1.0,,,ludmilla_w,,,,,,,
snowfall_episode_ludmilla_06_122,80903,snowfall_episode_ludmilla_06,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_06_127,True,,3,idle,,30,30,1.0,,,ludmilla_w,,,,,,,
snowfall_episode_ludmilla_06_123,80903,snowfall_episode_ludmilla_06,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_06_128,True,,3,idle,,30,30,1.0,,,ludmilla_w,,,,,,,
snowfall_episode_ludmilla_06_124,80903,snowfall_episode_ludmilla_06,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_06_129,False,,3,idle,,30,30,1.0,,,,,,,,,,
snowfall_episode_ludmilla_06_125,80903,snowfall_episode_ludmilla_06,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_06_130,False,,3,idle,,30,30,1.0,,,,,,,,,,
