id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id
event_ltk_05_s_55,40012,event_ltk_05_s,Speech,d,Locale_SubScenario:event_ltk_05_s_55,True,,12,12,1.0,,,d,,1,idle,,,,13,delight,,,,,
event_ltk_05_s_56,40012,event_ltk_05_s,Speech,k,Locale_SubScenario:event_ltk_05_s_56,True,,12,12,1.0,,,k,,1,idle,,,,13,think,,,,,
event_ltk_05_s_57,40012,event_ltk_05_s,Speech,k,Locale_SubScenario:event_ltk_05_s_57,True,,12,12,1.0,,,k,,1,idle,,,,13,think,,,,,
event_ltk_05_s_58,40012,event_ltk_05_s,Speech,k,Locale_SubScenario:event_ltk_05_s_58,True,,12,12,1.0,,,k,,1,idle,,,,13,idle,,,,,
event_ltk_05_s_59,40012,event_ltk_05_s,Speech,k,Locale_SubScenario:event_ltk_05_s_59,True,,12,12,1.0,,,k,,1,idle,,,,13,idle,,,,,
event_ltk_05_s_60,40012,event_ltk_05_s,Speech,k,Locale_SubScenario:event_ltk_05_s_60,True,,12,12,1.0,,,k,,1,idle,,,,13,idle,,,,,
event_ltk_05_s_61,40012,event_ltk_05_s,Speech,k,Locale_SubScenario:event_ltk_05_s_61,True,,12,12,1.0,,,k,,1,idle,,,,13,idle,,,,,
event_ltk_05_s_62,40012,event_ltk_05_s,Speech,k,Locale_SubScenario:event_ltk_05_s_62,True,,12,S_130,1.0,,,k,,1,idle,,,,13,good,,,,,
event_ltk_05_s_63,40012,event_ltk_05_s,Speech,k,Locale_SubScenario:event_ltk_05_s_63,True,,S_130,S_130,1.0,,,k,,1,idle,,,,13,good,,,,,
event_ltk_05_s_64,40012,event_ltk_05_s,Speech,k,Locale_SubScenario:event_ltk_05_s_64,True,,S_130,S_130,1.0,,,k,,1,idle,,,,13,delight,,,,,
