id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/7/hide_char_id
event_ce004_3_04_e_19,40057,event_ce004_3_04_e,Speech,ce004_04,Locale_SubScenario:event_ce004_3_04_e_19,True,,2,2,1.0,,ce004_04,,,,,,,,,,,,,,,3,idle,,1,angry,,,13,idle,,,15,idle,,,17,idle,
event_ce004_3_04_e_20,40057,event_ce004_3_04_e,Speech,ce004_04,Locale_SubScenario:event_ce004_3_04_e_20,True,,2,2,1.0,,ce004_04,,,,,,,,,,,,,,,3,idle,,1,angry,,,13,idle,,,15,idle,,,17,idle,
event_ce004_3_04_e_21,40057,event_ce004_3_04_e,Self,ce004_04,Locale_SubScenario:event_ce004_3_04_e_21,False,,2,2,1.0,,,,laplace,6,idle,,,,,,,,,,,3,idle,,1,angry,,,13,idle,,,15,idle,,,17,idle,
event_ce004_3_04_e_22,40057,event_ce004_3_04_e,Speech,laplace,Locale_SubScenario:event_ce004_3_04_e_22,True,,S_60,S_60,1.0,,laplace,,,6,idle,,,,,,,,,,,3,idle,,1,angry,,,13,idle,,,15,idle,,,17,idle,
event_ce004_3_04_e_23,40057,event_ce004_3_04_e,Monologue,laplace,Locale_SubScenario:event_ce004_3_04_e_23,False,,black,black,1.0,,,,eunhwa,6,idle,laplace,,,,,,,,,,3,idle,,1,angry,ce004_01,,13,idle,diesel,,15,idle,brid,,17,idle,soline
event_ce004_3_04_e_24,40057,event_ce004_3_04_e,Speech,eunhwa,Locale_SubScenario:event_ce004_3_04_e_24,True,,60,60,1.0,,eunhwa,,,6,idle,,,,,,,,,,,1,idle,,,,,,,,,,,,,,,,
event_ce004_3_04_e_25,40057,event_ce004_3_04_e,Monologue,eunhwa,Locale_SubScenario:event_ce004_3_04_e_25,False,,black,black,1.0,,,,frima,6,idle,eunhwa,,,,,marciana,16,idle,,,1,idle,,,,,,,,,,,,,,,,
event_ce004_3_04_e_26,40057,event_ce004_3_04_e,Speech,frima,Locale_SubScenario:event_ce004_3_04_e_26,True,,60,60,1.0,,frima,,,6,idle,,,,,,,16,idle,,,1,idle,,,,,,,,,,,,,,,,
event_ce004_3_04_e_27,40057,event_ce004_3_04_e,Monologue,frima,Locale_SubScenario:event_ce004_3_04_e_27,False,,black,black,1.0,,,,,6,idle,frima,,,,,,16,idle,marciana,,1,idle,rapi,13,idle,,anis,15,idle,,neon,17,delight,,,,,
event_ce004_3_04_e_28,40057,event_ce004_3_04_e,Speech,neon,Locale_SubScenario:event_ce004_3_04_e_28,True,,S_170,S_170,1.0,,neon,,,,,,,,,,,,,,,1,idle,,13,idle,,,15,idle,,,17,delight,,,,,
event_ce004_3_04_e_29,40057,event_ce004_3_04_e,Speech,anis,Locale_SubScenario:event_ce004_3_04_e_29,True,,S_170,150,1.0,,anis,,,,,,,,,,,,,,,1,idle,,13,idle,,,15,idle,,,17,delight,,,,,
event_ce004_3_04_e_30,40057,event_ce004_3_04_e,Speech,rapi,Locale_SubScenario:event_ce004_3_04_e_30,True,,150,130,1.0,,rapi,,,,,,,,,,,,,,,1,idle,,13,idle,,,15,idle,,,17,delight,,,,,
event_ce004_3_04_e_31,40057,event_ce004_3_04_e,Monologue,rapi,Locale_SubScenario:event_ce004_3_04_e_31,False,,black,black,1.0,,,,,,,,,,,,,,,,,1,idle,,13,idle,,,15,idle,,,17,delight,,,,,
event_ce004_3_04_e_32,40057,event_ce004_3_04_e,Self,anis,Locale_SubScenario:event_ce004_3_04_e_32,False,,16,16,1.0,,,,,,,,,,,,,,,,,1,idle,,13,idle,,,15,idle,,,17,delight,,,,,
event_ce004_3_04_e_33,40057,event_ce004_3_04_e,Speech,anis,Locale_SubScenario:event_ce004_3_04_e_33,True,,16,16,1.0,,anis,,,,,,,,,,,,,,,1,idle,,13,idle,,,15,delight,,,17,idle,,,,,
event_ce004_3_04_e_34,40057,event_ce004_3_04_e,Speech,anis,Locale_SubScenario:event_ce004_3_04_e_34,True,,16,16,1.0,,anis,,,,,,,,,,,,,,,1,idle,,13,idle,,,15,delight,,,17,idle,,,,,
event_ce004_3_04_e_35,40057,event_ce004_3_04_e,Speech,neon,Locale_SubScenario:event_ce004_3_04_e_35,True,,16,16,1.0,,neon,,,,,,,,,,,,,,,1,idle,,13,idle,,,15,delight,,,17,idle,,,,,
event_ce004_3_04_e_36,40057,event_ce004_3_04_e,Speech,rapi,Locale_SubScenario:event_ce004_3_04_e_36,True,,16,14,1.0,,rapi,,,,,,,,,,,,,,,1,idle,,13,idle,,,15,delight,,,17,idle,,,,,
event_ce004_3_04_e_37,40057,event_ce004_3_04_e,Speech,rapi,Locale_SubScenario:event_ce004_3_04_e_37,True,,14,14,1.0,,rapi,,,,,,,,,,,,,,,1,idle,,13,idle,,,15,delight,,,17,idle,,,,,
event_ce004_3_04_e_38,40057,event_ce004_3_04_e,Self,rapi,Locale_SubScenario:event_ce004_3_04_e_38,False,,14,14,1.0,,,,,,,,,,,,,,,,,1,idle,,13,idle,,,15,delight,,,17,idle,,,,,
event_ce004_3_04_e_39,40057,event_ce004_3_04_e,Speech,ce004_04,Locale_SubScenario:event_ce004_3_04_e_39,True,,14,10,1.0,,ce004_04,,,,,,,,,,,,,,,1,idle,,13,idle,,,15,delight,,,17,idle,,,,,
event_ce004_3_04_e_40,40057,event_ce004_3_04_e,Speech,ce004_04,Locale_SubScenario:event_ce004_3_04_e_40,True,,10,10,1.0,,ce004_04,,,,,,,,,,,,,,,1,idle,,13,idle,,,15,delight,,,17,idle,,,,,
event_ce004_3_04_e_41,40057,event_ce004_3_04_e,Speech,ce004_04,Locale_SubScenario:event_ce004_3_04_e_41,True,,10,100,1.0,,ce004_04,,,,,,,,,,,,,,,1,think,,13,idle,,,15,delight,,,17,idle,,,,,
event_ce004_3_04_e_42,40057,event_ce004_3_04_e,Speech,ce004_04,Locale_SubScenario:event_ce004_3_04_e_42,True,,100,100,1.0,,ce004_04,,,,,,,,,,,,,,,1,think,,13,idle,,,15,delight,,,17,idle,,,,,
event_ce004_3_04_e_43,40057,event_ce004_3_04_e,Monologue,ce004_04,Locale_SubScenario:event_ce004_3_04_e_43,False,,black,black,1.0,,,,ein,7,idle,,zwei,5,angry,,rei,3,angry,,,1,think,ce004_01,13,idle,rapi,ce004_02,15,delight,anis,ce004_03,17,idle,neon,,,,
event_ce004_3_04_e_44,40057,event_ce004_3_04_e,Monologue,ce004_04,Locale_SubScenario:event_ce004_3_04_e_44,False,,6,4,1.5,,,,,7,idle,,,5,angry,,,3,angry,,,1,think,,13,go,,,15,angry,,,17,angry,,,,,
event_ce004_3_04_e_45,40057,event_ce004_3_04_e,Monologue,ce004_04,Locale_SubScenario:event_ce004_3_04_e_45,False,,4,16,2.5,,,,,7,idle,,,5,angry,,,3,angry,,,1,think,,13,go,,,15,angry,,,17,angry,,,,,
event_ce004_3_04_e_46,40057,event_ce004_3_04_e,Choice,ce004_04,Locale_SubScenario:event_ce004_3_04_e_46,False,,16,16,1.0,,,event_ce004_3_04_e_49,,7,idle,,,5,angry,,,3,angry,,,1,think,,13,go,,,15,angry,,,17,angry,,,,,
event_ce004_3_04_e_47,40057,event_ce004_3_04_e,Choice,ce004_04,Locale_SubScenario:event_ce004_3_04_e_47,False,,16,16,1.0,,,event_ce004_3_04_e_49,,7,idle,,,5,angry,,,3,angry,,,1,think,,13,go,,,15,angry,,,17,angry,,,,,
event_ce004_3_04_e_48,40057,event_ce004_3_04_e,Choice,ce004_04,Locale_SubScenario:event_ce004_3_04_e_48,False,,16,16,1.0,,,event_ce004_3_04_e_49,,7,idle,,,5,angry,,,3,angry,,,1,think,,13,go,,,15,angry,,,17,angry,,,,,
event_ce004_3_04_e_49,40057,event_ce004_3_04_e,Self,ce004_04,Locale_SubScenario:event_ce004_3_04_e_49,False,,black,black,1.0,,,,,7,idle,,,5,angry,,,3,angry,,,1,think,,13,go,,,15,angry,,,17,angry,,,,,
event_ce004_3_04_e_50,40057,event_ce004_3_04_e,Speech,ce004_02,Locale_SubScenario:event_ce004_3_04_e_50,True,,14,14,1.0,,ce004_02,,,7,idle,,,5,angry,,,3,idle,,,1,idle,,13,go,,,15,angry,,,17,delight,,,,,
event_ce004_3_04_e_51,40057,event_ce004_3_04_e,Speech,ce004_01,Locale_SubScenario:event_ce004_3_04_e_51,True,,14,14,1.0,,ce004_01,,,7,idle,,,5,angry,,,3,idle,,,1,idle,,13,go,,,15,angry,,,17,delight,,,,,
event_ce004_3_04_e_52,40057,event_ce004_3_04_e,Speech,ce004_03,Locale_SubScenario:event_ce004_3_04_e_52,True,,14,16,1.0,,ce004_03,,,7,idle,,,5,angry,,,3,idle,,,1,idle,,13,go,,,15,angry,,,17,delight,,,,,
event_ce004_3_04_e_53,40057,event_ce004_3_04_e,Speech,ce004_04,Locale_SubScenario:event_ce004_3_04_e_53,True,,16,10,1.0,,ce004_04,,,7,idle,,,5,angry,,,3,idle,,,1,idle,,13,go,,,15,angry,,,17,delight,,,,,
event_ce004_3_04_e_54,40057,event_ce004_3_04_e,Speech,rei,Locale_SubScenario:event_ce004_3_04_e_54,True,,10,XS_30,1.0,,rei,,,7,shy,,,5,angry,,,3,idle,,,1,idle,,13,go,ce004_01,,15,angry,ce004_02,,17,delight,ce004_03,marciana,16,delight,
event_ce004_3_04_e_55,40057,event_ce004_3_04_e,Speech,zwei,Locale_SubScenario:event_ce004_3_04_e_55,True,,XS_30,6,1.0,,zwei,,,7,shy,,,5,good,,,3,idle,,,1,idle,,,,,,,,,,,,,,16,delight,
event_ce004_3_04_e_56,40057,event_ce004_3_04_e,Speech,ein,Locale_SubScenario:event_ce004_3_04_e_56,True,,6,6,1.0,,ein,,,7,shy,,,5,good,,,3,idle,,,1,idle,,,,,,,,,,,,,,16,delight,
event_ce004_3_04_e_57,40057,event_ce004_3_04_e,Speech,marciana,Locale_SubScenario:event_ce004_3_04_e_57,True,,160,160,1.0,,marciana,,,7,shy,,,5,good,,,3,idle,,,1,idle,,,,,,,,,,,,,,16,delight,
event_ce004_3_04_e_58,40057,event_ce004_3_04_e,Self,marciana,Locale_SubScenario:event_ce004_3_04_e_58,False,,160,160,1.0,,,,,7,shy,,,5,good,,,3,idle,,,1,idle,,,,,,,,,,,,,,16,delight,
