id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
event_ce003_2_intermission_01_11,40042,event_ce003_2_intermission_01,Speech,Locale_SubScenario:event_ce003_2_intermission_01_11,True,,113,113,1.0,,ce_003_01,ce_003_01,,,1,idle,,13,smile,
event_ce003_2_intermission_01_12,40042,event_ce003_2_intermission_01,Speech,Locale_SubScenario:event_ce003_2_intermission_01_12,True,,113,113,1.0,,ce_003_03,ce_003_03,,,1,smile,,13,smile,
event_ce003_2_intermission_01_13,40042,event_ce003_2_intermission_01,Self,Locale_SubScenario:event_ce003_2_intermission_01_13,False,,113,113,1.0,,ce_003_03,,,,1,smile,,13,smile,
event_ce003_2_intermission_01_14,40042,event_ce003_2_intermission_01,Speech,Locale_SubScenario:event_ce003_2_intermission_01_14,True,,113,10,1.0,,ce_003_03,ce_003_03,,,1,smile,,13,idle,
event_ce003_2_intermission_01_15,40042,event_ce003_2_intermission_01,Speech,Locale_SubScenario:event_ce003_2_intermission_01_15,True,,10,10,1.0,,ce_003_03,ce_003_03,,,1,idle,,13,idle,
event_ce003_2_intermission_01_16,40042,event_ce003_2_intermission_01,Speech,Locale_SubScenario:event_ce003_2_intermission_01_16,True,,10,10,1.0,,ce_003_03,ce_003_03,,,1,idle,,13,idle,
event_ce003_2_intermission_01_17,40042,event_ce003_2_intermission_01,Self,Locale_SubScenario:event_ce003_2_intermission_01_17,False,,10,10,1.0,,ce_003_03,,,,1,idle,,13,idle,
event_ce003_2_intermission_01_18,40042,event_ce003_2_intermission_01,Speech,Locale_SubScenario:event_ce003_2_intermission_01_18,True,,10,10,1.0,,ce_003_03,ce_003_03,,,1,special,,13,idle,
event_ce003_2_intermission_01_19,40042,event_ce003_2_intermission_01,Narration,Locale_SubScenario:event_ce003_2_intermission_01_19,False,BuildingLobby,10,100,1.0,none,ce_003_03,,black,,1,idle,,13,idle,ce_003_01
event_ce003_2_intermission_01_20,40042,event_ce003_2_intermission_01,Speech,Locale_SubScenario:event_ce003_2_intermission_01_20,True,,100,100,1.0,,ce_003_03,ce_003_03,,,1,idle,,,,
event_ce003_2_intermission_01_21,40042,event_ce003_2_intermission_01,Speech,Locale_SubScenario:event_ce003_2_intermission_01_21,True,,100,100,1.0,,ce_003_03,ce_003_03,,,1,idle,,,,
event_ce003_2_intermission_01_22,40042,event_ce003_2_intermission_01,Speech,Locale_SubScenario:event_ce003_2_intermission_01_22,True,,100,10,1.0,,ce_003_03,ce_003_03,,,1,idle,,,,
event_ce003_2_intermission_01_23,40042,event_ce003_2_intermission_01,Narration,Locale_SubScenario:event_ce003_2_intermission_01_23,False,,10,10,1.0,,ce_003_03,,,,1,idle,,,,
event_ce003_2_intermission_01_24,40042,event_ce003_2_intermission_01,Narration,Locale_SubScenario:event_ce003_2_intermission_01_24,False,,10,10,1.0,,ce_003_03,,,,1,idle,,,,
event_ce003_2_intermission_01_25,40042,event_ce003_2_intermission_01,Speech,Locale_SubScenario:event_ce003_2_intermission_01_25,True,,10,1,1.0,,ce_003_03,ce_003_03,,,1,no,,,,
event_ce003_2_intermission_01_26,40042,event_ce003_2_intermission_01,Narration,Locale_SubScenario:event_ce003_2_intermission_01_26,False,,1,1,1.0,,ce_003_03,,,,1,no,,,,
event_ce003_2_intermission_01_27,40042,event_ce003_2_intermission_01,Speech,Locale_SubScenario:event_ce003_2_intermission_01_27,True,,1,1,1.0,,ce_003_03,ce_003_03,,,1,no,,,,
event_ce003_2_intermission_01_28,40042,event_ce003_2_intermission_01,Speech,Locale_SubScenario:event_ce003_2_intermission_01_28,True,,black,black,1.0,bgm_story_inwonderland,epicurean,epicurean,,,1,no,epicurean,13,idle,
event_ce003_2_intermission_01_29,40042,event_ce003_2_intermission_01,Speech,Locale_SubScenario:event_ce003_2_intermission_01_29,True,,113,113,1.0,,ce_003_03,ce_003_03,,,1,idle,,13,idle,
event_ce003_2_intermission_01_30,40042,event_ce003_2_intermission_01,Speech,Locale_SubScenario:event_ce003_2_intermission_01_30,True,,113,113,1.0,,epicurean,epicurean,,,1,idle,,13,idle,
event_ce003_2_intermission_01_31,40042,event_ce003_2_intermission_01,Speech,Locale_SubScenario:event_ce003_2_intermission_01_31,True,,113,113,1.0,,ce_003_03,ce_003_03,,,1,idle,,13,idle,
event_ce003_2_intermission_01_32,40042,event_ce003_2_intermission_01,Speech,Locale_SubScenario:event_ce003_2_intermission_01_32,True,,113,113,1.0,,epicurean,epicurean,,,1,idle,,13,idle,
event_ce003_2_intermission_01_33,40042,event_ce003_2_intermission_01,Speech,Locale_SubScenario:event_ce003_2_intermission_01_33,True,,113,113,1.0,,epicurean,epicurean,,,1,idle,,13,idle,
event_ce003_2_intermission_01_34,40042,event_ce003_2_intermission_01,Speech,Locale_SubScenario:event_ce003_2_intermission_01_34,True,,113,113,1.0,,epicurean,epicurean,,,1,idle,,13,idle,
event_ce003_2_intermission_01_35,40042,event_ce003_2_intermission_01,Speech,Locale_SubScenario:event_ce003_2_intermission_01_35,True,,113,113,1.0,,ce_003_03,ce_003_03,,,1,idle,,13,idle,
event_ce003_2_intermission_01_36,40042,event_ce003_2_intermission_01,Speech,Locale_SubScenario:event_ce003_2_intermission_01_36,True,,113,113,1.0,,ce_003_03,ce_003_03,,,1,idle,,13,idle,
event_ce003_2_intermission_01_37,40042,event_ce003_2_intermission_01,Speech,Locale_SubScenario:event_ce003_2_intermission_01_37,True,,113,113,1.0,,epicurean,epicurean,,,1,idle,,13,idle,
event_ce003_2_intermission_01_38,40042,event_ce003_2_intermission_01,Speech,Locale_SubScenario:event_ce003_2_intermission_01_38,True,,113,113,1.0,,ce_003_03,ce_003_03,,,1,idle,,13,idle,
event_ce003_2_intermission_01_39,40042,event_ce003_2_intermission_01,Speech,Locale_SubScenario:event_ce003_2_intermission_01_39,True,,113,113,1.0,,ce_003_03,ce_003_03,,,1,idle,,13,idle,
event_ce003_2_intermission_01_40,40042,event_ce003_2_intermission_01,Speech,Locale_SubScenario:event_ce003_2_intermission_01_40,True,,113,L_130,1.0,,epicurean,epicurean,,,1,idle,,13,idle,
event_ce003_2_intermission_01_41,40042,event_ce003_2_intermission_01,Speech,Locale_SubScenario:event_ce003_2_intermission_01_41,True,,L_130,L_130,1.0,,epicurean,epicurean,,,1,idle,,13,idle,
event_ce003_2_intermission_01_42,40042,event_ce003_2_intermission_01,Speech,Locale_SubScenario:event_ce003_2_intermission_01_42,True,,L_130,L_130,1.0,,epicurean,epicurean,,,1,idle,,13,idle,
event_ce003_2_intermission_01_43,40042,event_ce003_2_intermission_01,Speech,Locale_SubScenario:event_ce003_2_intermission_01_43,True,,L_130,L_130,1.0,,epicurean,epicurean,,,1,idle,,13,idle,
event_ce003_2_intermission_01_44,40042,event_ce003_2_intermission_01,Speech,Locale_SubScenario:event_ce003_2_intermission_01_44,True,,L_130,113,1.0,,ce_003_03,ce_003_03,,,1,idle,,13,idle,
event_ce003_2_intermission_01_45,40042,event_ce003_2_intermission_01,Speech,Locale_SubScenario:event_ce003_2_intermission_01_45,True,,113,113,1.0,,ce_003_03,ce_003_03,,,1,idle,,13,idle,
event_ce003_2_intermission_01_46,40042,event_ce003_2_intermission_01,Speech,Locale_SubScenario:event_ce003_2_intermission_01_46,True,,113,113,1.0,,epicurean,epicurean,,,1,idle,,13,idle,
event_ce003_2_intermission_01_47,40042,event_ce003_2_intermission_01,Speech,Locale_SubScenario:event_ce003_2_intermission_01_47,True,,113,113,1.0,,epicurean,epicurean,,,1,idle,,13,idle,
event_ce003_2_intermission_01_48,40042,event_ce003_2_intermission_01,Speech,Locale_SubScenario:event_ce003_2_intermission_01_48,True,,113,113,1.0,,ce_003_03,ce_003_03,,,1,idle,,13,idle,
event_ce003_2_intermission_01_49,40042,event_ce003_2_intermission_01,Speech,Locale_SubScenario:event_ce003_2_intermission_01_49,True,,113,L_130,1.0,,epicurean,epicurean,,,1,no,,13,idle,
event_ce003_2_intermission_01_50,40042,event_ce003_2_intermission_01,Narration,Locale_SubScenario:event_ce003_2_intermission_01_50,False,,L_130,L_130,1.0,,epicurean,,,,1,no,,13,idle,
event_ce003_2_intermission_01_51,40042,event_ce003_2_intermission_01,Speech,Locale_SubScenario:event_ce003_2_intermission_01_51,True,,L_130,L_130,1.0,,epicurean,epicurean,,,1,no,,13,idle,
event_ce003_2_intermission_01_52,40042,event_ce003_2_intermission_01,Speech,Locale_SubScenario:event_ce003_2_intermission_01_52,True,,L_130,L_130,1.0,,epicurean,epicurean,,,1,no,,13,idle,
event_ce003_2_intermission_01_53,40042,event_ce003_2_intermission_01,Speech,Locale_SubScenario:event_ce003_2_intermission_01_53,True,,L_130,10,1.0,,ce_003_03,ce_003_03,,,1,no,,13,idle,
event_ce003_2_intermission_01_54,40042,event_ce003_2_intermission_01,Narration,Locale_SubScenario:event_ce003_2_intermission_01_54,False,,10,10,1.0,,ce_003_03,,,,1,no,,13,idle,
event_ce003_2_intermission_01_55,40042,event_ce003_2_intermission_01,Speech,Locale_SubScenario:event_ce003_2_intermission_01_55,True,,10,113,1.0,,epicurean,epicurean,,,1,no,,13,idle,
event_ce003_2_intermission_01_56,40042,event_ce003_2_intermission_01,Speech,Locale_SubScenario:event_ce003_2_intermission_01_56,True,,113,113,1.0,,epicurean,epicurean,,,1,no,,13,idle,
event_ce003_2_intermission_01_57,40042,event_ce003_2_intermission_01,Speech,Locale_SubScenario:event_ce003_2_intermission_01_57,True,,113,113,1.0,,ce_003_03,ce_003_03,,,1,idle,,13,idle,
event_ce003_2_intermission_01_58,40042,event_ce003_2_intermission_01,Speech,Locale_SubScenario:event_ce003_2_intermission_01_58,True,,113,113,1.0,,epicurean,epicurean,,,1,idle,,13,idle,
event_ce003_2_intermission_01_59,40042,event_ce003_2_intermission_01,Speech,Locale_SubScenario:event_ce003_2_intermission_01_59,True,,113,113,1.0,,epicurean,epicurean,,,1,idle,,13,idle,
event_ce003_2_intermission_01_60,40042,event_ce003_2_intermission_01,Speech,Locale_SubScenario:event_ce003_2_intermission_01_60,True,,113,113,1.0,,epicurean,epicurean,,,1,idle,,13,idle,
event_ce003_2_intermission_01_61,40042,event_ce003_2_intermission_01,Speech,Locale_SubScenario:event_ce003_2_intermission_01_61,True,,113,113,1.0,,epicurean,epicurean,,,1,idle,,13,idle,
event_ce003_2_intermission_01_62,40042,event_ce003_2_intermission_01,Speech,Locale_SubScenario:event_ce003_2_intermission_01_62,True,,113,113,1.0,,ce_003_03,ce_003_03,,,1,idle,,13,idle,
event_ce003_2_intermission_01_63,40042,event_ce003_2_intermission_01,Speech,Locale_SubScenario:event_ce003_2_intermission_01_63,True,,113,113,1.0,,epicurean,epicurean,,,1,idle,,13,idle,
event_ce003_2_intermission_01_64,40042,event_ce003_2_intermission_01,Narration,Locale_SubScenario:event_ce003_2_intermission_01_64,False,,113,113,1.0,,epicurean,,,,1,idle,,13,idle,
