id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,is_exit_scenario,highlight,speaker
snowfall_episode_noirblanc_06_14,80903,snowfall_episode_noirblanc_06,Speech,Locale_SubScenario:snowfall_episode_noirblanc_06_14,True,,1,idle,,13,think,,L_130,L_130,1.0,,,,blanc_c,blanc_c
snowfall_episode_noirblanc_06_15,80903,snowfall_episode_noirblanc_06,Speech,Locale_SubScenario:snowfall_episode_noirblanc_06_15,True,,1,idle,,13,think,,L_130,L_130,1.0,,,,blanc_c,blanc_c
snowfall_episode_noirblanc_06_16,80903,snowfall_episode_noirblanc_06,Speech,Locale_SubScenario:snowfall_episode_noirblanc_06_16,True,,1,idle,,13,think,,L_130,L_10,1.0,,,,noir_c,noir_c
snowfall_episode_noirblanc_06_17,80903,snowfall_episode_noirblanc_06,Speech,Locale_SubScenario:snowfall_episode_noirblanc_06_17,True,,1,idle,,13,think,,L_10,L_10,1.0,,,,noir_c,noir_c
snowfall_episode_noirblanc_06_18,80903,snowfall_episode_noirblanc_06,Speech,Locale_SubScenario:snowfall_episode_noirblanc_06_18,True,,1,idle,,13,think,,L_10,L_10,1.0,,,,noir_c,noir_c
snowfall_episode_noirblanc_06_19,80903,snowfall_episode_noirblanc_06,Speech,Locale_SubScenario:snowfall_episode_noirblanc_06_19,True,,1,idle,,13,think,,L_10,L_10,1.0,,,,noir_c,noir_c
snowfall_episode_noirblanc_06_20,80903,snowfall_episode_noirblanc_06,Speech,Locale_SubScenario:snowfall_episode_noirblanc_06_20,True,,1,idle,,13,think,,L_10,12,1.0,,,,blanc_c,blanc_c
snowfall_episode_noirblanc_06_21,80903,snowfall_episode_noirblanc_06,Speech,Locale_SubScenario:snowfall_episode_noirblanc_06_21,True,,1,idle,,13,think,,12,12,1.0,,,,noir_c,noir_c
snowfall_episode_noirblanc_06_22,80903,snowfall_episode_noirblanc_06,Speech,Locale_SubScenario:snowfall_episode_noirblanc_06_22,True,,1,idle,,13,think,,12,12,1.0,,,,blanc_c,blanc_c
snowfall_episode_noirblanc_06_23,80903,snowfall_episode_noirblanc_06,Speech,Locale_SubScenario:snowfall_episode_noirblanc_06_23,True,,1,idle,,13,no,,12,12,1.0,,,,blanc_c,blanc_c
snowfall_episode_noirblanc_06_24,80903,snowfall_episode_noirblanc_06,Self,Locale_SubScenario:snowfall_episode_noirblanc_06_24,False,,1,idle,,13,no,,12,12,1.0,,,,,
snowfall_episode_noirblanc_06_25,80903,snowfall_episode_noirblanc_06,Speech,Locale_SubScenario:snowfall_episode_noirblanc_06_25,True,,1,surprise,,13,no,,12,12,1.0,,,,noir_c,noir_c
snowfall_episode_noirblanc_06_26,80903,snowfall_episode_noirblanc_06,Speech,Locale_SubScenario:snowfall_episode_noirblanc_06_26,True,,1,surprise,,13,no,,12,12,1.0,,,,noir_c,noir_c
snowfall_episode_noirblanc_06_27,80903,snowfall_episode_noirblanc_06,Speech,Locale_SubScenario:snowfall_episode_noirblanc_06_27,True,,1,surprise,,13,no,,12,12,1.0,,,,noir_c,noir_c
snowfall_episode_noirblanc_06_28,80903,snowfall_episode_noirblanc_06,Speech,Locale_SubScenario:snowfall_episode_noirblanc_06_28,True,,1,surprise,,13,no,,12,12,1.0,,,,noir_c,noir_c
snowfall_episode_noirblanc_06_29,80903,snowfall_episode_noirblanc_06,Speech,Locale_SubScenario:snowfall_episode_noirblanc_06_29,True,,1,surprise,,13,no,,12,12,1.0,,,,blanc_c,blanc_c
snowfall_episode_noirblanc_06_30,80903,snowfall_episode_noirblanc_06,Speech,Locale_SubScenario:snowfall_episode_noirblanc_06_30,True,,1,surprise,,13,no,,12,12,1.0,,,,blanc_c,blanc_c
snowfall_episode_noirblanc_06_31,80903,snowfall_episode_noirblanc_06,Speech,Locale_SubScenario:snowfall_episode_noirblanc_06_31,True,,1,surprise,,13,no,,12,12,1.0,,,,blanc_c,blanc_c
snowfall_episode_noirblanc_06_32,80903,snowfall_episode_noirblanc_06,Speech,Locale_SubScenario:snowfall_episode_noirblanc_06_32,True,,1,surprise,,13,think,,12,12,1.0,,,,blanc_c,blanc_c
snowfall_episode_noirblanc_06_33,80903,snowfall_episode_noirblanc_06,Speech,Locale_SubScenario:snowfall_episode_noirblanc_06_33,True,,1,idle,,13,think,,12,12,1.0,,,,noir_c,noir_c
snowfall_episode_noirblanc_06_34,80903,snowfall_episode_noirblanc_06,Self,Locale_SubScenario:snowfall_episode_noirblanc_06_34,False,,1,idle,,13,think,,12,12,1.0,,,,,
snowfall_episode_noirblanc_06_35,80903,snowfall_episode_noirblanc_06,Speech,Locale_SubScenario:snowfall_episode_noirblanc_06_35,True,,1,idle,,13,idle,,12,12,1.0,,,,blanc_c,blanc_c
snowfall_episode_noirblanc_06_36,80903,snowfall_episode_noirblanc_06,Speech,Locale_SubScenario:snowfall_episode_noirblanc_06_36,True,,1,idle,,13,idle,,12,12,1.0,,,,blanc_c,blanc_c
snowfall_episode_noirblanc_06_37,80903,snowfall_episode_noirblanc_06,Speech,Locale_SubScenario:snowfall_episode_noirblanc_06_37,True,,1,idle,,13,idle,,12,12,1.0,,,,blanc_c,blanc_c
snowfall_episode_noirblanc_06_38,80903,snowfall_episode_noirblanc_06,Speech,Locale_SubScenario:snowfall_episode_noirblanc_06_38,True,,1,delight,,13,idle,,12,12,1.0,,,,noir_c,noir_c
snowfall_episode_noirblanc_06_39,80903,snowfall_episode_noirblanc_06,Speech,Locale_SubScenario:snowfall_episode_noirblanc_06_39,True,,1,delight,,13,think,,12,L_130,1.0,,,,blanc_c,blanc_c
snowfall_episode_noirblanc_06_40,80903,snowfall_episode_noirblanc_06,Speech,Locale_SubScenario:snowfall_episode_noirblanc_06_40,True,,1,idle,,13,think,,L_130,L_130,1.0,,,,blanc_c,blanc_c
snowfall_episode_noirblanc_06_41,80903,snowfall_episode_noirblanc_06,Speech,Locale_SubScenario:snowfall_episode_noirblanc_06_41,True,,1,idle,,13,think,,L_130,L_130,1.0,,,,blanc_c,blanc_c
snowfall_episode_noirblanc_06_42,80903,snowfall_episode_noirblanc_06,Speech,Locale_SubScenario:snowfall_episode_noirblanc_06_42,True,,1,idle,,13,think,,L_130,L_130,1.0,,,,blanc_c,blanc_c
snowfall_episode_noirblanc_06_43,80903,snowfall_episode_noirblanc_06,Self,Locale_SubScenario:snowfall_episode_noirblanc_06_43,False,,1,idle,,13,think,,L_130,L_130,1.0,,,,,
snowfall_episode_noirblanc_06_44,80903,snowfall_episode_noirblanc_06,Speech,Locale_SubScenario:snowfall_episode_noirblanc_06_44,True,,1,idle,,13,think,,L_130,L_10,1.0,,,,noir_c,noir_c
snowfall_episode_noirblanc_06_45,80903,snowfall_episode_noirblanc_06,Speech,Locale_SubScenario:snowfall_episode_noirblanc_06_45,True,,1,idle,,13,think,,L_10,L_10,1.0,,,,noir_c,noir_c
snowfall_episode_noirblanc_06_46,80903,snowfall_episode_noirblanc_06,Speech,Locale_SubScenario:snowfall_episode_noirblanc_06_46,True,,1,idle,,13,think,,L_10,L_10,1.0,,,,noir_c,noir_c
snowfall_episode_noirblanc_06_47,80903,snowfall_episode_noirblanc_06,Speech,Locale_SubScenario:snowfall_episode_noirblanc_06_47,True,,1,idle,,13,think,,L_10,L_10,1.0,,,,noir_c,noir_c
snowfall_episode_noirblanc_06_48,80903,snowfall_episode_noirblanc_06,Self,Locale_SubScenario:snowfall_episode_noirblanc_06_48,False,,1,idle,,13,think,,L_10,L_10,1.0,,,,,
snowfall_episode_noirblanc_06_49,80903,snowfall_episode_noirblanc_06,Speech,Locale_SubScenario:snowfall_episode_noirblanc_06_49,True,,1,idle,,13,think,,L_10,L_130,1.0,,,,blanc_c,blanc_c
snowfall_episode_noirblanc_06_50,80903,snowfall_episode_noirblanc_06,Speech,Locale_SubScenario:snowfall_episode_noirblanc_06_50,True,,1,idle,,13,think,,L_130,L_130,1.0,,,,blanc_c,blanc_c
snowfall_episode_noirblanc_06_51,80903,snowfall_episode_noirblanc_06,Speech,Locale_SubScenario:snowfall_episode_noirblanc_06_51,True,,1,idle,,13,think,,L_130,L_130,1.0,,,,blanc_c,blanc_c
snowfall_episode_noirblanc_06_52,80903,snowfall_episode_noirblanc_06,Speech,Locale_SubScenario:snowfall_episode_noirblanc_06_52,True,,1,idle,,13,think,,L_130,L_130,1.0,,,,blanc_c,blanc_c
snowfall_episode_noirblanc_06_53,80903,snowfall_episode_noirblanc_06,Speech,Locale_SubScenario:snowfall_episode_noirblanc_06_53,True,,1,idle,,13,think,,L_130,L_130,1.0,,,,blanc_c,blanc_c
snowfall_episode_noirblanc_06_54,80903,snowfall_episode_noirblanc_06,Speech,Locale_SubScenario:snowfall_episode_noirblanc_06_54,True,,1,idle,,13,think,,L_130,L_130,1.0,,,,blanc_c,blanc_c
snowfall_episode_noirblanc_06_55,80903,snowfall_episode_noirblanc_06,Self,Locale_SubScenario:snowfall_episode_noirblanc_06_55,False,,1,idle,,13,think,,L_130,L_130,1.0,,,,,
snowfall_episode_noirblanc_06_56,80903,snowfall_episode_noirblanc_06,Speech,Locale_SubScenario:snowfall_episode_noirblanc_06_56,True,,1,idle,,13,idle,,L_130,L_130,1.0,,,,blanc_c,blanc_c
snowfall_episode_noirblanc_06_57,80903,snowfall_episode_noirblanc_06,Speech,Locale_SubScenario:snowfall_episode_noirblanc_06_57,True,,1,idle,,13,idle,,L_130,L_130,1.0,,,,blanc_c,blanc_c
snowfall_episode_noirblanc_06_58,80903,snowfall_episode_noirblanc_06,Self,Locale_SubScenario:snowfall_episode_noirblanc_06_58,False,,1,idle,,13,idle,,L_130,12,1.0,,,,,
snowfall_episode_noirblanc_06_59,80903,snowfall_episode_noirblanc_06,Self,Locale_SubScenario:snowfall_episode_noirblanc_06_59,False,,1,idle,,13,idle,,12,12,1.0,,,,,
snowfall_episode_noirblanc_06_60,80903,snowfall_episode_noirblanc_06,Speech,Locale_SubScenario:snowfall_episode_noirblanc_06_60,True,,1,surprise,,13,idle,,12,12,1.0,,,,noir_c,noir_c
snowfall_episode_noirblanc_06_61,80903,snowfall_episode_noirblanc_06,Speech,Locale_SubScenario:snowfall_episode_noirblanc_06_61,True,,1,surprise,,13,shy,,12,12,1.0,,,,blanc_c,blanc_c
snowfall_episode_noirblanc_06_62,80903,snowfall_episode_noirblanc_06,Speech,Locale_SubScenario:snowfall_episode_noirblanc_06_62,True,,1,idle,,13,shy,,12,12,1.0,,,,noir_c,noir_c
snowfall_episode_noirblanc_06_63,80903,snowfall_episode_noirblanc_06,Self,Locale_SubScenario:snowfall_episode_noirblanc_06_63,False,,1,idle,,13,shy,,12,12,1.0,,,,,
snowfall_episode_noirblanc_06_64,80903,snowfall_episode_noirblanc_06,Speech,Locale_SubScenario:snowfall_episode_noirblanc_06_64,True,,1,idle,,13,idle,,12,12,1.0,,,,blanc_c,blanc_c
snowfall_episode_noirblanc_06_65,80903,snowfall_episode_noirblanc_06,Speech,Locale_SubScenario:snowfall_episode_noirblanc_06_65,True,,1,idle,,13,idle,,12,12,1.0,,,,blanc_c,blanc_c
snowfall_episode_noirblanc_06_66,80903,snowfall_episode_noirblanc_06,Speech,Locale_SubScenario:snowfall_episode_noirblanc_06_66,True,,1,idle,,13,idle,,12,12,1.0,,,,blanc_c,blanc_c
snowfall_episode_noirblanc_06_67,80903,snowfall_episode_noirblanc_06,Speech,Locale_SubScenario:snowfall_episode_noirblanc_06_67,True,,1,delight,,13,idle,,12,12,1.0,,,,noir_c,noir_c
snowfall_episode_noirblanc_06_68,80903,snowfall_episode_noirblanc_06,Self,Locale_SubScenario:snowfall_episode_noirblanc_06_68,False,,1,delight,,13,idle,,12,12,1.0,,,,,
snowfall_episode_noirblanc_06_69,80903,snowfall_episode_noirblanc_06,Speech,Locale_SubScenario:snowfall_episode_noirblanc_06_69,True,,1,delight,,13,delight,,12,12,1.0,,,,blanc_c,blanc_c
snowfall_episode_noirblanc_06_70,80903,snowfall_episode_noirblanc_06,Speech,Locale_SubScenario:snowfall_episode_noirblanc_06_70,True,,1,delight,,13,delight,,12,12,1.0,,,,blanc_c,blanc_c
snowfall_episode_noirblanc_06_71,80903,snowfall_episode_noirblanc_06,Monologue,Locale_SubScenario:snowfall_episode_noirblanc_06_71,False,,1,delight,,13,delight,,black,black,1.0,,,,,
snowfall_episode_noirblanc_06_72,80903,snowfall_episode_noirblanc_06,Monologue,Locale_SubScenario:snowfall_episode_noirblanc_06_72,False,,1,delight,,13,delight,,black,black,1.0,,,,,
snowfall_episode_noirblanc_06_73,80903,snowfall_episode_noirblanc_06,Monologue,Locale_SubScenario:snowfall_episode_noirblanc_06_73,False,,1,delight,,13,delight,,black,black,1.0,,,,,
