id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
event_ce006_2_02_e_11,40080,event_ce006_2_02_e,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_e_11,True,,1,1,1.0,,Grey,,,,,,,,,,,,,,,,,,,,
event_ce006_2_02_e_12,40080,event_ce006_2_02_e,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_e_12,True,,1,1,1.0,,Grey,,,,,,,,,,,,,,,,,,,,
event_ce006_2_02_e_13,40080,event_ce006_2_02_e,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_e_13,True,,1,1,1.0,,Grey,,,,,,,,,,,,,,,,,,,,
event_ce006_2_02_e_14,40080,event_ce006_2_02_e,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_e_14,True,,1,1,1.0,,Grey,,,,,,,,,,,,,,,,,,,,
event_ce006_2_02_e_15,40080,event_ce006_2_02_e,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_e_15,True,,1,1,1.0,,Grey,,,,,,,,,,,,,,,,,,,,
event_ce006_2_02_e_16,40080,event_ce006_2_02_e,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_e_16,True,,1,1,1.0,,Grey,,,,,,,,,,,,,,,,,,,,
event_ce006_2_02_e_17,40080,event_ce006_2_02_e,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_e_17,True,bunkerofartist,black,black,1.0,,Grey,neon,5,idle,,,,,,rapi,1,idle,,anis,13,pain,,hermin,15,idle,
event_ce006_2_02_e_18,40080,event_ce006_2_02_e,Speech,anis,anis,Locale_MainScenario:event_ce006_2_02_e_18,True,,black,black,1.0,,Grey,,5,idle,,,,,,,1,idle,,,13,pain,,,15,idle,
event_ce006_2_02_e_19,40080,event_ce006_2_02_e,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_e_19,True,,XS_150,XS_150,1.0,,,,5,idle,,,,,,,1,idle,,,13,void,,,15,idle,
event_ce006_2_02_e_20,40080,event_ce006_2_02_e,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_e_20,True,,XS_150,XS_150,1.0,,,,5,idle,,,,,,,1,idle,,,13,void,,,15,idle,
event_ce006_2_02_e_21,40080,event_ce006_2_02_e,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_e_21,True,,XS_150,XS_150,1.0,,,,5,idle,,,,,,,1,idle,,,13,void,,,15,idle,
event_ce006_2_02_e_22,40080,event_ce006_2_02_e,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_e_22,True,,XS_150,XS_150,1.0,,,,5,idle,,,,,,,1,idle,,,13,void,,,15,idle,
event_ce006_2_02_e_23,40080,event_ce006_2_02_e,Speech,rapi,rapi,Locale_MainScenario:event_ce006_2_02_e_23,True,,10,10,1.0,,,,5,idle,,,,,,,1,idle,,,13,void,,,15,idle,
event_ce006_2_02_e_24,40080,event_ce006_2_02_e,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_e_24,True,,XS_150,XS_150,1.0,,,,5,idle,,,,,,,1,idle,,,13,void,,,15,idle,
event_ce006_2_02_e_25,40080,event_ce006_2_02_e,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_e_25,True,,XS_150,XS_150,1.0,,,,5,idle,,,,,,,1,idle,,,13,void,,,15,idle,
event_ce006_2_02_e_26,40080,event_ce006_2_02_e,Speech,anis,anis,Locale_MainScenario:event_ce006_2_02_e_26,True,,XS_150,14,1.3,,,,5,idle,,,,,,,1,idle,,,13,void,,,15,idle,
event_ce006_2_02_e_27,40080,event_ce006_2_02_e,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_e_27,True,,14,14,1.0,,,,5,idle,,,,,,,1,idle,,,13,void,,,15,idle,
event_ce006_2_02_e_28,40080,event_ce006_2_02_e,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_e_28,True,,14,14,1.0,,,,5,idle,,,,,,,1,idle,,,13,void,,,15,idle,
event_ce006_2_02_e_29,40080,event_ce006_2_02_e,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_e_29,True,,14,14,1.0,,,,5,idle,,,,,,,1,idle,,,13,void,,,15,idle,
event_ce006_2_02_e_30,40080,event_ce006_2_02_e,Speech,rapi,rapi,Locale_MainScenario:event_ce006_2_02_e_30,True,,10,10,1.0,,,,5,idle,,,,,,,1,think,,,13,void,,,15,idle,
event_ce006_2_02_e_31,40080,event_ce006_2_02_e,Speech,anis,anis,Locale_MainScenario:event_ce006_2_02_e_31,True,,14,14,1.0,,,,5,idle,,,,,,,1,think,,,13,void,,,15,idle,
event_ce006_2_02_e_32,40080,event_ce006_2_02_e,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_e_32,True,,14,14,1.0,,,,5,idle,,,,,,,1,think,,,13,void,,,15,idle,
event_ce006_2_02_e_33,40080,event_ce006_2_02_e,Speech,anis,anis,Locale_MainScenario:event_ce006_2_02_e_33,True,,14,14,1.0,,,,5,idle,,,,,,,1,think,,,13,void,,,15,idle,
event_ce006_2_02_e_34,40080,event_ce006_2_02_e,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_e_34,False,,14,14,1.0,,,,5,idle,,,,,,,1,think,,,13,void,,,15,idle,
event_ce006_2_02_e_35,40080,event_ce006_2_02_e,Speech,anis,anis,Locale_MainScenario:event_ce006_2_02_e_35,True,,14,14,1.0,,,,5,idle,,,,,,,1,think,,,13,void,,,15,idle,
event_ce006_2_02_e_36,40080,event_ce006_2_02_e,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_e_36,False,,14,14,1.0,,,,5,idle,,,,,,,1,think,,,13,void,,,15,idle,
event_ce006_2_02_e_37,40080,event_ce006_2_02_e,Speech,anis,anis,Locale_MainScenario:event_ce006_2_02_e_37,True,,14,14,1.0,,,,5,idle,,,,,,,1,think,,,13,angry,,,15,idle,
event_ce006_2_02_e_38,40080,event_ce006_2_02_e,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_e_38,False,,14,14,1.0,,,,5,idle,,elegg,3,idle,,,1,think,,,13,angry,,,15,idle,
event_ce006_2_02_e_39,40080,event_ce006_2_02_e,Speech,anis,anis,Locale_MainScenario:event_ce006_2_02_e_39,True,,14,130,1.0,,,,5,idle,,,3,surprise,,,1,angry,,,13,angry,,,15,idle,
event_ce006_2_02_e_40,40080,event_ce006_2_02_e,Self,anis,,Locale_MainScenario:event_ce006_2_02_e_40,False,,130,130,1.0,,,,5,idle,,,3,surprise,,,1,angry,,,13,angry,,,15,idle,
event_ce006_2_02_e_41,40080,event_ce006_2_02_e,Speech,anis,machinesound,Locale_MainScenario:event_ce006_2_02_e_41,False,,130,130,1.0,,,,5,idle,,,3,surprise,,,1,angry,,,13,angry,,,15,idle,
event_ce006_2_02_e_42,40080,event_ce006_2_02_e,Speech,anis,anis,Locale_MainScenario:event_ce006_2_02_e_42,True,,130,130,1.0,,,,5,idle,,,3,surprise,,,1,angry,,,13,angry,,,15,idle,
event_ce006_2_02_e_43,40080,event_ce006_2_02_e,Speech,elegg,elegg,Locale_MainScenario:event_ce006_2_02_e_43,True,,S_30,S_30,1.0,,,,5,idle,,,3,surprise,,,1,angry,,,13,angry,,,15,idle,
event_ce006_2_02_e_44,40080,event_ce006_2_02_e,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_e_44,True,,XS_150,XS_150,1.0,,,,5,idle,,,3,surprise,,,1,angry,,,13,angry,,,15,idle,
event_ce006_2_02_e_45,40080,event_ce006_2_02_e,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_e_45,True,,XS_150,XS_150,1.0,,,,5,idle,,,3,surprise,,,1,angry,,,13,angry,,,15,idle,
event_ce006_2_02_e_46,40080,event_ce006_2_02_e,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_e_46,True,,XS_150,XS_150,1.0,,,,5,idle,,,3,surprise,,,1,angry,,,13,angry,,,15,idle,
event_ce006_2_02_e_47,40080,event_ce006_2_02_e,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_e_47,True,,XS_150,XS_150,1.0,,,,5,idle,,,3,surprise,,,1,angry,,,13,angry,,,15,idle,
event_ce006_2_02_e_48,40080,event_ce006_2_02_e,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_e_48,True,,XS_150,XS_150,1.0,,,,5,idle,,,3,surprise,,,1,angry,,,13,angry,,,15,idle,
