id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,fade,set_camera_shake,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id
event_neverland1_04_e_11,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_11,True,,S_10,S_10,1.0,,mica_w,mica_w,,,,,1,cry,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_04_e_12,40034,event_neverland1_04_e,Self,Locale_MainScenario:event_neverland1_04_e_12,False,,S_10,S_10,1.0,,,,,,,,1,cry,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_04_e_13,40034,event_neverland1_04_e,Self,Locale_MainScenario:event_neverland1_04_e_13,False,,S_10,S_10,1.0,,,,,,,,1,cry,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_04_e_14,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_14,True,,S_10,S_10,1.0,,mica_w,mica_w,,,,,1,surprise,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_04_e_15,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_15,True,,S_10,S_10,1.0,,mica_w,mica_w,,,,,1,surprise,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_04_e_16,40034,event_neverland1_04_e,Self,Locale_MainScenario:event_neverland1_04_e_16,False,,S_10,S_10,1.0,,,,,,,,1,surprise,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_04_e_17,40034,event_neverland1_04_e,Self,Locale_MainScenario:event_neverland1_04_e_17,False,,S_10,S_10,1.0,,,,,,,,1,surprise,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_04_e_18,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_18,True,,S_10,S_100,1.0,,mica_w,mica_w,,,,,1,delight,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_04_e_19,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_19,True,,S_100,S_100,1.0,,mica_w,mica_w,,,,,1,delight,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_04_e_20,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_20,True,,S_100,S_100,1.0,,mica_w,mica_w,,,,,1,delight,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_04_e_21,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_21,True,,S_100,S_100,1.0,,mica_w,mica_w,,,,,1,delight,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_04_e_22,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_22,True,,S_100,S_10,1.0,,mica_w,mica_w,,,,,1,special,ludmilla_w,3,idle,,,,,,,,,,,,,,,,,,,
event_neverland1_04_e_23,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_23,True,,S_10,S_10,1.0,,mica_w,mica_w,,,,,1,special,,3,idle,,,,,,,,,,,,,,,,,,,
event_neverland1_04_e_24,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_24,True,,S_10,30,1.0,,ludmilla_w,ludmilla_w,,,,,1,special,,3,idle,,,,,,,,,,,,,,,,,,,
event_neverland1_04_e_25,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_25,True,,30,30,1.0,,ludmilla_w,ludmilla_w,,,,,1,special,,3,idle,,,,,,,,,,,,,,,,,,,
event_neverland1_04_e_26,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_26,True,,30,2,1.0,,mica_w,mica_w,,,,,1,surprise,,3,idle,,,,,,,,,,,,,,,,,,,
event_neverland1_04_e_27,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_27,True,,2,2,1.0,,ludmilla_w,ludmilla_w,,,,,1,surprise,,3,idle,,,,,,,,,,,,,,,,,,,
event_neverland1_04_e_28,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_28,True,,2,2,1.0,,ludmilla_w,ludmilla_w,,,,,1,surprise,,3,smile,,,,,,,,,,,,,,,,,,,
event_neverland1_04_e_29,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_29,False,,2,2,1.0,,mica_w,mica_w,,,,,1,surprise,,3,smile,,,,,,,,,,,,,,,,,,,
event_neverland1_04_e_30,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_30,True,,2,2,1.0,,ludmilla_w,ludmilla_w,,,,,1,surprise,,3,surprise,,,,,,,,,,,,,,,,,,,
event_neverland1_04_e_31,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_31,True,,2,S_10,1.0,,mica_w,mica_w,,,,,1,surprise,,3,surprise,,,,,,,,,,,,,,,,,,,
event_neverland1_04_e_32,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_32,True,,S_10,S_10,1.0,,mica_w,mica_w,,,,,1,idle,,3,surprise,,,,,,,,,,,,,,,,,,,
event_neverland1_04_e_33,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_33,True,,30,30,1.0,,ludmilla_w,ludmilla_w,,,,,1,idle,,3,delight,,,,,,,,,,,,,,,,,,,
event_neverland1_04_e_34,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_34,True,,30,30,1.0,,ludmilla_w,ludmilla_w,,,,,1,idle,,3,smile,,,,,,,,,,,,,,,,,,,
event_neverland1_04_e_35,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_35,True,,30,30,1.0,,ludmilla_w,ludmilla_w,,,,,1,idle,,3,smile,,,,,,,,,,,,,,,,,,,
event_neverland1_04_e_36,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_36,True,,30,2,1.0,none,ludmilla_w,ludmilla_w,,,,,1,idle,,3,idle,blanc_c,7,idle,,emma,5,idle,eunhwa,9,angry,,vesti,15,idle,,,,,
event_neverland1_04_e_37,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_37,True,HotSpringInnIn_s,6,6,1.0,event_bgm_neverland_schedulecheck_day,blanc_c,blanc_c,black,,,,1,idle,,3,idle,,7,delight,,,5,delight,,9,angry,,,15,idle,,,,,
event_neverland1_04_e_38,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_38,True,,6,6,1.0,,emma,emma,,,,,1,idle,,3,idle,,7,delight,,,5,delight,,9,angry,,,15,delight,,,,,
event_neverland1_04_e_39,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_39,True,,15,15,1.0,,vesti,vesti,,,,,1,idle,,3,idle,,7,delight,,,5,delight,,9,angry,,,15,delight,,,,,
event_neverland1_04_e_40,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_40,True,,90,90,1.0,,eunhwa,eunhwa,,,,,1,idle,,3,idle,,7,idle,,,5,idle,,9,angry,,,15,delight,,,,,
event_neverland1_04_e_41,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_41,True,,90,90,1.0,,vesti,vesti,,,,,1,idle,,3,idle,,7,idle,,,5,idle,,9,angry,,,15,delight,,,,,
event_neverland1_04_e_42,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_42,True,,90,90,1.0,,eunhwa,eunhwa,,,,,1,idle,,3,idle,,7,idle,,,5,idle,,9,idle,,,15,idle,,belorta,13,delight,
event_neverland1_04_e_43,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_43,True,,XS_130,XS_130,1.0,,belorta,belorta,,,,,1,idle,,3,idle,,7,idle,,,5,idle,,9,idle,,,15,idle,,,13,delight,
event_neverland1_04_e_44,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_44,True,,3,3,1.0,,ludmilla_w,ludmilla_w,,,,,1,idle,,3,idle,,7,idle,,,5,idle,,9,idle,,,15,idle,,,13,delight,belorta
event_neverland1_04_e_45,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_45,True,,3,4,1.0,,ludmilla_w,ludmilla_w,,,,,1,idle,,3,think,,7,idle,,,5,idle,,9,idle,,,15,idle,,,,,
event_neverland1_04_e_46,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_46,True,,4,4,1.0,,emma,emma,,,,,1,idle,,3,think,,7,idle,,,5,surprise,,9,idle,,,15,idle,,,,,
event_neverland1_04_e_47,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_47,True,,4,4,1.0,,emma,emma,,,,,1,idle,,3,think,,7,idle,,,5,delight,,9,idle,,,15,idle,,,,,
event_neverland1_04_e_48,40034,event_neverland1_04_e,Self,Locale_MainScenario:event_neverland1_04_e_48,False,,4,4,1.0,,,,,,,,1,idle,,3,idle,,7,idle,,,5,delight,,9,idle,,,15,idle,,,,,
event_neverland1_04_e_49,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_49,True,,15,XS_150,1.0,,vesti,vesti,,,,,1,idle,,3,idle,,7,idle,,,5,delight,,9,idle,,,15,idle,,,,,
event_neverland1_04_e_50,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_50,True,,XS_150,XS_150,1.0,,vesti,vesti,,,,,1,idle,,3,idle,,7,idle,,,5,idle,,9,idle,,,15,idle,,,,,
event_neverland1_04_e_51,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_51,True,,XS_150,XS_150,1.0,,vesti,vesti,,,,,1,idle,,3,idle,,7,idle,,,5,idle,,9,idle,,,15,idle,,,,,
event_neverland1_04_e_52,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_52,True,,50,50,1.0,,emma,emma,,,,,1,idle,,3,idle,,7,idle,,,5,worry,,9,idle,,,15,idle,,signal,17,idle,
event_neverland1_04_e_53,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_53,True,,17,XS_170,0.5,,signal,signal,,Low_2,,,1,idle,,3,idle,,7,idle,,,5,worry,,9,idle,,,15,idle,,,17,angry,
event_neverland1_04_e_54,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_54,True,,15,XS_150,0.5,,vesti,vesti,,Low_2,,,1,idle,,3,idle,,7,idle,,,5,worry,,9,idle,,,15,idle,,,17,angry,
event_neverland1_04_e_55,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_55,True,,50,50,1.0,,emma,emma,,,,,1,idle,,3,idle,,7,idle,,,5,surprise,,9,idle,,,15,idle,,,17,angry,
event_neverland1_04_e_56,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_56,True,,XS_150,XS_150,1.0,,vesti,vesti,,,,,1,idle,,3,idle,,7,idle,,,5,surprise,,9,idle,,,15,idle,,,17,idle,
event_neverland1_04_e_57,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_57,True,,XS_150,16,1.0,,vesti,vesti,,,,,1,idle,,3,idle,,7,idle,,,5,surprise,,9,idle,,,15,idle,,,17,idle,
event_neverland1_04_e_58,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_58,True,,16,16,1.0,,signal,signal,,,,,1,idle,,3,idle,,7,idle,,,5,idle,,9,idle,,,15,idle,,,17,idle,
event_neverland1_04_e_59,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_59,True,,16,16,1.0,,signal,signal,,,,,1,idle,,3,idle,,7,idle,,,5,idle,,9,idle,,,15,idle,,,17,delight,
event_neverland1_04_e_60,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_60,True,,50,5,1.0,,emma,emma,,,,,1,idle,,3,idle,,7,idle,,,5,delight,,9,idle,,,15,idle,,,17,delight,
event_neverland1_04_e_61,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_61,True,,5,5,1.0,,emma,emma,,,,,1,idle,,3,idle,,7,idle,,,5,idle,,9,idle,,,15,idle,,,17,delight,
event_neverland1_04_e_62,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_62,True,,XS_150,XS_150,1.0,,vesti,vesti,,,,,1,idle,,3,idle,,7,idle,,,5,idle,,9,idle,,,15,shy,,,17,idle,signal
event_neverland1_04_e_63,40034,event_neverland1_04_e,Self,Locale_MainScenario:event_neverland1_04_e_63,False,,XS_150,XS_150,1.0,,,,,,,,1,idle,,3,idle,,7,idle,,,5,idle,,9,idle,,,15,shy,,,,,
event_neverland1_04_e_64,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_64,True,,L_70,L_70,1.0,,blanc_c,blanc_c,,,,,1,idle,,3,idle,,7,idle,,,5,idle,,9,idle,,,15,shy,vesti,delta,17,idle,
event_neverland1_04_e_65,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_65,True,,S_170,S_170,1.0,,delta,delta,,,,,1,idle,,3,idle,,7,idle,,,5,idle,,9,idle,,,,,,,17,idle,
event_neverland1_04_e_66,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_66,False,,90,90,1.0,,eunhwa,eunhwa,,,,,1,idle,,3,idle,,7,idle,,,5,idle,,9,idle,,,,,,,17,idle,
event_neverland1_04_e_67,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_67,True,,90,90,1.0,,eunhwa,eunhwa,,,,,1,idle,,3,idle,,7,idle,,,5,idle,,9,idle,,,,,,,17,idle,
event_neverland1_04_e_68,40034,event_neverland1_04_e,Monologue,Locale_MainScenario:event_neverland1_04_e_68,False,,black,black,1.0,,,,,,,,1,idle,,3,idle,,7,idle,blanc_c,,5,idle,,9,idle,eunhwa,,,,,,17,idle,delta
event_neverland1_04_e_69,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_69,True,,50,50,1.0,,emma,emma,,,,,1,idle,,3,idle,,,,,,5,idle,,,,,belorta,13,idle,,,,,
event_neverland1_04_e_70,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_70,True,,XS_130,XS_130,1.0,,belorta,belorta,,,,,1,idle,,3,idle,,,,,,5,idle,,,,,,13,idle,,,,,
event_neverland1_04_e_71,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_71,True,,XS_130,XS_130,1.0,,belorta,belorta,,,,,1,idle,,3,idle,,,,,,5,idle,,,,,,13,delight,,,,,
event_neverland1_04_e_72,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_72,False,,S_10,S_10,1.0,,mica_w,mica_w,,,,,1,special,,3,idle,,,,,,5,idle,,,,,,13,delight,,,,,
event_neverland1_04_e_73,40034,event_neverland1_04_e,Self,Locale_MainScenario:event_neverland1_04_e_73,False,,S_10,S_10,1.0,,,,,,,,1,special,,3,idle,,,,,,5,idle,,,,,,13,idle,,,,,
event_neverland1_04_e_74,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_74,True,,S_10,S_10,1.0,,mica_w,mica_w,,,,,1,surprise,,3,idle,,,,,,5,idle,,,,,,13,idle,,,,,
event_neverland1_04_e_75,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_75,True,,S_10,S_10,1.0,,mica_w,mica_w,,,,,1,surprise,,3,idle,,,,,,5,idle,,,,,,13,idle,,,,,
event_neverland1_04_e_76,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_76,True,,13,13,1.0,,belorta,belorta,,,,,1,surprise,,3,idle,,,,,,5,idle,,,,,,13,idle,,,,,
event_neverland1_04_e_77,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_77,True,,50,50,1.0,,emma,emma,,,,,1,surprise,,3,idle,,,,,,5,delight,,,,,,13,idle,,,,,
event_neverland1_04_e_78,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_78,True,,12,12,1.0,,belorta,belorta,,,,,1,surprise,,3,idle,,,,,,5,delight,,,,,,13,delight,,,,,
event_neverland1_04_e_79,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_79,True,,12,1,1.0,,mica_w,mica_w,,,,,1,surprise,,3,idle,,,,,,5,delight,,,,,,13,delight,,,,,
event_neverland1_04_e_80,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_80,True,,1,S_10,1.0,,mica_w,mica_w,,,,,1,surprise,,3,idle,,,,,,5,delight,,,,,,13,delight,,,,,
event_neverland1_04_e_81,40034,event_neverland1_04_e,Choice,Locale_MainScenario:event_neverland1_04_e_81,False,,S_10,S_10,1.0,,,,,,event_neverland1_04_e_83,,1,surprise,,3,idle,,,,,,5,idle,,,,,,13,idle,,,,,
event_neverland1_04_e_82,40034,event_neverland1_04_e,Choice,Locale_MainScenario:event_neverland1_04_e_82,False,,S_10,S_10,1.0,,,,,,event_neverland1_04_e_84,,1,surprise,,3,idle,,,,,,5,idle,,,,,,13,idle,,,,,
event_neverland1_04_e_83,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_83,True,,S_10,S_10,1.0,,mica_w,mica_w,,,event_neverland1_04_e_88,,1,surprise,,3,idle,,,,,,5,idle,,,,,,13,idle,,,,,
event_neverland1_04_e_84,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_84,True,,S_10,S_10,1.0,,mica_w,mica_w,,,,,1,surprise,,3,idle,,,,,,5,idle,,,,,,13,idle,,,,,
event_neverland1_04_e_85,40034,event_neverland1_04_e,Self,Locale_MainScenario:event_neverland1_04_e_85,False,,S_10,S_10,1.0,,,,,,,,1,surprise,,3,idle,,,,,,5,idle,,,,,,13,idle,,,,,
event_neverland1_04_e_86,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_86,True,,S_10,S_10,1.0,,mica_w,mica_w,,,,,1,sad,,3,idle,,,,,,5,idle,,,,,,13,idle,,,,,
event_neverland1_04_e_87,40034,event_neverland1_04_e,Self,Locale_MainScenario:event_neverland1_04_e_87,False,,S_10,S_10,1.0,,,,,,,,1,sad,,3,idle,,,,,,5,idle,,,,,,13,idle,,,,,
event_neverland1_04_e_88,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_88,True,,S_10,S_10,1.0,,mica_w,mica_w,,,,,1,cry,,3,idle,,,,,,5,idle,,,,,,13,idle,,,,,
event_neverland1_04_e_89,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_89,True,,S_10,S_10,1.0,,mica_w,mica_w,,,,,1,cry,,3,idle,,,,,,5,idle,,,,,,13,idle,,,,,
event_neverland1_04_e_90,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_90,True,,S_10,2,1.0,,ludmilla_w,ludmilla_w,,,,,1,cry,,3,smile,,,,,,5,idle,,,,,,13,idle,,,,,
event_neverland1_04_e_91,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_91,False,,2,2,1.0,,mica_w,mica_w,,,,,1,surprise,,3,smile,,,,,,5,idle,,,,,,13,idle,,,,,
event_neverland1_04_e_92,40034,event_neverland1_04_e,Monologue,Locale_MainScenario:event_neverland1_04_e_92,False,,2,2,1.0,,,,,,,,1,surprise,,3,smile,,,,,,5,idle,,,,,,13,idle,,,,,
event_neverland1_04_e_93,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_93,True,,50,50,1.0,,emma,emma,,,,,1,surprise,,3,smile,,,,,,5,delight,,,,,,13,idle,,,,,
event_neverland1_04_e_94,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_94,True,,12,12,1.0,,mica_w,mica_w,,,,,1,idle,,3,idle,,,,,,5,delight,,,,,,13,idle,,,,,
event_neverland1_04_e_95,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_95,True,,12,12,1.0,,belorta,belorta,,,,,1,idle,,3,idle,,,,,,5,delight,,,,,,13,delight,,,,,
event_neverland1_04_e_96,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_96,True,,5,5,1.0,,emma,emma,,,,,1,idle,,3,idle,,,,,,5,idle,,,,,,13,delight,,,,,
event_neverland1_04_e_97,40034,event_neverland1_04_e,Self,Locale_MainScenario:event_neverland1_04_e_97,False,,5,5,1.0,,,,,,,,1,idle,,3,idle,,,,,,5,idle,,,,,,13,idle,,,,,
event_neverland1_04_e_98,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_98,False,,1,1,1.0,,mica_w,mica_w,,,,,1,cry,,3,idle,,,,,,5,idle,,,,,,13,idle,,,,,
event_neverland1_04_e_99,40034,event_neverland1_04_e,Self,Locale_MainScenario:event_neverland1_04_e_99,False,,1,1,1.0,,,,,,,,1,cry,,3,idle,,,,,,5,idle,,,,,,13,idle,,,,,
event_neverland1_04_e_100,40034,event_neverland1_04_e,Monologue,Locale_MainScenario:event_neverland1_04_e_100,False,,1,1,1.0,,,,,,,,1,cry,,3,idle,,,,,,5,idle,,,,,,13,idle,,,,,
event_neverland1_04_e_101,40034,event_neverland1_04_e,Monologue,Locale_MainScenario:event_neverland1_04_e_101,False,,1,S_10,1.0,,,,,,,,1,cry,,3,idle,,,,,,5,idle,,,,,,13,idle,,,,,
event_neverland1_04_e_102,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_102,True,,S_10,S_10,1.0,,mica_w,mica_w,,,,,1,cry,,3,idle,,,,,,5,idle,,,,,,13,idle,,,,,
event_neverland1_04_e_103,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_103,True,,S_10,S_10,1.0,,mica_w,mica_w,,,,,1,cry,,3,idle,,,,,,5,idle,,,,,,13,idle,,,,,
event_neverland1_04_e_104,40034,event_neverland1_04_e,Monologue,Locale_MainScenario:event_neverland1_04_e_104,False,,S_10,S_10,1.0,,,,,,,,1,cry,,3,idle,,,,,,5,idle,,,,,,13,idle,,,,,
event_neverland1_04_e_105,40034,event_neverland1_04_e,Self,Locale_MainScenario:event_neverland1_04_e_105,False,,S_10,S_10,1.0,,,,,,,,1,cry,,3,idle,,,,,,5,idle,,,,,,13,idle,,,,,
event_neverland1_04_e_106,40034,event_neverland1_04_e,Speech,Locale_MainScenario:event_neverland1_04_e_106,True,,XS_130,XS_130,1.0,,belorta,belorta,,,,,1,cry,,3,idle,,,,,,5,idle,,,,,,13,delight,,,,,
