id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim
event_newyearnewsword_02_s_59,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_59,True,,S_130,S_130,1.0,,,officer,officer,,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle
event_newyearnewsword_02_s_60,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_60,True,,S_130,S_130,1.0,,,officer,officer,,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle
event_newyearnewsword_02_s_61,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_61,True,,S_130,S_130,1.0,,,officer,officer,,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle
event_newyearnewsword_02_s_62,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_62,True,,S_130,S_10,1.0,,,hongryeon_o,hongryeon_o,,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle
event_newyearnewsword_02_s_63,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_63,True,,S_10,S_10,1.0,,,hongryeon_o,hongryeon_o,,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle
event_newyearnewsword_02_s_64,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_64,True,,S_10,S_10,1.0,,,officer,officer,,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle
event_newyearnewsword_02_s_65,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_65,True,,S_10,S_130,1.0,,,officer,officer,,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle
event_newyearnewsword_02_s_66,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_66,True,,S_130,S_130,1.0,,,janghwa,janghwa,,,1,idle,,13,surprise,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle
event_newyearnewsword_02_s_67,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_67,True,,S_130,S_130,1.0,,,officer,officer,,,1,idle,,13,surprise,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle
event_newyearnewsword_02_s_68,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_68,True,,S_130,S_130,1.0,,,officer,officer,,,1,idle,,13,surprise,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle
event_newyearnewsword_02_s_69,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_69,True,,S_130,S_130,1.0,,,janghwa,janghwa,,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle
event_newyearnewsword_02_s_70,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_70,True,,S_130,S_130,1.0,,,janghwa,janghwa,,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle
event_newyearnewsword_02_s_71,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_71,True,,S_130,S_130,1.0,,,officer,officer,,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle
event_newyearnewsword_02_s_72,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_72,True,,S_130,S_130,1.0,,,officer,officer,,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle
event_newyearnewsword_02_s_73,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_73,True,,S_130,S_130,1.0,,,officer,officer,,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle
event_newyearnewsword_02_s_74,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_74,True,,S_130,S_130,1.0,,,officer,officer,,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle
event_newyearnewsword_02_s_75,40036,event_newyearnewsword_02_s,Monologue,Locale_SubScenario:event_newyearnewsword_02_s_75,False,,S_130,12,1.0,,,officer,,,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle
event_newyearnewsword_02_s_76,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_76,True,,12,12,1.0,,,hongryeon_o,hongryeon_o,,,1,think,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle
event_newyearnewsword_02_s_77,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_77,True,,12,12,1.0,,,hongryeon_o,hongryeon_o,,,1,think,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle
event_newyearnewsword_02_s_78,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_78,False,,12,12,1.0,,,janghwa,janghwa,,,1,think,,13,void,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle
