id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/2/hide_char_id
event_oldtales2_03_s_12,40062,event_oldtales2_03_s,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales2_03_s_12,False,,5,idle,,17,idle,,13,surprise,,15,surprise,,19,surprise,,1315,1719,1.5,,,3,idle,,
event_oldtales2_03_s_13,40062,event_oldtales2_03_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales2_03_s_13,False,,5,idle,,17,idle,,13,surprise,,15,surprise,,19,surprise,,1719,1719,1.0,,,3,idle,,
event_oldtales2_03_s_14,40062,event_oldtales2_03_s,Speech,hansel,hansel,Locale_MainScenario:event_oldtales2_03_s_14,True,,5,idle,,17,idle,,13,surprise,,15,surprise,,19,surprise,,S_130,S_1300,1.0,,,3,idle,,
event_oldtales2_03_s_15,40062,event_oldtales2_03_s,Speech,hansel,hansel,Locale_MainScenario:event_oldtales2_03_s_15,True,,5,idle,,17,idle,,13,surprise,,15,surprise,,19,surprise,,S_1300,S_1300,1.0,,,3,idle,,
event_oldtales2_03_s_16,40062,event_oldtales2_03_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales2_03_s_16,True,,5,idle,,17,idle,,13,surprise,,15,surprise,,19,surprise,,L_1900,L_1900,1.0,,,3,idle,,
event_oldtales2_03_s_17,40062,event_oldtales2_03_s,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales2_03_s_17,False,,5,idle,,17,idle,,13,surprise,,15,surprise,,19,surprise,,1700,1700,1.0,,,3,idle,,
event_oldtales2_03_s_18,40062,event_oldtales2_03_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_03_s_18,True,,5,idle,,17,idle,,13,surprise,,15,surprise,,19,surprise,,500,500,1.0,,,3,idle,,
event_oldtales2_03_s_19,40062,event_oldtales2_03_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_03_s_19,True,,5,idle,,17,idle,,13,surprise,,15,surprise,,19,surprise,,500,50,1.0,,,3,idle,,
event_oldtales2_03_s_20,40062,event_oldtales2_03_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_03_s_20,False,,5,idle,,17,idle,,13,surprise,,15,surprise,,19,surprise,,50,S_30,1.0,,,3,idle,,
event_oldtales2_03_s_21,40062,event_oldtales2_03_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_03_s_21,True,,5,idle,,17,idle,,13,surprise,,15,surprise,,19,surprise,,S_30,S_300,1.0,,,3,idle,,
event_oldtales2_03_s_22,40062,event_oldtales2_03_s,Narration,,,Locale_MainScenario:event_oldtales2_03_s_22,False,,5,idle,,17,idle,,13,surprise,,15,surprise,,19,surprise,,black,black,1.0,,,3,sad,,
event_oldtales2_03_s_23,40062,event_oldtales2_03_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_03_s_23,False,,5,idle,,17,idle,,13,surprise,,15,surprise,,19,surprise,,S_300,S_300,1.0,,,3,sad,,
event_oldtales2_03_s_24,40062,event_oldtales2_03_s,Speech,hansel,hansel,Locale_MainScenario:event_oldtales2_03_s_24,True,,5,idle,,17,idle,,13,surprise,,15,surprise,,19,surprise,,1315,1315,1.0,,,3,sad,,
event_oldtales2_03_s_25,40062,event_oldtales2_03_s,Speech,hansel,hansel,Locale_MainScenario:event_oldtales2_03_s_25,True,,5,idle,,17,idle,,13,surprise,,15,surprise,,19,surprise,,1315,1315,1.0,,,3,sad,,
event_oldtales2_03_s_26,40062,event_oldtales2_03_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales2_03_s_26,True,,5,idle,,17,idle,,13,surprise,,15,surprise,,19,surprise,,L_190,L_190,1.0,,,3,sad,,
event_oldtales2_03_s_27,40062,event_oldtales2_03_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_03_s_27,True,,5,idle,,17,idle,,13,surprise,,15,surprise,,19,surprise,,S_30,S_30,1.0,,,3,pain,,
event_oldtales2_03_s_28,40062,event_oldtales2_03_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_03_s_28,True,,5,idle,,17,idle,,13,surprise,,15,surprise,,19,surprise,,S_30,S_30,1.0,,,3,pain,,
event_oldtales2_03_s_29,40062,event_oldtales2_03_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_03_s_29,True,,5,idle,,17,idle,,13,surprise,,15,surprise,,19,surprise,,S_30,S_30,1.0,,,3,pain,,
event_oldtales2_03_s_30,40062,event_oldtales2_03_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_03_s_30,True,,5,idle,,17,idle,,13,surprise,,15,surprise,,19,surprise,,S_30,S_300,1.0,,,3,pain,,
event_oldtales2_03_s_31,40062,event_oldtales2_03_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales2_03_s_31,False,,5,idle,,17,idle,,13,surprise,,15,surprise,,19,think,,L_1900,L_1900,1.0,,,3,pain,,
event_oldtales2_03_s_32,40062,event_oldtales2_03_s,Narration,littlemermaid,,Locale_MainScenario:event_oldtales2_03_s_32,False,,5,idle,,17,idle,,13,surprise,,15,surprise,,19,think,,black,black,1.0,,,3,pain,,
event_oldtales2_03_s_33,40062,event_oldtales2_03_s,Narration,littlemermaid,,Locale_MainScenario:event_oldtales2_03_s_33,False,,5,idle,,7,idle,,13,surprise,,15,surprise,,1,think,,black,black,1.0,,,3,pain,,
event_oldtales2_03_s_34,40062,event_oldtales2_03_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales2_03_s_34,True,,5,idle,,7,idle,,13,void,,15,void,,1,think,,31,31,1.0,,,3,pain,,
event_oldtales2_03_s_35,40062,event_oldtales2_03_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_03_s_35,True,,5,idle,,7,idle,,13,void,,15,void,,1,think,,31,31,1.0,,,3,pain,,
event_oldtales2_03_s_36,40062,event_oldtales2_03_s,Narration,cinderella,,Locale_MainScenario:event_oldtales2_03_s_36,False,,5,idle,,7,idle,,13,void,,15,void,,1,think,,31,31,1.0,,,3,pain,,
event_oldtales2_03_s_37,40062,event_oldtales2_03_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales2_03_s_37,False,,5,idle,,7,idle,,13,void,,15,void,,1,surprise,,1,L_10,0.7,,,3,pain,,
event_oldtales2_03_s_38,40062,event_oldtales2_03_s,Narration,littlemermaid,,Locale_MainScenario:event_oldtales2_03_s_38,False,,5,idle,,7,idle,,13,void,,15,void,,1,surprise,,black,black,1.0,,,3,sad,,
event_oldtales2_03_s_39,40062,event_oldtales2_03_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_03_s_39,False,,5,idle,,7,idle,,13,void,,15,void,,1,surprise,,S_30,S_30,1.0,,,3,sad,,
event_oldtales2_03_s_40,40062,event_oldtales2_03_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales2_03_s_40,True,,5,idle,,7,idle,,13,void,,15,void,,1,surprise,,L_10,1,1.0,,,3,sad,,
event_oldtales2_03_s_41,40062,event_oldtales2_03_s,Speech,hansel,hansel,Locale_MainScenario:event_oldtales2_03_s_41,True,,5,idle,,7,idle,,13,void,,15,void,,1,surprise,,1,1315,1.5,,,3,sad,,
event_oldtales2_03_s_42,40062,event_oldtales2_03_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_03_s_42,True,,5,think,,7,idle,,13,void,,15,void,,1,surprise,,50,50,1.0,,,3,sad,,
event_oldtales2_03_s_43,40062,event_oldtales2_03_s,Speech,hansel,hansel,Locale_MainScenario:event_oldtales2_03_s_43,True,,5,think,,7,idle,,13,void,,15,void,,1,surprise,,S_130,S_130,1.0,,,3,sad,,
event_oldtales2_03_s_44,40062,event_oldtales2_03_s,Speech,hansel,hansel,Locale_MainScenario:event_oldtales2_03_s_44,True,,5,think,,7,idle,,13,void,,15,void,,1,surprise,,S_130,1315,1.0,,,3,sad,,
event_oldtales2_03_s_45,40062,event_oldtales2_03_s,Speech,hansel,hansel,Locale_MainScenario:event_oldtales2_03_s_45,True,,5,think,,7,idle,,13,void,,15,void,,1,surprise,,1315,1315,1.0,,,3,sad,,
event_oldtales2_03_s_46,40062,event_oldtales2_03_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_03_s_46,True,,5,idle,,7,idle,,13,void,,15,void,,1,surprise,,500,500,1.0,,,3,sad,,
event_oldtales2_03_s_47,40062,event_oldtales2_03_s,Speech,hansel,hansel,Locale_MainScenario:event_oldtales2_03_s_47,True,,5,idle,,7,idle,,13,void,,15,void,,1,surprise,,1315,1315,1.0,,,3,sad,,
event_oldtales2_03_s_48,40062,event_oldtales2_03_s,Speech,hansel,hansel,Locale_MainScenario:event_oldtales2_03_s_48,True,,5,idle,,7,idle,,13,void,,15,void,,1,surprise,,1315,1315,1.0,,,3,sad,,
event_oldtales2_03_s_49,40062,event_oldtales2_03_s,Speech,hansel,hansel,Locale_MainScenario:event_oldtales2_03_s_49,True,,5,idle,,7,idle,,13,void,,15,void,,1,surprise,,1315,1315,1.0,,,3,sad,,
event_oldtales2_03_s_50,40062,event_oldtales2_03_s,Speech,hansel,hansel,Locale_MainScenario:event_oldtales2_03_s_50,True,,5,idle,,7,idle,,13,void,,15,void,,1,surprise,,1315,1315,1.0,,,3,sad,,
event_oldtales2_03_s_51,40062,event_oldtales2_03_s,Speech,hansel,hansel,Locale_MainScenario:event_oldtales2_03_s_51,True,,5,idle,,7,idle,,13,void,,15,void,,1,surprise,,1315,S_130,1.0,,,3,sad,,
event_oldtales2_03_s_52,40062,event_oldtales2_03_s,Speech,hansel,hansel,Locale_MainScenario:event_oldtales2_03_s_52,True,,5,idle,,7,idle,,13,void,,15,void,,1,surprise,,S_130,S_130,1.0,,,3,sad,,
event_oldtales2_03_s_53,40062,event_oldtales2_03_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_03_s_53,True,,5,idle,,7,idle,,13,void,,15,void,,1,surprise,,S_30,S_30,1.0,,,3,pain,,
event_oldtales2_03_s_54,40062,event_oldtales2_03_s,Speech,hansel,hansel,Locale_MainScenario:event_oldtales2_03_s_54,True,,5,idle,,7,idle,,13,void,,15,void,,1,surprise,,1315,1315,1.0,,,3,pain,,
event_oldtales2_03_s_55,40062,event_oldtales2_03_s,Speech,hansel,hansel,Locale_MainScenario:event_oldtales2_03_s_55,True,,5,idle,,7,idle,,13,void,,15,void,,1,surprise,,1315,1315,1.0,,,3,pain,,
event_oldtales2_03_s_56,40062,event_oldtales2_03_s,Speech,hansel,hansel,Locale_MainScenario:event_oldtales2_03_s_56,True,,5,idle,,7,idle,,13,void,,15,void,,1,surprise,,1315,1315,1.0,,,3,pain,,
event_oldtales2_03_s_57,40062,event_oldtales2_03_s,Speech,hansel,hansel,Locale_MainScenario:event_oldtales2_03_s_57,True,,5,idle,,7,idle,,13,void,,15,void,,1,surprise,,1315,1315,1.0,,,3,pain,,
event_oldtales2_03_s_58,40062,event_oldtales2_03_s,Speech,hansel,hansel,Locale_MainScenario:event_oldtales2_03_s_58,True,,5,idle,,7,idle,,13,void,,15,void,,1,surprise,,1315,1315,1.0,,,3,pain,,
event_oldtales2_03_s_59,40062,event_oldtales2_03_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales2_03_s_59,False,,5,idle,,7,idle,,13,void,,15,void,,1,think,,1315,1,1.5,,,3,pain,,
event_oldtales2_03_s_60,40062,event_oldtales2_03_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales2_03_s_60,True,,5,idle,,7,idle,,13,void,,15,void,,1,think,,1,L_10,1.0,,,3,pain,,
event_oldtales2_03_s_61,40062,event_oldtales2_03_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_03_s_61,True,,5,angry,,7,idle,,13,void,,15,void,,1,think,,50,500,0.7,,,3,pain,,
event_oldtales2_03_s_62,40062,event_oldtales2_03_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales2_03_s_62,True,,5,angry,,7,idle,,13,void,,15,void,,1,think,,L_100,L_100,1.0,,,3,pain,,
event_oldtales2_03_s_63,40062,event_oldtales2_03_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales2_03_s_63,True,,5,angry,,7,idle,,13,void,,15,void,,1,think,,L_100,L_10,1.0,,,3,pain,,
event_oldtales2_03_s_64,40062,event_oldtales2_03_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_03_s_64,True,,5,angry,,7,idle,,13,void,,15,void,,1,think,,50,50,1.0,,,3,pain,,
event_oldtales2_03_s_65,40062,event_oldtales2_03_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales2_03_s_65,True,,5,angry,,7,idle,,13,void,,15,void,,1,think,,L_100,L_100,1.0,,,3,pain,,
event_oldtales2_03_s_66,40062,event_oldtales2_03_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales2_03_s_66,True,,5,angry,,7,idle,,13,void,,15,void,,1,think,,L_100,L_10,0.5,,,3,pain,,
event_oldtales2_03_s_67,40062,event_oldtales2_03_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_03_s_67,True,,5,think,,7,idle,,13,void,,15,void,,1,think,,50,50,1.0,,,3,pain,,
event_oldtales2_03_s_68,40062,event_oldtales2_03_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_03_s_68,False,,5,think,,7,idle,,13,void,,15,void,,1,think,,50,S_30,1.0,,,3,pain,,
event_oldtales2_03_s_69,40062,event_oldtales2_03_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_03_s_69,True,,5,think,,7,idle,,13,void,,15,void,,1,think,,S_30,S_30,1.0,,,3,pain,,
event_oldtales2_03_s_70,40062,event_oldtales2_03_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_03_s_70,True,,5,think,,7,idle,,13,void,,15,void,,1,think,,S_30,S_30,1.0,,,3,pain,,
event_oldtales2_03_s_71,40062,event_oldtales2_03_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_03_s_71,True,,5,think,,7,idle,,13,void,,15,void,,1,think,,S_30,S_30,1.0,,,3,pain,,
event_oldtales2_03_s_72,40062,event_oldtales2_03_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_03_s_72,False,,5,think,,7,idle,,13,void,,15,void,,1,think,,S_30,50,1.0,,,3,pain,,
event_oldtales2_03_s_73,40062,event_oldtales2_03_s,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales2_03_s_73,True,,5,think,,7,worry,,13,void,,15,void,,1,think,,50,75,1.0,,,3,pain,,
event_oldtales2_03_s_74,40062,event_oldtales2_03_s,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales2_03_s_74,True,,5,think,,7,worry,,13,void,,15,void,,1,think,,75,75,1.0,,,3,pain,,
event_oldtales2_03_s_75,40062,event_oldtales2_03_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_03_s_75,True,,5,worry,,7,worry,,13,void,,15,void,,1,think,,75,75,1.0,,,3,pain,,
event_oldtales2_03_s_76,40062,event_oldtales2_03_s,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales2_03_s_76,True,,5,worry,,7,idle,,13,void,,15,void,,1,think,,75,75,1.0,,,3,pain,,
event_oldtales2_03_s_77,40062,event_oldtales2_03_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_03_s_77,True,,5,worry,,7,idle,,13,void,,15,void,,1,think,,75,75,1.0,,,3,pain,,
event_oldtales2_03_s_78,40062,event_oldtales2_03_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_03_s_78,True,,5,worry,,7,idle,,13,void,,15,void,,1,think,,75,75,1.0,,,3,pain,,
event_oldtales2_03_s_79,40062,event_oldtales2_03_s,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales2_03_s_79,True,,5,worry,,7,smile,,13,void,,15,void,,1,think,,75,75,1.0,,,3,pain,,
event_oldtales2_03_s_80,40062,event_oldtales2_03_s,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales2_03_s_80,True,,5,worry,,7,idle,,13,void,,15,void,,1,think,,75,70,1.0,,,3,pain,,
event_oldtales2_03_s_81,40062,event_oldtales2_03_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_03_s_81,True,,5,worry,,7,idle,,13,void,,15,void,,1,think,,S_30,S_30,1.0,,,3,pain,,
event_oldtales2_03_s_82,40062,event_oldtales2_03_s,Narration,,,Locale_MainScenario:event_oldtales2_03_s_82,False,,3,worry,,7,idle,,13,void,,15,void,,1,think,,black,black,1.0,,,3,pain,cinderella,redshoes
event_oldtales2_03_s_83,40062,event_oldtales2_03_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_03_s_83,True,,3,worry,,,,,13,void,,15,void,,1,think,,30,30,1.0,,,,,,
event_oldtales2_03_s_84,40062,event_oldtales2_03_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales2_03_s_84,True,,3,worry,,,,,13,void,,15,void,,1,think,,30,L_10,1.0,,,,,,
event_oldtales2_03_s_85,40062,event_oldtales2_03_s,Speech,hansel,hansel,Locale_MainScenario:event_oldtales2_03_s_85,True,,3,worry,,,,,13,void,,15,void,,1,think,,L_10,S_130,1.0,,,,,,
event_oldtales2_03_s_86,40062,event_oldtales2_03_s,Speech,hansel,hansel,Locale_MainScenario:event_oldtales2_03_s_86,True,,3,worry,,,,,13,void,,15,void,,1,think,,S_130,S_150,1.0,,,,,,
event_oldtales2_03_s_87,40062,event_oldtales2_03_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_03_s_87,True,,3,think,,,,,13,void,,15,void,,1,think,,30,30,1.0,,,,,,
event_oldtales2_03_s_88,40062,event_oldtales2_03_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_03_s_88,True,,3,think,,,,,13,void,,15,void,,1,think,,30,300,1.0,,,,,,
