id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/6/hide_char_id
event_ce004_1_04_s_30,40055,event_ce004_1_04_s,Speech,rapi,rapi,Locale_SubScenario:event_ce004_1_04_s_30,True,,13,idle,,15,idle,,17,idle,,1,idle,,3,idle,,5,idle,,7,idle,,130,130,1.0,,
event_ce004_1_04_s_31,40055,event_ce004_1_04_s,Speech,rapi,rapi,Locale_SubScenario:event_ce004_1_04_s_31,True,,13,idle,,15,idle,,17,idle,,1,idle,,3,idle,,5,idle,,7,idle,,130,130,1.0,,
event_ce004_1_04_s_32,40055,event_ce004_1_04_s,Self,rapi,,Locale_SubScenario:event_ce004_1_04_s_32,False,,13,idle,,15,idle,,17,idle,,1,idle,,3,idle,,5,idle,,7,idle,,130,130,1.0,,
event_ce004_1_04_s_33,40055,event_ce004_1_04_s,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_1_04_s_33,True,,13,idle,,15,idle,,17,idle,,1,idle,,3,idle,,5,idle,,7,idle,,70,70,1.0,,
event_ce004_1_04_s_34,40055,event_ce004_1_04_s,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_1_04_s_34,True,,13,idle,,15,idle,,17,idle,,1,idle,,3,idle,,5,idle,,7,idle,,70,70,1.0,,
event_ce004_1_04_s_35,40055,event_ce004_1_04_s,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_1_04_s_35,True,,13,idle,,15,idle,,17,idle,,1,idle,,3,idle,,5,idle,,7,idle,,70,70,1.0,,
event_ce004_1_04_s_36,40055,event_ce004_1_04_s,Speech,ce004_01,ce004_01,Locale_SubScenario:event_ce004_1_04_s_36,True,,13,idle,,15,idle,,17,idle,,1,idle,,3,idle,,5,idle,,7,idle,,10,10,1.0,,
event_ce004_1_04_s_37,40055,event_ce004_1_04_s,Speech,ce004_01,ce004_01,Locale_SubScenario:event_ce004_1_04_s_37,True,,13,idle,,15,idle,,17,idle,,1,idle,,3,idle,,5,idle,,7,idle,,10,10,1.0,,
event_ce004_1_04_s_38,40055,event_ce004_1_04_s,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_1_04_s_38,True,,13,idle,,15,idle,,17,idle,,1,idle,,3,idle,,5,idle,,7,surprise,,70,70,1.0,,
event_ce004_1_04_s_39,40055,event_ce004_1_04_s,Self,ce004_04,,Locale_SubScenario:event_ce004_1_04_s_39,False,,13,idle,,15,idle,,17,idle,,1,idle,,3,idle,,5,idle,,7,surprise,,70,70,1.0,,
event_ce004_1_04_s_40,40055,event_ce004_1_04_s,Self,ce004_04,,Locale_SubScenario:event_ce004_1_04_s_40,False,,13,idle,,15,idle,,17,idle,,1,idle,,3,idle,,5,idle,,7,surprise,,70,70,1.0,,
event_ce004_1_04_s_41,40055,event_ce004_1_04_s,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_1_04_s_41,True,,13,idle,,15,idle,,17,idle,,1,idle,,3,idle,,5,idle,,7,idle,,70,70,1.0,,
event_ce004_1_04_s_42,40055,event_ce004_1_04_s,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_1_04_s_42,True,,13,idle,,15,idle,,17,idle,,1,idle,,3,idle,,5,idle,,7,idle,,70,70,1.0,,
event_ce004_1_04_s_43,40055,event_ce004_1_04_s,Self,ce004_04,,Locale_SubScenario:event_ce004_1_04_s_43,False,,13,idle,,15,idle,,17,idle,,1,idle,,3,idle,,5,idle,,7,idle,,70,70,1.0,,
event_ce004_1_04_s_44,40055,event_ce004_1_04_s,Monologue,ce004_04,,Locale_SubScenario:event_ce004_1_04_s_44,False,,13,idle,,15,idle,,17,idle,,1,idle,,3,idle,,5,idle,,7,idle,CityForest_03_d,black,black,1.0,none,ce004_04
event_ce004_1_04_s_45,40055,event_ce004_1_04_s,Self,ce004_04_op,,Locale_SubScenario:event_ce004_1_04_s_45,False,,13,idle,,15,idle,,17,idle,,1,idle,,3,idle,,5,idle,,,,,12,12,1.0,event_bgm_ce004_compte,
event_ce004_1_04_s_46,40055,event_ce004_1_04_s,Speech,ce004_04_op,ce004_04,Locale_SubScenario:event_ce004_1_04_s_46,True,,13,idle,,15,idle,,17,idle,,1,idle,,3,idle,,5,idle,ce004_04_op,OP_leftup,idle,,12,12,1.0,,
event_ce004_1_04_s_47,40055,event_ce004_1_04_s,Speech,ce004_04_op,ce004_04,Locale_SubScenario:event_ce004_1_04_s_47,True,,13,idle,,15,idle,,17,idle,,1,idle,,3,idle,,5,idle,,OP_leftup,idle,,12,12,1.0,,
event_ce004_1_04_s_48,40055,event_ce004_1_04_s,Speech,ce004_04_op,ce004_04,Locale_SubScenario:event_ce004_1_04_s_48,True,,13,idle,,15,idle,,17,idle,,1,idle,,3,idle,,5,idle,,OP_leftup,idle,,12,12,1.0,,
event_ce004_1_04_s_49,40055,event_ce004_1_04_s,Self,ce004_04_op,,Locale_SubScenario:event_ce004_1_04_s_49,False,,13,idle,,15,idle,,17,idle,,1,idle,,3,idle,,5,idle,,OP_leftup,idle,,12,12,1.0,,
event_ce004_1_04_s_50,40055,event_ce004_1_04_s,Speech,ce004_04_op,ce004_04,Locale_SubScenario:event_ce004_1_04_s_50,True,,13,idle,,15,idle,,17,idle,,1,idle,,3,idle,,5,idle,,OP_leftup,idle,,12,12,1.0,,
event_ce004_1_04_s_51,40055,event_ce004_1_04_s,Speech,ce004_04_op,ce004_04,Locale_SubScenario:event_ce004_1_04_s_51,True,,13,idle,,15,idle,,17,idle,,1,idle,,3,idle,,5,idle,,OP_leftup,idle,,12,12,1.0,,
event_ce004_1_04_s_52,40055,event_ce004_1_04_s,Speech,ce004_04_op,ce004_04,Locale_SubScenario:event_ce004_1_04_s_52,True,,13,idle,,15,idle,,17,idle,,1,idle,,3,idle,,5,idle,,OP_leftup,idle,,12,12,1.0,,
event_ce004_1_04_s_53,40055,event_ce004_1_04_s,Self,ce004_04_op,,Locale_SubScenario:event_ce004_1_04_s_53,False,,13,idle,,15,idle,,17,idle,,1,idle,,3,idle,,5,idle,,OP_leftup,idle,,12,12,1.0,,
event_ce004_1_04_s_54,40055,event_ce004_1_04_s,Speech,rapi,rapi,Locale_SubScenario:event_ce004_1_04_s_54,True,,13,idle,,15,idle,,17,idle,,1,idle,,3,idle,,5,idle,,OP_leftup,idle,,12,130,1.0,,ce004_04_op
event_ce004_1_04_s_55,40055,event_ce004_1_04_s,Speech,anis,anis,Locale_SubScenario:event_ce004_1_04_s_55,True,,13,idle,,15,idle,,17,idle,,1,idle,,3,idle,,5,idle,,,,,150,150,1.0,,
event_ce004_1_04_s_56,40055,event_ce004_1_04_s,Speech,neon,neon,Locale_SubScenario:event_ce004_1_04_s_56,True,,13,idle,,15,idle,,17,idle,,1,idle,,3,idle,,5,idle,,,,,S_170,S_170,1.0,,
event_ce004_1_04_s_57,40055,event_ce004_1_04_s,Speech,ce004_03,ce004_03,Locale_SubScenario:event_ce004_1_04_s_57,True,,13,idle,,15,idle,,17,idle,,1,idle,,3,idle,,5,idle,,,,,50,50,1.0,,
event_ce004_1_04_s_58,40055,event_ce004_1_04_s,Speech,ce004_02,ce004_02,Locale_SubScenario:event_ce004_1_04_s_58,True,,13,idle,,15,idle,,17,idle,,1,idle,,3,idle,,5,idle,,,,,30,30,1.0,,
event_ce004_1_04_s_59,40055,event_ce004_1_04_s,Speech,ce004_01,ce004_01,Locale_SubScenario:event_ce004_1_04_s_59,True,,13,idle,,15,idle,,17,idle,,1,idle,,3,idle,,5,idle,,,,,10,10,1.0,,
event_ce004_1_04_s_60,40055,event_ce004_1_04_s,Speech,ce004_01,ce004_01,Locale_SubScenario:event_ce004_1_04_s_60,True,,13,idle,,15,idle,,17,idle,,1,idle,,3,idle,,5,idle,,,,,10,10,1.0,,
event_ce004_1_04_s_61,40055,event_ce004_1_04_s,Self,ce004_01,,Locale_SubScenario:event_ce004_1_04_s_61,False,,13,idle,,15,idle,,17,idle,,1,idle,,3,idle,,5,idle,,,,,10,10,1.0,,
event_ce004_1_04_s_62,40055,event_ce004_1_04_s,Speech,ce004_01,ce004_01,Locale_SubScenario:event_ce004_1_04_s_62,True,,13,idle,,15,idle,,17,idle,,1,go,,3,idle,,5,idle,,,,,10,10,1.0,,
event_ce004_1_04_s_63,40055,event_ce004_1_04_s,Speech,ce004_02,ce004_02,Locale_SubScenario:event_ce004_1_04_s_63,True,,13,idle,,15,idle,,17,idle,,1,go,,3,angry,,5,idle,,,,,30,30,1.0,,
event_ce004_1_04_s_64,40055,event_ce004_1_04_s,Speech,ce004_03,ce004_03,Locale_SubScenario:event_ce004_1_04_s_64,True,,13,idle,,15,idle,,17,idle,,1,go,,3,angry,,5,go,,,,,50,50,1.0,,
