id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/hide_char_id,fade,characters/4/hide_char_id,play_sound,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id
event_ce006_1_02_e_16,40079,event_ce006_1_02_e,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_1_02_e_16,True,,6,idle,,2,idle,,12,idle,,14,idle,,5,5,1.0,,,OP_rightup,idle,,4,idle,soundonly_l,,,,,,,
event_ce006_1_02_e_17,40079,event_ce006_1_02_e,Speech,roam,roam,Locale_MainScenario:event_ce006_1_02_e_17,True,,6,idle,,2,idle,,12,idle,,14,idle,,5,5,1.0,,,,,,4,idle,,black,,,,,,
event_ce006_1_02_e_18,40079,event_ce006_1_02_e,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_1_02_e_18,True,,6,idle,,2,idle,,12,idle,,14,idle,,5,5,1.0,,,,,,4,idle,,,,,,,,
event_ce006_1_02_e_19,40079,event_ce006_1_02_e,Speech,roam,roam,Locale_MainScenario:event_ce006_1_02_e_19,True,,6,idle,,2,idle,,12,idle,,14,idle,,5,40,1.3,,,,,,4,idle,,,,,,,,
event_ce006_1_02_e_20,40079,event_ce006_1_02_e,Self,roam,,Locale_MainScenario:event_ce006_1_02_e_20,False,,6,idle,,2,idle,,12,idle,,14,idle,,40,40,1.0,,,,,,4,idle,,,,,,,,
event_ce006_1_02_e_21,40079,event_ce006_1_02_e,Speech,roam,roam,Locale_MainScenario:event_ce006_1_02_e_21,True,,6,idle,,2,idle,,12,idle,,14,idle,,40,40,1.0,,,,,,4,idle,,,,,,,,
event_ce006_1_02_e_22,40079,event_ce006_1_02_e,Speech,roam,roam,Locale_MainScenario:event_ce006_1_02_e_22,True,,6,idle,,2,idle,,12,idle,,14,idle,,40,40,1.0,,,,,,4,idle,,,,,,,,
event_ce006_1_02_e_23,40079,event_ce006_1_02_e,Speech,roam,roam,Locale_MainScenario:event_ce006_1_02_e_23,True,,6,idle,,2,idle,,12,idle,,14,idle,,40,40,1.0,,,,,,4,idle,,,,,,,,
event_ce006_1_02_e_24,40079,event_ce006_1_02_e,Self,roam,,Locale_MainScenario:event_ce006_1_02_e_24,False,,6,idle,,2,idle,,12,idle,,14,idle,,40,40,1.0,,,,,,4,idle,,,,,,,,
event_ce006_1_02_e_25,40079,event_ce006_1_02_e,Speech,roam,roam,Locale_MainScenario:event_ce006_1_02_e_25,True,,6,idle,,2,idle,,12,idle,,14,idle,,40,40,1.0,,,,,,4,idle,,,,,,,,
event_ce006_1_02_e_26,40079,event_ce006_1_02_e,Monologue,roam,,Locale_MainScenario:event_ce006_1_02_e_26,False,,12,idle,,4,idle,,2,idle,,14,idle,,black,black,1.0,,,,,,4,idle,,,roam,sfx_scn_movingrobot,,,,
event_ce006_1_02_e_27,40079,event_ce006_1_02_e,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_1_02_e_27,True,,12,delight,,4,idle,,2,idle,,14,idle,,13,13,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_28,40079,event_ce006_1_02_e,Speech,neon,neon,Locale_MainScenario:event_ce006_1_02_e_28,True,,12,delight,,4,idle,,2,idle,,14,idle,,13,13,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_29,40079,event_ce006_1_02_e,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_1_02_e_29,True,,12,no,,4,idle,,2,idle,,14,idle,,13,13,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_30,40079,event_ce006_1_02_e,Speech,neon,neon,Locale_MainScenario:event_ce006_1_02_e_30,True,,12,no,,4,idle,,2,idle,,14,idle,,13,13,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_31,40079,event_ce006_1_02_e,Speech,anis,anis,Locale_MainScenario:event_ce006_1_02_e_31,True,,12,no,,4,idle,,2,no,,14,idle,,13,1,1.3,,,,,,,,,,,,,,,
event_ce006_1_02_e_32,40079,event_ce006_1_02_e,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_1_02_e_32,False,,12,no,,4,idle,,2,no,,14,idle,,1,1,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_33,40079,event_ce006_1_02_e,Speech,anis,anis,Locale_MainScenario:event_ce006_1_02_e_33,True,,12,no,,4,idle,,2,worry,,14,idle,,1,1,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_34,40079,event_ce006_1_02_e,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_1_02_e_34,False,,12,no,,4,idle,,2,worry,,14,idle,,1,1,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_35,40079,event_ce006_1_02_e,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_1_02_e_35,True,,12,no,,4,idle,,2,worry,,14,idle,,1,1,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_36,40079,event_ce006_1_02_e,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_1_02_e_36,True,,12,delight,,4,idle,,2,worry,,14,idle,,1,1,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_37,40079,event_ce006_1_02_e,Speech,neon,neon,Locale_MainScenario:event_ce006_1_02_e_37,True,,12,delight,,4,idle,,2,worry,,14,delight,,S_140,S_140,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_38,40079,event_ce006_1_02_e,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_1_02_e_38,True,,12,delight,,4,idle,,2,worry,,14,delight,,1,1,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_39,40079,event_ce006_1_02_e,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_1_02_e_39,True,,12,delight,,4,idle,,2,worry,,14,delight,,1,1,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_40,40079,event_ce006_1_02_e,Speech,anis,anis,Locale_MainScenario:event_ce006_1_02_e_40,True,,12,delight,,4,idle,,2,void,,14,delight,,1,1,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_41,40079,event_ce006_1_02_e,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_1_02_e_41,True,,12,delight,,4,idle,,2,void,,14,delight,,1,1,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_42,40079,event_ce006_1_02_e,Speech,anis,anis,Locale_MainScenario:event_ce006_1_02_e_42,True,,12,delight,,4,idle,,2,void,,14,delight,,1,1,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_43,40079,event_ce006_1_02_e,Speech,anis,anis,Locale_MainScenario:event_ce006_1_02_e_43,True,,12,delight,,4,idle,,2,void,,14,delight,,1,1,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_44,40079,event_ce006_1_02_e,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_1_02_e_44,True,,12,no,,4,idle,,2,void,,14,delight,,1,1,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_45,40079,event_ce006_1_02_e,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_1_02_e_45,True,,12,no,,4,idle,,2,void,,14,delight,,1,1,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_46,40079,event_ce006_1_02_e,Speech,anis,anis,Locale_MainScenario:event_ce006_1_02_e_46,True,,12,no,,4,idle,,2,void,,14,delight,,1,1,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_47,40079,event_ce006_1_02_e,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_1_02_e_47,True,,12,no,,4,idle,,2,void,,14,delight,,1,1,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_48,40079,event_ce006_1_02_e,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_1_02_e_48,False,,12,no,,4,idle,,2,void,,14,delight,,1,1,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_49,40079,event_ce006_1_02_e,Speech,anis,anis,Locale_MainScenario:event_ce006_1_02_e_49,False,,12,no,,4,idle,,2,idle,,14,delight,,1,1,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_50,40079,event_ce006_1_02_e,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_1_02_e_50,True,,12,delight,,4,idle,,2,idle,,14,delight,,1,1,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_51,40079,event_ce006_1_02_e,Speech,anis,anis,Locale_MainScenario:event_ce006_1_02_e_51,True,,12,delight,,4,idle,,2,delight,,14,delight,,1,1,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_52,40079,event_ce006_1_02_e,Speech,anis,anis,Locale_MainScenario:event_ce006_1_02_e_52,True,,12,delight,,4,idle,,2,idle,,14,delight,,1,1,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_53,40079,event_ce006_1_02_e,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_1_02_e_53,True,,12,delight,,4,idle,,2,idle,,14,delight,,1,1,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_54,40079,event_ce006_1_02_e,Speech,roam,roam,Locale_MainScenario:event_ce006_1_02_e_54,False,,12,no,,4,idle,,2,void,,14,delight,,black,black,1.0,none,,,,,,,,,,,,,,
event_ce006_1_02_e_55,40079,event_ce006_1_02_e,Self,roam,,Locale_MainScenario:event_ce006_1_02_e_55,False,,12,no,,4,idle,,2,void,,14,delight,,1,1,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_56,40079,event_ce006_1_02_e,Speech,roam,roam,Locale_MainScenario:event_ce006_1_02_e_56,False,,12,no,,4,idle,,2,void,,14,delight,,1,1,1.0,bgm_story_armageddon,,,,,,,,,,,,,,
event_ce006_1_02_e_57,40079,event_ce006_1_02_e,Self,roam,,Locale_MainScenario:event_ce006_1_02_e_57,False,,12,no,,4,idle,,2,void,,14,delight,,1,1,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_58,40079,event_ce006_1_02_e,Speech,rapi,rapi,Locale_MainScenario:event_ce006_1_02_e_58,False,,12,no,,4,angry,,2,void,,14,delight,,1,3,1.3,,,,,,,,,,,,,,,
event_ce006_1_02_e_59,40079,event_ce006_1_02_e,Monologue,rapi,,Locale_MainScenario:event_ce006_1_02_e_59,False,roam,12,idle,,1,angry,,2,void,,14,idle,,black,black,1.0,,,,,,,,,,,sfx_scn_runaway,ce006_01,rapi,anis,neon
event_ce006_1_02_e_60,40079,event_ce006_1_02_e,Speech,roam,roam,Locale_MainScenario:event_ce006_1_02_e_60,True,,12,idle,,,,,,,,,,,12,120,1.3,,,,,,,,,,,,,,,
event_ce006_1_02_e_61,40079,event_ce006_1_02_e,Self,roam,,Locale_MainScenario:event_ce006_1_02_e_61,False,,12,idle,,,,,,,,,,,120,120,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_62,40079,event_ce006_1_02_e,Monologue,roam,,Locale_MainScenario:event_ce006_1_02_e_62,False,,12,idle,,,,,,,,,,,black,black,1.0,,,,,,,,,,,sfx_scn_heavywhoosh,roam,,,
event_ce006_1_02_e_63,40079,event_ce006_1_02_e,Monologue,roam,,Locale_MainScenario:event_ce006_1_02_e_63,False,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_64,40079,event_ce006_1_02_e,Monologue,roam,,Locale_MainScenario:event_ce006_1_02_e_64,False,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_65,40079,event_ce006_1_02_e,Monologue,roam,,Locale_MainScenario:event_ce006_1_02_e_65,False,ce006_01,5,angry,rapi,1,angry,anis,15,angry,neon,13,idle,,black,black,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_66,40079,event_ce006_1_02_e,Monologue,ce006_01,,Locale_MainScenario:event_ce006_1_02_e_66,False,,5,angry,,1,angry,,15,angry,,13,idle,,black,black,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_67,40079,event_ce006_1_02_e,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_1_02_e_67,True,,5,angry,,1,angry,,15,angry,,13,idle,,5,50,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_68,40079,event_ce006_1_02_e,Speech,rapi,rapi,Locale_MainScenario:event_ce006_1_02_e_68,True,,5,angry,,1,angry,,15,angry,,13,idle,,12,12,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_69,40079,event_ce006_1_02_e,Speech,neon,neon,Locale_MainScenario:event_ce006_1_02_e_69,True,,5,angry,,1,angry,,15,angry,,13,surprise,,12,12,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_70,40079,event_ce006_1_02_e,Speech,anis,anis,Locale_MainScenario:event_ce006_1_02_e_70,True,,5,angry,,1,angry,,15,angry,,13,surprise,,12,14,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_71,40079,event_ce006_1_02_e,Monologue,anis,,Locale_MainScenario:event_ce006_1_02_e_71,False,,5,angry,,2,idle,,13,angry,,15,surprise,EventScene_memoriesteller_02,black,black,1.0,none,,,,,,,,black,,,ce006_01,rapi,anis,neon
event_ce006_1_02_e_72,40079,event_ce006_1_02_e,Monologue,anis,,Locale_MainScenario:event_ce006_1_02_e_72,False,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_73,40079,event_ce006_1_02_e,Speech,roam,roam,Locale_MainScenario:event_ce006_1_02_e_73,True,,,,,,,,,,,,,,memoriesteller_02_01,memoriesteller_02_02,1.3,bgm_recognition,,,,,,,,,,,,,,
event_ce006_1_02_e_74,40079,event_ce006_1_02_e,Speech,roam,roam,Locale_MainScenario:event_ce006_1_02_e_74,True,,,,,,,,,,,,,,memoriesteller_02_02,memoriesteller_02_02,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_75,40079,event_ce006_1_02_e,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_1_02_e_75,True,,,,,,,,,,,,,,memoriesteller_02_02,memoriesteller_02_02,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_76,40079,event_ce006_1_02_e,Speech,anis,anis,Locale_MainScenario:event_ce006_1_02_e_76,True,,,,,,,,,,,,,,memoriesteller_02_02,memoriesteller_02_02,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_77,40079,event_ce006_1_02_e,Self,anis,,Locale_MainScenario:event_ce006_1_02_e_77,False,,,,,,,,,,,,,,memoriesteller_02_02,memoriesteller_02_02,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_78,40079,event_ce006_1_02_e,Speech,rapi,rapi,Locale_MainScenario:event_ce006_1_02_e_78,True,,,,,,,,,,,,,,memoriesteller_02_02,memoriesteller_02_02,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_79,40079,event_ce006_1_02_e,Monologue,rapi,,Locale_MainScenario:event_ce006_1_02_e_79,False,,,,,,,,,,,,,,memoriesteller_02_02,memoriesteller_02_03,1.5,,,,,,,,,,,,,,,
event_ce006_1_02_e_80,40079,event_ce006_1_02_e,Speech,rapi,rapi,Locale_MainScenario:event_ce006_1_02_e_80,True,,,,,,,,,,,,,,memoriesteller_02_03,memoriesteller_02_03,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_81,40079,event_ce006_1_02_e,Speech,rapi,rapi,Locale_MainScenario:event_ce006_1_02_e_81,True,,,,,,,,,,,,,,memoriesteller_02_03,memoriesteller_02_03,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_82,40079,event_ce006_1_02_e,Speech,rapi,rapi,Locale_MainScenario:event_ce006_1_02_e_82,True,,,,,,,,,,,,,,memoriesteller_02_03,memoriesteller_02_03,1.3,,,,,,,,,,,,,,,
event_ce006_1_02_e_83,40079,event_ce006_1_02_e,Speech,anis,anis,Locale_MainScenario:event_ce006_1_02_e_83,True,,,,,,,,,,,,,,memoriesteller_02_03,memoriesteller_02_03,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_84,40079,event_ce006_1_02_e,Speech,rapi,rapi,Locale_MainScenario:event_ce006_1_02_e_84,True,,,,,,,,,,,,,,memoriesteller_02_03,memoriesteller_02_03,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_85,40079,event_ce006_1_02_e,Speech,rapi,rapi,Locale_MainScenario:event_ce006_1_02_e_85,True,,,,,,,,,,,,,,memoriesteller_02_03,memoriesteller_02_03,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_86,40079,event_ce006_1_02_e,Speech,roam,roam,Locale_MainScenario:event_ce006_1_02_e_86,True,,,,,,,,,,,,,,memoriesteller_02_03,memoriesteller_02_03,1.3,,,,,,,,,,,,,,,
event_ce006_1_02_e_87,40079,event_ce006_1_02_e,Speech,rapi,rapi,Locale_MainScenario:event_ce006_1_02_e_87,True,,,,,,,,,,,,,,memoriesteller_02_03,memoriesteller_02_03,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_88,40079,event_ce006_1_02_e,Speech,roam,roam,Locale_MainScenario:event_ce006_1_02_e_88,True,,,,,,,,,,,,,,memoriesteller_02_03,memoriesteller_02_03,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_89,40079,event_ce006_1_02_e,Speech,rapi,rapi,Locale_MainScenario:event_ce006_1_02_e_89,True,,,,,,,,,,,,,,memoriesteller_02_03,memoriesteller_02_03,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_90,40079,event_ce006_1_02_e,Self,rapi,,Locale_MainScenario:event_ce006_1_02_e_90,False,,,,,,,,,,,,,,memoriesteller_02_03,memoriesteller_02_03,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_91,40079,event_ce006_1_02_e,Speech,rapi,rapi,Locale_MainScenario:event_ce006_1_02_e_91,True,,,,,,,,,,,,,,memoriesteller_02_03,memoriesteller_02_03,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_92,40079,event_ce006_1_02_e,Speech,rapi,rapi,Locale_MainScenario:event_ce006_1_02_e_92,True,,,,,,,,,,,,,,memoriesteller_02_03,memoriesteller_02_03,1.0,,,,,,,,,,,,,,,
event_ce006_1_02_e_93,40079,event_ce006_1_02_e,Speech,roam,roam,Locale_MainScenario:event_ce006_1_02_e_93,True,,,,rapi,2,idle,,,,,,,,1,1,1.0,,,,,roam,12,idle,,black,,,,,,
event_ce006_1_02_e_94,40079,event_ce006_1_02_e,Speech,rapi,rapi,Locale_MainScenario:event_ce006_1_02_e_94,True,,,,,2,idle,,,,,,,,1,1,1.0,,,,,,12,idle,,,,,,,,
event_ce006_1_02_e_95,40079,event_ce006_1_02_e,Speech,roam,roam,Locale_MainScenario:event_ce006_1_02_e_95,True,,,,,2,idle,,,,,,,,1,120,1.3,,,,,,12,idle,,,,,,,,
event_ce006_1_02_e_96,40079,event_ce006_1_02_e,Self,roam,,Locale_MainScenario:event_ce006_1_02_e_96,False,,,,,2,idle,,,,,,,,120,120,1.0,,,,,,12,idle,,,,,,,,
