id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,play_sound,set_camera_shake,set_filter_01,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
event_exnii2_04_e_36,40071,event_exnii2_04_e,Speech,pepper,pepper,Locale_SubScenario:event_exnii2_04_e_36,True,,event_exnii_talk_02,event_exnii_talk_04,1.0,,,,,,,3,sad,,,1,idle,,,13,idle,,,,,,,,,
event_exnii2_04_e_37,40071,event_exnii2_04_e,Speech,ce005_01,ce005_01,Locale_SubScenario:event_exnii2_04_e_37,False,,event_exnii_talk_04,3,1.0,,,,,,,3,sad,,,1,idle,,,13,idle,,,,,,,,,
event_exnii2_04_e_38,40071,event_exnii2_04_e,Speech,pepper,pepper,Locale_SubScenario:event_exnii2_04_e_38,True,RedBeach_3,1,1,1.0,,black,,,,,3,sad,ce005_01,,1,idle,,,13,idle,,,,,,,,,
event_exnii2_04_e_39,40071,event_exnii2_04_e,Speech,pepper,pepper,Locale_SubScenario:event_exnii2_04_e_39,True,,1,1,1.0,,,,,,,,,,,1,idle,,,13,idle,,,,,,,,,
event_exnii2_04_e_40,40071,event_exnii2_04_e,Speech,npc_massnikke,npc_massnikke,Locale_SubScenario:event_exnii2_04_e_40,True,,1,event_exnii_talk_02,1.0,,,,,,,,,,,1,idle,,,13,idle,,,,,,,,,
event_exnii2_04_e_41,40071,event_exnii2_04_e,Speech,pepper,pepper,Locale_SubScenario:event_exnii2_04_e_41,True,,event_exnii_talk_02,event_exnii_talk_02,1.0,,,,,,,,,,,1,idle,,,13,idle,,,,,,,,,
event_exnii2_04_e_42,40071,event_exnii2_04_e,Speech,npc_massnikke,npc_massnikke,Locale_SubScenario:event_exnii2_04_e_42,True,,event_exnii_talk_02,event_exnii_talk_02,1.0,,,,,,,,,,,1,idle,,,13,idle,,,,,,,,,
event_exnii2_04_e_43,40071,event_exnii2_04_e,Speech,pepper,pepper,Locale_SubScenario:event_exnii2_04_e_43,True,,event_exnii_talk_02,1,1.0,,,,,,,,,,,1,idle,,,13,idle,,,,,,,,,
event_exnii2_04_e_44,40071,event_exnii2_04_e,Speech,pepper,pepper,Locale_SubScenario:event_exnii2_04_e_44,True,,1,1,1.0,,,,,,,,,,,1,idle,,,13,idle,,,,,,,,,
event_exnii2_04_e_45,40071,event_exnii2_04_e,Speech,pepper,pepper,Locale_SubScenario:event_exnii2_04_e_45,True,,1,1,1.0,,,,,,,,,,,1,idle,,,13,idle,,,,,,,,,
event_exnii2_04_e_46,40071,event_exnii2_04_e,Narration,pepper,,Locale_SubScenario:event_exnii2_04_e_46,False,,1,1,1.0,,,,,,,,,,,1,idle,,,13,idle,,,,,,,,,
event_exnii2_04_e_47,40071,event_exnii2_04_e,Speech,pepper,pepper,Locale_SubScenario:event_exnii2_04_e_47,True,,1,10,1.0,,,,,,,,,,,1,delight,,,13,idle,,,,,,,,,
event_exnii2_04_e_48,40071,event_exnii2_04_e,Speech,pepper,pepper,Locale_SubScenario:event_exnii2_04_e_48,True,,10,10,1.0,,,,,,,,,,,1,delight,,,13,idle,,,,,,,,,
event_exnii2_04_e_49,40071,event_exnii2_04_e,Speech,pepper,pepper,Locale_SubScenario:event_exnii2_04_e_49,True,,10,10,1.0,,,,,,,,,,,1,delight,,,13,idle,,,,,,,,,
event_exnii2_04_e_50,40071,event_exnii2_04_e,Speech,pepper,pepper,Locale_SubScenario:event_exnii2_04_e_50,True,,10,10,1.0,,,,,,,,,,,1,delight,,,13,idle,,,,,,,,,
event_exnii2_04_e_51,40071,event_exnii2_04_e,Speech,pepper,pepper,Locale_SubScenario:event_exnii2_04_e_51,True,,10,10,1.0,,,,,,,,,,,1,idle,,,13,idle,,,,,,,,,
event_exnii2_04_e_52,40071,event_exnii2_04_e,Speech,npc_massnikke,npc_massnikke,Locale_SubScenario:event_exnii2_04_e_52,True,,10,130,1.0,,,,,,,,,,,1,idle,,,13,idle,,,,,,,,,
event_exnii2_04_e_53,40071,event_exnii2_04_e,Speech,pepper,pepper,Locale_SubScenario:event_exnii2_04_e_53,True,,10,10,1.0,,,,,,,,,,,1,surprise,,,13,idle,,,,,,,,,
event_exnii2_04_e_54,40071,event_exnii2_04_e,Narration,,,Locale_SubScenario:event_exnii2_04_e_54,False,,black,black,1.0,,,sfx_scn_1shot,Low_2,Blur_Middle,,,,,,1,surprise,pepper,,13,idle,idollflower,,,,,,,,
event_exnii2_04_e_55,40071,event_exnii2_04_e,Speech,,unknown,Locale_SubScenario:event_exnii2_04_e_55,True,Hospital,event_exnii_talk_05,event_exnii_talk_05,1.0,,black,,,Blur_Middle,,,,,,,,,,,,,,,,,,,,
event_exnii2_04_e_56,40071,event_exnii2_04_e,Speech,pepper,pepper,Locale_SubScenario:event_exnii2_04_e_56,True,,event_exnii_talk_05,event_exnii_talk_05,1.0,,,,,Blur_Low,,,,,pepper,1,angry,,ce005_03,13,think,,,,,,,,,
event_exnii2_04_e_57,40071,event_exnii2_04_e,Speech,ce005_03,unknown,Locale_SubScenario:event_exnii2_04_e_57,True,,event_exnii_talk_05,event_exnii_talk_05,1.0,,,,,,ce005_01,3,sad,,,1,angry,,,13,think,,,,,,,,,
event_exnii2_04_e_58,40071,event_exnii2_04_e,Speech,pepper,ce005_01,Locale_SubScenario:event_exnii2_04_e_58,False,,event_exnii_talk_05,3,1.0,,,,,,,3,sad,,,1,angry,,,13,think,,,,,,,,,
event_exnii2_04_e_59,40071,event_exnii2_04_e,Speech,pepper,pepper,Locale_SubScenario:event_exnii2_04_e_59,True,,3,event_exnii_talk_05,1.0,,,,,,,3,sad,,,1,idle,,,13,think,,,,,,,,,
event_exnii2_04_e_60,40071,event_exnii2_04_e,Speech,pepper,pepper,Locale_SubScenario:event_exnii2_04_e_60,True,,event_exnii_talk_05,event_exnii_talk_05,1.0,,,,,,,3,sad,,,1,idle,,,13,think,,,,,,,,,
event_exnii2_04_e_61,40071,event_exnii2_04_e,Speech,ce005_03,ce005_03,Locale_SubScenario:event_exnii2_04_e_61,True,,event_exnii_talk_05,event_exnii_talk_05,1.0,,,,,,,3,idle,,,1,idle,,,13,sad,,,,,,,,,
event_exnii2_04_e_62,40071,event_exnii2_04_e,Speech,ce005_03,ce005_03,Locale_SubScenario:event_exnii2_04_e_62,True,,event_exnii_talk_05,event_exnii_talk_05,1.0,,,,,,,3,idle,,,1,idle,,,13,sad,,,,,,,,,
event_exnii2_04_e_63,40071,event_exnii2_04_e,Speech,pepper,pepper,Locale_SubScenario:event_exnii2_04_e_63,True,,event_exnii_talk_05,event_exnii_talk_05,1.0,,,,,,,3,idle,,,1,idle,,,13,sad,,,,,,,,,
event_exnii2_04_e_64,40071,event_exnii2_04_e,Narration,pepper,,Locale_SubScenario:event_exnii2_04_e_64,False,,event_exnii_talk_05,1,1.0,,,,,,,3,idle,,,1,shy,,,13,sad,,,,,,,,,
event_exnii2_04_e_65,40071,event_exnii2_04_e,Narration,pepper,,Locale_SubScenario:event_exnii2_04_e_65,False,,1,1,1.0,,,,,,,3,idle,,,1,shy,,,13,sad,,,,,,,,,
event_exnii2_04_e_66,40071,event_exnii2_04_e,Speech,pepper,pepper,Locale_SubScenario:event_exnii2_04_e_66,True,,1,event_exnii_talk_04,1.0,,,,,,,3,idle,,,1,shy,,,13,sad,,,,,,,,,
event_exnii2_04_e_67,40071,event_exnii2_04_e,Speech,ce005_01,ce005_01,Locale_SubScenario:event_exnii2_04_e_67,True,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,,,3,no,,,1,idle,,,13,sad,,,,,,,,,
event_exnii2_04_e_68,40071,event_exnii2_04_e,Speech,pepper,pepper,Locale_SubScenario:event_exnii2_04_e_68,True,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,,,3,idle,,,1,idle,,,13,sad,,,,,,,,,
event_exnii2_04_e_69,40071,event_exnii2_04_e,Speech,pepper,pepper,Locale_SubScenario:event_exnii2_04_e_69,True,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,,,3,idle,,,1,idle,,,13,sad,,,,,,,,,
event_exnii2_04_e_70,40071,event_exnii2_04_e,Speech,pepper,pepper,Locale_SubScenario:event_exnii2_04_e_70,True,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,,,3,idle,,,1,idle,,,13,idle,,,,,,,,,
event_exnii2_04_e_71,40071,event_exnii2_04_e,Speech,pepper,pepper,Locale_SubScenario:event_exnii2_04_e_71,True,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,,,3,idle,,,1,idle,,,13,idle,,,,,,,,,
event_exnii2_04_e_72,40071,event_exnii2_04_e,Speech,ce005_01,ce005_01,Locale_SubScenario:event_exnii2_04_e_72,True,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,,,3,idle,,,1,idle,,,13,idle,,,,,,,,,
event_exnii2_04_e_73,40071,event_exnii2_04_e,Speech,pepper,pepper,Locale_SubScenario:event_exnii2_04_e_73,True,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,,,3,shy,,,1,delight,,,13,idle,,,,,,,,,
event_exnii2_04_e_74,40071,event_exnii2_04_e,Narration,ce005_01,,Locale_SubScenario:event_exnii2_04_e_74,False,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,,,3,shy,,,1,delight,,,13,idle,,,,,,,,,
event_exnii2_04_e_75,40071,event_exnii2_04_e,Speech,ce005_01,ce005_01,Locale_SubScenario:event_exnii2_04_e_75,True,,event_exnii_talk_04,30,1.0,,,,,,,3,delight,,,1,delight,,,13,idle,,,,,,,,,
event_exnii2_04_e_76,40071,event_exnii2_04_e,Speech,ce005_01,ce005_01,Locale_SubScenario:event_exnii2_04_e_76,True,,30,30,1.0,,,,,,,3,delight,,,1,delight,,,13,idle,,,,,,,,,
