id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
event_secretgarden_04_s_30,40063,event_secretgarden_04_s,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_04_s_30,True,,31,113,1.0,,,,1,angry,,13,idle,,3,idle
event_secretgarden_04_s_31,40063,event_secretgarden_04_s,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_04_s_31,True,,113,113,1.0,,,,1,angry,,13,idle,,3,idle
event_secretgarden_04_s_32,40063,event_secretgarden_04_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_s_32,True,,113,113,1.0,,,,1,sad,,13,idle,,3,idle
event_secretgarden_04_s_33,40063,event_secretgarden_04_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_s_33,True,,113,113,1.0,,,,1,sad,,13,idle,,3,idle
event_secretgarden_04_s_34,40063,event_secretgarden_04_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_s_34,True,,113,113,1.0,,,,1,sad,,13,idle,,3,idle
event_secretgarden_04_s_35,40063,event_secretgarden_04_s,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_04_s_35,True,,113,113,1.0,,,,1,sad,,13,sad,,3,idle
event_secretgarden_04_s_36,40063,event_secretgarden_04_s,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_04_s_36,True,,113,113,1.0,,,,1,sad,,13,sad,,3,idle
event_secretgarden_04_s_37,40063,event_secretgarden_04_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_s_37,True,,113,113,1.0,,,,1,sad,,13,sad,,3,idle
event_secretgarden_04_s_38,40063,event_secretgarden_04_s,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_04_s_38,True,,113,113,1.0,,,,1,sad,,13,sad,,3,idle
event_secretgarden_04_s_39,40063,event_secretgarden_04_s,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_04_s_39,True,,113,113,1.0,,,,1,sad,,13,sad,,3,idle
event_secretgarden_04_s_40,40063,event_secretgarden_04_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_s_40,True,,113,113,1.0,,,,1,sad,,13,sad,,3,idle
event_secretgarden_04_s_41,40063,event_secretgarden_04_s,Speech,nero,nero,Locale_SubScenario:event_secretgarden_04_s_41,True,,113,31,1.0,,,,1,sad,,13,sad,,3,idle
event_secretgarden_04_s_42,40063,event_secretgarden_04_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_s_42,True,,31,31,1.0,,,,1,sad,,13,sad,,3,idle
event_secretgarden_04_s_43,40063,event_secretgarden_04_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_s_43,True,,31,31,1.0,,,,1,sad,,13,sad,,3,idle
event_secretgarden_04_s_44,40063,event_secretgarden_04_s,Self,flora,,Locale_SubScenario:event_secretgarden_04_s_44,False,,31,1,1.0,,,,1,sad,,13,sad,,3,idle
event_secretgarden_04_s_45,40063,event_secretgarden_04_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_s_45,True,,1,1,1.0,,,,1,sad,,13,sad,,3,idle
event_secretgarden_04_s_46,40063,event_secretgarden_04_s,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_04_s_46,True,,XS_130,XS_130,1.0,,,,1,sad,,13,sad,,3,idle
event_secretgarden_04_s_47,40063,event_secretgarden_04_s,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_04_s_47,True,,XS_130,XS_130,1.0,,,,1,sad,,13,sad,,3,idle
event_secretgarden_04_s_48,40063,event_secretgarden_04_s,Speech,nero,nero,Locale_SubScenario:event_secretgarden_04_s_48,True,,L_30,L_30,1.0,,,,1,sad,,13,sad,,3,idle
event_secretgarden_04_s_49,40063,event_secretgarden_04_s,Self,nero,,Locale_SubScenario:event_secretgarden_04_s_49,False,,XS_130,XS_130,1.0,,,,1,sad,,13,sad,,3,idle
event_secretgarden_04_s_50,40063,event_secretgarden_04_s,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_04_s_50,True,,XS_130,XS_1300,1.0,,,,1,sad,,13,sad,,3,idle
event_secretgarden_04_s_51,40063,event_secretgarden_04_s,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_04_s_51,True,,XS_1300,XS_1300,1.0,,,,1,sad,,13,sad,,3,idle
event_secretgarden_04_s_52,40063,event_secretgarden_04_s,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_04_s_52,True,,XS_1300,XS_1300,1.0,,,,1,sad,,13,sad,,3,idle
event_secretgarden_04_s_53,40063,event_secretgarden_04_s,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_04_s_53,True,,XS_1300,XS_1300,1.0,,,,1,sad,,13,angry,,3,idle
event_secretgarden_04_s_54,40063,event_secretgarden_04_s,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_04_s_54,True,,XS_1300,XS_1300,1.0,,,,1,sad,,13,angry,,3,idle
event_secretgarden_04_s_55,40063,event_secretgarden_04_s,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_04_s_55,True,,XS_1300,XS_130,1.0,,,,1,sad,,13,sad,,3,idle
event_secretgarden_04_s_56,40063,event_secretgarden_04_s,Self,biscuit,,Locale_SubScenario:event_secretgarden_04_s_56,False,,XS_130,XS_130,1.0,,,,1,sad,,13,sad,,3,idle
event_secretgarden_04_s_57,40063,event_secretgarden_04_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_s_57,True,,XS_130,10,1.0,,,,1,sad,,13,sad,,3,idle
event_secretgarden_04_s_58,40063,event_secretgarden_04_s,Self,flora,,Locale_SubScenario:event_secretgarden_04_s_58,False,,10,10,1.0,,,,1,sad,,13,sad,,3,idle
event_secretgarden_04_s_59,40063,event_secretgarden_04_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_s_59,True,,10,10,1.0,,,,1,angry,,13,sad,,3,idle
event_secretgarden_04_s_60,40063,event_secretgarden_04_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_s_60,True,,10,100,1.0,,,,1,angry,,13,sad,,3,idle
event_secretgarden_04_s_61,40063,event_secretgarden_04_s,Self,flora,,Locale_SubScenario:event_secretgarden_04_s_61,False,,100,100,1.0,,,,1,angry,,13,sad,,3,idle
event_secretgarden_04_s_62,40063,event_secretgarden_04_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_s_62,True,,100,100,1.0,,,,1,angry,,13,sad,,3,idle
event_secretgarden_04_s_63,40063,event_secretgarden_04_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_s_63,True,,100,10,1.0,,,,1,angry,,13,sad,,3,idle
event_secretgarden_04_s_64,40063,event_secretgarden_04_s,Speech,nero,nero,Locale_SubScenario:event_secretgarden_04_s_64,True,,10,31,1.0,,,,1,angry,,13,sad,,3,idle
event_secretgarden_04_s_65,40063,event_secretgarden_04_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_s_65,True,,31,31,1.0,,,,1,angry,,13,sad,,3,idle
event_secretgarden_04_s_66,40063,event_secretgarden_04_s,Speech,nero,nero,Locale_SubScenario:event_secretgarden_04_s_66,True,,31,31,1.0,,,,1,angry,,13,sad,,3,idle
event_secretgarden_04_s_67,40063,event_secretgarden_04_s,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_04_s_67,True,,31,113,1.5,,,,1,angry,,13,sad,,3,idle
event_secretgarden_04_s_68,40063,event_secretgarden_04_s,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_04_s_68,True,,113,113,1.0,,,,1,angry,,13,sad,,3,idle
event_secretgarden_04_s_69,40063,event_secretgarden_04_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_s_69,True,,113,113,1.0,,,,1,angry,,13,sad,,3,idle
event_secretgarden_04_s_70,40063,event_secretgarden_04_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_s_70,True,,113,10,1.0,,,,1,angry,,13,sad,,3,idle
event_secretgarden_04_s_71,40063,event_secretgarden_04_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_s_71,True,,10,10,1.0,,,,1,angry,,13,sad,,3,idle
event_secretgarden_04_s_72,40063,event_secretgarden_04_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_s_72,True,,10,10,1.0,,,,1,angry,,13,sad,,3,idle
event_secretgarden_04_s_73,40063,event_secretgarden_04_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_s_73,True,,10,10,1.0,,,,1,angry,,13,sad,,3,idle
event_secretgarden_04_s_74,40063,event_secretgarden_04_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_s_74,True,,10,10,1.0,,,,1,angry,,13,sad,,3,idle
event_secretgarden_04_s_75,40063,event_secretgarden_04_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_s_75,True,,10,10,1.0,,,,1,angry,,13,sad,,3,idle
event_secretgarden_04_s_76,40063,event_secretgarden_04_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_s_76,True,,10,10,1.0,,,,1,angry,,13,sad,,3,idle
event_secretgarden_04_s_77,40063,event_secretgarden_04_s,Self,flora,,Locale_SubScenario:event_secretgarden_04_s_77,False,,10,10,1.0,,,,1,angry,,13,sad,,3,idle
event_secretgarden_04_s_78,40063,event_secretgarden_04_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_s_78,True,,10,100,1.0,,,,1,angry,,13,sad,,3,idle
event_secretgarden_04_s_79,40063,event_secretgarden_04_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_s_79,True,,100,100,1.0,,,,1,angry,,13,sad,,3,idle
event_secretgarden_04_s_80,40063,event_secretgarden_04_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_s_80,True,,100,100,1.0,,,,1,angry,,13,sad,,3,idle
event_secretgarden_04_s_81,40063,event_secretgarden_04_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_s_81,True,,100,100,1.0,,,,1,angry,,13,sad,,3,idle
event_secretgarden_04_s_82,40063,event_secretgarden_04_s,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_04_s_82,True,,XS_1300,XS_1300,1.0,,,,1,angry,,13,angry,,3,idle
event_secretgarden_04_s_83,40063,event_secretgarden_04_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_s_83,True,,100,100,1.0,,,,1,angry,,13,angry,,3,idle
event_secretgarden_04_s_84,40063,event_secretgarden_04_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_s_84,True,,100,10,1.0,,,,1,angry,,13,angry,,3,idle
event_secretgarden_04_s_85,40063,event_secretgarden_04_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_s_85,True,,10,10,1.0,,,,1,angry,,13,angry,,3,idle
event_secretgarden_04_s_86,40063,event_secretgarden_04_s,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_04_s_86,True,,XS_130,XS_130,1.0,,,,1,angry,,13,angry,,3,idle
event_secretgarden_04_s_87,40063,event_secretgarden_04_s,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_04_s_87,True,,XS_130,XS_130,1.0,,,,1,angry,,13,angry,,3,idle
event_secretgarden_04_s_88,40063,event_secretgarden_04_s,Speech,nero,nero,Locale_SubScenario:event_secretgarden_04_s_88,True,,L_30,L_30,1.0,,,,1,angry,,13,angry,,3,angry
event_secretgarden_04_s_89,40063,event_secretgarden_04_s,Self,flora,,Locale_SubScenario:event_secretgarden_04_s_89,False,,L_30,10,1.0,,,,1,angry,,13,angry,,3,angry
event_secretgarden_04_s_90,40063,event_secretgarden_04_s,Self,flora,,Locale_SubScenario:event_secretgarden_04_s_90,False,,10,10,1.0,,,,1,angry,,13,angry,,3,angry
event_secretgarden_04_s_91,40063,event_secretgarden_04_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_s_91,True,,10,10,1.0,,,,1,delight,,13,angry,,3,angry
event_secretgarden_04_s_92,40063,event_secretgarden_04_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_s_92,True,,10,100,1.0,,,,1,delight,,13,angry,,3,angry
