id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,play_sound,set_camera_shake,set_filter_01,set_filter_02,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
event_absolute1_06_e_16,40086,event_absolute1_06_e,Narration,eunhwa_t,,Locale_MainScenario:event_absolute1_06_e_16,False,,absolute_11,absolute_11,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute1_06_e_17,40086,event_absolute1_06_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_06_e_17,True,,absolute_11,absolute_11,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute1_06_e_18,40086,event_absolute1_06_e,Narration,emma_t,,Locale_MainScenario:event_absolute1_06_e_18,False,,absolute_11,absolute_12,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute1_06_e_19,40086,event_absolute1_06_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_06_e_19,True,,absolute_12,absolute_12,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute1_06_e_20,40086,event_absolute1_06_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_06_e_20,True,,absolute_12,absolute_12,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute1_06_e_21,40086,event_absolute1_06_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_06_e_21,True,,absolute_12,absolute_12,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute1_06_e_22,40086,event_absolute1_06_e,Narration,emma_t,,Locale_MainScenario:event_absolute1_06_e_22,False,,absolute_12,absolute_12,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute1_06_e_23,40086,event_absolute1_06_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_06_e_23,True,,absolute_12,absolute_12,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute1_06_e_24,40086,event_absolute1_06_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_06_e_24,True,,absolute_12,absolute_12,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute1_06_e_25,40086,event_absolute1_06_e,Narration,eunhwa_t,,Locale_MainScenario:event_absolute1_06_e_25,False,RuinTechIndoor,black,black,1.0,,,,,,,eunhwa_t,3,idle,,vesti_t,1,idle,,emma_t,5,worry,,,,,,,,,
event_absolute1_06_e_26,40086,event_absolute1_06_e,Narration,eunhwa_t,,Locale_MainScenario:event_absolute1_06_e_26,False,,black,black,1.0,,,,,,,,3,idle,,,1,idle,,,5,worry,,,,,,,,,
event_absolute1_06_e_27,40086,event_absolute1_06_e,Narration,eunhwa_t,,Locale_MainScenario:event_absolute1_06_e_27,False,,black,black,1.0,,,sfx_scn_predatorlowgrowl,,,,,3,idle,,,1,idle,,,5,worry,,,,,,,,,
event_absolute1_06_e_28,40086,event_absolute1_06_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_06_e_28,False,,3,30,1.0,,,,,,,,3,surprise,,,1,idle,,,5,worry,,,,,,,,,
event_absolute1_06_e_29,40086,event_absolute1_06_e,Narration,eunhwa_t,,Locale_MainScenario:event_absolute1_06_e_29,False,,black,black,1.0,,,,,,,,3,surprise,,,1,idle,,,5,worry,,,,,,,,,
event_absolute1_06_e_30,40086,event_absolute1_06_e,Narration,eunhwa_t,,Locale_MainScenario:event_absolute1_06_e_30,False,,black,black,1.0,,,,,,,,3,surprise,,,1,idle,,,5,worry,,,,,,,,,
event_absolute1_06_e_31,40086,event_absolute1_06_e,Narration,eunhwa_t,,Locale_MainScenario:event_absolute1_06_e_31,False,,black,black,1.0,,,,,,,,3,surprise,,,1,idle,,,5,worry,,,,,,,,,
event_absolute1_06_e_32,40086,event_absolute1_06_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_06_e_32,True,,30,30,1.0,,,,,,,,3,surprise,,,1,idle,,,5,worry,,,,,,,,,
event_absolute1_06_e_33,40086,event_absolute1_06_e,Narration,eunhwa_t,,Locale_MainScenario:event_absolute1_06_e_33,False,,black,black,1.0,,,sfx_scn_regeneration,,,,,3,surprise,,,1,idle,,,5,worry,,,,,,,,,
event_absolute1_06_e_34,40086,event_absolute1_06_e,Narration,eunhwa_t,,Locale_MainScenario:event_absolute1_06_e_34,False,,black,black,1.0,,,,,,,,3,surprise,,,1,idle,,,5,worry,,,,,,,,,
event_absolute1_06_e_35,40086,event_absolute1_06_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_06_e_35,True,,30,30,1.0,,,,,,,,3,angry,,,1,idle,,,5,worry,,,,,,,,,
event_absolute1_06_e_36,40086,event_absolute1_06_e,Narration,eunhwa_t,,Locale_MainScenario:event_absolute1_06_e_36,False,,30,30,1.0,,,sfx_scn_predatorlowgrowl,,,,,3,angry,,,1,idle,,,5,worry,,,,,,,,,
event_absolute1_06_e_37,40086,event_absolute1_06_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_06_e_37,True,,30,4,1.0,,,,,,,,3,angry,,,1,idle,,,5,rage,,,,,,,,,
event_absolute1_06_e_38,40086,event_absolute1_06_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_06_e_38,True,,4,4,1.0,,,,,,,,3,angry,,,1,idle,,,5,rage,,,,,,,,,
event_absolute1_06_e_39,40086,event_absolute1_06_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_06_e_39,True,,4,4,1.0,,,,,,,,3,angry,,,1,idle,,,5,rage,,,,,,,,,
event_absolute1_06_e_40,40086,event_absolute1_06_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_06_e_40,True,,4,4,1.0,,,,,,,,3,angry,,,1,idle,,,5,rage,,,,,,,,,
event_absolute1_06_e_41,40086,event_absolute1_06_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_06_e_41,True,,4,4,1.0,,,,,,,,3,angry,,,1,idle,,,5,worry,,,,,,,,,
event_absolute1_06_e_42,40086,event_absolute1_06_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_06_e_42,True,,4,4,1.0,,,,,,,,3,angry,,,1,idle,,,5,worry,,,,,,,,,
event_absolute1_06_e_43,40086,event_absolute1_06_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_06_e_43,True,,4,4,1.0,,,,,,,,3,angry,,,1,idle,,,5,worry,,,,,,,,,
event_absolute1_06_e_44,40086,event_absolute1_06_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_06_e_44,True,,XS_10,XS_10,1.0,,,,,,,,3,angry,,,1,idle,,,5,worry,,,,,,,,,
event_absolute1_06_e_45,40086,event_absolute1_06_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_06_e_45,True,,4,4,1.0,,,,,,,,3,idle,,,1,idle,,,5,worry,,,,,,,,,
event_absolute1_06_e_46,40086,event_absolute1_06_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_06_e_46,False,,4,4,1.0,,,,,,,,3,idle,,,1,idle,,,5,worry,,,,,,,,,
event_absolute1_06_e_47,40086,event_absolute1_06_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_06_e_47,True,,4,4,1.0,,,,,,,,3,idle,,,1,idle,,,5,worry,,,,,,,,,
event_absolute1_06_e_48,40086,event_absolute1_06_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_06_e_48,True,,4,4,1.0,,,,,,,,3,idle,,,1,idle,,,5,worry,,,,,,,,,
event_absolute1_06_e_49,40086,event_absolute1_06_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_06_e_49,True,,4,4,1.0,,,,,,,,3,idle,,,1,idle,,,5,worry,,,,,,,,,
event_absolute1_06_e_50,40086,event_absolute1_06_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_06_e_50,True,,4,4,1.0,,,,,,,,3,idle,,,1,idle,,,5,worry,,,,,,,,,
event_absolute1_06_e_51,40086,event_absolute1_06_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_06_e_51,True,,4,2,1.3,,,,,,,,3,idle,,,1,idle,,,5,worry,,,,,,,,,
event_absolute1_06_e_52,40086,event_absolute1_06_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_06_e_52,True,,2,2,1.0,,,,,,,,3,idle,,,1,idle,,,5,worry,,,,,,,,,
event_absolute1_06_e_53,40086,event_absolute1_06_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_06_e_53,True,,2,2,1.0,,,,,,,,3,idle,,,1,idle,,,5,worry,,,,,,,,,
event_absolute1_06_e_54,40086,event_absolute1_06_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_06_e_54,True,,2,2,1.0,,,,,,,,3,idle,,,1,idle,,,5,worry,,,,,,,,,
event_absolute1_06_e_55,40086,event_absolute1_06_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_06_e_55,True,,2,2,1.0,,,,,,,,3,idle,,,1,idle,,,5,worry,,,,,,,,,
event_absolute1_06_e_56,40086,event_absolute1_06_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_06_e_56,True,,50,50,1.0,,,,,,,,3,idle,,,1,idle,,,5,surprise,,,,,,,,,
event_absolute1_06_e_57,40086,event_absolute1_06_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_06_e_57,True,,2,2,1.3,,,,,,,,3,idle,,,1,idle,,,5,surprise,,,,,,,,,
event_absolute1_06_e_58,40086,event_absolute1_06_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_06_e_58,True,,2,2,1.0,,,,,,,,3,idle,,,1,idle,,,5,surprise,,,,,,,,,
event_absolute1_06_e_59,40086,event_absolute1_06_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_06_e_59,True,,2,2,1.0,,,,,,,,3,idle,,,1,idle,,,5,surprise,,,,,,,,,
event_absolute1_06_e_60,40086,event_absolute1_06_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_06_e_60,True,,2,2,1.0,,,,,,,,3,idle,,,1,idle,,,5,surprise,,,,,,,,,
event_absolute1_06_e_61,40086,event_absolute1_06_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_06_e_61,True,,50,50,1.0,,,,,,,,3,idle,,,1,idle,,,5,worry,,,,,,,,,
event_absolute1_06_e_62,40086,event_absolute1_06_e,Narration,eunhwa_t,,Locale_MainScenario:event_absolute1_06_e_62,False,,black,black,1.0,none,,sfx_scn_aim,,,,,12,idle,,,3,angry_02,,,5,worry,,,,,,,,,
event_absolute1_06_e_63,40086,event_absolute1_06_e,Narration,eunhwa_t,,Locale_MainScenario:event_absolute1_06_e_63,False,,4,4,1.0,,,,,,,,12,idle,,,3,angry_02,,,5,worry,,,,,,,,,
event_absolute1_06_e_64,40086,event_absolute1_06_e,Narration,eunhwa_t,,Locale_MainScenario:event_absolute1_06_e_64,False,,4,4,1.0,,,,,,,,12,idle,,,3,angry_02,,,5,worry,,,,,,,,,
event_absolute1_06_e_65,40086,event_absolute1_06_e,Narration,eunhwa_t,,Locale_MainScenario:event_absolute1_06_e_65,False,,4,4,1.0,,,sfx_scn_predatorgrowl,,,,,12,idle,,,3,angry_02,,,5,worry,,,,,,,,,
event_absolute1_06_e_66,40086,event_absolute1_06_e,Narration,eunhwa_t,,Locale_MainScenario:event_absolute1_06_e_66,False,,4,4,1.0,,,,,,,,12,idle,,,3,angry_02,,,5,worry,,,,,,,,,
event_absolute1_06_e_67,40086,event_absolute1_06_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_06_e_67,True,,black,black,1.3,,,,,,,,12,angry,,,3,angry_02,,,5,worry,,,,,,,,,
event_absolute1_06_e_68,40086,event_absolute1_06_e,Narration,eunhwa_t,,Locale_MainScenario:event_absolute1_06_e_68,False,,black,black,1.0,bgm_story_ash,,sfx_scn_fireblindly,,,,,12,angry,,,3,angry_02,,,5,worry,,,,,,,,,
event_absolute1_06_e_69,40086,event_absolute1_06_e,Narration,eunhwa_t,,Locale_MainScenario:event_absolute1_06_e_69,False,,black,black,1.0,,,,,,,,12,angry,,,3,angry_02,,,5,worry,,,,,,,,,
event_absolute1_06_e_70,40086,event_absolute1_06_e,Narration,eunhwa_t,,Locale_MainScenario:event_absolute1_06_e_70,False,,black,black,1.3,,,sfx_scn_missilelauncherfires,,,,,12,angry,,,3,angry_02,,,5,worry,,,,,,,,,
event_absolute1_06_e_71,40086,event_absolute1_06_e,Narration,eunhwa_t,,Locale_MainScenario:event_absolute1_06_e_71,False,,black,black,1.0,,,,,,,,12,angry,eunhwa_t,,3,angry_02,,,5,worry,,predator,16,idle,,,,,
event_absolute1_06_e_72,40086,event_absolute1_06_e,Narration,eunhwa_t,,Locale_MainScenario:event_absolute1_06_e_72,False,,160,16,1.0,,,sfx_scn_predatorlowgrowl,Low_2,,,,,,,,3,angry_02,,,5,worry,,,16,idle,,,,,
event_absolute1_06_e_73,40086,event_absolute1_06_e,Narration,eunhwa_t,,Locale_MainScenario:event_absolute1_06_e_73,False,,16,16,1.0,,,,,,,,,,,,3,angry_02,,,5,worry,,,16,idle,,,,,
event_absolute1_06_e_74,40086,event_absolute1_06_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_06_e_74,False,,black,black,1.0,,,,,,,eunhwa_t,12,angry,,,3,idle,,,5,worry,,,14,idle,predator,,,,
event_absolute1_06_e_75,40086,event_absolute1_06_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_06_e_75,True,,120,120,1.0,,,,,,,,12,angry,,,3,idle,,,5,worry,,,,,,,,,
event_absolute1_06_e_76,40086,event_absolute1_06_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_06_e_76,True,,XS_30,XS_30,1.0,,,,,,,,12,angry,,,3,idle,,,5,worry,,,,,,,,,
event_absolute1_06_e_77,40086,event_absolute1_06_e,Narration,vesti_t,,Locale_MainScenario:event_absolute1_06_e_77,False,,black,black,1.3,,,,,,,,12,angry,eunhwa_t,,3,idle,vesti_t,,5,worry,emma_t,predator,14,idle,,,,,
event_absolute1_06_e_78,40086,event_absolute1_06_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_06_e_78,False,,140,14,1.3,,,,,Vignetting,,,,,,,,,,,,,,,14,idle,,,,,
event_absolute1_06_e_79,40086,event_absolute1_06_e,Narration,eunhwa_t,,Locale_MainScenario:event_absolute1_06_e_79,False,,black,black,1.0,,,sfx_scn_c092_fire,,Vignetting,,,,,,,,,,,,,,,14,idle,predator,,,,
event_absolute1_06_e_80,40086,event_absolute1_06_e,Narration,eunhwa_t,,Locale_MainScenario:event_absolute1_06_e_80,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute1_06_e_81,40086,event_absolute1_06_e,Narration,eunhwa_t,,Locale_MainScenario:event_absolute1_06_e_81,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute1_06_e_82,40086,event_absolute1_06_e,Narration,eunhwa_t,,Locale_MainScenario:event_absolute1_06_e_82,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,predator,14,idle,
event_absolute1_06_e_83,40086,event_absolute1_06_e,Narration,eunhwa_t,,Locale_MainScenario:event_absolute1_06_e_83,False,,16,14,1.3,,,,,Vignetting,,,,,,,,,,,,,,,,,,,14,idle,
event_absolute1_06_e_84,40086,event_absolute1_06_e,Narration,eunhwa_t,,Locale_MainScenario:event_absolute1_06_e_84,False,,14,14,1.0,,,,,Vignetting,,,,,,,,,,,,,,,,,,,14,idle,
event_absolute1_06_e_85,40086,event_absolute1_06_e,Narration,eunhwa_t,,Locale_MainScenario:event_absolute1_06_e_85,False,,black,black,1.0,,,,,Vignetting,,eunhwa_t,12,angry,,vesti_t,3,idle,,emma_t,5,worry,,,,,,,14,idle,predator
event_absolute1_06_e_86,40086,event_absolute1_06_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_06_e_86,True,,1200,120,1.3,,,,,,,,12,angry,,,3,idle,,,5,worry,,,,,,,,,
event_absolute1_06_e_87,40086,event_absolute1_06_e,Narration,eunhwa_t,,Locale_MainScenario:event_absolute1_06_e_87,False,,black,black,1.0,,,,,Vignetting,,,12,angry,eunhwa_t,,3,idle,vesti_t,,5,worry,emma_t,,,,,,,,
event_absolute1_06_e_88,40086,event_absolute1_06_e,Narration,eunhwa_t,,Locale_MainScenario:event_absolute1_06_e_88,False,,3,XS_30,1.0,,,,,Vignetting,,,,,,,,,,,,,,,,,,,,,
event_absolute1_06_e_89,40086,event_absolute1_06_e,Narration,eunhwa_t,,Locale_MainScenario:event_absolute1_06_e_89,False,,XS_30,XS_30,1.0,,,,,Vignetting,,,,,,,,,,,,,,,,,,,,,
event_absolute1_06_e_90,40086,event_absolute1_06_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_06_e_90,True,,XS_30,XS_30,1.0,,,,,Vignetting,,,,,,vesti_t,3,idle,,,,,,,,,,,,,
event_absolute1_06_e_91,40086,event_absolute1_06_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_06_e_91,True,,XS_30,XS_30,1.0,,,,,Vignetting,,,,,,,3,idle,,,,,,,,,,,,,
event_absolute1_06_e_92,40086,event_absolute1_06_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_06_e_92,True,,XS_30,XS_30,1.0,,,,,Vignetting,,,,,,,3,idle,,,,,,,,,,,,,
event_absolute1_06_e_93,40086,event_absolute1_06_e,Narration,vesti_t,,Locale_MainScenario:event_absolute1_06_e_93,False,,XS_30,XS_30,1.0,,,,,Vignetting,,,,,,,3,idle,,,,,,,,,,,,,
event_absolute1_06_e_94,40086,event_absolute1_06_e,Speech,vesti_t,eunhwa_t,Locale_MainScenario:event_absolute1_06_e_94,False,,XS_30,XS_30,1.0,,,,,Vignetting,,,,,,,3,idle,,,,,,,,,,,,,
event_absolute1_06_e_95,40086,event_absolute1_06_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_06_e_95,True,,XS_30,XS_300,1.3,,,,,Vignetting,,,,,,,3,rage,,,,,,,,,,,,,
event_absolute1_06_e_96,40086,event_absolute1_06_e,Narration,vesti_t,,Locale_MainScenario:event_absolute1_06_e_96,False,,black,black,1.0,,,sfx_scn_missilelauncherfires,,Vignetting,,,,,,,3,rage,,,,,,,,,,,,,
event_absolute1_06_e_97,40086,event_absolute1_06_e,Narration,vesti_t,,Locale_MainScenario:event_absolute1_06_e_97,False,,black,black,1.0,,,,,Vignetting,,,,,,,3,rage,,,,,,,,,,,,,
event_absolute1_06_e_98,40086,event_absolute1_06_e,Narration,vesti_t,,Locale_MainScenario:event_absolute1_06_e_98,False,,black,black,1.0,,,,,Vignetting,,,,,,,3,rage,vesti_t,predator_l,16,idle,,,,,,,,,
event_absolute1_06_e_99,40086,event_absolute1_06_e,Narration,vesti_t,,Locale_MainScenario:event_absolute1_06_e_99,False,,160,16,0.7,,,sfx_scn_predatorlowgrowl,Low_2,Vignetting,,,,,,,,,,,16,idle,,,,,,,,,
event_absolute1_06_e_100,40086,event_absolute1_06_e,Narration,vesti_t,,Locale_MainScenario:event_absolute1_06_e_100,False,,black,black,1.0,,,,,Vignetting,,,,,,vesti_t,3,surprise,,,16,idle,predator_l,,,,,,,,
event_absolute1_06_e_101,40086,event_absolute1_06_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_06_e_101,True,,XS_300,XS_30,1.3,,,,,Vignetting,,,,,,,3,surprise,,,,,,,,,,,,,
event_absolute1_06_e_102,40086,event_absolute1_06_e,Narration,vesti_t,,Locale_MainScenario:event_absolute1_06_e_102,False,,black,black,1.0,,,,,Vignetting,,,,,,,3,surprise,,,,,,,,,,,,,
event_absolute1_06_e_103,40086,event_absolute1_06_e,Narration,vesti_t,,Locale_MainScenario:event_absolute1_06_e_103,False,,black,black,1.0,,,,,Vignetting,,eunhwa_t,12,surprise,,,3,surprise,,,,,,,,,,,,,
event_absolute1_06_e_104,40086,event_absolute1_06_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_06_e_104,True,,12,120,1.0,,,,,,,,12,rage,,,3,surprise,,,,,,,,,,,,,
event_absolute1_06_e_105,40086,event_absolute1_06_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_06_e_105,True,,120,120,1.0,,,,,,,,12,rage,,,3,surprise,,,,,,,,,,,,,
event_absolute1_06_e_106,40086,event_absolute1_06_e,Narration,eunhwa_t,,Locale_MainScenario:event_absolute1_06_e_106,False,,black,black,1.0,,,sfx_scn_explosionhuge,,,,,12,rage,,,3,surprise,,emma_t,5,worry,,,,,,,,,
event_absolute1_06_e_107,40086,event_absolute1_06_e,Narration,eunhwa_t,,Locale_MainScenario:event_absolute1_06_e_107,False,,black,black,1.0,,,,,,,,12,rage,,,3,surprise,vesti_t,,5,worry,,,,,,,,,
event_absolute1_06_e_108,40086,event_absolute1_06_e,Narration,eunhwa_t,,Locale_MainScenario:event_absolute1_06_e_108,False,,black,black,1.0,,,,,,,,12,rage,,,,,,,5,worry,,,,,,,,,
event_absolute1_06_e_109,40086,event_absolute1_06_e,Narration,eunhwa_t,,Locale_MainScenario:event_absolute1_06_e_109,False,,black,black,1.0,,,,,,,,12,rage,,,,,,,5,worry,,,,,,,,,
event_absolute1_06_e_110,40086,event_absolute1_06_e,Narration,eunhwa_t,,Locale_MainScenario:event_absolute1_06_e_110,False,,black,black,1.0,,,,,,,,12,rage,,,,,,,5,worry,,,,,,,,,
event_absolute1_06_e_111,40086,event_absolute1_06_e,Narration,eunhwa_t,,Locale_MainScenario:event_absolute1_06_e_111,False,,black,black,1.0,,,,,,,,12,rage,,,,,,,5,worry,,,,,,,,,
event_absolute1_06_e_112,40086,event_absolute1_06_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_06_e_112,False,,12,120,1.0,,,,Low_2,Blur_Low,Red,,12,rage,,,,,,,5,worry,,,,,,,,,
event_absolute1_06_e_113,40086,event_absolute1_06_e,Narration,eunhwa_t,,Locale_MainScenario:event_absolute1_06_e_113,False,,120,120,1.0,,,,,Blur_Low,Red,,12,rage,,,,,,,5,worry,,,,,,,,,
event_absolute1_06_e_114,40086,event_absolute1_06_e,Narration,eunhwa_t,,Locale_MainScenario:event_absolute1_06_e_114,False,,120,120,1.0,,,,,Blur_Low,Red,,12,rage,,,,,,,5,worry,,,,,,,,,
event_absolute1_06_e_115,40086,event_absolute1_06_e,Narration,eunhwa_t,,Locale_MainScenario:event_absolute1_06_e_115,False,,black,black,1.0,,,,,Blur_Low,Red,,12,rage,,,,,,,5,worry,,,,,,,,,
