id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound,fade,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
event_lordforjustice_03_s_25,40078,event_lordforjustice_03_s,Self,k,Locale_SubScenario:event_lordforjustice_03_s_25,False,,S_10,S_10,1.0,,,,,,,,,,,1,think,,,
event_lordforjustice_03_s_26,40078,event_lordforjustice_03_s,Self,k,Locale_SubScenario:event_lordforjustice_03_s_26,False,ArkRuinIndoor,black,black,1.0,,,,black,,moran_c,3,pain,,,1,think,,,
event_lordforjustice_03_s_27,40078,event_lordforjustice_03_s,Monologue,moran_c,Locale_SubScenario:event_lordforjustice_03_s_27,False,,2,2,1.0,,,,,,,3,pain,,,1,think,,,
event_lordforjustice_03_s_28,40078,event_lordforjustice_03_s,Monologue,moran_c,Locale_SubScenario:event_lordforjustice_03_s_28,False,,2,2,1.0,,,,,,,3,pain,,,1,think,,,
event_lordforjustice_03_s_29,40078,event_lordforjustice_03_s,Speech,moran_c,Locale_SubScenario:event_lordforjustice_03_s_29,False,,2,2,1.0,,moran_c,,,,,3,pain,,,1,think,,,
event_lordforjustice_03_s_30,40078,event_lordforjustice_03_s,Speech,k,Locale_SubScenario:event_lordforjustice_03_s_30,True,,2,2,1.0,,k,,,,,3,pain,,,1,think,,,
event_lordforjustice_03_s_31,40078,event_lordforjustice_03_s,Monologue,k,Locale_SubScenario:event_lordforjustice_03_s_31,False,,2,2,1.0,,,,,,,3,pain,,,1,think,,,
event_lordforjustice_03_s_32,40078,event_lordforjustice_03_s,Speech,moran_c,Locale_SubScenario:event_lordforjustice_03_s_32,True,,2,30,1.3,,moran_c,,,,,3,think,,,1,think,,,
event_lordforjustice_03_s_33,40078,event_lordforjustice_03_s,Speech,moran_c,Locale_SubScenario:event_lordforjustice_03_s_33,True,,30,30,1.0,,moran_c,,,,,3,think,,,1,think,,,
event_lordforjustice_03_s_34,40078,event_lordforjustice_03_s,Speech,moran_c,Locale_SubScenario:event_lordforjustice_03_s_34,True,,30,30,1.0,,moran_c,,,,,3,think,,,1,think,,,
event_lordforjustice_03_s_35,40078,event_lordforjustice_03_s,Speech,moran_c,Locale_SubScenario:event_lordforjustice_03_s_35,True,,30,30,1.0,,moran_c,,,,,3,think,,,1,think,,,
event_lordforjustice_03_s_36,40078,event_lordforjustice_03_s,Self,moran_c,Locale_SubScenario:event_lordforjustice_03_s_36,False,,30,30,1.0,,,,,,,3,think,,,1,think,,,
event_lordforjustice_03_s_37,40078,event_lordforjustice_03_s,Monologue,moran_c,Locale_SubScenario:event_lordforjustice_03_s_37,False,,black,black,1.0,,,,,,,3,think,,,1,think,,,
event_lordforjustice_03_s_38,40078,event_lordforjustice_03_s,Monologue,moran_c,Locale_SubScenario:event_lordforjustice_03_s_38,False,,black,black,1.0,,,,,,,3,think,,,1,think,,,
event_lordforjustice_03_s_39,40078,event_lordforjustice_03_s,Monologue,moran_c,Locale_SubScenario:event_lordforjustice_03_s_39,False,,black,black,1.0,,,,,,,3,think,,,1,think,,,
event_lordforjustice_03_s_40,40078,event_lordforjustice_03_s,Speech,moran_c,Locale_SubScenario:event_lordforjustice_03_s_40,True,,30,30,1.0,,moran_c,,,,,3,worry,,,1,think,,,
event_lordforjustice_03_s_41,40078,event_lordforjustice_03_s,Self,moran_c,Locale_SubScenario:event_lordforjustice_03_s_41,False,,30,30,1.0,,,,,,,3,worry,,,1,think,,,
event_lordforjustice_03_s_42,40078,event_lordforjustice_03_s,Speech,moran_c,Locale_SubScenario:event_lordforjustice_03_s_42,True,,30,30,1.0,,moran_c,,,,,3,pain,,,1,think,,,
event_lordforjustice_03_s_43,40078,event_lordforjustice_03_s,Speech,moran_c,Locale_SubScenario:event_lordforjustice_03_s_43,True,,30,300,1.3,,moran_c,,,,,3,pain,,,1,think,,,
event_lordforjustice_03_s_44,40078,event_lordforjustice_03_s,Self,moran_c,Locale_SubScenario:event_lordforjustice_03_s_44,False,,300,300,1.0,,,,,,,3,pain,,,1,think,,,
event_lordforjustice_03_s_45,40078,event_lordforjustice_03_s,Monologue,moran_c,Locale_SubScenario:event_lordforjustice_03_s_45,False,,300,30,1.3,,,,,,,3,think,,,1,think,,,
event_lordforjustice_03_s_46,40078,event_lordforjustice_03_s,Speech,moran_c,Locale_SubScenario:event_lordforjustice_03_s_46,True,,30,30,1.0,,moran_c,,,,,3,think,,,1,think,,,
event_lordforjustice_03_s_47,40078,event_lordforjustice_03_s,Choice,moran_c,Locale_SubScenario:event_lordforjustice_03_s_47,False,,30,30,1.0,,,,,event_lordforjustice_03_s_49,,3,think,,,1,think,,,
event_lordforjustice_03_s_48,40078,event_lordforjustice_03_s,Choice,moran_c,Locale_SubScenario:event_lordforjustice_03_s_48,False,,30,30,1.0,,,,,event_lordforjustice_03_s_49,,3,think,,,1,think,,,
event_lordforjustice_03_s_49,40078,event_lordforjustice_03_s,Speech,moran_c,Locale_SubScenario:event_lordforjustice_03_s_49,True,,30,30,1.0,,moran_c,,,,,3,think,,,1,think,,,
event_lordforjustice_03_s_50,40078,event_lordforjustice_03_s,Speech,moran_c,Locale_SubScenario:event_lordforjustice_03_s_50,True,,30,30,1.0,,moran_c,,,,,3,think,,,1,think,,,
event_lordforjustice_03_s_51,40078,event_lordforjustice_03_s,Speech,moran_c,Locale_SubScenario:event_lordforjustice_03_s_51,True,,30,30,1.0,,moran_c,,,,,3,think,,,1,think,,,
event_lordforjustice_03_s_52,40078,event_lordforjustice_03_s,Self,moran_c,Locale_SubScenario:event_lordforjustice_03_s_52,False,,30,30,1.0,,,,,,,3,think,,,1,think,,,
event_lordforjustice_03_s_53,40078,event_lordforjustice_03_s,Speech,moran_c,Locale_SubScenario:event_lordforjustice_03_s_53,True,,30,30,1.0,,moran_c,,,,,3,idle,,,1,think,,,
event_lordforjustice_03_s_54,40078,event_lordforjustice_03_s,Speech,k,Locale_SubScenario:event_lordforjustice_03_s_54,True,,30,S_10,1.0,,k,,,,,3,idle,,,1,idle,,,
event_lordforjustice_03_s_55,40078,event_lordforjustice_03_s,Speech,k,Locale_SubScenario:event_lordforjustice_03_s_55,True,,S_10,S_10,1.0,,k,,,,,3,idle,,,1,idle,,,
event_lordforjustice_03_s_56,40078,event_lordforjustice_03_s,Self,k,Locale_SubScenario:event_lordforjustice_03_s_56,False,,S_10,S_10,1.0,,,,,,,3,idle,,,1,idle,,,
event_lordforjustice_03_s_57,40078,event_lordforjustice_03_s,Self,k,Locale_SubScenario:event_lordforjustice_03_s_57,False,,S_10,S_10,1.0,,,,,,,3,idle,,,1,idle,,,
event_lordforjustice_03_s_58,40078,event_lordforjustice_03_s,Speech,k,Locale_SubScenario:event_lordforjustice_03_s_58,True,,S_10,S_100,1.3,,k,,,,,3,idle,,,1,idle,,,
event_lordforjustice_03_s_59,40078,event_lordforjustice_03_s,Monologue,k,Locale_SubScenario:event_lordforjustice_03_s_59,False,,S_100,S_100,1.0,,,,,,,3,idle,,,1,idle,,,
event_lordforjustice_03_s_60,40078,event_lordforjustice_03_s,Speech,k,Locale_SubScenario:event_lordforjustice_03_s_60,True,,S_100,S_100,1.0,,k,,,,,3,idle,,,1,idle,,,
event_lordforjustice_03_s_61,40078,event_lordforjustice_03_s,Monologue,k,Locale_SubScenario:event_lordforjustice_03_s_61,False,,black,black,1.0,,,,,,,3,idle,,,1,idle,,,
event_lordforjustice_03_s_62,40078,event_lordforjustice_03_s,Monologue,k,Locale_SubScenario:event_lordforjustice_03_s_62,False,,black,black,1.0,,,,,,,3,idle,,,1,idle,,,
event_lordforjustice_03_s_63,40078,event_lordforjustice_03_s,Monologue,k,Locale_SubScenario:event_lordforjustice_03_s_63,False,,black,black,1.0,,,,,,,3,idle,,,1,idle,,,
event_lordforjustice_03_s_64,40078,event_lordforjustice_03_s,Self,k,Locale_SubScenario:event_lordforjustice_03_s_64,False,,S_100,S_10,1.0,,,,,,,3,idle,,,1,idle,,,
event_lordforjustice_03_s_65,40078,event_lordforjustice_03_s,Narration,d,Locale_SubScenario:event_lordforjustice_03_s_65,False,,S_10,S_10,1.0,none,,sfx_scn_naturalfootstep,,,,3,think,,,1,idle,,,
event_lordforjustice_03_s_66,40078,event_lordforjustice_03_s,Monologue,d,Locale_SubScenario:event_lordforjustice_03_s_66,False,,S_10,S_10,1.0,,,,,,,3,think,,,1,idle,,,
event_lordforjustice_03_s_67,40078,event_lordforjustice_03_s,Speech,d,Locale_SubScenario:event_lordforjustice_03_s_67,False,,150,150,1.0,,d,,,,,3,think,,,1,idle,d,15,idle
event_lordforjustice_03_s_68,40078,event_lordforjustice_03_s,Self,d,Locale_SubScenario:event_lordforjustice_03_s_68,False,,150,150,1.0,,,,,,,3,think,,,1,idle,,15,idle
event_lordforjustice_03_s_69,40078,event_lordforjustice_03_s,Speech,d,Locale_SubScenario:event_lordforjustice_03_s_69,True,,S_10,S_10,1.0,,k,,,,,3,think,,,1,idle,,15,idle
event_lordforjustice_03_s_70,40078,event_lordforjustice_03_s,Narration,d,Locale_SubScenario:event_lordforjustice_03_s_70,False,,black,black,1.0,,,sfx_scn_naturalfootstep,,,,3,think,,,13,idle,,1,idle
event_lordforjustice_03_s_71,40078,event_lordforjustice_03_s,Monologue,d,Locale_SubScenario:event_lordforjustice_03_s_71,False,,1,10,1.3,,,,,,,3,think,,,13,idle,,1,idle
event_lordforjustice_03_s_72,40078,event_lordforjustice_03_s,Speech,moran_c,Locale_SubScenario:event_lordforjustice_03_s_72,True,,10,2,1.3,,moran_c,,,,,3,worry,,,13,idle,,1,idle
event_lordforjustice_03_s_73,40078,event_lordforjustice_03_s,Speech,moran_c,Locale_SubScenario:event_lordforjustice_03_s_73,True,,2,2,1.0,,moran_c,,,,,3,worry,,,13,idle,,1,idle
event_lordforjustice_03_s_74,40078,event_lordforjustice_03_s,Monologue,moran_c,Locale_SubScenario:event_lordforjustice_03_s_74,False,,2,2,1.0,,,,,,,3,worry,,,13,idle,,1,idle
event_lordforjustice_03_s_75,40078,event_lordforjustice_03_s,Speech,d,Locale_SubScenario:event_lordforjustice_03_s_75,True,,2,10,1.3,,d,,,,,3,worry,,,13,idle,,1,idle
event_lordforjustice_03_s_76,40078,event_lordforjustice_03_s,Monologue,d,Locale_SubScenario:event_lordforjustice_03_s_76,False,,black,black,1.0,,,,,,,3,worry,,,13,idle,,1,idle
event_lordforjustice_03_s_77,40078,event_lordforjustice_03_s,Self,d,Locale_SubScenario:event_lordforjustice_03_s_77,False,,12,12,1.0,,,,,,,3,worry,,,13,idle,,1,idle
event_lordforjustice_03_s_78,40078,event_lordforjustice_03_s,Narration,d,Locale_SubScenario:event_lordforjustice_03_s_78,False,,12,12,1.0,bgm_story_crawlinganxiety,,sfx_scn_phonebell,,,,3,worry,,,13,idle,,1,idle
event_lordforjustice_03_s_79,40078,event_lordforjustice_03_s,Self,d,Locale_SubScenario:event_lordforjustice_03_s_79,False,,12,12,1.0,,,,,,,3,worry,,,13,idle,,1,idle
event_lordforjustice_03_s_80,40078,event_lordforjustice_03_s,Speech,d,Locale_SubScenario:event_lordforjustice_03_s_80,False,,12,12,1.0,,d,,,,,3,worry,,,13,idle,,1,idle
event_lordforjustice_03_s_81,40078,event_lordforjustice_03_s,Speech,d,Locale_SubScenario:event_lordforjustice_03_s_81,True,,12,12,1.0,,d,,,,,3,worry,,,13,idle,,1,idle
event_lordforjustice_03_s_82,40078,event_lordforjustice_03_s,Self,d,Locale_SubScenario:event_lordforjustice_03_s_82,False,,12,12,1.0,,,,,,,3,worry,,,13,idle,,1,idle
event_lordforjustice_03_s_83,40078,event_lordforjustice_03_s,Monologue,d,Locale_SubScenario:event_lordforjustice_03_s_83,False,,black,black,1.0,,,sfx_scn_remotesignal,,,,3,worry,,,13,idle,,1,idle
event_lordforjustice_03_s_84,40078,event_lordforjustice_03_s,Speech,d,Locale_SubScenario:event_lordforjustice_03_s_84,False,,black,black,1.0,,unknown,,,,,3,worry,,,13,idle,,1,idle
event_lordforjustice_03_s_85,40078,event_lordforjustice_03_s,Self,d,Locale_SubScenario:event_lordforjustice_03_s_85,False,,12,12,1.0,,,,,,,3,worry,,,13,idle,,1,idle
event_lordforjustice_03_s_86,40078,event_lordforjustice_03_s,Speech,d,Locale_SubScenario:event_lordforjustice_03_s_86,False,,12,12,1.0,,vii,,,,,3,worry,,,13,idle,,1,idle
event_lordforjustice_03_s_87,40078,event_lordforjustice_03_s,Speech,k,Locale_SubScenario:event_lordforjustice_03_s_87,False,,12,S_130,1.3,,k,,,,,3,worry,,,13,surprise,,1,idle
