id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound,fade,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_lordforjustice_02_s_27,40078,event_lordforjustice_02_s,Speech,k,Locale_SubScenario:event_lordforjustice_02_s_27,True,,1,1,1.0,,k,,,,,2,idle,,12,angry
event_lordforjustice_02_s_28,40078,event_lordforjustice_02_s,Speech,arcana,Locale_SubScenario:event_lordforjustice_02_s_28,True,,1,1,1.0,,arcana,,,,,2,idle,,12,think
event_lordforjustice_02_s_29,40078,event_lordforjustice_02_s,Speech,k,Locale_SubScenario:event_lordforjustice_02_s_29,True,,1,1,1.0,,k,,,,,2,idle,,12,think
event_lordforjustice_02_s_30,40078,event_lordforjustice_02_s,Speech,k,Locale_SubScenario:event_lordforjustice_02_s_30,True,,1,1,1.0,,k,,,,,2,idle,,12,think
event_lordforjustice_02_s_31,40078,event_lordforjustice_02_s,Speech,arcana,Locale_SubScenario:event_lordforjustice_02_s_31,True,,1,1,1.0,,arcana,,,,,2,idle,,12,think
event_lordforjustice_02_s_32,40078,event_lordforjustice_02_s,Self,arcana,Locale_SubScenario:event_lordforjustice_02_s_32,False,,1,1,1.0,,,,,,,2,idle,,12,think
event_lordforjustice_02_s_33,40078,event_lordforjustice_02_s,Speech,arcana,Locale_SubScenario:event_lordforjustice_02_s_33,True,,1,1,1.0,,arcana,,,,,2,idle,,12,think
event_lordforjustice_02_s_34,40078,event_lordforjustice_02_s,Speech,arcana,Locale_SubScenario:event_lordforjustice_02_s_34,True,,1,1,1.0,,arcana,,,,,2,idle,,12,think
event_lordforjustice_02_s_35,40078,event_lordforjustice_02_s,Speech,arcana,Locale_SubScenario:event_lordforjustice_02_s_35,True,,1,1,1.0,,arcana,,,,,2,idle,,12,think
event_lordforjustice_02_s_36,40078,event_lordforjustice_02_s,Self,arcana,Locale_SubScenario:event_lordforjustice_02_s_36,False,,1,1,1.0,,,,,,,2,idle,,12,think
event_lordforjustice_02_s_37,40078,event_lordforjustice_02_s,Speech,k,Locale_SubScenario:event_lordforjustice_02_s_37,True,,1,S_20,1.3,,k,,,,,2,idle,,12,think
event_lordforjustice_02_s_38,40078,event_lordforjustice_02_s,Narration,k,Locale_SubScenario:event_lordforjustice_02_s_38,False,,black,black,1.0,,,sfx_scn_steelframe,,,,2,idle,,12,think
event_lordforjustice_02_s_39,40078,event_lordforjustice_02_s,Monologue,k,Locale_SubScenario:event_lordforjustice_02_s_39,False,,black,black,1.0,,,,,,,2,idle,,12,think
event_lordforjustice_02_s_40,40078,event_lordforjustice_02_s,Speech,k,Locale_SubScenario:event_lordforjustice_02_s_40,True,,S_20,S_200,1.3,,k,,,,,2,idle,,12,think
event_lordforjustice_02_s_41,40078,event_lordforjustice_02_s,Narration,k,Locale_SubScenario:event_lordforjustice_02_s_41,False,,black,black,1.0,,,sfx_scn_naturalfootstep,,,,2,idle,,12,think
event_lordforjustice_02_s_42,40078,event_lordforjustice_02_s,Monologue,k,Locale_SubScenario:event_lordforjustice_02_s_42,False,,black,black,1.0,,,,,,,2,idle,,12,think
event_lordforjustice_02_s_43,40078,event_lordforjustice_02_s,Monologue,k,Locale_SubScenario:event_lordforjustice_02_s_43,False,,black,black,1.0,,,,,,,2,idle,,12,think
event_lordforjustice_02_s_44,40078,event_lordforjustice_02_s,Monologue,k,Locale_SubScenario:event_lordforjustice_02_s_44,False,Library,black,black,1.0,,,,black,,,2,idle,,12,think
event_lordforjustice_02_s_45,40078,event_lordforjustice_02_s,Speech,k,Locale_SubScenario:event_lordforjustice_02_s_45,True,,1,1,1.0,,k,,,,,2,idle,,12,think
event_lordforjustice_02_s_46,40078,event_lordforjustice_02_s,Speech,arcana,Locale_SubScenario:event_lordforjustice_02_s_46,True,,1,1,1.0,,arcana,,,,,2,idle,,12,think
event_lordforjustice_02_s_47,40078,event_lordforjustice_02_s,Monologue,arcana,Locale_SubScenario:event_lordforjustice_02_s_47,False,,1,1,1.0,,,,,,,2,idle,,12,think
event_lordforjustice_02_s_48,40078,event_lordforjustice_02_s,Monologue,arcana,Locale_SubScenario:event_lordforjustice_02_s_48,False,,1,1,1.0,,,,,,,2,idle,,12,think
event_lordforjustice_02_s_49,40078,event_lordforjustice_02_s,Self,arcana,Locale_SubScenario:event_lordforjustice_02_s_49,False,,1,1,1.0,,,,,,,2,idle,,12,think
event_lordforjustice_02_s_50,40078,event_lordforjustice_02_s,Speech,arcana,Locale_SubScenario:event_lordforjustice_02_s_50,True,,1,1,1.0,,arcana,,,,,2,idle,,12,think
event_lordforjustice_02_s_51,40078,event_lordforjustice_02_s,Monologue,arcana,Locale_SubScenario:event_lordforjustice_02_s_51,False,,1,1,1.0,,,,,,,2,idle,,12,think
event_lordforjustice_02_s_52,40078,event_lordforjustice_02_s,Self,arcana,Locale_SubScenario:event_lordforjustice_02_s_52,False,,1,1,1.0,,,,,,,2,idle,,12,think
event_lordforjustice_02_s_53,40078,event_lordforjustice_02_s,Speech,arcana,Locale_SubScenario:event_lordforjustice_02_s_53,True,,1,1,1.0,,arcana,,,,,2,idle,,12,think
event_lordforjustice_02_s_54,40078,event_lordforjustice_02_s,Speech,arcana,Locale_SubScenario:event_lordforjustice_02_s_54,True,,1,1,1.0,,arcana,,,,,2,idle,,12,think
event_lordforjustice_02_s_55,40078,event_lordforjustice_02_s,Speech,k,Locale_SubScenario:event_lordforjustice_02_s_55,True,,1,1,1.0,,k,,,,,2,surprise,,12,think
event_lordforjustice_02_s_56,40078,event_lordforjustice_02_s,Self,k,Locale_SubScenario:event_lordforjustice_02_s_56,False,,1,1,1.0,,,,,,,2,surprise,,12,think
event_lordforjustice_02_s_57,40078,event_lordforjustice_02_s,Self,k,Locale_SubScenario:event_lordforjustice_02_s_57,False,,1,1,1.0,,,,,,,2,surprise,,12,think
event_lordforjustice_02_s_58,40078,event_lordforjustice_02_s,Monologue,k,Locale_SubScenario:event_lordforjustice_02_s_58,False,,black,black,1.0,,,,black,,,2,surprise,,12,think
event_lordforjustice_02_s_59,40078,event_lordforjustice_02_s,Speech,arcana,Locale_SubScenario:event_lordforjustice_02_s_59,True,,1,1,1.0,,arcana,,,,,2,think,,12,surprise
event_lordforjustice_02_s_60,40078,event_lordforjustice_02_s,Speech,arcana,Locale_SubScenario:event_lordforjustice_02_s_60,True,,1,1,1.0,,arcana,,,,,2,think,,12,angry
event_lordforjustice_02_s_61,40078,event_lordforjustice_02_s,Monologue,arcana,Locale_SubScenario:event_lordforjustice_02_s_61,False,,1,1,1.0,,,,,,,2,think,,12,angry
event_lordforjustice_02_s_62,40078,event_lordforjustice_02_s,Speech,k,Locale_SubScenario:event_lordforjustice_02_s_62,True,,1,1,1.0,,k,,,,,2,think,,12,angry
event_lordforjustice_02_s_63,40078,event_lordforjustice_02_s,Speech,k,Locale_SubScenario:event_lordforjustice_02_s_63,True,,1,1,1.0,,k,,,,,2,think,,12,angry
event_lordforjustice_02_s_64,40078,event_lordforjustice_02_s,Speech,arcana,Locale_SubScenario:event_lordforjustice_02_s_64,True,,1,1,1.0,,arcana,,,,,2,think,,12,surprise
event_lordforjustice_02_s_65,40078,event_lordforjustice_02_s,Monologue,arcana,Locale_SubScenario:event_lordforjustice_02_s_65,False,,1,13,1.3,,,,,,,2,think,,12,surprise
event_lordforjustice_02_s_66,40078,event_lordforjustice_02_s,Self,arcana,Locale_SubScenario:event_lordforjustice_02_s_66,False,,13,1,1.3,,,,,,,2,think,,12,surprise
event_lordforjustice_02_s_67,40078,event_lordforjustice_02_s,Speech,arcana,Locale_SubScenario:event_lordforjustice_02_s_67,True,,1,1,1.0,,arcana,,,,,2,think,,12,surprise
event_lordforjustice_02_s_68,40078,event_lordforjustice_02_s,Speech,arcana,Locale_SubScenario:event_lordforjustice_02_s_68,True,,1,1,1.0,,arcana,,,,,2,think,,12,think
event_lordforjustice_02_s_69,40078,event_lordforjustice_02_s,Choice,arcana,Locale_SubScenario:event_lordforjustice_02_s_69,False,,1,1,1.0,,,,,event_lordforjustice_02_s_71,,2,think,,12,think
event_lordforjustice_02_s_70,40078,event_lordforjustice_02_s,Choice,arcana,Locale_SubScenario:event_lordforjustice_02_s_70,False,,1,1,1.0,,,,,event_lordforjustice_02_s_74,,2,think,,12,think
event_lordforjustice_02_s_71,40078,event_lordforjustice_02_s,Speech,arcana,Locale_SubScenario:event_lordforjustice_02_s_71,True,,1,1,1.0,,arcana,,,,,2,think,,12,think
event_lordforjustice_02_s_72,40078,event_lordforjustice_02_s,Speech,arcana,Locale_SubScenario:event_lordforjustice_02_s_72,True,,1,1,1.0,,arcana,,,,,2,think,,12,think
event_lordforjustice_02_s_73,40078,event_lordforjustice_02_s,Self,arcana,Locale_SubScenario:event_lordforjustice_02_s_73,False,,1,1,1.0,,,,,event_lordforjustice_02_s_74,,2,think,,12,think
event_lordforjustice_02_s_74,40078,event_lordforjustice_02_s,Speech,arcana,Locale_SubScenario:event_lordforjustice_02_s_74,True,,1,L_120,1.3,,arcana,,,,,2,think,,12,think
event_lordforjustice_02_s_75,40078,event_lordforjustice_02_s,Monologue,arcana,Locale_SubScenario:event_lordforjustice_02_s_75,False,,L_120,L_120,1.0,,,,,,,2,think,,12,think
event_lordforjustice_02_s_76,40078,event_lordforjustice_02_s,Speech,arcana,Locale_SubScenario:event_lordforjustice_02_s_76,True,,L_120,L_120,1.0,,arcana,,,,,2,think,,12,think
event_lordforjustice_02_s_77,40078,event_lordforjustice_02_s,Speech,k,Locale_SubScenario:event_lordforjustice_02_s_77,False,,L_120,S_20,1.3,,k,,,,,2,think,,12,think
event_lordforjustice_02_s_78,40078,event_lordforjustice_02_s,Self,k,Locale_SubScenario:event_lordforjustice_02_s_78,False,,S_20,S_20,1.0,,,,,,,2,think,,12,think
event_lordforjustice_02_s_79,40078,event_lordforjustice_02_s,Self,k,Locale_SubScenario:event_lordforjustice_02_s_79,False,,S_20,S_20,1.0,,,,,,,2,think,,12,think
event_lordforjustice_02_s_80,40078,event_lordforjustice_02_s,Speech,k,Locale_SubScenario:event_lordforjustice_02_s_80,True,,S_20,S_20,1.0,,k,,,,,2,idle,,12,think
event_lordforjustice_02_s_81,40078,event_lordforjustice_02_s,Speech,k,Locale_SubScenario:event_lordforjustice_02_s_81,True,,S_20,S_20,1.0,,k,,,,,2,idle,,12,think
event_lordforjustice_02_s_82,40078,event_lordforjustice_02_s,Narration,k,Locale_SubScenario:event_lordforjustice_02_s_82,False,,S_20,S_20,1.0,none,,sfx_scn_clawsstompfar,,,,2,idle,,12,surprise
event_lordforjustice_02_s_83,40078,event_lordforjustice_02_s,Self,k,Locale_SubScenario:event_lordforjustice_02_s_83,False,,S_20,S_20,1.0,,,,,,,2,idle,,12,surprise
event_lordforjustice_02_s_84,40078,event_lordforjustice_02_s,Speech,k,Locale_SubScenario:event_lordforjustice_02_s_84,True,,S_20,S_20,1.0,,k,,,,,2,idle,,12,surprise
event_lordforjustice_02_s_85,40078,event_lordforjustice_02_s,Speech,arcana,Locale_SubScenario:event_lordforjustice_02_s_85,True,,S_20,1,1.3,,arcana,,,,,2,idle,,12,surprise
event_lordforjustice_02_s_86,40078,event_lordforjustice_02_s,Self,arcana,Locale_SubScenario:event_lordforjustice_02_s_86,False,,1,1,1.0,,,,,,,2,idle,,12,surprise
event_lordforjustice_02_s_87,40078,event_lordforjustice_02_s,Monologue,arcana,Locale_SubScenario:event_lordforjustice_02_s_87,False,,black,black,1.0,,,,,,,2,idle,,12,surprise
