id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,play_sound,set_filter_01,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id
event_outofuniform_05_11,130006,event_outofuniform_05,Speech,diesel_d,diesel_d,Locale_SubScenario:event_outofuniform_05_11,True,,3,3,1.0,,,,,,4,idle,,,2,delight,,,12,delight,,,14,good,,,,,,,,,
event_outofuniform_05_12,130006,event_outofuniform_05,Self,diesel_d,,Locale_SubScenario:event_outofuniform_05_12,False,,3,3,1.0,,,,,,4,idle,,,2,delight,,,12,delight,,,14,idle,,,,,,,,,
event_outofuniform_05_13,130006,event_outofuniform_05,Speech,diesel_d,diesel_d,Locale_SubScenario:event_outofuniform_05_13,True,,3,3,1.0,,,,,,4,delight,,,2,idle,,,12,delight,,,14,idle,,,,,,,,,
event_outofuniform_05_14,130006,event_outofuniform_05,Speech,diesel_d,diesel_d,Locale_SubScenario:event_outofuniform_05_14,True,,3,40,1.0,,,,,,4,delight,,,2,idle,,,12,delight,,,14,idle,,,,,,,,,
event_outofuniform_05_15,130006,event_outofuniform_05,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_05_15,True,,120,120,1.0,,,,,,4,delight,,,2,idle,,,12,delight,,,14,idle,,,,,,,,,
event_outofuniform_05_16,130006,event_outofuniform_05,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_05_16,True,,120,120,1.0,,,,,,4,delight,,,2,idle,,,12,surprise,,,14,idle,,,,,,,,,
event_outofuniform_05_17,130006,event_outofuniform_05,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_05_17,True,AZXIn,13,13,1.0,,black,,,,4,delight,diesel_d,,2,idle,,,12,delight,,,14,idle,,,,,,,,,
event_outofuniform_05_18,130006,event_outofuniform_05,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_05_18,True,,13,13,1.0,,,,,,,,,,2,idle,,,12,delight,,,14,idle,,,,,,,,,
event_outofuniform_05_19,130006,event_outofuniform_05,Speech,zwei_k,zwei_k,Locale_SubScenario:event_outofuniform_05_19,True,,13,13,1.0,,,,,,,,,,2,idle,,,12,delight,,,14,idle,,,,,,,,,
event_outofuniform_05_20,130006,event_outofuniform_05,Speech,zwei_k,zwei_k,Locale_SubScenario:event_outofuniform_05_20,True,,13,13,1.0,,,,,,,,,,2,idle,,,12,delight,,,14,idle,,,,,,,,,
event_outofuniform_05_21,130006,event_outofuniform_05,Speech,zwei_k,zwei_k,Locale_SubScenario:event_outofuniform_05_21,True,,13,13,1.0,,,,,,,,,,2,idle,,,12,delight,,,14,idle,,,,,,,,,
event_outofuniform_05_22,130006,event_outofuniform_05,Speech,brid_d,brid_d,Locale_SubScenario:event_outofuniform_05_22,True,,4,L_40,1.0,,,,,brid_d,4,delight,,,2,idle,,,12,delight,,,14,idle,,,,,,,,,
event_outofuniform_05_23,130006,event_outofuniform_05,Speech,brid_d,brid_d,Locale_SubScenario:event_outofuniform_05_23,True,,L_40,L_40,1.0,,,,,,4,delight,,,2,idle,,,12,delight,,,14,idle,,,,,,,,,
event_outofuniform_05_24,130006,event_outofuniform_05,Speech,brid_d,brid_d,Locale_SubScenario:event_outofuniform_05_24,True,,L_40,L_40,1.0,,,,,,4,delight,,,2,idle,,,12,delight,,,14,idle,,,,,,,,,
event_outofuniform_05_25,130006,event_outofuniform_05,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_05_25,True,,13,13,1.0,,,,,,4,delight,,,2,idle,,,12,delight,,,14,idle,,,,,,,,,
event_outofuniform_05_26,130006,event_outofuniform_05,Speech,zwei_k,zwei_k,Locale_SubScenario:event_outofuniform_05_26,True,,13,13,1.0,,,,,,4,delight,,,2,idle,,,12,delight,,,14,good,,,,,,,,,
event_outofuniform_05_27,130006,event_outofuniform_05,Speech,brid_d,brid_d,Locale_SubScenario:event_outofuniform_05_27,True,,L_40,L_40,1.0,,,,,,4,delight,,,2,idle,,,12,delight,,,14,good,,,,,,,,,
event_outofuniform_05_28,130006,event_outofuniform_05,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_05_28,True,,120,120,1.0,,,,,,4,delight,,,2,idle,,,12,surprise,,,14,good,,,,,,,,,
event_outofuniform_05_29,130006,event_outofuniform_05,Speech,brid_d,brid_d,Locale_SubScenario:event_outofuniform_05_29,True,,L_40,L_40,1.0,,,,,,4,delight,,,2,idle,,,12,surprise,,,14,good,,,,,,,,,
event_outofuniform_05_30,130006,event_outofuniform_05,Speech,brid_d,brid_d,Locale_SubScenario:event_outofuniform_05_30,True,,L_40,L_40,1.0,,,,,,4,delight,,,2,idle,,,12,surprise,,,14,good,,,,,,,,,
event_outofuniform_05_31,130006,event_outofuniform_05,Speech,brid_d,brid_d,Locale_SubScenario:event_outofuniform_05_31,True,,L_40,L_40,1.0,,,,,,4,delight,,,2,idle,,,12,surprise,,,14,idle,,,,,,,,,
event_outofuniform_05_32,130006,event_outofuniform_05,Monologue,brid_d,,Locale_SubScenario:event_outofuniform_05_32,False,,black,black,1.0,,,,,,4,delight,,,2,idle,,,12,delight,,,14,idle,,,,,,,,,
event_outofuniform_05_33,130006,event_outofuniform_05,Speech,brid_d,brid_d,Locale_SubScenario:event_outofuniform_05_33,True,,L_40,L_40,1.0,,,,,,4,delight,,,2,idle,,,12,delight,,,14,idle,,,,,,,,,
event_outofuniform_05_34,130006,event_outofuniform_05,Speech,brid_d,brid_d,Locale_SubScenario:event_outofuniform_05_34,True,,L_40,L_40,1.0,,,,,,4,delight,,,2,idle,,,12,delight,,,14,idle,,,,,,,,,
event_outofuniform_05_35,130006,event_outofuniform_05,Speech,brid_d,brid_d,Locale_SubScenario:event_outofuniform_05_35,True,,L_40,L_40,1.0,,,,,,4,delight,,,2,idle,,,12,delight,,,14,idle,,,,,,,,,
event_outofuniform_05_36,130006,event_outofuniform_05,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_05_36,True,,1,1,1.0,,,,,,4,delight,,,2,idle,,,12,delight,,,14,idle,,,,,,,,,
event_outofuniform_05_37,130006,event_outofuniform_05,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_05_37,True,,1,1,1.0,,,,,,4,delight,,,2,idle,,,12,delight,,,14,idle,,,,,,,,,
event_outofuniform_05_38,130006,event_outofuniform_05,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_05_38,True,,1,1,1.0,,,,,,4,delight,,,2,idle,,,12,delight,,,14,idle,,,,,,,,,
event_outofuniform_05_39,130006,event_outofuniform_05,Speech,naga_k,naga_k,Locale_SubScenario:event_outofuniform_05_39,True,,1,1,1.0,,,,,,4,delight,,,2,idle,,,12,delight,,,14,idle,,,,,,,,,
event_outofuniform_05_40,130006,event_outofuniform_05,Speech,naga_k,naga_k,Locale_SubScenario:event_outofuniform_05_40,True,,1,1,1.0,,,,,,4,delight,,,2,idle,,,12,delight,,,14,idle,,,,,,,,,
event_outofuniform_05_41,130006,event_outofuniform_05,Narration,naga_k,,Locale_SubScenario:event_outofuniform_05_41,False,,black,black,1.0,none,,sfx_scn_lightout,,,4,delight,,,2,idle,,,12,delight,,,14,idle,,,,,,,,,
event_outofuniform_05_42,130006,event_outofuniform_05,Self,naga_k,,Locale_SubScenario:event_outofuniform_05_42,False,,black,black,1.0,,,,,,4,delight,,,2,idle,,,12,delight,,,14,idle,,,,,,,,,
event_outofuniform_05_43,130006,event_outofuniform_05,Monologue,naga_k,,Locale_SubScenario:event_outofuniform_05_43,False,,black,black,1.0,,,,,,4,delight,,,2,idle,,,12,delight,,,14,idle,,,,,,,,,
event_outofuniform_05_44,130006,event_outofuniform_05,Monologue,naga_k,,Locale_SubScenario:event_outofuniform_05_44,False,GoddessOfVictory,black,black,1.0,bgm_story_confetti,,,Vignetting,,4,delight,brid_d,,2,idle,naga_k,,12,delight,ein_k,,14,idle,zwei_k,,,,,,,,
event_outofuniform_05_45,130006,event_outofuniform_05,Speech,,ein_k,Locale_SubScenario:event_outofuniform_05_45,False,,6,6,1.0,,,,Vignetting,,,,,,,,,,,,,,,,,,,,,,,,
event_outofuniform_05_46,130006,event_outofuniform_05,Speech,,ein_k,Locale_SubScenario:event_outofuniform_05_46,False,,6,6,1.0,,,,Vignetting,,,,,,,,,,,,,,,,,,,,,,,,
event_outofuniform_05_47,130006,event_outofuniform_05,Speech,,zwei_k,Locale_SubScenario:event_outofuniform_05_47,False,,6,6,1.0,,,,Vignetting,,,,,,,,,,,,,,,,,,,,,,,,
event_outofuniform_05_48,130006,event_outofuniform_05,Speech,,zwei_k,Locale_SubScenario:event_outofuniform_05_48,False,,6,6,1.0,,,,Vignetting,,,,,,,,,,,,,,,,,,,,,,,,
event_outofuniform_05_49,130006,event_outofuniform_05,Speech,,ein_k,Locale_SubScenario:event_outofuniform_05_49,False,,6,6,1.0,,,,Vignetting,,,,,,,,,,,,,,,,,,,,,,,,
event_outofuniform_05_50,130006,event_outofuniform_05,Speech,,naga_k,Locale_SubScenario:event_outofuniform_05_50,False,,6,60,1.0,,,,Vignetting,,,,,,,,,,,,,,,,,,,,,,,,
event_outofuniform_05_51,130006,event_outofuniform_05,Speech,,naga_k,Locale_SubScenario:event_outofuniform_05_51,False,,60,60,1.0,,,,Vignetting,,,,,,,,,,,,,,,,,,,,,,,,
event_outofuniform_05_52,130006,event_outofuniform_05,Self,,,Locale_SubScenario:event_outofuniform_05_52,False,,60,6,1.0,,,,Vignetting,,,,,,,,,,,,,,,,,,,,,,,,
event_outofuniform_05_53,130006,event_outofuniform_05,Monologue,,,Locale_SubScenario:event_outofuniform_05_53,False,,6,6,1.0,,,,Vignetting,liter,7,delight,,centi,5,delight,,pepper,2,delight,,mary,12,shy,,delta,15,delight,,signal,17,delight,
event_outofuniform_05_54,130006,event_outofuniform_05,Monologue,liter,,Locale_SubScenario:event_outofuniform_05_54,False,,6,1,3.0,,,,Vignetting,,7,delight,,,5,delight,,,2,delight,,,12,shy,,,15,delight,,,17,delight,
event_outofuniform_05_55,130006,event_outofuniform_05,Speech,liter,naga_k,Locale_SubScenario:event_outofuniform_05_55,False,,1,16,3.0,,,,Vignetting,,7,delight,,,5,delight,,,2,delight,,,12,shy,,,15,delight,,,17,delight,
event_outofuniform_05_56,130006,event_outofuniform_05,Speech,pepper,zwei_k,Locale_SubScenario:event_outofuniform_05_56,False,,16,16,1.0,,,,Vignetting,,7,delight,liter,,5,delight,centi,,2,delight,pepper,,12,shy,mary,,15,delight,,,17,delight,
event_outofuniform_05_57,130006,event_outofuniform_05,Speech,delta,zwei_k,Locale_SubScenario:event_outofuniform_05_57,False,,16,16,1.0,,,,Vignetting,,,,,,,,,,,,,,,,,,15,delight,,,17,delight,
event_outofuniform_05_58,130006,event_outofuniform_05,Speech,zwei,ein_k,Locale_SubScenario:event_outofuniform_05_58,False,,3,3,1.0,,,,Vignetting,,,,,,,,,,,,,,,,,,15,delight,delta,,17,delight,signal
event_outofuniform_05_59,130006,event_outofuniform_05,Speech,zwei,ein_k,Locale_SubScenario:event_outofuniform_05_59,False,,3,3,1.0,,,,Vignetting,tia,4,delight,,naga,2,delight,,ein,12,surprise,,zwei,14,good,,rei,16,delight,,marciana,18,delight,
event_outofuniform_05_60,130006,event_outofuniform_05,Speech,zwei,ein_k,Locale_SubScenario:event_outofuniform_05_60,False,,3,13,3.0,,,,Vignetting,,4,delight,,,2,delight,,,12,surprise,,,14,good,,,16,delight,,,18,delight,
event_outofuniform_05_61,130006,event_outofuniform_05,Speech,marciana,zwei_k,Locale_SubScenario:event_outofuniform_05_61,False,,13,17,3.0,,,,Vignetting,,4,delight,,,2,delight,,,12,surprise,,,14,good,,,16,delight,,,18,delight,
event_outofuniform_05_62,130006,event_outofuniform_05,Speech,marciana,naga_k,Locale_SubScenario:event_outofuniform_05_62,False,,17,17,1.0,,,,Vignetting,,4,delight,,,2,delight,,,12,surprise,,,14,good,,,16,delight,,,18,delight,
event_outofuniform_05_63,130006,event_outofuniform_05,Monologue,,,Locale_SubScenario:event_outofuniform_05_63,False,AZXIn,black,black,1.0,,,,,,4,delight,,,2,delight,,,12,surprise,,,14,good,,,16,delight,,,18,delight,
event_outofuniform_05_64,130006,event_outofuniform_05,Monologue,brid_d,brid_d,Locale_SubScenario:event_outofuniform_05_64,False,,black,black,1.0,,,sfx_scn_trainbrake,,brid_d,4,delight,tia,naga_k,2,delight,naga,ein_k,12,surprise,ein,zwei_k,14,good,zwei,,16,delight,rei,,18,delight,marciana
event_outofuniform_05_65,130006,event_outofuniform_05,Speech,brid_d,brid_d,Locale_SubScenario:event_outofuniform_05_65,True,,L_40,L_40,1.0,,,,,,4,idle,,,2,idle,,,12,delight,,,14,idle,,,,,,,,,
event_outofuniform_05_66,130006,event_outofuniform_05,Speech,brid_d,brid_d,Locale_SubScenario:event_outofuniform_05_66,True,,L_40,L_40,1.0,,,,,,4,idle,,,2,idle,,,12,delight,,,14,idle,,,,,,,,,
event_outofuniform_05_67,130006,event_outofuniform_05,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_05_67,True,,120,1200,1.0,,,,,,4,idle,,,2,idle,,,12,delight,,,14,idle,,,,,,,,,
event_outofuniform_05_68,130006,event_outofuniform_05,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_05_68,True,,black,black,1.0,,,,,,4,idle,,,2,idle,,,12,delight,,,14,idle,,,,,,,,,
event_outofuniform_05_69,130006,event_outofuniform_05,Speech,zwei_k,zwei_k,Locale_SubScenario:event_outofuniform_05_69,True,,black,black,1.0,,,,,,4,idle,,,2,idle,,,12,delight,,,14,idle,,,,,,,,,
event_outofuniform_05_70,130006,event_outofuniform_05,Speech,zwei_k,zwei_k,Locale_SubScenario:event_outofuniform_05_70,True,,black,black,1.0,,,,,,4,idle,,,2,idle,,,12,delight,,,14,idle,,,,,,,,,
event_outofuniform_05_71,130006,event_outofuniform_05,Narration,zwei_k,,Locale_SubScenario:event_outofuniform_05_71,False,,black,black,1.0,,,sfx_scn_fireworkfly,,,4,idle,,,2,idle,,,12,delight,,,14,idle,,,,,,,,,
event_outofuniform_05_72,130006,event_outofuniform_05,Speech,naga_k,naga_k,Locale_SubScenario:event_outofuniform_05_72,True,,black,black,1.0,,,,,,4,idle,,,2,surprise,,,12,delight,,,14,idle,,,,,,,,,
event_outofuniform_05_73,130006,event_outofuniform_05,Narration,naga_k,,Locale_SubScenario:event_outofuniform_05_73,False,,black,black,1.0,,,sfx_scn_fireworkexplode,,,4,idle,,,2,surprise,,,12,delight,,,14,idle,,,,,,,,,
event_outofuniform_05_74,130006,event_outofuniform_05,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_05_74,True,,1,1,1.0,,,,,,4,idle,,,2,surprise,,,12,delight,,,14,idle,,,,,,,,,
event_outofuniform_05_75,130006,event_outofuniform_05,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_05_75,True,,1,1,1.0,,,,,,4,idle,,,2,surprise,,,12,surprise,,,14,idle,,,,,,,,,
event_outofuniform_05_76,130006,event_outofuniform_05,Speech,naga_k,naga_k,Locale_SubScenario:event_outofuniform_05_76,True,,1,1,1.0,,,,,,4,idle,,,2,idle,,,12,surprise,,,14,idle,,,,,,,,,
event_outofuniform_05_77,130006,event_outofuniform_05,Speech,naga_k,naga_k,Locale_SubScenario:event_outofuniform_05_77,True,,1,1,1.0,,,,,,4,idle,,,2,delight,,,12,surprise,,,14,idle,,,,,,,,,
event_outofuniform_05_78,130006,event_outofuniform_05,Speech,zwei_k,zwei_k,Locale_SubScenario:event_outofuniform_05_78,True,,140,140,1.0,,,,,,4,idle,,,2,delight,,,12,delight,,,14,surprise,,,,,,,,,
event_outofuniform_05_79,130006,event_outofuniform_05,Speech,zwei_k,zwei_k,Locale_SubScenario:event_outofuniform_05_79,True,,140,140,1.0,,,,,,4,idle,,,2,delight,,,12,delight,,,14,surprise,,,,,,,,,
event_outofuniform_05_80,130006,event_outofuniform_05,Speech,zwei_k,zwei_k,Locale_SubScenario:event_outofuniform_05_80,True,,140,140,1.0,,,,,,4,idle,,,2,delight,,,12,delight,,,14,surprise,,,,,,,,,
event_outofuniform_05_81,130006,event_outofuniform_05,Speech,zwei_k,zwei_k,Locale_SubScenario:event_outofuniform_05_81,True,,140,140,1.0,,,,,,4,idle,,,2,delight,,,12,delight,,,14,good,,,,,,,,,
event_outofuniform_05_82,130006,event_outofuniform_05,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_05_82,True,,140,120,1.0,,,,,,4,idle,,,2,idle,,,12,delight,,,14,good,,,,,,,,,
event_outofuniform_05_83,130006,event_outofuniform_05,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_05_83,True,,120,120,1.0,,,,,,4,idle,,,2,idle,,,12,surprise,,,14,good,,,,,,,,,
event_outofuniform_05_84,130006,event_outofuniform_05,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_05_84,True,,120,120,1.0,,,,,,4,idle,,,2,idle,,,12,shy,,,14,good,,,,,,,,,
event_outofuniform_05_85,130006,event_outofuniform_05,Speech,zwei_k,zwei_k,Locale_SubScenario:event_outofuniform_05_85,True,,120,13,1.0,,,,,,4,idle,,,2,idle,,,12,shy,,,14,good,,,,,,,,,
event_outofuniform_05_86,130006,event_outofuniform_05,Speech,zwei_k,zwei_k,Locale_SubScenario:event_outofuniform_05_86,True,,13,13,1.0,,,,,,4,idle,,,2,idle,,,12,shy,,,14,good,,,,,,,,,
event_outofuniform_05_87,130006,event_outofuniform_05,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_05_87,True,,13,13,1.0,,,,,,4,idle,,,2,idle,,,12,delight,,,14,good,,,,,,,,,
event_outofuniform_05_88,130006,event_outofuniform_05,Speech,naga_k,naga_k,Locale_SubScenario:event_outofuniform_05_88,True,,L_20,L_20,1.0,,,,,,4,idle,,,2,idle,,,12,delight,,,14,good,,,,,,,,,
event_outofuniform_05_89,130006,event_outofuniform_05,Speech,naga_k,naga_k,Locale_SubScenario:event_outofuniform_05_89,True,,L_20,L_20,1.0,,,,,,4,idle,,,2,idle,,,12,delight,,,14,good,,,,,,,,,
event_outofuniform_05_90,130006,event_outofuniform_05,Monologue,naga_k,,Locale_SubScenario:event_outofuniform_05_90,False,,L_20,L_20,1.0,,,,,,4,idle,,,2,idle,,,12,delight,,,14,good,,,,,,,,,
event_outofuniform_05_91,130006,event_outofuniform_05,Monologue,naga_k,,Locale_SubScenario:event_outofuniform_05_91,False,,L_20,L_20,1.0,,,,,,4,idle,,,2,idle,,,12,delight,,,14,good,,,,,,,,,
event_outofuniform_05_92,130006,event_outofuniform_05,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_05_92,True,Station,120,120,1.0,,black,,,,6,idle,,,2,idle,,,12,delight,,,14,good,,diesel_d,4,idle,,,,,
event_outofuniform_05_93,130006,event_outofuniform_05,Speech,diesel_d,diesel_d,Locale_SubScenario:event_outofuniform_05_93,True,,5,5,1.0,,,,,,6,delight,,,2,idle,,,12,delight,,,14,good,,,4,idle,,,,,
event_outofuniform_05_94,130006,event_outofuniform_05,Speech,diesel_d,diesel_d,Locale_SubScenario:event_outofuniform_05_94,True,,5,5,1.0,,,,,,6,delight,,,2,idle,,,12,delight,,,14,idle,,,4,idle,,,,,
event_outofuniform_05_95,130006,event_outofuniform_05,Speech,diesel_d,diesel_d,Locale_SubScenario:event_outofuniform_05_95,True,,5,5,1.0,,,,,,6,delight,,,2,idle,,,12,delight,,,14,idle,,,4,idle,,,,,
event_outofuniform_05_96,130006,event_outofuniform_05,Self,diesel_d,,Locale_SubScenario:event_outofuniform_05_96,False,,5,5,1.0,,,,,,6,delight,,,2,idle,,,12,delight,,,14,idle,,,4,idle,,,,,
event_outofuniform_05_97,130006,event_outofuniform_05,Speech,naga_k,naga_k,Locale_SubScenario:event_outofuniform_05_97,True,,5,3,1.0,,,,,,6,delight,,,2,idle,,,12,delight,,,14,idle,,,4,idle,,,,,
event_outofuniform_05_98,130006,event_outofuniform_05,Speech,naga_k,naga_k,Locale_SubScenario:event_outofuniform_05_98,True,,3,3,1.0,,,,,,6,delight,,,2,delight,,,12,delight,,,14,idle,,,4,idle,,,,,
event_outofuniform_05_99,130006,event_outofuniform_05,Speech,diesel_d,diesel_d,Locale_SubScenario:event_outofuniform_05_99,True,,3,3,1.0,,,,,,6,delight,,,2,delight,,,12,delight,,,14,idle,,,4,idle,,,,,
event_outofuniform_05_100,130006,event_outofuniform_05,Speech,diesel_d,diesel_d,Locale_SubScenario:event_outofuniform_05_100,True,,3,3,1.0,,,,,,6,delight,,,2,delight,,,12,delight,,,14,idle,,,4,idle,,,,,
event_outofuniform_05_101,130006,event_outofuniform_05,Speech,diesel_d,diesel_d,Locale_SubScenario:event_outofuniform_05_101,True,,3,3,1.0,,,,,,6,delight,,,2,delight,,,12,delight,,,14,idle,,,4,delight,,,,,
event_outofuniform_05_102,130006,event_outofuniform_05,Speech,brid_d,brid_d,Locale_SubScenario:event_outofuniform_05_102,True,,3,5,1.0,,,,,,6,delight,,,2,idle,,,12,delight,,,14,idle,,,4,delight,,,,,
event_outofuniform_05_103,130006,event_outofuniform_05,Monologue,brid_d,,Locale_SubScenario:event_outofuniform_05_103,False,Park_n,black,black,1.0,none,,,,,6,delight,brid_d,,2,idle,,,12,delight,,,14,idle,,,4,delight,diesel_d,,,,
event_outofuniform_05_104,130006,event_outofuniform_05,Speech,naga_k,naga_k,Locale_SubScenario:event_outofuniform_05_104,True,,1,1,1.0,bgm_story_cottoncandy,,,,,,,,,2,idle,,,12,delight,,,14,idle,,,,,,,,,
event_outofuniform_05_105,130006,event_outofuniform_05,Speech,naga_k,naga_k,Locale_SubScenario:event_outofuniform_05_105,True,,1,1,1.0,,,,,,,,,,2,idle,,,12,delight,,,14,idle,,,,,,,,,
event_outofuniform_05_106,130006,event_outofuniform_05,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_05_106,True,,1,1,1.0,,,,,,,,,,2,idle,,,12,delight,,,14,idle,,,,,,,,,
event_outofuniform_05_107,130006,event_outofuniform_05,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_05_107,True,,1,1,1.0,,,,,,,,,,2,idle,,,12,delight,,,14,idle,,,,,,,,,
event_outofuniform_05_108,130006,event_outofuniform_05,Speech,naga_k,naga_k,Locale_SubScenario:event_outofuniform_05_108,True,,1,L_20,1.0,,,,,,,,,,2,idle,,,12,delight,,,14,idle,,,,,,,,,
event_outofuniform_05_109,130006,event_outofuniform_05,Speech,naga_k,naga_k,Locale_SubScenario:event_outofuniform_05_109,True,,L_20,L_20,1.0,,,,,,,,,,2,void,,,12,delight,,,14,idle,,,,,,,,,
event_outofuniform_05_110,130006,event_outofuniform_05,Speech,naga_k,naga_k,Locale_SubScenario:event_outofuniform_05_110,True,,L_20,L_20,1.0,,,,,,,,,,2,void,,,12,delight,,,14,idle,,,,,,,,,
event_outofuniform_05_111,130006,event_outofuniform_05,Speech,tia_c,tia_c,Locale_SubScenario:event_outofuniform_05_111,False,,L_20,L_20,1.0,,,,,tia_c,4,idle,,,2,idle,,,12,delight,,,14,idle,,,,,,,,,
event_outofuniform_05_112,130006,event_outofuniform_05,Speech,naga_k,naga_k,Locale_SubScenario:event_outofuniform_05_112,True,,L_20,3,1.3,,,,,,4,idle,,,2,surprise,,,12,delight,,,14,idle,,,,,,,,,
event_outofuniform_05_113,130006,event_outofuniform_05,Speech,naga_k,naga_k,Locale_SubScenario:event_outofuniform_05_113,True,,3,3,1.0,,,,,,4,idle,,,2,surprise,,,12,delight,,,14,idle,,,,,,,,,
event_outofuniform_05_114,130006,event_outofuniform_05,Speech,tia_c,tia_c,Locale_SubScenario:event_outofuniform_05_114,True,,3,3,1.0,,,,,,4,idle,,,2,surprise,,,12,delight,,,14,idle,,,,,,,,,
event_outofuniform_05_115,130006,event_outofuniform_05,Speech,tia_c,tia_c,Locale_SubScenario:event_outofuniform_05_115,True,,3,3,1.0,,,,,,4,idle,,,2,surprise,,,12,delight,,,14,idle,,,,,,,,,
