id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
event_lastkingdom2_b03_e_11,40046,event_lastkingdom2_b03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_b03_e_11,True,,1,special,,3,angry_03,,5,idle,,7,idle,,31,31,1.0,
event_lastkingdom2_b03_e_12,40046,event_lastkingdom2_b03_e,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom2_b03_e_12,True,,1,special,,3,angry_03,,5,idle,,7,idle,,31,31,1.0,
event_lastkingdom2_b03_e_13,40046,event_lastkingdom2_b03_e,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom2_b03_e_13,True,,1,special,,3,angry_03,,5,idle,,7,idle,,31,31,1.0,
event_lastkingdom2_b03_e_14,40046,event_lastkingdom2_b03_e,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom2_b03_e_14,True,,1,idle,,3,angry_03,,5,idle,,7,idle,,31,1,1.0,
event_lastkingdom2_b03_e_15,40046,event_lastkingdom2_b03_e,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom2_b03_e_15,True,,1,idle,,3,angry_03,,5,idle,,7,idle,,1,L_10,1.0,
event_lastkingdom2_b03_e_16,40046,event_lastkingdom2_b03_e,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom2_b03_e_16,True,,1,idle,,3,angry_03,,5,idle,,7,idle,,L_10,L_100,0.7,
event_lastkingdom2_b03_e_17,40046,event_lastkingdom2_b03_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_b03_e_17,True,,1,idle,,3,angry_03,,5,idle,,7,idle,,500,500,1.0,
event_lastkingdom2_b03_e_18,40046,event_lastkingdom2_b03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_b03_e_18,True,,1,idle,,3,angry_03,,5,idle,,7,idle,,XXS_300,XXS_300,1.0,
event_lastkingdom2_b03_e_19,40046,event_lastkingdom2_b03_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_b03_e_19,True,,1,idle,,3,angry_03,,5,idle,,7,idle,,500,500,1.0,
event_lastkingdom2_b03_e_20,40046,event_lastkingdom2_b03_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_b03_e_20,True,,1,idle,,3,angry_03,,5,idle,,7,idle,,500,50,1.0,
event_lastkingdom2_b03_e_21,40046,event_lastkingdom2_b03_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_b03_e_21,False,,1,idle,,3,angry_03,,5,idle,,7,void,,50,75,1.0,
event_lastkingdom2_b03_e_22,40046,event_lastkingdom2_b03_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_b03_e_22,True,,1,idle,,3,angry_03,,5,idle,,7,void,,75,75,1.0,
event_lastkingdom2_b03_e_23,40046,event_lastkingdom2_b03_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_b03_e_23,True,,1,idle,,3,angry_03,,5,idle,,7,void,,75,75,1.0,
event_lastkingdom2_b03_e_24,40046,event_lastkingdom2_b03_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_b03_e_24,True,,1,idle,,3,angry_03,,5,idle,,7,angry,,75,75,1.0,
event_lastkingdom2_b03_e_25,40046,event_lastkingdom2_b03_e,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom2_b03_e_25,True,,1,idle,,3,angry_03,,5,idle,,7,angry,,L_10,L_10,1.0,
event_lastkingdom2_b03_e_26,40046,event_lastkingdom2_b03_e,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom2_b03_e_26,True,,1,idle,,3,angry_03,,5,idle,,7,angry,,L_10,L_10,1.0,
event_lastkingdom2_b03_e_27,40046,event_lastkingdom2_b03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_b03_e_27,True,,1,idle,,3,pain,,5,idle,,7,angry,,XXS_30,XXS_30,1.0,
event_lastkingdom2_b03_e_28,40046,event_lastkingdom2_b03_e,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom2_b03_e_28,True,,1,delight,,3,pain,,5,idle,,7,angry,,L_10,L_100,1.0,
event_lastkingdom2_b03_e_29,40046,event_lastkingdom2_b03_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_b03_e_29,False,,1,delight,,3,pain,,5,idle,,7,angry,,50,50,1.0,
event_lastkingdom2_b03_e_30,40046,event_lastkingdom2_b03_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_b03_e_30,True,,1,delight,,3,pain,,5,idle,,7,angry,,50,500,1.0,
