id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
event_neverland2_05_s_48,40035,event_neverland2_05_s,Monologue,,,Locale_MainScenario:event_neverland2_05_s_48,False,,30,30,1.0,,,,3,think,,1,idle,,5,idle,,7,idle
event_neverland2_05_s_49,40035,event_neverland2_05_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_05_s_49,True,,30,30,1.0,,,,3,think,,1,idle,,5,idle,,7,idle
event_neverland2_05_s_50,40035,event_neverland2_05_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_05_s_50,True,,30,30,1.0,,,,3,think,,1,idle,,5,idle,,7,idle
event_neverland2_05_s_51,40035,event_neverland2_05_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_05_s_51,True,,30,30,1.0,,,,3,think,,1,idle,,5,idle,,7,idle
event_neverland2_05_s_52,40035,event_neverland2_05_s,Speech,blanc_c,blanc_c,Locale_MainScenario:event_neverland2_05_s_52,True,,30,L_50,1.0,,,,3,think,,1,idle,,5,idle,,7,idle
event_neverland2_05_s_53,40035,event_neverland2_05_s,Monologue,,,Locale_MainScenario:event_neverland2_05_s_53,False,,black,black,1.0,,black,,3,think,,1,idle,,5,idle,,7,idle
event_neverland2_05_s_54,40035,event_neverland2_05_s,Speech,blanc_noir,blanc_noir,Locale_MainScenario:event_neverland2_05_s_54,True,,75,75,1.0,,,,3,think,,1,no,,5,think,,7,idle
event_neverland2_05_s_56,40035,event_neverland2_05_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_05_s_56,True,,S_100,S_100,1.0,,,,3,think,,1,no,,5,think,,7,idle
event_neverland2_05_s_57,40035,event_neverland2_05_s,Speech,blanc_noir,blanc_noir,Locale_MainScenario:event_neverland2_05_s_57,True,,75,75,1.0,,black,,3,think,,1,no,,5,think,,7,idle
event_neverland2_05_s_59,40035,event_neverland2_05_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_05_s_59,True,,S_100,S_100,1.0,,,,3,think,,1,delight,,5,think,,7,idle
event_neverland2_05_s_60,40035,event_neverland2_05_s,Monologue,,,Locale_MainScenario:event_neverland2_05_s_60,False,,black,black,1.0,,,,3,think,,1,delight,,5,think,,7,idle
event_neverland2_05_s_61,40035,event_neverland2_05_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_05_s_61,True,,S_100,S_10,1.0,,,,3,think,,1,delight,,5,think,,7,idle
event_neverland2_05_s_62,40035,event_neverland2_05_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_05_s_62,True,,S_10,S_10,1.0,,,,3,think,,1,delight,,5,think,,7,idle
event_neverland2_05_s_63,40035,event_neverland2_05_s,Monologue,,,Locale_MainScenario:event_neverland2_05_s_63,False,,black,black,1.0,,,,3,think,,1,delight,,5,think,,7,idle
