id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,highlight,speaker,characters/0/hide_char_id,characters/1/hide_char_id,play_sound
event_lionheart_06_s_26,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_26,True,,XS_130,XS_130,1.0,,,1,idle,,13,idle,biscuit,biscuit,,,
event_lionheart_06_s_27,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_27,True,,XS_130,XS_130,1.0,,,1,idle,,13,idle,biscuit,biscuit,,,
event_lionheart_06_s_28,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_28,True,,XS_130,XS_130,1.0,,,1,idle,,13,sad,biscuit,biscuit,,,
event_lionheart_06_s_29,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_29,True,,XS_130,XS_130,1.0,,,1,idle,,13,sad,biscuit,biscuit,,,
event_lionheart_06_s_30,40037,event_lionheart_06_s,Self,Locale_SubScenario:event_lionheart_06_s_30,False,,XS_130,XS_130,1.0,,,1,idle,,13,sad,biscuit,,,,
event_lionheart_06_s_31,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_31,True,,XS_130,Leo_10,1.0,,,1,idle,,13,sad,leona_no,leona_no,,,
event_lionheart_06_s_32,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_32,True,,Leo_10,Leo_10,1.0,,,1,idle,,13,sad,leona_no,leona_no,,,
event_lionheart_06_s_33,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_33,True,,XS_130,XS_1300,1.0,,,1,idle,,13,sad,biscuit,biscuit,,,
event_lionheart_06_s_34,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_34,True,,XS_1300,XS_1300,1.0,,,1,idle,,13,sad,biscuit,biscuit,,,
event_lionheart_06_s_35,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_35,True,,XS_1300,XS_1300,1.0,,,1,idle,,13,sad,biscuit,biscuit,,,
event_lionheart_06_s_36,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_36,True,,XS_1300,XS_1300,1.0,,,1,idle,,13,sad,biscuit,biscuit,,,
event_lionheart_06_s_37,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_37,True,,XS_1300,XS_1300,1.0,,,1,idle,,13,sad,biscuit,biscuit,,,
event_lionheart_06_s_38,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_38,True,,XS_1300,XS_1300,1.0,,,1,idle,,13,sad,biscuit,biscuit,,,
event_lionheart_06_s_39,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_39,True,,XS_1300,XS_1300,1.0,,,1,idle,,13,sad,biscuit,biscuit,,,
event_lionheart_06_s_40,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_40,True,,XS_1300,XS_1300,1.0,,,1,idle,,13,sad,biscuit,biscuit,,,
event_lionheart_06_s_41,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_41,True,,XS_1300,12,1.0,,,1,idle,,13,sad,leona_no,leona_no,,,
event_lionheart_06_s_42,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_42,True,,12,12,1.0,,,1,idle,,13,angry,biscuit,biscuit,,,
event_lionheart_06_s_43,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_43,True,,12,12,1.0,,,1,idle,,13,idle,biscuit,biscuit,,,
event_lionheart_06_s_44,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_44,True,,12,12,1.0,,,1,idle,,13,idle,biscuit,biscuit,,,
event_lionheart_06_s_45,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_45,True,,12,12,1.0,,,1,idle,,13,idle,biscuit,biscuit,,,
event_lionheart_06_s_46,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_46,True,,12,12,1.0,,,1,delight,,13,idle,leona_no,leona_no,,,
event_lionheart_06_s_47,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_47,True,,12,12,1.0,,,1,idle,,13,idle,leona_no,leona_no,,,
event_lionheart_06_s_48,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_48,True,,12,12,1.0,,,1,idle,,13,idle,leona_no,leona_no,,,
event_lionheart_06_s_49,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_49,True,,12,12,1.0,,,1,idle,,13,idle,biscuit,biscuit,,,
event_lionheart_06_s_50,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_50,True,,12,Leo_10,1.0,,,1,idle,,13,idle,leona_no,leona_no,,,
event_lionheart_06_s_51,40037,event_lionheart_06_s,Monologue,Locale_SubScenario:event_lionheart_06_s_51,False,,Leo_10,Leo_10,1.0,,,1,idle,,13,idle,leona_no,,,,
event_lionheart_06_s_52,40037,event_lionheart_06_s,Monologue,Locale_SubScenario:event_lionheart_06_s_52,False,,Leo_10,Leo_10,1.0,,,1,idle,,13,idle,leona_no,,,,
event_lionheart_06_s_53,40037,event_lionheart_06_s,Monologue,Locale_SubScenario:event_lionheart_06_s_53,False,,black,black,1.0,,,1,idle,,13,idle,leona_no,,,,
event_lionheart_06_s_54,40037,event_lionheart_06_s,Narration,Locale_SubScenario:event_lionheart_06_s_54,False,land_d,black,black,1.0,none,,1,idle,,13,delight,leona_no,,leona_no,,
event_lionheart_06_s_55,40037,event_lionheart_06_s,Self,Locale_SubScenario:event_lionheart_06_s_55,False,,3,3,1.0,ambient_scn_wind,,,,,13,delight,leona_no,,,,
event_lionheart_06_s_56,40037,event_lionheart_06_s,Monologue,Locale_SubScenario:event_lionheart_06_s_56,False,,3,3,1.0,,,,,,13,delight,leona_no,,,,
event_lionheart_06_s_57,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_57,True,,3,13,2.0,,,,,,13,delight,biscuit,biscuit,,,
event_lionheart_06_s_58,40037,event_lionheart_06_s,Monologue,Locale_SubScenario:event_lionheart_06_s_58,False,,13,XS_130,1.0,,,,,,13,delight,biscuit,,,,
event_lionheart_06_s_59,40037,event_lionheart_06_s,Monologue,Locale_SubScenario:event_lionheart_06_s_59,False,,XS_130,XS_30,2.0,,,,,,13,delight,biscuit,,,biscuit,
event_lionheart_06_s_60,40037,event_lionheart_06_s,Monologue,Locale_SubScenario:event_lionheart_06_s_60,False,,XS_30,XS_30,1.0,,,,,,,,biscuit,,,,
event_lionheart_06_s_61,40037,event_lionheart_06_s,Monologue,Locale_SubScenario:event_lionheart_06_s_61,False,,XS_30,XS_30,1.0,,,,,,,,biscuit,,,,
event_lionheart_06_s_62,40037,event_lionheart_06_s,Monologue,Locale_SubScenario:event_lionheart_06_s_62,False,,XS_30,XS_30,1.0,,,,,,,,biscuit,,,,
event_lionheart_06_s_63,40037,event_lionheart_06_s,Self,Locale_SubScenario:event_lionheart_06_s_63,False,,XS_30,XS_30,1.0,,,,,,,,biscuit,,,,
event_lionheart_06_s_64,40037,event_lionheart_06_s,Monologue,Locale_SubScenario:event_lionheart_06_s_64,False,,XS_30,3,1.0,,,,,,,,biscuit,,,,
event_lionheart_06_s_65,40037,event_lionheart_06_s,Monologue,Locale_SubScenario:event_lionheart_06_s_65,False,,3,3,1.0,,,,,,,,biscuit,,,,
event_lionheart_06_s_66,40037,event_lionheart_06_s,Self,Locale_SubScenario:event_lionheart_06_s_66,False,,3,3,1.0,,,,,,,,biscuit,,,,
event_lionheart_06_s_67,40037,event_lionheart_06_s,Monologue,Locale_SubScenario:event_lionheart_06_s_67,False,,3,5,2.0,,,,,,,,biscuit,,,,
event_lionheart_06_s_68,40037,event_lionheart_06_s,Monologue,Locale_SubScenario:event_lionheart_06_s_68,False,,5,XS_50,2.0,,,,,,,,biscuit,,,,
event_lionheart_06_s_69,40037,event_lionheart_06_s,Monologue,Locale_SubScenario:event_lionheart_06_s_69,False,,black,black,1.0,,,,,,,,biscuit,,,,sfx_scn_footstepout
event_lionheart_06_s_70,40037,event_lionheart_06_s,Self,Locale_SubScenario:event_lionheart_06_s_70,False,,5,2,2.0,,,,,,,,biscuit,,,,
event_lionheart_06_s_71,40037,event_lionheart_06_s,Monologue,Locale_SubScenario:event_lionheart_06_s_71,False,,2,2,1.0,,,,,,,,biscuit,,,,
event_lionheart_06_s_72,40037,event_lionheart_06_s,Monologue,Locale_SubScenario:event_lionheart_06_s_72,False,,2,2,1.0,,leona_no,1,idle,timi,3,idle,biscuit,,,,
event_lionheart_06_s_73,40037,event_lionheart_06_s,Monologue,Locale_SubScenario:event_lionheart_06_s_73,False,,2,Leo_10,2.0,,,1,idle,,3,idle,biscuit,,,,sfx_scn_footstepout
event_lionheart_06_s_74,40037,event_lionheart_06_s,Self,Locale_SubScenario:event_lionheart_06_s_74,False,,Leo_10,Leo_10,1.0,bgm_story_weare,,1,idle,,3,idle,biscuit,,,,
event_lionheart_06_s_75,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_75,True,,Leo_10,Leo_100,1.0,,,1,sad,,3,idle,leona_no,leona_no,,,
event_lionheart_06_s_76,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_76,True,,Leo_100,Leo_100,1.0,,,1,sad,,3,idle,leona_no,leona_no,,,
event_lionheart_06_s_77,40037,event_lionheart_06_s,Self,Locale_SubScenario:event_lionheart_06_s_77,False,,Leo_100,Leo_100,1.0,,,1,sad,,3,idle,leona_no,,,,
event_lionheart_06_s_78,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_78,True,,Leo_100,Leo_100,1.0,,,1,idle,,3,idle,leona_no,leona_no,,,
event_lionheart_06_s_79,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_79,True,,Leo_100,Leo_100,1.0,,,1,idle,,3,idle,leona_no,leona_no,,,
event_lionheart_06_s_80,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_80,True,,Leo_100,Leo_100,1.0,,,1,idle,,3,idle,leona_no,leona_no,,,
event_lionheart_06_s_81,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_81,True,,Leo_100,Leo_10,1.0,,,1,idle,,3,idle,leona_no,leona_no,,,
event_lionheart_06_s_82,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_82,True,,Leo_10,Leo_10,1.0,,,1,idle,,3,idle,leona_no,leona_no,,,
event_lionheart_06_s_83,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_83,True,,Leo_10,Leo_10,1.0,,,1,idle,,3,idle,leona_no,leona_no,,,
event_lionheart_06_s_84,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_84,True,,Leo_10,Leo_10,1.0,,,1,idle,,3,idle,leona_no,leona_no,,,
event_lionheart_06_s_85,40037,event_lionheart_06_s,Self,Locale_SubScenario:event_lionheart_06_s_85,False,,Leo_10,Leo_10,1.0,,,1,idle,,3,idle,leona_no,,,,
event_lionheart_06_s_86,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_86,True,,Leo_10,Leo_10,1.0,,,1,idle,,3,idle,leona_no,leona_no,,,
event_lionheart_06_s_87,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_87,True,,Leo_10,Leo_10,1.0,,,1,idle,,3,idle,leona_no,leona_no,,,
event_lionheart_06_s_88,40037,event_lionheart_06_s,Self,Locale_SubScenario:event_lionheart_06_s_88,False,,Leo_10,Leo_10,1.0,,,1,idle,,3,idle,leona_no,,,,
event_lionheart_06_s_89,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_89,True,,Leo_10,Leo_10,1.0,,,1,sad,,3,idle,leona_no,leona_no,,,
event_lionheart_06_s_90,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_90,True,,Leo_10,Leo_10,1.0,,,1,sad,,3,idle,leona_no,leona_no,,,
event_lionheart_06_s_91,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_91,True,,Leo_10,Leo_10,1.0,,,1,sad,,3,idle,leona_no,leona_no,,,
event_lionheart_06_s_92,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_92,True,,Leo_10,Leo_10,1.0,,,1,sad,,3,idle,leona_no,leona_no,,,
event_lionheart_06_s_93,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_93,True,,Leo_10,Leo_10,1.0,,,1,sad,,3,idle,leona_no,leona_no,,,
event_lionheart_06_s_94,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_94,True,,Leo_10,Leo_10,1.0,,,1,sad,,3,idle,leona_no,leona_no,,,
event_lionheart_06_s_95,40037,event_lionheart_06_s,Self,Locale_SubScenario:event_lionheart_06_s_95,False,,Leo_10,Leo_10,1.0,,,1,sad,,3,idle,leona_no,,,,
event_lionheart_06_s_96,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_96,True,,Leo_10,Leo_100,1.0,,,1,sad,,3,idle,leona_no,leona_no,,,
event_lionheart_06_s_97,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_97,True,,Leo_100,Leo_100,1.0,,,1,sad,,3,idle,leona_no,leona_no,,,
event_lionheart_06_s_98,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_98,True,,Leo_100,Leo_100,1.0,,,1,sad,,3,idle,leona_no,leona_no,,,
event_lionheart_06_s_99,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_99,True,,Leo_100,Leo_100,1.0,,,1,idle,,3,idle,leona_no,leona_no,,,
event_lionheart_06_s_100,40037,event_lionheart_06_s,Monologue,Locale_SubScenario:event_lionheart_06_s_100,False,,Leo_100,Leo_100,1.0,,,1,idle,,3,idle,leona_no,,,,
event_lionheart_06_s_101,40037,event_lionheart_06_s,Monologue,Locale_SubScenario:event_lionheart_06_s_101,False,,Leo_100,Leo_100,1.0,,,1,idle,,3,idle,leona_no,,,,
event_lionheart_06_s_102,40037,event_lionheart_06_s,Monologue,Locale_SubScenario:event_lionheart_06_s_102,False,,Leo_100,Leo_100,1.0,,,1,idle,,3,idle,leona_no,,,,
event_lionheart_06_s_103,40037,event_lionheart_06_s,Monologue,Locale_SubScenario:event_lionheart_06_s_103,False,,Leo_100,Leo_100,1.0,,,1,idle,,3,idle,leona_no,,,,
event_lionheart_06_s_104,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_104,True,,Leo_100,Leo_100,1.0,,,1,sad,,3,idle,leona_no,leona_no,,,
event_lionheart_06_s_105,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_105,True,,Leo_100,Leo_100,1.0,,,1,sad,,3,idle,leona_no,leona_no,,,
event_lionheart_06_s_106,40037,event_lionheart_06_s,Self,Locale_SubScenario:event_lionheart_06_s_106,False,,Leo_100,Leo_100,1.0,,,1,sad,,3,idle,leona_no,,,,
event_lionheart_06_s_107,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_107,True,,Leo_100,Leo_10,1.0,,,1,idle,,3,idle,leona_no,leona_no,,,
event_lionheart_06_s_108,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_108,True,,Leo_10,Leo_10,1.0,,,1,idle,,3,idle,leona_no,leona_no,,,
event_lionheart_06_s_109,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_109,True,,Leo_10,Leo_10,1.0,,,1,idle,,3,idle,leona_no,leona_no,,,
event_lionheart_06_s_110,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_110,True,,Leo_10,Leo_10,1.0,,,1,sad,,3,idle,leona_no,leona_no,,,
event_lionheart_06_s_111,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_111,True,,Leo_10,Leo_10,1.0,,,1,sad,,3,idle,leona_no,leona_no,,,
event_lionheart_06_s_112,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_112,True,,Leo_10,Leo_10,1.0,,,1,sad,,3,idle,leona_no,leona_no,,,
event_lionheart_06_s_113,40037,event_lionheart_06_s,Self,Locale_SubScenario:event_lionheart_06_s_113,False,,Leo_10,Leo_10,1.0,,,1,sad,,3,idle,leona_no,,,,
event_lionheart_06_s_114,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_114,True,,Leo_10,Leo_10,1.0,,,1,sad,,3,idle,leona_no,leona_no,,,
event_lionheart_06_s_115,40037,event_lionheart_06_s,Self,Locale_SubScenario:event_lionheart_06_s_115,False,,Leo_10,Leo_10,1.0,,,1,sad,,3,idle,leona_no,,,,
event_lionheart_06_s_116,40037,event_lionheart_06_s,Self,Locale_SubScenario:event_lionheart_06_s_116,False,,Leo_10,Leo_10,1.0,,,1,sad,,3,idle,leona_no,,,,
event_lionheart_06_s_117,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_117,True,,Leo_10,Leo_10,1.0,,,1,sad,,3,idle,leona_no,leona_no,,,
event_lionheart_06_s_118,40037,event_lionheart_06_s,Self,Locale_SubScenario:event_lionheart_06_s_118,False,,Leo_10,Leo_10,1.0,,,1,sad,,3,idle,leona_no,,,,
event_lionheart_06_s_119,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_119,True,,Leo_10,Leo_10,1.0,,,1,idle,,3,idle,leona_no,leona_no,,,
event_lionheart_06_s_120,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_120,True,,Leo_10,Leo_10,1.0,,,1,idle,,3,idle,leona_no,leona_no,,,
event_lionheart_06_s_121,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_121,True,,Leo_10,Leo_10,1.0,,,1,idle,,3,idle,leona_no,leona_no,,,
event_lionheart_06_s_122,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_122,True,,Leo_10,Leo_10,1.0,,,1,idle,,3,idle,leona_no,leona_no,,,
event_lionheart_06_s_123,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_123,True,,Leo_10,Leo_10,1.0,,,1,idle,,3,idle,leona_no,leona_no,,,
event_lionheart_06_s_124,40037,event_lionheart_06_s,Monologue,Locale_SubScenario:event_lionheart_06_s_124,False,,Leo_10,Leo_100,1.0,,,1,idle,,3,idle,leona_no,,,,
event_lionheart_06_s_125,40037,event_lionheart_06_s,Monologue,Locale_SubScenario:event_lionheart_06_s_125,False,,Leo_100,Leo_100,1.0,,,1,idle,,3,idle,leona_no,,,,
event_lionheart_06_s_126,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_126,True,,Leo_100,Leo_100,1.0,,,1,idle,,3,idle,leona_no,leona_no,,,
event_lionheart_06_s_127,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_127,True,,Leo_100,Leo_100,1.0,,,1,idle,,3,idle,leona_no,leona_no,,,
event_lionheart_06_s_128,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_128,True,,Leo_100,Leo_100,1.0,,,1,idle,,3,idle,leona_no,leona_no,,,
event_lionheart_06_s_129,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_129,True,,Leo_100,Leo_100,1.0,,,1,idle,,3,idle,leona_no,leona_no,,,
event_lionheart_06_s_130,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_130,True,,Leo_100,Leo_100,1.0,,,1,idle,,3,idle,leona_no,leona_no,,,
event_lionheart_06_s_131,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_131,True,,Leo_100,Leo_100,1.0,,,1,idle,,3,idle,leona_no,leona_no,,,
event_lionheart_06_s_132,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_132,True,,Leo_100,Leo_100,1.0,,,1,idle,,3,idle,leona_no,leona_no,,,
event_lionheart_06_s_133,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_133,True,,Leo_100,Leo_100,1.0,,,1,idle,,3,idle,leona_no,leona_no,,,
event_lionheart_06_s_134,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_134,True,,Leo_100,Leo_10,1.0,,,1,idle,,3,idle,ruby,ruby,,,sfx_scn_birdanswer
event_lionheart_06_s_135,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_135,True,,Leo_10,Leo_10,1.0,,,1,idle,,3,idle,leona_no,leona_no,,,
event_lionheart_06_s_136,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_136,True,,Leo_10,Leo_10,1.0,,,1,idle,,3,idle,leona_no,leona_no,,,
event_lionheart_06_s_137,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_137,True,,Leo_10,Leo_10,1.0,,,1,idle,,3,idle,gray,gray,,,sfx_scn_howl
event_lionheart_06_s_138,40037,event_lionheart_06_s,Monologue,Locale_SubScenario:event_lionheart_06_s_138,False,,Leo_10,Leo_10,1.0,,,1,idle,,3,idle,gray,,,,
event_lionheart_06_s_139,40037,event_lionheart_06_s,Monologue,Locale_SubScenario:event_lionheart_06_s_139,False,,Leo_10,2,1.0,,,1,idle,,3,think,gray,,,,
event_lionheart_06_s_140,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_140,True,,2,2,1.0,,,1,idle,,3,think,timi,timi,,,
event_lionheart_06_s_141,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_141,True,,2,2,1.0,,,1,sad,,3,think,leona_no,leona_no,,,
event_lionheart_06_s_142,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_142,True,,2,2,1.0,,,1,sad,,3,think,leona_no,leona_no,,,
event_lionheart_06_s_143,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_143,True,,2,2,1.0,,,1,sad,,3,think,leona_no,leona_no,,,
event_lionheart_06_s_144,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_144,True,,2,2,1.0,,,1,idle,,3,think,leona_no,leona_no,,,
