id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/3/hide_char_id,characters/1/hide_char_id,characters/0/hide_char_id,characters/2/hide_char_id,fade
event_overzone1_01_s_11,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_11,True,,1,worry,,13,no,,15,sad,,31,31,1.0,,,snowwhite,snowwhite,,3,pain,,,,,
event_overzone1_01_s_12,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_12,True,,1,worry,,13,no,,15,sad,,31,31,1.0,,,snowwhite,snowwhite,,3,pain,,,,,
event_overzone1_01_s_13,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_13,True,,1,think,,13,no,,15,sad,,31,31,1.0,,,dorothy,dorothy,,3,pain,,,,,
event_overzone1_01_s_14,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_14,True,,1,think,,13,no,,15,sad,,31,1315,2.0,,,rapunzel,rapunzel,,3,pain,,,,,
event_overzone1_01_s_15,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_15,True,,1,think,,13,no,,15,sad,,1315,1315,1.0,,,hongryeon,hongryeon,,3,pain,,,,,
event_overzone1_01_s_16,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_16,False,,1,think,,13,no,,15,sad,,L_30,L_30,1.0,,,snowwhite,snowwhite,,3,pain,,,,,
event_overzone1_01_s_17,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_17,False,,1,think,,13,no,,15,sad,,10,10,1.0,,,dorothy,dorothy,,3,pain,,,,,
event_overzone1_01_s_18,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_18,True,,1,think,,13,no,,15,sad,,10,1315,2.0,,,rapunzel,rapunzel,,3,pain,,,,,
event_overzone1_01_s_19,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_19,True,,1,think,,13,no,,15,sad,,1315,1315,1.0,,,hongryeon,hongryeon,,3,pain,,,,,
event_overzone1_01_s_20,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_20,True,,1,think,,13,no,,15,sad,,1315,1315,1.0,,,hongryeon,hongryeon,,3,pain,,,,,
event_overzone1_01_s_21,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_21,True,,1,think,,13,no,,15,sad,,1315,1315,1.0,,,hongryeon,hongryeon,,3,pain,,,,,
event_overzone1_01_s_22,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_22,True,,1,think,,13,no,,15,sad,,1315,1315,1.0,,,rapunzel,rapunzel,,3,pain,,,,,
event_overzone1_01_s_23,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_23,True,,1,think,,13,no,,15,sad,,1315,1315,1.0,,,hongryeon,hongryeon,,3,pain,,,,,
event_overzone1_01_s_24,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_24,True,,1,think,,13,no,,15,sad,,1315,1315,1.0,,,hongryeon,hongryeon,,3,pain,,,,,
event_overzone1_01_s_25,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_25,False,,1,think,,13,no,,15,no,,1315,1315,1.0,,,rapunzel,rapunzel,,3,pain,,,,,
event_overzone1_01_s_26,80303,event_overzone1_01_s,Narration,Locale_MainScenario:event_overzone1_01_s_26,False,,1,think,,13,no,,15,no,,1315,1315,1.0,,,,,,3,pain,rapunzel,,,,
event_overzone1_01_s_27,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_27,True,,1,think,,13,no,,,,,1315,13,1.0,,,hongryeon,hongryeon,,3,pain,,,,,
event_overzone1_01_s_28,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_28,True,,1,think,,13,no,,,,,13,130,1.0,,,hongryeon,hongryeon,,3,pain,,,,,
event_overzone1_01_s_29,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_29,True,,1,think,,13,no,,,,,L_30,L_30,1.0,,,snowwhite,snowwhite,,3,idle,,,,,
event_overzone1_01_s_30,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_30,True,,1,think,,13,no,,,,,130,130,1.0,,,hongryeon,hongryeon,,3,idle,,,,,
event_overzone1_01_s_31,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_31,True,,1,think,,13,no,,,,,130,113,1.0,,,dorothy,dorothy,,3,idle,,,,,
event_overzone1_01_s_32,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_32,True,,1,think,,13,no,,,,,113,113,1.0,,,dorothy,dorothy,,3,idle,,,,,
event_overzone1_01_s_33,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_33,True,,1,think,,13,no,,,,,113,113,1.0,,,hongryeon,hongryeon,,3,idle,,,,,
event_overzone1_01_s_34,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_34,True,,1,think,,13,no,,,,,113,1,1.0,,,dorothy,dorothy,,3,idle,,,,,
event_overzone1_01_s_35,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_35,True,,1,think,,13,no,,,,,1,10,1.0,,,dorothy,dorothy,,3,idle,,,,,
event_overzone1_01_s_36,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_36,True,,1,think,,13,no,,,,,10,10,1.0,,,dorothy,dorothy,,3,idle,,,,,
event_overzone1_01_s_37,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_37,False,,1,think,,13,no,,,,,10,10,1.0,,,hongryeon,hongryeon,,3,idle,,,,,
event_overzone1_01_s_38,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_38,True,,1,think,,13,no,,,,,10,100,1.0,,,dorothy,dorothy,,3,idle,,,,,
event_overzone1_01_s_39,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_39,True,,1,think,,13,no,,,,,100,100,1.0,,,dorothy,dorothy,,3,idle,,,,,
event_overzone1_01_s_40,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_40,True,,1,think,,13,no,,,,,100,100,1.0,,,dorothy,dorothy,,3,idle,,,,,
event_overzone1_01_s_41,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_41,False,,1,think,,13,no,,,,,100,1300,2.0,,,hongryeon,hongryeon,,3,idle,,,,,
event_overzone1_01_s_42,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_42,True,,1,think,,13,idle,,,,,1300,1300,1.0,,,hongryeon,hongryeon,,3,idle,,,,,
event_overzone1_01_s_43,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_43,True,,1,think,,13,idle,,,,,L_300,L_300,1.0,,,snowwhite,snowwhite,,3,idle,,,,,
event_overzone1_01_s_44,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_44,True,,1,think,,13,idle,,,,,L_300,L_300,1.0,,,snowwhite,snowwhite,,3,idle,,,,,
event_overzone1_01_s_45,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_45,True,,1,think,,13,idle,,,,,1300,1300,1.0,,,hongryeon,hongryeon,,3,idle,,,,,
event_overzone1_01_s_46,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_46,True,,1,think,,13,idle,,,,,L_300,L_300,1.0,,,snowwhite,snowwhite,,3,idle,,,,,
event_overzone1_01_s_47,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_47,True,,1,think,,13,idle,,,,,L_300,L_30,1.0,,,snowwhite,snowwhite,,3,idle,,,,,
event_overzone1_01_s_48,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_48,True,,1,think,,13,idle,,,,,L_30,L_30,1.0,,,snowwhite,snowwhite,,3,idle,,,,,
event_overzone1_01_s_49,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_49,True,,1,worry,,13,idle,,,,,L_30,10,2.0,,,dorothy,dorothy,,3,idle,,,,,
event_overzone1_01_s_50,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_50,True,,1,worry,,13,idle,,,,,10,10,1.0,,,dorothy,dorothy,,3,idle,,,,,
event_overzone1_01_s_51,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_51,True,,1,worry,,13,idle,,,,,10,100,1.0,,,dorothy,dorothy,,3,idle,,,,,
event_overzone1_01_s_52,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_52,True,,1,worry,,13,idle,,,,,L_300,L_300,1.0,,,snowwhite,snowwhite,,3,idle,,,,,
event_overzone1_01_s_53,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_53,True,,1,worry,,13,idle,,,,,1300,1300,1.0,,,hongryeon,hongryeon,,3,idle,,,,,
event_overzone1_01_s_54,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_54,True,,1,worry,,13,idle,,,,,1300,31,2.0,,,snowwhite,snowwhite,,3,idle,,,,,
event_overzone1_01_s_55,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_55,True,,1,think,,13,idle,,,,,31,31,1.0,,,dorothy,dorothy,,3,idle,,,,,
event_overzone1_01_s_56,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_56,True,,1,think,,13,idle,,,,,31,31,1.0,,,snowwhite,snowwhite,,3,idle,,,,,
event_overzone1_01_s_57,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_57,True,,1,think,,13,idle,,,,,31,31,1.0,,,dorothy,dorothy,,3,idle,,,,,
event_overzone1_01_s_58,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_58,True,,1,think,,13,idle,,,,,31,31,1.0,,,dorothy,dorothy,,3,idle,,,,,
event_overzone1_01_s_59,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_59,True,,1,think,,13,idle,,,,,31,1,1.0,,,dorothy,dorothy,,3,idle,,,,,
event_overzone1_01_s_60,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_60,True,,1,idle,,13,idle,,,,,1,1,1.0,,,dorothy,dorothy,,3,idle,,,,,
event_overzone1_01_s_61,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_61,True,,1,idle,,13,idle,,,,,1,113,2.0,,,hongryeon,hongryeon,,3,idle,,,,,
event_overzone1_01_s_62,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_62,True,,1,idle,,13,idle,,,,,113,113,1.0,,,dorothy,dorothy,,3,idle,,,,,
event_overzone1_01_s_63,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_63,True,,1,idle,,13,idle,,,,,113,113,1.0,,,dorothy,dorothy,,3,idle,,,,,
event_overzone1_01_s_64,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_64,True,,1,idle,,13,idle,,,,,113,1,2.0,,,dorothy,dorothy,,3,idle,,,,,
event_overzone1_01_s_65,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_65,True,,1,idle,,13,idle,,,,,1,10,1.0,,,dorothy,dorothy,,3,idle,,,,,
event_overzone1_01_s_66,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_66,True,,1,idle,,13,idle,,,,,10,10,1.0,,,dorothy,dorothy,,3,idle,,,,,
event_overzone1_01_s_67,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_67,True,,1,idle,,13,idle,,,,,L_30,L_30,1.0,,,snowwhite,snowwhite,,3,idle,,,,,
event_overzone1_01_s_68,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_68,True,,1,idle,,13,idle,,,,,130,130,2.0,,,hongryeon,hongryeon,,3,idle,,,,,
event_overzone1_01_s_69,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_69,True,,1,idle,,13,idle,,,,,130,130,1.0,,,hongryeon,hongryeon,,3,idle,,,,,
event_overzone1_01_s_70,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_70,True,,1,idle,,13,idle,,,,,130,10,2.0,,,dorothy,dorothy,,3,idle,,,,,
event_overzone1_01_s_71,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_71,True,,1,idle,,13,idle,,,,,10,31,2.0,,,snowwhite,snowwhite,,3,idle,,,,,
event_overzone1_01_s_72,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_72,True,,1,worry,,13,idle,,,,,31,31,1.0,,,dorothy,dorothy,,3,idle,,,,,
event_overzone1_01_s_73,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_73,True,,1,worry,,13,idle,,,,,31,31,1.0,,,dorothy,dorothy,,3,idle,,,,,
event_overzone1_01_s_74,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_74,True,,1,worry,,13,idle,,,,,31,31,1.0,,,snowwhite,snowwhite,,3,idle,,,,,
event_overzone1_01_s_75,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_75,True,,1,worry,,13,idle,,,,,31,31,1.0,,,snowwhite,snowwhite,,3,idle,,,,,
event_overzone1_01_s_76,80303,event_overzone1_01_s,Narration,Locale_MainScenario:event_overzone1_01_s_76,False,,1,worry,,13,idle,,,,,31,31,1.0,,,,,,3,idle,,snowwhite,,,
event_overzone1_01_s_77,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_77,False,,1,worry,,13,idle,,,,,31,31,1.0,,,dorothy,dorothy,,,,,,,,
event_overzone1_01_s_78,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_78,True,,1,worry,,13,idle,,,,,31,113,2.0,,,hongryeon,hongryeon,,,,,,,,
event_overzone1_01_s_79,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_79,True,,1,worry,,13,idle,,,,,113,113,1.0,,,dorothy,dorothy,,,,,,,,
event_overzone1_01_s_80,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_80,True,,1,worry,,13,idle,,,,,113,130,2.0,,,hongryeon,hongryeon,,,,,,,,
event_overzone1_01_s_81,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_81,True,,1,worry,,13,idle,,,,,130,130,1.0,,,hongryeon,hongryeon,,,,,,,,
event_overzone1_01_s_82,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_82,True,,1,worry,,13,idle,,,,,130,130,1.0,,,hongryeon,hongryeon,,,,,,,,
event_overzone1_01_s_83,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_83,True,,1,idle,,13,idle,,,,,130,113,2.0,,,dorothy,dorothy,,,,,,,,
event_overzone1_01_s_84,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_84,True,,1,idle,,13,idle,,,,,113,113,1.0,,,dorothy,dorothy,,,,,,,,
event_overzone1_01_s_85,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_85,True,,1,worry,,13,idle,,,,,113,113,1.0,,,dorothy,dorothy,,,,,,,,
event_overzone1_01_s_86,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_86,True,,1,worry,,13,no,,,,,113,113,1.0,,,hongryeon,hongryeon,,,,,,,,
event_overzone1_01_s_87,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_87,False,,1,worry,,13,no,,,,,113,113,1.0,,,dorothy,dorothy,,,,,,,,
event_overzone1_01_s_88,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_88,True,,1,worry,,13,no,,,,,113,113,1.0,,,hongryeon,hongryeon,,,,,,,,
event_overzone1_01_s_89,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_89,True,,1,worry,,13,no,,,,,113,113,1.0,,,dorothy,dorothy,,,,,,,,
event_overzone1_01_s_90,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_90,True,,1,worry,,13,no,,,,,113,113,1.0,,,dorothy,dorothy,,,,,,,,
event_overzone1_01_s_91,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_91,True,,1,worry,,13,no,,,,,113,113,1.0,,,hongryeon,hongryeon,,,,,,,,
event_overzone1_01_s_92,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_92,True,,1,idle,,13,no,,,,,113,113,1.0,,,dorothy,dorothy,,,,,,,,
event_overzone1_01_s_93,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_93,True,,1,idle,,13,no,,,,,113,113,1.0,,,dorothy,dorothy,,,,,,,,
event_overzone1_01_s_94,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_94,True,,1,idle,,13,idle,,,,,113,113,1.0,,,hongryeon,hongryeon,,,,,,,,
event_overzone1_01_s_95,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_95,True,,1,idle,,13,idle,,,,,113,113,1.0,,,hongryeon,hongryeon,,,,,,,,
event_overzone1_01_s_96,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_96,True,,1,idle,,13,idle,,,,,113,113,1.0,,,dorothy,dorothy,,,,,,,,
event_overzone1_01_s_97,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_97,True,,1,idle,,13,idle,,,,,113,113,1.0,,none,hongryeon,hongryeon,,,,,,,,
event_overzone1_01_s_98,80303,event_overzone1_01_s,Narration,Locale_MainScenario:event_overzone1_01_s_98,False,,,,,13,idle,,,,EventScene_OverZone_02,black,black,1.0,,,,,,,,,,dorothy,hongryeon,black
event_overzone1_01_s_99,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_99,True,,,,,,,,,,,goddesssquadlady_01,goddesssquadlady_02,2.0,,event_bgm_spot_goddessofvictory_a,dorothy,dorothy,,,,,,,,
event_overzone1_01_s_100,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_100,True,,,,,,,,,,,goddesssquadlady_02,goddesssquadlady_02,1.0,,,hongryeon,hongryeon,,,,,,,,
event_overzone1_01_s_101,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_101,True,,,,,,,,,,,goddesssquadlady_02,goddesssquadlady_02,1.0,,,rapunzel,rapunzel,,,,,,,,
event_overzone1_01_s_102,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_102,True,,,,,,,,,,,goddesssquadlady_02,goddesssquadlady_02,1.0,,,snowwhite,snowwhite,,,,,,,,
event_overzone1_01_s_103,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_103,True,,,,,,,,,,,goddesssquadlady_02,goddesssquadlady_03,2.0,,,dorothy,dorothy,,,,,,,,
event_overzone1_01_s_104,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_104,True,,,,,,,,,,,goddesssquadlady_03,goddesssquadlady_03,1.0,,,dorothy,dorothy,,,,,,,,
event_overzone1_01_s_105,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_105,True,,,,,,,,,,,goddesssquadlady_03,goddesssquadlady_02,0.5,,,dorothy,dorothy,,,,,,,,
event_overzone1_01_s_106,80303,event_overzone1_01_s,Speech,Locale_MainScenario:event_overzone1_01_s_106,True,,,,,,,,,,,goddesssquadlady_02,goddesssquadlady_02,1.0,,,dorothy,dorothy,,,,,,,,
