id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,play_sound,fade,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_camera_shake
event_1yearalready_02_32,130003,event_1yearalready_02,Speech,Locale_SubScenario:event_1yearalready_02_32,True,,14,16,1.0,,drake,drake,,3,idle,,5,idle,,1,idle,,,,13,idle,,15,idle,,17,idle,
event_1yearalready_02_33,130003,event_1yearalready_02,Speech,Locale_SubScenario:event_1yearalready_02_33,True,,16,16,1.0,,drake,drake,,3,idle,,5,idle,,1,idle,,,,13,idle,,15,idle,,17,idle,
event_1yearalready_02_34,130003,event_1yearalready_02,Speech,Locale_SubScenario:event_1yearalready_02_34,True,,16,16,1.0,,drake,drake,,3,idle,,5,idle,,1,idle,,,,13,idle,,15,idle,,17,idle,
event_1yearalready_02_35,130003,event_1yearalready_02,Speech,Locale_SubScenario:event_1yearalready_02_35,True,,16,16,1.0,,maxwell,maxwell,,3,idle,,5,idle,,1,idle,,,,13,idle,,15,angry,,17,idle,
event_1yearalready_02_36,130003,event_1yearalready_02,Speech,Locale_SubScenario:event_1yearalready_02_36,True,,16,16,1.0,,drake,drake,,3,idle,,5,idle,,1,idle,,,,13,idle,,15,angry,,17,delight,
event_1yearalready_02_37,130003,event_1yearalready_02,Speech,Locale_SubScenario:event_1yearalready_02_37,True,,16,16,1.0,,drake,drake,,3,idle,,5,idle,,1,idle,,,,13,idle,,15,angry,,17,idle,
event_1yearalready_02_38,130003,event_1yearalready_02,Speech,Locale_SubScenario:event_1yearalready_02_38,True,,16,16,1.0,,maxwell,maxwell,,3,idle,,5,idle,,1,idle,,,,13,idle,,15,sad,,17,idle,
event_1yearalready_02_39,130003,event_1yearalready_02,Speech,Locale_SubScenario:event_1yearalready_02_39,True,,12,12,1.0,,poli,poli,,3,idle,,5,idle,,1,idle,,,,13,idle,,15,sad,,17,idle,
event_1yearalready_02_40,130003,event_1yearalready_02,Speech,Locale_SubScenario:event_1yearalready_02_40,True,,12,12,1.0,,poli,poli,,3,idle,,5,idle,,1,idle,,,,13,idle,,15,sad,,17,idle,
event_1yearalready_02_41,130003,event_1yearalready_02,Speech,Locale_SubScenario:event_1yearalready_02_41,True,,12,12,1.0,,laplace,laplace,,3,idle,,5,idle,,1,idle,,,,13,angry,,15,idle,,17,idle,
event_1yearalready_02_42,130003,event_1yearalready_02,Speech,Locale_SubScenario:event_1yearalready_02_42,True,,12,12,1.0,,laplace,laplace,,3,idle,,5,idle,,1,idle,,,,13,angry,,15,idle,,17,idle,
event_1yearalready_02_43,130003,event_1yearalready_02,Speech,Locale_SubScenario:event_1yearalready_02_43,True,,12,12,1.0,,laplace,laplace,,3,idle,,5,idle,,1,idle,,,,13,angry,,15,idle,,17,idle,
event_1yearalready_02_44,130003,event_1yearalready_02,Speech,Locale_SubScenario:event_1yearalready_02_44,True,,12,S_10,1.0,,poli,poli,,3,idle,,5,idle,,1,idle,,,,13,angry,,15,idle,,17,idle,
event_1yearalready_02_45,130003,event_1yearalready_02,Speech,Locale_SubScenario:event_1yearalready_02_45,True,,S_10,S_10,1.0,,poli,poli,,3,idle,,5,idle,,1,idle,,,,13,angry,,15,idle,,17,idle,
event_1yearalready_02_46,130003,event_1yearalready_02,Speech,Locale_SubScenario:event_1yearalready_02_46,True,,15,15,1.0,,maxwell,maxwell,,3,idle,,5,idle,,1,idle,,,,13,angry,,15,angry,,17,idle,
event_1yearalready_02_47,130003,event_1yearalready_02,Speech,Locale_SubScenario:event_1yearalready_02_47,True,,15,15,1.0,,maxwell,maxwell,,3,idle,,5,idle,,1,idle,,,,13,angry,,15,angry,,17,idle,
event_1yearalready_02_48,130003,event_1yearalready_02,Speech,Locale_SubScenario:event_1yearalready_02_48,True,,15,15,1.0,,maxwell,maxwell,,3,idle,,5,idle,,1,idle,,,,13,angry,,15,angry,,17,idle,
event_1yearalready_02_49,130003,event_1yearalready_02,Speech,Locale_SubScenario:event_1yearalready_02_49,True,,15,S_130,0.6,,laplace,laplace,,3,idle,,5,idle,,1,idle,,,,13,idle,,15,angry,,17,idle,
event_1yearalready_02_50,130003,event_1yearalready_02,Speech,Locale_SubScenario:event_1yearalready_02_50,True,,S_130,S_130,1.0,,laplace,laplace,,3,idle,,5,idle,,1,idle,,,,13,idle,,15,angry,,17,idle,
event_1yearalready_02_51,130003,event_1yearalready_02,Speech,Locale_SubScenario:event_1yearalready_02_51,True,,17,170,0.6,,drake,drake,,3,idle,,5,idle,,1,idle,,,,13,idle,,15,angry,,17,angry,
event_1yearalready_02_52,130003,event_1yearalready_02,Speech,Locale_SubScenario:event_1yearalready_02_52,True,,170,170,1.0,,drake,drake,,3,idle,,5,idle,,1,idle,,,,13,idle,,15,angry,,17,angry,
event_1yearalready_02_53,130003,event_1yearalready_02,Speech,Locale_SubScenario:event_1yearalready_02_53,True,,170,170,1.0,,drake,drake,,3,idle,,5,idle,,1,idle,,,,13,idle,,15,angry,,17,delight,
event_1yearalready_02_54,130003,event_1yearalready_02,Speech,Locale_SubScenario:event_1yearalready_02_54,True,,170,170,1.0,,drake,drake,,3,idle,,5,idle,,1,idle,,,,13,idle,,15,angry,,17,delight,
event_1yearalready_02_55,130003,event_1yearalready_02,Monologue,Locale_SubScenario:event_1yearalready_02_55,False,,170,170,1.0,,,,,3,idle,,5,idle,,1,idle,,,,13,idle,,15,angry,,17,delight,
event_1yearalready_02_56,130003,event_1yearalready_02,Speech,Locale_SubScenario:event_1yearalready_02_56,True,,170,15,1.0,,maxwell,maxwell,,3,idle,,5,idle,,1,idle,,,,13,idle,,15,angry,,17,idle,
event_1yearalready_02_57,130003,event_1yearalready_02,Speech,Locale_SubScenario:event_1yearalready_02_57,True,,15,15,1.0,,maxwell,maxwell,,3,idle,,5,idle,,1,idle,,,,13,idle,,15,idle,,17,idle,
event_1yearalready_02_58,130003,event_1yearalready_02,Speech,Locale_SubScenario:event_1yearalready_02_58,True,,1,1,1.0,,poli,poli,,3,idle,,5,idle,,1,idle,,,,13,idle,,15,idle,,17,idle,
event_1yearalready_02_59,130003,event_1yearalready_02,Speech,Locale_SubScenario:event_1yearalready_02_59,True,,15,15,1.0,,maxwell,maxwell,,3,idle,,5,idle,,1,idle,,,,13,idle,,15,idle,,17,idle,
event_1yearalready_02_60,130003,event_1yearalready_02,Narration,Locale_SubScenario:event_1yearalready_02_60,False,,15,150,1.0,,,,,3,idle,,5,idle,,1,idle,,,,13,idle,,15,idle,,17,idle,
event_1yearalready_02_61,130003,event_1yearalready_02,Speech,Locale_SubScenario:event_1yearalready_02_61,True,,S_130,S_130,1.0,,laplace,laplace,,3,idle,,5,idle,,1,idle,,,,13,think,,15,idle,,17,no,
event_1yearalready_02_62,130003,event_1yearalready_02,Speech,Locale_SubScenario:event_1yearalready_02_62,True,,170,170,1.0,,drake,drake,,3,idle,,5,idle,,1,idle,,,,13,think,,15,idle,,17,no,
event_1yearalready_02_63,130003,event_1yearalready_02,Self,Locale_SubScenario:event_1yearalready_02_63,False,,170,170,1.0,,,,,3,idle,,5,idle,,1,idle,,,,13,think,,15,idle,,17,no,
event_1yearalready_02_64,130003,event_1yearalready_02,Monologue,Locale_SubScenario:event_1yearalready_02_64,False,,17,18,0.6,,,,,3,idle,,5,idle,,1,idle,,,,17,think,,15,idle,,19,idle,Low_2
event_1yearalready_02_65,130003,event_1yearalready_02,Narration,Locale_SubScenario:event_1yearalready_02_65,False,,18,18,1.0,,,,,3,idle,,5,idle,,1,idle,sfx_scn_bang,,,17,angry,,15,idle,,19,idle,Low_2
event_1yearalready_02_66,130003,event_1yearalready_02,Speech,Locale_SubScenario:event_1yearalready_02_66,True,,18,16,1.0,,maxwell,maxwell,,3,idle,,5,idle,,1,idle,,,,17,angry,,15,delight,,19,idle,
event_1yearalready_02_67,130003,event_1yearalready_02,Speech,Locale_SubScenario:event_1yearalready_02_67,True,,16,16,1.0,,maxwell,maxwell,,3,idle,,5,idle,,1,idle,,,,17,angry,,15,delight,,19,idle,
event_1yearalready_02_68,130003,event_1yearalready_02,Speech,Locale_SubScenario:event_1yearalready_02_68,True,,16,16,1.0,,laplace,laplace,,3,idle,,5,idle,,1,idle,,,,17,angry,,15,delight,,19,idle,
event_1yearalready_02_69,130003,event_1yearalready_02,Speech,Locale_SubScenario:event_1yearalready_02_69,True,,16,16,1.0,,laplace,laplace,,3,idle,,5,idle,,1,idle,,,,17,angry,,15,delight,,19,idle,
event_1yearalready_02_70,130003,event_1yearalready_02,Speech,Locale_SubScenario:event_1yearalready_02_70,True,,190,190,1.0,,drake,drake,,3,idle,,5,idle,,1,idle,,,,17,angry,,15,delight,,19,delight,
event_1yearalready_02_71,130003,event_1yearalready_02,Speech,Locale_SubScenario:event_1yearalready_02_71,True,,190,190,1.0,,drake,drake,,3,idle,,5,idle,,1,idle,,,,17,angry,,15,delight,,19,delight,
event_1yearalready_02_72,130003,event_1yearalready_02,Self,Locale_SubScenario:event_1yearalready_02_72,False,,190,190,1.0,,,,,3,idle,,5,idle,,1,idle,,,,17,angry,,15,idle,,19,delight,
event_1yearalready_02_73,130003,event_1yearalready_02,Self,Locale_SubScenario:event_1yearalready_02_73,False,,190,190,1.0,,,,,3,idle,,5,idle,,1,idle,,,,17,angry,,15,idle,,19,delight,
event_1yearalready_02_74,130003,event_1yearalready_02,Monologue,Locale_SubScenario:event_1yearalready_02_74,False,,black,black,1.0,,,,,3,idle,,5,idle,,1,idle,,,,17,angry,,15,idle,,19,delight,
