id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,speaker,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,highlight,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,set_filter_01,jump_target
snowfall_prologue_35,80903,snowfall_prologue,Monologue,Locale_SubScenario:snowfall_prologue_35,False,,black,black,1.0,,,,,,1,idle,,3,delight,,5,idle,,13,idle,,15,idle,,ludmilla_w,blanc_c,noir_c,mica_w,emma,,
snowfall_prologue_36,80903,snowfall_prologue,Monologue,Locale_SubScenario:snowfall_prologue_36,False,none,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_prologue_37,80903,snowfall_prologue,Narration,Locale_SubScenario:snowfall_prologue_37,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_prologue_38,80903,snowfall_prologue,Narration,Locale_SubScenario:snowfall_prologue_38,False,WaterFall_d,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,Grey,
snowfall_prologue_39,80903,snowfall_prologue,Narration,Locale_SubScenario:snowfall_prologue_39,False,BigHotSpring_d,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,Grey,
snowfall_prologue_40,80903,snowfall_prologue,Narration,Locale_SubScenario:snowfall_prologue_40,False,BambooForest_d,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,Grey,
snowfall_prologue_41,80903,snowfall_prologue,Monologue,Locale_SubScenario:snowfall_prologue_41,False,none,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,Grey,
snowfall_prologue_42,80903,snowfall_prologue,Narration,Locale_SubScenario:snowfall_prologue_42,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,Grey,
snowfall_prologue_43,80903,snowfall_prologue,Narration,Locale_SubScenario:snowfall_prologue_43,False,WaterFall_d,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,Grey,
snowfall_prologue_44,80903,snowfall_prologue,Narration,Locale_SubScenario:snowfall_prologue_44,False,HotSpringInnIn_d,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,Grey,
snowfall_prologue_45,80903,snowfall_prologue,Narration,Locale_SubScenario:snowfall_prologue_45,False,Trail_d,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,Grey,
snowfall_prologue_46,80903,snowfall_prologue,Narration,Locale_SubScenario:snowfall_prologue_46,False,none,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,Grey,
snowfall_prologue_47,80903,snowfall_prologue,Self,Locale_SubScenario:snowfall_prologue_47,False,HotSpringInnOut_d,1,1,1.0,,,,,ludmilla_w,1,idle,blanc_c,3,idle,noir_c,5,idle,mica_w,13,idle,emma,15,idle,,,,,,,,
snowfall_prologue_48,80903,snowfall_prologue,Speech,Locale_SubScenario:snowfall_prologue_48,True,,1,10,1.0,,,ludmilla_w,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,ludmilla_w,,,,,,,
snowfall_prologue_49,80903,snowfall_prologue,Speech,Locale_SubScenario:snowfall_prologue_49,True,,10,10,1.0,,,ludmilla_w,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,ludmilla_w,,,,,,,
snowfall_prologue_50,80903,snowfall_prologue,Choice,Locale_SubScenario:snowfall_prologue_50,False,,10,10,1.0,,,,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,,,,,,,snowfall_prologue_52
snowfall_prologue_51,80903,snowfall_prologue,Choice,Locale_SubScenario:snowfall_prologue_51,False,,10,10,1.0,,,,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,,,,,,,snowfall_prologue_53
snowfall_prologue_52,80903,snowfall_prologue,Speech,Locale_SubScenario:snowfall_prologue_52,True,,L_30,L_30,1.0,,,blanc_c,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,blanc_c,,,,,,,snowfall_prologue_55
snowfall_prologue_53,80903,snowfall_prologue,Speech,Locale_SubScenario:snowfall_prologue_53,True,,S_130,S_130,1.0,,,mica_w,,,1,idle,,3,idle,,5,idle,,13,cry,,15,idle,mica_w,,,,,,,
snowfall_prologue_54,80903,snowfall_prologue,Speech,Locale_SubScenario:snowfall_prologue_54,True,,S_130,S_130,1.0,,,mica_w,,,1,idle,,3,idle,,5,idle,,13,cry,,15,idle,mica_w,,,,,,,snowfall_prologue_55
snowfall_prologue_55,80903,snowfall_prologue,Speech,Locale_SubScenario:snowfall_prologue_55,True,,10,10,1.0,,,ludmilla_w,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,ludmilla_w,,,,,,,
snowfall_prologue_56,80903,snowfall_prologue,Speech,Locale_SubScenario:snowfall_prologue_56,True,,10,10,1.0,,,ludmilla_w,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,ludmilla_w,,,,,,,
snowfall_prologue_57,80903,snowfall_prologue,Speech,Locale_SubScenario:snowfall_prologue_57,True,,10,10,1.0,,,ludmilla_w,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,ludmilla_w,,,,,,,
snowfall_prologue_58,80903,snowfall_prologue,Speech,Locale_SubScenario:snowfall_prologue_58,True,,10,4,1.0,,,blanc_c,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,blanc_c,,,,,,,
snowfall_prologue_59,80903,snowfall_prologue,Speech,Locale_SubScenario:snowfall_prologue_59,True,,4,4,1.0,,,blanc_c,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,blanc_c,,,,,,,
snowfall_prologue_60,80903,snowfall_prologue,Speech,Locale_SubScenario:snowfall_prologue_60,True,,4,4,1.0,,,noir_c,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,noir_c,,,,,,,
snowfall_prologue_61,80903,snowfall_prologue,Speech,Locale_SubScenario:snowfall_prologue_61,True,,4,4,1.0,,,blanc_c,,,1,idle,,3,delight,,5,idle,,13,idle,,15,idle,blanc_c,,,,,,,
snowfall_prologue_62,80903,snowfall_prologue,Speech,Locale_SubScenario:snowfall_prologue_62,True,,14,14,1.0,,,mica_w,,,1,idle,,3,delight,,5,idle,,13,idle,,15,idle,mica_w,,,,,,,
snowfall_prologue_63,80903,snowfall_prologue,Speech,Locale_SubScenario:snowfall_prologue_63,True,,14,14,1.0,,,mica_w,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,mica_w,,,,,,,
snowfall_prologue_64,80903,snowfall_prologue,Speech,Locale_SubScenario:snowfall_prologue_64,True,,14,14,1.0,,,emma,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,emma,,,,,,,
snowfall_prologue_65,80903,snowfall_prologue,Speech,Locale_SubScenario:snowfall_prologue_65,True,,14,14,1.0,,,emma,,,1,idle,,3,idle,,5,idle,,13,idle,,15,delight,emma,,,,,,,
snowfall_prologue_66,80903,snowfall_prologue,Speech,Locale_SubScenario:snowfall_prologue_66,True,,10,10,1.0,,,ludmilla_w,,,1,idle,,3,idle,,5,idle,,13,idle,,15,delight,ludmilla_w,,,,,,,
snowfall_prologue_67,80903,snowfall_prologue,Speech,Locale_SubScenario:snowfall_prologue_67,True,,10,10,1.0,,,ludmilla_w,,,1,idle,,3,idle,,5,idle,,13,idle,,15,delight,ludmilla_w,,,,,,,
snowfall_prologue_68,80903,snowfall_prologue,Self,Locale_SubScenario:snowfall_prologue_68,False,,10,10,1.0,,,,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,,,,,,,
snowfall_prologue_69,80903,snowfall_prologue,Self,Locale_SubScenario:snowfall_prologue_69,False,,10,10,1.0,,,,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,,,,,,,
snowfall_prologue_70,80903,snowfall_prologue,Speech,Locale_SubScenario:snowfall_prologue_70,True,,10,1,1.0,,,ludmilla_w,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,ludmilla_w,,,,,,,
snowfall_prologue_71,80903,snowfall_prologue,Speech,Locale_SubScenario:snowfall_prologue_71,True,,1,1,1.0,,,ludmilla_w,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,ludmilla_w,,,,,,,
snowfall_prologue_72,80903,snowfall_prologue,Speech,Locale_SubScenario:snowfall_prologue_72,True,,1,1,1.0,,,ludmilla_w,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,ludmilla_w,,,,,,,
snowfall_prologue_73,80903,snowfall_prologue,Speech,Locale_SubScenario:snowfall_prologue_73,True,,1,1,1.0,,,ludmilla_w,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,ludmilla_w,,,,,,,
snowfall_prologue_74,80903,snowfall_prologue,Self,Locale_SubScenario:snowfall_prologue_74,False,,1,1,1.0,,,,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,,,,,,,
snowfall_prologue_75,80903,snowfall_prologue,Monologue,Locale_SubScenario:snowfall_prologue_75,False,,black,black,1.0,,,,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,,,,,,,
snowfall_prologue_76,80903,snowfall_prologue,Monologue,Locale_SubScenario:snowfall_prologue_76,False,,black,black,1.0,,,,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,,,,,,,
snowfall_prologue_77,80903,snowfall_prologue,Monologue,Locale_SubScenario:snowfall_prologue_77,False,,black,black,1.0,,,,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,,,,,,,
