id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/1/hide_char_id,set_camera_shake,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim
event_ce02_3_05_s_11,40027,event_ce02_3_05_s,Speech,p12,p12,Locale_SubScenario:event_ce02_3_05_s_11,True,,13,idle,,1,idle,,1,12,1.0,,,,,,,,,,,,,
event_ce02_3_05_s_12,40027,event_ce02_3_05_s,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_05_s_12,True,,13,idle,,1,idle,,12,12,1.0,,,,,,,,,,,,,
event_ce02_3_05_s_13,40027,event_ce02_3_05_s,Speech,p12,p12,Locale_SubScenario:event_ce02_3_05_s_13,True,,13,idle,,1,idle,,12,130,1.0,,,,,,,,,,,,,
event_ce02_3_05_s_14,40027,event_ce02_3_05_s,Narration,,,Locale_SubScenario:event_ce02_3_05_s_14,False,,13,idle,,1,idle,,black,black,1.0,,sfx_scn_finishshot,,,,,,,,,,,
event_ce02_3_05_s_15,40027,event_ce02_3_05_s,Monologue,,,Locale_SubScenario:event_ce02_3_05_s_15,False,,13,idle,,1,idle,,130,130,1.0,,,,,,,,,,,,,
event_ce02_3_05_s_16,40027,event_ce02_3_05_s,Speech,p12,p12,Locale_SubScenario:event_ce02_3_05_s_16,False,,13,idle,,1,idle,,130,13,0.6,,,,,,,,,,,,,
event_ce02_3_05_s_17,40027,event_ce02_3_05_s,Monologue,,,Locale_SubScenario:event_ce02_3_05_s_17,False,,13,idle,,1,idle,,13,13,1.0,,,,,,,,,,,,,
event_ce02_3_05_s_18,40027,event_ce02_3_05_s,Speech,p12,p12,Locale_SubScenario:event_ce02_3_05_s_18,True,,13,idle,,1,idle,,13,13,1.0,,,,,,,,,,,,,
event_ce02_3_05_s_19,40027,event_ce02_3_05_s,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_05_s_19,True,,13,idle,,1,think,,13,12,1.0,,,,,,,,,,,,,
event_ce02_3_05_s_20,40027,event_ce02_3_05_s,Monologue,,,Locale_SubScenario:event_ce02_3_05_s_20,False,,13,idle,,1,think,,12,12,1.0,,,ce_02_02,,,,,,,,,,
event_ce02_3_05_s_21,40027,event_ce02_3_05_s,Speech,p12,p12,Locale_SubScenario:event_ce02_3_05_s_21,True,,13,idle,,,,,12,12,1.0,,,,,,,,,,,,,
event_ce02_3_05_s_22,40027,event_ce02_3_05_s,Monologue,,,Locale_SubScenario:event_ce02_3_05_s_22,False,,13,idle,,,,,12,12,1.0,,,,,,,,,,,,,
event_ce02_3_05_s_23,40027,event_ce02_3_05_s,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_05_s_23,True,,13,idle,ce_02_02,1,angry,,12,10,1.0,,,,,,,,,,,,,
event_ce02_3_05_s_24,40027,event_ce02_3_05_s,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_05_s_24,True,,13,idle,,1,angry,,10,10,1.0,,,,,,,,,,,,,
event_ce02_3_05_s_25,40027,event_ce02_3_05_s,Speech,p12,p12,Locale_SubScenario:event_ce02_3_05_s_25,True,,13,idle,,1,angry,,130,130,1.0,,,,,,,,,,,,,
event_ce02_3_05_s_26,40027,event_ce02_3_05_s,Speech,p12,p12,Locale_SubScenario:event_ce02_3_05_s_26,True,,13,idle,,1,angry,,130,130,1.0,,,,,,,,,,,,,
event_ce02_3_05_s_27,40027,event_ce02_3_05_s,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_05_s_27,True,,13,idle,,1,think,,12,12,1.0,,,,,,,,,,,,,
event_ce02_3_05_s_28,40027,event_ce02_3_05_s,Speech,p12,p12,Locale_SubScenario:event_ce02_3_05_s_28,True,,13,idle,,1,think,,12,12,1.0,,,,,,,,,,,,,
event_ce02_3_05_s_29,40027,event_ce02_3_05_s,Speech,p12,p12,Locale_SubScenario:event_ce02_3_05_s_29,True,,13,idle,,1,think,,12,12,1.0,,,,,,,,,,,,,
event_ce02_3_05_s_30,40027,event_ce02_3_05_s,Speech,p12,p12,Locale_SubScenario:event_ce02_3_05_s_30,True,,13,idle,,1,think,,12,12,1.0,,,,,,,,,,,,,
event_ce02_3_05_s_31,40027,event_ce02_3_05_s,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_05_s_31,True,,13,idle,,1,surprise,,12,12,1.0,,,,,,,,,,,,,
event_ce02_3_05_s_32,40027,event_ce02_3_05_s,Speech,p12,p12,Locale_SubScenario:event_ce02_3_05_s_32,True,,13,idle,,1,surprise,,12,12,1.0,,,,,,,,,,,,,
event_ce02_3_05_s_33,40027,event_ce02_3_05_s,Speech,p12,p12,Locale_SubScenario:event_ce02_3_05_s_33,True,,13,idle,,1,surprise,,12,12,1.0,,,,,,,,,,,,,
event_ce02_3_05_s_34,40027,event_ce02_3_05_s,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_05_s_34,True,,13,idle,,1,idle,,12,12,1.0,,,,,,,,,,,,,
event_ce02_3_05_s_35,40027,event_ce02_3_05_s,Monologue,,,Locale_SubScenario:event_ce02_3_05_s_35,False,,13,idle,,1,idle,,12,130,1.0,,,,,,,,,,,,,
event_ce02_3_05_s_36,40027,event_ce02_3_05_s,Narration,,,Locale_SubScenario:event_ce02_3_05_s_36,False,,13,idle,,1,idle,,130,130,1.0,,sfx_scn_fireblindly,,Low_2,,,,,,,,,
event_ce02_3_05_s_37,40027,event_ce02_3_05_s,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_05_s_37,False,,13,idle,,1,think,,10,10,1.0,,,,,,,,,,,,,
event_ce02_3_05_s_38,40027,event_ce02_3_05_s,Speech,p12,p12,Locale_SubScenario:event_ce02_3_05_s_38,False,,13,idle,,1,think,,130,130,1.0,,,,,,,,,,,,,
event_ce02_3_05_s_39,40027,event_ce02_3_05_s,Monologue,,,Locale_SubScenario:event_ce02_3_05_s_39,False,,13,idle,,1,think,,130,12,1.0,,,,,,,,,,,,,
event_ce02_3_05_s_40,40027,event_ce02_3_05_s,Speech,p12,p12,Locale_SubScenario:event_ce02_3_05_s_40,True,,13,idle,,1,think,,12,12,1.0,,,,,,,,,,,,,
event_ce02_3_05_s_41,40027,event_ce02_3_05_s,Speech,p12,p12,Locale_SubScenario:event_ce02_3_05_s_41,True,,13,idle,,1,think,,12,12,1.0,,,,,,,,,,,,,
event_ce02_3_05_s_42,40027,event_ce02_3_05_s,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_05_s_42,False,,13,idle,,1,think,,12,10,1.0,,,,,notmassproduction,16,idle,,,,,,
event_ce02_3_05_s_43,40027,event_ce02_3_05_s,Monologue,,,Locale_SubScenario:event_ce02_3_05_s_43,False,,13,idle,,1,think,,10,16,1.0,,,,,,16,idle,,,,,,
event_ce02_3_05_s_44,40027,event_ce02_3_05_s,Monologue,,,Locale_SubScenario:event_ce02_3_05_s_44,False,,13,idle,,1,think,,16,16,1.0,,,,,,16,idle,,,,,,
event_ce02_3_05_s_45,40027,event_ce02_3_05_s,Monologue,,,Locale_SubScenario:event_ce02_3_05_s_45,False,,13,idle,,1,think,,16,16,1.0,,,,,,16,idle,,,,,,
event_ce02_3_05_s_46,40027,event_ce02_3_05_s,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_05_s_46,True,,13,idle,,1,think,,16,12,1.0,,,,,,16,idle,,,,,,
event_ce02_3_05_s_47,40027,event_ce02_3_05_s,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_05_s_47,True,,13,idle,,1,think,,12,12,1.0,,,,,,16,idle,,,,,,
event_ce02_3_05_s_48,40027,event_ce02_3_05_s,Speech,p12,p12,Locale_SubScenario:event_ce02_3_05_s_48,True,,13,idle,,1,think,,12,12,1.0,,,,,,16,idle,,,,,,
event_ce02_3_05_s_49,40027,event_ce02_3_05_s,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_05_s_49,True,,13,idle,,1,think,,12,12,1.0,,,,,,16,idle,,,,,,
event_ce02_3_05_s_50,40027,event_ce02_3_05_s,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_05_s_50,False,,13,idle,,1,surprise,,12,10,0.6,none,,,,,16,idle,,,,,,
event_ce02_3_05_s_51,40027,event_ce02_3_05_s,Speech,p12,p12,Locale_SubScenario:event_ce02_3_05_s_51,True,,13,idle,,1,surprise,,130,130,1.0,,,,,,16,idle,,,,,,
event_ce02_3_05_s_52,40027,event_ce02_3_05_s,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_05_s_52,True,,13,idle,,1,think,,10,10,1.0,,,,,,16,idle,,,,,,
event_ce02_3_05_s_53,40027,event_ce02_3_05_s,Monologue,,,Locale_SubScenario:event_ce02_3_05_s_53,False,,13,idle,,1,think,,10,100,1.0,,,,,,16,idle,,,,,,
event_ce02_3_05_s_54,40027,event_ce02_3_05_s,Speech,p12,p12,Locale_SubScenario:event_ce02_3_05_s_54,True,,13,idle,,1,think,,130,130,1.0,,,,,,16,idle,,,,,,
event_ce02_3_05_s_55,40027,event_ce02_3_05_s,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_05_s_55,False,,13,idle,,1,think,,100,100,1.0,,,,,,16,idle,,,,,,
event_ce02_3_05_s_56,40027,event_ce02_3_05_s,Monologue,,,Locale_SubScenario:event_ce02_3_05_s_56,False,,13,idle,,1,think,,black,black,1.0,,,,,,16,idle,,,,,,
event_ce02_3_05_s_57,40027,event_ce02_3_05_s,Narration,,,Locale_SubScenario:event_ce02_3_05_s_57,False,,13,idle,,1,think,,12,12,1.0,event_bgm_spot_oblivion,sfx_scn_groundbreak,,Low_2,,16,idle,,,,,,
event_ce02_3_05_s_58,40027,event_ce02_3_05_s,Narration,,,Locale_SubScenario:event_ce02_3_05_s_58,False,,13,idle,,1,think,,12,12,1.0,,sfx_scn_electricshock,,Low_2,,16,idle,,,,,,
event_ce02_3_05_s_59,40027,event_ce02_3_05_s,Speech,p12,p12,Locale_SubScenario:event_ce02_3_05_s_59,False,,13,idle,,1,think,,12,12,1.0,,,,,,16,idle,,,,,,
event_ce02_3_05_s_60,40027,event_ce02_3_05_s,Speech,p12,p12,Locale_SubScenario:event_ce02_3_05_s_60,True,,13,idle,,1,think,,12,12,1.0,,,,,,16,idle,,,,,,
event_ce02_3_05_s_61,40027,event_ce02_3_05_s,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_05_s_61,True,,13,idle,,1,idle,,12,12,1.0,,,,,,16,idle,,,,,,
event_ce02_3_05_s_62,40027,event_ce02_3_05_s,Narration,,,Locale_SubScenario:event_ce02_3_05_s_62,False,,13,idle,,1,idle,,12,16,1.0,,sfx_scn_aim,,,,16,idle,product12,15,idle,notmassproductions,17,idle
event_ce02_3_05_s_63,40027,event_ce02_3_05_s,Speech,notmassproduction,notmassproduction,Locale_SubScenario:event_ce02_3_05_s_63,True,,13,idle,,1,idle,,16,16,1.0,,,,,,16,idle,,15,idle,,17,idle
event_ce02_3_05_s_64,40027,event_ce02_3_05_s,Speech,notmassproduction,notmassproduction,Locale_SubScenario:event_ce02_3_05_s_64,True,,13,idle,,1,idle,,16,16,1.0,,,,,,16,idle,,15,idle,,17,idle
event_ce02_3_05_s_65,40027,event_ce02_3_05_s,Monologue,,,Locale_SubScenario:event_ce02_3_05_s_65,False,,13,idle,,1,idle,,16,16,1.0,,,,,,16,idle,,15,idle,,17,idle
event_ce02_3_05_s_66,40027,event_ce02_3_05_s,Narration,,,Locale_SubScenario:event_ce02_3_05_s_66,False,,13,idle,,1,idle,,16,160,1.0,,sfx_scn_aims,,,,16,idle,,15,idle,,17,idle
event_ce02_3_05_s_67,40027,event_ce02_3_05_s,Speech,notmassproduction,notmassproductions,Locale_SubScenario:event_ce02_3_05_s_67,True,,13,idle,,1,idle,,160,1600,1.0,,,,,,16,idle,,15,idle,,17,idle
event_ce02_3_05_s_68,40027,event_ce02_3_05_s,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_05_s_68,True,,13,idle,,1,idle,,12,12,1.0,,,,,,16,idle,,15,idle,,17,idle
event_ce02_3_05_s_69,40027,event_ce02_3_05_s,Speech,p12,p12,Locale_SubScenario:event_ce02_3_05_s_69,True,,13,idle,,1,idle,,12,12,1.0,,,,,,16,idle,,15,idle,,17,idle
event_ce02_3_05_s_70,40027,event_ce02_3_05_s,Speech,p12,p12,Locale_SubScenario:event_ce02_3_05_s_70,True,,13,idle,,1,idle,,12,12,1.0,,,,,,16,idle,,15,idle,,17,idle
event_ce02_3_05_s_71,40027,event_ce02_3_05_s,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_05_s_71,True,,13,idle,,1,angry,,12,12,1.0,,,,,,16,idle,,15,idle,,17,idle
event_ce02_3_05_s_72,40027,event_ce02_3_05_s,Speech,p12,p12,Locale_SubScenario:event_ce02_3_05_s_72,True,,13,idle,,1,angry,,12,12,1.0,,,,,,16,idle,,15,idle,,17,idle
event_ce02_3_05_s_73,40027,event_ce02_3_05_s,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_05_s_73,True,,13,idle,,1,angry,,12,12,1.0,,,,,,16,idle,,15,idle,,17,idle
event_ce02_3_05_s_74,40027,event_ce02_3_05_s,Speech,p12,p12,Locale_SubScenario:event_ce02_3_05_s_74,False,,13,idle,,1,angry,,12,12,1.0,,,,,,16,idle,,15,idle,,17,idle
event_ce02_3_05_s_75,40027,event_ce02_3_05_s,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_05_s_75,True,,13,idle,,1,angry,,12,10,1.0,,,,,,16,idle,,15,idle,,17,idle
event_ce02_3_05_s_76,40027,event_ce02_3_05_s,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_05_s_76,True,,13,idle,,1,angry,,10,10,1.0,,,,,,16,idle,,15,idle,,17,idle
event_ce02_3_05_s_77,40027,event_ce02_3_05_s,Speech,p12,p12,Locale_SubScenario:event_ce02_3_05_s_77,True,,13,idle,,1,angry,,130,130,1.0,,,,,,16,idle,,15,idle,,17,idle
event_ce02_3_05_s_78,40027,event_ce02_3_05_s,Speech,p12,p12,Locale_SubScenario:event_ce02_3_05_s_78,True,,13,idle,,1,angry,,130,130,1.0,,,,,,16,idle,,15,idle,,17,idle
event_ce02_3_05_s_79,40027,event_ce02_3_05_s,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_05_s_79,True,,13,idle,,1,think,,10,10,1.0,,,,,,16,idle,,15,idle,,17,idle
